NU_ANO,Q024,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2019,A,6,SP,12734
2019,A,6,TO,1784
2019,A,6,AC,1705
2019,A,6,AL,3146
2019,A,6,AM,4139
2019,A,6,AP,1695
2019,A,6,BA,12234
2019,A,6,CE,6795
2019,A,6,DF,1666
2019,A,6,ES,1964
2019,A,6,GO,3161
2019,A,6,MA,8160
2019,A,6,MG,9348
2019,A,6,MS,1544
2019,A,6,MT,1769
2019,A,6,PA,11145
2019,A,6,PB,4495
2019,A,6,PE,6847
2019,A,6,PI,4131
2019,A,6,PR,2753
2019,A,6,RJ,6438
2019,A,6,RN,3648
2019,A,6,RO,1606
2019,A,6,RR,372
2019,A,6,RS,3804
2019,A,6,SC,1213
2019,A,6,SE,2778
2019,A,6,SP,10482
2019,A,6,TO,1366
2019,A,6,AC,1303
2019,A,6,AL,2486
2019,A,6,AM,3568
2019,A,6,AP,1500
2019,A,6,BA,9793
2019,A,6,CE,5370
2019,A,6,DF,1393
2019,A,6,ES,1516
2019,A,6,GO,2526
2019,A,6,MA,6495
2019,A,6,MG,7262
2019,A,6,MS,1299
2019,A,6,MT,1545
2019,A,6,PA,9524
2019,A,6,PB,3488
2019,A,6,PE,5397
2019,A,6,PI,3313
2019,A,6,PR,2296
2019,A,6,RJ,4932
2019,A,6,RN,3006
2019,A,6,RO,1466
2019,A,6,RR,296
2019,A,6,RS,3118
2019,A,6,SC,1139
2019,A,6,SE,2128
2019,A,6,SP,8756
2019,A,6,TO,1095
2019,A,6,AC,1226
2019,A,6,AL,2150
2019,A,6,AM,2955
2019,A,6,AP,1253
2019,A,6,BA,7956
2019,A,6,CE,4371
2019,A,6,DF,1196
2019,A,6,ES,1318
2019,A,6,GO,2185
2019,A,6,MA,5157
2019,A,6,MG,6111
2019,A,6,MS,1147
2019,A,6,MT,1279
2019,A,6,PA,7670
2019,A,6,PB,2997
2019,A,6,PE,4387
2019,A,6,PI,2588
2019,A,6,PR,1979
2019,A,6,RJ,4053
2019,A,6,RN,2630
2019,A,6,RO,1248
2019,A,6,RR,262
2019,A,6,RS,2693
2019,A,6,SC,977
2019,A,6,SE,1683
2019,A,6,SP,7065
2019,A,6,TO,872
2019,A,6,AC,958
2019,A,6,AL,1637
2019,A,6,AM,2532
2019,A,6,AP,1098
2019,A,6,BA,6469
2019,A,6,CE,3387
2019,A,6,DF,1005
2019,A,6,ES,1093
2019,A,6,GO,1803
2019,A,6,MA,4022
2019,A,6,MG,4915
2019,A,6,MS,987
2019,A,6,MT,1072
2019,A,6,PA,6655
2019,A,6,PB,2348
2019,A,6,PE,3463
2019,A,6,PI,1974
2019,A,6,PR,1702
2019,A,6,RJ,3236
2019,A,6,RN,2094
2019,A,6,RO,1104
2019,A,6,RR,230
2019,A,6,RS,2276
2019,A,6,SC,818
2019,A,6,SE,1465
2019,A,6,SP,5817
2019,A,6,TO,724
2019,A,6,AC,3241
2019,A,6,AL,4854
2019,A,6,AM,8249
2019,A,6,AP,3641
2019,A,6,BA,18693
2019,A,6,CE,10678
2019,A,6,DF,3240
2019,A,6,ES,3472
2019,A,6,GO,5479
2019,A,6,MA,11993
2019,A,6,MG,14968
2019,A,6,MS,3430
2019,A,6,MT,3542
2019,A,6,PA,21155
2019,A,6,PB,7453
2019,A,6,PE,10484
2019,A,6,PI,6005
2019,A,6,PR,5314
2019,A,6,RJ,9701
2019,A,6,RN,6326
2019,A,6,RO,3711
2019,A,6,RR,634
2019,A,6,RS,6981
2019,A,6,SC,2482
2019,A,6,SE,4048
2019,A,6,SP,17771
2019,A,6,TO,1954
2019,A,6,AC,1910
2019,A,6,AL,2745
2019,A,6,AM,5086
2019,A,6,AP,2162
2019,A,6,BA,10837
2019,A,6,CE,6252
2019,A,6,DF,1800
2019,A,6,ES,1902
2019,A,6,GO,3095
2019,A,6,MA,7005
2019,A,6,MG,7886
2019,A,6,MS,2083
2019,A,6,MT,2094
2019,A,6,PA,12524
2019,A,6,PB,4140
2019,A,6,PE,5859
2019,A,6,PI,3627
2019,A,6,PR,2633
2019,A,6,RJ,5348
2019,A,6,RN,3504
2019,A,6,RO,2261
2019,A,6,RR,356
2019,A,6,RS,4049
2019,A,6,SC,1310
2019,A,6,SE,2218
2019,A,6,SP,9744
2019,A,6,TO,972
2019,A,6,AC,1157
2019,A,6,AL,1642
2019,A,6,AM,3486
2019,A,6,AP,1567
2019,A,6,BA,7033
2019,A,6,CE,3764
2019,A,6,DF,1283
2019,A,6,ES,1227
2019,A,6,GO,1921
2019,A,6,MA,4111
2019,A,6,MG,5231
2019,A,6,MS,1362
2019,A,6,MT,1465
2019,A,6,PA,8480
2019,A,6,PB,2509
2019,A,6,PE,3764
2019,A,6,PI,2103
2019,A,6,PR,1688
2019,A,6,RJ,3902
2019,A,6,RN,2090
2019,A,6,RO,1415
2019,A,6,RR,263
2019,A,6,RS,2681
2019,A,6,SC,788
2019,A,6,SE,1286
2019,A,6,SP,6433
2019,A,6,TO,655
2019,A,6,AC,509
2019,A,6,AL,813
2019,A,6,AM,1765
2019,A,6,AP,839
2019,A,6,BA,3647
2019,A,6,CE,1984
2019,A,6,DF,789
2019,A,6,ES,732
2019,A,6,GO,1038
2019,A,6,MA,2066
2019,A,6,MG,2831
2019,A,6,MS,680
2019,A,6,MT,757
2019,A,6,PA,4784
2019,A,6,PB,1225
2019,A,6,PE,2093
2019,A,6,PI,1131
2019,A,6,PR,881
2019,A,6,RJ,2472
2019,A,6,RN,1085
2019,A,6,RO,736
2019,A,6,RR,119
2019,A,6,RS,1497
2019,A,6,SC,412
2019,A,6,SE,667
2019,A,6,SP,3721
2019,A,6,TO,318
2019,A,6,AC,220
2019,A,6,AL,414
2019,A,6,AM,966
2019,A,6,AP,364
2019,A,6,BA,1927
2019,A,6,CE,1070
2019,A,6,DF,446
2019,A,6,ES,401
2019,A,6,GO,522
2019,A,6,MA,1012
2019,A,6,MG,1624
2019,A,6,MS,363
2019,A,6,MT,412
2019,A,6,PA,2418
2019,A,6,PB,644
2019,A,6,PE,1214
2019,A,6,PI,614
2019,A,6,PR,460
2019,A,6,RJ,1643
2019,A,6,RN,554
2019,A,6,RO,331
2019,A,6,RR,67
2019,A,6,RS,894
2019,A,6,SC,201
2019,A,6,SE,382
2019,A,6,SP,2115
2019,A,6,TO,151
2019,A,6,AC,85
2019,A,6,AL,208
2019,A,6,AM,378
2019,A,6,AP,192
2019,A,6,BA,978
2019,A,6,CE,627
2019,A,6,DF,216
2019,A,6,ES,205
2019,A,6,GO,268
2019,A,6,MA,478
2019,A,6,MG,872
2019,A,6,MS,167
2019,A,6,MT,174
2019,A,6,PA,1156
2019,A,6,PB,330
2019,A,6,PE,650
2019,A,6,PI,330
2019,A,6,PR,207
2019,A,6,RJ,1039
2019,A,6,RN,253
2019,A,6,RO,133
2019,A,6,RR,13
2019,A,6,RS,551
2019,A,6,SC,84
2019,A,6,SE,190
2019,A,6,SP,1177
2019,A,6,TO,63
2019,A,6,AC,22
2019,A,6,AL,94
2019,A,6,AM,168
2019,A,6,AP,80
2019,A,6,BA,459
2019,A,6,CE,276
2019,A,6,DF,92
2019,A,6,ES,86
2019,A,6,GO,117
2019,A,6,MA,189
2019,A,6,MG,460
2019,A,6,MS,64
2019,A,6,MT,93
2019,A,6,PA,449
2019,A,6,PB,134
2019,A,6,PE,290
2019,A,6,PI,150
2019,A,6,PR,86
2019,A,6,RJ,600
2019,A,6,RN,120
2019,A,6,RO,55
2019,A,6,RR,11
2019,A,6,RS,286
2019,A,6,SC,53
2019,A,6,SE,57
2019,A,6,SP,569
2019,A,6,TO,27
2019,A,6,AC,8
2019,A,6,AL,17
2019,A,6,AM,50
2019,A,6,AP,25
2019,A,6,BA,191
2019,A,6,CE,95
2019,A,6,DF,30
2019,A,6,ES,30
2019,A,6,GO,42
2019,A,6,MA,57
2019,A,6,MG,174
2019,A,6,MS,28
2019,A,6,MT,36
2019,A,6,PA,170
2019,A,6,PB,54
2019,A,6,PE,100
2019,A,6,PI,52
2019,A,6,PR,28
2019,A,6,RJ,271
2019,A,6,RN,42
2019,A,6,RO,13
2019,A,6,RS,108
2019,A,6,SC,22
2019,A,6,SE,21
2019,A,6,SP,238
2019,A,6,TO,11
2019,A,6,AC,3
2019,A,6,AL,4
2019,A,6,AM,13
2019,A,6,AP,5
2019,A,6,BA,62
2019,A,6,CE,39
2019,A,6,DF,11
2019,A,6,ES,18
2019,A,6,GO,14
2019,A,6,MA,28
2019,A,6,MG,48
2019,A,6,MS,12
2019,A,6,MT,8
2019,A,6,PA,52
2019,A,6,PB,16
2019,A,6,PE,24
2019,A,6,PI,14
2019,A,6,PR,19
2019,A,6,RJ,103
2019,A,6,RN,11
2019,A,6,RO,2
2019,A,6,RR,3
2019,A,6,RS,32
2019,A,6,SC,5
2019,A,6,SE,10
2019,A,6,SP,83
2019,A,6,TO,1
2019,A,6,AC,2
2019,A,6,AL,2
2019,A,6,AM,1
2019,A,6,AP,2
2019,A,6,BA,21
2019,A,6,CE,16
2019,A,6,DF,8
2019,A,6,ES,5
2019,A,6,GO,3
2019,A,6,MA,6
2019,A,6,MG,19
2019,A,6,MS,5
2019,A,6,MT,3
2019,A,6,PA,17
2019,A,6,PB,3
2019,A,6,PE,14
2019,A,6,PI,5
2019,A,6,PR,5
2019,A,6,RJ,51
2019,A,6,RN,6
2019,A,6,RO,1
2019,A,6,RS,15
2019,A,6,SC,4
2019,A,6,SE,4
2019,A,6,SP,32
2019,A,6,TO,1
2019,B,1,AC,820
2019,B,1,AL,2460
2019,B,1,AM,1998
2019,B,1,AP,907
2019,B,1,BA,12583
2019,B,1,CE,9259
2019,B,1,DF,2361
2019,B,1,ES,2985
2019,B,1,GO,10079
2019,B,1,MA,5583
2019,B,1,MG,22330
2019,B,1,MS,3286
2019,B,1,MT,4011
2019,B,1,PA,7407
2019,B,1,PB,5575
2019,B,1,PE,11260
2019,B,1,PI,4050
2019,B,1,PR,10507
2019,B,1,RJ,10177
2019,B,1,RN,2586
2019,B,1,RO,1599
2019,B,1,RR,408
2019,B,1,RS,6088
2019,B,1,SC,5030
2019,B,1,SE,3028
2019,B,1,SP,37362
2019,B,1,TO,1978
2019,B,2,AC,1176
2019,B,2,AL,3893
2019,B,2,AM,4303
2019,B,2,AP,1220
2019,B,2,BA,19102
2019,B,2,CE,13665
2019,B,2,DF,6458
2019,B,2,ES,7489
2019,B,2,GO,14767
2019,B,2,MA,6599
2019,B,2,MG,42517
2019,B,2,MS,5406
2019,B,2,MT,7090
2019,B,2,PA,8666
2019,B,2,PB,6438
2019,B,2,PE,15369
2019,B,2,PI,4811
2019,B,2,PR,25205
2019,B,2,RJ,23882
2019,B,2,RN,5106
2019,B,2,RO,2854
2019,B,2,RR,657
2019,B,2,RS,15753
2019,B,2,SC,12885
2019,B,2,SE,3244
2019,B,2,SP,115424
2019,B,2,TO,2627
2019,B,3,AC,1292
2019,B,3,AL,4091
2019,B,3,AM,5118
2019,B,3,AP,1266
2019,B,3,BA,20592
2019,B,3,CE,14274
2019,B,3,DF,7626
2019,B,3,ES,8978
2019,B,3,GO,14436
2019,B,3,MA,6963
2019,B,3,MG,48386
2019,B,3,MS,4835
2019,B,3,MT,6896
2019,B,3,PA,9042
2019,B,3,PB,6540
2019,B,3,PE,15382
2019,B,3,PI,5159
2019,B,3,PR,19058
2019,B,3,RJ,29409
2019,B,3,RN,6300
2019,B,3,RO,3708
2019,B,3,RR,803
2019,B,3,RS,22010
2019,B,3,SC,14989
2019,B,3,SE,3159
2019,B,3,SP,76854
2019,B,3,TO,2670
2019,B,4,AC,1071
2019,B,4,AL,3244
2019,B,4,AM,3617
2019,B,4,AP,1038
2019,B,4,BA,17255
2019,B,4,CE,9825
2019,B,4,DF,5310
2019,B,4,ES,6446
2019,B,4,GO,8153
2019,B,4,MA,5670
2019,B,4,MG,33077
2019,B,4,MS,2994
2019,B,4,MT,3847
2019,B,4,PA,7006
2019,B,4,PB,5287
2019,B,4,PE,10924
2019,B,4,PI,3937
2019,B,4,PR,11130
2019,B,4,RJ,21624
2019,B,4,RN,5385
2019,B,4,RO,2394
2019,B,4,RR,571
2019,B,4,RS,13562
2019,B,4,SC,6328
2019,B,4,SE,2534
2019,B,4,SP,43084
2019,B,4,TO,1871
2019,B,5,AC,822
2019,B,5,AL,2510
2019,B,5,AM,2648
2019,B,5,AP,759
2019,B,5,BA,13449
2019,B,5,CE,6946
2019,B,5,DF,3767
2019,B,5,ES,4495
2019,B,5,GO,5427
2019,B,5,MA,4442
2019,B,5,MG,23747
2019,B,5,MS,1994
2019,B,5,MT,2664
2019,B,5,PA,5329
2019,B,5,PB,4170
2019,B,5,PE,8045
2019,B,5,PI,2827
2019,B,5,PR,7439
2019,B,5,RJ,14696
2019,B,5,RN,4168
2019,B,5,RO,1745
2019,B,5,RR,383
2019,B,5,RS,10006
2019,B,5,SC,3526
2019,B,5,SE,2046
2019,B,5,SP,28200
2019,B,5,TO,1353
2019,B,6,AC,614
2019,B,6,AL,1962
2019,B,6,AM,2119
2019,B,6,AP,628
2019,B,6,BA,9738
2019,B,6,CE,4918
2019,B,6,DF,2834
2019,B,6,ES,3133
2019,B,6,GO,3890
2019,B,6,MA,3214
2019,B,6,MG,16776
2019,B,6,MS,1538
2019,B,6,MT,1932
2019,B,6,PA,3945
2019,B,6,PB,3217
2019,B,6,PE,5802
2019,B,6,PI,2210
2019,B,6,PR,5356
2019,B,6,RJ,9849
2019,B,6,RN,3119
2019,B,6,RO,1372
2019,B,6,RR,271
2019,B,6,RS,7015
2019,B,6,SC,2454
2019,B,6,SE,1563
2019,B,6,SP,19987
2019,B,6,TO,934
2019,B,6,AC,551
2019,B,6,AL,1508
2019,B,6,AM,1766
2019,B,6,AP,481
2019,B,6,BA,8185
2019,B,6,CE,4113
2019,B,6,DF,2139
2019,B,6,ES,2386
2019,B,6,GO,2966
2019,B,6,MA,2684
2019,B,6,MG,13199
2019,B,6,MS,1242
2019,B,6,MT,1631
2019,B,6,PA,3293
2019,B,6,PB,2843
2019,B,6,PE,4763
2019,B,6,PI,1774
2019,B,6,PR,4459
2019,B,6,RJ,7955
2019,B,6,RN,2604
2019,B,6,RO,1213
2019,B,6,RR,243
2019,B,6,RS,5458
2019,B,6,SC,1932
2019,B,6,SE,1274
2019,B,6,SP,15799
2019,B,6,TO,763
2019,B,6,AC,513
2019,B,6,AL,1342
2019,B,6,AM,1505
2019,B,6,AP,452
2019,B,6,BA,6345
2019,B,6,CE,3242
2019,B,6,DF,1686
2019,B,6,ES,1878
2019,B,6,GO,2450
2019,B,6,MA,2344
2019,B,6,MG,10513
2019,B,6,MS,1012
2019,B,6,MT,1356
2019,B,6,PA,2835
2019,B,6,PB,2379
2019,B,6,PE,3924
2019,B,6,PI,1437
2019,B,6,PR,3564
2019,B,6,RJ,6312
2019,B,6,RN,2100
2019,B,6,RO,1009
2019,B,6,RR,189
2019,B,6,RS,4533
2019,B,6,SC,1485
2019,B,6,SE,1049
2019,B,6,SP,12321
2019,B,6,TO,636
2019,B,6,AC,380
2019,B,6,AL,1125
2019,B,6,AM,1288
2019,B,6,AP,355
2019,B,6,BA,5388
2019,B,6,CE,2632
2019,B,6,DF,1483
2019,B,6,ES,1622
2019,B,6,GO,2100
2019,B,6,MA,1983
2019,B,6,MG,8698
2019,B,6,MS,896
2019,B,6,MT,1195
2019,B,6,PA,2409
2019,B,6,PB,2160
2019,B,6,PE,3478
2019,B,6,PI,1208
2019,B,6,PR,3046
2019,B,6,RJ,5016
2019,B,6,RN,1986
2019,B,6,RO,820
2019,B,6,RR,157
2019,B,6,RS,3666
2019,B,6,SC,1414
2019,B,6,SE,997
2019,B,6,SP,9922
2019,B,6,TO,528
2019,B,6,AC,380
2019,B,6,AL,1026
2019,B,6,AM,1136
2019,B,6,AP,352
2019,B,6,BA,4442
2019,B,6,CE,2197
2019,B,6,DF,1178
2019,B,6,ES,1314
2019,B,6,GO,1674
2019,B,6,MA,1587
2019,B,6,MG,7058
2019,B,6,MS,757
2019,B,6,MT,993
2019,B,6,PA,2156
2019,B,6,PB,1761
2019,B,6,PE,2708
2019,B,6,PI,968
2019,B,6,PR,2432
2019,B,6,RJ,4182
2019,B,6,RN,1629
2019,B,6,RO,812
2019,B,6,RR,125
2019,B,6,RS,3200
2019,B,6,SC,1083
2019,B,6,SE,810
2019,B,6,SP,7835
2019,B,6,TO,424
2019,B,6,AC,1274
2019,B,6,AL,3321
2019,B,6,AM,3845
2019,B,6,AP,1218
2019,B,6,BA,14032
2019,B,6,CE,7203
2019,B,6,DF,3829
2019,B,6,ES,4332
2019,B,6,GO,5243
2019,B,6,MA,5545
2019,B,6,MG,22069
2019,B,6,MS,2681
2019,B,6,MT,3372
2019,B,6,PA,7349
2019,B,6,PB,6378
2019,B,6,PE,9166
2019,B,6,PI,3446
2019,B,6,PR,7763
2019,B,6,RJ,13045
2019,B,6,RN,5446
2019,B,6,RO,2701
2019,B,6,RR,427
2019,B,6,RS,9349
2019,B,6,SC,3512
2019,B,6,SE,2791
2019,B,6,SP,24188
2019,B,6,TO,1296
2019,B,6,AC,840
2019,B,6,AL,1948
2019,B,6,AM,2433
2019,B,6,AP,935
2019,B,6,BA,9272
2019,B,6,CE,4362
2019,B,6,DF,2449
2019,B,6,ES,2632
2019,B,6,GO,3032
2019,B,6,MA,3502
2019,B,6,MG,12362
2019,B,6,MS,1779
2019,B,6,MT,2091
2019,B,6,PA,5053
2019,B,6,PB,3953
2019,B,6,PE,5469
2019,B,6,PI,2068
2019,B,6,PR,4285
2019,B,6,RJ,7478
2019,B,6,RN,3519
2019,B,6,RO,1668
2019,B,6,RR,280
2019,B,6,RS,5490
2019,B,6,SC,1964
2019,B,6,SE,1752
2019,B,6,SP,14320
2019,B,6,TO,668
2019,B,6,AC,577
2019,B,6,AL,1268
2019,B,6,AM,1916
2019,B,6,AP,706
2019,B,6,BA,6764
2019,B,6,CE,2779
2019,B,6,DF,1960
2019,B,6,ES,1927
2019,B,6,GO,2079
2019,B,6,MA,2295
2019,B,6,MG,9049
2019,B,6,MS,1343
2019,B,6,MT,1535
2019,B,6,PA,3846
2019,B,6,PB,2646
2019,B,6,PE,3829
2019,B,6,PI,1331
2019,B,6,PR,2836
2019,B,6,RJ,5707
2019,B,6,RN,2288
2019,B,6,RO,1281
2019,B,6,RR,163
2019,B,6,RS,3913
2019,B,6,SC,1290
2019,B,6,SE,1030
2019,B,6,SP,10433
2019,B,6,TO,436
2019,B,6,AC,350
2019,B,6,AL,787
2019,B,6,AM,1199
2019,B,6,AP,426
2019,B,6,BA,4020
2019,B,6,CE,1634
2019,B,6,DF,1312
2019,B,6,ES,1218
2019,B,6,GO,1345
2019,B,6,MA,1316
2019,B,6,MG,5622
2019,B,6,MS,778
2019,B,6,MT,1019
2019,B,6,PA,2538
2019,B,6,PB,1444
2019,B,6,PE,2496
2019,B,6,PI,845
2019,B,6,PR,1768
2019,B,6,RJ,3905
2019,B,6,RN,1349
2019,B,6,RO,722
2019,B,6,RR,98
2019,B,6,RS,2347
2019,B,6,SC,668
2019,B,6,SE,635
2019,B,6,SP,6780
2019,B,6,TO,247
2019,B,6,AC,163
2019,B,6,AL,496
2019,B,6,AM,740
2019,B,6,AP,222
2019,B,6,BA,2521
2019,B,6,CE,1004
2019,B,6,DF,880
2019,B,6,ES,736
2019,B,6,GO,791
2019,B,6,MA,767
2019,B,6,MG,3631
2019,B,6,MS,448
2019,B,6,MT,587
2019,B,6,PA,1486
2019,B,6,PB,849
2019,B,6,PE,1606
2019,B,6,PI,525
2019,B,6,PR,903
2019,B,6,RJ,2837
2019,B,6,RN,842
2019,B,6,RO,351
2019,B,6,RR,54
2019,B,6,RS,1442
2019,B,6,SC,399
2019,B,6,SE,378
2019,B,6,SP,4343
2019,B,6,TO,131
2019,B,6,AC,64
2019,B,6,AL,217
2019,B,6,AM,325
2019,B,6,AP,112
2019,B,6,BA,1337
2019,B,6,CE,608
2019,B,6,DF,455
2019,B,6,ES,412
2019,B,6,GO,389
2019,B,6,MA,391
2019,B,6,MG,2168
2019,B,6,MS,218
2019,B,6,MT,302
2019,B,6,PA,748
2019,B,6,PB,482
2019,B,6,PE,812
2019,B,6,PI,320
2019,B,6,PR,501
2019,B,6,RJ,1992
2019,B,6,RN,451
2019,B,6,RO,169
2019,B,6,RR,23
2019,B,6,RS,934
2019,B,6,SC,195
2019,B,6,SE,201
2019,B,6,SP,2435
2019,B,6,TO,41
2019,B,6,AC,16
2019,B,6,AL,98
2019,B,6,AM,136
2019,B,6,AP,39
2019,B,6,BA,628
2019,B,6,CE,264
2019,B,6,DF,177
2019,B,6,ES,193
2019,B,6,GO,158
2019,B,6,MA,176
2019,B,6,MG,1025
2019,B,6,MS,99
2019,B,6,MT,121
2019,B,6,PA,316
2019,B,6,PB,175
2019,B,6,PE,375
2019,B,6,PI,132
2019,B,6,PR,202
2019,B,6,RJ,1128
2019,B,6,RN,185
2019,B,6,RO,69
2019,B,6,RR,11
2019,B,6,RS,477
2019,B,6,SC,100
2019,B,6,SE,93
2019,B,6,SP,1130
2019,B,6,TO,20
2019,B,6,AC,6
2019,B,6,AL,20
2019,B,6,AM,42
2019,B,6,AP,18
2019,B,6,BA,238
2019,B,6,CE,81
2019,B,6,DF,63
2019,B,6,ES,68
2019,B,6,GO,66
2019,B,6,MA,62
2019,B,6,MG,408
2019,B,6,MS,37
2019,B,6,MT,47
2019,B,6,PA,104
2019,B,6,PB,66
2019,B,6,PE,146
2019,B,6,PI,54
2019,B,6,PR,83
2019,B,6,RJ,493
2019,B,6,RN,62
2019,B,6,RO,19
2019,B,6,RR,5
2019,B,6,RS,196
2019,B,6,SC,31
2019,B,6,SE,37
2019,B,6,SP,449
2019,B,6,TO,8
2019,B,6,AC,4
2019,B,6,AL,8
2019,B,6,AM,14
2019,B,6,AP,6
2019,B,6,BA,73
2019,B,6,CE,28
2019,B,6,DF,29
2019,B,6,ES,21
2019,B,6,GO,26
2019,B,6,MA,18
2019,B,6,MG,149
2019,B,6,MS,15
2019,B,6,MT,11
2019,B,6,PA,39
2019,B,6,PB,29
2019,B,6,PE,62
2019,B,6,PI,12
2019,B,6,PR,25
2019,B,6,RJ,165
2019,B,6,RN,16
2019,B,6,RO,9
2019,B,6,RR,2
2019,B,6,RS,64
2019,B,6,SC,19
2019,B,6,SE,15
2019,B,6,SP,157
2019,B,6,TO,2
2019,B,6,AL,2
2019,B,6,AM,6
2019,B,6,AP,1
2019,B,6,BA,35
2019,B,6,CE,14
2019,B,6,DF,10
2019,B,6,ES,6
2019,B,6,GO,5
2019,B,6,MA,4
2019,B,6,MG,56
2019,B,6,MS,2
2019,B,6,MT,6
2019,B,6,PA,11
2019,B,6,PB,8
2019,B,6,PE,16
2019,B,6,PI,4
2019,B,6,PR,11
2019,B,6,RJ,66
2019,B,6,RN,4
2019,B,6,RO,5
2019,B,6,RS,28
2019,B,6,SC,4
2019,B,6,SE,5
2019,B,6,SP,65
2019,B,6,TO,2
2019,C,1,AC,200
2019,C,1,AL,659
2019,C,1,AM,600
2019,C,1,AP,281
2019,C,1,BA,2507
2019,C,1,CE,2145
2019,C,1,DF,1319
2019,C,1,ES,1100
2019,C,1,GO,2443
2019,C,1,MA,1007
2019,C,1,MG,6287
2019,C,1,MS,1107
2019,C,1,MT,1103
2019,C,1,PA,1648
2019,C,1,PB,1476
2019,C,1,PE,2563
2019,C,1,PI,870
2019,C,1,PR,4021
2019,C,1,RJ,3913
2019,C,1,RN,874
2019,C,1,RO,426
