NU_ANO,TP_FAIXA_ETARIA,Q006,SG_UF_PROVA,QTD
2019,1,F,MA,678
2019,1,F,MG,3253
2019,1,F,MS,564
2019,1,F,MT,671
2019,1,F,PA,1097
2019,1,F,PB,591
2019,1,F,PE,1194
2019,1,F,PI,485
2019,1,F,PR,1967
2019,1,F,RJ,1703
2019,1,F,RN,357
2019,1,F,RO,230
2019,1,F,RR,57
2019,1,F,RS,1007
2019,1,F,SC,1059
2019,1,F,SE,385
2019,1,F,SP,7155
2019,1,F,TO,283
2019,1,G,AC,104
2019,1,G,AL,244
2019,1,G,AM,223
2019,1,G,AP,115
2019,1,G,BA,1019
2019,1,G,CE,725
2019,1,G,DF,282
2019,1,G,ES,367
2019,1,G,GO,1064
2019,1,G,MA,524
2019,1,G,MG,2396
2019,1,G,MS,413
2019,1,G,MT,513
2019,1,G,PA,875
2019,1,G,PB,486
2019,1,G,PE,925
2019,1,G,PI,337
2019,1,G,PR,1540
2019,1,G,RJ,1334
2019,1,G,RN,286
2019,1,G,RO,209
2019,1,G,RR,47
2019,1,G,RS,824
2019,1,G,SC,829
2019,1,G,SE,302
2019,1,G,SP,5785
2019,1,G,TO,208
2019,1,G,AC,72
2019,1,G,AL,163
2019,1,G,AM,151
2019,1,G,AP,83
2019,1,G,BA,651
2019,1,G,CE,469
2019,1,G,DF,242
2019,1,G,ES,269
2019,1,G,GO,720
2019,1,G,MA,306
2019,1,G,MG,1579
2019,1,G,MS,287
2019,1,G,MT,336
2019,1,G,PA,531
2019,1,G,PB,299
2019,1,G,PE,537
2019,1,G,PI,217
2019,1,G,PR,1035
2019,1,G,RJ,957
2019,1,G,RN,193
2019,1,G,RO,142
2019,1,G,RR,34
2019,1,G,RS,519
2019,1,G,SC,515
2019,1,G,SE,210
2019,1,G,SP,3735
2019,1,G,TO,143
2019,1,G,AC,47
2019,1,G,AL,132
2019,1,G,AM,111
2019,1,G,AP,60
2019,1,G,BA,501
2019,1,G,CE,313
2019,1,G,DF,204
2019,1,G,ES,189
2019,1,G,GO,460
2019,1,G,MA,234
2019,1,G,MG,1132
2019,1,G,MS,173
2019,1,G,MT,220
2019,1,G,PA,363
2019,1,G,PB,224
2019,1,G,PE,408
2019,1,G,PI,159
2019,1,G,PR,767
2019,1,G,RJ,698
2019,1,G,RN,125
2019,1,G,RO,86
2019,1,G,RR,18
2019,1,G,RS,383
2019,1,G,SC,425
2019,1,G,SE,124
2019,1,G,SP,2781
2019,1,G,TO,113
2019,1,G,AC,43
2019,1,G,AL,96
2019,1,G,AM,99
2019,1,G,AP,48
2019,1,G,BA,369
2019,1,G,CE,271
2019,1,G,DF,189
2019,1,G,ES,162
2019,1,G,GO,428
2019,1,G,MA,168
2019,1,G,MG,940
2019,1,G,MS,172
2019,1,G,MT,213
2019,1,G,PA,275
2019,1,G,PB,197
2019,1,G,PE,327
2019,1,G,PI,118
2019,1,G,PR,623
2019,1,G,RJ,631
2019,1,G,RN,113
2019,1,G,RO,70
2019,1,G,RR,21
2019,1,G,RS,288
2019,1,G,SC,337
2019,1,G,SE,119
2019,1,G,SP,2342
2019,1,G,TO,87
2019,1,G,AC,41
2019,1,G,AL,113
2019,1,G,AM,93
2019,1,G,AP,55
2019,1,G,BA,408
2019,1,G,CE,303
2019,1,G,DF,216
2019,1,G,ES,176
2019,1,G,GO,421
2019,1,G,MA,193
2019,1,G,MG,967
2019,1,G,MS,174
2019,1,G,MT,202
2019,1,G,PA,286
2019,1,G,PB,209
2019,1,G,PE,348
2019,1,G,PI,128
2019,1,G,PR,632
2019,1,G,RJ,668
2019,1,G,RN,115
2019,1,G,RO,53
2019,1,G,RR,14
2019,1,G,RS,307
2019,1,G,SC,306
2019,1,G,SE,120
2019,1,G,SP,2545
2019,1,G,TO,81
2019,1,G,AC,55
2019,1,G,AL,150
2019,1,G,AM,158
2019,1,G,AP,72
2019,1,G,BA,660
2019,1,G,CE,443
2019,1,G,DF,353
2019,1,G,ES,242
2019,1,G,GO,539
2019,1,G,MA,280
2019,1,G,MG,1406
2019,1,G,MS,297
2019,1,G,MT,329
2019,1,G,PA,391
2019,1,G,PB,300
2019,1,G,PE,509
2019,1,G,PI,193
2019,1,G,PR,959
2019,1,G,RJ,1042
2019,1,G,RN,194
2019,1,G,RO,102
2019,1,G,RR,48
2019,1,G,RS,486
2019,1,G,SC,512
2019,1,G,SE,173
2019,1,G,SP,4107
2019,1,G,TO,128
2019,1,G,AC,46
2019,1,G,AL,154
2019,1,G,AM,128
2019,1,G,AP,72
2019,1,G,BA,439
2019,1,G,CE,369
2019,1,G,DF,423
2019,1,G,ES,232
2019,1,G,GO,419
2019,1,G,MA,189
2019,1,G,MG,1213
2019,1,G,MS,238
2019,1,G,MT,243
2019,1,G,PA,289
2019,1,G,PB,276
2019,1,G,PE,446
2019,1,G,PI,159
2019,1,G,PR,774
2019,1,G,RJ,934
2019,1,G,RN,170
2019,1,G,RO,66
2019,1,G,RR,32
2019,1,G,RS,364
2019,1,G,SC,403
2019,1,G,SE,136
2019,1,G,SP,3284
2019,1,G,TO,131
2019,1,G,AC,41
2019,1,G,AL,117
2019,1,G,AM,128
2019,1,G,AP,50
2019,1,G,BA,468
2019,1,G,CE,396
2019,1,G,DF,510
2019,1,G,ES,230
2019,1,G,GO,450
2019,1,G,MA,172
2019,1,G,MG,1098
2019,1,G,MS,184
2019,1,G,MT,233
2019,1,G,PA,256
2019,1,G,PB,244
2019,1,G,PE,519
2019,1,G,PI,137
2019,1,G,PR,709
2019,1,G,RJ,914
2019,1,G,RN,166
2019,1,G,RO,87
2019,1,G,RR,33
2019,1,G,RS,326
2019,1,G,SC,328
2019,1,G,SE,147
2019,1,G,SP,3220
2019,1,G,TO,91
2019,1,G,AC,51
2019,1,G,AL,184
2019,1,G,AM,184
2019,1,G,AP,57
2019,1,G,BA,648
2019,1,G,CE,572
2019,1,G,DF,815
2019,1,G,ES,328
2019,1,G,GO,694
2019,1,G,MA,252
2019,1,G,MG,1429
2019,1,G,MS,282
2019,1,G,MT,335
2019,1,G,PA,393
2019,1,G,PB,338
2019,1,G,PE,742
2019,1,G,PI,182
2019,1,G,PR,983
2019,1,G,RJ,1292
2019,1,G,RN,246
2019,1,G,RO,89
2019,1,G,RR,43
2019,1,G,RS,475
2019,1,G,SC,477
2019,1,G,SE,236
2019,1,G,SP,4599
2019,1,G,TO,135
2019,2,A,AC,231
2019,2,A,AL,798
2019,2,A,AM,763
2019,2,A,AP,193
2019,2,A,BA,3631
2019,2,A,CE,3620
2019,2,A,DF,165
2019,2,A,ES,256
2019,2,A,GO,513
2019,2,A,MA,3098
2019,2,A,MG,1670
2019,2,A,MS,151
2019,2,A,MT,209
2019,2,A,PA,1801
2019,2,A,PB,1390
2019,2,A,PE,3078
2019,2,A,PI,1868
2019,2,A,PR,471
2019,2,A,RJ,944
2019,2,A,RN,778
2019,2,A,RO,147
2019,2,A,RR,53
2019,2,A,RS,266
2019,2,A,SC,141
2019,2,A,SE,740
2019,2,A,SP,2948
2019,2,A,TO,339
2019,2,B,AC,1306
2019,2,B,AL,3979
2019,2,B,AM,4149
2019,2,B,AP,1391
2019,2,B,BA,17032
2019,2,B,CE,24025
2019,2,B,DF,1219
2019,2,B,ES,2165
2019,2,B,GO,4961
2019,2,B,MA,12540
2019,2,B,MG,14321
2019,2,B,MS,1673
2019,2,B,MT,2023
2019,2,B,PA,10319
2019,2,B,PB,6762
2019,2,B,PE,16674
2019,2,B,PI,6582
2019,2,B,PR,3765
2019,2,B,RJ,5606
2019,2,B,RN,4055
2019,2,B,RO,1177
2019,2,B,RR,385
2019,2,B,RS,2613
2019,2,B,SC,1141
2019,2,B,SE,3382
2019,2,B,SP,18194
2019,2,B,TO,2085
2019,2,C,AC,908
2019,2,C,AL,2400
2019,2,C,AM,3619
2019,2,C,AP,1044
2019,2,C,BA,10828
2019,2,C,CE,13287
2019,2,C,DF,2282
2019,2,C,ES,3463
2019,2,C,GO,8074
2019,2,C,MA,6758
2019,2,C,MG,18942
2019,2,C,MS,2914
2019,2,C,MT,3383
2019,2,C,PA,7227
2019,2,C,PB,3964
2019,2,C,PE,9817
2019,2,C,PI,3255
2019,2,C,PR,9546
2019,2,C,RJ,9271
2019,2,C,RN,2532
2019,2,C,RO,1650
2019,2,C,RR,388
2019,2,C,RS,5148
2019,2,C,SC,3411
2019,2,C,SE,2070
2019,2,C,SP,45514
2019,2,C,TO,1888
2019,2,C,AC,256
2019,2,C,AL,769
2019,2,C,AM,944
2019,2,C,AP,244
2019,2,C,BA,3611
2019,2,C,CE,2475
2019,2,C,DF,1031
2019,2,C,ES,1507
2019,2,C,GO,3468
2019,2,C,MA,1662
2019,2,C,MG,8669
2019,2,C,MS,1279
2019,2,C,MT,1675
2019,2,C,PA,2293
2019,2,C,PB,1146
2019,2,C,PE,2856
2019,2,C,PI,1033
2019,2,C,PR,5595
2019,2,C,RJ,4749
2019,2,C,RN,974
2019,2,C,RO,623
2019,2,C,RR,121
2019,2,C,RS,3187
2019,2,C,SC,2431
2019,2,C,SE,609
2019,2,C,SP,22865
2019,2,C,TO,603
2019,2,D,AC,255
2019,2,D,AL,645
2019,2,D,AM,1098
2019,2,D,AP,290
2019,2,D,BA,3265
2019,2,D,CE,2762
2019,2,D,DF,1189
2019,2,D,ES,1582
2019,2,D,GO,3638
2019,2,D,MA,1533
2019,2,D,MG,9104
2019,2,D,MS,1476
2019,2,D,MT,1802
2019,2,D,PA,2112
2019,2,D,PB,1101
2019,2,D,PE,2624
2019,2,D,PI,886
2019,2,D,PR,6666
2019,2,D,RJ,4780
2019,2,D,RN,829
2019,2,D,RO,700
2019,2,D,RR,151
2019,2,D,RS,3303
2019,2,D,SC,3056
2019,2,D,SE,556
2019,2,D,SP,29945
2019,2,D,TO,571
2019,2,D,AC,122
2019,2,D,AL,403
2019,2,D,AM,345
2019,2,D,AP,123
2019,2,D,BA,1598
2019,2,D,CE,1024
2019,2,D,DF,579
2019,2,D,ES,860
2019,2,D,GO,1751
2019,2,D,MA,656
2019,2,D,MG,4617
2019,2,D,MS,687
2019,2,D,MT,922
2019,2,D,PA,1071
2019,2,D,PB,584
2019,2,D,PE,1211
2019,2,D,PI,500
2019,2,D,PR,3678
2019,2,D,RJ,2816
2019,2,D,RN,475
2019,2,D,RO,310
2019,2,D,RR,79
2019,2,D,RS,2210
2019,2,D,SC,2070
2019,2,D,SE,284
2019,2,D,SP,14673
2019,2,D,TO,277
2019,2,E,AC,190
2019,2,E,AL,441
2019,2,E,AM,569
2019,2,E,AP,207
2019,2,E,BA,2173
2019,2,E,CE,1472
2019,2,E,DF,977
2019,2,E,ES,1278
2019,2,E,GO,2294
2019,2,E,MA,848
2019,2,E,MG,6628
2019,2,E,MS,989
2019,2,E,MT,1241
2019,2,E,PA,1317
2019,2,E,PB,717
2019,2,E,PE,1606
2019,2,E,PI,581
2019,2,E,PR,5420
2019,2,E,RJ,3753
2019,2,E,RN,627
2019,2,E,RO,476
2019,2,E,RR,108
2019,2,E,RS,3154
2019,2,E,SC,3121
2019,2,E,SE,371
2019,2,E,SP,23548
2019,2,E,TO,413
2019,2,F,AC,122
2019,2,F,AL,407
2019,2,F,AM,385
2019,2,F,AP,132
2019,2,F,BA,1594
2019,2,F,CE,927
2019,2,F,DF,768
2019,2,F,ES,826
2019,2,F,GO,1590
2019,2,F,MA,586
2019,2,F,MG,4270
2019,2,F,MS,594
2019,2,F,MT,839
2019,2,F,PA,910
2019,2,F,PB,484
2019,2,F,PE,1140
2019,2,F,PI,427
2019,2,F,PR,3388
2019,2,F,RJ,2913
2019,2,F,RN,458
2019,2,F,RO,301
2019,2,F,RR,69
2019,2,F,RS,2204
2019,2,F,SC,2129
2019,2,F,SE,296
2019,2,F,SP,14295
2019,2,F,TO,278
2019,2,G,AC,100
2019,2,G,AL,287
2019,2,G,AM,310
2019,2,G,AP,127
2019,2,G,BA,1227
2019,2,G,CE,818
2019,2,G,DF,742
2019,2,G,ES,650
2019,2,G,GO,1313
2019,2,G,MA,455
2019,2,G,MG,3357
2019,2,G,MS,527
2019,2,G,MT,756
2019,2,G,PA,794
2019,2,G,PB,412
2019,2,G,PE,901
2019,2,G,PI,297
2019,2,G,PR,2753
2019,2,G,RJ,2325
2019,2,G,RN,391
2019,2,G,RO,270
2019,2,G,RR,81
2019,2,G,RS,1684
2019,2,G,SC,1662
2019,2,G,SE,273
2019,2,G,SP,11712
2019,2,G,TO,247
2019,2,G,AC,71
2019,2,G,AL,155
2019,2,G,AM,188
2019,2,G,AP,82
2019,2,G,BA,717
2019,2,G,CE,468
2019,2,G,DF,469
2019,2,G,ES,359
2019,2,G,GO,693
2019,2,G,MA,246
2019,2,G,MG,1862
2019,2,G,MS,315
2019,2,G,MT,384
2019,2,G,PA,424
2019,2,G,PB,207
2019,2,G,PE,550
2019,2,G,PI,170
2019,2,G,PR,1541
2019,2,G,RJ,1509
2019,2,G,RN,230
2019,2,G,RO,143
2019,2,G,RR,57
2019,2,G,RS,989
2019,2,G,SC,905
2019,2,G,SE,173
2019,2,G,SP,6215
2019,2,G,TO,112
2019,2,G,AC,37
2019,2,G,AL,114
2019,2,G,AM,145
2019,2,G,AP,63
2019,2,G,BA,514
2019,2,G,CE,335
2019,2,G,DF,416
2019,2,G,ES,278
2019,2,G,GO,506
2019,2,G,MA,169
2019,2,G,MG,1406
2019,2,G,MS,200
2019,2,G,MT,283
2019,2,G,PA,331
2019,2,G,PB,165
2019,2,G,PE,369
2019,2,G,PI,118
2019,2,G,PR,1148
2019,2,G,RJ,1236
2019,2,G,RN,143
2019,2,G,RO,114
2019,2,G,RR,37
2019,2,G,RS,715
2019,2,G,SC,674
2019,2,G,SE,129
2019,2,G,SP,4647
2019,2,G,TO,103
2019,2,G,AC,37
2019,2,G,AL,104
2019,2,G,AM,79
2019,2,G,AP,41
2019,2,G,BA,379
2019,2,G,CE,260
2019,2,G,DF,390
2019,2,G,ES,199
2019,2,G,GO,402
2019,2,G,MA,137
2019,2,G,MG,1069
2019,2,G,MS,165
2019,2,G,MT,224
2019,2,G,PA,229
2019,2,G,PB,138
2019,2,G,PE,305
2019,2,G,PI,93
2019,2,G,PR,830
2019,2,G,RJ,946
2019,2,G,RN,124
2019,2,G,RO,63
2019,2,G,RR,27
2019,2,G,RS,560
2019,2,G,SC,491
2019,2,G,SE,103
2019,2,G,SP,3479
2019,2,G,TO,66
2019,2,G,AC,34
2019,2,G,AL,80
2019,2,G,AM,84
2019,2,G,AP,51
2019,2,G,BA,376
2019,2,G,CE,262
2019,2,G,DF,391
2019,2,G,ES,211
2019,2,G,GO,353
2019,2,G,MA,108
2019,2,G,MG,1096
2019,2,G,MS,173
2019,2,G,MT,224
2019,2,G,PA,212
2019,2,G,PB,123
2019,2,G,PE,337
2019,2,G,PI,106
2019,2,G,PR,833
2019,2,G,RJ,915
2019,2,G,RN,121
2019,2,G,RO,64
2019,2,G,RR,23
2019,2,G,RS,517
2019,2,G,SC,453
2019,2,G,SE,77
2019,2,G,SP,3486
2019,2,G,TO,67
2019,2,G,AC,38
2019,2,G,AL,128
2019,2,G,AM,144
2019,2,G,AP,47
2019,2,G,BA,548
2019,2,G,CE,361
2019,2,G,DF,633
2019,2,G,ES,307
2019,2,G,GO,553
2019,2,G,MA,172
2019,2,G,MG,1613
2019,2,G,MS,223
2019,2,G,MT,330
2019,2,G,PA,321
2019,2,G,PB,215
2019,2,G,PE,417
2019,2,G,PI,138
2019,2,G,PR,1165
2019,2,G,RJ,1442
2019,2,G,RN,214
2019,2,G,RO,70
2019,2,G,RR,26
2019,2,G,RS,777
2019,2,G,SC,674
2019,2,G,SE,140
2019,2,G,SP,5134
2019,2,G,TO,107
2019,2,G,AC,42
2019,2,G,AL,115
2019,2,G,AM,117
2019,2,G,AP,40
2019,2,G,BA,446
2019,2,G,CE,341
2019,2,G,DF,647
2019,2,G,ES,250
2019,2,G,GO,444
2019,2,G,MA,157
2019,2,G,MG,1288
2019,2,G,MS,169
2019,2,G,MT,253
2019,2,G,PA,231
2019,2,G,PB,162
2019,2,G,PE,360
2019,2,G,PI,113
2019,2,G,PR,907
2019,2,G,RJ,1220
2019,2,G,RN,164
2019,2,G,RO,74
2019,2,G,RR,28
2019,2,G,RS,610
2019,2,G,SC,497
2019,2,G,SE,122
2019,2,G,SP,3958
2019,2,G,TO,92
2019,2,G,AC,25
2019,2,G,AL,99
2019,2,G,AM,123
2019,2,G,AP,36
2019,2,G,BA,428
2019,2,G,CE,304
2019,2,G,DF,644
2019,2,G,ES,236
2019,2,G,GO,394
2019,2,G,MA,104
2019,2,G,MG,1062
2019,2,G,MS,113
2019,2,G,MT,187
2019,2,G,PA,199
2019,2,G,PB,145
2019,2,G,PE,323
2019,2,G,PI,77
2019,2,G,PR,781
2019,2,G,RJ,1235
2019,2,G,RN,160
2019,2,G,RO,50
2019,2,G,RR,29
2019,2,G,RS,513
2019,2,G,SC,459
2019,2,G,SE,102
2019,2,G,SP,3576
2019,2,G,TO,74
2019,2,G,AC,34
2019,2,G,AL,141
2019,2,G,AM,138
2019,2,G,AP,38
2019,2,G,BA,589
2019,2,G,CE,443
2019,2,G,DF,932
2019,2,G,ES,289
2019,2,G,GO,527
2019,2,G,MA,175
2019,2,G,MG,1394
2019,2,G,MS,177
2019,2,G,MT,258
2019,2,G,PA,283
2019,2,G,PB,169
2019,2,G,PE,600
2019,2,G,PI,141
2019,2,G,PR,966
2019,2,G,RJ,1891
2019,2,G,RN,188
2019,2,G,RO,57
2019,2,G,RR,33
2019,2,G,RS,762
2019,2,G,SC,488
2019,2,G,SE,134
2019,2,G,SP,5534
2019,2,G,TO,85
2019,3,A,AC,382
2019,3,A,AL,1172
2019,3,A,AM,1312
2019,3,A,AP,337
2019,3,A,BA,4734
2019,3,A,CE,4402
2019,3,A,DF,293
2019,3,A,ES,406
2019,3,A,GO,642
2019,3,A,MA,3764
2019,3,A,MG,2181
2019,3,A,MS,218
2019,3,A,MT,270
2019,3,A,PA,2581
2019,3,A,PB,1828
2019,3,A,PE,3794
2019,3,A,PI,2299
2019,3,A,PR,436
2019,3,A,RJ,1644
2019,3,A,RN,1052
2019,3,A,RO,269
2019,3,A,RR,102
2019,3,A,RS,562
2019,3,A,SC,227
2019,3,A,SE,949
2019,3,A,SP,2245
2019,3,A,TO,402
2019,3,B,AC,2030
2019,3,B,AL,5749
2019,3,B,AM,6617
2019,3,B,AP,2003
2019,3,B,BA,22284
2019,3,B,CE,30073
2019,3,B,DF,2136
2019,3,B,ES,3346
2019,3,B,GO,6531
2019,3,B,MA,15411
2019,3,B,MG,18659
2019,3,B,MS,1975
2019,3,B,MT,2557
2019,3,B,PA,14447
2019,3,B,PB,8686
2019,3,B,PE,20293
2019,3,B,PI,8233
2019,3,B,PR,3443
2019,3,B,RJ,10226
2019,3,B,RN,6132
2019,3,B,RO,2062
2019,3,B,RR,653
2019,3,B,RS,4768
2019,3,B,SC,1841
2019,3,B,SE,4549
2019,3,B,SP,14515
2019,3,B,TO,2440
2019,3,C,AC,1234
2019,3,C,AL,3238
2019,3,C,AM,5194
2019,3,C,AP,1346
2019,3,C,BA,13500
2019,3,C,CE,15685
2019,3,C,DF,3705
2019,3,C,ES,5045
2019,3,C,GO,9665
2019,3,C,MA,7993
2019,3,C,MG,24682
2019,3,C,MS,3052
2019,3,C,MT,4266
2019,3,C,PA,9435
2019,3,C,PB,4679
2019,3,C,PE,11202
2019,3,C,PI,3852
2019,3,C,PR,8615
2019,3,C,RJ,15273
2019,3,C,RN,3578
2019,3,C,RO,2764
2019,3,C,RR,594
2019,3,C,RS,9142
2019,3,C,SC,5165
2019,3,C,SE,2372
2019,3,C,SP,33234
2019,3,C,TO,2060
2019,3,C,AC,304
2019,3,C,AL,792
2019,3,C,AM,1224
2019,3,C,AP,279
2019,3,C,BA,3736
2019,3,C,CE,2586
2019,3,C,DF,1492
2019,3,C,ES,1953
2019,3,C,GO,3682
2019,3,C,MA,1724
2019,3,C,MG,10028
2019,3,C,MS,1275
2019,3,C,MT,1742
2019,3,C,PA,2459
2019,3,C,PB,1220
2019,3,C,PE,2799
2019,3,C,PI,1051
2019,3,C,PR,4691
2019,3,C,RJ,6340
2019,3,C,RN,1134
2019,3,C,RO,877
2019,3,C,RR,148
2019,3,C,RS,4746
2019,3,C,SC,3230
2019,3,C,SE,622
2019,3,C,SP,16825
2019,3,C,TO,618
2019,3,D,AC,296
2019,3,D,AL,671
2019,3,D,AM,1211
2019,3,D,AP,315
2019,3,D,BA,3355
2019,3,D,CE,2755
2019,3,D,DF,1558
2019,3,D,ES,2049
2019,3,D,GO,3659
2019,3,D,MA,1533
2019,3,D,MG,10513
2019,3,D,MS,1263
2019,3,D,MT,1914
2019,3,D,PA,2088
2019,3,D,PB,971
2019,3,D,PE,2435
2019,3,D,PI,854
2019,3,D,PR,5121
2019,3,D,RJ,6185
2019,3,D,RN,1066
2019,3,D,RO,989
2019,3,D,RR,156
2019,3,D,RS,5297
2019,3,D,SC,4149
2019,3,D,SE,507
2019,3,D,SP,19198
2019,3,D,TO,641
2019,3,D,AC,118
2019,3,D,AL,348
2019,3,D,AM,437
2019,3,D,AP,120
2019,3,D,BA,1454
2019,3,D,CE,897
2019,3,D,DF,718
2019,3,D,ES,940
2019,3,D,GO,1602
2019,3,D,MA,588
2019,3,D,MG,4872
2019,3,D,MS,556
2019,3,D,MT,828
2019,3,D,PA,916
2019,3,D,PB,455
2019,3,D,PE,987
2019,3,D,PI,470
2019,3,D,PR,2775
2019,3,D,RJ,3172
2019,3,D,RN,481
2019,3,D,RO,426
2019,3,D,RR,83
2019,3,D,RS,2982
2019,3,D,SC,2319
2019,3,D,SE,269
2019,3,D,SP,9531
2019,3,D,TO,283
2019,3,E,AC,164
2019,3,E,AL,397
2019,3,E,AM,657
2019,3,E,AP,182
2019,3,E,BA,2024
2019,3,E,CE,1314
2019,3,E,DF,1039
2019,3,E,ES,1393
2019,3,E,GO,2091
2019,3,E,MA,822
2019,3,E,MG,7099
2019,3,E,MS,753
2019,3,E,MT,1169
2019,3,E,PA,1237
2019,3,E,PB,617
2019,3,E,PE,1381
2019,3,E,PI,559
2019,3,E,PR,3788
2019,3,E,RJ,4171
2019,3,E,RN,671
2019,3,E,RO,591
2019,3,E,RR,114
2019,3,E,RS,4159
2019,3,E,SC,3666
2019,3,E,SE,360
2019,3,E,SP,14583
2019,3,E,TO,347
2019,3,F,AC,101
2019,3,F,AL,270
2019,3,F,AM,358
2019,3,F,AP,124
2019,3,F,BA,1356
2019,3,F,CE,760
2019,3,F,DF,775
2019,3,F,ES,759
2019,3,F,GO,1140
2019,3,F,MA,500
2019,3,F,MG,4129
2019,3,F,MS,457
2019,3,F,MT,619
2019,3,F,PA,763
2019,3,F,PB,407
2019,3,F,PE,848
