NU_ANO,TP_ESTADO_CIVIL,TP_SEXO,SG_UF_PROVA,QTD
2023,3,F,MG,4138
2023,3,F,MS,682
2023,3,F,MT,765
2023,3,F,PA,2211
2023,3,F,PB,1518
2023,3,F,PE,2370
2023,3,F,PI,890
2023,3,F,PR,1427
2023,3,F,RJ,3711
2023,3,F,RN,1236
2023,3,F,RO,602
2023,3,F,RR,116
2023,3,F,RS,1732
2023,3,F,SC,718
2023,3,F,SE,701
2023,3,F,SP,5694
2023,3,F,TO,314
2023,3,M,AC,209
2023,3,M,AL,538
2023,3,M,AM,572
2023,3,M,AP,143
2023,3,M,BA,1621
2023,3,M,CE,1281
2023,3,M,DF,597
2023,3,M,ES,529
2023,3,M,GO,1009
2023,3,M,MA,802
2023,3,M,MG,2152
2023,3,M,MS,313
2023,3,M,MT,443
2023,3,M,PA,1049
2023,3,M,PB,806
2023,3,M,PE,1337
2023,3,M,PI,539
2023,3,M,PR,958
2023,3,M,RJ,1826
2023,3,M,RN,657
2023,3,M,RO,276
2023,3,M,RR,85
2023,3,M,RS,926
2023,3,M,SC,523
2023,3,M,SE,381
2023,3,M,SP,3551
2023,3,M,TO,196
2023,4,F,AC,20
2023,4,F,AL,122
2023,4,F,AM,101
2023,4,F,AP,22
2023,4,F,BA,333
2023,4,F,CE,184
2023,4,F,DF,81
2023,4,F,ES,115
2023,4,F,GO,113
2023,4,F,MA,118
2023,4,F,MG,382
2023,4,F,MS,41
2023,4,F,MT,64
2023,4,F,PA,218
2023,4,F,PB,139
2023,4,F,PE,213
2023,4,F,PI,82
2023,4,F,PR,117
2023,4,F,RJ,478
2023,4,F,RN,119
2023,4,F,RO,38
2023,4,F,RR,5
2023,4,F,RS,156
2023,4,F,SC,41
2023,4,F,SE,62
2023,4,F,SP,437
2023,4,F,TO,27
2023,4,M,AC,7
2023,4,M,AL,31
2023,4,M,AM,26
2023,4,M,AP,7
2023,4,M,BA,68
2023,4,M,CE,74
2023,4,M,DF,14
2023,4,M,ES,18
2023,4,M,GO,39
2023,4,M,MA,24
2023,4,M,MG,61
2023,4,M,MS,18
2023,4,M,MT,29
2023,4,M,PA,56
2023,4,M,PB,39
2023,4,M,PE,48
2023,4,M,PI,18
2023,4,M,PR,47
2023,4,M,RJ,101
2023,4,M,RN,23
2023,4,M,RO,15
2023,4,M,RR,2
2023,4,M,RS,43
2023,4,M,SC,17
2023,4,M,SE,18
2023,4,M,SP,132
2023,4,M,TO,6
