NU_ANO,TP_FAIXA_ETARIA,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2021,4,1.0,RS,3639
2021,4,1.0,SC,1636
2021,4,1.0,SE,911
2021,4,1.0,SP,3827
2021,4,1.0,TO,517
2021,4,2.0,AC,30
2021,4,2.0,AL,33
2021,4,2.0,AM,320
2021,4,2.0,AP,19
2021,4,2.0,BA,451
2021,4,2.0,CE,544
2021,4,2.0,DF,54
2021,4,2.0,ES,117
2021,4,2.0,GO,92
2021,4,2.0,MA,158
2021,4,2.0,MG,176
2021,4,2.0,MS,76
2021,4,2.0,MT,62
2021,4,2.0,PA,154
2021,4,2.0,PB,57
2021,4,2.0,PE,226
2021,4,2.0,PI,63
2021,4,2.0,PR,31
2021,4,2.0,RJ,126
2021,4,2.0,RN,104
2021,4,2.0,RO,51
2021,4,2.0,RR,16
2021,4,2.0,RS,136
2021,4,2.0,SC,39
2021,4,2.0,SE,67
2021,4,2.0,SP,36
2021,4,2.0,TO,35
2021,5,1.0,AC,71
2021,5,1.0,AL,433
2021,5,1.0,AM,1637
2021,5,1.0,AP,98
2021,5,1.0,BA,3687
2021,5,1.0,CE,4159
2021,5,1.0,DF,296
2021,5,1.0,ES,501
2021,5,1.0,GO,1206
2021,5,1.0,MA,416
2021,5,1.0,MG,975
2021,5,1.0,MS,229
2021,5,1.0,MT,169
2021,5,1.0,PA,1125
2021,5,1.0,PB,641
2021,5,1.0,PE,1123
2021,5,1.0,PI,574
2021,5,1.0,PR,526
2021,5,1.0,RJ,1747
2021,5,1.0,RN,722
2021,5,1.0,RO,223
2021,5,1.0,RR,43
2021,5,1.0,RS,1319
2021,5,1.0,SC,383
2021,5,1.0,SE,448
2021,5,1.0,SP,695
2021,5,1.0,TO,187
2021,5,2.0,AC,8
2021,5,2.0,AL,8
2021,5,2.0,AM,193
2021,5,2.0,AP,7
2021,5,2.0,BA,155
2021,5,2.0,CE,242
2021,5,2.0,DF,10
2021,5,2.0,ES,18
2021,5,2.0,GO,36
2021,5,2.0,MA,54
2021,5,2.0,MG,33
2021,5,2.0,MS,23
2021,5,2.0,MT,11
2021,5,2.0,PA,63
2021,5,2.0,PB,19
2021,5,2.0,PE,72
2021,5,2.0,PI,27
2021,5,2.0,PR,8
2021,5,2.0,RJ,17
2021,5,2.0,RN,40
2021,5,2.0,RO,11
2021,5,2.0,RR,3
2021,5,2.0,RS,41
2021,5,2.0,SC,3
2021,5,2.0,SE,26
2021,5,2.0,SP,8
2021,5,2.0,TO,21
2021,6,1.0,AC,32
2021,6,1.0,AL,142
2021,6,1.0,AM,856
2021,6,1.0,AP,30
2021,6,1.0,BA,1479
2021,6,1.0,CE,1702
2021,6,1.0,DF,87
2021,6,1.0,ES,128
2021,6,1.0,GO,514
2021,6,1.0,MA,138
2021,6,1.0,MG,411
2021,6,1.0,MS,77
2021,6,1.0,MT,75
2021,6,1.0,PA,453
2021,6,1.0,PB,235
2021,6,1.0,PE,371
2021,6,1.0,PI,162
2021,6,1.0,PR,131
2021,6,1.0,RJ,678
2021,6,1.0,RN,266
2021,6,1.0,RO,79
2021,6,1.0,RR,12
2021,6,1.0,RS,389
2021,6,1.0,SC,68
2021,6,1.0,SE,185
2021,6,1.0,SP,237
2021,6,1.0,TO,59
2021,6,2.0,AC,1
2021,6,2.0,AL,4
2021,6,2.0,AM,103
2021,6,2.0,AP,1
2021,6,2.0,BA,63
2021,6,2.0,CE,110
2021,6,2.0,DF,4
2021,6,2.0,ES,9
2021,6,2.0,GO,20
2021,6,2.0,MA,14
2021,6,2.0,MG,6
2021,6,2.0,MS,8
2021,6,2.0,MT,2
2021,6,2.0,PA,21
2021,6,2.0,PB,10
2021,6,2.0,PE,24
2021,6,2.0,PI,12
2021,6,2.0,PR,2
2021,6,2.0,RJ,8
2021,6,2.0,RN,15
2021,6,2.0,RO,6
2021,6,2.0,RS,10
2021,6,2.0,SC,2
2021,6,2.0,SE,21
2021,6,2.0,SP,3
2021,6,2.0,TO,9
2021,6,1.0,AC,21
2021,6,1.0,AL,80
2021,6,1.0,AM,510
2021,6,1.0,AP,20
2021,6,1.0,BA,631
2021,6,1.0,CE,927
2021,6,1.0,DF,46
2021,6,1.0,ES,65
2021,6,1.0,GO,349
2021,6,1.0,MA,59
2021,6,1.0,MG,228
2021,6,1.0,MS,34
2021,6,1.0,MT,46
2021,6,1.0,PA,213
2021,6,1.0,PB,141
2021,6,1.0,PE,157
2021,6,1.0,PI,81
2021,6,1.0,PR,89
2021,6,1.0,RJ,286
2021,6,1.0,RN,146
2021,6,1.0,RO,52
2021,6,1.0,RR,4
2021,6,1.0,RS,150
2021,6,1.0,SC,38
2021,6,1.0,SE,81
2021,6,1.0,SP,142
2021,6,1.0,TO,19
2021,6,2.0,AC,1
2021,6,2.0,AL,3
2021,6,2.0,AM,81
2021,6,2.0,AP,1
2021,6,2.0,BA,25
2021,6,2.0,CE,57
2021,6,2.0,DF,3
2021,6,2.0,GO,6
2021,6,2.0,MA,9
2021,6,2.0,MG,1
2021,6,2.0,MS,5
2021,6,2.0,MT,4
2021,6,2.0,PA,12
2021,6,2.0,PB,7
2021,6,2.0,PE,9
2021,6,2.0,PI,6
2021,6,2.0,PR,3
2021,6,2.0,RJ,12
2021,6,2.0,RN,10
2021,6,2.0,RO,2
2021,6,2.0,RS,3
2021,6,2.0,SC,1
2021,6,2.0,SE,14
2021,6,2.0,SP,4
2021,6,2.0,TO,3
2021,6,1.0,AC,10
2021,6,1.0,AL,27
2021,6,1.0,AM,334
2021,6,1.0,AP,6
2021,6,1.0,BA,286
2021,6,1.0,CE,587
2021,6,1.0,DF,30
2021,6,1.0,ES,31
2021,6,1.0,GO,221
2021,6,1.0,MA,33
2021,6,1.0,MG,154
2021,6,1.0,MS,30
2021,6,1.0,MT,33
2021,6,1.0,PA,120
2021,6,1.0,PB,87
2021,6,1.0,PE,100
2021,6,1.0,PI,47
2021,6,1.0,PR,60
2021,6,1.0,RJ,189
2021,6,1.0,RN,81
2021,6,1.0,RO,30
2021,6,1.0,RR,5
2021,6,1.0,RS,96
2021,6,1.0,SC,21
2021,6,1.0,SE,58
2021,6,1.0,SP,110
2021,6,1.0,TO,24
2021,6,2.0,AC,2
2021,6,2.0,AM,43
2021,6,2.0,BA,19
2021,6,2.0,CE,57
2021,6,2.0,MA,7
2021,6,2.0,MS,2
2021,6,2.0,MT,2
2021,6,2.0,PA,9
2021,6,2.0,PB,7
2021,6,2.0,PE,5
2021,6,2.0,RJ,3
2021,6,2.0,RN,3
2021,6,2.0,RO,1
2021,6,2.0,RS,2
2021,6,2.0,SC,1
2021,6,2.0,SE,4
2021,6,2.0,TO,1
2021,6,1.0,AC,6
2021,6,1.0,AL,27
2021,6,1.0,AM,303
2021,6,1.0,AP,13
2021,6,1.0,BA,184
2021,6,1.0,CE,465
2021,6,1.0,DF,24
2021,6,1.0,ES,30
2021,6,1.0,GO,207
2021,6,1.0,MA,29
2021,6,1.0,MG,120
2021,6,1.0,MS,19
2021,6,1.0,MT,23
2021,6,1.0,PA,103
2021,6,1.0,PB,58
2021,6,1.0,PE,81
2021,6,1.0,PI,28
2021,6,1.0,PR,54
2021,6,1.0,RJ,150
2021,6,1.0,RN,46
2021,6,1.0,RO,25
2021,6,1.0,RR,6
2021,6,1.0,RS,73
2021,6,1.0,SC,20
2021,6,1.0,SE,31
2021,6,1.0,SP,109
2021,6,1.0,TO,15
2021,6,2.0,AC,3
2021,6,2.0,AM,47
2021,6,2.0,AP,2
2021,6,2.0,BA,16
2021,6,2.0,CE,28
2021,6,2.0,ES,2
2021,6,2.0,GO,4
2021,6,2.0,MA,2
2021,6,2.0,MG,2
2021,6,2.0,MS,2
2021,6,2.0,PA,6
2021,6,2.0,PB,1
2021,6,2.0,PE,6
2021,6,2.0,PI,2
2021,6,2.0,RJ,2
2021,6,2.0,RN,4
2021,6,2.0,RO,3
2021,6,2.0,SC,1
2021,6,2.0,SE,5
2021,6,2.0,SP,1
2021,6,1.0,AC,7
2021,6,1.0,AL,17
2021,6,1.0,AM,231
2021,6,1.0,AP,3
2021,6,1.0,BA,121
2021,6,1.0,CE,368
2021,6,1.0,DF,22
2021,6,1.0,ES,24
2021,6,1.0,GO,199
2021,6,1.0,MA,21
2021,6,1.0,MG,99
2021,6,1.0,MS,13
2021,6,1.0,MT,32
2021,6,1.0,PA,88
2021,6,1.0,PB,39
2021,6,1.0,PE,50
2021,6,1.0,PI,22
2021,6,1.0,PR,35
2021,6,1.0,RJ,90
2021,6,1.0,RN,27
2021,6,1.0,RO,28
2021,6,1.0,RS,47
2021,6,1.0,SC,9
2021,6,1.0,SE,23
2021,6,1.0,SP,85
2021,6,1.0,TO,13
2021,6,2.0,AM,28
2021,6,2.0,AP,1
2021,6,2.0,BA,9
2021,6,2.0,CE,28
2021,6,2.0,GO,6
2021,6,2.0,MA,6
2021,6,2.0,MG,3
2021,6,2.0,MT,1
2021,6,2.0,PA,5
2021,6,2.0,PE,2
2021,6,2.0,PI,1
2021,6,2.0,PR,1
2021,6,2.0,RJ,1
2021,6,2.0,RN,1
2021,6,2.0,RO,1
2021,6,2.0,SE,2
2021,6,1.0,AC,25
2021,6,1.0,AL,56
2021,6,1.0,AM,849
2021,6,1.0,AP,22
2021,6,1.0,BA,377
2021,6,1.0,CE,1088
2021,6,1.0,DF,64
2021,6,1.0,ES,68
2021,6,1.0,GO,644
2021,6,1.0,MA,70
2021,6,1.0,MG,321
2021,6,1.0,MS,65
2021,6,1.0,MT,62
2021,6,1.0,PA,256
2021,6,1.0,PB,123
2021,6,1.0,PE,167
2021,6,1.0,PI,78
2021,6,1.0,PR,140
2021,6,1.0,RJ,281
2021,6,1.0,RN,97
2021,6,1.0,RO,73
2021,6,1.0,RR,9
2021,6,1.0,RS,137
2021,6,1.0,SC,56
2021,6,1.0,SE,67
2021,6,1.0,SP,299
2021,6,1.0,TO,41
2021,6,2.0,AC,1
2021,6,2.0,AL,3
2021,6,2.0,AM,89
2021,6,2.0,AP,1
2021,6,2.0,BA,20
2021,6,2.0,CE,99
2021,6,2.0,DF,1
2021,6,2.0,GO,9
2021,6,2.0,MA,12
2021,6,2.0,MG,7
2021,6,2.0,MS,4
2021,6,2.0,MT,5
2021,6,2.0,PA,13
2021,6,2.0,PB,9
2021,6,2.0,PE,4
2021,6,2.0,PI,6
2021,6,2.0,PR,3
2021,6,2.0,RJ,5
2021,6,2.0,RN,4
2021,6,2.0,RO,7
2021,6,2.0,RS,3
2021,6,2.0,SC,1
2021,6,2.0,SE,4
2021,6,2.0,SP,2
2021,6,2.0,TO,8
2021,6,1.0,AC,5
2021,6,1.0,AL,37
2021,6,1.0,AM,551
2021,6,1.0,AP,11
2021,6,1.0,BA,174
2021,6,1.0,CE,667
2021,6,1.0,DF,21
2021,6,1.0,ES,41
2021,6,1.0,GO,486
2021,6,1.0,MA,40
2021,6,1.0,MG,209
2021,6,1.0,MS,30
2021,6,1.0,MT,25
2021,6,1.0,PA,107
2021,6,1.0,PB,87
2021,6,1.0,PE,137
2021,6,1.0,PI,65
2021,6,1.0,PR,74
2021,6,1.0,RJ,136
2021,6,1.0,RN,55
2021,6,1.0,RO,55
2021,6,1.0,RR,1
2021,6,1.0,RS,68
2021,6,1.0,SC,28
2021,6,1.0,SE,21
2021,6,1.0,SP,165
2021,6,1.0,TO,24
2021,6,2.0,AL,2
2021,6,2.0,AM,41
2021,6,2.0,BA,13
2021,6,2.0,CE,56
2021,6,2.0,DF,2
2021,6,2.0,GO,13
2021,6,2.0,MA,8
2021,6,2.0,MG,3
2021,6,2.0,MT,4
2021,6,2.0,PA,7
2021,6,2.0,PB,7
2021,6,2.0,PE,7
2021,6,2.0,PI,3
2021,6,2.0,PR,1
2021,6,2.0,RJ,4
2021,6,2.0,RN,2
2021,6,2.0,RS,6
2021,6,2.0,SE,3
2021,6,2.0,SP,2
2021,6,2.0,TO,5
2021,6,1.0,AC,7
2021,6,1.0,AL,29
2021,6,1.0,AM,345
2021,6,1.0,AP,7
2021,6,1.0,BA,119
2021,6,1.0,CE,458
2021,6,1.0,DF,22
2021,6,1.0,ES,33
2021,6,1.0,GO,390
2021,6,1.0,MA,26
2021,6,1.0,MG,128
2021,6,1.0,MS,17
2021,6,1.0,MT,17
2021,6,1.0,PA,79
2021,6,1.0,PB,65
2021,6,1.0,PE,108
2021,6,1.0,PI,48
2021,6,1.0,PR,56
2021,6,1.0,RJ,116
2021,6,1.0,RN,32
2021,6,1.0,RO,38
2021,6,1.0,RR,1
2021,6,1.0,RS,53
2021,6,1.0,SC,17
2021,6,1.0,SE,16
2021,6,1.0,SP,122
2021,6,1.0,TO,17
2021,6,2.0,AC,1
2021,6,2.0,AM,42
2021,6,2.0,BA,8
2021,6,2.0,CE,38
2021,6,2.0,DF,1
2021,6,2.0,GO,12
2021,6,2.0,MA,7
2021,6,2.0,MG,1
2021,6,2.0,MS,3
2021,6,2.0,MT,2
2021,6,2.0,PA,2
2021,6,2.0,PB,6
2021,6,2.0,PE,2
2021,6,2.0,PI,1
2021,6,2.0,PR,2
2021,6,2.0,RJ,1
2021,6,2.0,RO,2
2021,6,2.0,RS,1
2021,6,2.0,SC,1
2021,6,2.0,SE,2
2021,6,2.0,SP,2
2021,6,2.0,TO,1
2021,6,1.0,AC,2
2021,6,1.0,AL,13
2021,6,1.0,AM,164
2021,6,1.0,AP,3
2021,6,1.0,BA,61
2021,6,1.0,CE,261
2021,6,1.0,DF,26
2021,6,1.0,ES,21
2021,6,1.0,GO,252
2021,6,1.0,MA,6
2021,6,1.0,MG,75
2021,6,1.0,MS,14
2021,6,1.0,MT,13
2021,6,1.0,PA,39
2021,6,1.0,PB,36
2021,6,1.0,PE,67
2021,6,1.0,PI,33
2021,6,1.0,PR,44
2021,6,1.0,RJ,91
2021,6,1.0,RN,25
2021,6,1.0,RO,19
2021,6,1.0,RS,33
2021,6,1.0,SC,12
2021,6,1.0,SE,10
2021,6,1.0,SP,104
2021,6,1.0,TO,9
2021,6,2.0,AC,1
2021,6,2.0,AM,33
2021,6,2.0,BA,9
2021,6,2.0,CE,28
2021,6,2.0,GO,1
2021,6,2.0,MA,2
2021,6,2.0,MS,3
2021,6,2.0,MT,2
2021,6,2.0,PA,3
2021,6,2.0,PE,4
2021,6,2.0,RJ,2
2021,6,2.0,RN,1
2021,6,2.0,SE,1
2021,6,2.0,SP,1
2021,6,2.0,TO,1
2021,6,1.0,AC,3
2021,6,1.0,AL,9
2021,6,1.0,AM,78
2021,6,1.0,AP,1
2021,6,1.0,BA,23
2021,6,1.0,CE,158
2021,6,1.0,DF,6
2021,6,1.0,ES,22
2021,6,1.0,GO,134
2021,6,1.0,MA,1
2021,6,1.0,MG,82
2021,6,1.0,MS,7
2021,6,1.0,MT,8
2021,6,1.0,PA,24
2021,6,1.0,PB,25
2021,6,1.0,PE,37
2021,6,1.0,PI,15
2021,6,1.0,PR,31
2021,6,1.0,RJ,47
2021,6,1.0,RN,11
2021,6,1.0,RO,7
2021,6,1.0,RS,20
2021,6,1.0,SC,12
2021,6,1.0,SE,5
2021,6,1.0,SP,69
2021,6,1.0,TO,3
2021,6,2.0,AM,13
2021,6,2.0,BA,1
2021,6,2.0,CE,25
2021,6,2.0,MA,3
2021,6,2.0,MG,2
2021,6,2.0,MS,1
2021,6,2.0,PI,1
2021,6,2.0,PR,1
2021,6,2.0,RJ,2
2021,6,2.0,RN,1
2021,6,2.0,RR,1
2021,6,2.0,RS,1
2021,6,1.0,AC,1
2021,6,1.0,AL,3
2021,6,1.0,AM,31
2021,6,1.0,AP,1
2021,6,1.0,BA,17
2021,6,1.0,CE,100
2021,6,1.0,DF,10
2021,6,1.0,ES,2
2021,6,1.0,GO,57
2021,6,1.0,MA,4
2021,6,1.0,MG,33
2021,6,1.0,MS,4
2021,6,1.0,MT,6
2021,6,1.0,PA,21
2021,6,1.0,PB,9
2021,6,1.0,PE,29
2021,6,1.0,PI,7
2021,6,1.0,PR,15
2021,6,1.0,RJ,40
2021,6,1.0,RN,5
2021,6,1.0,RO,4
2021,6,1.0,RR,1
2021,6,1.0,RS,15
2021,6,1.0,SC,8
2021,6,1.0,SE,5
2021,6,1.0,SP,48
2021,6,1.0,TO,1
2021,6,2.0,AL,1
2021,6,2.0,AM,5
2021,6,2.0,CE,25
2021,6,2.0,GO,2
2021,6,2.0,MA,2
2021,6,2.0,MS,1
2021,6,2.0,MT,1
2021,6,2.0,PA,1
2021,6,2.0,PB,3
2021,6,2.0,PR,1
2021,6,2.0,RJ,1
2021,6,2.0,RS,1
2021,6,1.0,AL,3
2021,6,1.0,AM,19
2021,6,1.0,BA,11
2021,6,1.0,CE,64
2021,6,1.0,DF,5
2021,6,1.0,ES,6
2021,6,1.0,GO,28
2021,6,1.0,MA,2
2021,6,1.0,MG,21
2021,6,1.0,MS,4
2021,6,1.0,MT,5
2021,6,1.0,PA,12
2021,6,1.0,PB,7
2021,6,1.0,PE,8
2021,6,1.0,PR,6
2021,6,1.0,RJ,28
2021,6,1.0,RN,1
2021,6,1.0,RO,1
2021,6,1.0,RS,3
2021,6,1.0,SC,3
2021,6,1.0,SP,22
2021,6,2.0,AM,5
2021,6,2.0,BA,1
2021,6,2.0,CE,5
2021,6,2.0,MA,1
2021,6,2.0,PE,1
2021,6,2.0,PI,1
2021,6,2.0,RS,1
2021,6,1.0,AM,9
2021,6,1.0,BA,2
2021,6,1.0,CE,23
2021,6,1.0,DF,1
2021,6,1.0,ES,3
2021,6,1.0,GO,16
2021,6,1.0,MG,3
2021,6,1.0,MS,1
2021,6,1.0,PA,2
2021,6,1.0,PB,1
2021,6,1.0,PE,3
2021,6,1.0,PI,1
2021,6,1.0,PR,3
2021,6,1.0,RJ,15
2021,6,1.0,RO,1
2021,6,1.0,RS,4
2021,6,1.0,SP,12
2021,6,2.0,AM,2
2021,6,1.0,AM,3
2021,6,1.0,CE,7
2021,6,1.0,DF,1
2021,6,1.0,ES,2
2021,6,1.0,GO,3
2021,6,1.0,MG,1
2021,6,1.0,PA,2
2021,6,1.0,PB,1
2021,6,1.0,PE,1
2021,6,1.0,RJ,2
2021,6,1.0,RO,1
2021,6,1.0,SC,1
2021,6,1.0,SP,7
2021,6,2.0,BA,1
2021,6,2.0,CE,1
2021,6,1.0,AM,2
2021,6,1.0,CE,5
2021,6,1.0,ES,1
2021,6,1.0,GO,2
2021,6,1.0,PB,3
2021,6,1.0,RJ,1
2021,6,1.0,RS,1
2021,6,1.0,SP,1
2021,6,2.0,CE,3
2022,1,1.0,AC,51
2022,1,1.0,AL,118
2022,1,1.0,AM,246
2022,1,1.0,AP,49
2022,1,1.0,BA,516
2022,1,1.0,CE,454
2022,1,1.0,DF,163
2022,1,1.0,ES,78
2022,1,1.0,GO,542
2022,1,1.0,MA,585
2022,1,1.0,MG,183
2022,1,1.0,MS,156
2022,1,1.0,MT,127
2022,1,1.0,PA,625
2022,1,1.0,PB,552
2022,1,1.0,PE,723
2022,1,1.0,PI,267
2022,1,1.0,PR,254
2022,1,1.0,RJ,418
2022,1,1.0,RN,126
2022,1,1.0,RO,52
2022,1,1.0,RR,18
2022,1,1.0,RS,109
2022,1,1.0,SC,184
2022,1,1.0,SE,175
2022,1,1.0,SP,444
2022,1,1.0,TO,103
2022,1,2.0,AC,2
2022,1,2.0,AL,1
2022,1,2.0,AM,31
2022,1,2.0,AP,1
2022,1,2.0,BA,16
2022,1,2.0,CE,19
2022,1,2.0,DF,1
2022,1,2.0,ES,1
2022,1,2.0,GO,10
2022,1,2.0,MA,82
2022,1,2.0,MG,4
2022,1,2.0,MS,2
2022,1,2.0,MT,2
2022,1,2.0,PA,23
2022,1,2.0,PB,10
2022,1,2.0,PE,18
2022,1,2.0,PI,4
2022,1,2.0,PR,4
2022,1,2.0,RJ,5
2022,1,2.0,RN,2
2022,1,2.0,RO,4
2022,1,2.0,RS,4
2022,1,2.0,SC,1
2022,1,2.0,SE,5
2022,1,2.0,SP,13
2022,1,2.0,TO,6
2022,2,1.0,AC,1573
2022,2,1.0,AL,4806
2022,2,1.0,AM,8237
2022,2,1.0,AP,1222
2022,2,1.0,BA,14729
2022,2,1.0,CE,33597
2022,2,1.0,DF,8179
2022,2,1.0,ES,5246
2022,2,1.0,GO,16650
2022,2,1.0,MA,10512
2022,2,1.0,MG,26961
2022,2,1.0,MS,7095
2022,2,1.0,MT,5973
2022,2,1.0,PA,10812
2022,2,1.0,PB,8374
2022,2,1.0,PE,17041
2022,2,1.0,PI,5901
2022,2,1.0,PR,30434
2022,2,1.0,RJ,23999
2022,2,1.0,RN,4878
2022,2,1.0,RO,2359
2022,2,1.0,RR,586
2022,2,1.0,RS,11590
2022,2,1.0,SC,11163
2022,2,1.0,SE,3725
2022,2,1.0,SP,86205
2022,2,1.0,TO,3050
2022,2,2.0,AC,104
2022,2,2.0,AL,199
2022,2,2.0,AM,351
2022,2,2.0,AP,58
2022,2,2.0,BA,604
2022,2,2.0,CE,1884
2022,2,2.0,DF,135
2022,2,2.0,ES,166
2022,2,2.0,GO,280
2022,2,2.0,MA,956
2022,2,2.0,MG,764
2022,2,2.0,MS,250
2022,2,2.0,MT,390
2022,2,2.0,PA,439
2022,2,2.0,PB,210
2022,2,2.0,PE,567
2022,2,2.0,PI,188
2022,2,2.0,PR,1068
2022,2,2.0,RJ,451
2022,2,2.0,RN,83
2022,2,2.0,RO,114
2022,2,2.0,RR,60
2022,2,2.0,RS,411
2022,2,2.0,SC,271
2022,2,2.0,SE,153
2022,2,2.0,SP,1130
2022,2,2.0,TO,215
2022,3,1.0,AC,1739
2022,3,1.0,AL,6489
2022,3,1.0,AM,11359
2022,3,1.0,AP,1537
2022,3,1.0,BA,17346
2022,3,1.0,CE,42347
2022,3,1.0,DF,8432
2022,3,1.0,ES,10651
2022,3,1.0,GO,21181
2022,3,1.0,MA,10631
2022,3,1.0,MG,32921
2022,3,1.0,MS,3718
2022,3,1.0,MT,8187
2022,3,1.0,PA,13537
2022,3,1.0,PB,7266
2022,3,1.0,PE,18279
2022,3,1.0,PI,6310
2022,3,1.0,PR,13657
2022,3,1.0,RJ,30355
2022,3,1.0,RN,7036
2022,3,1.0,RO,5171
2022,3,1.0,RR,1213
2022,3,1.0,RS,21980
2022,3,1.0,SC,16806
2022,3,1.0,SE,4174
2022,3,1.0,SP,87012
2022,3,1.0,TO,2970
2022,3,2.0,AC,146
2022,3,2.0,AL,344
2022,3,2.0,AM,666
2022,3,2.0,AP,104
2022,3,2.0,BA,1000
2022,3,2.0,CE,2652
2022,3,2.0,DF,171
2022,3,2.0,ES,420
2022,3,2.0,GO,325
2022,3,2.0,MA,1157
2022,3,2.0,MG,1016
2022,3,2.0,MS,269
2022,3,2.0,MT,554
2022,3,2.0,PA,726
2022,3,2.0,PB,243
2022,3,2.0,PE,955
2022,3,2.0,PI,254
2022,3,2.0,PR,341
2022,3,2.0,RJ,703
2022,3,2.0,RN,212
2022,3,2.0,RO,273
2022,3,2.0,RR,91
2022,3,2.0,RS,765
2022,3,2.0,SC,505
2022,3,2.0,SE,186
2022,3,2.0,SP,1078
2022,3,2.0,TO,202
2022,4,1.0,AC,327
2022,4,1.0,AL,1993
2022,4,1.0,AM,2808
2022,4,1.0,AP,548
2022,4,1.0,BA,5260
2022,4,1.0,CE,10550
2022,4,1.0,DF,1439
2022,4,1.0,ES,2085
2022,4,1.0,GO,4162
2022,4,1.0,MA,2186
2022,4,1.0,MG,4009
2022,4,1.0,MS,816
2022,4,1.0,MT,875
2022,4,1.0,PA,4163
2022,4,1.0,PB,2163
2022,4,1.0,PE,3850
2022,4,1.0,PI,1868
2022,4,1.0,PR,2723
2022,4,1.0,RJ,7114
2022,4,1.0,RN,2627
2022,4,1.0,RO,811
2022,4,1.0,RR,135
2022,4,1.0,RS,4160
2022,4,1.0,SC,1853
2022,4,1.0,SE,1286
2022,4,1.0,SP,5829
2022,4,1.0,TO,542
2022,4,2.0,AC,37
2022,4,2.0,AL,72
2022,4,2.0,AM,266
2022,4,2.0,AP,37
2022,4,2.0,BA,340
2022,4,2.0,CE,494
2022,4,2.0,DF,71
2022,4,2.0,ES,116
2022,4,2.0,GO,102
2022,4,2.0,MA,264
2022,4,2.0,MG,166
2022,4,2.0,MS,98
2022,4,2.0,MT,64
2022,4,2.0,PA,207
2022,4,2.0,PB,76
2022,4,2.0,PE,236
2022,4,2.0,PI,89
2022,4,2.0,PR,48
2022,4,2.0,RJ,177
2022,4,2.0,RN,111
2022,4,2.0,RO,60
2022,4,2.0,RR,24
2022,4,2.0,RS,145
2022,4,2.0,SC,39
2022,4,2.0,SE,59
2022,4,2.0,SP,62
2022,4,2.0,TO,52
2022,5,1.0,AC,130
2022,5,1.0,AL,599
2022,5,1.0,AM,918
2022,5,1.0,AP,164
2022,5,1.0,BA,2069
2022,5,1.0,CE,3926
2022,5,1.0,DF,328
2022,5,1.0,ES,460
2022,5,1.0,GO,1304
2022,5,1.0,MA,558
2022,5,1.0,MG,841
2022,5,1.0,MS,260
2022,5,1.0,MT,195
2022,5,1.0,PA,1541
2022,5,1.0,PB,843
2022,5,1.0,PE,1116
2022,5,1.0,PI,643
2022,5,1.0,PR,590
2022,5,1.0,RJ,2132
2022,5,1.0,RN,949
2022,5,1.0,RO,237
2022,5,1.0,RR,22
2022,5,1.0,RS,1300
2022,5,1.0,SC,374
2022,5,1.0,SE,565
2022,5,1.0,SP,785
2022,5,1.0,TO,166
2022,5,2.0,AC,16
2022,5,2.0,AL,22
2022,5,2.0,AM,113
2022,5,2.0,AP,16
2022,5,2.0,BA,104
2022,5,2.0,CE,173
2022,5,2.0,DF,17
2022,5,2.0,ES,25
2022,5,2.0,GO,37
2022,5,2.0,MA,68
2022,5,2.0,MG,27
2022,5,2.0,MS,40
2022,5,2.0,MT,14
2022,5,2.0,PA,89
2022,5,2.0,PB,30
2022,5,2.0,PE,60
2022,5,2.0,PI,31
2022,5,2.0,PR,11
2022,5,2.0,RJ,48
2022,5,2.0,RN,56
2022,5,2.0,RO,24
2022,5,2.0,RR,4
2022,5,2.0,RS,34
2022,5,2.0,SC,7
2022,5,2.0,SE,30
2022,5,2.0,SP,17
2022,5,2.0,TO,12
2022,6,1.0,AC,50
2022,6,1.0,AL,211
2022,6,1.0,AM,393
2022,6,1.0,AP,48
2022,6,1.0,BA,848
2022,6,1.0,CE,1443
2022,6,1.0,DF,87
2022,6,1.0,ES,140
2022,6,1.0,GO,514
2022,6,1.0,MA,186
2022,6,1.0,MG,294
2022,6,1.0,MS,80
2022,6,1.0,MT,84
2022,6,1.0,PA,660
2022,6,1.0,PB,307
2022,6,1.0,PE,357
2022,6,1.0,PI,195
2022,6,1.0,PR,174
2022,6,1.0,RJ,778
2022,6,1.0,RN,304
2022,6,1.0,RO,107
2022,6,1.0,RR,11
2022,6,1.0,RS,454
2022,6,1.0,SC,92
2022,6,1.0,SE,255
2022,6,1.0,SP,240
2022,6,1.0,TO,68
2022,6,2.0,AC,8
2022,6,2.0,AL,17
2022,6,2.0,AM,58
2022,6,2.0,AP,7
2022,6,2.0,BA,42
2022,6,2.0,CE,84
2022,6,2.0,DF,5
2022,6,2.0,ES,3
2022,6,2.0,GO,12
2022,6,2.0,MA,18
2022,6,2.0,MG,11
2022,6,2.0,MS,12
2022,6,2.0,MT,5
2022,6,2.0,PA,39
2022,6,2.0,PB,11
2022,6,2.0,PE,23
2022,6,2.0,PI,16
2022,6,2.0,PR,4
2022,6,2.0,RJ,24
2022,6,2.0,RN,15
2022,6,2.0,RO,7
2022,6,2.0,RR,3
2022,6,2.0,RS,8
2022,6,2.0,SC,1
2022,6,2.0,SE,10
2022,6,2.0,SP,3
2022,6,2.0,TO,6
2022,6,1.0,AC,24
2022,6,1.0,AL,72
