NU_ANO,TP_FAIXA_ETARIA,TP_ESCOLA,SG_UF_PROVA,QTD
2020,6,2,MS,235
2020,6,2,MT,231
2020,6,2,PA,1018
2020,6,2,PB,387
2020,6,2,PE,719
2020,6,2,PI,297
2020,6,2,PR,490
2020,6,2,RJ,914
2020,6,2,RN,285
2020,6,2,RO,372
2020,6,2,RR,31
2020,6,2,RS,447
2020,6,2,SC,226
2020,6,2,SE,272
2020,6,2,SP,1069
2020,6,2,TO,219
2020,6,3,AL,1
2020,6,3,AM,2
2020,6,3,AP,1
2020,6,3,BA,2
2020,6,3,CE,1
2020,6,3,DF,1
2020,6,3,GO,2
2020,6,3,MG,4
2020,6,3,MS,1
2020,6,3,MT,3
2020,6,3,PA,6
2020,6,3,PE,1
2020,6,3,PI,2
2020,6,3,PR,1
2020,6,3,RJ,5
2020,6,3,RN,4
2020,6,3,RS,2
2020,6,3,SC,2
2020,6,3,SE,2
2020,6,3,SP,6
2020,6,1,AC,3313
2020,6,1,AL,6807
2020,6,1,AM,11281
2020,6,1,AP,4003
2020,6,1,BA,27783
2020,6,1,CE,15088
2020,6,1,DF,7250
2020,6,1,ES,6002
2020,6,1,GO,9583
2020,6,1,MA,14517
2020,6,1,MG,31146
2020,6,1,MS,5822
2020,6,1,MT,6709
2020,6,1,PA,25138
2020,6,1,PB,11762
2020,6,1,PE,17325
2020,6,1,PI,8579
2020,6,1,PR,12066
2020,6,1,RJ,20767
2020,6,1,RN,10067
2020,6,1,RO,5509
2020,6,1,RR,1034
2020,6,1,RS,15067
2020,6,1,SC,5803
2020,6,1,SE,5453
2020,6,1,SP,42492
2020,6,1,TO,2713
2020,6,2,AC,42
2020,6,2,AL,136
2020,6,2,AM,675
2020,6,2,AP,58
2020,6,2,BA,549
2020,6,2,CE,1592
2020,6,2,DF,85
2020,6,2,ES,118
2020,6,2,GO,684
2020,6,2,MA,203
2020,6,2,MG,420
2020,6,2,MS,98
2020,6,2,MT,121
2020,6,2,PA,531
2020,6,2,PB,260
2020,6,2,PE,512
2020,6,2,PI,231
2020,6,2,PR,261
2020,6,2,RJ,505
2020,6,2,RN,146
2020,6,2,RO,231
2020,6,2,RR,10
2020,6,2,RS,255
2020,6,2,SC,115
2020,6,2,SE,143
2020,6,2,SP,606
2020,6,2,TO,126
2020,6,3,AM,1
2020,6,3,AP,1
2020,6,3,CE,2
2020,6,3,DF,1
2020,6,3,MG,3
2020,6,3,PA,3
2020,6,3,PR,2
2020,6,3,RS,1
2020,6,3,SC,1
2020,6,3,SP,1
2020,6,1,AC,2239
2020,6,1,AL,4397
2020,6,1,AM,8040
2020,6,1,AP,2910
2020,6,1,BA,19953
2020,6,1,CE,9160
2020,6,1,DF,5316
2020,6,1,ES,4294
2020,6,1,GO,6434
2020,6,1,MA,9049
2020,6,1,MG,21428
2020,6,1,MS,4137
2020,6,1,MT,4697
2020,6,1,PA,17920
2020,6,1,PB,7415
2020,6,1,PE,11572
2020,6,1,PI,5249
2020,6,1,PR,7940
2020,6,1,RJ,15351
2020,6,1,RN,6570
2020,6,1,RO,3724
2020,6,1,RR,720
2020,6,1,RS,10763
2020,6,1,SC,3832
2020,6,1,SE,3567
2020,6,1,SP,30332
2020,6,1,TO,1750
2020,6,2,AC,21
2020,6,2,AL,73
2020,6,2,AM,424
2020,6,2,AP,36
2020,6,2,BA,362
2020,6,2,CE,1029
2020,6,2,DF,75
2020,6,2,ES,116
2020,6,2,GO,519
2020,6,2,MA,127
2020,6,2,MG,358
2020,6,2,MS,84
2020,6,2,MT,86
2020,6,2,PA,371
2020,6,2,PB,176
2020,6,2,PE,382
2020,6,2,PI,159
2020,6,2,PR,165
2020,6,2,RJ,415
2020,6,2,RN,91
2020,6,2,RO,168
2020,6,2,RR,9
2020,6,2,RS,219
2020,6,2,SC,65
2020,6,2,SE,94
2020,6,2,SP,548
2020,6,2,TO,85
2020,6,3,BA,1
2020,6,3,CE,1
2020,6,3,PB,1
2020,6,3,PR,1
2020,6,3,RJ,3
2020,6,3,RS,2
2020,6,3,SC,1
2020,6,3,TO,1
2020,6,1,AC,1191
2020,6,1,AL,2389
2020,6,1,AM,4854
2020,6,1,AP,1699
2020,6,1,BA,11572
2020,6,1,CE,5134
2020,6,1,DF,3686
2020,6,1,ES,2804
2020,6,1,GO,3944
2020,6,1,MA,4970
2020,6,1,MG,13364
2020,6,1,MS,2479
2020,6,1,MT,2918
2020,6,1,PA,11043
2020,6,1,PB,4139
2020,6,1,PE,7272
2020,6,1,PI,3258
2020,6,1,PR,4783
2020,6,1,RJ,10752
2020,6,1,RN,3673
2020,6,1,RO,2191
2020,6,1,RR,398
2020,6,1,RS,6537
2020,6,1,SC,2230
2020,6,1,SE,2037
2020,6,1,SP,19634
2020,6,1,TO,941
2020,6,2,AC,14
2020,6,2,AL,49
2020,6,2,AM,198
2020,6,2,AP,10
2020,6,2,BA,196
2020,6,2,CE,615
2020,6,2,DF,73
2020,6,2,ES,57
2020,6,2,GO,331
2020,6,2,MA,56
2020,6,2,MG,267
2020,6,2,MS,70
2020,6,2,MT,49
2020,6,2,PA,227
2020,6,2,PB,106
2020,6,2,PE,234
2020,6,2,PI,90
2020,6,2,PR,121
2020,6,2,RJ,296
2020,6,2,RN,55
2020,6,2,RO,78
2020,6,2,RR,3
2020,6,2,RS,127
2020,6,2,SC,47
2020,6,2,SE,45
2020,6,2,SP,431
2020,6,2,TO,42
2020,6,3,AM,1
2020,6,3,BA,1
2020,6,3,GO,1
2020,6,3,MA,2
2020,6,3,PA,1
2020,6,3,PR,1
2020,6,3,RJ,5
2020,6,3,RS,1
2020,6,3,SP,3
2020,6,1,AC,576
2020,6,1,AL,1330
2020,6,1,AM,2645
2020,6,1,AP,909
2020,6,1,BA,6722
2020,6,1,CE,3075
2020,6,1,DF,2310
2020,6,1,ES,1732
2020,6,1,GO,2263
2020,6,1,MA,2466
2020,6,1,MG,8366
2020,6,1,MS,1411
2020,6,1,MT,1570
2020,6,1,PA,6392
2020,6,1,PB,2369
2020,6,1,PE,4470
2020,6,1,PI,1776
2020,6,1,PR,2777
2020,6,1,RJ,7690
2020,6,1,RN,2054
2020,6,1,RO,1199
2020,6,1,RR,199
2020,6,1,RS,4129
2020,6,1,SC,1285
2020,6,1,SE,1170
2020,6,1,SP,12128
2020,6,1,TO,438
2020,6,2,AC,7
2020,6,2,AL,31
2020,6,2,AM,123
2020,6,2,AP,8
2020,6,2,BA,103
2020,6,2,CE,400
2020,6,2,DF,36
2020,6,2,ES,55
2020,6,2,GO,198
2020,6,2,MA,43
2020,6,2,MG,228
2020,6,2,MS,37
2020,6,2,MT,31
2020,6,2,PA,123
2020,6,2,PB,50
2020,6,2,PE,151
2020,6,2,PI,41
2020,6,2,PR,80
2020,6,2,RJ,272
2020,6,2,RN,27
2020,6,2,RO,40
2020,6,2,RR,4
2020,6,2,RS,85
2020,6,2,SC,36
2020,6,2,SE,30
2020,6,2,SP,356
2020,6,2,TO,18
2020,6,3,AL,1
2020,6,3,DF,1
2020,6,3,GO,1
2020,6,3,MA,1
2020,6,3,MG,1
2020,6,3,MS,1
2020,6,3,PA,1
2020,6,3,PR,1
2020,6,3,RJ,3
2020,6,3,SP,4
2020,6,1,AC,218
2020,6,1,AL,697
2020,6,1,AM,1201
2020,6,1,AP,393
2020,6,1,BA,3682
2020,6,1,CE,1739
2020,6,1,DF,1279
2020,6,1,ES,983
2020,6,1,GO,1141
2020,6,1,MA,1224
2020,6,1,MG,4945
2020,6,1,MS,724
2020,6,1,MT,804
2020,6,1,PA,3157
2020,6,1,PB,1237
2020,6,1,PE,2432
2020,6,1,PI,981
2020,6,1,PR,1438
2020,6,1,RJ,5197
2020,6,1,RN,1155
2020,6,1,RO,519
2020,6,1,RR,92
2020,6,1,RS,2428
2020,6,1,SC,604
2020,6,1,SE,634
2020,6,1,SP,6983
2020,6,1,TO,196
2020,6,2,AC,4
2020,6,2,AL,14
2020,6,2,AM,48
2020,6,2,AP,5
2020,6,2,BA,56
2020,6,2,CE,210
2020,6,2,DF,23
2020,6,2,ES,31
2020,6,2,GO,103
2020,6,2,MA,14
2020,6,2,MG,140
2020,6,2,MS,16
2020,6,2,MT,18
2020,6,2,PA,70
2020,6,2,PB,32
2020,6,2,PE,71
2020,6,2,PI,27
2020,6,2,PR,50
2020,6,2,RJ,165
2020,6,2,RN,14
2020,6,2,RO,22
2020,6,2,RS,58
2020,6,2,SC,23
2020,6,2,SE,14
2020,6,2,SP,209
2020,6,2,TO,10
2020,6,3,MA,1
2020,6,3,MG,1
2020,6,3,MS,1
2020,6,3,PR,1
2020,6,3,RJ,3
2020,6,3,SP,2
2020,6,1,AC,72
2020,6,1,AL,305
2020,6,1,AM,511
2020,6,1,AP,167
2020,6,1,BA,1752
2020,6,1,CE,865
2020,6,1,DF,555
2020,6,1,ES,439
2020,6,1,GO,476
2020,6,1,MA,541
2020,6,1,MG,2483
2020,6,1,MS,300
2020,6,1,MT,336
2020,6,1,PA,1273
2020,6,1,PB,559
2020,6,1,PE,1144
2020,6,1,PI,448
2020,6,1,PR,607
2020,6,1,RJ,2818
2020,6,1,RN,550
2020,6,1,RO,189
2020,6,1,RR,41
2020,6,1,RS,1304
2020,6,1,SC,280
2020,6,1,SE,272
2020,6,1,SP,3294
2020,6,1,TO,68
2020,6,2,AC,1
2020,6,2,AL,7
2020,6,2,AM,27
2020,6,2,AP,5
2020,6,2,BA,20
2020,6,2,CE,113
2020,6,2,DF,11
2020,6,2,ES,6
2020,6,2,GO,48
2020,6,2,MA,7
2020,6,2,MG,58
2020,6,2,MS,8
2020,6,2,MT,9
2020,6,2,PA,36
2020,6,2,PB,11
2020,6,2,PE,46
2020,6,2,PI,13
2020,6,2,PR,15
2020,6,2,RJ,98
2020,6,2,RN,8
2020,6,2,RO,9
2020,6,2,RS,36
2020,6,2,SC,6
2020,6,2,SE,5
2020,6,2,SP,120
2020,6,2,TO,8
2020,6,3,BA,1
2020,6,3,PA,1
2020,6,3,RJ,1
2020,6,1,AC,17
2020,6,1,AL,61
2020,6,1,AM,159
2020,6,1,AP,51
2020,6,1,BA,653
2020,6,1,CE,300
2020,6,1,DF,182
2020,6,1,ES,170
2020,6,1,GO,140
2020,6,1,MA,178
2020,6,1,MG,868
2020,6,1,MS,126
2020,6,1,MT,115
2020,6,1,PA,497
2020,6,1,PB,206
2020,6,1,PE,390
2020,6,1,PI,126
2020,6,1,PR,214
2020,6,1,RJ,1240
2020,6,1,RN,198
2020,6,1,RO,60
2020,6,1,RR,10
2020,6,1,RS,469
2020,6,1,SC,99
2020,6,1,SE,81
2020,6,1,SP,1267
2020,6,1,TO,31
2020,6,2,AC,1
2020,6,2,AL,3
2020,6,2,AM,13
2020,6,2,AP,1
2020,6,2,BA,13
2020,6,2,CE,36
2020,6,2,ES,2
2020,6,2,GO,9
2020,6,2,MA,1
2020,6,2,MG,19
2020,6,2,MS,1
2020,6,2,MT,2
2020,6,2,PA,16
2020,6,2,PB,6
2020,6,2,PE,8
2020,6,2,PI,5
2020,6,2,PR,6
2020,6,2,RJ,39
2020,6,2,RN,3
2020,6,2,RO,2
2020,6,2,RR,1
2020,6,2,RS,12
2020,6,2,SC,2
2020,6,2,SE,2
2020,6,2,SP,29
2020,6,2,TO,2
2020,6,3,SP,2
2020,6,1,AC,12
2020,6,1,AL,28
2020,6,1,AM,39
2020,6,1,AP,16
2020,6,1,BA,249
2020,6,1,CE,101
2020,6,1,DF,68
2020,6,1,ES,60
2020,6,1,GO,64
2020,6,1,MA,61
2020,6,1,MG,294
2020,6,1,MS,28
2020,6,1,MT,49
2020,6,1,PA,128
2020,6,1,PB,55
2020,6,1,PE,124
2020,6,1,PI,54
2020,6,1,PR,76
2020,6,1,RJ,406
2020,6,1,RN,48
2020,6,1,RO,19
2020,6,1,RR,6
2020,6,1,RS,146
2020,6,1,SC,27
2020,6,1,SE,43
2020,6,1,SP,406
2020,6,1,TO,6
2020,6,2,AL,3
2020,6,2,AM,3
2020,6,2,BA,1
2020,6,2,CE,11
2020,6,2,DF,2
2020,6,2,GO,7
2020,6,2,MA,1
2020,6,2,MG,8
2020,6,2,MS,1
2020,6,2,PA,4
2020,6,2,PE,2
2020,6,2,PI,2
2020,6,2,PR,3
2020,6,2,RJ,11
2020,6,2,RN,3
2020,6,2,RO,1
2020,6,2,RS,3
2020,6,2,SE,1
2020,6,2,SP,11
2020,6,3,MS,1
2020,6,3,RR,1
2020,6,1,AC,2
2020,6,1,AL,7
2020,6,1,AM,12
2020,6,1,AP,8
2020,6,1,BA,63
2020,6,1,CE,31
2020,6,1,DF,22
2020,6,1,ES,14
2020,6,1,GO,11
2020,6,1,MA,17
2020,6,1,MG,125
2020,6,1,MS,6
2020,6,1,MT,11
2020,6,1,PA,39
2020,6,1,PB,23
2020,6,1,PE,43
2020,6,1,PI,11
2020,6,1,PR,21
2020,6,1,RJ,181
2020,6,1,RN,20
2020,6,1,RO,5
2020,6,1,RR,1
2020,6,1,RS,53
2020,6,1,SC,11
2020,6,1,SE,11
2020,6,1,SP,141
2020,6,1,TO,3
2020,6,2,AM,1
2020,6,2,BA,2
2020,6,2,CE,4
2020,6,2,ES,1
2020,6,2,GO,5
2020,6,2,MG,7
2020,6,2,MS,2
2020,6,2,PA,2
2020,6,2,PE,2
2020,6,2,RJ,4
2020,6,2,SC,1
2020,6,2,SP,8
2021,1,1,AC,1080
2021,1,1,AL,4035
2021,1,1,AM,3301
2021,1,1,AP,1035
2021,1,1,BA,17454
2021,1,1,CE,16516
2021,1,1,DF,4004
2021,1,1,ES,3937
2021,1,1,GO,13278
2021,1,1,MA,10029
2021,1,1,MG,26195
2021,1,1,MS,4582
2021,1,1,MT,4932
2021,1,1,PA,12719
2021,1,1,PB,9908
2021,1,1,PE,17323
2021,1,1,PI,7233
2021,1,1,PR,14437
2021,1,1,RJ,14146
2021,1,1,RN,4394
2021,1,1,RO,2000
2021,1,1,RR,522
2021,1,1,RS,8979
2021,1,1,SC,7914
2021,1,1,SE,5522
2021,1,1,SP,43784
2021,1,1,TO,3199
2021,1,2,AC,58
2021,1,2,AL,106
2021,1,2,AM,328
2021,1,2,AP,71
2021,1,2,BA,807
2021,1,2,CE,578
2021,1,2,DF,123
2021,1,2,ES,47
2021,1,2,GO,383
2021,1,2,MA,838
2021,1,2,MG,205
2021,1,2,MS,59
2021,1,2,MT,100
2021,1,2,PA,835
2021,1,2,PB,632
2021,1,2,PE,1131
2021,1,2,PI,342
2021,1,2,PR,137
2021,1,2,RJ,360
2021,1,2,RN,104
2021,1,2,RO,85
2021,1,2,RR,22
2021,1,2,RS,110
2021,1,2,SC,138
2021,1,2,SE,222
2021,1,2,SP,239
2021,1,2,TO,143
2021,1,3,AC,14
2021,1,3,AL,83
2021,1,3,AM,34
2021,1,3,AP,25
2021,1,3,BA,331
2021,1,3,CE,103
2021,1,3,DF,73
2021,1,3,ES,37
2021,1,3,GO,215
2021,1,3,MA,172
2021,1,3,MG,94
2021,1,3,MS,42
2021,1,3,MT,54
2021,1,3,PA,350
2021,1,3,PB,308
2021,1,3,PE,343
2021,1,3,PI,111
2021,1,3,PR,148
2021,1,3,RJ,290
2021,1,3,RN,85
2021,1,3,RO,6
2021,1,3,RR,2
2021,1,3,RS,43
2021,1,3,SC,179
2021,1,3,SE,120
2021,1,3,SP,348
2021,1,3,TO,47
2021,2,1,AC,681
2021,2,1,AL,2477
2021,2,1,AM,1976
2021,2,1,AP,831
2021,2,1,BA,12221
2021,2,1,CE,9418
2021,2,1,DF,1995
2021,2,1,ES,3958
2021,2,1,GO,7361
2021,2,1,MA,5977
2021,2,1,MG,17388
2021,2,1,MS,1265
2021,2,1,MT,3441
2021,2,1,PA,7580
2021,2,1,PB,4656
2021,2,1,PE,9817
2021,2,1,PI,4490
2021,2,1,PR,3916
2021,2,1,RJ,11657
2021,2,1,RN,3727
2021,2,1,RO,1962
2021,2,1,RR,446
2021,2,1,RS,9465
2021,2,1,SC,6343
2021,2,1,SE,2837
2021,2,1,SP,24118
2021,2,1,TO,1613
2021,2,2,AC,1771
2021,2,2,AL,3194
2021,2,2,AM,11162
2021,2,2,AP,1296
2021,2,2,BA,16780
2021,2,2,CE,32835
2021,2,2,DF,6086
2021,2,2,ES,5037
2021,2,2,GO,19542
2021,2,2,MA,12743
2021,2,2,MG,33475
2021,2,2,MS,7379
2021,2,2,MT,5679
2021,2,2,PA,10893
2021,2,2,PB,7879
2021,2,2,PE,19135
2021,2,2,PI,6209
2021,2,2,PR,28511
2021,2,2,RJ,15761
2021,2,2,RN,3515
2021,2,2,RO,2642
2021,2,2,RR,655
2021,2,2,RS,11666
2021,2,2,SC,9468
2021,2,2,SE,3292
2021,2,2,SP,65499
2021,2,2,TO,4051
2021,2,3,AC,169
2021,2,3,AL,2033
2021,2,3,AM,750
2021,2,3,AP,315
2021,2,3,BA,6736
2021,2,3,CE,4217
2021,2,3,DF,3045
2021,2,3,ES,1337
2021,2,3,GO,3293
2021,2,3,MA,1743
2021,2,3,MG,7432
2021,2,3,MS,1508
2021,2,3,MT,1148
2021,2,3,PA,3414
2021,2,3,PB,3046
2021,2,3,PE,5215
2021,2,3,PI,1693
2021,2,3,PR,8555
2021,2,3,RJ,11345
2021,2,3,RN,1916
2021,2,3,RO,226
2021,2,3,RR,68
2021,2,3,RS,3023
2021,2,3,SC,3460
2021,2,3,SE,1713
2021,2,3,SP,35226
2021,2,3,TO,387
2021,3,1,AC,1422
2021,3,1,AL,3696
2021,3,1,AM,4000
2021,3,1,AP,1408
2021,3,1,BA,14216
2021,3,1,CE,11026
2021,3,1,DF,4841
2021,3,1,ES,3149
2021,3,1,GO,7445
2021,3,1,MA,10182
2021,3,1,MG,22864
2021,3,1,MS,3119
2021,3,1,MT,3260
2021,3,1,PA,11049
2021,3,1,PB,7189
2021,3,1,PE,13123
2021,3,1,PI,6094
2021,3,1,PR,12444
2021,3,1,RJ,15035
2021,3,1,RN,4321
2021,3,1,RO,1264
2021,3,1,RR,498
2021,3,1,RS,6697
2021,3,1,SC,3634
2021,3,1,SE,3313
2021,3,1,SP,43893
2021,3,1,TO,2183
2021,3,2,AC,2042
2021,3,2,AL,5082
2021,3,2,AM,16174
2021,3,2,AP,2019
2021,3,2,BA,27616
2021,3,2,CE,42963
2021,3,2,DF,6874
2021,3,2,ES,11108
2021,3,2,GO,25481
2021,3,2,MA,13173
2021,3,2,MG,36866
2021,3,2,MS,3943
2021,3,2,MT,7885
2021,3,2,PA,15162
2021,3,2,PB,7873
2021,3,2,PE,23118
2021,3,2,PI,6653
2021,3,2,PR,13805
2021,3,2,RJ,22021
2021,3,2,RN,6836
2021,3,2,RO,5606
2021,3,2,RR,1241
2021,3,2,RS,21341
2021,3,2,SC,16252
2021,3,2,SE,4442
2021,3,2,SP,59760
2021,3,2,TO,4015
2021,3,3,AC,98
2021,3,3,AL,1204
2021,3,3,AM,648
2021,3,3,AP,155
2021,3,3,BA,4423
2021,3,3,CE,2913
2021,3,3,DF,2351
2021,3,3,ES,1318
2021,3,3,GO,2464
2021,3,3,MA,979
2021,3,3,MG,7135
2021,3,3,MS,281
2021,3,3,MT,964
2021,3,3,PA,1976
2021,3,3,PB,1237
2021,3,3,PE,2779
2021,3,3,PI,1305
2021,3,3,PR,1621
2021,3,3,RJ,10127
2021,3,3,RN,1448
2021,3,3,RO,258
2021,3,3,RR,91
2021,3,3,RS,4245
2021,3,3,SC,2058
2021,3,3,SE,1069
2021,3,3,SP,15249
2021,3,3,TO,253
2021,4,1,AC,2036
2021,4,1,AL,5198
2021,4,1,AM,6115
2021,4,1,AP,1863
2021,4,1,BA,19478
2021,4,1,CE,14933
2021,4,1,DF,6157
2021,4,1,ES,5381
2021,4,1,GO,10171
2021,4,1,MA,12924
2021,4,1,MG,32708
2021,4,1,MS,2783
2021,4,1,MT,4949
2021,4,1,PA,15995
2021,4,1,PB,8466
2021,4,1,PE,16414
2021,4,1,PI,7526
2021,4,1,PR,10401
2021,4,1,RJ,21253
2021,4,1,RN,6732
2021,4,1,RO,2511
2021,4,1,RR,820
2021,4,1,RS,13610
2021,4,1,SC,5463
2021,4,1,SE,4432
2021,4,1,SP,45642
2021,4,1,TO,2676
2021,4,2,AC,455
2021,4,2,AL,1702
2021,4,2,AM,5171
2021,4,2,AP,561
2021,4,2,BA,16956
2021,4,2,CE,12323
2021,4,2,DF,1722
2021,4,2,ES,2627
2021,4,2,GO,5534
2021,4,2,MA,2765
2021,4,2,MG,5686
2021,4,2,MS,1164
2021,4,2,MT,1066
2021,4,2,PA,4958
2021,4,2,PB,2861
2021,4,2,PE,5491
2021,4,2,PI,2187
2021,4,2,PR,3317
2021,4,2,RJ,7046
2021,4,2,RN,3165
2021,4,2,RO,1116
2021,4,2,RR,229
2021,4,2,RS,5085
2021,4,2,SC,2115
2021,4,2,SE,1591
2021,4,2,SP,4322
2021,4,2,TO,885
2021,4,3,AC,8
2021,4,3,AL,119
2021,4,3,AM,49
2021,4,3,AP,11
2021,4,3,BA,472
2021,4,3,CE,283
2021,4,3,DF,155
2021,4,3,ES,83
2021,4,3,GO,156
2021,4,3,MA,96
2021,4,3,MG,632
2021,4,3,MS,31
2021,4,3,MT,40
2021,4,3,PA,211
2021,4,3,PB,114
2021,4,3,PE,288
2021,4,3,PI,257
2021,4,3,PR,153
2021,4,3,RJ,1167
2021,4,3,RN,175
2021,4,3,RO,12
2021,4,3,RR,4
2021,4,3,RS,211
2021,4,3,SC,100
2021,4,3,SE,108
2021,4,3,SP,997
2021,4,3,TO,20
2021,5,1,AC,1583
2021,5,1,AL,4308
2021,5,1,AM,4670
2021,5,1,AP,1536
2021,5,1,BA,17903
2021,5,1,CE,10111
2021,5,1,DF,4409
2021,5,1,ES,4100
2021,5,1,GO,6515
2021,5,1,MA,9981
2021,5,1,MG,22884
2021,5,1,MS,2200
2021,5,1,MT,3346
2021,5,1,PA,13673
2021,5,1,PB,7046
2021,5,1,PE,12645
2021,5,1,PI,6127
2021,5,1,PR,7194
2021,5,1,RJ,16165
2021,5,1,RN,5950
2021,5,1,RO,1895
2021,5,1,RR,534
2021,5,1,RS,10212
2021,5,1,SC,3625
2021,5,1,SE,3672
2021,5,1,SP,29016
2021,5,1,TO,2021
2021,5,2,AC,142
2021,5,2,AL,590
2021,5,2,AM,2145
2021,5,2,AP,189
2021,5,2,BA,7541
2021,5,2,CE,5130
2021,5,2,DF,469
2021,5,2,ES,663
2021,5,2,GO,1646
2021,5,2,MA,776
2021,5,2,MG,1548
2021,5,2,MS,404
2021,5,2,MT,281
2021,5,2,PA,2021
2021,5,2,PB,1088
2021,5,2,PE,1732
2021,5,2,PI,932
2021,5,2,PR,799
2021,5,2,RJ,2509
2021,5,2,RN,1150
2021,5,2,RO,358
2021,5,2,RR,54
2021,5,2,RS,1868
2021,5,2,SC,545
2021,5,2,SE,801
2021,5,2,SP,931
2021,5,2,TO,311
2021,5,3,AL,15
2021,5,3,AM,2
2021,5,3,AP,3
2021,5,3,BA,67
2021,5,3,CE,34
2021,5,3,DF,12
2021,5,3,ES,12
2021,5,3,GO,11
2021,5,3,MA,17
2021,5,3,MG,66
2021,5,3,MS,1
2021,5,3,MT,6
2021,5,3,PA,47
2021,5,3,PB,13
2021,5,3,PE,31
2021,5,3,PI,41
2021,5,3,PR,17
2021,5,3,RJ,185
2021,5,3,RN,21
2021,5,3,RO,5
2021,5,3,RS,17
2021,5,3,SC,7
2021,5,3,SE,19
2021,5,3,SP,93
2021,5,3,TO,4
2021,6,1,AC,1171
2021,6,1,AL,3338
2021,6,1,AM,3609
2021,6,1,AP,1272
2021,6,1,BA,14709
2021,6,1,CE,7466
2021,6,1,DF,3360
2021,6,1,ES,3103
2021,6,1,GO,4477
2021,6,1,MA,7604
2021,6,1,MG,17174
2021,6,1,MS,1641
2021,6,1,MT,2431
2021,6,1,PA,10492
2021,6,1,PB,5285
2021,6,1,PE,9301
2021,6,1,PI,4592
2021,6,1,PR,5539
2021,6,1,RJ,12667
2021,6,1,RN,4982
2021,6,1,RO,1479
2021,6,1,RR,432
2021,6,1,RS,7816
2021,6,1,SC,2760
2021,6,1,SE,2901
2021,6,1,SP,21497
2021,6,1,TO,1486
2021,6,2,AC,56
2021,6,2,AL,211
2021,6,2,AM,1133
2021,6,2,AP,67
2021,6,2,BA,3059
2021,6,2,CE,2153
2021,6,2,DF,148
2021,6,2,ES,185
2021,6,2,GO,677
2021,6,2,MA,271
2021,6,2,MG,686
2021,6,2,MS,138
2021,6,2,MT,123
2021,6,2,PA,821
2021,6,2,PB,433
2021,6,2,PE,552
2021,6,2,PI,284
2021,6,2,PR,226
2021,6,2,RJ,1014
2021,6,2,RN,467
2021,6,2,RO,134
2021,6,2,RR,20
2021,6,2,RS,597
2021,6,2,SC,111
2021,6,2,SE,368
2021,6,2,SP,365
2021,6,2,TO,99
2021,6,3,AL,2
2021,6,3,AM,2
2021,6,3,BA,6
2021,6,3,CE,9
2021,6,3,DF,1
2021,6,3,ES,1
2021,6,3,GO,2
2021,6,3,MA,2
2021,6,3,MG,13
2021,6,3,MT,1
2021,6,3,PA,7
2021,6,3,PB,3
2021,6,3,PE,3
2021,6,3,PI,8
2021,6,3,PR,2
2021,6,3,RJ,25
2021,6,3,RN,6
2021,6,3,RS,3
2021,6,3,SC,2
2021,6,3,SP,6
2021,6,1,AC,946
2021,6,1,AL,2597
2021,6,1,AM,2807
2021,6,1,AP,1045
2021,6,1,BA,11749
2021,6,1,CE,5392
2021,6,1,DF,2587
2021,6,1,ES,2344
2021,6,1,GO,3333
2021,6,1,MA,5553
2021,6,1,MG,12933
2021,6,1,MS,1279
2021,6,1,MT,1719
2021,6,1,PA,8610
2021,6,1,PB,4128
2021,6,1,PE,7268
2021,6,1,PI,3331
2021,6,1,PR,4249
2021,6,1,RJ,9565
2021,6,1,RN,3866
2021,6,1,RO,1180
2021,6,1,RR,318
2021,6,1,RS,5859
2021,6,1,SC,2097
2021,6,1,SE,2343
2021,6,1,SP,16331
2021,6,1,TO,1133
2021,6,2,AC,32
2021,6,2,AL,115
2021,6,2,AM,694
2021,6,2,AP,35
2021,6,2,BA,1321
2021,6,2,CE,1182
2021,6,2,DF,86
2021,6,2,ES,98
2021,6,2,GO,450
2021,6,2,MA,141
2021,6,2,MG,353
2021,6,2,MS,64
2021,6,2,MT,95
2021,6,2,PA,436
2021,6,2,PB,256
2021,6,2,PE,244
2021,6,2,PI,144
2021,6,2,PR,155
2021,6,2,RJ,458
2021,6,2,RN,256
2021,6,2,RO,78
2021,6,2,RR,6
2021,6,2,RS,256
2021,6,2,SC,57
2021,6,2,SE,166
2021,6,2,SP,247
2021,6,2,TO,38
2021,6,3,AM,3
2021,6,3,BA,2
2021,6,3,CE,3
2021,6,3,DF,1
2021,6,3,GO,1
2021,6,3,MG,1
2021,6,3,PE,1
2021,6,3,PI,2
2021,6,3,RJ,6
2021,6,3,RS,2
2021,6,3,SC,1
2021,6,3,SE,2
2021,6,3,SP,2
2021,6,1,AC,782
2021,6,1,AL,1975
2021,6,1,AM,2403
2021,6,1,AP,845
2021,6,1,BA,8635
2021,6,1,CE,4229
2021,6,1,DF,2107
2021,6,1,ES,1832
2021,6,1,GO,2585
2021,6,1,MA,4030
2021,6,1,MG,9863
2021,6,1,MS,1080
2021,6,1,MT,1403
2021,6,1,PA,6721
2021,6,1,PB,3236
2021,6,1,PE,5526
2021,6,1,PI,2494
2021,6,1,PR,3453
2021,6,1,RJ,7119
2021,6,1,RN,3055
2021,6,1,RO,953
2021,6,1,RR,248
2021,6,1,RS,4631
2021,6,1,SC,1665
2021,6,1,SE,1790
2021,6,1,SP,12569
2021,6,1,TO,813
2021,6,2,AC,26
2021,6,2,AL,41
2021,6,2,AM,455
2021,6,2,AP,17
