NU_ANO,TP_LOCALIZACAO_ESC,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2020,1.0,3,SE,3367
2020,1.0,3,SP,48943
2020,1.0,3,TO,2744
2020,1.0,4,AC,275
2020,1.0,4,AL,1758
2020,1.0,4,AM,3759
2020,1.0,4,AP,422
2020,1.0,4,BA,6043
2020,1.0,4,CE,11524
2020,1.0,4,DF,1712
2020,1.0,4,ES,2310
2020,1.0,4,GO,3619
2020,1.0,4,MA,2404
2020,1.0,4,MG,5052
2020,1.0,4,MS,1005
2020,1.0,4,MT,869
2020,1.0,4,PA,4103
2020,1.0,4,PB,2097
2020,1.0,4,PE,5007
2020,1.0,4,PI,1833
2020,1.0,4,PR,2520
2020,1.0,4,RJ,7354
2020,1.0,4,RN,2225
2020,1.0,4,RO,1230
2020,1.0,4,RR,225
2020,1.0,4,RS,4142
2020,1.0,4,SC,1833
2020,1.0,4,SE,1372
2020,1.0,4,SP,5954
2020,1.0,4,TO,929
2020,1.0,5,AC,105
2020,1.0,5,AL,561
2020,1.0,5,AM,1641
2020,1.0,5,AP,161
2020,1.0,5,BA,2576
2020,1.0,5,CE,5013
2020,1.0,5,DF,437
2020,1.0,5,ES,615
2020,1.0,5,GO,1105
2020,1.0,5,MA,846
2020,1.0,5,MG,1387
2020,1.0,5,MS,290
2020,1.0,5,MT,268
2020,1.0,5,PA,1825
2020,1.0,5,PB,816
2020,1.0,5,PE,1579
2020,1.0,5,PI,695
2020,1.0,5,PR,598
2020,1.0,5,RJ,2545
2020,1.0,5,RN,851
2020,1.0,5,RO,394
2020,1.0,5,RR,40
2020,1.0,5,RS,1134
2020,1.0,5,SC,419
2020,1.0,5,SE,837
2020,1.0,5,SP,1210
2020,1.0,5,TO,373
2020,1.0,6,AC,44
2020,1.0,6,AL,218
2020,1.0,6,AM,832
2020,1.0,6,AP,64
2020,1.0,6,BA,1081
2020,1.0,6,CE,2337
2020,1.0,6,DF,126
2020,1.0,6,ES,152
2020,1.0,6,GO,522
2020,1.0,6,MA,302
2020,1.0,6,MG,492
2020,1.0,6,MS,114
2020,1.0,6,MT,134
2020,1.0,6,PA,823
2020,1.0,6,PB,370
2020,1.0,6,PE,544
2020,1.0,6,PI,270
2020,1.0,6,PR,222
2020,1.0,6,RJ,914
2020,1.0,6,RN,336
2020,1.0,6,RO,181
2020,1.0,6,RR,19
2020,1.0,6,RS,372
2020,1.0,6,SC,89
2020,1.0,6,SE,386
2020,1.0,6,SP,433
2020,1.0,6,TO,142
2020,1.0,6,AC,26
2020,1.0,6,AL,97
2020,1.0,6,AM,507
2020,1.0,6,AP,32
2020,1.0,6,BA,553
2020,1.0,6,CE,1359
2020,1.0,6,DF,80
2020,1.0,6,ES,105
2020,1.0,6,GO,352
2020,1.0,6,MA,157
2020,1.0,6,MG,259
2020,1.0,6,MS,70
2020,1.0,6,MT,79
2020,1.0,6,PA,405
2020,1.0,6,PB,183
2020,1.0,6,PE,295
2020,1.0,6,PI,120
2020,1.0,6,PR,137
2020,1.0,6,RJ,406
2020,1.0,6,RN,153
2020,1.0,6,RO,109
2020,1.0,6,RR,14
2020,1.0,6,RS,175
2020,1.0,6,SC,51
2020,1.0,6,SE,199
2020,1.0,6,SP,291
2020,1.0,6,TO,88
2020,1.0,6,AC,19
2020,1.0,6,AL,52
2020,1.0,6,AM,399
2020,1.0,6,AP,22
2020,1.0,6,BA,295
2020,1.0,6,CE,891
2020,1.0,6,DF,57
2020,1.0,6,ES,58
2020,1.0,6,GO,250
2020,1.0,6,MA,80
2020,1.0,6,MG,214
2020,1.0,6,MS,45
2020,1.0,6,MT,58
2020,1.0,6,PA,258
2020,1.0,6,PB,131
2020,1.0,6,PE,218
2020,1.0,6,PI,77
2020,1.0,6,PR,86
2020,1.0,6,RJ,306
2020,1.0,6,RN,90
2020,1.0,6,RO,79
2020,1.0,6,RR,13
2020,1.0,6,RS,113
2020,1.0,6,SC,49
2020,1.0,6,SE,125
2020,1.0,6,SP,253
2020,1.0,6,TO,61
2020,1.0,6,AC,6
2020,1.0,6,AL,42
2020,1.0,6,AM,271
2020,1.0,6,AP,10
2020,1.0,6,BA,194
2020,1.0,6,CE,693
2020,1.0,6,DF,39
2020,1.0,6,ES,45
2020,1.0,6,GO,193
2020,1.0,6,MA,51
2020,1.0,6,MG,164
2020,1.0,6,MS,23
2020,1.0,6,MT,38
2020,1.0,6,PA,230
2020,1.0,6,PB,75
2020,1.0,6,PE,154
2020,1.0,6,PI,58
2020,1.0,6,PR,92
2020,1.0,6,RJ,214
2020,1.0,6,RN,52
2020,1.0,6,RO,77
2020,1.0,6,RR,6
2020,1.0,6,RS,79
2020,1.0,6,SC,30
2020,1.0,6,SE,105
2020,1.0,6,SP,213
2020,1.0,6,TO,42
2020,1.0,6,AC,13
2020,1.0,6,AL,42
2020,1.0,6,AM,232
2020,1.0,6,AP,17
2020,1.0,6,BA,141
2020,1.0,6,CE,599
2020,1.0,6,DF,30
2020,1.0,6,ES,38
2020,1.0,6,GO,164
2020,1.0,6,MA,40
2020,1.0,6,MG,135
2020,1.0,6,MS,26
2020,1.0,6,MT,34
2020,1.0,6,PA,147
2020,1.0,6,PB,67
2020,1.0,6,PE,99
2020,1.0,6,PI,45
2020,1.0,6,PR,66
2020,1.0,6,RJ,166
2020,1.0,6,RN,42
2020,1.0,6,RO,75
2020,1.0,6,RR,4
2020,1.0,6,RS,73
2020,1.0,6,SC,31
2020,1.0,6,SE,74
2020,1.0,6,SP,176
2020,1.0,6,TO,41
2020,1.0,6,AC,32
2020,1.0,6,AL,102
2020,1.0,6,AM,761
2020,1.0,6,AP,41
2020,1.0,6,BA,428
2020,1.0,6,CE,1744
2020,1.0,6,DF,78
2020,1.0,6,ES,114
2020,1.0,6,GO,515
2020,1.0,6,MA,133
2020,1.0,6,MG,431
2020,1.0,6,MS,104
2020,1.0,6,MT,88
2020,1.0,6,PA,447
2020,1.0,6,PB,182
2020,1.0,6,PE,448
2020,1.0,6,PI,143
2020,1.0,6,PR,222
2020,1.0,6,RJ,444
2020,1.0,6,RN,128
2020,1.0,6,RO,212
2020,1.0,6,RR,18
2020,1.0,6,RS,189
2020,1.0,6,SC,83
2020,1.0,6,SE,178
2020,1.0,6,SP,583
2020,1.0,6,TO,132
2020,1.0,6,AC,21
2020,1.0,6,AL,65
2020,1.0,6,AM,428
2020,1.0,6,AP,19
2020,1.0,6,BA,227
2020,1.0,6,CE,1249
2020,1.0,6,DF,32
2020,1.0,6,ES,70
2020,1.0,6,GO,410
2020,1.0,6,MA,90
2020,1.0,6,MG,203
2020,1.0,6,MS,47
2020,1.0,6,MT,48
2020,1.0,6,PA,236
2020,1.0,6,PB,126
2020,1.0,6,PE,314
2020,1.0,6,PI,123
2020,1.0,6,PR,93
2020,1.0,6,RJ,233
2020,1.0,6,RN,62
2020,1.0,6,RO,134
2020,1.0,6,RR,6
2020,1.0,6,RS,105
2020,1.0,6,SC,48
2020,1.0,6,SE,100
2020,1.0,6,SP,294
2020,1.0,6,TO,73
2020,1.0,6,AC,4
2020,1.0,6,AL,38
2020,1.0,6,AM,276
2020,1.0,6,AP,18
2020,1.0,6,BA,164
2020,1.0,6,CE,806
2020,1.0,6,DF,30
2020,1.0,6,ES,57
2020,1.0,6,GO,326
2020,1.0,6,MA,52
2020,1.0,6,MG,167
2020,1.0,6,MS,36
2020,1.0,6,MT,40
2020,1.0,6,PA,162
2020,1.0,6,PB,87
2020,1.0,6,PE,235
2020,1.0,6,PI,63
2020,1.0,6,PR,60
2020,1.0,6,RJ,203
2020,1.0,6,RN,45
2020,1.0,6,RO,94
2020,1.0,6,RR,3
2020,1.0,6,RS,76
2020,1.0,6,SC,28
2020,1.0,6,SE,58
2020,1.0,6,SP,270
2020,1.0,6,TO,48
2020,1.0,6,AC,5
2020,1.0,6,AL,25
2020,1.0,6,AM,124
2020,1.0,6,AP,3
2020,1.0,6,BA,103
2020,1.0,6,CE,504
2020,1.0,6,DF,31
2020,1.0,6,ES,33
2020,1.0,6,GO,203
2020,1.0,6,MA,22
2020,1.0,6,MG,121
2020,1.0,6,MS,32
2020,1.0,6,MT,26
2020,1.0,6,PA,108
2020,1.0,6,PB,57
2020,1.0,6,PE,140
2020,1.0,6,PI,45
2020,1.0,6,PR,52
2020,1.0,6,RJ,133
2020,1.0,6,RN,23
2020,1.0,6,RO,50
2020,1.0,6,RR,2
2020,1.0,6,RS,37
2020,1.0,6,SC,20
2020,1.0,6,SE,27
2020,1.0,6,SP,212
2020,1.0,6,TO,28
2020,1.0,6,AC,5
2020,1.0,6,AL,16
2020,1.0,6,AM,82
2020,1.0,6,AP,3
2020,1.0,6,BA,39
2020,1.0,6,CE,330
2020,1.0,6,DF,18
2020,1.0,6,ES,35
2020,1.0,6,GO,132
2020,1.0,6,MA,18
2020,1.0,6,MG,113
2020,1.0,6,MS,17
2020,1.0,6,MT,16
2020,1.0,6,PA,54
2020,1.0,6,PB,24
2020,1.0,6,PE,97
2020,1.0,6,PI,29
2020,1.0,6,PR,40
2020,1.0,6,RJ,147
2020,1.0,6,RN,10
2020,1.0,6,RO,19
2020,1.0,6,RR,3
2020,1.0,6,RS,43
2020,1.0,6,SC,12
2020,1.0,6,SE,23
2020,1.0,6,SP,182
2020,1.0,6,TO,12
2020,1.0,6,AC,2
2020,1.0,6,AL,6
2020,1.0,6,AM,37
2020,1.0,6,AP,3
2020,1.0,6,BA,32
2020,1.0,6,CE,164
2020,1.0,6,DF,10
2020,1.0,6,ES,19
2020,1.0,6,GO,64
2020,1.0,6,MA,8
2020,1.0,6,MG,69
2020,1.0,6,MS,10
2020,1.0,6,MT,11
2020,1.0,6,PA,30
2020,1.0,6,PB,18
2020,1.0,6,PE,43
2020,1.0,6,PI,14
2020,1.0,6,PR,23
2020,1.0,6,RJ,89
2020,1.0,6,RN,6
2020,1.0,6,RO,13
2020,1.0,6,RS,26
2020,1.0,6,SC,12
2020,1.0,6,SE,9
2020,1.0,6,SP,123
2020,1.0,6,TO,7
2020,1.0,6,AL,5
2020,1.0,6,AM,17
2020,1.0,6,AP,2
2020,1.0,6,BA,8
2020,1.0,6,CE,93
2020,1.0,6,DF,6
2020,1.0,6,ES,3
2020,1.0,6,GO,32
2020,1.0,6,MA,3
2020,1.0,6,MG,27
2020,1.0,6,MS,4
2020,1.0,6,MT,5
2020,1.0,6,PA,17
2020,1.0,6,PB,6
2020,1.0,6,PE,29
2020,1.0,6,PI,5
2020,1.0,6,PR,5
2020,1.0,6,RJ,56
2020,1.0,6,RN,3
2020,1.0,6,RO,7
2020,1.0,6,RS,15
2020,1.0,6,SC,2
2020,1.0,6,SE,4
2020,1.0,6,SP,54
2020,1.0,6,TO,5
2020,1.0,6,AL,1
2020,1.0,6,AM,11
2020,1.0,6,BA,6
2020,1.0,6,CE,22
2020,1.0,6,ES,2
2020,1.0,6,GO,3
2020,1.0,6,MG,11
2020,1.0,6,MS,1
2020,1.0,6,MT,2
2020,1.0,6,PA,9
2020,1.0,6,PB,2
2020,1.0,6,PE,7
2020,1.0,6,PI,3
2020,1.0,6,PR,3
2020,1.0,6,RJ,20
2020,1.0,6,RN,1
2020,1.0,6,RO,1
2020,1.0,6,RR,1
2020,1.0,6,RS,5
2020,1.0,6,SE,2
2020,1.0,6,SP,15
2020,1.0,6,TO,2
2020,1.0,6,AL,2
2020,1.0,6,AM,2
2020,1.0,6,CE,5
2020,1.0,6,DF,1
2020,1.0,6,GO,5
2020,1.0,6,MG,5
2020,1.0,6,MS,1
2020,1.0,6,PA,3
2020,1.0,6,PI,1
2020,1.0,6,RJ,5
2020,1.0,6,RN,1
2020,1.0,6,RO,1
2020,1.0,6,RR,1
2020,1.0,6,RS,1
2020,1.0,6,SE,1
2020,1.0,6,SP,6
2020,1.0,6,AM,1
2020,1.0,6,BA,2
2020,1.0,6,CE,3
2020,1.0,6,GO,4
2020,1.0,6,MG,4
2020,1.0,6,MS,2
2020,1.0,6,PA,2
2020,1.0,6,PE,1
2020,1.0,6,RJ,2
2020,1.0,6,SC,1
2020,1.0,6,SP,3
2020,2.0,1,AC,5
2020,2.0,1,AL,5
2020,2.0,1,AM,36
2020,2.0,1,AP,8
2020,2.0,1,BA,52
2020,2.0,1,CE,17
2020,2.0,1,DF,3
2020,2.0,1,ES,1
2020,2.0,1,GO,15
2020,2.0,1,MA,88
2020,2.0,1,MG,6
2020,2.0,1,MS,2
2020,2.0,1,MT,7
2020,2.0,1,PA,32
2020,2.0,1,PB,21
2020,2.0,1,PE,41
2020,2.0,1,PI,13
2020,2.0,1,PR,10
2020,2.0,1,RJ,10
2020,2.0,1,RN,2
2020,2.0,1,RO,8
2020,2.0,1,RR,9
2020,2.0,1,RS,3
2020,2.0,1,SC,5
2020,2.0,1,SE,10
2020,2.0,1,SP,3
2020,2.0,1,TO,7
2020,2.0,2,AC,77
2020,2.0,2,AL,179
2020,2.0,2,AM,361
2020,2.0,2,AP,63
2020,2.0,2,BA,708
2020,2.0,2,CE,1704
2020,2.0,2,DF,131
2020,2.0,2,ES,153
2020,2.0,2,GO,286
2020,2.0,2,MA,864
2020,2.0,2,MG,809
2020,2.0,2,MS,176
2020,2.0,2,MT,358
2020,2.0,2,PA,364
2020,2.0,2,PB,185
2020,2.0,2,PE,583
2020,2.0,2,PI,180
2020,2.0,2,PR,666
2020,2.0,2,RJ,398
2020,2.0,2,RN,94
2020,2.0,2,RO,116
2020,2.0,2,RR,69
2020,2.0,2,RS,261
2020,2.0,2,SC,194
2020,2.0,2,SE,138
2020,2.0,2,SP,1289
2020,2.0,2,TO,172
2020,2.0,3,AC,87
2020,2.0,3,AL,268
2020,2.0,3,AM,626
2020,2.0,3,AP,51
2020,2.0,3,BA,866
2020,2.0,3,CE,2432
2020,2.0,3,DF,163
2020,2.0,3,ES,321
2020,2.0,3,GO,368
2020,2.0,3,MA,836
2020,2.0,3,MG,906
2020,2.0,3,MS,202
2020,2.0,3,MT,471
2020,2.0,3,PA,536
2020,2.0,3,PB,196
2020,2.0,3,PE,899
2020,2.0,3,PI,210
2020,2.0,3,PR,236
2020,2.0,3,RJ,579
2020,2.0,3,RN,185
2020,2.0,3,RO,234
2020,2.0,3,RR,75
2020,2.0,3,RS,568
2020,2.0,3,SC,354
2020,2.0,3,SE,187
2020,2.0,3,SP,541
2020,2.0,3,TO,200
2020,2.0,4,AC,32
2020,2.0,4,AL,82
2020,2.0,4,AM,247
2020,2.0,4,AP,25
2020,2.0,4,BA,300
2020,2.0,4,CE,596
2020,2.0,4,DF,74
2020,2.0,4,ES,112
2020,2.0,4,GO,64
2020,2.0,4,MA,295
2020,2.0,4,MG,164
2020,2.0,4,MS,84
2020,2.0,4,MT,54
2020,2.0,4,PA,215
2020,2.0,4,PB,78
2020,2.0,4,PE,262
2020,2.0,4,PI,108
2020,2.0,4,PR,48
2020,2.0,4,RJ,157
2020,2.0,4,RN,109
2020,2.0,4,RO,51
2020,2.0,4,RR,17
2020,2.0,4,RS,131
2020,2.0,4,SC,25
2020,2.0,4,SE,87
2020,2.0,4,SP,59
2020,2.0,4,TO,63
2020,2.0,5,AC,14
2020,2.0,5,AL,30
2020,2.0,5,AM,133
2020,2.0,5,AP,15
2020,2.0,5,BA,152
2020,2.0,5,CE,272
2020,2.0,5,DF,15
2020,2.0,5,ES,20
2020,2.0,5,GO,22
2020,2.0,5,MA,131
2020,2.0,5,MG,26
2020,2.0,5,MS,22
2020,2.0,5,MT,13
2020,2.0,5,PA,115
2020,2.0,5,PB,36
2020,2.0,5,PE,100
2020,2.0,5,PI,51
2020,2.0,5,PR,12
2020,2.0,5,RJ,75
2020,2.0,5,RN,32
2020,2.0,5,RO,12
2020,2.0,5,RR,5
2020,2.0,5,RS,24
2020,2.0,5,SC,8
2020,2.0,5,SE,73
2020,2.0,5,SP,10
2020,2.0,5,TO,32
2020,2.0,6,AC,4
2020,2.0,6,AL,15
2020,2.0,6,AM,76
2020,2.0,6,AP,5
2020,2.0,6,BA,71
2020,2.0,6,CE,140
2020,2.0,6,DF,3
2020,2.0,6,ES,8
2020,2.0,6,GO,11
2020,2.0,6,MA,59
2020,2.0,6,MG,7
2020,2.0,6,MS,12
2020,2.0,6,MT,9
2020,2.0,6,PA,54
2020,2.0,6,PB,7
2020,2.0,6,PE,56
2020,2.0,6,PI,18
2020,2.0,6,PR,6
2020,2.0,6,RJ,33
2020,2.0,6,RN,12
2020,2.0,6,RO,9
2020,2.0,6,RR,4
2020,2.0,6,RS,6
2020,2.0,6,SC,2
2020,2.0,6,SE,33
2020,2.0,6,TO,8
2020,2.0,6,AC,2
2020,2.0,6,AL,8
2020,2.0,6,AM,35
2020,2.0,6,AP,3
2020,2.0,6,BA,39
2020,2.0,6,CE,71
2020,2.0,6,DF,1
2020,2.0,6,ES,2
2020,2.0,6,GO,5
2020,2.0,6,MA,27
2020,2.0,6,MG,2
2020,2.0,6,MS,7
2020,2.0,6,MT,4
2020,2.0,6,PA,31
2020,2.0,6,PB,5
2020,2.0,6,PE,18
2020,2.0,6,PI,20
2020,2.0,6,PR,3
2020,2.0,6,RJ,13
2020,2.0,6,RN,6
2020,2.0,6,RO,5
2020,2.0,6,RS,4
2020,2.0,6,SE,18
2020,2.0,6,SP,3
2020,2.0,6,TO,9
2020,2.0,6,AC,3
2020,2.0,6,AL,2
2020,2.0,6,AM,31
2020,2.0,6,AP,6
2020,2.0,6,BA,16
2020,2.0,6,CE,64
2020,2.0,6,DF,1
2020,2.0,6,ES,2
2020,2.0,6,GO,7
2020,2.0,6,MA,16
2020,2.0,6,MG,2
2020,2.0,6,MS,7
2020,2.0,6,MT,5
2020,2.0,6,PA,15
2020,2.0,6,PB,2
2020,2.0,6,PE,16
2020,2.0,6,PI,6
2020,2.0,6,RJ,9
2020,2.0,6,RN,4
2020,2.0,6,RO,9
2020,2.0,6,RR,1
2020,2.0,6,RS,2
2020,2.0,6,SE,16
2020,2.0,6,SP,1
2020,2.0,6,TO,8
2020,2.0,6,AL,3
2020,2.0,6,AM,26
2020,2.0,6,AP,2
2020,2.0,6,BA,9
2020,2.0,6,CE,48
2020,2.0,6,DF,1
2020,2.0,6,GO,3
2020,2.0,6,MA,15
2020,2.0,6,MS,3
2020,2.0,6,MT,4
2020,2.0,6,PA,22
2020,2.0,6,PB,3
2020,2.0,6,PE,11
2020,2.0,6,PI,4
2020,2.0,6,PR,1
2020,2.0,6,RO,3
2020,2.0,6,RR,3
2020,2.0,6,RS,2
2020,2.0,6,SC,1
2020,2.0,6,SE,7
2020,2.0,6,SP,1
2020,2.0,6,TO,3
2020,2.0,6,AC,2
2020,2.0,6,AM,20
2020,2.0,6,BA,9
2020,2.0,6,CE,47
2020,2.0,6,DF,1
2020,2.0,6,GO,2
2020,2.0,6,MA,9
2020,2.0,6,MG,1
2020,2.0,6,MS,2
2020,2.0,6,MT,4
2020,2.0,6,PA,8
2020,2.0,6,PB,3
2020,2.0,6,PE,11
2020,2.0,6,PI,3
2020,2.0,6,PR,3
2020,2.0,6,RJ,1
2020,2.0,6,RN,2
2020,2.0,6,RO,2
2020,2.0,6,RS,1
2020,2.0,6,SE,2
2020,2.0,6,TO,5
2020,2.0,6,AC,5
2020,2.0,6,AL,6
2020,2.0,6,AM,66
2020,2.0,6,AP,3
2020,2.0,6,BA,17
2020,2.0,6,CE,123
2020,2.0,6,DF,4
2020,2.0,6,ES,1
2020,2.0,6,GO,5
2020,2.0,6,MA,30
2020,2.0,6,MG,1
2020,2.0,6,MS,6
2020,2.0,6,MT,5
2020,2.0,6,PA,24
2020,2.0,6,PB,9
2020,2.0,6,PE,30
2020,2.0,6,PI,8
2020,2.0,6,PR,2
2020,2.0,6,RJ,11
2020,2.0,6,RN,1
2020,2.0,6,RO,3
2020,2.0,6,RR,2
2020,2.0,6,RS,1
2020,2.0,6,SC,3
2020,2.0,6,SE,9
2020,2.0,6,SP,1
2020,2.0,6,TO,15
2020,2.0,6,AL,2
2020,2.0,6,AM,54
2020,2.0,6,AP,3
2020,2.0,6,BA,17
2020,2.0,6,CE,106
2020,2.0,6,DF,2
2020,2.0,6,GO,6
2020,2.0,6,MA,18
2020,2.0,6,MG,6
2020,2.0,6,MS,2
2020,2.0,6,MT,4
2020,2.0,6,PA,12
2020,2.0,6,PB,2
2020,2.0,6,PE,24
2020,2.0,6,PI,7
2020,2.0,6,PR,3
2020,2.0,6,RJ,9
2020,2.0,6,RN,2
2020,2.0,6,RO,2
2020,2.0,6,RR,2
2020,2.0,6,RS,1
2020,2.0,6,SE,5
2020,2.0,6,SP,2
2020,2.0,6,TO,6
2020,2.0,6,AL,1
2020,2.0,6,AM,30
2020,2.0,6,AP,1
2020,2.0,6,BA,7
2020,2.0,6,CE,69
2020,2.0,6,DF,3
2020,2.0,6,ES,1
2020,2.0,6,GO,3
2020,2.0,6,MA,9
2020,2.0,6,MG,2
2020,2.0,6,MS,2
2020,2.0,6,MT,2
2020,2.0,6,PA,6
2020,2.0,6,PB,2
2020,2.0,6,PE,11
2020,2.0,6,PI,6
2020,2.0,6,RJ,1
2020,2.0,6,RO,3
2020,2.0,6,RS,1
2020,2.0,6,SC,2
2020,2.0,6,SE,6
2020,2.0,6,SP,2
2020,2.0,6,TO,8
2020,2.0,6,AL,3
2020,2.0,6,AM,17
2020,2.0,6,AP,1
2020,2.0,6,BA,4
2020,2.0,6,CE,25
2020,2.0,6,DF,1
2020,2.0,6,GO,2
2020,2.0,6,MA,8
2020,2.0,6,MS,3
2020,2.0,6,MT,2
2020,2.0,6,PA,4
2020,2.0,6,PE,8
2020,2.0,6,PI,4
2020,2.0,6,PR,1
2020,2.0,6,RS,2
2020,2.0,6,SC,1
2020,2.0,6,SE,2
2020,2.0,6,TO,3
2020,2.0,6,AM,10
2020,2.0,6,BA,3
2020,2.0,6,CE,19
2020,2.0,6,DF,1
2020,2.0,6,GO,2
2020,2.0,6,MA,4
2020,2.0,6,MG,1
2020,2.0,6,PA,4
2020,2.0,6,PB,1
2020,2.0,6,PE,7
2020,2.0,6,PI,2
2020,2.0,6,RJ,1
2020,2.0,6,RN,1
2020,2.0,6,RS,1
2020,2.0,6,AM,1
2020,2.0,6,BA,1
2020,2.0,6,CE,15
2020,2.0,6,ES,1
2020,2.0,6,MA,1
2020,2.0,6,MT,1
2020,2.0,6,PA,1
2020,2.0,6,PE,1
2020,2.0,6,AM,4
2020,2.0,6,CE,8
2020,2.0,6,MS,1
2020,2.0,6,PE,1
2020,2.0,6,RJ,1
2020,2.0,6,RS,1
2020,2.0,6,BA,1
2020,2.0,6,CE,6
2020,2.0,6,CE,4
2020,2.0,6,MG,1
2020,2.0,6,CE,1
2021,1.0,1,AC,40
2021,1.0,1,AL,144
2021,1.0,1,AM,242
2021,1.0,1,AP,71
2021,1.0,1,BA,665
2021,1.0,1,CE,527
2021,1.0,1,DF,150
2021,1.0,1,ES,75
2021,1.0,1,GO,440
2021,1.0,1,MA,592
2021,1.0,1,MG,194
2021,1.0,1,MS,81
2021,1.0,1,MT,106
2021,1.0,1,PA,765
2021,1.0,1,PB,616
2021,1.0,1,PE,958
2021,1.0,1,PI,288
2021,1.0,1,PR,244
2021,1.0,1,RJ,472
2021,1.0,1,RN,133
2021,1.0,1,RO,66
2021,1.0,1,RR,14
2021,1.0,1,RS,111
2021,1.0,1,SC,255
2021,1.0,1,SE,219
2021,1.0,1,SP,422
2021,1.0,1,TO,128
2021,1.0,2,AC,1203
2021,1.0,2,AL,3753
2021,1.0,2,AM,8725
2021,1.0,2,AP,1028
2021,1.0,2,BA,13651
2021,1.0,2,CE,29432
2021,1.0,2,DF,7439
2021,1.0,2,ES,4860
2021,1.0,2,GO,15388
2021,1.0,2,MA,8615
2021,1.0,2,MG,26987
2021,1.0,2,MS,6167
2021,1.0,2,MT,4722
2021,1.0,2,PA,9287
2021,1.0,2,PB,7185
2021,1.0,2,PE,15997
2021,1.0,2,PI,5166
2021,1.0,2,PR,26860
2021,1.0,2,RJ,20372
2021,1.0,2,RN,3799
2021,1.0,2,RO,1971
2021,1.0,2,RR,524
2021,1.0,2,RS,10446
2021,1.0,2,SC,10097
2021,1.0,2,SE,3153
2021,1.0,2,SP,77537
2021,1.0,2,TO,2599
2021,1.0,3,AC,1241
2021,1.0,3,AL,4117
2021,1.0,3,AM,12178
2021,1.0,3,AP,1203
2021,1.0,3,BA,16155
2021,1.0,3,CE,36100
2021,1.0,3,DF,7190
2021,1.0,3,ES,9066
2021,1.0,3,GO,19057
2021,1.0,3,MA,7972
2021,1.0,3,MG,28293
2021,1.0,3,MS,2726
2021,1.0,3,MT,5824
2021,1.0,3,PA,10117
2021,1.0,3,PB,5483
2021,1.0,3,PE,16015
2021,1.0,3,PI,4966
2021,1.0,3,PR,10524
2021,1.0,3,RJ,23191
2021,1.0,3,RN,5144
2021,1.0,3,RO,3899
2021,1.0,3,RR,911
2021,1.0,3,RS,17973
2021,1.0,3,SC,13394
2021,1.0,3,SE,3140
2021,1.0,3,SP,54504
2021,1.0,3,TO,2382
2021,1.0,4,AC,244
2021,1.0,4,AL,1237
2021,1.0,4,AM,3968
2021,1.0,4,AP,281
2021,1.0,4,BA,8093
2021,1.0,4,CE,10142
2021,1.0,4,DF,1277
2021,1.0,4,ES,1923
2021,1.0,4,GO,4054
2021,1.0,4,MA,1544
2021,1.0,4,MG,3958
2021,1.0,4,MS,737
2021,1.0,4,MT,709
2021,1.0,4,PA,2862
2021,1.0,4,PB,1778
2021,1.0,4,PE,3630
2021,1.0,4,PI,1435
2021,1.0,4,PR,2312
2021,1.0,4,RJ,5565
2021,1.0,4,RN,2191
2021,1.0,4,RO,688
2021,1.0,4,RR,135
2021,1.0,4,RS,3639
2021,1.0,4,SC,1636
2021,1.0,4,SE,911
2021,1.0,4,SP,3827
2021,1.0,4,TO,517
2021,1.0,5,AC,71
2021,1.0,5,AL,433
2021,1.0,5,AM,1637
2021,1.0,5,AP,98
2021,1.0,5,BA,3687
2021,1.0,5,CE,4159
2021,1.0,5,DF,296
2021,1.0,5,ES,501
2021,1.0,5,GO,1206
2021,1.0,5,MA,416
2021,1.0,5,MG,975
2021,1.0,5,MS,229
2021,1.0,5,MT,169
2021,1.0,5,PA,1125
2021,1.0,5,PB,641
2021,1.0,5,PE,1123
2021,1.0,5,PI,574
2021,1.0,5,PR,526
2021,1.0,5,RJ,1747
2021,1.0,5,RN,722
2021,1.0,5,RO,223
2021,1.0,5,RR,43
2021,1.0,5,RS,1319
2021,1.0,5,SC,383
2021,1.0,5,SE,448
2021,1.0,5,SP,695
2021,1.0,5,TO,187
2021,1.0,6,AC,32
2021,1.0,6,AL,142
2021,1.0,6,AM,856
2021,1.0,6,AP,30
2021,1.0,6,BA,1479
2021,1.0,6,CE,1702
2021,1.0,6,DF,87
2021,1.0,6,ES,128
2021,1.0,6,GO,514
2021,1.0,6,MA,138
2021,1.0,6,MG,411
2021,1.0,6,MS,77
2021,1.0,6,MT,75
2021,1.0,6,PA,453
2021,1.0,6,PB,235
2021,1.0,6,PE,371
2021,1.0,6,PI,162
2021,1.0,6,PR,131
2021,1.0,6,RJ,678
2021,1.0,6,RN,266
2021,1.0,6,RO,79
2021,1.0,6,RR,12
2021,1.0,6,RS,389
2021,1.0,6,SC,68
2021,1.0,6,SE,185
2021,1.0,6,SP,237
2021,1.0,6,TO,59
2021,1.0,6,AC,21
2021,1.0,6,AL,80
2021,1.0,6,AM,510
2021,1.0,6,AP,20
2021,1.0,6,BA,631
2021,1.0,6,CE,927
2021,1.0,6,DF,46
2021,1.0,6,ES,65
2021,1.0,6,GO,349
2021,1.0,6,MA,59
2021,1.0,6,MG,228
2021,1.0,6,MS,34
2021,1.0,6,MT,46
2021,1.0,6,PA,213
2021,1.0,6,PB,141
2021,1.0,6,PE,157
