NU_ANO,TP_LOCALIZACAO_ESC,TP_COR_RACA,SG_UF_PROVA,QTD
2023,1.0,3,MA,17837
2023,1.0,3,MG,23007
2023,1.0,3,MS,4167
2023,1.0,3,MT,7221
2023,1.0,3,PA,19614
2023,1.0,3,PB,12683
2023,1.0,3,PE,21318
2023,1.0,3,PI,10244
2023,1.0,3,PR,12619
2023,1.0,3,RJ,19379
2023,1.0,3,RN,7517
2023,1.0,3,RO,5299
2023,1.0,3,RR,1172
2023,1.0,3,RS,4710
2023,1.0,3,SC,4959
2023,1.0,3,SE,5423
2023,1.0,3,SP,47594
2023,1.0,3,TO,3745
2023,1.0,4,AC,123
2023,1.0,4,AL,475
2023,1.0,4,AM,391
2023,1.0,4,AP,51
2023,1.0,4,BA,614
2023,1.0,4,CE,929
2023,1.0,4,DF,249
2023,1.0,4,ES,172
2023,1.0,4,GO,1224
2023,1.0,4,MA,361
2023,1.0,4,MG,650
2023,1.0,4,MS,275
2023,1.0,4,MT,303
2023,1.0,4,PA,562
2023,1.0,4,PB,363
2023,1.0,4,PE,621
2023,1.0,4,PI,336
2023,1.0,4,PR,1007
2023,1.0,4,RJ,585
2023,1.0,4,RN,204
2023,1.0,4,RO,214
2023,1.0,4,RR,17
2023,1.0,4,RS,130
2023,1.0,4,SC,204
2023,1.0,4,SE,202
2023,1.0,4,SP,3590
2023,1.0,4,TO,157
2023,1.0,5,AC,56
2023,1.0,5,AL,146
2023,1.0,5,AM,780
2023,1.0,5,AP,14
2023,1.0,5,BA,231
2023,1.0,5,CE,386
2023,1.0,5,DF,54
2023,1.0,5,ES,92
2023,1.0,5,GO,275
2023,1.0,5,MA,147
2023,1.0,5,MG,143
2023,1.0,5,MS,106
2023,1.0,5,MT,61
2023,1.0,5,PA,205
2023,1.0,5,PB,124
2023,1.0,5,PE,367
2023,1.0,5,PI,100
2023,1.0,5,PR,104
2023,1.0,5,RJ,165
2023,1.0,5,RN,56
2023,1.0,5,RO,73
2023,1.0,5,RR,96
2023,1.0,5,RS,85
2023,1.0,5,SC,81
2023,1.0,5,SE,66
2023,1.0,5,SP,571
2023,1.0,5,TO,46
2023,2.0,0,AC,11
2023,2.0,0,AL,9
2023,2.0,0,AM,50
2023,2.0,0,AP,2
2023,2.0,0,BA,23
2023,2.0,0,CE,87
2023,2.0,0,DF,12
2023,2.0,0,ES,2
2023,2.0,0,GO,15
2023,2.0,0,MA,34
2023,2.0,0,MG,22
2023,2.0,0,MS,3
2023,2.0,0,MT,13
2023,2.0,0,PA,41
2023,2.0,0,PB,5
2023,2.0,0,PE,68
2023,2.0,0,PI,18
2023,2.0,0,PR,26
2023,2.0,0,RJ,16
2023,2.0,0,RN,2
2023,2.0,0,RO,7
2023,2.0,0,RR,4
2023,2.0,0,RS,18
2023,2.0,0,SC,7
2023,2.0,0,SE,7
2023,2.0,0,SP,19
2023,2.0,0,TO,10
2023,2.0,1,AC,68
2023,2.0,1,AL,176
2023,2.0,1,AM,111
2023,2.0,1,AP,24
2023,2.0,1,BA,467
2023,2.0,1,CE,986
2023,2.0,1,DF,81
2023,2.0,1,ES,434
2023,2.0,1,GO,296
2023,2.0,1,MA,449
2023,2.0,1,MG,835
2023,2.0,1,MS,237
2023,2.0,1,MT,341
2023,2.0,1,PA,269
2023,2.0,1,PB,204
2023,2.0,1,PE,458
2023,2.0,1,PI,111
2023,2.0,1,PR,1081
2023,2.0,1,RJ,605
2023,2.0,1,RN,151
2023,2.0,1,RO,126
2023,2.0,1,RR,26
2023,2.0,1,RS,942
2023,2.0,1,SC,635
2023,2.0,1,SE,82
2023,2.0,1,SP,1543
2023,2.0,1,TO,86
2023,2.0,2,AC,47
2023,2.0,2,AL,111
2023,2.0,2,AM,53
2023,2.0,2,AP,49
2023,2.0,2,BA,483
2023,2.0,2,CE,335
2023,2.0,2,DF,62
2023,2.0,2,ES,73
2023,2.0,2,GO,107
2023,2.0,2,MA,495
2023,2.0,2,MG,226
2023,2.0,2,MS,23
2023,2.0,2,MT,128
2023,2.0,2,PA,222
2023,2.0,2,PB,83
2023,2.0,2,PE,247
2023,2.0,2,PI,135
2023,2.0,2,PR,50
2023,2.0,2,RJ,246
2023,2.0,2,RN,61
2023,2.0,2,RO,45
2023,2.0,2,RR,16
2023,2.0,2,RS,39
2023,2.0,2,SC,18
2023,2.0,2,SE,64
2023,2.0,2,SP,167
2023,2.0,2,TO,87
2023,2.0,3,AC,322
2023,2.0,3,AL,687
2023,2.0,3,AM,1133
2023,2.0,3,AP,170
2023,2.0,3,BA,1273
2023,2.0,3,CE,3966
2023,2.0,3,DF,225
2023,2.0,3,ES,327
2023,2.0,3,GO,454
2023,2.0,3,MA,2198
2023,2.0,3,MG,923
2023,2.0,3,MS,226
2023,2.0,3,MT,594
2023,2.0,3,PA,1311
2023,2.0,3,PB,460
2023,2.0,3,PE,1095
2023,2.0,3,PI,526
2023,2.0,3,PR,398
2023,2.0,3,RJ,534
2023,2.0,3,RN,288
2023,2.0,3,RO,231
2023,2.0,3,RR,113
2023,2.0,3,RS,177
2023,2.0,3,SC,99
2023,2.0,3,SE,304
2023,2.0,3,SP,656
2023,2.0,3,TO,294
2023,2.0,4,AC,14
2023,2.0,4,AL,26
2023,2.0,4,AM,9
2023,2.0,4,AP,5
2023,2.0,4,BA,48
2023,2.0,4,CE,44
2023,2.0,4,DF,8
2023,2.0,4,ES,6
2023,2.0,4,GO,27
2023,2.0,4,MA,45
2023,2.0,4,MG,19
2023,2.0,4,MS,6
2023,2.0,4,MT,8
2023,2.0,4,PA,30
2023,2.0,4,PB,17
2023,2.0,4,PE,30
2023,2.0,4,PI,16
2023,2.0,4,PR,35
2023,2.0,4,RJ,22
2023,2.0,4,RN,8
2023,2.0,4,RO,4
2023,2.0,4,RR,3
2023,2.0,4,RS,4
2023,2.0,4,SC,1
2023,2.0,4,SE,9
2023,2.0,4,SP,33
2023,2.0,4,TO,12
2023,2.0,5,AC,8
2023,2.0,5,AL,39
2023,2.0,5,AM,213
2023,2.0,5,AP,2
2023,2.0,5,BA,37
2023,2.0,5,CE,215
2023,2.0,5,DF,1
2023,2.0,5,ES,18
2023,2.0,5,GO,9
2023,2.0,5,MA,35
2023,2.0,5,MG,18
2023,2.0,5,MS,137
2023,2.0,5,MT,23
2023,2.0,5,PA,20
2023,2.0,5,PB,53
2023,2.0,5,PE,121
2023,2.0,5,PI,4
2023,2.0,5,PR,41
2023,2.0,5,RJ,2
2023,2.0,5,RN,15
2023,2.0,5,RO,14
2023,2.0,5,RR,58
2023,2.0,5,RS,13
2023,2.0,5,SC,3
2023,2.0,5,SE,6
2023,2.0,5,SP,10
2023,2.0,5,TO,35
