NU_ANO,TP_COR_RACA,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2020,0,6,SC,243
2020,0,6,SE,171
2020,0,6,SP,1284
2020,0,6,TO,76
2020,0,6,AC,54
2020,0,6,AL,182
2020,0,6,AM,208
2020,0,6,AP,67
2020,0,6,BA,624
2020,0,6,CE,397
2020,0,6,DF,233
2020,0,6,ES,139
2020,0,6,GO,298
2020,0,6,MA,223
2020,0,6,MG,907
2020,0,6,MS,91
2020,0,6,MT,138
2020,0,6,PA,397
2020,0,6,PB,260
2020,0,6,PE,485
2020,0,6,PI,166
2020,0,6,PR,274
2020,0,6,RJ,564
2020,0,6,RN,222
2020,0,6,RO,90
2020,0,6,RR,17
2020,0,6,RS,334
2020,0,6,SC,133
2020,0,6,SE,126
2020,0,6,SP,834
2020,0,6,TO,43
2020,0,6,AC,49
2020,0,6,AL,105
2020,0,6,AM,152
2020,0,6,AP,42
2020,0,6,BA,405
2020,0,6,CE,282
2020,0,6,DF,166
2020,0,6,ES,69
2020,0,6,GO,194
2020,0,6,MA,138
2020,0,6,MG,556
2020,0,6,MS,57
2020,0,6,MT,77
2020,0,6,PA,257
2020,0,6,PB,169
2020,0,6,PE,346
2020,0,6,PI,105
2020,0,6,PR,185
2020,0,6,RJ,366
2020,0,6,RN,143
2020,0,6,RO,55
2020,0,6,RR,17
2020,0,6,RS,186
2020,0,6,SC,66
2020,0,6,SE,86
2020,0,6,SP,576
2020,0,6,TO,26
2020,0,6,AC,23
2020,0,6,AL,65
2020,0,6,AM,108
2020,0,6,AP,23
2020,0,6,BA,230
2020,0,6,CE,134
2020,0,6,DF,98
2020,0,6,ES,40
2020,0,6,GO,126
2020,0,6,MA,70
2020,0,6,MG,330
2020,0,6,MS,36
2020,0,6,MT,42
2020,0,6,PA,172
2020,0,6,PB,85
2020,0,6,PE,176
2020,0,6,PI,51
2020,0,6,PR,112
2020,0,6,RJ,229
2020,0,6,RN,70
2020,0,6,RO,36
2020,0,6,RR,10
2020,0,6,RS,114
2020,0,6,SC,48
2020,0,6,SE,42
2020,0,6,SP,301
2020,0,6,TO,7
2020,0,6,AC,10
2020,0,6,AL,32
2020,0,6,AM,49
2020,0,6,AP,6
2020,0,6,BA,119
2020,0,6,CE,82
2020,0,6,DF,34
2020,0,6,ES,22
2020,0,6,GO,53
2020,0,6,MA,32
2020,0,6,MG,179
2020,0,6,MS,24
2020,0,6,MT,24
2020,0,6,PA,70
2020,0,6,PB,31
2020,0,6,PE,106
2020,0,6,PI,36
2020,0,6,PR,40
2020,0,6,RJ,133
2020,0,6,RN,37
2020,0,6,RO,20
2020,0,6,RR,1
2020,0,6,RS,71
2020,0,6,SC,16
2020,0,6,SE,23
2020,0,6,SP,195
2020,0,6,TO,7
2020,0,6,AC,2
2020,0,6,AL,13
2020,0,6,AM,21
2020,0,6,AP,7
2020,0,6,BA,60
2020,0,6,CE,45
2020,0,6,DF,35
2020,0,6,ES,17
2020,0,6,GO,29
2020,0,6,MA,17
2020,0,6,MG,110
2020,0,6,MS,13
2020,0,6,MT,9
2020,0,6,PA,35
2020,0,6,PB,23
2020,0,6,PE,49
2020,0,6,PI,20
2020,0,6,PR,20
2020,0,6,RJ,97
2020,0,6,RN,21
2020,0,6,RO,10
2020,0,6,RR,3
2020,0,6,RS,51
2020,0,6,SC,11
2020,0,6,SE,8
2020,0,6,SP,104
2020,0,6,TO,1
2020,0,6,AL,5
2020,0,6,AM,14
2020,0,6,AP,2
2020,0,6,BA,29
2020,0,6,CE,27
2020,0,6,DF,17
2020,0,6,ES,6
2020,0,6,GO,14
2020,0,6,MA,4
2020,0,6,MG,43
2020,0,6,MS,3
2020,0,6,MT,5
2020,0,6,PA,19
2020,0,6,PB,13
2020,0,6,PE,27
2020,0,6,PI,10
2020,0,6,PR,17
2020,0,6,RJ,61
2020,0,6,RN,10
2020,0,6,RO,2
2020,0,6,RS,24
2020,0,6,SC,6
2020,0,6,SE,8
2020,0,6,SP,27
2020,0,6,AL,3
2020,0,6,AM,3
2020,0,6,AP,1
2020,0,6,BA,12
2020,0,6,CE,9
2020,0,6,DF,6
2020,0,6,ES,4
2020,0,6,GO,4
2020,0,6,MA,3
2020,0,6,MG,17
2020,0,6,MS,3
2020,0,6,MT,1
2020,0,6,PA,6
2020,0,6,PB,4
2020,0,6,PE,7
2020,0,6,PI,3
2020,0,6,PR,4
2020,0,6,RJ,17
2020,0,6,RN,6
2020,0,6,RO,1
2020,0,6,RS,9
2020,0,6,SC,3
2020,0,6,SP,20
2020,0,6,TO,1
2020,0,6,AL,1
2020,0,6,BA,3
2020,0,6,CE,5
2020,0,6,ES,3
2020,0,6,MG,4
2020,0,6,MT,1
2020,0,6,PA,3
2020,0,6,PB,2
2020,0,6,PE,3
2020,0,6,PI,2
2020,0,6,PR,2
2020,0,6,RJ,7
2020,0,6,RN,2
2020,0,6,RS,1
2020,0,6,SE,3
2020,0,6,SP,11
2020,0,6,DF,3
2020,0,6,ES,1
2020,0,6,MG,4
2020,0,6,MT,1
2020,0,6,PA,3
2020,0,6,PB,1
2020,0,6,SP,3
2020,1,1,AC,412
2020,1,1,AL,1726
2020,1,1,AM,1460
2020,1,1,AP,461
2020,1,1,BA,6554
2020,1,1,CE,7305
2020,1,1,DF,2423
2020,1,1,ES,2443
2020,1,1,GO,6988
2020,1,1,MA,3822
2020,1,1,MG,18189
2020,1,1,MS,3408
2020,1,1,MT,2809
2020,1,1,PA,4456
2020,1,1,PB,4685
2020,1,1,PE,9534
2020,1,1,PI,2436
2020,1,1,PR,12581
2020,1,1,RJ,9798
2020,1,1,RN,2614
2020,1,1,RO,995
2020,1,1,RR,270
2020,1,1,RS,8698
2020,1,1,SC,6716
2020,1,1,SE,1868
2020,1,1,SP,43244
2020,1,1,TO,1264
2020,1,2,AC,770
2020,1,2,AL,2934
2020,1,2,AM,2867
2020,1,2,AP,845
2020,1,2,BA,9933
2020,1,2,CE,11540
2020,1,2,DF,5828
2020,1,2,ES,5534
2020,1,2,GO,11861
2020,1,2,MA,5507
2020,1,2,MG,34063
2020,1,2,MS,5722
2020,1,2,MT,4779
2020,1,2,PA,6211
2020,1,2,PB,5991
2020,1,2,PE,13999
2020,1,2,PI,3272
2020,1,2,PR,32689
2020,1,2,RJ,23861
2020,1,2,RN,4807
2020,1,2,RO,1891
2020,1,2,RR,396
2020,1,2,RS,21678
2020,1,2,SC,16434
2020,1,2,SE,2212
2020,1,2,SP,111317
2020,1,2,TO,1816
2020,1,3,AC,862
2020,1,3,AL,3308
2020,1,3,AM,3507
2020,1,3,AP,943
2020,1,3,BA,10866
2020,1,3,CE,12035
2020,1,3,DF,6232
2020,1,3,ES,6732
2020,1,3,GO,12659
2020,1,3,MA,5973
2020,1,3,MG,36900
2020,1,3,MS,4655
2020,1,3,MT,4857
2020,1,3,PA,6648
2020,1,3,PB,5709
2020,1,3,PE,13717
2020,1,3,PI,3433
2020,1,3,PR,24832
2020,1,3,RJ,27055
2020,1,3,RN,5859
2020,1,3,RO,2487
2020,1,3,RR,481
2020,1,3,RS,32402
2020,1,3,SC,20564
2020,1,3,SE,2029
2020,1,3,SP,88974
2020,1,3,TO,1695
2020,1,4,AC,609
2020,1,4,AL,2499
2020,1,4,AM,2233
2020,1,4,AP,755
2020,1,4,BA,7845
2020,1,4,CE,7194
2020,1,4,DF,3828
2020,1,4,ES,4237
2020,1,4,GO,6711
2020,1,4,MA,4599
2020,1,4,MG,23930
2020,1,4,MS,3020
2020,1,4,MT,2760
2020,1,4,PA,5177
2020,1,4,PB,4445
2020,1,4,PE,9152
2020,1,4,PI,2629
2020,1,4,PR,13992
2020,1,4,RJ,18214
2020,1,4,RN,4667
2020,1,4,RO,1658
2020,1,4,RR,261
2020,1,4,RS,21329
2020,1,4,SC,8380
2020,1,4,SE,1429
2020,1,4,SP,46606
2020,1,4,TO,1213
2020,1,5,AC,482
2020,1,5,AL,1819
2020,1,5,AM,1720
2020,1,5,AP,614
2020,1,5,BA,5725
2020,1,5,CE,4750
2020,1,5,DF,2612
2020,1,5,ES,2854
2020,1,5,GO,4217
2020,1,5,MA,3594
2020,1,5,MG,17148
2020,1,5,MS,2357
2020,1,5,MT,1825
2020,1,5,PA,3840
2020,1,5,PB,3322
2020,1,5,PE,6410
2020,1,5,PI,1874
2020,1,5,PR,9774
2020,1,5,RJ,12807
2020,1,5,RN,3690
2020,1,5,RO,1112
2020,1,5,RR,199
2020,1,5,RS,15393
2020,1,5,SC,5401
2020,1,5,SE,1178
2020,1,5,SP,31158
2020,1,5,TO,803
2020,1,6,AC,392
2020,1,6,AL,1257
2020,1,6,AM,1095
2020,1,6,AP,460
2020,1,6,BA,4115
2020,1,6,CE,3328
2020,1,6,DF,1985
2020,1,6,ES,1961
2020,1,6,GO,3000
2020,1,6,MA,2704
2020,1,6,MG,12354
2020,1,6,MS,1619
2020,1,6,MT,1337
2020,1,6,PA,3056
2020,1,6,PB,2593
2020,1,6,PE,4708
2020,1,6,PI,1357
2020,1,6,PR,7259
2020,1,6,RJ,9123
2020,1,6,RN,2984
2020,1,6,RO,809
2020,1,6,RR,158
2020,1,6,RS,11749
2020,1,6,SC,3721
2020,1,6,SE,843
2020,1,6,SP,22503
2020,1,6,TO,569
2020,1,6,AC,336
2020,1,6,AL,1092
2020,1,6,AM,1020
2020,1,6,AP,350
2020,1,6,BA,2910
2020,1,6,CE,2508
2020,1,6,DF,1559
2020,1,6,ES,1462
2020,1,6,GO,2198
2020,1,6,MA,2002
2020,1,6,MG,9145
2020,1,6,MS,1282
2020,1,6,MT,1013
2020,1,6,PA,2283
2020,1,6,PB,2088
2020,1,6,PE,3603
2020,1,6,PI,983
2020,1,6,PR,5856
2020,1,6,RJ,6431
2020,1,6,RN,2463
2020,1,6,RO,655
2020,1,6,RR,111
2020,1,6,RS,8931
2020,1,6,SC,2886
2020,1,6,SE,608
2020,1,6,SP,17278
2020,1,6,TO,431
2020,1,6,AC,294
2020,1,6,AL,925
2020,1,6,AM,902
2020,1,6,AP,295
2020,1,6,BA,2465
2020,1,6,CE,2123
2020,1,6,DF,1217
2020,1,6,ES,1246
2020,1,6,GO,1894
2020,1,6,MA,1753
2020,1,6,MG,7730
2020,1,6,MS,1164
2020,1,6,MT,970
2020,1,6,PA,1893
2020,1,6,PB,1725
2020,1,6,PE,3107
2020,1,6,PI,858
2020,1,6,PR,5067
2020,1,6,RJ,5538
2020,1,6,RN,2070
2020,1,6,RO,563
2020,1,6,RR,93
2020,1,6,RS,7604
2020,1,6,SC,2420
2020,1,6,SE,506
2020,1,6,SP,15004
2020,1,6,TO,361
2020,1,6,AC,221
2020,1,6,AL,772
2020,1,6,AM,801
2020,1,6,AP,340
2020,1,6,BA,1929
2020,1,6,CE,1829
2020,1,6,DF,1074
2020,1,6,ES,935
2020,1,6,GO,1417
2020,1,6,MA,1483
2020,1,6,MG,6396
2020,1,6,MS,1049
2020,1,6,MT,832
2020,1,6,PA,1687
2020,1,6,PB,1580
2020,1,6,PE,2650
2020,1,6,PI,750
2020,1,6,PR,4425
2020,1,6,RJ,4560
2020,1,6,RN,1885
2020,1,6,RO,566
2020,1,6,RR,93
2020,1,6,RS,6484
2020,1,6,SC,2090
2020,1,6,SE,426
2020,1,6,SP,12628
2020,1,6,TO,284
2020,1,6,AC,219
2020,1,6,AL,650
2020,1,6,AM,663
2020,1,6,AP,246
2020,1,6,BA,1639
2020,1,6,CE,1658
2020,1,6,DF,961
2020,1,6,ES,822
2020,1,6,GO,1348
2020,1,6,MA,1262
2020,1,6,MG,5545
2020,1,6,MS,871
2020,1,6,MT,757
2020,1,6,PA,1460
2020,1,6,PB,1463
2020,1,6,PE,2359
2020,1,6,PI,643
2020,1,6,PR,3777
2020,1,6,RJ,3794
2020,1,6,RN,1695
2020,1,6,RO,479
2020,1,6,RR,70
2020,1,6,RS,5686
2020,1,6,SC,1840
2020,1,6,SE,354
2020,1,6,SP,10527
2020,1,6,TO,253
2020,1,6,AC,785
2020,1,6,AL,2344
2020,1,6,AM,2398
2020,1,6,AP,943
2020,1,6,BA,5042
2020,1,6,CE,5287
2020,1,6,DF,2997
2020,1,6,ES,2684
2020,1,6,GO,4353
2020,1,6,MA,3897
2020,1,6,MG,17152
2020,1,6,MS,3312
2020,1,6,MT,2566
2020,1,6,PA,4869
2020,1,6,PB,5047
2020,1,6,PE,7745
2020,1,6,PI,2112
2020,1,6,PR,12298
2020,1,6,RJ,11993
2020,1,6,RN,5756
2020,1,6,RO,1797
2020,1,6,RR,271
2020,1,6,RS,17932
2020,1,6,SC,5895
2020,1,6,SE,1215
2020,1,6,SP,32925
2020,1,6,TO,862
2020,1,6,AC,455
2020,1,6,AL,1317
2020,1,6,AM,1373
2020,1,6,AP,537
2020,1,6,BA,2708
2020,1,6,CE,3114
2020,1,6,DF,1752
2020,1,6,ES,1478
2020,1,6,GO,2433
2020,1,6,MA,2214
2020,1,6,MG,9133
2020,1,6,MS,1981
2020,1,6,MT,1573
2020,1,6,PA,2799
2020,1,6,PB,3074
2020,1,6,PE,4569
2020,1,6,PI,1188
2020,1,6,PR,6782
2020,1,6,RJ,6272
2020,1,6,RN,3572
2020,1,6,RO,1019
2020,1,6,RR,134
2020,1,6,RS,10462
2020,1,6,SC,3203
2020,1,6,SE,685
2020,1,6,SP,18485
2020,1,6,TO,404
2020,1,6,AC,317
2020,1,6,AL,970
2020,1,6,AM,963
2020,1,6,AP,399
2020,1,6,BA,2066
2020,1,6,CE,2058
2020,1,6,DF,1331
2020,1,6,ES,1082
2020,1,6,GO,1694
2020,1,6,MA,1434
2020,1,6,MG,6316
2020,1,6,MS,1421
2020,1,6,MT,1021
2020,1,6,PA,2129
2020,1,6,PB,2018
2020,1,6,PE,3071
2020,1,6,PI,755
2020,1,6,PR,4522
2020,1,6,RJ,4739
2020,1,6,RN,2329
2020,1,6,RO,733
2020,1,6,RR,96
2020,1,6,RS,7529
2020,1,6,SC,2196
2020,1,6,SE,493
2020,1,6,SP,13389
2020,1,6,TO,280
2020,1,6,AC,167
2020,1,6,AL,524
2020,1,6,AM,654
2020,1,6,AP,224
2020,1,6,BA,1333
2020,1,6,CE,1224
2020,1,6,DF,988
2020,1,6,ES,724
2020,1,6,GO,1158
2020,1,6,MA,857
2020,1,6,MG,4179
2020,1,6,MS,920
2020,1,6,MT,671
2020,1,6,PA,1447
2020,1,6,PB,1227
2020,1,6,PE,2060
2020,1,6,PI,499
2020,1,6,PR,2842
2020,1,6,RJ,3408
2020,1,6,RN,1301
2020,1,6,RO,421
2020,1,6,RR,52
2020,1,6,RS,4584
2020,1,6,SC,1323
2020,1,6,SE,294
2020,1,6,SP,9096
2020,1,6,TO,165
2020,1,6,AC,91
2020,1,6,AL,314
2020,1,6,AM,374
2020,1,6,AP,147
2020,1,6,BA,802
2020,1,6,CE,783
2020,1,6,DF,709
2020,1,6,ES,519
2020,1,6,GO,737
2020,1,6,MA,452
2020,1,6,MG,2949
2020,1,6,MS,553
2020,1,6,MT,413
2020,1,6,PA,885
2020,1,6,PB,721
2020,1,6,PE,1259
2020,1,6,PI,261
2020,1,6,PR,1680
2020,1,6,RJ,2654
2020,1,6,RN,768
2020,1,6,RO,267
2020,1,6,RR,27
2020,1,6,RS,2955
2020,1,6,SC,840
2020,1,6,SE,188
2020,1,6,SP,5861
2020,1,6,TO,83
2020,1,6,AC,41
2020,1,6,AL,186
2020,1,6,AM,205
2020,1,6,AP,57
2020,1,6,BA,500
2020,1,6,CE,475
2020,1,6,DF,397
2020,1,6,ES,301
2020,1,6,GO,387
2020,1,6,MA,238
2020,1,6,MG,1961
2020,1,6,MS,302
2020,1,6,MT,234
2020,1,6,PA,482
2020,1,6,PB,420
2020,1,6,PE,748
2020,1,6,PI,171
2020,1,6,PR,958
2020,1,6,RJ,1912
2020,1,6,RN,460
2020,1,6,RO,120
2020,1,6,RR,15
2020,1,6,RS,1783
2020,1,6,SC,402
2020,1,6,SE,107
2020,1,6,SP,3599
2020,1,6,TO,35
2020,1,6,AC,13
2020,1,6,AL,100
2020,1,6,AM,83
2020,1,6,AP,29
2020,1,6,BA,257
2020,1,6,CE,216
2020,1,6,DF,197
2020,1,6,ES,164
2020,1,6,GO,174
2020,1,6,MA,119
2020,1,6,MG,1040
2020,1,6,MS,143
2020,1,6,MT,115
2020,1,6,PA,220
2020,1,6,PB,210
2020,1,6,PE,387
2020,1,6,PI,78
2020,1,6,PR,401
2020,1,6,RJ,1068
2020,1,6,RN,239
2020,1,6,RO,57
2020,1,6,RR,7
2020,1,6,RS,964
2020,1,6,SC,186
2020,1,6,SE,45
2020,1,6,SP,1822
2020,1,6,TO,15
2020,1,6,AC,4
2020,1,6,AL,16
2020,1,6,AM,41
2020,1,6,AP,10
2020,1,6,BA,98
2020,1,6,CE,84
2020,1,6,DF,74
2020,1,6,ES,65
2020,1,6,GO,63
2020,1,6,MA,36
2020,1,6,MG,369
2020,1,6,MS,61
2020,1,6,MT,36
2020,1,6,PA,93
2020,1,6,PB,77
2020,1,6,PE,143
2020,1,6,PI,26
2020,1,6,PR,149
2020,1,6,RJ,504
2020,1,6,RN,73
2020,1,6,RO,17
2020,1,6,RR,4
2020,1,6,RS,335
2020,1,6,SC,71
2020,1,6,SE,18
2020,1,6,SP,705
2020,1,6,TO,8
2020,1,6,AC,3
2020,1,6,AL,8
2020,1,6,AM,12
2020,1,6,AP,4
2020,1,6,BA,35
2020,1,6,CE,41
2020,1,6,DF,35
2020,1,6,ES,15
2020,1,6,GO,29
2020,1,6,MA,17
2020,1,6,MG,139
2020,1,6,MS,12
2020,1,6,MT,15
2020,1,6,PA,21
2020,1,6,PB,23
2020,1,6,PE,44
2020,1,6,PI,11
2020,1,6,PR,51
2020,1,6,RJ,176
2020,1,6,RN,27
2020,1,6,RO,5
2020,1,6,RR,2
2020,1,6,RS,108
2020,1,6,SC,22
2020,1,6,SE,8
2020,1,6,SP,230
2020,1,6,TO,3
2020,1,6,AC,1
2020,1,6,AL,3
2020,1,6,AM,4
2020,1,6,AP,4
2020,1,6,BA,13
2020,1,6,CE,12
2020,1,6,DF,6
2020,1,6,ES,8
2020,1,6,GO,8
2020,1,6,MA,4
2020,1,6,MG,71
2020,1,6,MS,2
2020,1,6,MT,7
2020,1,6,PA,9
2020,1,6,PB,11
2020,1,6,PE,13
2020,1,6,PI,1
2020,1,6,PR,13
2020,1,6,RJ,73
2020,1,6,RN,10
2020,1,6,RO,2
2020,1,6,RS,39
2020,1,6,SC,10
2020,1,6,SE,3
2020,1,6,SP,89
2020,1,6,TO,1
2020,2,1,AC,116
2020,2,1,AL,319
2020,2,1,AM,188
2020,2,1,AP,178
2020,2,1,BA,3956
2020,2,1,CE,1105
2020,2,1,DF,321
2020,2,1,ES,250
2020,2,1,GO,1011
2020,2,1,MA,1423
2020,2,1,MG,2182
2020,2,1,MS,243
2020,2,1,MT,415
2020,2,1,PA,1448
2020,2,1,PB,603
2020,2,1,PE,1705
2020,2,1,PI,813
2020,2,1,PR,303
2020,2,1,RJ,1245
2020,2,1,RN,260
2020,2,1,RO,177
2020,2,1,RR,50
2020,2,1,RS,186
2020,2,1,SC,119
2020,2,1,SE,610
2020,2,1,SP,2165
2020,2,1,TO,511
2020,2,2,AC,348
2020,2,2,AL,907
2020,2,2,AM,700
2020,2,2,AP,401
2020,2,2,BA,9755
2020,2,2,CE,3062
2020,2,2,DF,1488
2020,2,2,ES,1234
2020,2,2,GO,2950
2020,2,2,MA,3277
2020,2,2,MG,7191
2020,2,2,MS,721
2020,2,2,MT,1412
2020,2,2,PA,3067
2020,2,2,PB,1296
2020,2,2,PE,4173
2020,2,2,PI,1729
2020,2,2,PR,1529
2020,2,2,RJ,5421
2020,2,2,RN,782
2020,2,2,RO,514
2020,2,2,RR,137
2020,2,2,RS,882
2020,2,2,SC,492
2020,2,2,SE,1145
2020,2,2,SP,13461
2020,2,2,TO,1158
2020,2,3,AC,547
2020,2,3,AL,1449
2020,2,3,AM,1166
2020,2,3,AP,616
2020,2,3,BA,14523
2020,2,3,CE,4260
2020,2,3,DF,2217
2020,2,3,ES,2360
2020,2,3,GO,4332
2020,2,3,MA,4111
2020,2,3,MG,11112
2020,2,3,MS,824
2020,2,3,MT,2124
2020,2,3,PA,4412
2020,2,3,PB,1788
2020,2,3,PE,5455
2020,2,3,PI,2412
2020,2,3,PR,1873
2020,2,3,RJ,9331
2020,2,3,RN,1277
2020,2,3,RO,908
2020,2,3,RR,192
2020,2,3,RS,2007
2020,2,3,SC,876
2020,2,3,SE,1530
2020,2,3,SP,15504
2020,2,3,TO,1433
2020,2,4,AC,484
2020,2,4,AL,1330
2020,2,4,AM,927
2020,2,4,AP,640
2020,2,4,BA,13643
2020,2,4,CE,2998
2020,2,4,DF,1796
2020,2,4,ES,1940
2020,2,4,GO,2846
2020,2,4,MA,3709
2020,2,4,MG,8873
2020,2,4,MS,592
2020,2,4,MT,1413
2020,2,4,PA,4356
2020,2,4,PB,1620
2020,2,4,PE,4289
2020,2,4,PI,2243
2020,2,4,PR,1221
2020,2,4,RJ,8078
2020,2,4,RN,1298
2020,2,4,RO,748
2020,2,4,RR,138
2020,2,4,RS,1809
2020,2,4,SC,627
2020,2,4,SE,1491
2020,2,4,SP,10142
2020,2,4,TO,1123
2020,2,5,AC,434
2020,2,5,AL,1063
2020,2,5,AM,801
2020,2,5,AP,574
2020,2,5,BA,12106
2020,2,5,CE,2255
2020,2,5,DF,1553
2020,2,5,ES,1522
2020,2,5,GO,2013
2020,2,5,MA,3196
2020,2,5,MG,7434
2020,2,5,MS,521
2020,2,5,MT,1120
2020,2,5,PA,3674
2020,2,5,PB,1351
2020,2,5,PE,3112
2020,2,5,PI,1896
2020,2,5,PR,978
2020,2,5,RJ,6929
2020,2,5,RN,1205
2020,2,5,RO,573
2020,2,5,RR,92
2020,2,5,RS,1739
2020,2,5,SC,477
2020,2,5,SE,1382
2020,2,5,SP,8130
2020,2,5,TO,880
2020,2,6,AC,354
2020,2,6,AL,874
2020,2,6,AM,619
2020,2,6,AP,435
2020,2,6,BA,9906
2020,2,6,CE,1620
2020,2,6,DF,1224
2020,2,6,ES,1217
2020,2,6,GO,1573
2020,2,6,MA,2491
2020,2,6,MG,6007
2020,2,6,MS,428
2020,2,6,MT,842
2020,2,6,PA,3127
2020,2,6,PB,1194
2020,2,6,PE,2589
2020,2,6,PI,1508
2020,2,6,PR,804
2020,2,6,RJ,5481
2020,2,6,RN,1081
2020,2,6,RO,519
2020,2,6,RR,83
2020,2,6,RS,1438
2020,2,6,SC,425
2020,2,6,SE,1124
2020,2,6,SP,6455
2020,2,6,TO,711
2020,2,6,AC,287
2020,2,6,AL,669
2020,2,6,AM,461
2020,2,6,AP,397
2020,2,6,BA,7567
2020,2,6,CE,1298
2020,2,6,DF,1092
2020,2,6,ES,970
2020,2,6,GO,1327
2020,2,6,MA,1910
2020,2,6,MG,5039
2020,2,6,MS,365
2020,2,6,MT,748
2020,2,6,PA,2420
2020,2,6,PB,941
2020,2,6,PE,1936
2020,2,6,PI,1273
2020,2,6,PR,683
2020,2,6,RJ,4165
2020,2,6,RN,800
2020,2,6,RO,446
2020,2,6,RR,66
2020,2,6,RS,1213
2020,2,6,SC,351
2020,2,6,SE,848
2020,2,6,SP,5272
2020,2,6,TO,571
2020,2,6,AC,269
2020,2,6,AL,617
2020,2,6,AM,464
2020,2,6,AP,355
2020,2,6,BA,6672
2020,2,6,CE,1269
2020,2,6,DF,918
2020,2,6,ES,832
2020,2,6,GO,1112
2020,2,6,MA,1764
2020,2,6,MG,4510
2020,2,6,MS,349
2020,2,6,MT,628
2020,2,6,PA,2146
2020,2,6,PB,809
2020,2,6,PE,1684
2020,2,6,PI,1023
2020,2,6,PR,585
2020,2,6,RJ,3815
2020,2,6,RN,686
2020,2,6,RO,382
2020,2,6,RR,58
2020,2,6,RS,1110
2020,2,6,SC,379
2020,2,6,SE,721
2020,2,6,SP,4901
2020,2,6,TO,476
2020,2,6,AC,225
2020,2,6,AL,543
2020,2,6,AM,418
2020,2,6,AP,319
2020,2,6,BA,5570
2020,2,6,CE,986
2020,2,6,DF,777
2020,2,6,ES,718
2020,2,6,GO,956
2020,2,6,MA,1596
2020,2,6,MG,3780
2020,2,6,MS,313
2020,2,6,MT,590
2020,2,6,PA,1873
2020,2,6,PB,674
2020,2,6,PE,1517
2020,2,6,PI,881
2020,2,6,PR,531
2020,2,6,RJ,3214
2020,2,6,RN,621
2020,2,6,RO,340
2020,2,6,RR,52
2020,2,6,RS,987
2020,2,6,SC,320
2020,2,6,SE,643
2020,2,6,SP,4057
2020,2,6,TO,400
2020,2,6,AC,187
2020,2,6,AL,464
2020,2,6,AM,381
2020,2,6,AP,276
2020,2,6,BA,4966
2020,2,6,CE,900
2020,2,6,DF,723
2020,2,6,ES,636
2020,2,6,GO,781
2020,2,6,MA,1294
2020,2,6,MG,3295
2020,2,6,MS,275
2020,2,6,MT,548
2020,2,6,PA,1596
2020,2,6,PB,635
2020,2,6,PE,1246
2020,2,6,PI,733
2020,2,6,PR,532
2020,2,6,RJ,2823
2020,2,6,RN,570
2020,2,6,RO,290
2020,2,6,RR,57
2020,2,6,RS,912
2020,2,6,SC,285
2020,2,6,SE,538
2020,2,6,SP,3511
2020,2,6,TO,328
2020,2,6,AC,598
2020,2,6,AL,1534
2020,2,6,AM,1270
2020,2,6,AP,889
2020,2,6,BA,15500
2020,2,6,CE,2636
2020,2,6,DF,2276
2020,2,6,ES,2003
2020,2,6,GO,2747
2020,2,6,MA,4246
2020,2,6,MG,10951
2020,2,6,MS,991
2020,2,6,MT,1872
2020,2,6,PA,5503
2020,2,6,PB,2008
2020,2,6,PE,4192
2020,2,6,PI,2295
2020,2,6,PR,1735
2020,2,6,RJ,8996
2020,2,6,RN,1693
2020,2,6,RO,1050
2020,2,6,RR,142
2020,2,6,RS,3067
2020,2,6,SC,1113
2020,2,6,SE,1792
2020,2,6,SP,11351
2020,2,6,TO,1098
2020,2,6,AC,339
2020,2,6,AL,836
2020,2,6,AM,719
2020,2,6,AP,592
2020,2,6,BA,9439
2020,2,6,CE,1553
2020,2,6,DF,1341
2020,2,6,ES,1205
2020,2,6,GO,1530
2020,2,6,MA,2958
2020,2,6,MG,6087
2020,2,6,MS,680
2020,2,6,MT,1089
2020,2,6,PA,3429
2020,2,6,PB,1274
2020,2,6,PE,2601
2020,2,6,PI,1607
2020,2,6,PR,1019
2020,2,6,RJ,5006
2020,2,6,RN,1077
2020,2,6,RO,739
2020,2,6,RR,89
2020,2,6,RS,1991
2020,2,6,SC,712
2020,2,6,SE,1045
2020,2,6,SP,6731
2020,2,6,TO,523
2020,2,6,AC,242
2020,2,6,AL,541
2020,2,6,AM,564
2020,2,6,AP,394
2020,2,6,BA,6726
2020,2,6,CE,867
2020,2,6,DF,887
2020,2,6,ES,837
2020,2,6,GO,1062
2020,2,6,MA,1777
2020,2,6,MG,4144
2020,2,6,MS,443
2020,2,6,MT,829
2020,2,6,PA,2422
2020,2,6,PB,827
2020,2,6,PE,1661
2020,2,6,PI,967
2020,2,6,PR,752
2020,2,6,RJ,3508
2020,2,6,RN,700
2020,2,6,RO,490
2020,2,6,RR,73
2020,2,6,RS,1425
2020,2,6,SC,420
2020,2,6,SE,703
2020,2,6,SP,4569
2020,2,6,TO,331
2020,2,6,AC,149
2020,2,6,AL,283
2020,2,6,AM,317
2020,2,6,AP,223
2020,2,6,BA,3668
2020,2,6,CE,509
2020,2,6,DF,553
2020,2,6,ES,561
2020,2,6,GO,608
2020,2,6,MA,955
2020,2,6,MG,2471
2020,2,6,MS,260
2020,2,6,MT,511
2020,2,6,PA,1473
2020,2,6,PB,474
2020,2,6,PE,989
2020,2,6,PI,610
2020,2,6,PR,429
