NU_ANO,Q025,TP_ESCOLA,SG_UF_PROVA,QTD
2019,A,1,AC,15477
2019,A,1,AL,17485
2019,A,1,AM,39385
2019,A,1,AP,17011
2019,A,1,BA,69347
2019,A,1,CE,43978
2019,A,1,DF,10972
2019,A,1,ES,9746
2019,A,1,GO,21575
2019,A,1,MA,73796
2019,A,1,MG,60981
2019,A,1,MS,10832
2019,A,1,MT,14966
2019,A,1,PA,107777
2019,A,1,PB,24770
2019,A,1,PE,36641
2019,A,1,PI,37443
2019,A,1,PR,14695
2019,A,1,RJ,31848
2019,A,1,RN,19990
2019,A,1,RO,11825
2019,A,1,RR,3618
2019,A,1,RS,21673
2019,A,1,SC,5682
2019,A,1,SE,18008
2019,A,1,SP,57837
2019,A,1,TO,11136
2019,A,2,AC,3520
2019,A,2,AL,5969
2019,A,2,AM,14827
2019,A,2,AP,4058
2019,A,2,BA,23016
2019,A,2,CE,52368
2019,A,2,DF,3039
2019,A,2,ES,4413
2019,A,2,GO,8419
2019,A,2,MA,29078
2019,A,2,MG,22291
2019,A,2,MS,4182
2019,A,2,MT,5547
2019,A,2,PA,30332
2019,A,2,PB,8409
2019,A,2,PE,15796
2019,A,2,PI,13341
2019,A,2,PR,7576
2019,A,2,RJ,11958
2019,A,2,RN,5771
2019,A,2,RO,4017
2019,A,2,RR,1104
2019,A,2,RS,7324
2019,A,2,SC,2761
2019,A,2,SE,5748
2019,A,2,SP,25835
2019,A,2,TO,4407
2019,A,3,AC,38
2019,A,3,AL,199
2019,A,3,AM,128
2019,A,3,AP,60
2019,A,3,BA,476
2019,A,3,CE,387
2019,A,3,DF,121
2019,A,3,ES,69
2019,A,3,GO,232
2019,A,3,MA,420
2019,A,3,MG,303
2019,A,3,MS,82
2019,A,3,MT,93
2019,A,3,PA,925
2019,A,3,PB,232
2019,A,3,PE,322
2019,A,3,PI,334
2019,A,3,PR,140
2019,A,3,RJ,709
2019,A,3,RN,181
2019,A,3,RO,36
2019,A,3,RR,25
2019,A,3,RS,170
2019,A,3,SC,70
2019,A,3,SE,237
2019,A,3,SP,765
2019,A,3,TO,84
2019,B,1,AC,16056
2019,B,1,AL,50646
2019,B,1,AM,47903
2019,B,1,AP,17240
2019,B,1,BA,234003
2019,B,1,CE,133180
2019,B,1,DF,57627
2019,B,1,ES,62804
2019,B,1,GO,98863
2019,B,1,MA,90293
2019,B,1,MG,331884
2019,B,1,MS,38845
2019,B,1,MT,49222
2019,B,1,PA,110753
2019,B,1,PB,89393
2019,B,1,PE,165438
2019,B,1,PI,55068
2019,B,1,PR,124285
2019,B,1,RJ,206526
2019,B,1,RN,73506
2019,B,1,RO,32194
2019,B,1,RR,6269
2019,B,1,RS,135155
2019,B,1,SC,60726
2019,B,1,SE,42736
2019,B,1,SP,467073
2019,B,1,TO,23128
2019,B,2,AC,3210
2019,B,2,AL,11622
2019,B,2,AM,14373
2019,B,2,AP,3648
2019,B,2,BA,55769
2019,B,2,CE,56229
2019,B,2,DF,17669
2019,B,2,ES,22022
2019,B,2,GO,33917
2019,B,2,MA,21270
2019,B,2,MG,102620
2019,B,2,MS,14510
2019,B,2,MT,16130
2019,B,2,PA,23337
2019,B,2,PB,19092
2019,B,2,PE,47526
2019,B,2,PI,12483
2019,B,2,PR,53919
2019,B,2,RJ,62851
2019,B,2,RN,15952
2019,B,2,RO,10020
2019,B,2,RR,1725
2019,B,2,RS,46065
2019,B,2,SC,35606
2019,B,2,SE,8422
2019,B,2,SP,205387
2019,B,2,TO,6754
2019,B,3,AC,344
2019,B,3,AL,3903
2019,B,3,AM,1528
2019,B,3,AP,586
2019,B,3,BA,12816
2019,B,3,CE,8842
2019,B,3,DF,6421
2019,B,3,ES,3219
2019,B,3,GO,6974
2019,B,3,MA,3217
2019,B,3,MG,16546
2019,B,3,MS,1942
2019,B,3,MT,2163
2019,B,3,PA,6469
2019,B,3,PB,5280
2019,B,3,PE,9594
2019,B,3,PI,3643
2019,B,3,PR,10691
2019,B,3,RJ,25824
2019,B,3,RN,3919
2019,B,3,RO,547
2019,B,3,RR,215
2019,B,3,RS,8082
2019,B,3,SC,5854
2019,B,3,SE,3337
2019,B,3,SP,59093
2019,B,3,TO,740
2020,A,1,AC,14640
2020,A,1,AL,16087
2020,A,1,AM,44088
2020,A,1,AP,15600
2020,A,1,BA,65964
2020,A,1,CE,38178
2020,A,1,DF,12313
2020,A,1,ES,8900
2020,A,1,GO,21316
2020,A,1,MA,71342
2020,A,1,MG,56415
2020,A,1,MS,12356
2020,A,1,MT,15582
2020,A,1,PA,113243
2020,A,1,PB,21901
2020,A,1,PE,32813
2020,A,1,PI,34781
2020,A,1,PR,15237
2020,A,1,RJ,35830
2020,A,1,RN,17385
2020,A,1,RO,11153
2020,A,1,RR,3829
2020,A,1,RS,23304
2020,A,1,SC,6432
2020,A,1,SE,16848
2020,A,1,SP,62561
2020,A,1,TO,11958
2020,A,2,AC,2643
2020,A,2,AL,4095
2020,A,2,AM,19624
2020,A,2,AP,2393
2020,A,2,BA,17929
2020,A,2,CE,47555
2020,A,2,DF,2109
2020,A,2,ES,2755
2020,A,2,GO,11084
2020,A,2,MA,18269
2020,A,2,MG,13317
2020,A,2,MS,2716
2020,A,2,MT,3690
2020,A,2,PA,22478
2020,A,2,PB,6071
2020,A,2,PE,13909
2020,A,2,PI,8773
2020,A,2,PR,4590
2020,A,2,RJ,8149
2020,A,2,RN,3608
2020,A,2,RO,2869
2020,A,2,RR,967
2020,A,2,RS,4350
2020,A,2,SC,1517
2020,A,2,SE,5760
