NU_ANO,Q024,Q022,SG_UF_PROVA,QTD
2019,A,A,AC,1103
2019,A,A,AL,1697
2019,A,A,AM,3452
2019,A,A,AP,1288
2019,A,A,BA,7740
2019,A,A,CE,11180
2019,A,A,DF,946
2019,A,A,ES,808
2019,A,A,GO,1841
2019,A,A,MA,7854
2019,A,A,MG,4098
2019,A,A,MS,988
2019,A,A,MT,1181
2019,A,A,PA,8275
2019,A,A,PB,2100
2019,A,A,PE,4695
2019,A,A,PI,2791
2019,A,A,PR,1259
2019,A,A,RJ,3460
2019,A,A,RN,1361
2019,A,A,RO,894
2019,A,A,RR,246
2019,A,A,RS,1610
2019,A,A,SC,661
2019,A,A,SE,1077
2019,A,A,SP,5888
2019,A,A,TO,922
2019,A,B,AC,9967
2019,A,B,AL,19480
2019,A,B,AM,27105
2019,A,B,AP,11038
2019,A,B,BA,78517
2019,A,B,CE,77093
2019,A,B,DF,9062
2019,A,B,ES,9517
2019,A,B,GO,19158
2019,A,B,MA,61156
2019,A,B,MG,49017
2019,A,B,MS,10034
2019,A,B,MT,11390
2019,A,B,PA,78626
2019,A,B,PB,29299
2019,A,B,PE,48105
2019,A,B,PI,30135
2019,A,B,PR,16252
2019,A,B,RJ,34416
2019,A,B,RN,19131
2019,A,B,RO,10265
2019,A,B,RR,2105
2019,A,B,RS,19776
2019,A,B,SC,8104
2019,A,B,SE,16380
2019,A,B,SP,58556
2019,A,B,TO,8194
2019,A,C,AC,9417
2019,A,C,AL,19955
2019,A,C,AM,26383
2019,A,C,AP,10431
2019,A,C,BA,78640
2019,A,C,CE,62677
2019,A,C,DF,10560
2019,A,C,ES,13583
2019,A,C,GO,26665
2019,A,C,MA,53357
2019,A,C,MG,66225
2019,A,C,MS,11530
2019,A,C,MT,13741
2019,A,C,PA,67007
2019,A,C,PB,30447
2019,A,C,PE,54775
2019,A,C,PI,28212
2019,A,C,PR,22879
2019,A,C,RJ,41325
2019,A,C,RN,22960
2019,A,C,RO,11158
2019,A,C,RR,2382
2019,A,C,RS,26337
2019,A,C,SC,10859
2019,A,C,SE,18167
2019,A,C,SP,81441
2019,A,C,TO,9596
2019,A,D,AC,4198
2019,A,D,AL,8825
2019,A,D,AM,12892
2019,A,D,AP,4770
2019,A,D,BA,38716
2019,A,D,CE,26557
2019,A,D,DF,6700
2019,A,D,ES,9571
2019,A,D,GO,18442
2019,A,D,MA,24088
