NU_ANO,Q025,Q022,SG_UF_PROVA,QTD
2019,A,A,AC,947
2019,A,A,AL,1178
2019,A,A,AM,2999
2019,A,A,AP,1201
2019,A,A,BA,5650
2019,A,A,CE,9626
2019,A,A,DF,606
2019,A,A,ES,472
2019,A,A,GO,1191
2019,A,A,MA,7050
2019,A,A,MG,2949
2019,A,A,MS,696
2019,A,A,MT,835
2019,A,A,PA,7548
2019,A,A,PB,1562
2019,A,A,PE,3182
2019,A,A,PI,2503
2019,A,A,PR,702
2019,A,A,RJ,2061
2019,A,A,RN,942
2019,A,A,RO,667
2019,A,A,RR,194
2019,A,A,RS,913
2019,A,A,SC,338
2019,A,A,SE,782
2019,A,A,SP,3210
2019,A,A,TO,752
2019,A,B,AC,8282
2019,A,B,AL,12353
2019,A,B,AM,22326
2019,A,B,AP,9189
2019,A,B,BA,46088
2019,A,B,CE,51768
2019,A,B,DF,5566
2019,A,B,ES,5203
2019,A,B,GO,11215
2019,A,B,MA,48695
2019,A,B,MG,30864
2019,A,B,MS,6410
2019,A,B,MT,7649
2019,A,B,PA,64780
2019,A,B,PB,17523
2019,A,B,PE,26422
2019,A,B,PI,23699
2019,A,B,PR,8338
2019,A,B,RJ,18005
2019,A,B,RN,11620
2019,A,B,RO,6660
2019,A,B,RR,1675
2019,A,B,RS,11292
2019,A,B,SC,3478
2019,A,B,SE,11220
2019,A,B,SP,29227
2019,A,B,TO,6055
2019,A,C,AC,6661
2019,A,C,AL,7681
2019,A,C,AM,18753
2019,A,C,AP,7293
2019,A,C,BA,29576
2019,A,C,CE,26989
2019,A,C,DF,4960
2019,A,C,ES,5166
2019,A,C,GO,11109
2019,A,C,MA,33299
2019,A,C,MG,30263
2019,A,C,MS,5276
2019,A,C,MT,7541
2019,A,C,PA,45729
2019,A,C,PB,10903
2019,A,C,PE,16881
2019,A,C,PI,17343
2019,A,C,PR,8206
2019,A,C,RJ,15264
2019,A,C,RN,9248
2019,A,C,RO,5699
2019,A,C,RR,1740
2019,A,C,RS,11043
2019,A,C,SC,2957
2019,A,C,SE,8634
2019,A,C,SP,29328
2019,A,C,TO,5598
2019,A,D,AC,2425
2019,A,D,AL,1948
2019,A,D,AM,7610
2019,A,D,AP,2685
2019,A,D,BA,9278
2019,A,D,CE,6612
2019,A,D,DF,2173
2019,A,D,ES,2547
2019,A,D,GO,5131
2019,A,D,MA,11256
2019,A,D,MG,14487
2019,A,D,MS,2068
2019,A,D,MT,3396
2019,A,D,PA,16008
2019,A,D,PB,2721
2019,A,D,PE,4967
2019,A,D,PI,5944
2019,A,D,PR,3910
2019,A,D,RJ,6867
2019,A,D,RN,3253
2019,A,D,RO,2146
2019,A,D,RR,816
2019,A,D,RS,4633
2019,A,D,SC,1309
2019,A,D,SE,2699
2019,A,D,SP,16168
2019,A,D,TO,2461
2019,A,E,AC,720
2019,A,E,AL,493
2019,A,E,AM,2652
2019,A,E,AP,761
2019,A,E,BA,2247
2019,A,E,CE,1738
2019,A,E,DF,827
2019,A,E,ES,840
2019,A,E,GO,1580
2019,A,E,MA,2994
2019,A,E,MG,5012
2019,A,E,MS,646
2019,A,E,MT,1185
2019,A,E,PA,4969
2019,A,E,PB,702
2019,A,E,PE,1307
2019,A,E,PI,1629
2019,A,E,PR,1255
2019,A,E,RJ,2318
2019,A,E,RN,879
2019,A,E,RO,706
2019,A,E,RR,322
2019,A,E,RS,1286
2019,A,E,SC,431
2019,A,E,SE,658
2019,A,E,SP,6504
2019,A,E,TO,761
2019,B,A,AC,372
2019,B,A,AL,999
2019,B,A,AM,1322
2019,B,A,AP,324
2019,B,A,BA,4445
2019,B,A,CE,2923
2019,B,A,DF,1233
2019,B,A,ES,1044
2019,B,A,GO,1772
2019,B,A,MA,1604
2019,B,A,MG,3940
2019,B,A,MS,810
2019,B,A,MT,1007
2019,B,A,PA,1849
2019,B,A,PB,1157
2019,B,A,PE,3040
2019,B,A,PI,599
2019,B,A,PR,1801
2019,B,A,RJ,4053
2019,B,A,RN,1011
2019,B,A,RO,636
2019,B,A,RR,167
2019,B,A,RS,2166
2019,B,A,SC,979
2019,B,A,SE,623
2019,B,A,SP,8275
2019,B,A,TO,432
2019,B,B,AC,3523
2019,B,B,AL,11756
2019,B,B,AM,10693
2019,B,B,AP,3558
2019,B,B,BA,57964
2019,B,B,CE,40146
2019,B,B,DF,10901
2019,B,B,ES,11158
2019,B,B,GO,17962
2019,B,B,MA,20552
2019,B,B,MG,52569
2019,B,B,MS,8636
2019,B,B,MT,10233
2019,B,B,PA,25096
2019,B,B,PB,20295
2019,B,B,PE,35952
2019,B,B,PI,11537
2019,B,B,PR,22999
2019,B,B,RJ,43540
2019,B,B,RN,14454
2019,B,B,RO,8078
2019,B,B,RR,1244
2019,B,B,RS,27114
2019,B,B,SC,13362
2019,B,B,SE,8928
2019,B,B,SP,82939
2019,B,B,TO,4607
2019,B,C,AC,6873
2019,B,C,AL,23816
2019,B,C,AM,21328
2019,B,C,AP,7377
2019,B,C,BA,107158
2019,B,C,CE,69504
2019,B,C,DF,21421
2019,B,C,ES,26429
2019,B,C,GO,40736
2019,B,C,MA,40769
2019,B,C,MG,131050
2019,B,C,MS,17471
2019,B,C,MT,19800
2019,B,C,PA,48471
2019,B,C,PB,42185
2019,B,C,PE,76314
2019,B,C,PI,24392
2019,B,C,PR,52074
2019,B,C,RJ,85542
2019,B,C,RN,32681
2019,B,C,RO,14992
2019,B,C,RR,2359
2019,B,C,RS,59887
2019,B,C,SC,27736
2019,B,C,SE,19625
2019,B,C,SP,182273
2019,B,C,TO,9601
2019,B,D,AC,5616
2019,B,D,AL,18045
2019,B,D,AM,17814
2019,B,D,AP,6132
2019,B,D,BA,86631
2019,B,D,CE,51840
2019,B,D,DF,24096
2019,B,D,ES,29322
2019,B,D,GO,45829
2019,B,D,MA,32374
2019,B,D,MG,151571
2019,B,D,MS,17146
