NU_ANO,Q024,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2019,C,1.0,TO,348
2019,C,2.0,AC,2
2019,C,2.0,AL,3
2019,C,2.0,AM,9
2019,C,2.0,AP,2
2019,C,2.0,BA,55
2019,C,2.0,CE,36
2019,C,2.0,DF,15
2019,C,2.0,ES,54
2019,C,2.0,GO,42
2019,C,2.0,MA,27
2019,C,2.0,MG,230
2019,C,2.0,MS,25
2019,C,2.0,MT,68
2019,C,2.0,PA,4
2019,C,2.0,PB,14
2019,C,2.0,PE,44
2019,C,2.0,PI,3
2019,C,2.0,PR,78
2019,C,2.0,RJ,96
2019,C,2.0,RN,29
2019,C,2.0,RO,20
2019,C,2.0,RR,9
2019,C,2.0,RS,168
2019,C,2.0,SC,94
2019,C,2.0,SE,10
2019,C,2.0,SP,219
2019,C,2.0,TO,8
2019,D,1.0,AC,44
2019,D,1.0,AL,154
2019,D,1.0,AM,265
2019,D,1.0,AP,77
2019,D,1.0,BA,764
2019,D,1.0,CE,751
2019,D,1.0,DF,1058
2019,D,1.0,ES,540
2019,D,1.0,GO,610
2019,D,1.0,MA,226
2019,D,1.0,MG,2530
2019,D,1.0,MS,326
2019,D,1.0,MT,321
2019,D,1.0,PA,393
2019,D,1.0,PB,335
2019,D,1.0,PE,805
2019,D,1.0,PI,195
2019,D,1.0,PR,1788
2019,D,1.0,RJ,2407
2019,D,1.0,RN,291
2019,D,1.0,RO,132
2019,D,1.0,RR,52
2019,D,1.0,RS,1453
2019,D,1.0,SC,1270
2019,D,1.0,SE,167
2019,D,1.0,SP,7624
2019,D,1.0,TO,77
2019,D,2.0,AL,1
2019,D,2.0,AM,7
2019,D,2.0,AP,1
2019,D,2.0,BA,7
2019,D,2.0,CE,6
2019,D,2.0,DF,1
2019,D,2.0,ES,11
2019,D,2.0,GO,16
2019,D,2.0,MA,6
2019,D,2.0,MG,44
2019,D,2.0,MS,12
2019,D,2.0,MT,19
2019,D,2.0,PB,3
2019,D,2.0,PE,13
2019,D,2.0,PR,25
2019,D,2.0,RJ,23
2019,D,2.0,RN,6
2019,D,2.0,RO,6
2019,D,2.0,RS,32
2019,D,2.0,SC,25
2019,D,2.0,SE,1
2019,D,2.0,SP,61
2019,D,2.0,TO,1
2019,E,1.0,AC,11
2019,E,1.0,AL,61
2019,E,1.0,AM,116
2019,E,1.0,AP,19
2019,E,1.0,BA,297
2019,E,1.0,CE,302
2019,E,1.0,DF,581
2019,E,1.0,ES,206
2019,E,1.0,GO,241
2019,E,1.0,MA,91
2019,E,1.0,MG,1041
2019,E,1.0,MS,109
2019,E,1.0,MT,105
2019,E,1.0,PA,159
2019,E,1.0,PB,155
2019,E,1.0,PE,376
2019,E,1.0,PI,72
2019,E,1.0,PR,788
2019,E,1.0,RJ,1167
2019,E,1.0,RN,137
2019,E,1.0,RO,34
2019,E,1.0,RR,25
2019,E,1.0,RS,607
2019,E,1.0,SC,487
2019,E,1.0,SE,67
2019,E,1.0,SP,3729
2019,E,1.0,TO,27
2019,E,2.0,AM,2
2019,E,2.0,AP,1
2019,E,2.0,BA,2
2019,E,2.0,ES,3
2019,E,2.0,GO,4
2019,E,2.0,MA,4
2019,E,2.0,MG,9
2019,E,2.0,MS,3
2019,E,2.0,MT,2
2019,E,2.0,PB,1
2019,E,2.0,PE,5
2019,E,2.0,PR,7
2019,E,2.0,RJ,6
2019,E,2.0,RN,2
2019,E,2.0,RO,1
2019,E,2.0,RS,6
2019,E,2.0,SC,8
2019,E,2.0,SP,25
2019,E,2.0,TO,2
2020,A,1.0,AC,2095
2020,A,1.0,AL,8104
2020,A,1.0,AM,20057
2020,A,1.0,AP,2192
2020,A,1.0,BA,24681
2020,A,1.0,CE,79948
2020,A,1.0,DF,5037
2020,A,1.0,ES,6848
2020,A,1.0,GO,19972
2020,A,1.0,MA,17323
2020,A,1.0,MG,21717
2020,A,1.0,MS,4350
2020,A,1.0,MT,5792
2020,A,1.0,PA,21386
2020,A,1.0,PB,11348
2020,A,1.0,PE,28463
2020,A,1.0,PI,9693
2020,A,1.0,PR,10836
2020,A,1.0,RJ,19555
2020,A,1.0,RN,6908
2020,A,1.0,RO,5226
2020,A,1.0,RR,1143
2020,A,1.0,RS,9630
2020,A,1.0,SC,6067
2020,A,1.0,SE,6848
2020,A,1.0,SP,41494
2020,A,1.0,TO,4822
2020,A,2.0,AC,198
2020,A,2.0,AL,498
2020,A,2.0,AM,1620
2020,A,2.0,AP,172
2020,A,2.0,BA,1740
2020,A,2.0,CE,5380
2020,A,2.0,DF,231
2020,A,2.0,ES,237
2020,A,2.0,GO,405
2020,A,2.0,MA,2078
2020,A,2.0,MG,778
2020,A,2.0,MS,290
2020,A,2.0,MT,507
2020,A,2.0,PA,1272
2020,A,2.0,PB,409
2020,A,2.0,PE,1657
2020,A,2.0,PI,553
2020,A,2.0,PR,540
2020,A,2.0,RJ,677
2020,A,2.0,RN,267
2020,A,2.0,RO,228
2020,A,2.0,RR,119
2020,A,2.0,RS,346
2020,A,2.0,SC,161
2020,A,2.0,SE,494
2020,A,2.0,SP,798
2020,A,2.0,TO,410
2020,B,1.0,AC,992
2020,B,1.0,AL,3787
2020,B,1.0,AM,6162
2020,B,1.0,AP,932
2020,B,1.0,BA,15582
2020,B,1.0,CE,14967
2020,B,1.0,DF,8265
2020,B,1.0,ES,7900
2020,B,1.0,GO,15069
2020,B,1.0,MA,5133
2020,B,1.0,MG,33692
2020,B,1.0,MS,4965
2020,B,1.0,MT,5881
2020,B,1.0,PA,7869
2020,B,1.0,PB,5666
2020,B,1.0,PE,12883
2020,B,1.0,PI,4062
2020,B,1.0,PR,19779
2020,B,1.0,RJ,27612
2020,B,1.0,RN,5326
2020,B,1.0,RO,3394
2020,B,1.0,RR,785
2020,B,1.0,RS,17189
2020,B,1.0,SC,13526
2020,B,1.0,SE,2796
2020,B,1.0,SP,78303
2020,B,1.0,TO,2182
2020,B,2.0,AC,27
2020,B,2.0,AL,96
2020,B,2.0,AM,133
2020,B,2.0,AP,13
2020,B,2.0,BA,468
2020,B,2.0,CE,367
2020,B,2.0,DF,140
2020,B,2.0,ES,324
2020,B,2.0,GO,324
2020,B,2.0,MA,289
2020,B,2.0,MG,932
2020,B,2.0,MS,186
2020,B,2.0,MT,367
2020,B,2.0,PA,158
2020,B,2.0,PB,121
2020,B,2.0,PE,372
2020,B,2.0,PI,76
2020,B,2.0,PR,376
2020,B,2.0,RJ,497
2020,B,2.0,RN,149
2020,B,2.0,RO,197
2020,B,2.0,RR,55
2020,B,2.0,RS,511
2020,B,2.0,SC,320
2020,B,2.0,SE,78
2020,B,2.0,SP,861
2020,B,2.0,TO,105
2020,C,1.0,AC,157
2020,C,1.0,AL,699
2020,C,1.0,AM,1105
2020,C,1.0,AP,196
2020,C,1.0,BA,2871
2020,C,1.0,CE,2266
2020,C,1.0,DF,3053
2020,C,1.0,ES,1842
2020,C,1.0,GO,2576
2020,C,1.0,MA,846
2020,C,1.0,MG,8837
2020,C,1.0,MS,1217
2020,C,1.0,MT,1266
2020,C,1.0,PA,1455
2020,C,1.0,PB,1192
2020,C,1.0,PE,2514
2020,C,1.0,PI,734
2020,C,1.0,PR,6512
2020,C,1.0,RJ,7826
2020,C,1.0,RN,1170
2020,C,1.0,RO,512
2020,C,1.0,RR,222
2020,C,1.0,RS,5374
2020,C,1.0,SC,4455
2020,C,1.0,SE,603
2020,C,1.0,SP,24976
2020,C,1.0,TO,425
2020,C,2.0,AC,1
2020,C,2.0,AL,5
2020,C,2.0,AM,16
2020,C,2.0,BA,45
2020,C,2.0,CE,13
2020,C,2.0,DF,15
2020,C,2.0,ES,46
2020,C,2.0,GO,53
2020,C,2.0,MA,25
2020,C,2.0,MG,164
2020,C,2.0,MS,33
2020,C,2.0,MT,54
2020,C,2.0,PA,12
2020,C,2.0,PB,11
2020,C,2.0,PE,37
2020,C,2.0,PI,9
2020,C,2.0,PR,51
2020,C,2.0,RJ,80
2020,C,2.0,RN,24
2020,C,2.0,RO,23
2020,C,2.0,RR,10
2020,C,2.0,RS,113
2020,C,2.0,SC,88
2020,C,2.0,SE,16
2020,C,2.0,SP,163
2020,C,2.0,TO,16
2020,D,1.0,AC,58
2020,D,1.0,AL,260
2020,D,1.0,AM,330
2020,D,1.0,AP,83
2020,D,1.0,BA,1013
2020,D,1.0,CE,819
2020,D,1.0,DF,1474
2020,D,1.0,ES,651
2020,D,1.0,GO,891
2020,D,1.0,MA,277
2020,D,1.0,MG,3021
2020,D,1.0,MS,466
2020,D,1.0,MT,420
2020,D,1.0,PA,495
2020,D,1.0,PB,438
2020,D,1.0,PE,1111
2020,D,1.0,PI,224
2020,D,1.0,PR,2646
2020,D,1.0,RJ,3292
2020,D,1.0,RN,457
2020,D,1.0,RO,138
2020,D,1.0,RR,72
2020,D,1.0,RS,1976
2020,D,1.0,SC,1563
2020,D,1.0,SE,204
2020,D,1.0,SP,10524
2020,D,1.0,TO,150
2020,D,2.0,AL,1
2020,D,2.0,AM,1
2020,D,2.0,BA,10
2020,D,2.0,CE,4
2020,D,2.0,DF,4
2020,D,2.0,ES,12
2020,D,2.0,GO,15
2020,D,2.0,MA,8
2020,D,2.0,MG,40
2020,D,2.0,MS,7
2020,D,2.0,MT,9
2020,D,2.0,PA,1
2020,D,2.0,PB,1
2020,D,2.0,PE,6
2020,D,2.0,PR,18
2020,D,2.0,RJ,23
2020,D,2.0,RN,7
2020,D,2.0,RO,5
2020,D,2.0,RR,3
2020,D,2.0,RS,27
2020,D,2.0,SC,18
2020,D,2.0,SE,1
2020,D,2.0,SP,50
2020,D,2.0,TO,4
2020,E,1.0,AC,16
2020,E,1.0,AL,100
2020,E,1.0,AM,161
2020,E,1.0,AP,33
2020,E,1.0,BA,484
2020,E,1.0,CE,401
2020,E,1.0,DF,958
2020,E,1.0,ES,284
2020,E,1.0,GO,375
2020,E,1.0,MA,125
2020,E,1.0,MG,1574
2020,E,1.0,MS,178
2020,E,1.0,MT,153
2020,E,1.0,PA,189
2020,E,1.0,PB,208
2020,E,1.0,PE,542
2020,E,1.0,PI,99
2020,E,1.0,PR,1316
2020,E,1.0,RJ,1878
2020,E,1.0,RN,197
2020,E,1.0,RO,56
2020,E,1.0,RR,37
2020,E,1.0,RS,944
2020,E,1.0,SC,695
2020,E,1.0,SE,81
2020,E,1.0,SP,6095
2020,E,1.0,TO,53
2020,E,2.0,BA,3
2020,E,2.0,DF,4
2020,E,2.0,ES,1
2020,E,2.0,GO,4
2020,E,2.0,MA,1
2020,E,2.0,MG,12
2020,E,2.0,MS,9
2020,E,2.0,MT,2
2020,E,2.0,PB,1
2020,E,2.0,PE,1
2020,E,2.0,PI,1
2020,E,2.0,PR,3
2020,E,2.0,RJ,9
2020,E,2.0,RN,2
2020,E,2.0,RO,3
2020,E,2.0,RS,8
2020,E,2.0,SC,3
2020,E,2.0,SE,2
2020,E,2.0,SP,26
2020,E,2.0,TO,1
2021,A,1.0,AC,1629
2021,A,1.0,AL,5361
2021,A,1.0,AM,21937
2021,A,1.0,AP,1529
2021,A,1.0,BA,22466
2021,A,1.0,CE,68415
2021,A,1.0,DF,3564
2021,A,1.0,ES,5675
2021,A,1.0,GO,22121
2021,A,1.0,MA,12671
2021,A,1.0,MG,15860
2021,A,1.0,MS,3533
2021,A,1.0,MT,4262
2021,A,1.0,PA,15375
2021,A,1.0,PB,8914
2021,A,1.0,PE,22389
2021,A,1.0,PI,7436
2021,A,1.0,PR,8912
2021,A,1.0,RJ,14321
2021,A,1.0,RN,5166
2021,A,1.0,RO,3448
2021,A,1.0,RR,753
2021,A,1.0,RS,7726
2021,A,1.0,SC,5410
2021,A,1.0,SE,4697
2021,A,1.0,SP,26830
2021,A,1.0,TO,3163
2021,A,2.0,AC,154
2021,A,2.0,AL,277
2021,A,2.0,AM,2091
2021,A,2.0,AP,100
2021,A,2.0,BA,1437
2021,A,2.0,CE,4914
2021,A,2.0,DF,197
2021,A,2.0,ES,220
2021,A,2.0,GO,531
2021,A,2.0,MA,1213
2021,A,2.0,MG,608
2021,A,2.0,MS,258
2021,A,2.0,MT,334
2021,A,2.0,PA,891
2021,A,2.0,PB,392
2021,A,2.0,PE,1324
2021,A,2.0,PI,343
2021,A,2.0,PR,427
2021,A,2.0,RJ,442
2021,A,2.0,RN,182
2021,A,2.0,RO,165
2021,A,2.0,RR,61
2021,A,2.0,RS,313
2021,A,2.0,SC,195
2021,A,2.0,SE,281
2021,A,2.0,SP,514
2021,A,2.0,TO,262
2021,B,1.0,AC,955
2021,B,1.0,AL,3496
2021,B,1.0,AM,7012
2021,B,1.0,AP,876
2021,B,1.0,BA,17167
2021,B,1.0,CE,14418
2021,B,1.0,DF,7099
2021,B,1.0,ES,7777
2021,B,1.0,GO,16265
2021,B,1.0,MA,5236
2021,B,1.0,MG,29413
2021,B,1.0,MS,4652
2021,B,1.0,MT,5427
2021,B,1.0,PA,7604
2021,B,1.0,PB,5491
2021,B,1.0,PE,11661
2021,B,1.0,PI,3920
2021,B,1.0,PR,19517
2021,B,1.0,RJ,24189
2021,B,1.0,RN,5365
2021,B,1.0,RO,2961
2021,B,1.0,RR,637
2021,B,1.0,RS,17021
2021,B,1.0,SC,13133
2021,B,1.0,SE,2562
2021,B,1.0,SP,65273
2021,B,1.0,TO,2058
2021,B,2.0,AC,21
2021,B,2.0,AL,63
2021,B,2.0,AM,191
2021,B,2.0,AP,17
2021,B,2.0,BA,587
2021,B,2.0,CE,412
2021,B,2.0,DF,147
2021,B,2.0,ES,325
2021,B,2.0,GO,329
2021,B,2.0,MA,318
2021,B,2.0,MG,959
2021,B,2.0,MS,209
2021,B,2.0,MT,435
2021,B,2.0,PA,185
2021,B,2.0,PB,162
2021,B,2.0,PE,389
2021,B,2.0,PI,63
2021,B,2.0,PR,505
2021,B,2.0,RJ,475
2021,B,2.0,RN,184
2021,B,2.0,RO,182
2021,B,2.0,RR,45
2021,B,2.0,RS,653
2021,B,2.0,SC,365
2021,B,2.0,SE,87
2021,B,2.0,SP,658
2021,B,2.0,TO,104
2021,C,1.0,AC,240
2021,C,1.0,AL,784
2021,C,1.0,AM,1422
2021,C,1.0,AP,255
2021,C,1.0,BA,3876
2021,C,1.0,CE,2683
2021,C,1.0,DF,3071
2021,C,1.0,ES,2210
2021,C,1.0,GO,3533
2021,C,1.0,MA,1084
2021,C,1.0,MG,10251
2021,C,1.0,MS,1338
2021,C,1.0,MT,1435
2021,C,1.0,PA,1731
2021,C,1.0,PB,1357
2021,C,1.0,PE,2824
2021,C,1.0,PI,1079
2021,C,1.0,PR,7701
2021,C,1.0,RJ,8564
2021,C,1.0,RN,1422
2021,C,1.0,RO,595
2021,C,1.0,RR,183
2021,C,1.0,RS,6045
2021,C,1.0,SC,4819
2021,C,1.0,SE,707
2021,C,1.0,SP,26387
2021,C,1.0,TO,558
2021,C,2.0,AC,3
2021,C,2.0,AL,4
2021,C,2.0,AM,20
2021,C,2.0,AP,2
2021,C,2.0,BA,44
2021,C,2.0,CE,24
2021,C,2.0,DF,22
2021,C,2.0,ES,86
2021,C,2.0,GO,72
2021,C,2.0,MA,36
2021,C,2.0,MG,256
2021,C,2.0,MS,40
2021,C,2.0,MT,74
2021,C,2.0,PA,13
2021,C,2.0,PB,18
2021,C,2.0,PE,50
2021,C,2.0,PI,2
2021,C,2.0,PR,110
2021,C,2.0,RJ,90
2021,C,2.0,RN,30
2021,C,2.0,RO,34
2021,C,2.0,RR,9
2021,C,2.0,RS,193
2021,C,2.0,SC,85
2021,C,2.0,SE,11
2021,C,2.0,SP,196
2021,C,2.0,TO,23
2021,D,1.0,AC,65
2021,D,1.0,AL,338
2021,D,1.0,AM,459
2021,D,1.0,AP,89
2021,D,1.0,BA,1503
2021,D,1.0,CE,1115
2021,D,1.0,DF,1734
2021,D,1.0,ES,826
2021,D,1.0,GO,1176
2021,D,1.0,MA,417
2021,D,1.0,MG,4395
2021,D,1.0,MS,526
2021,D,1.0,MT,531
2021,D,1.0,PA,688
2021,D,1.0,PB,567
2021,D,1.0,PE,1381
2021,D,1.0,PI,419
2021,D,1.0,PR,3269
2021,D,1.0,RJ,4017
2021,D,1.0,RN,568
2021,D,1.0,RO,195
2021,D,1.0,RR,66
2021,D,1.0,RS,2535
2021,D,1.0,SC,1825
2021,D,1.0,SE,281
2021,D,1.0,SP,12284
2021,D,1.0,TO,178
2021,D,2.0,AC,1
2021,D,2.0,AL,2
2021,D,2.0,AM,5
2021,D,2.0,BA,14
2021,D,2.0,CE,9
2021,D,2.0,DF,8
2021,D,2.0,ES,25
2021,D,2.0,GO,21
2021,D,2.0,MA,14
2021,D,2.0,MG,86
2021,D,2.0,MS,10
2021,D,2.0,MT,28
2021,D,2.0,PA,1
2021,D,2.0,PB,2
2021,D,2.0,PE,13
2021,D,2.0,PI,3
2021,D,2.0,PR,26
2021,D,2.0,RJ,16
2021,D,2.0,RN,16
2021,D,2.0,RO,9
2021,D,2.0,RR,4
2021,D,2.0,RS,49
2021,D,2.0,SC,29
2021,D,2.0,SE,1
2021,D,2.0,SP,74
2021,D,2.0,TO,4
2021,E,1.0,AC,29
2021,E,1.0,AL,148
2021,E,1.0,AM,205
2021,E,1.0,AP,49
2021,E,1.0,BA,724
2021,E,1.0,CE,609
2021,E,1.0,DF,1249
2021,E,1.0,ES,414
2021,E,1.0,GO,552
2021,E,1.0,MA,160
2021,E,1.0,MG,2373
2021,E,1.0,MS,206
2021,E,1.0,MT,220
2021,E,1.0,PA,277
2021,E,1.0,PB,291
2021,E,1.0,PE,784
2021,E,1.0,PI,162
2021,E,1.0,PR,1805
2021,E,1.0,RJ,2406
2021,E,1.0,RN,260
2021,E,1.0,RO,61
2021,E,1.0,RR,27
2021,E,1.0,RS,1250
2021,E,1.0,SC,871
2021,E,1.0,SE,126
2021,E,1.0,SP,7743
2021,E,1.0,TO,81
2021,E,2.0,BA,2
2021,E,2.0,DF,2
2021,E,2.0,ES,6
2021,E,2.0,GO,8
2021,E,2.0,MA,5
2021,E,2.0,MG,26
2021,E,2.0,MS,3
2021,E,2.0,MT,7
2021,E,2.0,PB,2
2021,E,2.0,PE,9
2021,E,2.0,PR,11
2021,E,2.0,RJ,6
2021,E,2.0,RN,5
2021,E,2.0,RO,5
2021,E,2.0,RR,1
2021,E,2.0,RS,10
2021,E,2.0,SC,9
2021,E,2.0,SE,1
2021,E,2.0,SP,43
2021,E,2.0,TO,1
2022,A,1.0,AC,2501
2022,A,1.0,AL,9305
2022,A,1.0,AM,17624
2022,A,1.0,AP,2179
2022,A,1.0,BA,22821
2022,A,1.0,CE,75204
2022,A,1.0,DF,4979
2022,A,1.0,ES,7088
2022,A,1.0,GO,20759
2022,A,1.0,MA,17692
2022,A,1.0,MG,21014
2022,A,1.0,MS,5249
2022,A,1.0,MT,6782
2022,A,1.0,PA,21632
2022,A,1.0,PB,12582
2022,A,1.0,PE,25627
2022,A,1.0,PI,10050
2022,A,1.0,PR,14318
2022,A,1.0,RJ,24827
2022,A,1.0,RN,8136
2022,A,1.0,RO,4861
2022,A,1.0,RR,982
2022,A,1.0,RS,11806
2022,A,1.0,SC,7873
2022,A,1.0,SE,6671
2022,A,1.0,SP,51958
2022,A,1.0,TO,4024
2022,A,2.0,AC,270
2022,A,2.0,AL,593
2022,A,2.0,AM,1556
2022,A,2.0,AP,217
2022,A,2.0,BA,1565
2022,A,2.0,CE,4937
2022,A,2.0,DF,230
2022,A,2.0,ES,248
2022,A,2.0,GO,459
2022,A,2.0,MA,2190
2022,A,2.0,MG,772
2022,A,2.0,MS,419
2022,A,2.0,MT,504
2022,A,2.0,PA,1420
2022,A,2.0,PB,477
2022,A,2.0,PE,1418
2022,A,2.0,PI,529
2022,A,2.0,PR,781
2022,A,2.0,RJ,825
2022,A,2.0,RN,285
2022,A,2.0,RO,224
2022,A,2.0,RR,122
2022,A,2.0,RS,425
2022,A,2.0,SC,263
2022,A,2.0,SE,365
2022,A,2.0,SP,1000
2022,A,2.0,TO,354
2022,B,1.0,AC,1132
2022,B,1.0,AL,3986
2022,B,1.0,AM,6367
2022,B,1.0,AP,1061
2022,B,1.0,BA,14183
2022,B,1.0,CE,16481
2022,B,1.0,DF,7639
2022,B,1.0,ES,8338
2022,B,1.0,GO,18898
2022,B,1.0,MA,5689
2022,B,1.0,MG,29879
2022,B,1.0,MS,5022
2022,B,1.0,MT,6554
2022,B,1.0,PA,8497
2022,B,1.0,PB,5660
2022,B,1.0,PE,11659
2022,B,1.0,PI,4047
2022,B,1.0,PR,21739
2022,B,1.0,RJ,27205
2022,B,1.0,RN,6168
2022,B,1.0,RO,3296
2022,B,1.0,RR,733
2022,B,1.0,RS,18906
2022,B,1.0,SC,14924
2022,B,1.0,SE,2884
2022,B,1.0,SP,81828
2022,B,1.0,TO,2225
2022,B,2.0,AC,50
2022,B,2.0,AL,83
2022,B,2.0,AM,161
2022,B,2.0,AP,23
2022,B,2.0,BA,555
2022,B,2.0,CE,538
2022,B,2.0,DF,154
2022,B,2.0,ES,367
2022,B,2.0,GO,318
2022,B,2.0,MA,372
2022,B,2.0,MG,919
2022,B,2.0,MS,225
2022,B,2.0,MT,440
2022,B,2.0,PA,211
2022,B,2.0,PB,136
2022,B,2.0,PE,400
2022,B,2.0,PI,78
2022,B,2.0,PR,568
2022,B,2.0,RJ,505
2022,B,2.0,RN,167
2022,B,2.0,RO,235
2022,B,2.0,RR,53
2022,B,2.0,RS,731
2022,B,2.0,SC,422
2022,B,2.0,SE,83
2022,B,2.0,SP,937
2022,B,2.0,TO,136
2022,C,1.0,AC,283
2022,C,1.0,AL,888
2022,C,1.0,AM,1255
2022,C,1.0,AP,287
2022,C,1.0,BA,3315
2022,C,1.0,CE,3327
2022,C,1.0,DF,3307
2022,C,1.0,ES,2419
2022,C,1.0,GO,4822
2022,C,1.0,MA,1107
2022,C,1.0,MG,9928
2022,C,1.0,MS,1397
2022,C,1.0,MT,1704
2022,C,1.0,PA,1929
2022,C,1.0,PB,1353
2022,C,1.0,PE,2887
2022,C,1.0,PI,1055
2022,C,1.0,PR,7812
2022,C,1.0,RJ,8885
2022,C,1.0,RN,1480
2022,C,1.0,RO,729
2022,C,1.0,RR,221
2022,C,1.0,RS,6194
2022,C,1.0,SC,5172
2022,C,1.0,SE,745
2022,C,1.0,SP,29011
2022,C,1.0,TO,554
2022,C,2.0,AC,4
2022,C,2.0,AL,3
2022,C,2.0,AM,32
2022,C,2.0,AP,3
2022,C,2.0,BA,48
2022,C,2.0,CE,41
2022,C,2.0,DF,17
2022,C,2.0,ES,89
2022,C,2.0,GO,52
2022,C,2.0,MA,40
2022,C,2.0,MG,231
2022,C,2.0,MS,45
2022,C,2.0,MT,83
2022,C,2.0,PA,18
2022,C,2.0,PB,14
2022,C,2.0,PE,50
2022,C,2.0,PI,5
2022,C,2.0,PR,105
2022,C,2.0,RJ,92
2022,C,2.0,RN,38
2022,C,2.0,RO,37
2022,C,2.0,RR,13
2022,C,2.0,RS,179
2022,C,2.0,SC,93
2022,C,2.0,SE,13
2022,C,2.0,SP,267
2022,C,2.0,TO,15
2022,D,1.0,AC,95
2022,D,1.0,AL,330
2022,D,1.0,AM,481
2022,D,1.0,AP,114
2022,D,1.0,BA,1297
2022,D,1.0,CE,1231
2022,D,1.0,DF,1869
2022,D,1.0,ES,901
2022,D,1.0,GO,1534
2022,D,1.0,MA,409
2022,D,1.0,MG,3810
2022,D,1.0,MS,553
2022,D,1.0,MT,591
2022,D,1.0,PA,644
2022,D,1.0,PB,579
2022,D,1.0,PE,1370
2022,D,1.0,PI,385
2022,D,1.0,PR,3120
2022,D,1.0,RJ,3906
2022,D,1.0,RN,560
2022,D,1.0,RO,196
2022,D,1.0,RR,71
2022,D,1.0,RS,2417
2022,D,1.0,SC,1918
