NU_ANO,TP_ESCOLA,Q006,SG_UF_PROVA,QTD
2019,1,G,MS,549
2019,1,G,MT,807
2019,1,G,PA,1164
2019,1,G,PB,748
2019,1,G,PE,1417
2019,1,G,PI,510
2019,1,G,PR,2321
2019,1,G,RJ,3673
2019,1,G,RN,798
2019,1,G,RO,373
2019,1,G,RR,112
2019,1,G,RS,2239
2019,1,G,SC,1302
2019,1,G,SE,423
2019,1,G,SP,8960
2019,1,G,TO,329
2019,1,G,AC,164
2019,1,G,AL,343
2019,1,G,AM,349
2019,1,G,AP,193
2019,1,G,BA,1362
2019,1,G,CE,878
2019,1,G,DF,1111
2019,1,G,ES,661
2019,1,G,GO,1129
2019,1,G,MA,583
2019,1,G,MG,3904
2019,1,G,MS,429
2019,1,G,MT,674
2019,1,G,PA,856
2019,1,G,PB,615
2019,1,G,PE,1038
2019,1,G,PI,417
2019,1,G,PR,1858
2019,1,G,RJ,2929
2019,1,G,RN,593
2019,1,G,RO,262
2019,1,G,RR,100
2019,1,G,RS,1731
2019,1,G,SC,1018
2019,1,G,SE,314
2019,1,G,SP,6929
2019,1,G,TO,249
2019,1,G,AC,156
2019,1,G,AL,320
2019,1,G,AM,353
2019,1,G,AP,196
2019,1,G,BA,1327
2019,1,G,CE,844
2019,1,G,DF,1151
2019,1,G,ES,610
2019,1,G,GO,1065
2019,1,G,MA,602
2019,1,G,MG,3710
2019,1,G,MS,464
2019,1,G,MT,630
2019,1,G,PA,803
2019,1,G,PB,557
2019,1,G,PE,1119
2019,1,G,PI,388
2019,1,G,PR,1757
2019,1,G,RJ,2878
2019,1,G,RN,598
2019,1,G,RO,244
2019,1,G,RR,82
2019,1,G,RS,1594
2019,1,G,SC,842
2019,1,G,SE,345
2019,1,G,SP,7046
2019,1,G,TO,258
2019,1,G,AC,187
2019,1,G,AL,438
2019,1,G,AM,522
2019,1,G,AP,214
2019,1,G,BA,1939
2019,1,G,CE,1303
2019,1,G,DF,1731
2019,1,G,ES,845
2019,1,G,GO,1437
2019,1,G,MA,806
2019,1,G,MG,5289
2019,1,G,MS,651
2019,1,G,MT,941
2019,1,G,PA,1061
2019,1,G,PB,849
2019,1,G,PE,1523
2019,1,G,PI,604
2019,1,G,PR,2464
2019,1,G,RJ,4111
2019,1,G,RN,881
2019,1,G,RO,313
2019,1,G,RR,145
2019,1,G,RS,2211
2019,1,G,SC,1278
2019,1,G,SE,475
2019,1,G,SP,10358
2019,1,G,TO,330
2019,1,G,AC,152
2019,1,G,AL,388
2019,1,G,AM,430
2019,1,G,AP,187
2019,1,G,BA,1448
2019,1,G,CE,1059
2019,1,G,DF,1845
2019,1,G,ES,727
2019,1,G,GO,1171
2019,1,G,MA,617
2019,1,G,MG,4257
2019,1,G,MS,533
2019,1,G,MT,744
2019,1,G,PA,769
2019,1,G,PB,717
2019,1,G,PE,1279
2019,1,G,PI,515
2019,1,G,PR,1905
2019,1,G,RJ,3465
2019,1,G,RN,733
2019,1,G,RO,242
2019,1,G,RR,109
2019,1,G,RS,1683
2019,1,G,SC,995
2019,1,G,SE,405
2019,1,G,SP,8290
2019,1,G,TO,328
2019,1,G,AC,126
2019,1,G,AL,311
2019,1,G,AM,317
2019,1,G,AP,120
2019,1,G,BA,1317
2019,1,G,CE,1028
2019,1,G,DF,1820
2019,1,G,ES,657
2019,1,G,GO,1007
2019,1,G,MA,476
2019,1,G,MG,3417
2019,1,G,MS,364
2019,1,G,MT,593
2019,1,G,PA,613
2019,1,G,PB,574
2019,1,G,PE,1161
2019,1,G,PI,378
2019,1,G,PR,1518
2019,1,G,RJ,3123
2019,1,G,RN,612
2019,1,G,RO,214
2019,1,G,RR,83
2019,1,G,RS,1351
2019,1,G,SC,781
2019,1,G,SE,344
2019,1,G,SP,7362
2019,1,G,TO,243
2019,1,G,AC,132
2019,1,G,AL,376
2019,1,G,AM,429
2019,1,G,AP,135
2019,1,G,BA,1549
2019,1,G,CE,1243
2019,1,G,DF,2449
2019,1,G,ES,795
2019,1,G,GO,1383
2019,1,G,MA,587
2019,1,G,MG,4014
2019,1,G,MS,482
2019,1,G,MT,765
2019,1,G,PA,797
2019,1,G,PB,676
2019,1,G,PE,1603
2019,1,G,PI,461
2019,1,G,PR,1815
2019,1,G,RJ,4026
2019,1,G,RN,694
2019,1,G,RO,212
2019,1,G,RR,109
2019,1,G,RS,1671
2019,1,G,SC,929
2019,1,G,SE,432
2019,1,G,SP,10089
2019,1,G,TO,271
2019,2,A,AC,557
2019,2,A,AL,1914
2019,2,A,AM,2406
2019,2,A,AP,572
2019,2,A,BA,7901
2019,2,A,CE,8767
2019,2,A,DF,504
2019,2,A,ES,783
2019,2,A,GO,952
2019,2,A,MA,6606
2019,2,A,MG,3476
2019,2,A,MS,421
2019,2,A,MT,402
2019,2,A,PA,4729
2019,2,A,PB,3035
2019,2,A,PE,5815
2019,2,A,PI,3835
2019,2,A,PR,838
2019,2,A,RJ,2869
2019,2,A,RN,1747
2019,2,A,RO,505
2019,2,A,RR,139
2019,2,A,RS,887
2019,2,A,SC,345
2019,2,A,SE,1574
2019,2,A,SP,4303
2019,2,A,TO,682
2019,2,B,AC,2859
2019,2,B,AL,8912
2019,2,B,AM,11348
2019,2,B,AP,3319
2019,2,B,BA,36289
2019,2,B,CE,59485
2019,2,B,DF,3738
2019,2,B,ES,5862
2019,2,B,GO,9331
2019,2,B,MA,24710
2019,2,B,MG,28489
2019,2,B,MS,3802
2019,2,B,MT,3904
2019,2,B,PA,24974
2019,2,B,PB,14007
2019,2,B,PE,30907
2019,2,B,PI,13189
2019,2,B,PR,6701
2019,2,B,RJ,17550
2019,2,B,RN,9790
2019,2,B,RO,3591
2019,2,B,RR,854
2019,2,B,RS,7560
2019,2,B,SC,2772
2019,2,B,SE,7284
2019,2,B,SP,26646
2019,2,B,TO,3863
2019,2,C,AC,1703
2019,2,C,AL,4341
2019,2,C,AM,8690
2019,2,C,AP,2106
2019,2,C,BA,19953
2019,2,C,CE,29930
2019,2,C,DF,5941
2019,2,C,ES,8117
2019,2,C,GO,13941
2019,2,C,MA,12073
2019,2,C,MG,36732
2019,2,C,MS,5676
2019,2,C,MT,6392
2019,2,C,PA,14214
2019,2,C,PB,6788
2019,2,C,PE,15970
2019,2,C,PI,5451
2019,2,C,PR,15956
2019,2,C,RJ,23618
2019,2,C,RN,5346
2019,2,C,RO,4584
2019,2,C,RR,800
2019,2,C,RS,13813
2019,2,C,SC,7825
2019,2,C,SE,3380
2019,2,C,SP,62905
2019,2,C,TO,3192
2019,2,C,AC,425
2019,2,C,AL,796
2019,2,C,AM,1802
2019,2,C,AP,406
2019,2,C,BA,4710
2019,2,C,CE,3218
2019,2,C,DF,2233
2019,2,C,ES,2845
2019,2,C,GO,4839
2019,2,C,MA,2183
2019,2,C,MG,13735
2019,2,C,MS,2195
2019,2,C,MT,2575
2019,2,C,PA,3009
2019,2,C,PB,1188
2019,2,C,PE,3383
2019,2,C,PI,1166
2019,2,C,PR,8060
2019,2,C,RJ,8284
2019,2,C,RN,1463
2019,2,C,RO,1286
2019,2,C,RR,194
2019,2,C,RS,6462
2019,2,C,SC,4640
2019,2,C,SE,642
2019,2,C,SP,28263
2019,2,C,TO,857
2019,2,D,AC,394
2019,2,D,AL,699
2019,2,D,AM,2009
2019,2,D,AP,444
2019,2,D,BA,4117
2019,2,D,CE,4017
2019,2,D,DF,2346
2019,2,D,ES,3074
2019,2,D,GO,5088
2019,2,D,MA,2050
2019,2,D,MG,14782
2019,2,D,MS,2272
2019,2,D,MT,2835
2019,2,D,PA,2659
2019,2,D,PB,1129
2019,2,D,PE,3081
2019,2,D,PI,908
2019,2,D,PR,9459
2019,2,D,RJ,8022
2019,2,D,RN,1197
2019,2,D,RO,1466
2019,2,D,RR,228
2019,2,D,RS,7223
2019,2,D,SC,6180
2019,2,D,SE,524
2019,2,D,SP,36584
2019,2,D,TO,834
2019,2,D,AC,156
2019,2,D,AL,233
2019,2,D,AM,570
2019,2,D,AP,154
2019,2,D,BA,1370
2019,2,D,CE,703
2019,2,D,DF,925
2019,2,D,ES,1202
2019,2,D,GO,1825
2019,2,D,MA,652
2019,2,D,MG,5990
2019,2,D,MS,914
2019,2,D,MT,1157
2019,2,D,PA,943
2019,2,D,PB,345
2019,2,D,PE,922
2019,2,D,PI,340
2019,2,D,PR,4445
2019,2,D,RJ,3273
2019,2,D,RN,458
2019,2,D,RO,561
2019,2,D,RR,107
2019,2,D,RS,3659
2019,2,D,SC,3283
2019,2,D,SE,161
2019,2,D,SP,15034
2019,2,D,TO,331
2019,2,E,AC,230
2019,2,E,AL,299
2019,2,E,AM,939
2019,2,E,AP,267
2019,2,E,BA,1903
2019,2,E,CE,1248
2019,2,E,DF,1410
2019,2,E,ES,1923
2019,2,E,GO,2560
2019,2,E,MA,861
2019,2,E,MG,8815
2019,2,E,MS,1302
2019,2,E,MT,1646
2019,2,E,PA,1263
2019,2,E,PB,484
2019,2,E,PE,1372
2019,2,E,PI,414
2019,2,E,PR,6488
2019,2,E,RJ,4247
2019,2,E,RN,696
2019,2,E,RO,813
2019,2,E,RR,151
2019,2,E,RS,5260
2019,2,E,SC,5254
2019,2,E,SE,277
2019,2,E,SP,24881
2019,2,E,TO,497
2019,2,F,AC,127
2019,2,F,AL,152
2019,2,F,AM,452
2019,2,F,AP,125
2019,2,F,BA,880
2019,2,F,CE,362
2019,2,F,DF,825
2019,2,F,ES,841
2019,2,F,GO,1187
2019,2,F,MA,408
2019,2,F,MG,4154
2019,2,F,MS,614
2019,2,F,MT,765
2019,2,F,PA,636
2019,2,F,PB,187
2019,2,F,PE,625
2019,2,F,PI,221
2019,2,F,PR,3164
2019,2,F,RJ,2113
2019,2,F,RN,310
2019,2,F,RO,368
2019,2,F,RR,82
2019,2,F,RS,2743
2019,2,F,SC,2700
2019,2,F,SE,103
2019,2,F,SP,11382
2019,2,F,TO,283
2019,2,G,AC,103
2019,2,G,AL,111
2019,2,G,AM,352
2019,2,G,AP,115
2019,2,G,BA,710
2019,2,G,CE,376
2019,2,G,DF,716
2019,2,G,ES,683
2019,2,G,GO,1059
2019,2,G,MA,367
2019,2,G,MG,3293
2019,2,G,MS,538
2019,2,G,MT,756
2019,2,G,PA,497
2019,2,G,PB,150
2019,2,G,PE,498
2019,2,G,PI,124
2019,2,G,PR,2503
2019,2,G,RJ,1622
2019,2,G,RN,279
2019,2,G,RO,345
2019,2,G,RR,85
2019,2,G,RS,2174
2019,2,G,SC,2249
2019,2,G,SE,91
2019,2,G,SP,9055
2019,2,G,TO,228
2019,2,G,AC,39
2019,2,G,AL,37
2019,2,G,AM,176
2019,2,G,AP,55
2019,2,G,BA,294
2019,2,G,CE,139
2019,2,G,DF,385
2019,2,G,ES,269
2019,2,G,GO,446
2019,2,G,MA,135
2019,2,G,MG,1359
2019,2,G,MS,279
2019,2,G,MT,344
2019,2,G,PA,199
2019,2,G,PB,42
2019,2,G,PE,202
2019,2,G,PI,47
2019,2,G,PR,1095
2019,2,G,RJ,797
2019,2,G,RN,133
2019,2,G,RO,140
2019,2,G,RR,55
2019,2,G,RS,950
2019,2,G,SC,927
2019,2,G,SE,38
2019,2,G,SP,3481
2019,2,G,TO,92
2019,2,G,AC,38
2019,2,G,AL,30
2019,2,G,AM,131
2019,2,G,AP,39
2019,2,G,BA,211
2019,2,G,CE,94
2019,2,G,DF,341
2019,2,G,ES,244
2019,2,G,GO,315
2019,2,G,MA,112
2019,2,G,MG,1089
2019,2,G,MS,204
2019,2,G,MT,252
2019,2,G,PA,160
2019,2,G,PB,37
2019,2,G,PE,141
2019,2,G,PI,39
2019,2,G,PR,827
2019,2,G,RJ,624
2019,2,G,RN,63
2019,2,G,RO,120
2019,2,G,RR,35
2019,2,G,RS,685
2019,2,G,SC,686
2019,2,G,SE,36
2019,2,G,SP,2745
2019,2,G,TO,88
2019,2,G,AC,27
2019,2,G,AL,23
2019,2,G,AM,69
2019,2,G,AP,24
2019,2,G,BA,89
2019,2,G,CE,56
2019,2,G,DF,243
2019,2,G,ES,112
2019,2,G,GO,200
2019,2,G,MA,52
2019,2,G,MG,683
2019,2,G,MS,118
2019,2,G,MT,153
2019,2,G,PA,103
2019,2,G,PB,29
2019,2,G,PE,102
2019,2,G,PI,18
2019,2,G,PR,455
2019,2,G,RJ,400
2019,2,G,RN,47
2019,2,G,RO,58
2019,2,G,RR,18
2019,2,G,RS,497
2019,2,G,SC,385
2019,2,G,SE,13
2019,2,G,SP,1440
2019,2,G,TO,33
2019,2,G,AC,21
2019,2,G,AL,10
2019,2,G,AM,58
2019,2,G,AP,25
2019,2,G,BA,97
2019,2,G,CE,58
2019,2,G,DF,268
2019,2,G,ES,130
2019,2,G,GO,188
2019,2,G,MA,36
2019,2,G,MG,685
2019,2,G,MS,115
2019,2,G,MT,143
2019,2,G,PA,77
2019,2,G,PB,23
2019,2,G,PE,84
2019,2,G,PI,24
2019,2,G,PR,460
2019,2,G,RJ,345
2019,2,G,RN,49
2019,2,G,RO,54
2019,2,G,RR,20
2019,2,G,RS,388
2019,2,G,SC,291
2019,2,G,SE,12
2019,2,G,SP,1322
2019,2,G,TO,35
2019,2,G,AC,18
2019,2,G,AL,13
2019,2,G,AM,68
2019,2,G,AP,21
2019,2,G,BA,117
2019,2,G,CE,48
2019,2,G,DF,340
2019,2,G,ES,140
2019,2,G,GO,162
2019,2,G,MA,46
2019,2,G,MG,719
2019,2,G,MS,110
2019,2,G,MT,138
2019,2,G,PA,92
2019,2,G,PB,23
2019,2,G,PE,79
2019,2,G,PI,20
2019,2,G,PR,446
2019,2,G,RJ,411
2019,2,G,RN,66
2019,2,G,RO,64
2019,2,G,RR,14
2019,2,G,RS,459
2019,2,G,SC,368
2019,2,G,SE,16
2019,2,G,SP,1411
2019,2,G,TO,46
2019,2,G,AC,14
2019,2,G,AL,11
2019,2,G,AM,50
2019,2,G,AP,23
2019,2,G,BA,56
2019,2,G,CE,36
2019,2,G,DF,210
2019,2,G,ES,75
2019,2,G,GO,112
2019,2,G,MA,32
2019,2,G,MG,439
2019,2,G,MS,59
2019,2,G,MT,99
2019,2,G,PA,51
2019,2,G,PB,12
2019,2,G,PE,63
2019,2,G,PI,18
2019,2,G,PR,284
2019,2,G,RJ,290
2019,2,G,RN,42
2019,2,G,RO,38
2019,2,G,RR,21
2019,2,G,RS,317
2019,2,G,SC,224
2019,2,G,SE,10
2019,2,G,SP,886
2019,2,G,TO,48
2019,2,G,AC,8
2019,2,G,AL,5
2019,2,G,AM,41
2019,2,G,AP,4
2019,2,G,BA,48
2019,2,G,CE,32
2019,2,G,DF,163
2019,2,G,ES,73
2019,2,G,GO,66
2019,2,G,MA,13
2019,2,G,MG,255
2019,2,G,MS,37
2019,2,G,MT,59
2019,2,G,PA,30
2019,2,G,PB,15
2019,2,G,PE,43
2019,2,G,PI,3
2019,2,G,PR,173
2019,2,G,RJ,207
2019,2,G,RN,14
2019,2,G,RO,23
2019,2,G,RR,13
2019,2,G,RS,184
2019,2,G,SC,143
2019,2,G,SE,5
2019,2,G,SP,498
2019,2,G,TO,34
2019,2,G,AC,11
2019,2,G,AL,5
2019,2,G,AM,39
2019,2,G,AP,7
2019,2,G,BA,40
2019,2,G,CE,28
2019,2,G,DF,120
2019,2,G,ES,62
2019,2,G,GO,65
2019,2,G,MA,12
2019,2,G,MG,216
2019,2,G,MS,36
2019,2,G,MT,57
2019,2,G,PA,33
2019,2,G,PB,7
2019,2,G,PE,35
2019,2,G,PI,7
2019,2,G,PR,141
2019,2,G,RJ,137
2019,2,G,RN,23
2019,2,G,RO,21
2019,2,G,RR,13
2019,2,G,RS,128
2019,2,G,SC,95
2019,2,G,SE,4
2019,2,G,SP,386
2019,2,G,TO,18
2019,3,A,AC,4
2019,3,A,AL,53
2019,3,A,AM,26
2019,3,A,AP,7
2019,3,A,BA,139
2019,3,A,CE,59
2019,3,A,DF,40
2019,3,A,ES,13
2019,3,A,GO,28
2019,3,A,MA,58
2019,3,A,MG,92
2019,3,A,MS,4
2019,3,A,MT,13
2019,3,A,PA,105
2019,3,A,PB,64
2019,3,A,PE,125
2019,3,A,PI,39
2019,3,A,PR,44
2019,3,A,RJ,214
2019,3,A,RN,34
2019,3,A,RO,9
2019,3,A,RR,2
2019,3,A,RS,41
2019,3,A,SC,16
2019,3,A,SE,58
2019,3,A,SP,397
2019,3,A,TO,11
2019,3,B,AC,42
2019,3,B,AL,463
2019,3,B,AM,129
2019,3,B,AP,44
2019,3,B,BA,1046
2019,3,B,CE,576
2019,3,B,DF,105
2019,3,B,ES,91
2019,3,B,GO,217
2019,3,B,MA,387
2019,3,B,MG,378
2019,3,B,MS,61
2019,3,B,MT,67
2019,3,B,PA,683
2019,3,B,PB,561
2019,3,B,PE,804
2019,3,B,PI,364
2019,3,B,PR,114
2019,3,B,RJ,824
2019,3,B,RN,376
2019,3,B,RO,28
2019,3,B,RR,15
2019,3,B,RS,171
2019,3,B,SC,47
2019,3,B,SE,383
2019,3,B,SP,779
2019,3,B,TO,53
2019,3,C,AC,39
2019,3,C,AL,667
2019,3,C,AM,164
2019,3,C,AP,53
2019,3,C,BA,1747
2019,3,C,CE,1218
2019,3,C,DF,307
2019,3,C,ES,196
2019,3,C,GO,612
2019,3,C,MA,464
2019,3,C,MG,925
2019,3,C,MS,125
2019,3,C,MT,125
2019,3,C,PA,1106
2019,3,C,PB,907
2019,3,C,PE,1403
2019,3,C,PI,575
2019,3,C,PR,446
2019,3,C,RJ,2311
2019,3,C,RN,555
2019,3,C,RO,59
2019,3,C,RR,17
2019,3,C,RS,399
2019,3,C,SC,251
2019,3,C,SE,582
2019,3,C,SP,2704
2019,3,C,TO,63
2019,3,C,AC,27
2019,3,C,AL,429
2019,3,C,AM,117
2019,3,C,AP,37
2019,3,C,BA,1222
2019,3,C,CE,939
2019,3,C,DF,206
2019,3,C,ES,178
2019,3,C,GO,530
2019,3,C,MA,330
2019,3,C,MG,911
2019,3,C,MS,107
2019,3,C,MT,134
2019,3,C,PA,725
2019,3,C,PB,581
2019,3,C,PE,881
2019,3,C,PI,387
2019,3,C,PR,445
2019,3,C,RJ,2017
2019,3,C,RN,376
2019,3,C,RO,30
2019,3,C,RR,15
2019,3,C,RS,411
2019,3,C,SC,273
2019,3,C,SE,348
2019,3,C,SP,2833
2019,3,C,TO,36
2019,3,D,AC,13
2019,3,D,AL,362
2019,3,D,AM,135
2019,3,D,AP,49
2019,3,D,BA,1178
2019,3,D,CE,841
2019,3,D,DF,271
2019,3,D,ES,182
2019,3,D,GO,604
2019,3,D,MA,292
2019,3,D,MG,1101
2019,3,D,MS,120
2019,3,D,MT,137
2019,3,D,PA,671
2019,3,D,PB,524
2019,3,D,PE,834
2019,3,D,PI,358
2019,3,D,PR,574
2019,3,D,RJ,2184
2019,3,D,RN,369
2019,3,D,RO,47
2019,3,D,RR,8
2019,3,D,RS,496
2019,3,D,SC,316
2019,3,D,SE,313
2019,3,D,SP,3694
2019,3,D,TO,43
2019,3,D,AC,12
2019,3,D,AL,295
2019,3,D,AM,63
2019,3,D,AP,26
2019,3,D,BA,870
2019,3,D,CE,662
2019,3,D,DF,235
2019,3,D,ES,208
2019,3,D,GO,491
2019,3,D,MA,226
2019,3,D,MG,1006
2019,3,D,MS,94
2019,3,D,MT,136
2019,3,D,PA,447
2019,3,D,PB,381
2019,3,D,PE,634
2019,3,D,PI,274
2019,3,D,PR,576
2019,3,D,RJ,1770
2019,3,D,RN,272
2019,3,D,RO,28
2019,3,D,RR,18
2019,3,D,RS,458
2019,3,D,SC,344
2019,3,D,SE,228
2019,3,D,SP,3512
2019,3,D,TO,34
2019,3,E,AC,21
2019,3,E,AL,343
2019,3,E,AM,136
2019,3,E,AP,35
2019,3,E,BA,1189
2019,3,E,CE,826
2019,3,E,DF,364
2019,3,E,ES,283
2019,3,E,GO,652
2019,3,E,MA,305
2019,3,E,MG,1543
2019,3,E,MS,145
2019,3,E,MT,152
2019,3,E,PA,637
2019,3,E,PB,455
2019,3,E,PE,837
2019,3,E,PI,355
2019,3,E,PR,948
2019,3,E,RJ,2366
2019,3,E,RN,353
2019,3,E,RO,49
2019,3,E,RR,20
2019,3,E,RS,716
2019,3,E,SC,495
2019,3,E,SE,278
2019,3,E,SP,5379
2019,3,E,TO,72
2019,3,F,AC,29
2019,3,F,AL,305
2019,3,F,AM,119
2019,3,F,AP,57
2019,3,F,BA,1179
2019,3,F,CE,734
2019,3,F,DF,435
2019,3,F,ES,320
2019,3,F,GO,695
