NU_ANO,Q025,TP_ESTADO_CIVIL,SG_UF_PROVA,QTD
2019,A,0,AC,1118
2019,A,0,AL,867
2019,A,0,AM,2592
2019,A,0,AP,1402
2019,A,0,BA,3773
2019,A,0,CE,3690
2019,A,0,DF,688
2019,A,0,ES,537
2019,A,0,GO,1350
2019,A,0,MA,3679
2019,A,0,MG,2689
2019,A,0,MS,892
2019,A,0,MT,1158
2019,A,0,PA,7530
2019,A,0,PB,1278
2019,A,0,PE,1621
2019,A,0,PI,2075
2019,A,0,PR,1318
2019,A,0,RJ,1442
2019,A,0,RN,1063
2019,A,0,RO,919
2019,A,0,RR,217
2019,A,0,RS,1757
2019,A,0,SC,572
2019,A,0,SE,908
2019,A,0,SP,3576
2019,A,0,TO,743
2019,A,1,AC,15047
2019,A,1,AL,19755
2019,A,1,AM,46700
2019,A,1,AP,17943
2019,A,1,BA,80981
2019,A,1,CE,87666
2019,A,1,DF,11607
2019,A,1,ES,11747
2019,A,1,GO,25188
2019,A,1,MA,92159
2019,A,1,MG,71488
2019,A,1,MS,11969
2019,A,1,MT,16918
2019,A,1,PA,118637
2019,A,1,PB,28356
2019,A,1,PE,46219
2019,A,1,PI,44666
2019,A,1,PR,18472
2019,A,1,RJ,37281
2019,A,1,RN,22043
2019,A,1,RO,12077
2019,A,1,RR,4046
2019,A,1,RS,24285
2019,A,1,SC,7086
2019,A,1,SE,21142
2019,A,1,SP,71123
2019,A,1,TO,13514
2019,A,2,AC,2397
2019,A,2,AL,2483
2019,A,2,AM,4165
2019,A,2,AP,1491
2019,A,2,BA,6573
2019,A,2,CE,4336
2019,A,2,DF,1371
2019,A,2,ES,1484
2019,A,2,GO,2857
2019,A,2,MA,6044
2019,A,2,MG,7229
2019,A,2,MS,1754
2019,A,2,MT,1942
2019,A,2,PA,10717
2019,A,2,PB,3091
2019,A,2,PE,3866
2019,A,2,PI,3598
2019,A,2,PR,1958
2019,A,2,RJ,4383
2019,A,2,RN,2308
2019,A,2,RO,2337
2019,A,2,RR,377
2019,A,2,RS,2165
2019,A,2,SC,641
2019,A,2,SE,1538
2019,A,2,SP,6950
2019,A,2,TO,1097
2019,A,3,AC,455
2019,A,3,AL,517
2019,A,3,AM,809
2019,A,3,AP,276
2019,A,3,BA,1393
2019,A,3,CE,964
2019,A,3,DF,439
2019,A,3,ES,438
2019,A,3,GO,795
2019,A,3,MA,1323
2019,A,3,MG,2032
2019,A,3,MS,455
2019,A,3,MT,547
2019,A,3,PA,1973
2019,A,3,PB,645
2019,A,3,PE,981
2019,A,3,PI,722
2019,A,3,PR,628
2019,A,3,RJ,1290
2019,A,3,RN,496
2019,A,3,RO,518
2019,A,3,RR,99
2019,A,3,RS,908
2019,A,3,SC,203
2019,A,3,SE,379
2019,A,3,SP,2646
2019,A,3,TO,260
2019,A,4,AC,18
2019,A,4,AL,31
2019,A,4,AM,74
2019,A,4,AP,17
2019,A,4,BA,119
2019,A,4,CE,77
2019,A,4,DF,27
2019,A,4,ES,22
2019,A,4,GO,36
2019,A,4,MA,89
2019,A,4,MG,137
2019,A,4,MS,26
2019,A,4,MT,41
2019,A,4,PA,177
2019,A,4,PB,41
2019,A,4,PE,72
2019,A,4,PI,57
2019,A,4,PR,35
2019,A,4,RJ,119
2019,A,4,RN,32
2019,A,4,RO,27
2019,A,4,RR,8
2019,A,4,RS,52
2019,A,4,SC,11
2019,A,4,SE,26
2019,A,4,SP,142
2019,A,4,TO,13
2019,B,0,AC,1224
2019,B,0,AL,2468
2019,B,0,AM,3438
2019,B,0,AP,1573
2019,B,0,BA,13053
2019,B,0,CE,7923
2019,B,0,DF,3483
2019,B,0,ES,2915
2019,B,0,GO,5357
2019,B,0,MA,4830
2019,B,0,MG,13380
2019,B,0,MS,2947
2019,B,0,MT,3460
2019,B,0,PA,8208
2019,B,0,PB,4380
2019,B,0,PE,7794
2019,B,0,PI,2850
2019,B,0,PR,8031
2019,B,0,RJ,8910
2019,B,0,RN,4283
2019,B,0,RO,2342
2019,B,0,RR,443
2019,B,0,RS,10615
2019,B,0,SC,5403
2019,B,0,SE,2442
2019,B,0,SP,24189
2019,B,0,TO,1401
2019,B,1,AC,15308
2019,B,1,AL,55212
2019,B,1,AM,53044
2019,B,1,AP,17819
2019,B,1,BA,258782
2019,B,1,CE,174326
2019,B,1,DF,69062
2019,B,1,ES,74090
2019,B,1,GO,121385
2019,B,1,MA,98208
2019,B,1,MG,395312
2019,B,1,MS,45449
2019,B,1,MT,56468
2019,B,1,PA,116853
2019,B,1,PB,94934
2019,B,1,PE,192896
2019,B,1,PI,61326
2019,B,1,PR,164691
2019,B,1,RJ,257317
2019,B,1,RN,77914
2019,B,1,RO,33075
2019,B,1,RR,6965
2019,B,1,RS,163470
2019,B,1,SC,90302
2019,B,1,SE,47008
2019,B,1,SP,652757
2019,B,1,TO,26308
2019,B,2,AC,2583
2019,B,2,AL,7135
2019,B,2,AM,6107
2019,B,2,AP,1694
2019,B,2,BA,25820
2019,B,2,CE,13407
2019,B,2,DF,7354
2019,B,2,ES,9134
2019,B,2,GO,10395
2019,B,2,MA,9856
2019,B,2,MG,34186
2019,B,2,MS,5587
2019,B,2,MT,6127
2019,B,2,PA,13345
2019,B,2,PB,12005
2019,B,2,PE,18079
2019,B,2,PI,5894
2019,B,2,PR,13046
2019,B,2,RJ,23253
2019,B,2,RN,9413
2019,B,2,RO,6179
2019,B,2,RR,612
2019,B,2,RS,11612
2019,B,2,SC,5027
2019,B,2,SE,4023
2019,B,2,SP,42410
2019,B,2,TO,2416
2019,B,3,AC,469
2019,B,3,AL,1247
2019,B,3,AM,1140
2019,B,3,AP,363
2019,B,3,BA,4576
2019,B,3,CE,2402
2019,B,3,DF,1723
2019,B,3,ES,1782
2019,B,3,GO,2468
2019,B,3,MA,1742
2019,B,3,MG,7606
2019,B,3,MS,1238
2019,B,3,MT,1371
2019,B,3,PA,1995
2019,B,3,PB,2292
2019,B,3,PE,3556
2019,B,3,PI,1023
2019,B,3,PR,2955
2019,B,3,RJ,5242
2019,B,3,RN,1644
2019,B,3,RO,1101
2019,B,3,RR,179
2019,B,3,RS,3339
2019,B,3,SC,1384
2019,B,3,SE,954
2019,B,3,SP,11437
2019,B,3,TO,473
2019,B,4,AC,26
2019,B,4,AL,109
2019,B,4,AM,75
2019,B,4,AP,25
2019,B,4,BA,357
2019,B,4,CE,193
2019,B,4,DF,95
2019,B,4,ES,124
2019,B,4,GO,149
2019,B,4,MA,144
2019,B,4,MG,566
2019,B,4,MS,76
2019,B,4,MT,89
2019,B,4,PA,158
2019,B,4,PB,154
2019,B,4,PE,233
2019,B,4,PI,101
2019,B,4,PR,172
2019,B,4,RJ,479
2019,B,4,RN,123
2019,B,4,RO,64
2019,B,4,RR,10
2019,B,4,RS,266
2019,B,4,SC,70
2019,B,4,SE,68
2019,B,4,SP,760
2019,B,4,TO,24
2020,A,0,AC,1019
2020,A,0,AL,691
2020,A,0,AM,3268
2020,A,0,AP,1103
2020,A,0,BA,3646
2020,A,0,CE,3886
2020,A,0,DF,705
2020,A,0,ES,464
2020,A,0,GO,1674
2020,A,0,MA,3468
2020,A,0,MG,2622
2020,A,0,MS,998
2020,A,0,MT,1199
2020,A,0,PA,7544
2020,A,0,PB,1136
2020,A,0,PE,1801
2020,A,0,PI,1945
2020,A,0,PR,1280
2020,A,0,RJ,1650
2020,A,0,RN,878
2020,A,0,RO,825
2020,A,0,RR,229
2020,A,0,RS,1716
2020,A,0,SC,581
2020,A,0,SE,1225
2020,A,0,SP,3783
2020,A,0,TO,887
2020,A,1,AC,13735
2020,A,1,AL,16922
2020,A,1,AM,55238
2020,A,1,AP,15441
2020,A,1,BA,72661
2020,A,1,CE,77094
2020,A,1,DF,11734
2020,A,1,ES,9407
2020,A,1,GO,26621
2020,A,1,MA,79565
2020,A,1,MG,58006
2020,A,1,MS,11609
2020,A,1,MT,15449
2020,A,1,PA,115040
2020,A,1,PB,23728
2020,A,1,PE,40501
2020,A,1,PI,37598
2020,A,1,PR,15760
2020,A,1,RJ,35592
2020,A,1,RN,17757
2020,A,1,RO,10569
2020,A,1,RR,4078
2020,A,1,RS,22677
2020,A,1,SC,6337
2020,A,1,SE,19649
2020,A,1,SP,61301
2020,A,1,TO,14247
2020,A,2,AC,2022
2020,A,2,AL,2074
2020,A,2,AM,4062
2020,A,2,AP,1159
2020,A,2,BA,6047
2020,A,2,CE,3862
2020,A,2,DF,1468
2020,A,2,ES,1255
2020,A,2,GO,3092
2020,A,2,MA,5288
2020,A,2,MG,6695
2020,A,2,MS,1865
2020,A,2,MT,1992
2020,A,2,PA,11039
2020,A,2,PB,2470
2020,A,2,PE,3467
2020,A,2,PI,3313
2020,A,2,PR,2008
2020,A,2,RJ,5043
2020,A,2,RN,1874
2020,A,2,RO,2016
2020,A,2,RR,362
2020,A,2,RS,2149
2020,A,2,SC,759
2020,A,2,SE,1368
2020,A,2,SP,7626
2020,A,2,TO,1180
2020,A,3,AC,489
2020,A,3,AL,555
2020,A,3,AM,1117
2020,A,3,AP,283
2020,A,3,BA,1646
2020,A,3,CE,990
2020,A,3,DF,562
2020,A,3,ES,534
2020,A,3,GO,1041
2020,A,3,MA,1353
2020,A,3,MG,2379
2020,A,3,MS,591
2020,A,3,MT,639
2020,A,3,PA,2384
2020,A,3,PB,691
2020,A,3,PE,1019
2020,A,3,PI,802
2020,A,3,PR,781
2020,A,3,RJ,1839
2020,A,3,RN,526
2020,A,3,RO,601
2020,A,3,RR,127
2020,A,3,RS,1114
2020,A,3,SC,284
2020,A,3,SE,466
2020,A,3,SP,3358
2020,A,3,TO,350
2020,A,4,AC,28
2020,A,4,AL,37
2020,A,4,AM,84
2020,A,4,AP,22
2020,A,4,BA,110
2020,A,4,CE,70
2020,A,4,DF,34
2020,A,4,ES,23
2020,A,4,GO,57
2020,A,4,MA,88
2020,A,4,MG,127
2020,A,4,MS,33
2020,A,4,MT,32
2020,A,4,PA,194
2020,A,4,PB,50
2020,A,4,PE,80
2020,A,4,PI,60
2020,A,4,PR,51
2020,A,4,RJ,165
2020,A,4,RN,31
2020,A,4,RO,28
2020,A,4,RR,5
2020,A,4,RS,71
2020,A,4,SC,17
2020,A,4,SE,25
2020,A,4,SP,171
2020,A,4,TO,24
2020,B,0,AC,1498
2020,B,0,AL,3188
2020,B,0,AM,5823
2020,B,0,AP,2047
2020,B,0,BA,16719
2020,B,0,CE,10503
2020,B,0,DF,4429
2020,B,0,ES,3501
2020,B,0,GO,7462
2020,B,0,MA,6656
2020,B,0,MG,16773
2020,B,0,MS,3824
2020,B,0,MT,4663
2020,B,0,PA,12228
2020,B,0,PB,5340
2020,B,0,PE,10052
2020,B,0,PI,4185
2020,B,0,PR,10911
2020,B,0,RJ,12410
2020,B,0,RN,5290
2020,B,0,RO,3198
2020,B,0,RR,769
2020,B,0,RS,13524
2020,B,0,SC,6763
2020,B,0,SE,3091
2020,B,0,SP,31259
2020,B,0,TO,2051
2020,B,1,AC,17922
2020,B,1,AL,65263
2020,B,1,AM,79120
2020,B,1,AP,23439
2020,B,1,BA,302110
2020,B,1,CE,202809
2020,B,1,DF,81516
2020,B,1,ES,75910
2020,B,1,GO,149158
2020,B,1,MA,124074
2020,B,1,MG,424564
2020,B,1,MS,53541
2020,B,1,MT,64314
2020,B,1,PA,156733
2020,B,1,PB,108517
2020,B,1,PE,224583
2020,B,1,PI,74876
2020,B,1,PR,179099
2020,B,1,RJ,282565
2020,B,1,RN,87908
2020,B,1,RO,41078
2020,B,1,RR,9903
2020,B,1,RS,183573
2020,B,1,SC,93894
2020,B,1,SE,54177
2020,B,1,SP,691269
2020,B,1,TO,34968
2020,B,2,AC,3223
2020,B,2,AL,9791
2020,B,2,AM,9715
2020,B,2,AP,2475
2020,B,2,BA,34310
2020,B,2,CE,19040
2020,B,2,DF,9929
2020,B,2,ES,10814
2020,B,2,GO,15907
2020,B,2,MA,13455
2020,B,2,MG,45409
2020,B,2,MS,8062
2020,B,2,MT,8460
2020,B,2,PA,21258
2020,B,2,PB,15871
2020,B,2,PE,25242
2020,B,2,PI,8658
2020,B,2,PR,18462
2020,B,2,RJ,32915
2020,B,2,RN,12222
2020,B,2,RO,8444
2020,B,2,RR,1083
2020,B,2,RS,15856
2020,B,2,SC,7361
2020,B,2,SE,5436
2020,B,2,SP,64007
2020,B,2,TO,3661
2020,B,3,AC,699
2020,B,3,AL,2033
2020,B,3,AM,1961
2020,B,3,AP,486
2020,B,3,BA,6940
2020,B,3,CE,4008
2020,B,3,DF,2662
2020,B,3,ES,2480
2020,B,3,GO,4068
2020,B,3,MA,2703
2020,B,3,MG,11174
2020,B,3,MS,1991
2020,B,3,MT,2014
2020,B,3,PA,3580
2020,B,3,PB,3444
2020,B,3,PE,5750
2020,B,3,PI,1714
2020,B,3,PR,4585
2020,B,3,RJ,7785
2020,B,3,RN,2443
2020,B,3,RO,1779
2020,B,3,RR,265
2020,B,3,RS,4842
2020,B,3,SC,2086
2020,B,3,SE,1380
2020,B,3,SP,18055
2020,B,3,TO,826
2020,B,4,AC,36
2020,B,4,AL,163
2020,B,4,AM,142
2020,B,4,AP,27
2020,B,4,BA,547
2020,B,4,CE,308
2020,B,4,DF,131
2020,B,4,ES,141
2020,B,4,GO,264
2020,B,4,MA,184
2020,B,4,MG,774
2020,B,4,MS,110
2020,B,4,MT,149
2020,B,4,PA,307
2020,B,4,PB,239
2020,B,4,PE,377
2020,B,4,PI,136
2020,B,4,PR,274
2020,B,4,RJ,723
2020,B,4,RN,172
2020,B,4,RO,103
2020,B,4,RR,15
2020,B,4,RS,352
2020,B,4,SC,102
2020,B,4,SE,76
2020,B,4,SP,1053
2020,B,4,TO,47
2021,A,0,AC,306
2021,A,0,AL,213
2021,A,0,AM,1338
2021,A,0,AP,285
2021,A,0,BA,1135
2021,A,0,CE,2564
2021,A,0,DF,168
2021,A,0,ES,158
2021,A,0,GO,892
2021,A,0,MA,1244
2021,A,0,MG,687
2021,A,0,MS,192
2021,A,0,MT,303
2021,A,0,PA,2600
2021,A,0,PB,422
2021,A,0,PE,828
2021,A,0,PI,642
2021,A,0,PR,311
2021,A,0,RJ,579
2021,A,0,RN,293
2021,A,0,RO,172
2021,A,0,RR,36
2021,A,0,RS,393
2021,A,0,SC,161
2021,A,0,SE,370
2021,A,0,SP,897
2021,A,0,TO,247
2021,A,1,AC,4512
2021,A,1,AL,5337
2021,A,1,AM,25778
2021,A,1,AP,4099
2021,A,1,BA,24459
2021,A,1,CE,36704
2021,A,1,DF,3108
2021,A,1,ES,2904
2021,A,1,GO,9786
2021,A,1,MA,26781
2021,A,1,MG,15981
2021,A,1,MS,2921
2021,A,1,MT,4224
2021,A,1,PA,43753
2021,A,1,PB,9372
2021,A,1,PE,15816
2021,A,1,PI,12813
2021,A,1,PR,3777
2021,A,1,RJ,12461
2021,A,1,RN,5645
2021,A,1,RO,2421
2021,A,1,RR,878
2021,A,1,RS,5666
2021,A,1,SC,1877
2021,A,1,SE,7427
2021,A,1,SP,14687
2021,A,1,TO,3819
2021,A,2,AC,475
2021,A,2,AL,524
2021,A,2,AM,1117
2021,A,2,AP,230
2021,A,2,BA,1478
2021,A,2,CE,1080
2021,A,2,DF,315
2021,A,2,ES,300
2021,A,2,GO,680
2021,A,2,MA,1138
2021,A,2,MG,1467
2021,A,2,MS,333
2021,A,2,MT,392
2021,A,2,PA,3174
2021,A,2,PB,732
2021,A,2,PE,1018
2021,A,2,PI,729
2021,A,2,PR,380
2021,A,2,RJ,1451
2021,A,2,RN,468
2021,A,2,RO,299
2021,A,2,RR,78
2021,A,2,RS,466
2021,A,2,SC,153
2021,A,2,SE,358
2021,A,2,SP,1414
2021,A,2,TO,234
2021,A,3,AC,130
2021,A,3,AL,143
2021,A,3,AM,293
2021,A,3,AP,64
2021,A,3,BA,501
2021,A,3,CE,331
2021,A,3,DF,134
2021,A,3,ES,106
2021,A,3,GO,270
2021,A,3,MA,383
2021,A,3,MG,513
2021,A,3,MS,107
2021,A,3,MT,160
2021,A,3,PA,682
2021,A,3,PB,186
2021,A,3,PE,306
2021,A,3,PI,207
2021,A,3,PR,158
2021,A,3,RJ,610
2021,A,3,RN,116
2021,A,3,RO,107
2021,A,3,RR,19
2021,A,3,RS,239
2021,A,3,SC,71
2021,A,3,SE,124
2021,A,3,SP,766
2021,A,3,TO,89
2021,A,4,AC,4
2021,A,4,AL,14
2021,A,4,AM,30
2021,A,4,AP,4
2021,A,4,BA,23
2021,A,4,CE,23
2021,A,4,DF,6
2021,A,4,ES,9
2021,A,4,GO,12
2021,A,4,MA,16
2021,A,4,MG,31
2021,A,4,MS,5
2021,A,4,MT,8
2021,A,4,PA,58
2021,A,4,PB,15
2021,A,4,PE,25
2021,A,4,PI,14
2021,A,4,PR,8
2021,A,4,RJ,66
2021,A,4,RN,8
2021,A,4,RO,2
2021,A,4,RR,1
2021,A,4,RS,13
2021,A,4,SC,2
2021,A,4,SE,8
2021,A,4,SP,49
2021,A,4,TO,4
2021,B,0,AC,869
2021,B,0,AL,1808
2021,B,0,AM,2927
2021,B,0,AP,1056
2021,B,0,BA,10377
2021,B,0,CE,8237
2021,B,0,DF,2567
2021,B,0,ES,2121
2021,B,0,GO,5261
2021,B,0,MA,4352
2021,B,0,MG,9068
2021,B,0,MS,1747
2021,B,0,MT,2657
2021,B,0,PA,7064
2021,B,0,PB,3619
2021,B,0,PE,6680
2021,B,0,PI,2897
2021,B,0,PR,6083
2021,B,0,RJ,7321
2021,B,0,RN,3229
2021,B,0,RO,1537
2021,B,0,RR,305
2021,B,0,RS,7457
2021,B,0,SC,3949
2021,B,0,SE,1928
2021,B,0,SP,15909
2021,B,0,TO,1169
2021,B,1,AC,12374
2021,B,1,AL,43517
2021,B,1,AM,53885
2021,B,1,AP,14728
2021,B,1,BA,210153
2021,B,1,CE,160961
2021,B,1,DF,55618
2021,B,1,ES,53105
2021,B,1,GO,111502
2021,B,1,MA,87304
2021,B,1,MG,276617
2021,B,1,MS,33732
2021,B,1,MT,43937
2021,B,1,PA,116741
2021,B,1,PB,78535
2021,B,1,PE,155486
2021,B,1,PI,57814
2021,B,1,PR,124511
2021,B,1,RJ,197045
2021,B,1,RN,63839
2021,B,1,RO,24517
2021,B,1,RR,6235
2021,B,1,RS,127216
2021,B,1,SC,70615
2021,B,1,SE,40286
2021,B,1,SP,445220
2021,B,1,TO,23415
2021,B,2,AC,1306
2021,B,2,AL,4004
2021,B,2,AM,3405
2021,B,2,AP,1057
2021,B,2,BA,14399
2021,B,2,CE,8539
2021,B,2,DF,4289
2021,B,2,ES,4330
2021,B,2,GO,6515
2021,B,2,MA,5303
2021,B,2,MG,17898
2021,B,2,MS,2666
2021,B,2,MT,3379
2021,B,2,PA,9847
2021,B,2,PB,7301
2021,B,2,PE,10614
2021,B,2,PI,3910
2021,B,2,PR,6880
2021,B,2,RJ,14479
2021,B,2,RN,5892
2021,B,2,RO,2985
2021,B,2,RR,378
2021,B,2,RS,6568
2021,B,2,SC,2879
2021,B,2,SE,2496
2021,B,2,SP,23010
2021,B,2,TO,1472
2021,B,3,AC,340
2021,B,3,AL,950
2021,B,3,AM,919
2021,B,3,AP,231
2021,B,3,BA,3402
2021,B,3,CE,1896
2021,B,3,DF,1219
2021,B,3,ES,1083
2021,B,3,GO,1860
2021,B,3,MA,1284
2021,B,3,MG,5185
2021,B,3,MS,743
2021,B,3,MT,946
2021,B,3,PA,1902
2021,B,3,PB,1715
2021,B,3,PE,2648
2021,B,3,PI,874
2021,B,3,PR,2048
2021,B,3,RJ,3969
2021,B,3,RN,1247
2021,B,3,RO,719
2021,B,3,RR,125
2021,B,3,RS,2288
2021,B,3,SC,1022
2021,B,3,SE,760
2021,B,3,SP,7555
2021,B,3,TO,396
2021,B,4,AC,20
2021,B,4,AL,74
2021,B,4,AM,86
2021,B,4,AP,20
2021,B,4,BA,267
2021,B,4,CE,182
2021,B,4,DF,77
2021,B,4,ES,65
2021,B,4,GO,137
2021,B,4,MA,100
2021,B,4,MG,382
2021,B,4,MS,44
2021,B,4,MT,79
2021,B,4,PA,157
2021,B,4,PB,105
2021,B,4,PE,195
2021,B,4,PI,69
2021,B,4,PR,126
2021,B,4,RJ,366
2021,B,4,RN,82
2021,B,4,RO,42
2021,B,4,RR,1
2021,B,4,RS,178
2021,B,4,SC,36
2021,B,4,SE,39
2021,B,4,SP,446
2021,B,4,TO,28
2022,A,0,AC,282
2022,A,0,AL,222
2022,A,0,AM,1048
2022,A,0,AP,227
2022,A,0,BA,1055
2022,A,0,CE,1730
2022,A,0,DF,130
2022,A,0,ES,140
2022,A,0,GO,545
2022,A,0,MA,1048
2022,A,0,MG,562
2022,A,0,MS,179
2022,A,0,MT,198
2022,A,0,PA,2241
2022,A,0,PB,389
2022,A,0,PE,545
2022,A,0,PI,521
2022,A,0,PR,239
2022,A,0,RJ,464
2022,A,0,RN,254
2022,A,0,RO,140
2022,A,0,RR,27
2022,A,0,RS,354
2022,A,0,SC,122
