NU_ANO,Q022,TP_ESCOLA,SG_UF_PROVA,QTD
2019,A,1,AC,1007
2019,A,1,AL,1566
2019,A,1,AM,2801
2019,A,1,AP,1071
2019,A,1,BA,7048
2019,A,1,CE,4145
2019,A,1,DF,1254
2019,A,1,ES,979
2019,A,1,GO,1924
2019,A,1,MA,5330
2019,A,1,MG,4852
2019,A,1,MS,908
2019,A,1,MT,1225
2019,A,1,PA,6764
2019,A,1,PB,1878
2019,A,1,PE,3983
2019,A,1,PI,2140
2019,A,1,PR,1546
2019,A,1,RJ,3973
2019,A,1,RN,1462
2019,A,1,RO,868
2019,A,1,RR,273
2019,A,1,RS,2021
2019,A,1,SC,772
2019,A,1,SE,1018
2019,A,1,SP,7053
2019,A,1,TO,765
2019,A,2,AC,306
2019,A,2,AL,528
2019,A,2,AM,1474
2019,A,2,AP,433
2019,A,2,BA,2832
2019,A,2,CE,8263
2019,A,2,DF,478
2019,A,2,ES,491
2019,A,2,GO,942
2019,A,2,MA,3263
2019,A,2,MG,1866
2019,A,2,MS,562
2019,A,2,MT,573
2019,A,2,PA,2498
2019,A,2,PB,767
2019,A,2,PE,2055
2019,A,2,PI,919
2019,A,2,PR,825
2019,A,2,RJ,1752
2019,A,2,RN,437
2019,A,2,RO,416
2019,A,2,RR,83
2019,A,2,RS,950
2019,A,2,SC,478
2019,A,2,SE,313
2019,A,2,SP,3779
2019,A,2,TO,395
2019,A,3,AC,6
2019,A,3,AL,83
2019,A,3,AM,46
2019,A,3,AP,21
2019,A,3,BA,215
2019,A,3,CE,141
2019,A,3,DF,107
2019,A,3,ES,46
2019,A,3,GO,97
2019,A,3,MA,61
2019,A,3,MG,171
2019,A,3,MS,36
2019,A,3,MT,44
2019,A,3,PA,135
2019,A,3,PB,74
2019,A,3,PE,184
2019,A,3,PI,43
2019,A,3,PR,132
2019,A,3,RJ,389
2019,A,3,RN,54
2019,A,3,RO,19
2019,A,3,RR,5
2019,A,3,RS,108
2019,A,3,SC,67
2019,A,3,SE,74
2019,A,3,SP,653
2019,A,3,TO,24
2019,B,1,AC,9776
2019,B,1,AL,18372
2019,B,1,AM,24710
2019,B,1,AP,10404
2019,B,1,BA,80760
2019,B,1,CE,48060
2019,B,1,DF,13175
2019,B,1,ES,12521
2019,B,1,GO,21879
2019,B,1,MA,49723
2019,B,1,MG,64784
2019,B,1,MS,11564
2019,B,1,MT,13999
2019,B,1,PA,70081
2019,B,1,PB,28954
2019,B,1,PE,44948
2019,B,1,PI,26143
2019,B,1,PR,23091
2019,B,1,RJ,46038
2019,B,1,RN,20854
2019,B,1,RO,11670
2019,B,1,RR,2328
2019,B,1,RS,30790
2019,B,1,SC,12277
2019,B,1,SE,15534
2019,B,1,SP,82559
2019,B,1,TO,8064
2019,B,2,AC,1994
2019,B,2,AL,5380
2019,B,2,AM,8187
2019,B,2,AP,2310
2019,B,2,BA,22330
2019,B,2,CE,43281
2019,B,2,DF,2989
2019,B,2,ES,3690
2019,B,2,GO,6882
2019,B,2,MA,19158
2019,B,2,MG,18015
2019,B,2,MS,3350
2019,B,2,MT,3772
2019,B,2,PA,19142
2019,B,2,PB,8504
2019,B,2,PE,16730
2019,B,2,PI,8812
2019,B,2,PR,7865
2019,B,2,RJ,13590
2019,B,2,RN,4981
2019,B,2,RO,3017
2019,B,2,RR,571
2019,B,2,RS,7203
2019,B,2,SC,4332
2019,B,2,SE,4323
2019,B,2,SP,26917
2019,B,2,TO,2527
2019,B,3,AC,35
2019,B,3,AL,357
2019,B,3,AM,122
2019,B,3,AP,33
2019,B,3,BA,962
2019,B,3,CE,573
2019,B,3,DF,303
2019,B,3,ES,150
2019,B,3,GO,416
2019,B,3,MA,366
2019,B,3,MG,634
2019,B,3,MS,132
2019,B,3,MT,111
2019,B,3,PA,653
2019,B,3,PB,360
2019,B,3,PE,696
2019,B,3,PI,281
2019,B,3,PR,381
2019,B,3,RJ,1917
2019,B,3,RN,239
2019,B,3,RO,51
2019,B,3,RR,20
2019,B,3,RS,413
2019,B,3,SC,231
2019,B,3,SE,291
2019,B,3,SP,2690
2019,B,3,TO,71
2019,C,1,AC,11317
2019,C,1,AL,24535
2019,C,1,AM,30624
2019,C,1,AP,12045
2019,C,1,BA,107749
2019,C,1,CE,62601
2019,C,1,DF,20374
2019,C,1,ES,23766
2019,C,1,GO,38158
2019,C,1,MA,57806
2019,C,1,MG,123122
2019,C,1,MS,16917
2019,C,1,MT,20885
2019,C,1,PA,75477
2019,C,1,PB,42401
2019,C,1,PE,70312
2019,C,1,PI,32101
2019,C,1,PR,42562
2019,C,1,RJ,74304
2019,C,1,RN,33802
2019,C,1,RO,16168
2019,C,1,RR,3248
2019,C,1,RS,53737
2019,C,1,SC,19992
2019,C,1,SE,22333
2019,C,1,SP,147554
2019,C,1,TO,11629
2019,C,2,AC,2147
2019,C,2,AL,6117
2019,C,2,AM,9163
2019,C,2,AP,2492
2019,C,2,BA,26279
2019,C,2,CE,32259
