NU_ANO,Q006,TP_COR_RACA,SG_UF_PROVA,QTD
2019,C,3,RN,15562
2019,C,3,RO,11541
2019,C,3,RR,2672
2019,C,3,RS,8460
2019,C,3,SC,5331
2019,C,3,SE,12140
2019,C,3,SP,70468
2019,C,3,TO,8035
2019,C,4,AC,340
2019,C,4,AL,942
2019,C,4,AM,699
2019,C,4,AP,215
2019,C,4,BA,2822
2019,C,4,CE,1870
2019,C,4,DF,778
2019,C,4,ES,593
2019,C,4,GO,2290
2019,C,4,MA,994
2019,C,4,MG,3534
2019,C,4,MS,431
2019,C,4,MT,626
2019,C,4,PA,1616
2019,C,4,PB,1274
2019,C,4,PE,2175
2019,C,4,PI,876
2019,C,4,PR,915
2019,C,4,RJ,1794
2019,C,4,RN,756
2019,C,4,RO,538
2019,C,4,RR,35
2019,C,4,RS,298
2019,C,4,SC,273
2019,C,4,SE,625
2019,C,4,SP,3559
2019,C,4,TO,465
2019,C,5,AC,62
2019,C,5,AL,146
2019,C,5,AM,949
2019,C,5,AP,51
2019,C,5,BA,702
2019,C,5,CE,539
2019,C,5,DF,144
2019,C,5,ES,206
2019,C,5,GO,241
2019,C,5,MA,178
2019,C,5,MG,669
2019,C,5,MS,365
2019,C,5,MT,131
2019,C,5,PA,459
2019,C,5,PB,361
2019,C,5,PE,857
2019,C,5,PI,133
2019,C,5,PR,146
2019,C,5,RJ,343
2019,C,5,RN,125
2019,C,5,RO,164
2019,C,5,RR,141
2019,C,5,RS,108
2019,C,5,SC,117
2019,C,5,SE,142
2019,C,5,SP,1020
2019,C,5,TO,71
2019,C,0,AC,40
2019,C,0,AL,157
2019,C,0,AM,173
2019,C,0,AP,43
2019,C,0,BA,706
2019,C,0,CE,359
2019,C,0,DF,212
2019,C,0,ES,177
2019,C,0,GO,577
2019,C,0,MA,196
2019,C,0,MG,1198
2019,C,0,MS,163
2019,C,0,MT,226
2019,C,0,PA,303
2019,C,0,PB,205
2019,C,0,PE,461
2019,C,0,PI,123
2019,C,0,PR,502
2019,C,0,RJ,831
2019,C,0,RN,190
2019,C,0,RO,115
2019,C,0,RR,18
2019,C,0,RS,594
2019,C,0,SC,340
2019,C,0,SE,119
2019,C,0,SP,1427
2019,C,0,TO,78
2019,C,1,AC,458
2019,C,1,AL,1609
2019,C,1,AM,1459
2019,C,1,AP,494
2019,C,1,BA,4763
2019,C,1,CE,4477
2019,C,1,DF,2421
2019,C,1,ES,3775
2019,C,1,GO,6319
2019,C,1,MA,2858
2019,C,1,MG,23090
2019,C,1,MS,3423
2019,C,1,MT,2968
2019,C,1,PA,3548
2019,C,1,PB,3528
2019,C,1,PE,6285
2019,C,1,PI,1643
2019,C,1,PR,17439
2019,C,1,RJ,14719
2019,C,1,RN,3737
2019,C,1,RO,1489
2019,C,1,RR,176
2019,C,1,RS,21949
2019,C,1,SC,9917
2019,C,1,SE,964
2019,C,1,SP,48852
2019,C,1,TO,765
2019,C,2,AC,259
2019,C,2,AL,719
2019,C,2,AM,441
2019,C,2,AP,342
2019,C,2,BA,7761
2019,C,2,CE,1450
2019,C,2,DF,1546
2019,C,2,ES,1819
2019,C,2,GO,2292
2019,C,2,MA,1965
2019,C,2,MG,8965
2019,C,2,MS,706
2019,C,2,MT,1506
2019,C,2,PA,2431
2019,C,2,PB,937
2019,C,2,PE,2273
2019,C,2,PI,1153
2019,C,2,PR,1567
2019,C,2,RJ,6974
2019,C,2,RN,886
2019,C,2,RO,651
2019,C,2,RR,75
2019,C,2,RS,2082
2019,C,2,SC,775
2019,C,2,SE,905
2019,C,2,SP,11441
2019,C,2,TO,532
2019,C,3,AC,1690
2019,C,3,AL,3790
2019,C,3,AM,6304
2019,C,3,AP,1615
2019,C,3,BA,15485
2019,C,3,CE,10804
2019,C,3,DF,4872
2019,C,3,ES,5834
2019,C,3,GO,10562
2019,C,3,MA,8460
2019,C,3,MG,27881
2019,C,3,MS,3952
2019,C,3,MT,5845
2019,C,3,PA,13821
2019,C,3,PB,5871
2019,C,3,PE,10556
2019,C,3,PI,4931
2019,C,3,PR,8152
2019,C,3,RJ,14651
2019,C,3,RN,4855
2019,C,3,RO,3756
2019,C,3,RR,672
2019,C,3,RS,3927
2019,C,3,SC,2899
2019,C,3,SE,3410
2019,C,3,SP,34101
2019,C,3,TO,2448
2019,C,4,AC,71
2019,C,4,AL,249
2019,C,4,AM,173
2019,C,4,AP,49
2019,C,4,BA,704
2019,C,4,CE,479
2019,C,4,DF,271
2019,C,4,ES,211
2019,C,4,GO,921
2019,C,4,MA,277
2019,C,4,MG,1488
2019,C,4,MS,190
2019,C,4,MT,269
2019,C,4,PA,458
2019,C,4,PB,357
2019,C,4,PE,555
2019,C,4,PI,209
2019,C,4,PR,549
2019,C,4,RJ,650
2019,C,4,RN,197
2019,C,4,RO,178
2019,C,4,RR,14
2019,C,4,RS,150
2019,C,4,SC,185
2019,C,4,SE,162
2019,C,4,SP,1908
2019,C,4,TO,139
2019,C,5,AC,23
2019,C,5,AL,43
2019,C,5,AM,182
2019,C,5,AP,13
2019,C,5,BA,139
2019,C,5,CE,87
2019,C,5,DF,53
2019,C,5,ES,66
2019,C,5,GO,67
2019,C,5,MA,40
2019,C,5,MG,219
2019,C,5,MS,97
2019,C,5,MT,48
2019,C,5,PA,91
2019,C,5,PB,53
2019,C,5,PE,182
2019,C,5,PI,31
2019,C,5,PR,53
2019,C,5,RJ,124
2019,C,5,RN,32
2019,C,5,RO,43
2019,C,5,RR,35
2019,C,5,RS,49
2019,C,5,SC,48
2019,C,5,SE,20
2019,C,5,SP,438
2019,C,5,TO,17
2019,D,0,AC,54
2019,D,0,AL,131
2019,D,0,AM,165
2019,D,0,AP,45
2019,D,0,BA,575
2019,D,0,CE,349
2019,D,0,DF,219
2019,D,0,ES,175
2019,D,0,GO,497
2019,D,0,MA,174
2019,D,0,MG,1133
2019,D,0,MS,144
2019,D,0,MT,195
2019,D,0,PA,290
2019,D,0,PB,181
2019,D,0,PE,406
2019,D,0,PI,98
2019,D,0,PR,502
2019,D,0,RJ,770
2019,D,0,RN,160
2019,D,0,RO,100
2019,D,0,RR,7
2019,D,0,RS,535
2019,D,0,SC,323
2019,D,0,SE,88
2019,D,0,SP,1521
2019,D,0,TO,47
2019,D,1,AC,438
2019,D,1,AL,1282
2019,D,1,AM,1427
2019,D,1,AP,432
2019,D,1,BA,4329
2019,D,1,CE,4329
2019,D,1,DF,2537
2019,D,1,ES,3900
2019,D,1,GO,6126
2019,D,1,MA,2736
2019,D,1,MG,23204
2019,D,1,MS,3461
2019,D,1,MT,2902
2019,D,1,PA,3124
2019,D,1,PB,2987
2019,D,1,PE,5696
2019,D,1,PI,1306
2019,D,1,PR,17717
2019,D,1,RJ,14153
2019,D,1,RN,3300
2019,D,1,RO,1496
2019,D,1,RR,164
2019,D,1,RS,20897
2019,D,1,SC,10878
2019,D,1,SE,846
2019,D,1,SP,56318
2019,D,1,TO,766
2019,D,2,AC,243
2019,D,2,AL,498
2019,D,2,AM,470
2019,D,2,AP,318
2019,D,2,BA,6506
2019,D,2,CE,1257
2019,D,2,DF,1375
2019,D,2,ES,1745
2019,D,2,GO,2037
2019,D,2,MA,1672
2019,D,2,MG,8474
2019,D,2,MS,567
2019,D,2,MT,1358
2019,D,2,PA,1944
2019,D,2,PB,781
2019,D,2,PE,1874
2019,D,2,PI,901
2019,D,2,PR,1446
2019,D,2,RJ,6073
2019,D,2,RN,760
2019,D,2,RO,671
2019,D,2,RR,74
2019,D,2,RS,1839
2019,D,2,SC,654
2019,D,2,SE,661
2019,D,2,SP,11761
2019,D,2,TO,499
2019,D,3,AC,1479
2019,D,3,AL,2856
2019,D,3,AM,5738
2019,D,3,AP,1534
2019,D,3,BA,13326
2019,D,3,CE,9740
2019,D,3,DF,4604
2019,D,3,ES,5699
2019,D,3,GO,9479
2019,D,3,MA,7387
2019,D,3,MG,26705
2019,D,3,MS,3428
2019,D,3,MT,5480
2019,D,3,PA,11572
2019,D,3,PB,4840
2019,D,3,PE,8809
2019,D,3,PI,3831
2019,D,3,PR,7742
2019,D,3,RJ,12917
2019,D,3,RN,4059
2019,D,3,RO,3473
2019,D,3,RR,730
2019,D,3,RS,3540
2019,D,3,SC,2710
2019,D,3,SE,2646
2019,D,3,SP,34825
2019,D,3,TO,2237
2019,D,4,AC,79
2019,D,4,AL,172
2019,D,4,AM,162
2019,D,4,AP,43
2019,D,4,BA,644
2019,D,4,CE,372
2019,D,4,DF,275
2019,D,4,ES,200
2019,D,4,GO,783
2019,D,4,MA,231
2019,D,4,MG,1345
2019,D,4,MS,184
2019,D,4,MT,237
2019,D,4,PA,376
2019,D,4,PB,279
2019,D,4,PE,466
2019,D,4,PI,192
2019,D,4,PR,581
2019,D,4,RJ,558
2019,D,4,RN,165
2019,D,4,RO,159
2019,D,4,RR,10
2019,D,4,RS,112
2019,D,4,SC,151
2019,D,4,SE,155
2019,D,4,SP,1984
2019,D,4,TO,123
2019,D,5,AC,18
2019,D,5,AL,25
2019,D,5,AM,164
2019,D,5,AP,14
2019,D,5,BA,136
2019,D,5,CE,92
2019,D,5,DF,42
2019,D,5,ES,67
2019,D,5,GO,54
2019,D,5,MA,33
2019,D,5,MG,197
2019,D,5,MS,59
2019,D,5,MT,56
2019,D,5,PA,85
2019,D,5,PB,60
2019,D,5,PE,134
2019,D,5,PI,24
2019,D,5,PR,43
2019,D,5,RJ,108
2019,D,5,RN,19
2019,D,5,RO,28
2019,D,5,RR,45
2019,D,5,RS,38
2019,D,5,SC,46
2019,D,5,SE,22
2019,D,5,SP,410
2019,D,5,TO,18
2019,D,0,AC,21
2019,D,0,AL,64
2019,D,0,AM,62
2019,D,0,AP,19
2019,D,0,BA,262
2019,D,0,CE,140
2019,D,0,DF,127
2019,D,0,ES,100
2019,D,0,GO,287
2019,D,0,MA,79
2019,D,0,MG,731
2019,D,0,MS,59
2019,D,0,MT,109
2019,D,0,PA,122
2019,D,0,PB,83
2019,D,0,PE,206
2019,D,0,PI,68
2019,D,0,PR,242
2019,D,0,RJ,412
2019,D,0,RN,89
2019,D,0,RO,50
2019,D,0,RR,2
2019,D,0,RS,294
2019,D,0,SC,174
2019,D,0,SE,48
2019,D,0,SP,761
2019,D,0,TO,29
2019,D,1,AC,201
2019,D,1,AL,736
2019,D,1,AM,542
2019,D,1,AP,212
2019,D,1,BA,2174
2019,D,1,CE,2089
2019,D,1,DF,1259
2019,D,1,ES,2070
2019,D,1,GO,3241
2019,D,1,MA,1203
2019,D,1,MG,12584
2019,D,1,MS,1635
2019,D,1,MT,1607
2019,D,1,PA,1580
2019,D,1,PB,1516
2019,D,1,PE,2680
2019,D,1,PI,764
2019,D,1,PR,10387
2019,D,1,RJ,8140
2019,D,1,RN,1744
2019,D,1,RO,705
2019,D,1,RR,89
2019,D,1,RS,12016
2019,D,1,SC,6919
2019,D,1,SE,497
2019,D,1,SP,31689
2019,D,1,TO,399
2019,D,2,AC,76
2019,D,2,AL,218
2019,D,2,AM,136
2019,D,2,AP,112
2019,D,2,BA,2246
2019,D,2,CE,400
2019,D,2,DF,534
2019,D,2,ES,622
2019,D,2,GO,798
2019,D,2,MA,622
2019,D,2,MG,3248
2019,D,2,MS,261
2019,D,2,MT,544
2019,D,2,PA,705
2019,D,2,PB,276
2019,D,2,PE,673
2019,D,2,PI,338
2019,D,2,PR,637
2019,D,2,RJ,2467
2019,D,2,RN,272
2019,D,2,RO,276
2019,D,2,RR,39
2019,D,2,RS,803
2019,D,2,SC,324
2019,D,2,SE,234
2019,D,2,SP,4699
2019,D,2,TO,210
2019,D,3,AC,592
2019,D,3,AL,1292
2019,D,3,AM,1839
2019,D,3,AP,568
2019,D,3,BA,5490
2019,D,3,CE,3476
2019,D,3,DF,1933
2019,D,3,ES,2466
2019,D,3,GO,3919
2019,D,3,MA,2632
2019,D,3,MG,11808
2019,D,3,MS,1386
2019,D,3,MT,2234
2019,D,3,PA,4670
2019,D,3,PB,2037
2019,D,3,PE,3492
2019,D,3,PI,1786
2019,D,3,PR,3855
2019,D,3,RJ,6019
2019,D,3,RN,1717
2019,D,3,RO,1434
2019,D,3,RR,290
2019,D,3,RS,1749
2019,D,3,SC,1491
2019,D,3,SE,1212
2019,D,3,SP,15501
2019,D,3,TO,941
2019,D,4,AC,15
2019,D,4,AL,71
2019,D,4,AM,56
2019,D,4,AP,15
2019,D,4,BA,208
2019,D,4,CE,136
2019,D,4,DF,97
2019,D,4,ES,83
2019,D,4,GO,319
2019,D,4,MA,80
2019,D,4,MG,629
2019,D,4,MS,112
2019,D,4,MT,111
2019,D,4,PA,140
2019,D,4,PB,106
2019,D,4,PE,173
2019,D,4,PI,62
2019,D,4,PR,338
2019,D,4,RJ,232
2019,D,4,RN,80
2019,D,4,RO,71
2019,D,4,RR,7
2019,D,4,RS,73
2019,D,4,SC,73
2019,D,4,SE,64
2019,D,4,SP,1127
2019,D,4,TO,59
2019,D,5,AC,7
2019,D,5,AL,14
2019,D,5,AM,45
2019,D,5,AP,3
2019,D,5,BA,39
2019,D,5,CE,29
2019,D,5,DF,12
2019,D,5,ES,23
2019,D,5,GO,21
2019,D,5,MA,12
2019,D,5,MG,78
2019,D,5,MS,27
2019,D,5,MT,21
2019,D,5,PA,31
2019,D,5,PB,14
2019,D,5,PE,61
2019,D,5,PI,11
2019,D,5,PR,21
2019,D,5,RJ,57
2019,D,5,RN,9
2019,D,5,RO,9
2019,D,5,RR,15
2019,D,5,RS,14
2019,D,5,SC,12
2019,D,5,SE,12
2019,D,5,SP,193
2019,D,5,TO,6
2019,E,0,AC,30
2019,E,0,AL,81
2019,E,0,AM,75
2019,E,0,AP,32
2019,E,0,BA,316
2019,E,0,CE,208
2019,E,0,DF,147
2019,E,0,ES,121
2019,E,0,GO,362
2019,E,0,MA,98
2019,E,0,MG,921
2019,E,0,MS,79
2019,E,0,MT,118
2019,E,0,PA,156
2019,E,0,PB,119
2019,E,0,PE,254
2019,E,0,PI,68
2019,E,0,PR,324
2019,E,0,RJ,535
2019,E,0,RN,98
2019,E,0,RO,54
2019,E,0,RR,15
2019,E,0,RS,410
2019,E,0,SC,261
2019,E,0,SE,48
2019,E,0,SP,1059
2019,E,0,TO,47
2019,E,1,AC,277
2019,E,1,AL,937
2019,E,1,AM,804
2019,E,1,AP,312
2019,E,1,BA,2997
2019,E,1,CE,2661
2019,E,1,DF,1840
2019,E,1,ES,3006
2019,E,1,GO,4131
2019,E,1,MA,1564
2019,E,1,MG,17475
2019,E,1,MS,2203
2019,E,1,MT,2081
2019,E,1,PA,1970
2019,E,1,PB,1983
2019,E,1,PE,3524
2019,E,1,PI,983
2019,E,1,PR,13846
2019,E,1,RJ,10633
2019,E,1,RN,2177
2019,E,1,RO,942
2019,E,1,RR,139
2019,E,1,RS,15821
2019,E,1,SC,10034
2019,E,1,SE,576
2019,E,1,SP,46401
2019,E,1,TO,531
2019,E,2,AC,91
2019,E,2,AL,250
2019,E,2,AM,225
2019,E,2,AP,171
2019,E,2,BA,2911
2019,E,2,CE,543
2019,E,2,DF,688
2019,E,2,ES,798
2019,E,2,GO,868
2019,E,2,MA,730
2019,E,2,MG,4309
2019,E,2,MS,275
2019,E,2,MT,640
2019,E,2,PA,943
2019,E,2,PB,364
2019,E,2,PE,860
2019,E,2,PI,452
2019,E,2,PR,770
2019,E,2,RJ,3034
2019,E,2,RN,377
2019,E,2,RO,307
2019,E,2,RR,46
2019,E,2,RS,947
2019,E,2,SC,408
2019,E,2,SE,356
2019,E,2,SP,6557
2019,E,2,TO,239
2019,E,3,AC,799
2019,E,3,AL,1530
2019,E,3,AM,2583
2019,E,3,AP,821
2019,E,3,BA,6968
2019,E,3,CE,4647
2019,E,3,DF,2475
2019,E,3,ES,3186
2019,E,3,GO,4753
2019,E,3,MA,3402
2019,E,3,MG,15944
2019,E,3,MS,1633
2019,E,3,MT,2989
2019,E,3,PA,5813
2019,E,3,PB,2573
2019,E,3,PE,4535
2019,E,3,PI,2092
2019,E,3,PR,4608
2019,E,3,RJ,7267
2019,E,3,RN,2243
2019,E,3,RO,1834
2019,E,3,RR,392
2019,E,3,RS,2117
2019,E,3,SC,1846
2019,E,3,SE,1508
2019,E,3,SP,21406
2019,E,3,TO,1242
2019,E,4,AC,26
2019,E,4,AL,59
2019,E,4,AM,77
2019,E,4,AP,20
2019,E,4,BA,289
2019,E,4,CE,188
2019,E,4,DF,145
2019,E,4,ES,108
2019,E,4,GO,380
2019,E,4,MA,96
2019,E,4,MG,702
2019,E,4,MS,100
2019,E,4,MT,128
2019,E,4,PA,172
2019,E,4,PB,128
2019,E,4,PE,208
2019,E,4,PI,105
2019,E,4,PR,442
2019,E,4,RJ,261
2019,E,4,RN,90
2019,E,4,RO,75
2019,E,4,RR,5
2019,E,4,RS,83
2019,E,4,SC,110
2019,E,4,SE,60
2019,E,4,SP,1595
2019,E,4,TO,65
2019,E,5,AC,8
2019,E,5,AL,6
2019,E,5,AM,58
2019,E,5,AP,5
2019,E,5,BA,59
2019,E,5,CE,32
2019,E,5,DF,19
2019,E,5,ES,35
2019,E,5,GO,21
2019,E,5,MA,14
