NU_ANO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA,QTD
2021,1,4,PR,1989
2021,1,4,RJ,2086
2021,1,4,RN,1191
2021,1,4,RO,552
2021,1,4,RR,65
2021,1,4,RS,393
2021,1,4,SC,427
2021,1,4,SE,1024
2021,1,4,SP,8004
2021,1,4,TO,642
2021,1,5,AC,116
2021,1,5,AL,272
2021,1,5,AM,1780
2021,1,5,AP,116
2021,1,5,BA,967
2021,1,5,CE,399
2021,1,5,DF,136
2021,1,5,ES,170
2021,1,5,GO,215
2021,1,5,MA,320
2021,1,5,MG,584
2021,1,5,MS,590
2021,1,5,MT,263
2021,1,5,PA,708
2021,1,5,PB,690
2021,1,5,PE,1833
2021,1,5,PI,204
2021,1,5,PR,132
2021,1,5,RJ,400
2021,1,5,RN,194
2021,1,5,RO,171
2021,1,5,RR,274
2021,1,5,RS,140
2021,1,5,SC,130
2021,1,5,SE,179
2021,1,5,SP,895
2021,1,5,TO,143
2021,1,6,ES,2
2021,1,6,MG,1
2021,1,6,MT,1
2021,1,6,RN,1
2021,2,0,AC,125
2021,2,0,AL,284
2021,2,0,AM,1275
2021,2,0,AP,85
2021,2,0,BA,2515
2021,2,0,CE,4257
2021,2,0,DF,354
2021,2,0,ES,288
2021,2,0,GO,3237
2021,2,0,MA,849
2021,2,0,MG,1490
2021,2,0,MS,250
2021,2,0,MT,425
2021,2,0,PA,880
2021,2,0,PB,494
2021,2,0,PE,2428
2021,2,0,PI,488
2021,2,0,PR,1029
2021,2,0,RJ,1084
2021,2,0,RN,281
2021,2,0,RO,319
2021,2,0,RR,61
2021,2,0,RS,836
2021,2,0,SC,591
2021,2,0,SE,365
2021,2,0,SP,1962
2021,2,0,TO,213
2021,2,1,AC,1007
2021,2,1,AL,2637
2021,2,1,AM,5288
2021,2,1,AP,885
2021,2,1,BA,12812
2021,2,1,CE,16042
2021,2,1,DF,5270
2021,2,1,ES,7707
2021,2,1,GO,16671
2021,2,1,MA,5734
2021,2,1,MG,33548
2021,2,1,MS,5930
2021,2,1,MT,4946
2021,2,1,PA,6618
2021,2,1,PB,6461
2021,2,1,PE,14239
2021,2,1,PI,3193
2021,2,1,PR,31207
2021,2,1,RJ,20741
2021,2,1,RN,5919
2021,2,1,RO,2881
2021,2,1,RR,463
2021,2,1,RS,32790
2021,2,1,SC,22038
2021,2,1,SE,2180
2021,2,1,SP,74918
2021,2,1,TO,1984
2021,2,2,AC,541
2021,2,2,AL,1378
2021,2,2,AM,1922
2021,2,2,AP,583
2021,2,2,BA,21609
2021,2,2,CE,5851
2021,2,2,DF,2388
2021,2,2,ES,2909
2021,2,2,GO,6328
2021,2,2,MA,3949
2021,2,2,MG,10545
2021,2,2,MS,970
2021,2,2,MT,1994
2021,2,2,PA,4713
2021,2,2,PB,2227
2021,2,2,PE,6309
2021,2,2,PI,2480
2021,2,2,PR,2281
2021,2,2,RJ,9927
2021,2,2,RN,1575
2021,2,2,RO,1072
2021,2,2,RR,190
2021,2,2,RS,2673
2021,2,2,SC,1195
2021,2,2,SE,1779
2021,2,2,SP,13784
2021,2,2,TO,1486
2021,2,3,AC,2835
2021,2,3,AL,6562
2021,2,3,AM,30006
2021,2,3,AP,2706
2021,2,3,BA,37335
2021,2,3,CE,75081
2021,2,3,DF,7498
2021,2,3,ES,8888
2021,2,3,GO,28539
2021,2,3,MA,19988
2021,2,3,MG,33558
2021,2,3,MS,5768
2021,2,3,MT,7872
2021,2,3,PA,23587
2021,2,3,PB,12009
2021,2,3,PE,27691
2021,2,3,PI,10618
2021,2,3,PR,12484
2021,2,3,RJ,18599
2021,2,3,RN,7992
2021,2,3,RO,5754
2021,2,3,RR,1427
2021,2,3,RS,5495
2021,2,3,SC,4923
2021,2,3,SE,6575
2021,2,3,SP,39885
2021,2,3,TO,5659
2021,2,4,AC,163
2021,2,4,AL,415
2021,2,4,AM,669
2021,2,4,AP,78
2021,2,4,BA,2095
2021,2,4,CE,1243
2021,2,4,DF,370
2021,2,4,ES,286
2021,2,4,GO,2029
2021,2,4,MA,535
2021,2,4,MG,1571
2021,2,4,MS,286
2021,2,4,MT,366
2021,2,4,PA,851
2021,2,4,PB,596
2021,2,4,PE,1220
2021,2,4,PI,482
2021,2,4,PR,860
2021,2,4,RJ,783
2021,2,4,RN,373
2021,2,4,RO,292
2021,2,4,RR,31
2021,2,4,RS,156
2021,2,4,SC,237
2021,2,4,SE,357
2021,2,4,SP,2360
2021,2,4,TO,388
2021,2,5,AC,39
2021,2,5,AL,96
2021,2,5,AM,1608
2021,2,5,AP,40
2021,2,5,BA,618
2021,2,5,CE,583
2021,2,5,DF,69
2021,2,5,ES,121
2021,2,5,GO,267
2021,2,5,MA,135
2021,2,5,MG,253
2021,2,5,MS,341
2021,2,5,MT,91
2021,2,5,PA,258
2021,2,5,PB,264
2021,2,5,PE,714
2021,2,5,PI,96
2021,2,5,PR,111
2021,2,5,RJ,165
2021,2,5,RN,65
2021,2,5,RO,165
2021,2,5,RR,96
2021,2,5,RS,82
2021,2,5,SC,73
2021,2,5,SE,81
2021,2,5,SP,439
2021,2,5,TO,83
2021,3,0,AC,3
2021,3,0,AL,94
2021,3,0,AM,22
2021,3,0,AP,10
2021,3,0,BA,282
2021,3,0,CE,94
2021,3,0,DF,116
2021,3,0,ES,48
2021,3,0,GO,173
2021,3,0,MA,61
2021,3,0,MG,257
2021,3,0,MS,35
2021,3,0,MT,39
2021,3,0,PA,136
2021,3,0,PB,81
2021,3,0,PE,200
2021,3,0,PI,70
2021,3,0,PR,123
2021,3,0,RJ,532
2021,3,0,RN,69
2021,3,0,RO,6
2021,3,0,RR,1
2021,3,0,RS,69
2021,3,0,SC,72
2021,3,0,SE,72
2021,3,0,SP,581
2021,3,0,TO,20
2021,3,1,AC,146
2021,3,1,AL,1592
2021,3,1,AM,728
2021,3,1,AP,213
2021,3,1,BA,4915
2021,3,1,CE,4320
2021,3,1,DF,3640
2021,3,1,ES,1781
2021,3,1,GO,3920
2021,3,1,MA,1383
2021,3,1,MG,11555
2021,3,1,MS,1365
2021,3,1,MT,1378
2021,3,1,PA,2508
2021,3,1,PB,2571
2021,3,1,PE,4890
2021,3,1,PI,1478
2021,3,1,PR,9024
2021,3,1,RJ,16297
2021,3,1,RN,2165
2021,3,1,RO,303
2021,3,1,RR,77
2021,3,1,RS,6987
2021,3,1,SC,5308
2021,3,1,SE,1262
2021,3,1,SP,42610
2021,3,1,TO,386
2021,3,2,AC,14
2021,3,2,AL,238
2021,3,2,AM,59
2021,3,2,AP,49
2021,3,2,BA,1822
2021,3,2,CE,271
2021,3,2,DF,315
2021,3,2,ES,136
2021,3,2,GO,239
2021,3,2,MA,229
2021,3,2,MG,519
2021,3,2,MS,44
2021,3,2,MT,103
2021,3,2,PA,461
2021,3,2,PB,227
2021,3,2,PE,512
2021,3,2,PI,242
2021,3,2,PR,135
2021,3,2,RJ,1633
2021,3,2,RN,155
2021,3,2,RO,27
2021,3,2,RR,10
2021,3,2,RS,146
2021,3,2,SC,74
2021,3,2,SE,313
2021,3,2,SP,1433
2021,3,2,TO,49
2021,3,3,AC,119
2021,3,3,AL,1446
2021,3,3,AM,648
2021,3,3,AP,231
2021,3,3,BA,4810
2021,3,3,CE,2787
2021,3,3,DF,1468
2021,3,3,ES,805
2021,3,3,GO,1678
2021,3,3,MA,1295
2021,3,3,MG,2906
2021,3,3,MS,341
2021,3,3,MT,649
2021,3,3,PA,2781
2021,3,3,PB,1738
2021,3,3,PE,2926
2021,3,3,PI,1576
2021,3,3,PR,838
2021,3,3,RJ,4488
2021,3,3,RN,1221
2021,3,3,RO,162
2021,3,3,RR,75
2021,3,3,RS,323
2021,3,3,SC,318
2021,3,3,SE,1319
2021,3,3,SP,5459
2021,3,3,TO,243
2021,3,4,AC,7
2021,3,4,AL,74
2021,3,4,AM,33
2021,3,4,AP,6
2021,3,4,BA,187
2021,3,4,CE,84
2021,3,4,DF,97
2021,3,4,ES,19
2021,3,4,GO,130
2021,3,4,MA,43
2021,3,4,MG,135
2021,3,4,MS,77
2021,3,4,MT,44
2021,3,4,PA,113
2021,3,4,PB,91
2021,3,4,PE,121
2021,3,4,PI,51
2021,3,4,PR,378
2021,3,4,RJ,187
2021,3,4,RN,37
2021,3,4,RO,10
2021,3,4,RR,2
2021,3,4,RS,23
2021,3,4,SC,35
2021,3,4,SE,58
2021,3,4,SP,1817
2021,3,4,TO,11
2021,3,5,AL,15
2021,3,5,AM,2
2021,3,5,BA,24
2021,3,5,CE,8
2021,3,5,DF,4
2021,3,5,ES,1
2021,3,5,GO,4
2021,3,5,MA,3
2021,3,5,MG,7
2021,3,5,MS,2
2021,3,5,MT,1
2021,3,5,PA,14
2021,3,5,PB,18
2021,3,5,PE,15
2021,3,5,PI,3
2021,3,5,PR,2
2021,3,5,RJ,24
2021,3,5,RN,7
2021,3,5,RS,4
2021,3,5,SC,1
2021,3,5,SE,8
2021,3,5,SP,32
2021,3,5,TO,2
2022,1,0,AC,287
2022,1,0,AL,906
2022,1,0,AM,784
2022,1,0,AP,276
2022,1,0,BA,3478
2022,1,0,CE,1949
2022,1,0,DF,926
2022,1,0,ES,530
2022,1,0,GO,1768
2022,1,0,MA,1145
2022,1,0,MG,3927
2022,1,0,MS,402
2022,1,0,MT,651
2022,1,0,PA,2681
2022,1,0,PB,1246
2022,1,0,PE,2133
2022,1,0,PI,1061
2022,1,0,PR,1354
2022,1,0,RJ,3020
2022,1,0,RN,979
2022,1,0,RO,321
2022,1,0,RR,109
2022,1,0,RS,1476
2022,1,0,SC,689
2022,1,0,SE,913
2022,1,0,SP,3844
2022,1,0,TO,263
2022,1,1,AC,3317
2022,1,1,AL,11973
2022,1,1,AM,8073
2022,1,1,AP,3440
2022,1,1,BA,37402
2022,1,1,CE,36670
2022,1,1,DF,16325
2022,1,1,ES,15705
2022,1,1,GO,28591
2022,1,1,MA,20341
2022,1,1,MG,95640
2022,1,1,MS,12246
2022,1,1,MT,12754
2022,1,1,PA,29507
2022,1,1,PB,24654
2022,1,1,PE,42780
2022,1,1,PI,13665
2022,1,1,PR,55271
2022,1,1,RJ,73645
2022,1,1,RN,25729
2022,1,1,RO,5410
2022,1,1,RR,1291
2022,1,1,RS,74540
2022,1,1,SC,31098
2022,1,1,SE,9782
2022,1,1,SP,184931
2022,1,1,TO,4470
2022,1,2,AC,1684
2022,1,2,AL,4679
2022,1,2,AM,2454
2022,1,2,AP,2024
2022,1,2,BA,49171
2022,1,2,CE,8278
2022,1,2,DF,5370
2022,1,2,ES,5355
2022,1,2,GO,7458
2022,1,2,MA,12418
2022,1,2,MG,26399
2022,1,2,MS,1991
2022,1,2,MT,4454
2022,1,2,PA,17782
2022,1,2,PB,6191
2022,1,2,PE,14450
2022,1,2,PI,8077
2022,1,2,PR,4021
2022,1,2,RJ,27681
2022,1,2,RN,5871
2022,1,2,RO,1866
2022,1,2,RR,402
2022,1,2,RS,6825
2022,1,2,SC,2191
2022,1,2,SE,5889
2022,1,2,SP,29676
2022,1,2,TO,2423
2022,1,3,AC,10024
2022,1,3,AL,23470
2022,1,3,AM,29541
2022,1,3,AP,10182
2022,1,3,BA,89731
2022,1,3,CE,62959
2022,1,3,DF,17420
2022,1,3,ES,15484
2022,1,3,GO,31700
2022,1,3,MA,55135
2022,1,3,MG,79789
2022,1,3,MS,10251
2022,1,3,MT,17260
2022,1,3,PA,93166
2022,1,3,PB,37001
2022,1,3,PE,59667
2022,1,3,PI,35191
2022,1,3,PR,18806
2022,1,3,RJ,51311
2022,1,3,RN,29583
2022,1,3,RO,10517
2022,1,3,RR,3338
2022,1,3,RS,11850
2022,1,3,SC,7750
2022,1,3,SE,22394
2022,1,3,SP,80257
2022,1,3,TO,9904
2022,1,4,AC,525
2022,1,4,AL,1268
2022,1,4,AM,767
2022,1,4,AP,211
2022,1,4,BA,3786
2022,1,4,CE,2045
2022,1,4,DF,820
2022,1,4,ES,449
2022,1,4,GO,2134
2022,1,4,MA,1328
2022,1,4,MG,3344
2022,1,4,MS,613
2022,1,4,MT,811
2022,1,4,PA,2639
2022,1,4,PB,1798
2022,1,4,PE,2522
2022,1,4,PI,1426
2022,1,4,PR,1913
2022,1,4,RJ,1905
2022,1,4,RN,1103
2022,1,4,RO,478
2022,1,4,RR,62
2022,1,4,RS,345
2022,1,4,SC,396
2022,1,4,SE,1017
2022,1,4,SP,7595
2022,1,4,TO,555
2022,1,5,AC,131
2022,1,5,AL,259
2022,1,5,AM,1736
2022,1,5,AP,126
2022,1,5,BA,1103
2022,1,5,CE,437
2022,1,5,DF,119
2022,1,5,ES,133
2022,1,5,GO,231
2022,1,5,MA,313
2022,1,5,MG,477
2022,1,5,MS,737
2022,1,5,MT,213
2022,1,5,PA,625
2022,1,5,PB,665
2022,1,5,PE,1667
2022,1,5,PI,212
2022,1,5,PR,140
2022,1,5,RJ,356
2022,1,5,RN,172
2022,1,5,RO,132
2022,1,5,RR,298
2022,1,5,RS,122
2022,1,5,SC,116
2022,1,5,SE,193
2022,1,5,SP,735
2022,1,5,TO,113
2022,2,0,AC,154
2022,2,0,AL,437
2022,2,0,AM,912
2022,2,0,AP,121
2022,2,0,BA,1668
2022,2,0,CE,4215
2022,2,0,DF,429
2022,2,0,ES,278
2022,2,0,GO,2007
2022,2,0,MA,765
2022,2,0,MG,1397
2022,2,0,MS,297
2022,2,0,MT,483
2022,2,0,PA,1193
2022,2,0,PB,621
2022,2,0,PE,1228
2022,2,0,PI,494
2022,2,0,PR,1258
2022,2,0,RJ,1429
2022,2,0,RN,321
2022,2,0,RO,364
2022,2,0,RR,49
2022,2,0,RS,969
2022,2,0,SC,614
2022,2,0,SE,377
2022,2,0,SP,2392
2022,2,0,TO,224
2022,2,1,AC,1254
2022,2,1,AL,3952
2022,2,1,AM,5514
2022,2,1,AP,1151
2022,2,1,BA,11988
2022,2,1,CE,18481
2022,2,1,DF,5872
2022,2,1,ES,8385
2022,2,1,GO,18974
2022,2,1,MA,7112
2022,2,1,MG,34184
2022,2,1,MS,6941
2022,2,1,MT,6259
2022,2,1,PA,9125
2022,2,1,PB,7651
2022,2,1,PE,16114
2022,2,1,PI,4007
2022,2,1,PR,36223
2022,2,1,RJ,25855
2022,2,1,RN,7055
2022,2,1,RO,3396
2022,2,1,RR,568
2022,2,1,RS,36857
2022,2,1,SC,25214
2022,2,1,SE,2969
2022,2,1,SP,95962
2022,2,1,TO,2194
2022,2,2,AC,691
2022,2,2,AL,2259
2022,2,2,AM,1776
2022,2,2,AP,751
2022,2,2,BA,18531
2022,2,2,CE,7516
2022,2,2,DF,2811
2022,2,2,ES,3379
2022,2,2,GO,7741
2022,2,2,MA,4859
2022,2,2,MG,10700
2022,2,2,MS,1157
2022,2,2,MT,2633
2022,2,2,PA,6038
2022,2,2,PB,2661
2022,2,2,PE,7141
2022,2,2,PI,2807
2022,2,2,PR,2824
2022,2,2,RJ,13947
2022,2,2,RN,2082
2022,2,2,RO,1166
2022,2,2,RR,224
2022,2,2,RS,3307
2022,2,2,SC,1383
2022,2,2,SE,2331
2022,2,2,SP,20079
2022,2,2,TO,1656
2022,2,3,AC,3829
2022,2,3,AL,10272
2022,2,3,AM,25904
2022,2,3,AP,3700
2022,2,3,BA,33501
2022,2,3,CE,73844
2022,2,3,DF,8692
2022,2,3,ES,10244
2022,2,3,GO,31250
2022,2,3,MA,25424
2022,2,3,MG,35316
2022,2,3,MS,7009
2022,2,3,MT,10572
2022,2,3,PA,31836
2022,2,3,PB,14773
2022,2,3,PE,30947
2022,2,3,PI,13085
2022,2,3,PR,15680
2022,2,3,RJ,25441
2022,2,3,RN,10368
2022,2,3,RO,7180
2022,2,3,RR,1637
2022,2,3,RS,7143
2022,2,3,SC,6119
2022,2,3,SE,8822
2022,2,3,SP,57807
2022,2,3,TO,6337
2022,2,4,AC,268
2022,2,4,AL,592
2022,2,4,AM,589
2022,2,4,AP,84
2022,2,4,BA,1735
2022,2,4,CE,1354
2022,2,4,DF,373
2022,2,4,ES,351
2022,2,4,GO,2103
2022,2,4,MA,578
2022,2,4,MG,1345
2022,2,4,MS,294
2022,2,4,MT,411
2022,2,4,PA,1060
2022,2,4,PB,596
2022,2,4,PE,1187
2022,2,4,PI,615
2022,2,4,PR,950
2022,2,4,RJ,933
2022,2,4,RN,455
2022,2,4,RO,338
2022,2,4,RR,35
2022,2,4,RS,187
2022,2,4,SC,265
2022,2,4,SE,408
2022,2,4,SP,2689
2022,2,4,TO,387
2022,2,5,AC,52
2022,2,5,AL,201
2022,2,5,AM,1221
2022,2,5,AP,43
2022,2,5,BA,580
2022,2,5,CE,659
2022,2,5,DF,91
2022,2,5,ES,145
2022,2,5,GO,372
2022,2,5,MA,180
2022,2,5,MG,321
2022,2,5,MS,554
2022,2,5,MT,120
2022,2,5,PA,345
2022,2,5,PB,283
2022,2,5,PE,755
2022,2,5,PI,150
2022,2,5,PR,137
2022,2,5,RJ,268
2022,2,5,RN,98
2022,2,5,RO,177
2022,2,5,RR,185
2022,2,5,RS,110
2022,2,5,SC,87
2022,2,5,SE,100
2022,2,5,SP,703
2022,2,5,TO,101
2022,3,0,AC,5
2022,3,0,AL,80
2022,3,0,AM,41
2022,3,0,AP,8
2022,3,0,BA,249
2022,3,0,CE,106
2022,3,0,DF,125
2022,3,0,ES,47
2022,3,0,GO,148
2022,3,0,MA,44
2022,3,0,MG,230
2022,3,0,MS,34
2022,3,0,MT,32
2022,3,0,PA,143
2022,3,0,PB,74
2022,3,0,PE,170
2022,3,0,PI,73
2022,3,0,PR,164
2022,3,0,RJ,388
2022,3,0,RN,50
2022,3,0,RO,9
2022,3,0,RR,6
2022,3,0,RS,79
2022,3,0,SC,85
2022,3,0,SE,60
2022,3,0,SP,592
2022,3,0,TO,11
2022,3,1,AC,195
2022,3,1,AL,1708
2022,3,1,AM,810
2022,3,1,AP,249
2022,3,1,BA,5063
2022,3,1,CE,4614
2022,3,1,DF,3941
2022,3,1,ES,2127
2022,3,1,GO,4659
2022,3,1,MA,1502
2022,3,1,MG,12406
2022,3,1,MS,1647
2022,3,1,MT,1768
2022,3,1,PA,2853
2022,3,1,PB,2709
2022,3,1,PE,5101
2022,3,1,PI,1601
2022,3,1,PR,10091
2022,3,1,RJ,17459
2022,3,1,RN,2454
2022,3,1,RO,352
2022,3,1,RR,120
2022,3,1,RS,7849
2022,3,1,SC,6183
2022,3,1,SE,1368
2022,3,1,SP,46305
2022,3,1,TO,440
2022,3,2,AC,24
2022,3,2,AL,241
2022,3,2,AM,53
2022,3,2,AP,41
2022,3,2,BA,1953
2022,3,2,CE,315
2022,3,2,DF,319
2022,3,2,ES,176
2022,3,2,GO,309
2022,3,2,MA,269
2022,3,2,MG,668
2022,3,2,MS,40
2022,3,2,MT,159
2022,3,2,PA,486
2022,3,2,PB,266
2022,3,2,PE,533
2022,3,2,PI,270
2022,3,2,PR,147
2022,3,2,RJ,1868
2022,3,2,RN,219
2022,3,2,RO,30
2022,3,2,RR,12
2022,3,2,RS,182
2022,3,2,SC,103
2022,3,2,SE,342
2022,3,2,SP,1827
2022,3,2,TO,40
2022,3,3,AC,157
2022,3,3,AL,1585
2022,3,3,AM,772
2022,3,3,AP,264
2022,3,3,BA,5026
2022,3,3,CE,2827
2022,3,3,DF,1654
2022,3,3,ES,884
2022,3,3,GO,2003
2022,3,3,MA,1467
2022,3,3,MG,3477
2022,3,3,MS,395
2022,3,3,MT,743
2022,3,3,PA,3032
2022,3,3,PB,1962
2022,3,3,PE,3060
2022,3,3,PI,1623
2022,3,3,PR,1048
2022,3,3,RJ,5189
2022,3,3,RN,1468
2022,3,3,RO,223
2022,3,3,RR,93
2022,3,3,RS,422
2022,3,3,SC,455
2022,3,3,SE,1279
2022,3,3,SP,7022
2022,3,3,TO,301
2022,3,4,AC,3
2022,3,4,AL,57
2022,3,4,AM,34
2022,3,4,AP,3
2022,3,4,BA,170
2022,3,4,CE,96
2022,3,4,DF,106
2022,3,4,ES,23
2022,3,4,GO,167
2022,3,4,MA,31
2022,3,4,MG,152
2022,3,4,MS,69
2022,3,4,MT,56
2022,3,4,PA,105
2022,3,4,PB,75
2022,3,4,PE,116
2022,3,4,PI,38
2022,3,4,PR,364
2022,3,4,RJ,172
2022,3,4,RN,39
2022,3,4,RO,8
2022,3,4,RR,2
2022,3,4,RS,28
2022,3,4,SC,39
2022,3,4,SE,62
2022,3,4,SP,1979
2022,3,4,TO,20
2022,3,5,AC,1
2022,3,5,AL,6
2022,3,5,AM,5
2022,3,5,BA,31
2022,3,5,CE,12
2022,3,5,DF,8
2022,3,5,ES,5
2022,3,5,GO,7
2022,3,5,MA,5
2022,3,5,MG,9
2022,3,5,MS,6
2022,3,5,MT,2
2022,3,5,PA,5
2022,3,5,PB,12
2022,3,5,PE,24
2022,3,5,PI,5
2022,3,5,PR,5
2022,3,5,RJ,23
2022,3,5,RN,3
2022,3,5,RO,2
2022,3,5,RR,3
2022,3,5,RS,4
2022,3,5,SC,4
2022,3,5,SE,6
2022,3,5,SP,47
2022,3,5,TO,1
2023,1,0,AC,240
2023,1,0,AL,820
2023,1,0,AM,877
2023,1,0,AP,267
2023,1,0,BA,3213
2023,1,0,CE,1837
2023,1,0,DF,858
2023,1,0,ES,463
2023,1,0,GO,1338
2023,1,0,MA,1221
2023,1,0,MG,3684
2023,1,0,MS,383
2023,1,0,MT,536
2023,1,0,PA,2484
2023,1,0,PB,1234
2023,1,0,PE,1984
2023,1,0,PI,1064
2023,1,0,PR,1143
2023,1,0,RJ,2741
2023,1,0,RN,988
2023,1,0,RO,268
2023,1,0,RR,91
2023,1,0,RS,1414
2023,1,0,SC,618
2023,1,0,SE,829
2023,1,0,SP,3492
2023,1,0,TO,242
2023,1,1,AC,3574
2023,1,1,AL,14648
2023,1,1,AM,10001
2023,1,1,AP,4452
2023,1,1,BA,45225
2023,1,1,CE,43533
2023,1,1,DF,18329
2023,1,1,ES,17726
2023,1,1,GO,31202
2023,1,1,MA,24027
2023,1,1,MG,109663
2023,1,1,MS,13691
2023,1,1,MT,13561
2023,1,1,PA,33696
2023,1,1,PB,30158
2023,1,1,PE,50102
2023,1,1,PI,15885
2023,1,1,PR,57991
2023,1,1,RJ,83482
2023,1,1,RN,30199
2023,1,1,RO,6159
2023,1,1,RR,1511
2023,1,1,RS,77174
2023,1,1,SC,34418
2023,1,1,SE,11898
2023,1,1,SP,197434
2023,1,1,TO,5055
2023,1,2,AC,2009
2023,1,2,AL,6410
2023,1,2,AM,3415
2023,1,2,AP,2983
2023,1,2,BA,69095
2023,1,2,CE,10668
2023,1,2,DF,6758
2023,1,2,ES,7342
2023,1,2,GO,9093
2023,1,2,MA,17020
2023,1,2,MG,35230
2023,1,2,MS,2474
2023,1,2,MT,5271
2023,1,2,PA,21604
2023,1,2,PB,8607
2023,1,2,PE,19311
2023,1,2,PI,10096
2023,1,2,PR,4818
2023,1,2,RJ,36835
2023,1,2,RN,7566
2023,1,2,RO,2347
2023,1,2,RR,514
2023,1,2,RS,8277
2023,1,2,SC,3051
2023,1,2,SE,7185
2023,1,2,SP,36071
2023,1,2,TO,3095
2023,1,3,AC,10842
2023,1,3,AL,29641
2023,1,3,AM,38083
2023,1,3,AP,13199
2023,1,3,BA,114261
2023,1,3,CE,74357
2023,1,3,DF,19954
2023,1,3,ES,19096
2023,1,3,GO,35560
2023,1,3,MA,70231
2023,1,3,MG,96498
2023,1,3,MS,11638
2023,1,3,MT,18404
2023,1,3,PA,107459
2023,1,3,PB,46352
2023,1,3,PE,72947
2023,1,3,PI,41324
2023,1,3,PR,21412
2023,1,3,RJ,63687
2023,1,3,RN,34804
2023,1,3,RO,12293
2023,1,3,RR,3851
2023,1,3,RS,13921
2023,1,3,SC,9850
2023,1,3,SE,26113
2023,1,3,SP,91772
2023,1,3,TO,11168
2023,1,4,AC,460
2023,1,4,AL,1431
2023,1,4,AM,803
2023,1,4,AP,272
2023,1,4,BA,3953
2023,1,4,CE,1989
2023,1,4,DF,880
2023,1,4,ES,499
2023,1,4,GO,1960
2023,1,4,MA,1539
2023,1,4,MG,3359
2023,1,4,MS,623
2023,1,4,MT,737
2023,1,4,PA,2720
2023,1,4,PB,1807
2023,1,4,PE,2506
2023,1,4,PI,1302
2023,1,4,PR,1862
2023,1,4,RJ,1986
2023,1,4,RN,1175
2023,1,4,RO,457
2023,1,4,RR,76
2023,1,4,RS,348
2023,1,4,SC,452
2023,1,4,SE,939
2023,1,4,SP,7749
2023,1,4,TO,508
2023,1,5,AC,182
2023,1,5,AL,386
2023,1,5,AM,2247
2023,1,5,AP,166
2023,1,5,BA,1596
2023,1,5,CE,618
2023,1,5,DF,147
2023,1,5,ES,174
2023,1,5,GO,289
2023,1,5,MA,475
2023,1,5,MG,671
2023,1,5,MS,789
2023,1,5,MT,302
2023,1,5,PA,827
2023,1,5,PB,941
2023,1,5,PE,2224
2023,1,5,PI,272
2023,1,5,PR,183
2023,1,5,RJ,452
2023,1,5,RN,263
2023,1,5,RO,184
2023,1,5,RR,382
2023,1,5,RS,185
2023,1,5,SC,168
2023,1,5,SE,205
2023,1,5,SP,961
2023,1,5,TO,130
2023,2,0,AC,130
2023,2,0,AL,287
2023,2,0,AM,632
2023,2,0,AP,66
2023,2,0,BA,912
2023,2,0,CE,3265
2023,2,0,DF,224
2023,2,0,ES,179
2023,2,0,GO,1300
2023,2,0,MA,425
2023,2,0,MG,829
2023,2,0,MS,173
2023,2,0,MT,278
2023,2,0,PA,715
2023,2,0,PB,355
2023,2,0,PE,734
2023,2,0,PI,358
2023,2,0,PR,830
2023,2,0,RJ,742
2023,2,0,RN,207
2023,2,0,RO,191
2023,2,0,RR,40
2023,2,0,RS,600
2023,2,0,SC,387
2023,2,0,SE,217
2023,2,0,SP,1504
2023,2,0,TO,102
2023,2,1,AC,1410
2023,2,1,AL,5388
2023,2,1,AM,5695
2023,2,1,AP,1469
2023,2,1,BA,13378
2023,2,1,CE,20250
2023,2,1,DF,6535
2023,2,1,ES,9414
2023,2,1,GO,19611
2023,2,1,MA,8374
2023,2,1,MG,36695
2023,2,1,MS,6791
2023,2,1,MT,7011
2023,2,1,PA,10130
2023,2,1,PB,8563
2023,2,1,PE,17605
2023,2,1,PI,4925
2023,2,1,PR,41549
2023,2,1,RJ,25302
2023,2,1,RN,7510
2023,2,1,RO,3955
2023,2,1,RR,663
2023,2,1,RS,37087
2023,2,1,SC,25269
2023,2,1,SE,3402
2023,2,1,SP,101150
2023,2,1,TO,2346
2023,2,2,AC,721
2023,2,2,AL,3496
2023,2,2,AM,1949
2023,2,2,AP,995
2023,2,2,BA,19977
2023,2,2,CE,7866
2023,2,2,DF,2942
2023,2,2,ES,3833
2023,2,2,GO,7999
2023,2,2,MA,6675
2023,2,2,MG,12842
2023,2,2,MS,1102
2023,2,2,MT,2934
2023,2,2,PA,6963
2023,2,2,PB,3128
2023,2,2,PE,8363
2023,2,2,PI,3910
2023,2,2,PR,3646
2023,2,2,RJ,13997
2023,2,2,RN,2173
2023,2,2,RO,1385
2023,2,2,RR,271
2023,2,2,RS,3254
2023,2,2,SC,1583
2023,2,2,SE,2453
2023,2,2,SP,22677
2023,2,2,TO,1857
2023,2,3,AC,3935
2023,2,3,AL,15098
2023,2,3,AM,25239
2023,2,3,AP,4142
2023,2,3,BA,36188
2023,2,3,CE,67910
2023,2,3,DF,9252
2023,2,3,ES,10988
2023,2,3,GO,30358
2023,2,3,MA,30920
2023,2,3,MG,38815
2023,2,3,MS,6597
2023,2,3,MT,11230
2023,2,3,PA,33348
2023,2,3,PB,17173
2023,2,3,PE,31897
2023,2,3,PI,15737
2023,2,3,PR,19052
2023,2,3,RJ,24913
2023,2,3,RN,10679
2023,2,3,RO,7591
2023,2,3,RR,1706
2023,2,3,RS,7379
