NU_ANO,Q006,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2019,A,1,AC,80
2019,A,1,AL,217
2019,A,1,AM,194
2019,A,1,AP,73
2019,A,1,BA,1648
2019,A,1,CE,1539
2019,A,1,DF,55
2019,A,1,ES,47
2019,A,1,GO,246
2019,A,1,MA,1388
2019,A,1,MG,612
2019,A,1,MS,53
2019,A,1,MT,86
2019,A,1,PA,719
2019,A,1,PB,711
2019,A,1,PE,1568
2019,A,1,PI,1010
2019,A,1,PR,154
2019,A,1,RJ,254
2019,A,1,RN,252
2019,A,1,RO,48
2019,A,1,RR,32
2019,A,1,RS,85
2019,A,1,SC,44
2019,A,1,SE,397
2019,A,1,SP,580
2019,A,1,TO,127
2019,A,2,AC,231
2019,A,2,AL,798
2019,A,2,AM,763
2019,A,2,AP,193
2019,A,2,BA,3631
2019,A,2,CE,3620
2019,A,2,DF,165
2019,A,2,ES,256
2019,A,2,GO,513
2019,A,2,MA,3098
2019,A,2,MG,1670
2019,A,2,MS,151
2019,A,2,MT,209
2019,A,2,PA,1801
2019,A,2,PB,1390
2019,A,2,PE,3078
2019,A,2,PI,1868
2019,A,2,PR,471
2019,A,2,RJ,944
2019,A,2,RN,778
2019,A,2,RO,147
2019,A,2,RR,53
2019,A,2,RS,266
2019,A,2,SC,141
2019,A,2,SE,740
2019,A,2,SP,2948
2019,A,2,TO,339
2019,A,3,AC,382
2019,A,3,AL,1172
2019,A,3,AM,1312
2019,A,3,AP,337
2019,A,3,BA,4734
2019,A,3,CE,4402
2019,A,3,DF,293
2019,A,3,ES,406
2019,A,3,GO,642
2019,A,3,MA,3764
2019,A,3,MG,2181
2019,A,3,MS,218
2019,A,3,MT,270
2019,A,3,PA,2581
2019,A,3,PB,1828
2019,A,3,PE,3794
2019,A,3,PI,2299
2019,A,3,PR,436
2019,A,3,RJ,1644
2019,A,3,RN,1052
2019,A,3,RO,269
2019,A,3,RR,102
2019,A,3,RS,562
2019,A,3,SC,227
2019,A,3,SE,949
2019,A,3,SP,2245
2019,A,3,TO,402
2019,A,4,AC,301
2019,A,4,AL,930
2019,A,4,AM,993
2019,A,4,AP,300
2019,A,4,BA,3866
2019,A,4,CE,2432
2019,A,4,DF,264
2019,A,4,ES,300
2019,A,4,GO,363
2019,A,4,MA,2802
2019,A,4,MG,1392
2019,A,4,MS,175
2019,A,4,MT,172
2019,A,4,PA,2186
2019,A,4,PB,1480
2019,A,4,PE,2519
2019,A,4,PI,1873
2019,A,4,PR,287
2019,A,4,RJ,1256
2019,A,4,RN,975
2019,A,4,RO,221
2019,A,4,RR,76
2019,A,4,RS,405
2019,A,4,SC,124
2019,A,4,SE,880
2019,A,4,SP,1390
2019,A,4,TO,312
2019,A,5,AC,321
2019,A,5,AL,689
2019,A,5,AM,786
2019,A,5,AP,271
2019,A,5,BA,2930
2019,A,5,CE,1468
2019,A,5,DF,206
2019,A,5,ES,241
2019,A,5,GO,296
2019,A,5,MA,1998
2019,A,5,MG,957
2019,A,5,MS,147
2019,A,5,MT,128
2019,A,5,PA,1951
2019,A,5,PB,1101
2019,A,5,PE,1728
2019,A,5,PI,1336
2019,A,5,PR,188
2019,A,5,RJ,906
2019,A,5,RN,701
2019,A,5,RO,172
2019,A,5,RR,52
2019,A,5,RS,337
2019,A,5,SC,85
2019,A,5,SE,637
2019,A,5,SP,979
2019,A,5,TO,213
2019,A,6,AC,268
2019,A,6,AL,510
2019,A,6,AM,587
2019,A,6,AP,210
2019,A,6,BA,2058
2019,A,6,CE,888
2019,A,6,DF,165
2019,A,6,ES,157
2019,A,6,GO,204
2019,A,6,MA,1300
2019,A,6,MG,745
2019,A,6,MS,94
2019,A,6,MT,112
2019,A,6,PA,1494
2019,A,6,PB,847
2019,A,6,PE,1139
2019,A,6,PI,994
2019,A,6,PR,143
2019,A,6,RJ,638
2019,A,6,RN,521
2019,A,6,RO,118
2019,A,6,RR,42
2019,A,6,RS,251
2019,A,6,SC,60
2019,A,6,SE,418
2019,A,6,SP,719
2019,A,6,TO,172
2019,A,6,AC,235
2019,A,6,AL,406
2019,A,6,AM,456
2019,A,6,AP,185
2019,A,6,BA,1619
2019,A,6,CE,703
2019,A,6,DF,141
2019,A,6,ES,161
2019,A,6,GO,187
2019,A,6,MA,934
2019,A,6,MG,589
2019,A,6,MS,108
2019,A,6,MT,104
2019,A,6,PA,1199
2019,A,6,PB,676
2019,A,6,PE,888
2019,A,6,PI,649
2019,A,6,PR,134
2019,A,6,RJ,557
2019,A,6,RN,428
2019,A,6,RO,118
2019,A,6,RR,32
2019,A,6,RS,184
2019,A,6,SC,63
2019,A,6,SE,344
2019,A,6,SP,669
2019,A,6,TO,115
2019,A,6,AC,177
2019,A,6,AL,337
2019,A,6,AM,424
2019,A,6,AP,153
2019,A,6,BA,1251
2019,A,6,CE,592
2019,A,6,DF,109
2019,A,6,ES,124
2019,A,6,GO,149
2019,A,6,MA,673
2019,A,6,MG,482
2019,A,6,MS,88
2019,A,6,MT,83
2019,A,6,PA,961
2019,A,6,PB,497
2019,A,6,PE,699
2019,A,6,PI,502
2019,A,6,PR,112
2019,A,6,RJ,432
2019,A,6,RN,371
2019,A,6,RO,115
2019,A,6,RR,25
2019,A,6,RS,196
2019,A,6,SC,46
2019,A,6,SE,267
2019,A,6,SP,563
2019,A,6,TO,91
2019,A,6,AC,170
2019,A,6,AL,261
2019,A,6,AM,348
2019,A,6,AP,122
2019,A,6,BA,1106
2019,A,6,CE,434
2019,A,6,DF,95
2019,A,6,ES,94
2019,A,6,GO,123
2019,A,6,MA,500
2019,A,6,MG,413
2019,A,6,MS,71
2019,A,6,MT,63
2019,A,6,PA,744
2019,A,6,PB,423
2019,A,6,PE,570
2019,A,6,PI,388
2019,A,6,PR,119
2019,A,6,RJ,427
2019,A,6,RN,323
2019,A,6,RO,94
2019,A,6,RR,21
2019,A,6,RS,162
2019,A,6,SC,58
2019,A,6,SE,212
2019,A,6,SP,518
2019,A,6,TO,86
2019,A,6,AC,135
2019,A,6,AL,223
2019,A,6,AM,310
2019,A,6,AP,92
2019,A,6,BA,861
2019,A,6,CE,364
2019,A,6,DF,94
2019,A,6,ES,105
2019,A,6,GO,124
2019,A,6,MA,404
2019,A,6,MG,346
2019,A,6,MS,74
2019,A,6,MT,76
2019,A,6,PA,681
2019,A,6,PB,286
2019,A,6,PE,411
2019,A,6,PI,276
2019,A,6,PR,81
2019,A,6,RJ,359
2019,A,6,RN,251
2019,A,6,RO,78
2019,A,6,RR,22
2019,A,6,RS,145
2019,A,6,SC,43
2019,A,6,SE,191
2019,A,6,SP,468
2019,A,6,TO,49
2019,A,6,AC,446
2019,A,6,AL,549
2019,A,6,AM,1016
2019,A,6,AP,369
2019,A,6,BA,2438
2019,A,6,CE,1052
2019,A,6,DF,324
2019,A,6,ES,328
2019,A,6,GO,341
2019,A,6,MA,1116
2019,A,6,MG,1204
2019,A,6,MS,272
2019,A,6,MT,241
2019,A,6,PA,2015
2019,A,6,PB,1021
2019,A,6,PE,1400
2019,A,6,PI,765
2019,A,6,PR,400
2019,A,6,RJ,1149
2019,A,6,RN,759
2019,A,6,RO,321
2019,A,6,RR,68
2019,A,6,RS,500
2019,A,6,SC,167
2019,A,6,SE,508
2019,A,6,SP,1564
2019,A,6,TO,183
2019,A,6,AC,234
2019,A,6,AL,313
2019,A,6,AM,654
2019,A,6,AP,219
2019,A,6,BA,1499
2019,A,6,CE,726
2019,A,6,DF,220
2019,A,6,ES,235
2019,A,6,GO,207
2019,A,6,MA,611
2019,A,6,MG,737
2019,A,6,MS,128
2019,A,6,MT,136
2019,A,6,PA,1156
2019,A,6,PB,540
2019,A,6,PE,847
2019,A,6,PI,425
2019,A,6,PR,230
2019,A,6,RJ,780
2019,A,6,RN,427
2019,A,6,RO,194
2019,A,6,RR,34
2019,A,6,RS,300
2019,A,6,SC,99
2019,A,6,SE,288
2019,A,6,SP,1096
2019,A,6,TO,76
2019,A,6,AC,132
2019,A,6,AL,202
2019,A,6,AM,443
2019,A,6,AP,161
2019,A,6,BA,1041
2019,A,6,CE,402
2019,A,6,DF,166
2019,A,6,ES,164
2019,A,6,GO,145
2019,A,6,MA,390
2019,A,6,MG,547
2019,A,6,MS,117
2019,A,6,MT,101
2019,A,6,PA,792
2019,A,6,PB,339
2019,A,6,PE,564
2019,A,6,PI,233
2019,A,6,PR,150
2019,A,6,RJ,559
2019,A,6,RN,254
2019,A,6,RO,119
2019,A,6,RR,32
2019,A,6,RS,218
2019,A,6,SC,56
2019,A,6,SE,168
2019,A,6,SP,839
2019,A,6,TO,47
2019,A,6,AC,64
2019,A,6,AL,96
2019,A,6,AM,231
2019,A,6,AP,87
2019,A,6,BA,610
2019,A,6,CE,238
2019,A,6,DF,114
2019,A,6,ES,94
2019,A,6,GO,65
2019,A,6,MA,170
2019,A,6,MG,300
2019,A,6,MS,41
2019,A,6,MT,55
2019,A,6,PA,441
2019,A,6,PB,165
2019,A,6,PE,338
2019,A,6,PI,128
2019,A,6,PR,81
2019,A,6,RJ,387
2019,A,6,RN,129
2019,A,6,RO,82
2019,A,6,RR,10
2019,A,6,RS,127
2019,A,6,SC,26
2019,A,6,SE,87
2019,A,6,SP,480
2019,A,6,TO,15
2019,A,6,AC,34
2019,A,6,AL,33
2019,A,6,AM,135
2019,A,6,AP,30
2019,A,6,BA,302
2019,A,6,CE,137
2019,A,6,DF,66
2019,A,6,ES,66
2019,A,6,GO,41
2019,A,6,MA,86
2019,A,6,MG,188
2019,A,6,MS,21
2019,A,6,MT,24
2019,A,6,PA,237
2019,A,6,PB,95
2019,A,6,PE,219
2019,A,6,PI,74
2019,A,6,PR,38
2019,A,6,RJ,252
2019,A,6,RN,68
2019,A,6,RO,30
2019,A,6,RR,6
2019,A,6,RS,80
2019,A,6,SC,18
2019,A,6,SE,49
2019,A,6,SP,314
2019,A,6,TO,14
2019,A,6,AC,10
2019,A,6,AL,33
2019,A,6,AM,49
2019,A,6,AP,23
2019,A,6,BA,145
2019,A,6,CE,68
2019,A,6,DF,34
2019,A,6,ES,33
2019,A,6,GO,27
2019,A,6,MA,64
2019,A,6,MG,134
2019,A,6,MS,10
2019,A,6,MT,15
2019,A,6,PA,120
2019,A,6,PB,58
2019,A,6,PE,116
2019,A,6,PI,36
2019,A,6,PR,28
2019,A,6,RJ,199
2019,A,6,RN,35
2019,A,6,RO,17
2019,A,6,RS,61
2019,A,6,SC,9
2019,A,6,SE,19
2019,A,6,SP,192
2019,A,6,TO,4
2019,A,6,AC,2
2019,A,6,AL,18
2019,A,6,AM,24
2019,A,6,AP,12
2019,A,6,BA,81
2019,A,6,CE,37
2019,A,6,DF,15
2019,A,6,ES,24
2019,A,6,GO,10
2019,A,6,MA,17
2019,A,6,MG,56
2019,A,6,MS,5
2019,A,6,MT,12
2019,A,6,PA,55
2019,A,6,PB,27
2019,A,6,PE,47
2019,A,6,PI,13
2019,A,6,PR,9
2019,A,6,RJ,108
2019,A,6,RN,17
2019,A,6,RO,8
2019,A,6,RR,3
2019,A,6,RS,35
2019,A,6,SC,4
2019,A,6,SE,10
2019,A,6,SP,100
2019,A,6,TO,2
2019,A,6,AC,2
2019,A,6,AL,4
2019,A,6,AM,6
2019,A,6,AP,3
2019,A,6,BA,34
2019,A,6,CE,13
2019,A,6,DF,7
2019,A,6,ES,8
2019,A,6,GO,2
2019,A,6,MA,12
2019,A,6,MG,26
2019,A,6,MS,3
2019,A,6,MT,1
2019,A,6,PA,21
2019,A,6,PB,6
2019,A,6,PE,17
2019,A,6,PI,8
2019,A,6,RJ,40
2019,A,6,RN,1
2019,A,6,RO,3
2019,A,6,RS,12
2019,A,6,SC,1
2019,A,6,SE,4
2019,A,6,SP,39
2019,A,6,TO,2
2019,A,6,AM,2
2019,A,6,BA,3
2019,A,6,CE,1
2019,A,6,DF,1
2019,A,6,ES,1
2019,A,6,GO,2
2019,A,6,MG,4
2019,A,6,PA,6
2019,A,6,PB,1
2019,A,6,PE,2
2019,A,6,RJ,6
2019,A,6,RN,1
2019,A,6,RR,1
2019,A,6,RS,1
2019,A,6,SP,7
2019,A,6,BA,1
2019,A,6,CE,1
2019,A,6,DF,2
2019,A,6,MG,1
2019,A,6,MS,1
2019,A,6,RJ,1
2019,B,1,AC,380
2019,B,1,AL,1236
2019,B,1,AM,1082
2019,B,1,AP,548
2019,B,1,BA,7502
2019,B,1,CE,9495
2019,B,1,DF,260
2019,B,1,ES,466
2019,B,1,GO,2204
2019,B,1,MA,6130
2019,B,1,MG,4933
2019,B,1,MS,490
2019,B,1,MT,670
2019,B,1,PA,4703
2019,B,1,PB,3420
2019,B,1,PE,7881
2019,B,1,PI,3575
2019,B,1,PR,841
2019,B,1,RJ,1154
2019,B,1,RN,1323
2019,B,1,RO,384
2019,B,1,RR,162
2019,B,1,RS,649
2019,B,1,SC,272
2019,B,1,SE,1850
2019,B,1,SP,2432
2019,B,1,TO,905
2019,B,2,AC,1306
2019,B,2,AL,3979
2019,B,2,AM,4149
2019,B,2,AP,1391
2019,B,2,BA,17032
2019,B,2,CE,24025
2019,B,2,DF,1219
2019,B,2,ES,2165
2019,B,2,GO,4961
2019,B,2,MA,12540
2019,B,2,MG,14321
2019,B,2,MS,1673
2019,B,2,MT,2023
2019,B,2,PA,10319
2019,B,2,PB,6762
2019,B,2,PE,16674
2019,B,2,PI,6582
2019,B,2,PR,3765
2019,B,2,RJ,5606
2019,B,2,RN,4055
2019,B,2,RO,1177
2019,B,2,RR,385
2019,B,2,RS,2613
2019,B,2,SC,1141
2019,B,2,SE,3382
2019,B,2,SP,18194
2019,B,2,TO,2085
2019,B,3,AC,2030
2019,B,3,AL,5749
2019,B,3,AM,6617
2019,B,3,AP,2003
2019,B,3,BA,22284
2019,B,3,CE,30073
2019,B,3,DF,2136
2019,B,3,ES,3346
2019,B,3,GO,6531
2019,B,3,MA,15411
2019,B,3,MG,18659
2019,B,3,MS,1975
2019,B,3,MT,2557
2019,B,3,PA,14447
2019,B,3,PB,8686
2019,B,3,PE,20293
2019,B,3,PI,8233
2019,B,3,PR,3443
2019,B,3,RJ,10226
2019,B,3,RN,6132
2019,B,3,RO,2062
2019,B,3,RR,653
2019,B,3,RS,4768
2019,B,3,SC,1841
2019,B,3,SE,4549
2019,B,3,SP,14515
2019,B,3,TO,2440
2019,B,4,AC,1765
2019,B,4,AL,4751
2019,B,4,AM,5004
2019,B,4,AP,1825
2019,B,4,BA,20117
2019,B,4,CE,17432
2019,B,4,DF,1926
2019,B,4,ES,2609
2019,B,4,GO,3759
2019,B,4,MA,12472
2019,B,4,MG,12799
2019,B,4,MS,1420
2019,B,4,MT,1668
2019,B,4,PA,12517
2019,B,4,PB,7164
2019,B,4,PE,13691
2019,B,4,PI,6755
2019,B,4,PR,2221
2019,B,4,RJ,8426
2019,B,4,RN,5667
2019,B,4,RO,1547
2019,B,4,RR,447
2019,B,4,RS,3384
2019,B,4,SC,1003
2019,B,4,SE,4081
2019,B,4,SP,8852
2019,B,4,TO,1882
2019,B,5,AC,1451
2019,B,5,AL,3573
2019,B,5,AM,3806
2019,B,5,AP,1581
2019,B,5,BA,16222
2019,B,5,CE,10583
2019,B,5,DF,1483
2019,B,5,ES,1809
2019,B,5,GO,2451
2019,B,5,MA,9190
2019,B,5,MG,8868
2019,B,5,MS,1001
2019,B,5,MT,1206
2019,B,5,PA,10904
2019,B,5,PB,5446
2019,B,5,PE,9294
