NU_ANO,Q006,TP_ESCOLA,SG_UF_PROVA,QTD
2019,A,1,AC,2663
2019,A,1,AL,4824
2019,A,1,AM,6301
2019,A,1,AP,2261
2019,A,1,BA,21818
2019,A,1,CE,10291
2019,A,1,DF,1992
2019,A,1,ES,2048
2019,A,1,GO,2707
2019,A,1,MA,12663
2019,A,1,MG,9016
2019,A,1,MS,1352
2019,A,1,MT,1473
2019,A,1,PA,14326
2019,A,1,PB,8392
2019,A,1,PE,14004
2019,A,1,PI,9003
2019,A,1,PR,2179
2019,A,1,RJ,7815
2019,A,1,RN,5562
2019,A,1,RO,1640
2019,A,1,RR,470
2019,A,1,RS,2999
2019,A,1,SC,910
2019,A,1,SE,4536
2019,A,1,SP,11010
2019,A,1,TO,1556
2019,A,2,AC,557
2019,A,2,AL,1914
2019,A,2,AM,2406
2019,A,2,AP,572
2019,A,2,BA,7901
2019,A,2,CE,8767
2019,A,2,DF,504
2019,A,2,ES,783
2019,A,2,GO,952
2019,A,2,MA,6606
2019,A,2,MG,3476
2019,A,2,MS,421
2019,A,2,MT,402
2019,A,2,PA,4729
2019,A,2,PB,3035
2019,A,2,PE,5815
2019,A,2,PI,3835
2019,A,2,PR,838
2019,A,2,RJ,2869
2019,A,2,RN,1747
2019,A,2,RO,505
2019,A,2,RR,139
2019,A,2,RS,887
2019,A,2,SC,345
2019,A,2,SE,1574
2019,A,2,SP,4303
2019,A,2,TO,682
2019,A,3,AC,4
2019,A,3,AL,53
2019,A,3,AM,26
2019,A,3,AP,7
2019,A,3,BA,139
2019,A,3,CE,59
2019,A,3,DF,40
2019,A,3,ES,13
2019,A,3,GO,28
2019,A,3,MA,58
2019,A,3,MG,92
2019,A,3,MS,4
2019,A,3,MT,13
2019,A,3,PA,105
2019,A,3,PB,64
2019,A,3,PE,125
2019,A,3,PI,39
2019,A,3,PR,44
2019,A,3,RJ,214
2019,A,3,RN,34
2019,A,3,RO,9
2019,A,3,RR,2
2019,A,3,RS,41
2019,A,3,SC,16
2019,A,3,SE,58
2019,A,3,SP,397
2019,A,3,TO,11
2019,B,1,AC,12026
2019,B,1,AL,25919
2019,B,1,AM,29691
2019,B,1,AP,13721
2019,B,1,BA,111192
2019,B,1,CE,67416
2019,B,1,DF,10819
2019,B,1,ES,12162
2019,B,1,GO,21601
2019,B,1,MA,65253
2019,B,1,MG,67883
2019,B,1,MS,8870
2019,B,1,MT,10329
2019,B,1,PA,81754
2019,B,1,PB,41411
2019,B,1,PE,72420
2019,B,1,PI,36970
2019,B,1,PR,12400
2019,B,1,RJ,39191
2019,B,1,RN,31045
2019,B,1,RO,9938
2019,B,1,RR,2773
2019,B,1,RS,18453
2019,B,1,SC,4979
2019,B,1,SE,22907
2019,B,1,SP,51508
2019,B,1,TO,10050
2019,B,2,AC,2859
2019,B,2,AL,8912
2019,B,2,AM,11348
2019,B,2,AP,3319
2019,B,2,BA,36289
2019,B,2,CE,59485
2019,B,2,DF,3738
2019,B,2,ES,5862
2019,B,2,GO,9331
2019,B,2,MA,24710
2019,B,2,MG,28489
2019,B,2,MS,3802
2019,B,2,MT,3904
2019,B,2,PA,24974
2019,B,2,PB,14007
2019,B,2,PE,30907
2019,B,2,PI,13189
2019,B,2,PR,6701
2019,B,2,RJ,17550
2019,B,2,RN,9790
2019,B,2,RO,3591
2019,B,2,RR,854
2019,B,2,RS,7560
2019,B,2,SC,2772
2019,B,2,SE,7284
2019,B,2,SP,26646
2019,B,2,TO,3863
2019,B,3,AC,42
2019,B,3,AL,463
2019,B,3,AM,129
2019,B,3,AP,44
2019,B,3,BA,1046
2019,B,3,CE,576
2019,B,3,DF,105
2019,B,3,ES,91
2019,B,3,GO,217
2019,B,3,MA,387
2019,B,3,MG,378
2019,B,3,MS,61
2019,B,3,MT,67
2019,B,3,PA,683
2019,B,3,PB,561
2019,B,3,PE,804
2019,B,3,PI,364
2019,B,3,PR,114
2019,B,3,RJ,824
2019,B,3,RN,376
2019,B,3,RO,28
2019,B,3,RR,15
2019,B,3,RS,171
2019,B,3,SC,47
2019,B,3,SE,383
2019,B,3,SP,779
2019,B,3,TO,53
2019,C,1,AC,8554
2019,C,1,AL,18023
2019,C,1,AM,27195
2019,C,1,AP,9478
2019,C,1,BA,83284
2019,C,1,CE,47743
2019,C,1,DF,17946
2019,C,1,ES,20500
2019,C,1,GO,34823
2019,C,1,MA,45355
2019,C,1,MG,103448
2019,C,1,MS,14697
2019,C,1,MT,18117
2019,C,1,PA,62791
2019,C,1,PB,29973
2019,C,1,PE,53650
2019,C,1,PI,22300
2019,C,1,PR,31913
2019,C,1,RJ,63942
2019,C,1,RN,24269
2019,C,1,RO,13917
2019,C,1,RR,2821
2019,C,1,RS,39712
2019,C,1,SC,13667
2019,C,1,SE,15400
2019,C,1,SP,120848
2019,C,1,TO,9621
2019,C,2,AC,1703
2019,C,2,AL,4341
2019,C,2,AM,8690
2019,C,2,AP,2106
2019,C,2,BA,19953
2019,C,2,CE,29930
2019,C,2,DF,5941
2019,C,2,ES,8117
2019,C,2,GO,13941
2019,C,2,MA,12073
2019,C,2,MG,36732
2019,C,2,MS,5676
2019,C,2,MT,6392
2019,C,2,PA,14214
2019,C,2,PB,6788
2019,C,2,PE,15970
2019,C,2,PI,5451
2019,C,2,PR,15956
2019,C,2,RJ,23618
2019,C,2,RN,5346
2019,C,2,RO,4584
2019,C,2,RR,800
2019,C,2,RS,13813
2019,C,2,SC,7825
2019,C,2,SE,3380
2019,C,2,SP,62905
2019,C,2,TO,3192
2019,C,3,AC,39
2019,C,3,AL,667
2019,C,3,AM,164
2019,C,3,AP,53
2019,C,3,BA,1747
2019,C,3,CE,1218
2019,C,3,DF,307
2019,C,3,ES,196
2019,C,3,GO,612
2019,C,3,MA,464
2019,C,3,MG,925
2019,C,3,MS,125
2019,C,3,MT,125
2019,C,3,PA,1106
2019,C,3,PB,907
2019,C,3,PE,1403
2019,C,3,PI,575
2019,C,3,PR,446
2019,C,3,RJ,2311
2019,C,3,RN,555
2019,C,3,RO,59
2019,C,3,RR,17
2019,C,3,RS,399
2019,C,3,SC,251
2019,C,3,SE,582
2019,C,3,SP,2704
2019,C,3,TO,63
2019,C,1,AC,2089
2019,C,1,AL,5342
2019,C,1,AM,6813
2019,C,1,AP,2113
2019,C,1,BA,23626
2019,C,1,CE,13499
2019,C,1,DF,6936
2019,C,1,ES,8859
2019,C,1,GO,15369
2019,C,1,MA,11283
2019,C,1,MG,48195
2019,C,1,MS,6229
2019,C,1,MT,8153
2019,C,1,PA,16918
2019,C,1,PB,9182
2019,C,1,PE,16048
2019,C,1,PI,6537
2019,C,1,PR,19757
2019,C,1,RJ,27648
2019,C,1,RN,8058
2019,C,1,RO,4916
2019,C,1,RR,781
2019,C,1,RS,21878
2019,C,1,SC,9251
2019,C,1,SE,4590
2019,C,1,SP,67071
2019,C,1,TO,3086
2019,C,2,AC,425
2019,C,2,AL,796
2019,C,2,AM,1802
2019,C,2,AP,406
2019,C,2,BA,4710
2019,C,2,CE,3218
2019,C,2,DF,2233
2019,C,2,ES,2845
2019,C,2,GO,4839
2019,C,2,MA,2183
2019,C,2,MG,13735
2019,C,2,MS,2195
2019,C,2,MT,2575
2019,C,2,PA,3009
2019,C,2,PB,1188
2019,C,2,PE,3383
2019,C,2,PI,1166
2019,C,2,PR,8060
2019,C,2,RJ,8284
2019,C,2,RN,1463
2019,C,2,RO,1286
2019,C,2,RR,194
2019,C,2,RS,6462
2019,C,2,SC,4640
2019,C,2,SE,642
2019,C,2,SP,28263
2019,C,2,TO,857
2019,C,3,AC,27
2019,C,3,AL,429
2019,C,3,AM,117
2019,C,3,AP,37
2019,C,3,BA,1222
2019,C,3,CE,939
2019,C,3,DF,206
2019,C,3,ES,178
2019,C,3,GO,530
2019,C,3,MA,330
2019,C,3,MG,911
2019,C,3,MS,107
2019,C,3,MT,134
2019,C,3,PA,725
2019,C,3,PB,581
2019,C,3,PE,881
2019,C,3,PI,387
2019,C,3,PR,445
2019,C,3,RJ,2017
2019,C,3,RN,376
2019,C,3,RO,30
2019,C,3,RR,15
2019,C,3,RS,411
2019,C,3,SC,273
2019,C,3,SE,348
2019,C,3,SP,2833
2019,C,3,TO,36
2019,D,1,AC,1904
2019,D,1,AL,3903
2019,D,1,AM,5982
2019,D,1,AP,1893
2019,D,1,BA,20221
2019,D,1,CE,11281
2019,D,1,DF,6435
2019,D,1,ES,8530
2019,D,1,GO,13284
2019,D,1,MA,9891
2019,D,1,MG,45175
2019,D,1,MS,5451
2019,D,1,MT,7256
2019,D,1,PA,14061
2019,D,1,PB,7475
