NU_ANO,Q024,Q006,SG_UF_PROVA,QTD
2019,A,A,AC,2856
2019,A,A,AL,5878
2019,A,A,AM,7416
2019,A,A,AP,2521
2019,A,A,BA,24454
2019,A,A,CE,16802
2019,A,A,DF,1507
2019,A,A,ES,1868
2019,A,A,GO,2681
2019,A,A,MA,17941
2019,A,A,MG,8522
2019,A,A,MS,1342
2019,A,A,MT,1304
2019,A,A,PA,17356
2019,A,A,PB,9596
2019,A,A,PE,16202
2019,A,A,PI,11528
2019,A,A,PR,1727
2019,A,A,RJ,6656
2019,A,A,RN,5889
2019,A,A,RO,1669
2019,A,A,RR,490
2019,A,A,RS,2258
2019,A,A,SC,681
2019,A,A,SE,5300
2019,A,A,SP,8721
2019,A,A,TO,1909
2019,A,B,AC,12557
2019,A,B,AL,27653
2019,A,B,AM,33372
2019,A,B,AP,14583
2019,A,B,BA,109011
2019,A,B,CE,103241
2019,A,B,DF,9131
2019,A,B,ES,11508
2019,A,B,GO,21891
2019,A,B,MA,78319
2019,A,B,MG,61024
2019,A,B,MS,9340
2019,A,B,MT,10277
2019,A,B,PA,92914
2019,A,B,PB,41482
2019,A,B,PE,76731
2019,A,B,PI,41124
2019,A,B,PR,11714
2019,A,B,RJ,35469
2019,A,B,RN,29219
2019,A,B,RO,10015
2019,A,B,RR,2779
2019,A,B,RS,15480
2019,A,B,SC,4605
2019,A,B,SE,24176
2019,A,B,SP,47417
2019,A,B,TO,11157
2019,A,C,AC,7112
2019,A,C,AL,13271
2019,A,C,AM,23394
2019,A,C,AP,8271
2019,A,C,BA,54881
2019,A,C,CE,49154
2019,A,C,DF,11012
2019,A,C,ES,13206
2019,A,C,GO,26435
2019,A,C,MA,40041
2019,A,C,MG,60822
2019,A,C,MS,11588
2019,A,C,MT,13910
2019,A,C,PA,55164
2019,A,C,PB,19311
2019,A,C,PE,37116
2019,A,C,PI,17202
2019,A,C,PR,22367
2019,A,C,RJ,40983
2019,A,C,RN,15452
2019,A,C,RO,10799
2019,A,C,RR,2121
2019,A,C,RS,23995
2019,A,C,SC,9734
2019,A,C,SE,11550
2019,A,C,SP,84762
2019,A,C,TO,8025
2019,A,C,AC,1332
2019,A,C,AL,2745
2019,A,C,AM,4491
2019,A,C,AP,1433
2019,A,C,BA,11953
2019,A,C,CE,7692
2019,A,C,DF,3215
2019,A,C,ES,4164
2019,A,C,GO,8864
2019,A,C,MA,7483
2019,A,C,MG,20232
2019,A,C,MS,3734
2019,A,C,MT,4831
2019,A,C,PA,11350
2019,A,C,PB,4045
2019,A,C,PE,8001
2019,A,C,PI,3657
2019,A,C,PR,9937
2019,A,C,RJ,13163
2019,A,C,RN,3907
2019,A,C,RO,2969
2019,A,C,RR,431
2019,A,C,RS,9699
2019,A,C,SC,5016
2019,A,C,SE,2385
2019,A,C,SP,34833
2019,A,C,TO,2066
2019,A,D,AC,1048
2019,A,D,AL,1620
2019,A,D,AM,3500
2019,A,D,AP,1103
2019,A,D,BA,7848
2019,A,D,CE,5783
2019,A,D,DF,2386
2019,A,D,ES,3217
2019,A,D,GO,6421
2019,A,D,MA,5316
2019,A,D,MG,14950
2019,A,D,MS,2668
2019,A,D,MT,3700
2019,A,D,PA,8111
2019,A,D,PB,2681
2019,A,D,PE,5311
2019,A,D,PI,2306
2019,A,D,PR,7884
2019,A,D,RJ,9663
2019,A,D,RN,2543
2019,A,D,RO,2240
2019,A,D,RR,391
2019,A,D,RS,7522
2019,A,D,SC,4196
2019,A,D,SE,1535
2019,A,D,SP,29780
2019,A,D,TO,1505
2019,A,D,AC,351
2019,A,D,AL,600
2019,A,D,AM,982
2019,A,D,AP,345
2019,A,D,BA,2615
2019,A,D,CE,1654
2019,A,D,DF,869
2019,A,D,ES,1253
2019,A,D,GO,2450
2019,A,D,MA,1732
2019,A,D,MG,5839
2019,A,D,MS,1007
2019,A,D,MT,1475
2019,A,D,PA,2781
2019,A,D,PB,883
2019,A,D,PE,1766
2019,A,D,PI,900
2019,A,D,PR,3589
2019,A,D,RJ,3983
2019,A,D,RN,950
2019,A,D,RO,832
2019,A,D,RR,135
2019,A,D,RS,3397
2019,A,D,SC,2143
2019,A,D,SE,561
2019,A,D,SP,12221
2019,A,D,TO,533
2019,A,E,AC,401
2019,A,E,AL,619
2019,A,E,AM,1133
2019,A,E,AP,439
2019,A,E,BA,2743
2019,A,E,CE,1840
2019,A,E,DF,936
2019,A,E,ES,1278
2019,A,E,GO,2344
2019,A,E,MA,1806
2019,A,E,MG,6116
2019,A,E,MS,973
2019,A,E,MT,1510
2019,A,E,PA,2934
2019,A,E,PB,898
2019,A,E,PE,1834
2019,A,E,PI,898
2019,A,E,PR,3772
2019,A,E,RJ,3796
2019,A,E,RN,973
2019,A,E,RO,804
2019,A,E,RR,156
2019,A,E,RS,3481
2019,A,E,SC,2296
2019,A,E,SE,584
2019,A,E,SP,13984
2019,A,E,TO,578
2019,A,F,AC,161
2019,A,F,AL,344
2019,A,F,AM,486
2019,A,F,AP,212
2019,A,F,BA,1286
2019,A,F,CE,779
2019,A,F,DF,493
2019,A,F,ES,538
2019,A,F,GO,1156
2019,A,F,MA,947
2019,A,F,MG,2707
2019,A,F,MS,464
2019,A,F,MT,700
2019,A,F,PA,1402
2019,A,F,PB,376
2019,A,F,PE,855
2019,A,F,PI,427
2019,A,F,PR,1655
2019,A,F,RJ,1971
2019,A,F,RN,478
2019,A,F,RO,398
2019,A,F,RR,84
2019,A,F,RS,1648
2019,A,F,SC,1107
2019,A,F,SE,303
2019,A,F,SP,6077
2019,A,F,TO,316
2019,A,G,AC,122
2019,A,G,AL,183
2019,A,G,AM,293
2019,A,G,AP,172
2019,A,G,BA,767
2019,A,G,CE,523
2019,A,G,DF,317
2019,A,G,ES,303
2019,A,G,GO,686
2019,A,G,MA,564
2019,A,G,MG,1594
2019,A,G,MS,283
2019,A,G,MT,457
2019,A,G,PA,815
2019,A,G,PB,226
2019,A,G,PE,501
2019,A,G,PI,218
2019,A,G,PR,929
2019,A,G,RJ,1141
2019,A,G,RN,257
2019,A,G,RO,227
2019,A,G,RR,56
2019,A,G,RS,902
2019,A,G,SC,635
2019,A,G,SE,183
2019,A,G,SP,3620
2019,A,G,TO,176
2019,A,G,AC,64
2019,A,G,AL,82
2019,A,G,AM,135
2019,A,G,AP,61
2019,A,G,BA,342
2019,A,G,CE,252
2019,A,G,DF,172
2019,A,G,ES,149
2019,A,G,GO,320
2019,A,G,MA,233
2019,A,G,MG,675
2019,A,G,MS,125
2019,A,G,MT,240
2019,A,G,PA,403
2019,A,G,PB,94
2019,A,G,PE,215
2019,A,G,PI,118
2019,A,G,PR,424
2019,A,G,RJ,555
2019,A,G,RN,97
2019,A,G,RO,93
2019,A,G,RR,31
2019,A,G,RS,363
2019,A,G,SC,281
2019,A,G,SE,88
2019,A,G,SP,1550
2019,A,G,TO,82
2019,A,G,AC,34
2019,A,G,AL,66
2019,A,G,AM,89
2019,A,G,AP,66
2019,A,G,BA,204
2019,A,G,CE,136
2019,A,G,DF,128
2019,A,G,ES,72
2019,A,G,GO,200
2019,A,G,MA,141
2019,A,G,MG,422
2019,A,G,MS,82
2019,A,G,MT,137
2019,A,G,PA,218
2019,A,G,PB,64
2019,A,G,PE,130
2019,A,G,PI,95
2019,A,G,PR,228
2019,A,G,RJ,378
2019,A,G,RN,63
2019,A,G,RO,65
2019,A,G,RR,17
2019,A,G,RS,202
2019,A,G,SC,201
2019,A,G,SE,65
2019,A,G,SP,933
2019,A,G,TO,58
2019,A,G,AC,21
2019,A,G,AL,34
2019,A,G,AM,43
2019,A,G,AP,32
2019,A,G,BA,127
2019,A,G,CE,99
2019,A,G,DF,98
2019,A,G,ES,50
2019,A,G,GO,150
2019,A,G,MA,86
2019,A,G,MG,297
2019,A,G,MS,48
2019,A,G,MT,87
2019,A,G,PA,158
2019,A,G,PB,51
2019,A,G,PE,102
2019,A,G,PI,51
2019,A,G,PR,159
2019,A,G,RJ,258
2019,A,G,RN,44
2019,A,G,RO,42
2019,A,G,RR,15
2019,A,G,RS,147
2019,A,G,SC,118
2019,A,G,SE,26
2019,A,G,SP,594
2019,A,G,TO,41
2019,A,G,AC,24
2019,A,G,AL,33
2019,A,G,AM,50
2019,A,G,AP,29
2019,A,G,BA,143
2019,A,G,CE,74
2019,A,G,DF,69
2019,A,G,ES,49
2019,A,G,GO,129
2019,A,G,MA,89
2019,A,G,MG,255
2019,A,G,MS,40
2019,A,G,MT,83
2019,A,G,PA,101
2019,A,G,PB,41
2019,A,G,PE,94
2019,A,G,PI,56
2019,A,G,PR,114
2019,A,G,RJ,230
2019,A,G,RN,46
2019,A,G,RO,32
2019,A,G,RR,8
2019,A,G,RS,125
2019,A,G,SC,63
2019,A,G,SE,37
2019,A,G,SP,544
2019,A,G,TO,33
2019,A,G,AC,25
2019,A,G,AL,46
2019,A,G,AM,59
2019,A,G,AP,35
2019,A,G,BA,159
2019,A,G,CE,107
2019,A,G,DF,116
2019,A,G,ES,50
2019,A,G,GO,148
2019,A,G,MA,93
2019,A,G,MG,294
2019,A,G,MS,49
2019,A,G,MT,111
2019,A,G,PA,124
2019,A,G,PB,54
2019,A,G,PE,99
2019,A,G,PI,59
2019,A,G,PR,145
2019,A,G,RJ,239
2019,A,G,RN,54
2019,A,G,RO,33
2019,A,G,RR,15
2019,A,G,RS,129
2019,A,G,SC,81
2019,A,G,SE,44
2019,A,G,SP,649
2019,A,G,TO,33
2019,A,G,AC,10
2019,A,G,AL,22
2019,A,G,AM,38
2019,A,G,AP,16
2019,A,G,BA,108
2019,A,G,CE,82
2019,A,G,DF,80
2019,A,G,ES,40
2019,A,G,GO,106
2019,A,G,MA,53
2019,A,G,MG,201
2019,A,G,MS,38
2019,A,G,MT,58
2019,A,G,PA,74
2019,A,G,PB,32
2019,A,G,PE,63
2019,A,G,PI,39
2019,A,G,PR,116
2019,A,G,RJ,173
2019,A,G,RN,28
2019,A,G,RO,20
2019,A,G,RR,8
2019,A,G,RS,91
2019,A,G,SC,69
2019,A,G,SE,28
2019,A,G,SP,375
2019,A,G,TO,29
2019,A,G,AC,14
2019,A,G,AL,22
2019,A,G,AM,34
2019,A,G,AP,13
2019,A,G,BA,67
2019,A,G,CE,46
2019,A,G,DF,67
2019,A,G,ES,29
2019,A,G,GO,63
2019,A,G,MA,42
2019,A,G,MG,130
2019,A,G,MS,21
2019,A,G,MT,45
2019,A,G,PA,59
2019,A,G,PB,19
2019,A,G,PE,54
2019,A,G,PI,16
2019,A,G,PR,49
2019,A,G,RJ,97
2019,A,G,RN,20
2019,A,G,RO,18
2019,A,G,RR,9
2019,A,G,RS,75
2019,A,G,SC,31
2019,A,G,SE,16
2019,A,G,SP,255
2019,A,G,TO,21
2019,A,G,AC,9
2019,A,G,AL,25
2019,A,G,AM,31
2019,A,G,AP,10
2019,A,G,BA,78
2019,A,G,CE,71
2019,A,G,DF,53
2019,A,G,ES,27
2019,A,G,GO,96
2019,A,G,MA,37
2019,A,G,MG,148
2019,A,G,MS,24
2019,A,G,MT,49
2019,A,G,PA,56
2019,A,G,PB,20
2019,A,G,PE,58
2019,A,G,PI,24
2019,A,G,PR,71
2019,A,G,RJ,111
2019,A,G,RN,22
2019,A,G,RO,22
2019,A,G,RS,56
2019,A,G,SC,31
2019,A,G,SE,15
2019,A,G,SP,285
2019,A,G,TO,19
2019,B,A,AC,354
2019,B,A,AL,888
2019,B,A,AM,1246
2019,B,A,AP,305
2019,B,A,BA,5214
2019,B,A,CE,2174
2019,B,A,DF,923
2019,B,A,ES,910
2019,B,A,GO,922
2019,B,A,MA,1322
2019,B,A,MG,3721
2019,B,A,MS,392
2019,B,A,MT,534
2019,B,A,PA,1707
2019,B,A,PB,1834
2019,B,A,PE,3577
2019,B,A,PI,1301
2019,B,A,PR,1159
2019,B,A,RJ,3855
2019,B,A,RN,1399
2019,B,A,RO,460
2019,B,A,RR,115
2019,B,A,RS,1491
2019,B,A,SC,501
2019,B,A,SE,829
2019,B,A,SP,6130
2019,B,A,TO,323
2019,B,B,AC,2304
2019,B,B,AL,7455
2019,B,B,AM,7471
2019,B,B,AP,2419
2019,B,B,BA,38554
2019,B,B,CE,23283
2019,B,B,DF,5240
2019,B,B,ES,6338
2019,B,B,GO,8905
2019,B,B,MA,11649
2019,B,B,MG,34243
2019,B,B,MS,3244
2019,B,B,MT,3884
2019,B,B,PA,14004
2019,B,B,PB,14053
2019,B,B,PE,26562
2019,B,B,PI,9114
2019,B,B,PR,7057
2019,B,B,RJ,21018
2019,B,B,RN,11616
2019,B,B,RO,3416
2019,B,B,RR,805
2019,B,B,RS,10103
2019,B,B,SC,2996
2019,B,B,SE,6203
2019,B,B,SP,29731
2019,B,B,TO,2731
2019,B,C,AC,3034
2019,B,C,AL,9315
2019,B,C,AM,11844
2019,B,C,AP,3195
2019,B,C,BA,47975
2019,B,C,CE,27810
2019,B,C,DF,12124
2019,B,C,ES,14570
2019,B,C,GO,21604
2019,B,C,MA,17077
2019,B,C,MG,74996
2019,B,C,MS,8423
2019,B,C,MT,10186
2019,B,C,PA,21790
2019,B,C,PB,17334
2019,B,C,PE,32020
2019,B,C,PI,10449
2019,B,C,PR,23844
2019,B,C,RJ,45403
2019,B,C,RN,13837
2019,B,C,RO,7381
2019,B,C,RR,1417
2019,B,C,RS,27523
2019,B,C,SC,11006
2019,B,C,SE,7432
2019,B,C,SP,94065
2019,B,C,TO,4590
2019,B,C,AC,1120
2019,B,C,AL,3486
2019,B,C,AM,3799
2019,B,C,AP,995
2019,B,C,BA,16089
2019,B,C,CE,8831
2019,B,C,DF,5369
2019,B,C,ES,6903
2019,B,C,GO,10716
2019,B,C,MA,5802
2019,B,C,MG,37956
2019,B,C,MS,4342
2019,B,C,MT,5534
2019,B,C,PA,8472
2019,B,C,PB,6134
2019,B,C,PE,11010
