NU_ANO,TP_ESTADO_CIVIL,Q025,SG_UF_PROVA,QTD
2020,0,B,AM,5823
2020,0,B,AP,2047
2020,0,B,BA,16719
2020,0,B,CE,10503
2020,0,B,DF,4429
2020,0,B,ES,3501
2020,0,B,GO,7462
2020,0,B,MA,6656
2020,0,B,MG,16773
2020,0,B,MS,3824
2020,0,B,MT,4663
2020,0,B,PA,12228
2020,0,B,PB,5340
2020,0,B,PE,10052
2020,0,B,PI,4185
2020,0,B,PR,10911
2020,0,B,RJ,12410
2020,0,B,RN,5290
2020,0,B,RO,3198
2020,0,B,RR,769
2020,0,B,RS,13524
2020,0,B,SC,6763
2020,0,B,SE,3091
2020,0,B,SP,31259
2020,0,B,TO,2051
2020,1,A,AC,13735
2020,1,A,AL,16922
2020,1,A,AM,55238
2020,1,A,AP,15441
2020,1,A,BA,72661
2020,1,A,CE,77094
2020,1,A,DF,11734
2020,1,A,ES,9407
2020,1,A,GO,26621
2020,1,A,MA,79565
2020,1,A,MG,58006
2020,1,A,MS,11609
2020,1,A,MT,15449
2020,1,A,PA,115040
2020,1,A,PB,23728
2020,1,A,PE,40501
2020,1,A,PI,37598
2020,1,A,PR,15760
2020,1,A,RJ,35592
2020,1,A,RN,17757
2020,1,A,RO,10569
2020,1,A,RR,4078
2020,1,A,RS,22677
2020,1,A,SC,6337
2020,1,A,SE,19649
2020,1,A,SP,61301
2020,1,A,TO,14247
2020,1,B,AC,17922
2020,1,B,AL,65263
2020,1,B,AM,79120
2020,1,B,AP,23439
2020,1,B,BA,302110
2020,1,B,CE,202809
2020,1,B,DF,81516
2020,1,B,ES,75910
2020,1,B,GO,149158
2020,1,B,MA,124074
2020,1,B,MG,424564
2020,1,B,MS,53541
2020,1,B,MT,64314
2020,1,B,PA,156733
2020,1,B,PB,108517
2020,1,B,PE,224583
2020,1,B,PI,74876
2020,1,B,PR,179099
2020,1,B,RJ,282565
2020,1,B,RN,87908
2020,1,B,RO,41078
2020,1,B,RR,9903
2020,1,B,RS,183573
2020,1,B,SC,93894
2020,1,B,SE,54177
2020,1,B,SP,691269
2020,1,B,TO,34968
2020,2,A,AC,2022
2020,2,A,AL,2074
2020,2,A,AM,4062
2020,2,A,AP,1159
2020,2,A,BA,6047
2020,2,A,CE,3862
2020,2,A,DF,1468
2020,2,A,ES,1255
2020,2,A,GO,3092
2020,2,A,MA,5288
2020,2,A,MG,6695
2020,2,A,MS,1865
2020,2,A,MT,1992
2020,2,A,PA,11039
2020,2,A,PB,2470
2020,2,A,PE,3467
2020,2,A,PI,3313
2020,2,A,PR,2008
2020,2,A,RJ,5043
2020,2,A,RN,1874
2020,2,A,RO,2016
2020,2,A,RR,362
2020,2,A,RS,2149
2020,2,A,SC,759
2020,2,A,SE,1368
2020,2,A,SP,7626
2020,2,A,TO,1180
2020,2,B,AC,3223
2020,2,B,AL,9791
2020,2,B,AM,9715
2020,2,B,AP,2475
2020,2,B,BA,34310
2020,2,B,CE,19040
2020,2,B,DF,9929
2020,2,B,ES,10814
2020,2,B,GO,15907
2020,2,B,MA,13455
2020,2,B,MG,45409
2020,2,B,MS,8062
2020,2,B,MT,8460
2020,2,B,PA,21258
2020,2,B,PB,15871
2020,2,B,PE,25242
2020,2,B,PI,8658
2020,2,B,PR,18462
2020,2,B,RJ,32915
2020,2,B,RN,12222
2020,2,B,RO,8444
2020,2,B,RR,1083
2020,2,B,RS,15856
2020,2,B,SC,7361
2020,2,B,SE,5436
2020,2,B,SP,64007
2020,2,B,TO,3661
2020,3,A,AC,489
2020,3,A,AL,555
2020,3,A,AM,1117
2020,3,A,AP,283
2020,3,A,BA,1646
2020,3,A,CE,990
2020,3,A,DF,562
2020,3,A,ES,534
2020,3,A,GO,1041
2020,3,A,MA,1353
2020,3,A,MG,2379
2020,3,A,MS,591
2020,3,A,MT,639
2020,3,A,PA,2384
2020,3,A,PB,691
2020,3,A,PE,1019
2020,3,A,PI,802
2020,3,A,PR,781
2020,3,A,RJ,1839
2020,3,A,RN,526
2020,3,A,RO,601
2020,3,A,RR,127
2020,3,A,RS,1114
2020,3,A,SC,284
2020,3,A,SE,466
2020,3,A,SP,3358
2020,3,A,TO,350
2020,3,B,AC,699
2020,3,B,AL,2033
2020,3,B,AM,1961
2020,3,B,AP,486
2020,3,B,BA,6940
2020,3,B,CE,4008
2020,3,B,DF,2662
2020,3,B,ES,2480
2020,3,B,GO,4068
2020,3,B,MA,2703
2020,3,B,MG,11174
2020,3,B,MS,1991
2020,3,B,MT,2014
2020,3,B,PA,3580
2020,3,B,PB,3444
2020,3,B,PE,5750
2020,3,B,PI,1714
2020,3,B,PR,4585
2020,3,B,RJ,7785
2020,3,B,RN,2443
2020,3,B,RO,1779
2020,3,B,RR,265
2020,3,B,RS,4842
2020,3,B,SC,2086
2020,3,B,SE,1380
2020,3,B,SP,18055
2020,3,B,TO,826
2020,4,A,AC,28
2020,4,A,AL,37
2020,4,A,AM,84
2020,4,A,AP,22
2020,4,A,BA,110
2020,4,A,CE,70
2020,4,A,DF,34
2020,4,A,ES,23
2020,4,A,GO,57
2020,4,A,MA,88
2020,4,A,MG,127
2020,4,A,MS,33
2020,4,A,MT,32
2020,4,A,PA,194
2020,4,A,PB,50
2020,4,A,PE,80
2020,4,A,PI,60
2020,4,A,PR,51
2020,4,A,RJ,165
2020,4,A,RN,31
2020,4,A,RO,28
2020,4,A,RR,5
2020,4,A,RS,71
2020,4,A,SC,17
2020,4,A,SE,25
2020,4,A,SP,171
2020,4,A,TO,24
2020,4,B,AC,36
2020,4,B,AL,163
2020,4,B,AM,142
2020,4,B,AP,27
2020,4,B,BA,547
2020,4,B,CE,308
2020,4,B,DF,131
2020,4,B,ES,141
2020,4,B,GO,264
2020,4,B,MA,184
2020,4,B,MG,774
2020,4,B,MS,110
2020,4,B,MT,149
2020,4,B,PA,307
2020,4,B,PB,239
2020,4,B,PE,377
2020,4,B,PI,136
2020,4,B,PR,274
2020,4,B,RJ,723
2020,4,B,RN,172
2020,4,B,RO,103
2020,4,B,RR,15
2020,4,B,RS,352
2020,4,B,SC,102
2020,4,B,SE,76
2020,4,B,SP,1053
2020,4,B,TO,47
2021,0,A,AC,306
2021,0,A,AL,213
2021,0,A,AM,1338
2021,0,A,AP,285
2021,0,A,BA,1135
2021,0,A,CE,2564
2021,0,A,DF,168
2021,0,A,ES,158
2021,0,A,GO,892
2021,0,A,MA,1244
2021,0,A,MG,687
2021,0,A,MS,192
2021,0,A,MT,303
2021,0,A,PA,2600
2021,0,A,PB,422
2021,0,A,PE,828
2021,0,A,PI,642
2021,0,A,PR,311
2021,0,A,RJ,579
2021,0,A,RN,293
2021,0,A,RO,172
2021,0,A,RR,36
2021,0,A,RS,393
2021,0,A,SC,161
2021,0,A,SE,370
2021,0,A,SP,897
2021,0,A,TO,247
2021,0,B,AC,869
2021,0,B,AL,1808
2021,0,B,AM,2927
2021,0,B,AP,1056
2021,0,B,BA,10377
2021,0,B,CE,8237
2021,0,B,DF,2567
2021,0,B,ES,2121
2021,0,B,GO,5261
2021,0,B,MA,4352
2021,0,B,MG,9068
2021,0,B,MS,1747
2021,0,B,MT,2657
2021,0,B,PA,7064
2021,0,B,PB,3619
2021,0,B,PE,6680
2021,0,B,PI,2897
2021,0,B,PR,6083
2021,0,B,RJ,7321
2021,0,B,RN,3229
2021,0,B,RO,1537
2021,0,B,RR,305
2021,0,B,RS,7457
2021,0,B,SC,3949
2021,0,B,SE,1928
2021,0,B,SP,15909
2021,0,B,TO,1169
2021,1,A,AC,4512
2021,1,A,AL,5337
2021,1,A,AM,25778
2021,1,A,AP,4099
2021,1,A,BA,24459
2021,1,A,CE,36704
2021,1,A,DF,3108
2021,1,A,ES,2904
2021,1,A,GO,9786
2021,1,A,MA,26781
2021,1,A,MG,15981
2021,1,A,MS,2921
2021,1,A,MT,4224
2021,1,A,PA,43753
2021,1,A,PB,9372
2021,1,A,PE,15816
2021,1,A,PI,12813
2021,1,A,PR,3777
2021,1,A,RJ,12461
2021,1,A,RN,5645
2021,1,A,RO,2421
2021,1,A,RR,878
2021,1,A,RS,5666
2021,1,A,SC,1877
2021,1,A,SE,7427
2021,1,A,SP,14687
2021,1,A,TO,3819
2021,1,B,AC,12374
2021,1,B,AL,43517
2021,1,B,AM,53885
2021,1,B,AP,14728
2021,1,B,BA,210153
2021,1,B,CE,160961
2021,1,B,DF,55618
2021,1,B,ES,53105
2021,1,B,GO,111502
2021,1,B,MA,87304
2021,1,B,MG,276617
2021,1,B,MS,33732
2021,1,B,MT,43937
2021,1,B,PA,116741
2021,1,B,PB,78535
2021,1,B,PE,155486
2021,1,B,PI,57814
2021,1,B,PR,124511
2021,1,B,RJ,197045
2021,1,B,RN,63839
2021,1,B,RO,24517
2021,1,B,RR,6235
2021,1,B,RS,127216
2021,1,B,SC,70615
2021,1,B,SE,40286
2021,1,B,SP,445220
2021,1,B,TO,23415
2021,2,A,AC,475
2021,2,A,AL,524
2021,2,A,AM,1117
2021,2,A,AP,230
2021,2,A,BA,1478
2021,2,A,CE,1080
2021,2,A,DF,315
2021,2,A,ES,300
2021,2,A,GO,680
2021,2,A,MA,1138
2021,2,A,MG,1467
2021,2,A,MS,333
2021,2,A,MT,392
2021,2,A,PA,3174
2021,2,A,PB,732
2021,2,A,PE,1018
2021,2,A,PI,729
2021,2,A,PR,380
2021,2,A,RJ,1451
2021,2,A,RN,468
2021,2,A,RO,299
2021,2,A,RR,78
2021,2,A,RS,466
2021,2,A,SC,153
2021,2,A,SE,358
2021,2,A,SP,1414
2021,2,A,TO,234
2021,2,B,AC,1306
2021,2,B,AL,4004
2021,2,B,AM,3405
2021,2,B,AP,1057
2021,2,B,BA,14399
2021,2,B,CE,8539
2021,2,B,DF,4289
2021,2,B,ES,4330
2021,2,B,GO,6515
2021,2,B,MA,5303
2021,2,B,MG,17898
2021,2,B,MS,2666
2021,2,B,MT,3379
2021,2,B,PA,9847
2021,2,B,PB,7301
2021,2,B,PE,10614
2021,2,B,PI,3910
2021,2,B,PR,6880
2021,2,B,RJ,14479
2021,2,B,RN,5892
2021,2,B,RO,2985
2021,2,B,RR,378
2021,2,B,RS,6568
2021,2,B,SC,2879
2021,2,B,SE,2496
2021,2,B,SP,23010
2021,2,B,TO,1472
2021,3,A,AC,130
2021,3,A,AL,143
2021,3,A,AM,293
2021,3,A,AP,64
2021,3,A,BA,501
2021,3,A,CE,331
2021,3,A,DF,134
2021,3,A,ES,106
2021,3,A,GO,270
2021,3,A,MA,383
2021,3,A,MG,513
2021,3,A,MS,107
2021,3,A,MT,160
2021,3,A,PA,682
2021,3,A,PB,186
2021,3,A,PE,306
2021,3,A,PI,207
2021,3,A,PR,158
2021,3,A,RJ,610
2021,3,A,RN,116
2021,3,A,RO,107
2021,3,A,RR,19
2021,3,A,RS,239
2021,3,A,SC,71
2021,3,A,SE,124
2021,3,A,SP,766
2021,3,A,TO,89
2021,3,B,AC,340
2021,3,B,AL,950
2021,3,B,AM,919
2021,3,B,AP,231
2021,3,B,BA,3402
2021,3,B,CE,1896
2021,3,B,DF,1219
2021,3,B,ES,1083
2021,3,B,GO,1860
2021,3,B,MA,1284
2021,3,B,MG,5185
2021,3,B,MS,743
2021,3,B,MT,946
2021,3,B,PA,1902
2021,3,B,PB,1715
2021,3,B,PE,2648
2021,3,B,PI,874
2021,3,B,PR,2048
2021,3,B,RJ,3969
2021,3,B,RN,1247
2021,3,B,RO,719
2021,3,B,RR,125
2021,3,B,RS,2288
2021,3,B,SC,1022
2021,3,B,SE,760
2021,3,B,SP,7555
2021,3,B,TO,396
2021,4,A,AC,4
2021,4,A,AL,14
2021,4,A,AM,30
2021,4,A,AP,4
2021,4,A,BA,23
2021,4,A,CE,23
2021,4,A,DF,6
2021,4,A,ES,9
2021,4,A,GO,12
2021,4,A,MA,16
2021,4,A,MG,31
2021,4,A,MS,5
2021,4,A,MT,8
2021,4,A,PA,58
2021,4,A,PB,15
2021,4,A,PE,25
2021,4,A,PI,14
2021,4,A,PR,8
2021,4,A,RJ,66
2021,4,A,RN,8
2021,4,A,RO,2
2021,4,A,RR,1
2021,4,A,RS,13
2021,4,A,SC,2
2021,4,A,SE,8
2021,4,A,SP,49
2021,4,A,TO,4
2021,4,B,AC,20
2021,4,B,AL,74
2021,4,B,AM,86
2021,4,B,AP,20
2021,4,B,BA,267
2021,4,B,CE,182
2021,4,B,DF,77
2021,4,B,ES,65
2021,4,B,GO,137
2021,4,B,MA,100
2021,4,B,MG,382
2021,4,B,MS,44
2021,4,B,MT,79
2021,4,B,PA,157
2021,4,B,PB,105
2021,4,B,PE,195
2021,4,B,PI,69
2021,4,B,PR,126
2021,4,B,RJ,366
2021,4,B,RN,82
2021,4,B,RO,42
2021,4,B,RR,1
2021,4,B,RS,178
2021,4,B,SC,36
2021,4,B,SE,39
2021,4,B,SP,446
2021,4,B,TO,28
2022,0,A,AC,282
2022,0,A,AL,222
2022,0,A,AM,1048
2022,0,A,AP,227
2022,0,A,BA,1055
2022,0,A,CE,1730
2022,0,A,DF,130
2022,0,A,ES,140
2022,0,A,GO,545
2022,0,A,MA,1048
2022,0,A,MG,562
2022,0,A,MS,179
2022,0,A,MT,198
2022,0,A,PA,2241
2022,0,A,PB,389
2022,0,A,PE,545
2022,0,A,PI,521
2022,0,A,PR,239
2022,0,A,RJ,464
2022,0,A,RN,254
2022,0,A,RO,140
2022,0,A,RR,27
2022,0,A,RS,354
2022,0,A,SC,122
2022,0,A,SE,341
2022,0,A,SP,734
2022,0,A,TO,172
2022,0,B,AC,906
2022,0,B,AL,1989
2022,0,B,AM,2512
2022,0,B,AP,945
2022,0,B,BA,8978
2022,0,B,CE,8001
2022,0,B,DF,2054
2022,0,B,ES,1955
2022,0,B,GO,5248
2022,0,B,MA,3954
2022,0,B,MG,7963
2022,0,B,MS,1740
2022,0,B,MT,2499
2022,0,B,PA,7231
2022,0,B,PB,3378
2022,0,B,PE,5488
2022,0,B,PI,2774
2022,0,B,PR,5927
2022,0,B,RJ,6620
2022,0,B,RN,3201
2022,0,B,RO,1418
2022,0,B,RR,323
2022,0,B,RS,6775
2022,0,B,SC,3539
2022,0,B,SE,1966
2022,0,B,SP,16230
2022,0,B,TO,970
2022,1,A,AC,4806
2022,1,A,AL,5880
2022,1,A,AM,20010
2022,1,A,AP,4179
2022,1,A,BA,24579
2022,1,A,CE,32607
2022,1,A,DF,2736
2022,1,A,ES,2602
2022,1,A,GO,7686
2022,1,A,MA,24775
2022,1,A,MG,13395
2022,1,A,MS,2858
2022,1,A,MT,3755
2022,1,A,PA,44873
2022,1,A,PB,9049
2022,1,A,PE,14097
2022,1,A,PI,12199
2022,1,A,PR,3796
2022,1,A,RJ,13655
2022,1,A,RN,6009
2022,1,A,RO,1963
2022,1,A,RR,729
2022,1,A,RS,5245
2022,1,A,SC,1812
2022,1,A,SE,7847
2022,1,A,SP,14745
2022,1,A,TO,3237
2022,1,B,AC,14331
2022,1,B,AL,50287
2022,1,B,AM,52506
2022,1,B,AP,15859
2022,1,B,BA,213368
2022,1,B,CE,173400
2022,1,B,DF,55561
2022,1,B,ES,53775
2022,1,B,GO,119798
2022,1,B,MA,95706
2022,1,B,MG,267862
2022,1,B,MS,36451
2022,1,B,MT,48401
2022,1,B,PA,133462
2022,1,B,PB,81884
2022,1,B,PE,156723
2022,1,B,PI,63738
2022,1,B,PR,132176
2022,1,B,RJ,212075
2022,1,B,RN,70778
2022,1,B,RO,25122
2022,1,B,RR,6797
2022,1,B,RS,131430
2022,1,B,SC,73687
2022,1,B,SE,44573
2022,1,B,SP,485625
2022,1,B,TO,23450
2022,2,A,AC,440
2022,2,A,AL,466
2022,2,A,AM,932
2022,2,A,AP,264
2022,2,A,BA,1323
2022,2,A,CE,911
2022,2,A,DF,210
2022,2,A,ES,235
2022,2,A,GO,513
2022,2,A,MA,945
2022,2,A,MG,1000
2022,2,A,MS,254
2022,2,A,MT,298
2022,2,A,PA,2772
2022,2,A,PB,637
2022,2,A,PE,806
2022,2,A,PI,614
2022,2,A,PR,272
2022,2,A,RJ,1287
2022,2,A,RN,501
2022,2,A,RO,232
2022,2,A,RR,49
2022,2,A,RS,339
2022,2,A,SC,105
2022,2,A,SE,357
2022,2,A,SP,1027
2022,2,A,TO,183
2022,2,B,AC,1329
2022,2,B,AL,3931
2022,2,B,AM,2843
2022,2,B,AP,888
2022,2,B,BA,12103
2022,2,B,CE,7312
2022,2,B,DF,3387
2022,2,B,ES,3837
2022,2,B,GO,5538
2022,2,B,MA,4724
2022,2,B,MG,13915
2022,2,B,MS,2311
2022,2,B,MT,3078
2022,2,B,PA,9166
2022,2,B,PB,6072
2022,2,B,PE,8993
2022,2,B,PI,3447
2022,2,B,PR,5786
2022,2,B,RJ,12192
2022,2,B,RN,5692
2022,2,B,RO,2392
2022,2,B,RR,348
2022,2,B,RS,5638
2022,2,B,SC,2414
2022,2,B,SE,2291
2022,2,B,SP,18099
2022,2,B,TO,1021
2022,3,A,AC,114
2022,3,A,AL,128
2022,3,A,AM,258
2022,3,A,AP,68
2022,3,A,BA,401
2022,3,A,CE,272
2022,3,A,DF,93
2022,3,A,ES,104
2022,3,A,GO,230
2022,3,A,MA,343
2022,3,A,MG,436
2022,3,A,MS,86
2022,3,A,MT,122
2022,3,A,PA,689
2022,3,A,PB,194
2022,3,A,PE,267
2022,3,A,PI,181
2022,3,A,PR,148
2022,3,A,RJ,497
2022,3,A,RN,173
2022,3,A,RO,88
2022,3,A,RR,20
2022,3,A,RS,217
2022,3,A,SC,66
2022,3,A,SE,143
2022,3,A,SP,566
2022,3,A,TO,54
2022,3,B,AC,360
2022,3,B,AL,959
2022,3,B,AM,779
2022,3,B,AP,218
2022,3,B,BA,3098
2022,3,B,CE,1966
2022,3,B,DF,1174
2022,3,B,ES,988
2022,3,B,GO,1917
2022,3,B,MA,1323
2022,3,B,MG,4343
2022,3,B,MS,746
2022,3,B,MT,960
2022,3,B,PA,1942
2022,3,B,PB,1514
2022,3,B,PE,2472
2022,3,B,PI,846
2022,3,B,PR,1910
2022,3,B,RJ,3697
2022,3,B,RN,1330
2022,3,B,RO,572
2022,3,B,RR,131
2022,3,B,RS,2149
2022,3,B,SC,1006
2022,3,B,SE,746
2022,3,B,SP,6945
2022,3,B,TO,331
2022,4,A,AC,8
2022,4,A,AL,7
2022,4,A,AM,28
2022,4,A,AP,4
2022,4,A,BA,18
2022,4,A,CE,26
2022,4,A,DF,5
2022,4,A,ES,4
2022,4,A,GO,13
2022,4,A,MA,19
2022,4,A,MG,22
2022,4,A,MS,5
2022,4,A,MT,5
2022,4,A,PA,63
2022,4,A,PB,14
2022,4,A,PE,23
2022,4,A,PI,15
2022,4,A,PR,10
2022,4,A,RJ,59
2022,4,A,RN,9
2022,4,A,RO,3
2022,4,A,RR,1
2022,4,A,RS,10
2022,4,A,SC,1
2022,4,A,SE,4
2022,4,A,SP,30
2022,4,A,TO,4
2022,4,B,AC,25
2022,4,B,AL,76
2022,4,B,AM,70
2022,4,B,AP,22
2022,4,B,BA,243
2022,4,B,CE,152
2022,4,B,DF,51
2022,4,B,ES,60
2022,4,B,GO,134
2022,4,B,MA,79
2022,4,B,MG,283
2022,4,B,MS,53
2022,4,B,MT,65
2022,4,B,PA,182
2022,4,B,PB,107
2022,4,B,PE,181
2022,4,B,PI,65
2022,4,B,PR,132
2022,4,B,RJ,344
2022,4,B,RN,102
2022,4,B,RO,39
2022,4,B,RR,9
2022,4,B,RS,138
2022,4,B,SC,39
2022,4,B,SE,44
2022,4,B,SP,441
2022,4,B,TO,18
2023,0,A,AC,321
2023,0,A,AL,378
2023,0,A,AM,1127
2023,0,A,AP,287
2023,0,A,BA,1685
2023,0,A,CE,1773
2023,0,A,DF,179
2023,0,A,ES,168
2023,0,A,GO,527
2023,0,A,MA,1559
2023,0,A,MG,755
2023,0,A,MS,172
2023,0,A,MT,250
2023,0,A,PA,2658
2023,0,A,PB,595
2023,0,A,PE,829
2023,0,A,PI,849
2023,0,A,PR,329
2023,0,A,RJ,638
2023,0,A,RN,357
2023,0,A,RO,156
2023,0,A,RR,34
2023,0,A,RS,319
2023,0,A,SC,139
