NU_ANO,TP_SEXO,Q024,SG_UF_PROVA,QTD
2020,M,D,PA,1287
2020,M,D,PB,1208
2020,M,D,PE,2461
2020,M,D,PI,668
2020,M,D,PR,3958
2020,M,D,RJ,5802
2020,M,D,RN,1134
2020,M,D,RO,334
2020,M,D,RR,159
2020,M,D,RS,3486
2020,M,D,SC,2088
2020,M,D,SE,501
2020,M,D,SP,16341
2020,M,D,TO,348
2020,M,E,AC,49
2020,M,E,AL,217
2020,M,E,AM,320
2020,M,E,AP,91
2020,M,E,BA,911
2020,M,E,CE,820
2020,M,E,DF,1529
2020,M,E,ES,525
2020,M,E,GO,722
2020,M,E,MA,297
2020,M,E,MG,3072
2020,M,E,MS,319
2020,M,E,MT,364
2020,M,E,PA,442
2020,M,E,PB,508
2020,M,E,PE,1122
2020,M,E,PI,287
2020,M,E,PR,1878
2020,M,E,RJ,2916
2020,M,E,RN,452
2020,M,E,RO,118
2020,M,E,RR,71
2020,M,E,RS,1519
2020,M,E,SC,936
2020,M,E,SE,186
2020,M,E,SP,8904
2020,M,E,TO,108
2021,F,A,AC,7967
2021,F,A,AL,21232
2021,F,A,AM,35469
2021,F,A,AP,8523
2021,F,A,BA,99499
2021,F,A,CE,83980
2021,F,A,DF,12118
2021,F,A,ES,14535
2021,F,A,GO,39258
2021,F,A,MA,55911
2021,F,A,MG,68482
2021,F,A,MS,11266
2021,F,A,MT,14938
2021,F,A,PA,80629
2021,F,A,PB,34913
2021,F,A,PE,69225
2021,F,A,PI,31416
2021,F,A,PR,25073
2021,F,A,RJ,52788
2021,F,A,RN,23437
2021,F,A,RO,10148
2021,F,A,RR,2571
2021,F,A,RS,28132
2021,F,A,SC,13330
2021,F,A,SE,20586
2021,F,A,SP,85505
2021,F,A,TO,10774
2021,F,B,AC,3571
2021,F,B,AL,11129
2021,F,B,AM,13294
2021,F,B,AP,3531
2021,F,B,BA,58940
2021,F,B,CE,31290
2021,F,B,DF,17934
2021,F,B,ES,18413
2021,F,B,GO,34103
2021,F,B,MA,19729
2021,F,B,MG,100306
2021,F,B,MS,11299
2021,F,B,MT,15529
2021,F,B,PA,29034
2021,F,B,PB,20408
2021,F,B,PE,37960
2021,F,B,PI,14391
2021,F,B,PR,43196
2021,F,B,RJ,66835
2021,F,B,RN,18851
2021,F,B,RO,8712
2021,F,B,RR,1859
2021,F,B,RS,47762
2021,F,B,SC,25462
2021,F,B,SE,10129
2021,F,B,SP,150542
2021,F,B,TO,6969
2021,F,C,AC,612
2021,F,C,AL,1908
2021,F,C,AM,2318
2021,F,C,AP,710
2021,F,C,BA,9301
2021,F,C,CE,5842
2021,F,C,DF,6026
2021,F,C,ES,4197
2021,F,C,GO,7084
2021,F,C,MA,3046
2021,F,C,MG,24901
2021,F,C,MS,2578
2021,F,C,MT,3384
2021,F,C,PA,4543
2021,F,C,PB,3705
2021,F,C,PE,6963
2021,F,C,PI,2494
2021,F,C,PR,13345
2021,F,C,RJ,17431
2021,F,C,RN,3742
2021,F,C,RO,1520
2021,F,C,RR,444
2021,F,C,RS,12896
2021,F,C,SC,7901
2021,F,C,SE,1995
2021,F,C,SP,46764
2021,F,C,TO,1372
2021,F,D,AC,175
2021,F,D,AL,728
2021,F,D,AM,719
2021,F,D,AP,224
2021,F,D,BA,2939
2021,F,D,CE,2190
2021,F,D,DF,3121
2021,F,D,ES,1424
2021,F,D,GO,2277
2021,F,D,MA,945
2021,F,D,MG,8848
2021,F,D,MS,913
2021,F,D,MT,1102
2021,F,D,PA,1427
2021,F,D,PB,1299
2021,F,D,PE,2574
2021,F,D,PI,829
2021,F,D,PR,5163
2021,F,D,RJ,6913
2021,F,D,RN,1230
2021,F,D,RO,395
2021,F,D,RR,148
2021,F,D,RS,4608
2021,F,D,SC,2910
2021,F,D,SE,646
2021,F,D,SP,19728
2021,F,D,TO,427
2021,F,E,AC,56
2021,F,E,AL,298
2021,F,E,AM,300
2021,F,E,AP,114
2021,F,E,BA,1318
2021,F,E,CE,1010
2021,F,E,DF,1968
2021,F,E,ES,657
2021,F,E,GO,1006
2021,F,E,MA,353
2021,F,E,MG,4207
2021,F,E,MS,353
2021,F,E,MT,407
2021,F,E,PA,534
2021,F,E,PB,613
2021,F,E,PE,1366
2021,F,E,PI,334
2021,F,E,PR,2497
2021,F,E,RJ,3666
2021,F,E,RN,558
2021,F,E,RO,149
2021,F,E,RR,66
2021,F,E,RS,2085
2021,F,E,SC,1214
2021,F,E,SE,275
2021,F,E,SP,11151
2021,F,E,TO,162
2021,M,A,AC,4177
2021,M,A,AL,10163
2021,M,A,AM,23206
2021,M,A,AP,4768
2021,M,A,BA,40879
2021,M,A,CE,60062
2021,M,A,DF,5183
2021,M,A,ES,6921
2021,M,A,GO,20733
2021,M,A,MA,28259
2021,M,A,MG,27527
2021,M,A,MS,5171
2021,M,A,MT,6610
2021,M,A,PA,40915
2021,M,A,PB,18674
2021,M,A,PE,35726
2021,M,A,PI,15782
2021,M,A,PR,10971
2021,M,A,RJ,22143
2021,M,A,RN,12468
2021,M,A,RO,4717
2021,M,A,RR,1202
2021,M,A,RS,11365
2021,M,A,SC,5883
2021,M,A,SE,9747
2021,M,A,SP,36594
2021,M,A,TO,4973
2021,M,B,AC,2972
2021,M,B,AL,8532
2021,M,B,AM,11160
2021,M,B,AP,2875
2021,M,B,BA,41565
2021,M,B,CE,27415
2021,M,B,DF,11852
2021,M,B,ES,12518
2021,M,B,GO,23920
2021,M,B,MA,15684
2021,M,B,MG,63328
2021,M,B,MS,7714
2021,M,B,MT,10049
2021,M,B,PA,22826
2021,M,B,PB,16848
2021,M,B,PE,29950
2021,M,B,PI,11234
2021,M,B,PR,27819
2021,M,B,RJ,45005
2021,M,B,RN,15289
2021,M,B,RO,5561
2021,M,B,RR,1216
2021,M,B,RS,28822
2021,M,B,SC,15061
2021,M,B,SE,7924
2021,M,B,SP,97776
2021,M,B,TO,4554
2021,M,C,AC,593
2021,M,C,AL,1708
2021,M,C,AM,2250
2021,M,C,AP,683
2021,M,C,BA,7877
2021,M,C,CE,5572
2021,M,C,DF,5011
2021,M,C,ES,3634
2021,M,C,GO,5696
2021,M,C,MA,2803
2021,M,C,MG,19358
2021,M,C,MS,2105
2021,M,C,MT,2685
2021,M,C,PA,4213
2021,M,C,PB,3630
2021,M,C,PE,6107
2021,M,C,PI,2399
2021,M,C,PR,10151
2021,M,C,RJ,14318
2021,M,C,RN,3524
2021,M,C,RO,1134
2021,M,C,RR,349
2021,M,C,RS,9522
2021,M,C,SC,5733
2021,M,C,SE,1664
2021,M,C,SP,36155
2021,M,C,TO,1109
2021,M,D,AC,149
2021,M,D,AL,603
2021,M,D,AM,732
2021,M,D,AP,241
2021,M,D,BA,2746
2021,M,D,CE,2072
2021,M,D,DF,2524
2021,M,D,ES,1265
2021,M,D,GO,1950
2021,M,D,MA,856
2021,M,D,MG,7365
2021,M,D,MS,775
2021,M,D,MT,921
2021,M,D,PA,1311
2021,M,D,PB,1308
2021,M,D,PE,2439
2021,M,D,PI,761
2021,M,D,PR,4002
2021,M,D,RJ,5931
2021,M,D,RN,1163
2021,M,D,RO,331
2021,M,D,RR,140
2021,M,D,RS,3557
2021,M,D,SC,2231
2021,M,D,SE,582
2021,M,D,SP,16010
2021,M,D,TO,375
2021,M,E,AC,64
2021,M,E,AL,283
2021,M,E,AM,330
2021,M,E,AP,105
2021,M,E,BA,1130
2021,M,E,CE,1084
2021,M,E,DF,1764
2021,M,E,ES,617
2021,M,E,GO,888
2021,M,E,MA,319
2021,M,E,MG,3507
2021,M,E,MS,316
2021,M,E,MT,460
2021,M,E,PA,546
2021,M,E,PB,604
2021,M,E,PE,1306
2021,M,E,PI,329
2021,M,E,PR,2065
2021,M,E,RJ,3317
2021,M,E,RN,557
2021,M,E,RO,134
2021,M,E,RR,61
2021,M,E,RS,1735
2021,M,E,SC,1040
2021,M,E,SE,248
2021,M,E,SP,9728
2021,M,E,TO,158
2022,F,A,AC,9096
2022,F,A,AL,25331
2022,F,A,AM,31719
2022,F,A,AP,9275
2022,F,A,BA,108091
2022,F,A,CE,86782
2022,F,A,DF,12787
2022,F,A,ES,15647
2022,F,A,GO,39058
2022,F,A,MA,60212
2022,F,A,MG,72187
2022,F,A,MS,13385
2022,F,A,MT,16787
2022,F,A,PA,91394
2022,F,A,PB,37701
2022,F,A,PE,71949
2022,F,A,PI,34385
2022,F,A,PR,30652
2022,F,A,RJ,64936
2022,F,A,RN,28578
2022,F,A,RO,10500
2022,F,A,RR,2733
2022,F,A,RS,32833
2022,F,A,SC,15667
2022,F,A,SE,23717
2022,F,A,SP,106612
2022,F,A,TO,10594
2022,F,B,AC,3543
2022,F,B,AL,10621
2022,F,B,AM,12068
2022,F,B,AP,3291
2022,F,B,BA,50804
2022,F,B,CE,29928
2022,F,B,DF,16254
2022,F,B,ES,17045
2022,F,B,GO,34209
2022,F,B,MA,18149
2022,F,B,MG,88041
2022,F,B,MS,10315
2022,F,B,MT,14983
2022,F,B,PA,27681
2022,F,B,PB,18176
2022,F,B,PE,32588
2022,F,B,PI,13304
2022,F,B,PR,41339
2022,F,B,RJ,63985
2022,F,B,RN,18158
2022,F,B,RO,7554
2022,F,B,RR,1770
2022,F,B,RS,44788
2022,F,B,SC,24836
2022,F,B,SE,9366
2022,F,B,SP,149439
2022,F,B,TO,5940
2022,F,C,AC,638
2022,F,C,AL,1933
2022,F,C,AM,2179
2022,F,C,AP,698
2022,F,C,BA,8193
2022,F,C,CE,6069
2022,F,C,DF,5802
2022,F,C,ES,4088
2022,F,C,GO,7677
2022,F,C,MA,2825
2022,F,C,MG,22076
2022,F,C,MS,2421
2022,F,C,MT,3398
2022,F,C,PA,4500
2022,F,C,PB,3522
2022,F,C,PE,6404
2022,F,C,PI,2485
2022,F,C,PR,12570
2022,F,C,RJ,16395
2022,F,C,RN,3513
2022,F,C,RO,1456
2022,F,C,RR,491
2022,F,C,RS,11848
2022,F,C,SC,7484
2022,F,C,SE,1872
2022,F,C,SP,45940
2022,F,C,TO,1314
2022,F,D,AC,216
2022,F,D,AL,679
2022,F,D,AM,744
2022,F,D,AP,217
2022,F,D,BA,2702
2022,F,D,CE,2150
2022,F,D,DF,2879
2022,F,D,ES,1408
2022,F,D,GO,2416
2022,F,D,MA,880
2022,F,D,MG,7470
2022,F,D,MS,829
2022,F,D,MT,1064
2022,F,D,PA,1367
2022,F,D,PB,1308
2022,F,D,PE,2571
2022,F,D,PI,772
2022,F,D,PR,4722
2022,F,D,RJ,6560
2022,F,D,RN,1163
2022,F,D,RO,368
2022,F,D,RR,169
2022,F,D,RS,3986
2022,F,D,SC,2699
2022,F,D,SE,632
2022,F,D,SP,18541
2022,F,D,TO,402
2022,F,E,AC,61
2022,F,E,AL,271
2022,F,E,AM,309
2022,F,E,AP,89
2022,F,E,BA,1086
2022,F,E,CE,966
2022,F,E,DF,1743
2022,F,E,ES,610
2022,F,E,GO,985
2022,F,E,MA,312
2022,F,E,MG,3489
2022,F,E,MS,345
2022,F,E,MT,376
2022,F,E,PA,528
2022,F,E,PB,532
2022,F,E,PE,1210
2022,F,E,PI,277
2022,F,E,PR,2290
2022,F,E,RJ,3257
2022,F,E,RN,478
2022,F,E,RO,141
2022,F,E,RR,69
2022,F,E,RS,1790
2022,F,E,SC,1108
2022,F,E,SE,258
2022,F,E,SP,10292
2022,F,E,TO,159
2022,M,A,AC,5144
2022,M,A,AL,13538
2022,M,A,AM,20735
2022,M,A,AP,5355
2022,M,A,BA,45557
2022,M,A,CE,63878
2022,M,A,DF,5844
2022,M,A,ES,7284
2022,M,A,GO,22086
2022,M,A,MA,31708
2022,M,A,MG,29956
2022,M,A,MS,6485
2022,M,A,MT,8347
2022,M,A,PA,48600
2022,M,A,PB,21223
2022,M,A,PE,38570
2022,M,A,PI,18655
2022,M,A,PR,14129
2022,M,A,RJ,27832
2022,M,A,RN,15490
2022,M,A,RO,5150
2022,M,A,RR,1302
2022,M,A,RS,13971
2022,M,A,SC,6887
2022,M,A,SE,12020
2022,M,A,SP,49197
2022,M,A,TO,5389
2022,M,B,AC,3039
2022,M,B,AL,8906
2022,M,B,AM,10143
2022,M,B,AP,2772
2022,M,B,BA,37772
2022,M,B,CE,27528
2022,M,B,DF,11338
2022,M,B,ES,12085
2022,M,B,GO,25256
2022,M,B,MA,14976
2022,M,B,MG,58856
2022,M,B,MS,7830
2022,M,B,MT,10359
2022,M,B,PA,22512
2022,M,B,PB,15568
2022,M,B,PE,26823
2022,M,B,PI,11092
2022,M,B,PR,28606
2022,M,B,RJ,45018
2022,M,B,RN,15580
2022,M,B,RO,5205
2022,M,B,RR,1278
2022,M,B,RS,29025
2022,M,B,SC,15182
2022,M,B,SE,7945
2022,M,B,SP,102654
2022,M,B,TO,4080
2022,M,C,AC,628
2022,M,C,AL,1801
2022,M,C,AM,2067
2022,M,C,AP,647
2022,M,C,BA,7529
2022,M,C,CE,5815
2022,M,C,DF,4706
2022,M,C,ES,3667
2022,M,C,GO,6761
2022,M,C,MA,2719
2022,M,C,MG,17998
2022,M,C,MS,2029
2022,M,C,MT,2758
2022,M,C,PA,4182
2022,M,C,PB,3363
2022,M,C,PE,5839
2022,M,C,PI,2343
2022,M,C,PR,10189
2022,M,C,RJ,14064
2022,M,C,RN,3431
2022,M,C,RO,1104
2022,M,C,RR,414
2022,M,C,RS,9262
2022,M,C,SC,5676
2022,M,C,SE,1669
2022,M,C,SP,36967
2022,M,C,TO,1060
2022,M,D,AC,173
2022,M,D,AL,599
2022,M,D,AM,670
2022,M,D,AP,236
2022,M,D,BA,2400
2022,M,D,CE,2192
2022,M,D,DF,2436
2022,M,D,ES,1296
2022,M,D,GO,2216
2022,M,D,MA,815
2022,M,D,MG,6587
2022,M,D,MS,734
2022,M,D,MT,945
2022,M,D,PA,1365
2022,M,D,PB,1274
2022,M,D,PE,2370
2022,M,D,PI,761
2022,M,D,PR,3853
2022,M,D,RJ,5811
2022,M,D,RN,1166
2022,M,D,RO,334
2022,M,D,RR,146
2022,M,D,RS,3246
2022,M,D,SC,2244
2022,M,D,SE,578
2022,M,D,SP,15678
2022,M,D,TO,352
2022,M,E,AC,63
2022,M,E,AL,266
2022,M,E,AM,352
2022,M,E,AP,94
2022,M,E,BA,1032
2022,M,E,CE,1069
2022,M,E,DF,1612
2022,M,E,ES,570
2022,M,E,GO,958
2022,M,E,MA,320
2022,M,E,MG,3121
2022,M,E,MS,310
2022,M,E,MT,364
2022,M,E,PA,492
2022,M,E,PB,571
2022,M,E,PE,1271
2022,M,E,PI,326
2022,M,E,PR,2046
2022,M,E,RJ,3032
2022,M,E,RN,492
2022,M,E,RO,157
2022,M,E,RR,62
2022,M,E,RS,1546
2022,M,E,SC,1008
2022,M,E,SE,255
2022,M,E,SP,9122
2022,M,E,TO,150
2023,F,A,AC,10444
2023,F,A,AL,36805
2023,F,A,AM,38914
2023,F,A,AP,12171
2023,F,A,BA,147286
2023,F,A,CE,99282
2023,F,A,DF,17010
2023,F,A,ES,20691
2023,F,A,GO,47327
