NU_ANO,Q024,TP_SEXO,SG_UF_PROVA,QTD
2019,B,M,AP,5302
2019,B,M,BA,67047
2019,B,M,CE,43269
2019,B,M,DF,19657
2019,B,M,ES,22532
2019,B,M,GO,34262
2019,B,M,MA,26072
2019,B,M,MG,118264
2019,B,M,MS,14219
2019,B,M,MT,17645
2019,B,M,PA,34036
2019,B,M,PB,26987
2019,B,M,PE,49289
2019,B,M,PI,17290
2019,B,M,PR,47733
2019,B,M,RJ,72861
2019,B,M,RN,23261
2019,B,M,RO,10547
2019,B,M,RR,2182
2019,B,M,RS,48033
2019,B,M,SC,24296
2019,B,M,SE,12475
2019,B,M,SP,183594
2019,B,M,TO,7222
2019,C,F,AC,542
2019,C,F,AL,1868
2019,C,F,AM,2192
2019,C,F,AP,705
2019,C,F,BA,8196
2019,C,F,CE,5866
2019,C,F,DF,6110
2019,C,F,ES,4353
2019,C,F,GO,6110
2019,C,F,MA,2882
2019,C,F,MG,24676
2019,C,F,MS,2657
2019,C,F,MT,3111
2019,C,F,PA,4358
2019,C,F,PB,3563
2019,C,F,PE,6776
2019,C,F,PI,2296
2019,C,F,PR,12795
2019,C,F,RJ,17402
2019,C,F,RN,3344
2019,C,F,RO,1502
2019,C,F,RR,466
2019,C,F,RS,12421
2019,C,F,SC,7593
2019,C,F,SE,1678
2019,C,F,SP,48098
2019,C,F,TO,1094
2019,C,M,AC,670
2019,C,M,AL,1938
2019,C,M,AM,2532
2019,C,M,AP,833
2019,C,M,BA,8471
2019,C,M,CE,6757
2019,C,M,DF,5845
2019,C,M,ES,4489
2019,C,M,GO,6258
2019,C,M,MA,3166
2019,C,M,MG,23727
2019,C,M,MS,2588
2019,C,M,MT,3100
2019,C,M,PA,4619
2019,C,M,PB,4265
2019,C,M,PE,7555
2019,C,M,PI,2463
2019,C,M,PR,12263
2019,C,M,RJ,17248
2019,C,M,RN,3942
2019,C,M,RO,1491
2019,C,M,RR,443
2019,C,M,RS,11537
2019,C,M,SC,6687
2019,C,M,SE,1867
2019,C,M,SP,46054
2019,C,M,TO,1134
2019,D,F,AC,129
2019,D,F,AL,533
2019,D,F,AM,585
2019,D,F,AP,195
2019,D,F,BA,2215
2019,D,F,CE,1615
2019,D,F,DF,2388
2019,D,F,ES,1178
2019,D,F,GO,1536
2019,D,F,MA,688
2019,D,F,MG,6702
2019,D,F,MS,657
2019,D,F,MT,802
2019,D,F,PA,1030
2019,D,F,PB,971
2019,D,F,PE,2086
2019,D,F,PI,619
2019,D,F,PR,3756
2019,D,F,RJ,5584
2019,D,F,RN,953
2019,D,F,RO,324
2019,D,F,RR,133
2019,D,F,RS,3307
2019,D,F,SC,2097
2019,D,F,SE,461
2019,D,F,SP,14861
2019,D,F,TO,300
2019,D,M,AC,169
2019,D,M,AL,526
2019,D,M,AM,653
2019,D,M,AP,247
2019,D,M,BA,2249
2019,D,M,CE,1936
2019,D,M,DF,2359
2019,D,M,ES,1305
2019,D,M,GO,1677
2019,D,M,MA,788
2019,D,M,MG,6875
2019,D,M,MS,818
2019,D,M,MT,864
2019,D,M,PA,1209
2019,D,M,PB,1222
2019,D,M,PE,2315
2019,D,M,PI,667
2019,D,M,PR,3990
2019,D,M,RJ,5643
2019,D,M,RN,1087
2019,D,M,RO,340
2019,D,M,RR,167
2019,D,M,RS,3419
2019,D,M,SC,2138
2019,D,M,SE,571
2019,D,M,SP,15415
2019,D,M,TO,299
2019,E,F,AC,35
2019,E,F,AL,185
2019,E,F,AM,209
2019,E,F,AP,68
2019,E,F,BA,715
2019,E,F,CE,613
2019,E,F,DF,1195
2019,E,F,ES,379
2019,E,F,GO,503
2019,E,F,MA,228
2019,E,F,MG,2642
2019,E,F,MS,194
2019,E,F,MT,236
2019,E,F,PA,360
2019,E,F,PB,395
2019,E,F,PE,815
2019,E,F,PI,201
2019,E,F,PR,1415
2019,E,F,RJ,2382
2019,E,F,RN,368
2019,E,F,RO,81
2019,E,F,RR,64
2019,E,F,RS,1202
2019,E,F,SC,750
2019,E,F,SE,175
2019,E,F,SP,6605
2019,E,F,TO,93
2019,E,M,AC,46
2019,E,M,AL,205
2019,E,M,AM,273
2019,E,M,AP,73
2019,E,M,BA,796
2019,E,M,CE,814
2019,E,M,DF,1297
2019,E,M,ES,497
2019,E,M,GO,680
2019,E,M,MA,254
2019,E,M,MG,2935
2019,E,M,MS,293
2019,E,M,MT,328
2019,E,M,PA,419
2019,E,M,PB,487
2019,E,M,PE,1006
2019,E,M,PI,230
2019,E,M,PR,1634
2019,E,M,RJ,2673
2019,E,M,RN,438
2019,E,M,RO,103
2019,E,M,RR,67
2019,E,M,RS,1482
2019,E,M,SC,838
2019,E,M,SE,199
2019,E,M,SP,7269
2019,E,M,TO,113
2020,A,F,AC,17307
2020,A,F,AL,40999
2020,A,F,AM,64714
2020,A,F,AP,19854
2020,A,F,BA,179161
2020,A,F,CE,125897
2020,A,F,DF,27654
2020,A,F,ES,28401
2020,A,F,GO,66855
2020,A,F,MA,109129
2020,A,F,MG,146906
2020,A,F,MS,26305
2020,A,F,MT,31525
2020,A,F,PA,150042
2020,A,F,PB,58754
2020,A,F,PE,117173
2020,A,F,PI,55877
2020,A,F,PR,53020
2020,A,F,RJ,102287
2020,A,F,RN,43456
2020,A,F,RO,24955
2020,A,F,RR,6159
2020,A,F,RS,60694
2020,A,F,SC,25072
2020,A,F,SE,35712
2020,A,F,SP,199737
2020,A,F,TO,22975
2020,A,M,AC,10633
2020,A,M,AL,22291
2020,A,M,AM,43816
2020,A,M,AP,12742
2020,A,M,BA,84337
2020,A,M,CE,89744
2020,A,M,DF,13542
2020,A,M,ES,14501
2020,A,M,GO,37301
2020,A,M,MA,62378
2020,A,M,MG,69180
2020,A,M,MS,14638
2020,A,M,MT,16514
2020,A,M,PA,86534
2020,A,M,PB,34459
2020,A,M,PE,66605
2020,A,M,PI,32103
2020,A,M,PR,26884
2020,A,M,RJ,49378
2020,A,M,RN,25162
2020,A,M,RO,13214
2020,A,M,RR,3458
2020,A,M,RS,29369
2020,A,M,SC,12669
2020,A,M,SE,19341
2020,A,M,SP,100419
2020,A,M,TO,13150
2020,B,F,AC,5871
2020,B,F,AL,17133
2020,B,F,AM,23246
2020,B,F,AP,5914
2020,B,F,BA,89111
2020,B,F,CE,45561
2020,B,F,DF,29337
2020,B,F,ES,28429
2020,B,F,GO,49404
2020,B,F,MA,30050
2020,B,F,MG,165938
2020,B,F,MS,18916
2020,B,F,MT,24454
2020,B,F,PA,43234
2020,B,F,PB,29991
2020,B,F,PE,57276
2020,B,F,PI,20887
2020,B,F,PR,66985
2020,B,F,RJ,101350
2020,B,F,RN,26375
2020,B,F,RO,15348
2020,B,F,RR,3274
2020,B,F,RS,71521
2020,B,F,SC,35684
2020,B,F,SE,14396
2020,B,F,SP,250251
2020,B,F,TO,10476
2020,B,M,AC,5231
2020,B,M,AL,14775
2020,B,M,AM,21069
2020,B,M,AP,5726
2020,B,M,BA,68764
2020,B,M,CE,43547
2020,B,M,DF,21762
2020,B,M,ES,21216
2020,B,M,GO,38479
2020,B,M,MA,26753
2020,B,M,MG,117290
2020,B,M,MS,15144
2020,B,M,MT,17635
2020,B,M,PA,37716
2020,B,M,PB,27361
2020,B,M,PE,50407
2020,B,M,PI,17828
2020,B,M,PR,48914
2020,B,M,RJ,75538
2020,B,M,RN,23624
2020,B,M,RO,11223
2020,B,M,RR,2499
2020,B,M,RS,49898
2020,B,M,SC,23985
2020,B,M,SE,12433
2020,B,M,SP,184566
2020,B,M,TO,8194
2020,C,F,AC,569
2020,C,F,AL,1962
2020,C,F,AM,2673
2020,C,F,AP,783
2020,C,F,BA,8638
2020,C,F,CE,5995
2020,C,F,DF,6573
2020,C,F,ES,4371
2020,C,F,GO,6336
2020,C,F,MA,3164
2020,C,F,MG,25618
2020,C,F,MS,2750
2020,C,F,MT,3225
2020,C,F,PA,4678
2020,C,F,PB,3653
2020,C,F,PE,7165
2020,C,F,PI,2425
2020,C,F,PR,13464
2020,C,F,RJ,17880
2020,C,F,RN,3564
2020,C,F,RO,1542
2020,C,F,RR,518
2020,C,F,RS,12828
2020,C,F,SC,7837
2020,C,F,SE,1764
2020,C,F,SP,50068
2020,C,F,TO,1331
2020,C,M,AC,658
2020,C,M,AL,1983
2020,C,M,AM,2916
2020,C,M,AP,840
2020,C,M,BA,8282
2020,C,M,CE,6478
2020,C,M,DF,5964
2020,C,M,ES,4141
2020,C,M,GO,6085
2020,C,M,MA,3242
2020,C,M,MG,23263
2020,C,M,MS,2630
2020,C,M,MT,3128
2020,C,M,PA,4814
2020,C,M,PB,4009
2020,C,M,PE,7337
2020,C,M,PI,2348
2020,C,M,PR,12074
2020,C,M,RJ,16459
2020,C,M,RN,3858
2020,C,M,RO,1469
2020,C,M,RR,496
2020,C,M,RS,11194
2020,C,M,SC,6590
2020,C,M,SE,1795
2020,C,M,SP,45096
2020,C,M,TO,1213
2020,D,F,AC,157
2020,D,F,AL,575
2020,D,F,AM,699
2020,D,F,AP,214
2020,D,F,BA,2317
2020,D,F,CE,1844
2020,D,F,DF,2807
2020,D,F,ES,1213
2020,D,F,GO,1724
2020,D,F,MA,744
2020,D,F,MG,7320
2020,D,F,MS,834
2020,D,F,MT,862
2020,D,F,PA,1135
2020,D,F,PB,1111
2020,D,F,PE,2331
2020,D,F,PI,660
2020,D,F,PR,4232
2020,D,F,RJ,6153
2020,D,F,RN,1068
2020,D,F,RO,344
2020,D,F,RR,147
2020,D,F,RS,3812
2020,D,F,SC,2414
2020,D,F,SE,546
2020,D,F,SP,17440
2020,D,F,TO,335
2020,D,M,AC,157
2020,D,M,AL,574
2020,D,M,AM,789
2020,D,M,AP,223
2020,D,M,BA,2368
2020,D,M,CE,1972
2020,D,M,DF,2473
2020,D,M,ES,1267
2020,D,M,GO,1784
2020,D,M,MA,823
2020,D,M,MG,6964
2020,D,M,MS,809
2020,D,M,MT,914
2020,D,M,PA,1287
2020,D,M,PB,1208
2020,D,M,PE,2461
2020,D,M,PI,668
2020,D,M,PR,3958
2020,D,M,RJ,5802
2020,D,M,RN,1134
2020,D,M,RO,334
2020,D,M,RR,159
2020,D,M,RS,3486
2020,D,M,SC,2088
2020,D,M,SE,501
2020,D,M,SP,16341
2020,D,M,TO,348
2020,E,F,AC,39
2020,E,F,AL,208
2020,E,F,AM,288
2020,E,F,AP,95
2020,E,F,BA,847
2020,E,F,CE,712
2020,E,F,DF,1529
2020,E,F,ES,465
2020,E,F,GO,654
2020,E,F,MA,254
2020,E,F,MG,2972
2020,E,F,MS,279
2020,E,F,MT,290
2020,E,F,PA,425
2020,E,F,PB,432
2020,E,F,PE,995
2020,E,F,PI,204
2020,E,F,PR,1802
2020,E,F,RJ,2924
2020,E,F,RN,408
2020,E,F,RO,94
2020,E,F,RR,55
2020,E,F,RS,1553
2020,E,F,SC,909
2020,E,F,SE,219
2020,E,F,SP,9060
2020,E,F,TO,111
2020,E,M,AC,49
2020,E,M,AL,217
2020,E,M,AM,320
2020,E,M,AP,91
2020,E,M,BA,911
2020,E,M,CE,820
2020,E,M,DF,1529
2020,E,M,ES,525
2020,E,M,GO,722
2020,E,M,MA,297
2020,E,M,MG,3072
2020,E,M,MS,319
2020,E,M,MT,364
2020,E,M,PA,442
2020,E,M,PB,508
2020,E,M,PE,1122
2020,E,M,PI,287
2020,E,M,PR,1878
2020,E,M,RJ,2916
2020,E,M,RN,452
2020,E,M,RO,118
2020,E,M,RR,71
2020,E,M,RS,1519
2020,E,M,SC,936
2020,E,M,SE,186
2020,E,M,SP,8904
2020,E,M,TO,108
2021,A,F,AC,7967
2021,A,F,AL,21232
2021,A,F,AM,35469
2021,A,F,AP,8523
2021,A,F,BA,99499
2021,A,F,CE,83980
2021,A,F,DF,12118
2021,A,F,ES,14535
2021,A,F,GO,39258
2021,A,F,MA,55911
2021,A,F,MG,68482
2021,A,F,MS,11266
2021,A,F,MT,14938
2021,A,F,PA,80629
2021,A,F,PB,34913
2021,A,F,PE,69225
2021,A,F,PI,31416
2021,A,F,PR,25073
2021,A,F,RJ,52788
2021,A,F,RN,23437
2021,A,F,RO,10148
2021,A,F,RR,2571
2021,A,F,RS,28132
2021,A,F,SC,13330
2021,A,F,SE,20586
2021,A,F,SP,85505
2021,A,F,TO,10774
2021,A,M,AC,4177
2021,A,M,AL,10163
2021,A,M,AM,23206
2021,A,M,AP,4768
2021,A,M,BA,40879
2021,A,M,CE,60062
2021,A,M,DF,5183
2021,A,M,ES,6921
2021,A,M,GO,20733
2021,A,M,MA,28259
2021,A,M,MG,27527
2021,A,M,MS,5171
2021,A,M,MT,6610
2021,A,M,PA,40915
2021,A,M,PB,18674
2021,A,M,PE,35726
2021,A,M,PI,15782
2021,A,M,PR,10971
2021,A,M,RJ,22143
2021,A,M,RN,12468
2021,A,M,RO,4717
2021,A,M,RR,1202
2021,A,M,RS,11365
2021,A,M,SC,5883
2021,A,M,SE,9747
2021,A,M,SP,36594
2021,A,M,TO,4973
2021,B,F,AC,3571
2021,B,F,AL,11129
2021,B,F,AM,13294
2021,B,F,AP,3531
2021,B,F,BA,58940
2021,B,F,CE,31290
2021,B,F,DF,17934
2021,B,F,ES,18413
2021,B,F,GO,34103
2021,B,F,MA,19729
2021,B,F,MG,100306
2021,B,F,MS,11299
2021,B,F,MT,15529
2021,B,F,PA,29034
2021,B,F,PB,20408
2021,B,F,PE,37960
2021,B,F,PI,14391
2021,B,F,PR,43196
2021,B,F,RJ,66835
2021,B,F,RN,18851
2021,B,F,RO,8712
2021,B,F,RR,1859
2021,B,F,RS,47762
2021,B,F,SC,25462
2021,B,F,SE,10129
2021,B,F,SP,150542
2021,B,F,TO,6969
2021,B,M,AC,2972
2021,B,M,AL,8532
2021,B,M,AM,11160
2021,B,M,AP,2875
2021,B,M,BA,41565
2021,B,M,CE,27415
2021,B,M,DF,11852
2021,B,M,ES,12518
2021,B,M,GO,23920
2021,B,M,MA,15684
2021,B,M,MG,63328
2021,B,M,MS,7714
2021,B,M,MT,10049
2021,B,M,PA,22826
2021,B,M,PB,16848
2021,B,M,PE,29950
2021,B,M,PI,11234
2021,B,M,PR,27819
2021,B,M,RJ,45005
2021,B,M,RN,15289
2021,B,M,RO,5561
2021,B,M,RR,1216
2021,B,M,RS,28822
2021,B,M,SC,15061
2021,B,M,SE,7924
2021,B,M,SP,97776
2021,B,M,TO,4554
2021,C,F,AC,612
2021,C,F,AL,1908
2021,C,F,AM,2318
2021,C,F,AP,710
2021,C,F,BA,9301
2021,C,F,CE,5842
2021,C,F,DF,6026
2021,C,F,ES,4197
2021,C,F,GO,7084
2021,C,F,MA,3046
2021,C,F,MG,24901
2021,C,F,MS,2578
2021,C,F,MT,3384
2021,C,F,PA,4543
2021,C,F,PB,3705
2021,C,F,PE,6963
2021,C,F,PI,2494
2021,C,F,PR,13345
2021,C,F,RJ,17431
2021,C,F,RN,3742
2021,C,F,RO,1520
2021,C,F,RR,444
2021,C,F,RS,12896
2021,C,F,SC,7901
2021,C,F,SE,1995
2021,C,F,SP,46764
2021,C,F,TO,1372
2021,C,M,AC,593
2021,C,M,AL,1708
2021,C,M,AM,2250
2021,C,M,AP,683
2021,C,M,BA,7877
2021,C,M,CE,5572
2021,C,M,DF,5011
2021,C,M,ES,3634
2021,C,M,GO,5696
2021,C,M,MA,2803
2021,C,M,MG,19358
2021,C,M,MS,2105
2021,C,M,MT,2685
2021,C,M,PA,4213
2021,C,M,PB,3630
2021,C,M,PE,6107
2021,C,M,PI,2399
2021,C,M,PR,10151
2021,C,M,RJ,14318
2021,C,M,RN,3524
2021,C,M,RO,1134
2021,C,M,RR,349
2021,C,M,RS,9522
2021,C,M,SC,5733
2021,C,M,SE,1664
2021,C,M,SP,36155
2021,C,M,TO,1109
2021,D,F,AC,175
2021,D,F,AL,728
2021,D,F,AM,719
2021,D,F,AP,224
2021,D,F,BA,2939
2021,D,F,CE,2190
2021,D,F,DF,3121
2021,D,F,ES,1424
2021,D,F,GO,2277
2021,D,F,MA,945
2021,D,F,MG,8848
2021,D,F,MS,913
2021,D,F,MT,1102
2021,D,F,PA,1427
2021,D,F,PB,1299
2021,D,F,PE,2574
2021,D,F,PI,829
2021,D,F,PR,5163
2021,D,F,RJ,6913
2021,D,F,RN,1230
2021,D,F,RO,395
2021,D,F,RR,148
2021,D,F,RS,4608
2021,D,F,SC,2910
2021,D,F,SE,646
2021,D,F,SP,19728
2021,D,F,TO,427
2021,D,M,AC,149
2021,D,M,AL,603
2021,D,M,AM,732
2021,D,M,AP,241
2021,D,M,BA,2746
2021,D,M,CE,2072
2021,D,M,DF,2524
2021,D,M,ES,1265
2021,D,M,GO,1950
2021,D,M,MA,856
2021,D,M,MG,7365
2021,D,M,MS,775
2021,D,M,MT,921
2021,D,M,PA,1311
2021,D,M,PB,1308
2021,D,M,PE,2439
2021,D,M,PI,761
2021,D,M,PR,4002
2021,D,M,RJ,5931
2021,D,M,RN,1163
2021,D,M,RO,331
2021,D,M,RR,140
2021,D,M,RS,3557
2021,D,M,SC,2231
2021,D,M,SE,582
2021,D,M,SP,16010
2021,D,M,TO,375
2021,E,F,AC,56
2021,E,F,AL,298
2021,E,F,AM,300
2021,E,F,AP,114
2021,E,F,BA,1318
2021,E,F,CE,1010
2021,E,F,DF,1968
2021,E,F,ES,657
2021,E,F,GO,1006
2021,E,F,MA,353
2021,E,F,MG,4207
2021,E,F,MS,353
2021,E,F,MT,407
2021,E,F,PA,534
2021,E,F,PB,613
2021,E,F,PE,1366
2021,E,F,PI,334
2021,E,F,PR,2497
2021,E,F,RJ,3666
2021,E,F,RN,558
2021,E,F,RO,149
2021,E,F,RR,66
2021,E,F,RS,2085
2021,E,F,SC,1214
2021,E,F,SE,275
2021,E,F,SP,11151
2021,E,F,TO,162
2021,E,M,AC,64
2021,E,M,AL,283
2021,E,M,AM,330
2021,E,M,AP,105
2021,E,M,BA,1130
2021,E,M,CE,1084
2021,E,M,DF,1764
2021,E,M,ES,617
2021,E,M,GO,888
2021,E,M,MA,319
2021,E,M,MG,3507
2021,E,M,MS,316
2021,E,M,MT,460
2021,E,M,PA,546
2021,E,M,PB,604
2021,E,M,PE,1306
2021,E,M,PI,329
2021,E,M,PR,2065
2021,E,M,RJ,3317
2021,E,M,RN,557
2021,E,M,RO,134
2021,E,M,RR,61
2021,E,M,RS,1735
2021,E,M,SC,1040
2021,E,M,SE,248
2021,E,M,SP,9728
2021,E,M,TO,158
2022,A,F,AC,9096
2022,A,F,AL,25331
2022,A,F,AM,31719
2022,A,F,AP,9275
2022,A,F,BA,108091
2022,A,F,CE,86782
2022,A,F,DF,12787
2022,A,F,ES,15647
2022,A,F,GO,39058
2022,A,F,MA,60212
2022,A,F,MG,72187
2022,A,F,MS,13385
2022,A,F,MT,16787
2022,A,F,PA,91394
2022,A,F,PB,37701
2022,A,F,PE,71949
2022,A,F,PI,34385
2022,A,F,PR,30652
2022,A,F,RJ,64936
2022,A,F,RN,28578
2022,A,F,RO,10500
2022,A,F,RR,2733
2022,A,F,RS,32833
2022,A,F,SC,15667
2022,A,F,SE,23717
2022,A,F,SP,106612
2022,A,F,TO,10594
2022,A,M,AC,5144
2022,A,M,AL,13538
2022,A,M,AM,20735
2022,A,M,AP,5355
2022,A,M,BA,45557
2022,A,M,CE,63878
2022,A,M,DF,5844
2022,A,M,ES,7284
2022,A,M,GO,22086
2022,A,M,MA,31708
2022,A,M,MG,29956
2022,A,M,MS,6485
2022,A,M,MT,8347
2022,A,M,PA,48600
2022,A,M,PB,21223
2022,A,M,PE,38570
2022,A,M,PI,18655
2022,A,M,PR,14129
2022,A,M,RJ,27832
2022,A,M,RN,15490
2022,A,M,RO,5150
2022,A,M,RR,1302
2022,A,M,RS,13971
2022,A,M,SC,6887
2022,A,M,SE,12020
2022,A,M,SP,49197
2022,A,M,TO,5389
2022,B,F,AC,3543
2022,B,F,AL,10621
2022,B,F,AM,12068
2022,B,F,AP,3291
2022,B,F,BA,50804
2022,B,F,CE,29928
2022,B,F,DF,16254
2022,B,F,ES,17045
2022,B,F,GO,34209
2022,B,F,MA,18149
2022,B,F,MG,88041
2022,B,F,MS,10315
2022,B,F,MT,14983
2022,B,F,PA,27681
2022,B,F,PB,18176
2022,B,F,PE,32588
2022,B,F,PI,13304
2022,B,F,PR,41339
2022,B,F,RJ,63985
2022,B,F,RN,18158
2022,B,F,RO,7554
2022,B,F,RR,1770
2022,B,F,RS,44788
2022,B,F,SC,24836
2022,B,F,SE,9366
2022,B,F,SP,149439
2022,B,F,TO,5940
2022,B,M,AC,3039
2022,B,M,AL,8906
2022,B,M,AM,10143
2022,B,M,AP,2772
2022,B,M,BA,37772
2022,B,M,CE,27528
2022,B,M,DF,11338
2022,B,M,ES,12085
2022,B,M,GO,25256
2022,B,M,MA,14976
2022,B,M,MG,58856
2022,B,M,MS,7830
2022,B,M,MT,10359
2022,B,M,PA,22512
2022,B,M,PB,15568
2022,B,M,PE,26823
2022,B,M,PI,11092
2022,B,M,PR,28606
2022,B,M,RJ,45018
2022,B,M,RN,15580
2022,B,M,RO,5205
2022,B,M,RR,1278
2022,B,M,RS,29025
2022,B,M,SC,15182
2022,B,M,SE,7945
2022,B,M,SP,102654
2022,B,M,TO,4080
2022,C,F,AC,638
2022,C,F,AL,1933
2022,C,F,AM,2179
2022,C,F,AP,698
2022,C,F,BA,8193
2022,C,F,CE,6069
2022,C,F,DF,5802
2022,C,F,ES,4088
2022,C,F,GO,7677
2022,C,F,MA,2825
2022,C,F,MG,22076
2022,C,F,MS,2421
2022,C,F,MT,3398
2022,C,F,PA,4500
2022,C,F,PB,3522
2022,C,F,PE,6404
2022,C,F,PI,2485
2022,C,F,PR,12570
2022,C,F,RJ,16395
2022,C,F,RN,3513
2022,C,F,RO,1456
2022,C,F,RR,491
2022,C,F,RS,11848
2022,C,F,SC,7484
2022,C,F,SE,1872
2022,C,F,SP,45940
2022,C,F,TO,1314
2022,C,M,AC,628
2022,C,M,AL,1801
2022,C,M,AM,2067
2022,C,M,AP,647
2022,C,M,BA,7529
2022,C,M,CE,5815
2022,C,M,DF,4706
2022,C,M,ES,3667
2022,C,M,GO,6761
2022,C,M,MA,2719
2022,C,M,MG,17998
2022,C,M,MS,2029
2022,C,M,MT,2758
2022,C,M,PA,4182
2022,C,M,PB,3363
2022,C,M,PE,5839
2022,C,M,PI,2343
2022,C,M,PR,10189
2022,C,M,RJ,14064
2022,C,M,RN,3431
2022,C,M,RO,1104
2022,C,M,RR,414
2022,C,M,RS,9262
2022,C,M,SC,5676
2022,C,M,SE,1669
2022,C,M,SP,36967
2022,C,M,TO,1060
2022,D,F,AC,216
2022,D,F,AL,679
2022,D,F,AM,744
2022,D,F,AP,217
2022,D,F,BA,2702
2022,D,F,CE,2150
2022,D,F,DF,2879
2022,D,F,ES,1408
2022,D,F,GO,2416
2022,D,F,MA,880
2022,D,F,MG,7470
2022,D,F,MS,829
2022,D,F,MT,1064
2022,D,F,PA,1367
2022,D,F,PB,1308
2022,D,F,PE,2571
2022,D,F,PI,772
2022,D,F,PR,4722
2022,D,F,RJ,6560
2022,D,F,RN,1163
2022,D,F,RO,368
2022,D,F,RR,169
2022,D,F,RS,3986
2022,D,F,SC,2699
2022,D,F,SE,632
2022,D,F,SP,18541
2022,D,F,TO,402
2022,D,M,AC,173
2022,D,M,AL,599
2022,D,M,AM,670
2022,D,M,AP,236
2022,D,M,BA,2400
2022,D,M,CE,2192
2022,D,M,DF,2436
2022,D,M,ES,1296
2022,D,M,GO,2216
2022,D,M,MA,815
2022,D,M,MG,6587
2022,D,M,MS,734
2022,D,M,MT,945
2022,D,M,PA,1365
2022,D,M,PB,1274
2022,D,M,PE,2370
2022,D,M,PI,761
2022,D,M,PR,3853
2022,D,M,RJ,5811
2022,D,M,RN,1166
2022,D,M,RO,334
2022,D,M,RR,146
2022,D,M,RS,3246
2022,D,M,SC,2244
2022,D,M,SE,578
2022,D,M,SP,15678
2022,D,M,TO,352
2022,E,F,AC,61
2022,E,F,AL,271
2022,E,F,AM,309
2022,E,F,AP,89
2022,E,F,BA,1086
2022,E,F,CE,966
2022,E,F,DF,1743
2022,E,F,ES,610
2022,E,F,GO,985
2022,E,F,MA,312
2022,E,F,MG,3489
2022,E,F,MS,345
2022,E,F,MT,376
2022,E,F,PA,528
2022,E,F,PB,532
2022,E,F,PE,1210
2022,E,F,PI,277
2022,E,F,PR,2290
2022,E,F,RJ,3257
2022,E,F,RN,478
2022,E,F,RO,141
2022,E,F,RR,69
2022,E,F,RS,1790
2022,E,F,SC,1108
2022,E,F,SE,258
2022,E,F,SP,10292
2022,E,F,TO,159
2022,E,M,AC,63
2022,E,M,AL,266
2022,E,M,AM,352
2022,E,M,AP,94
2022,E,M,BA,1032
2022,E,M,CE,1069
2022,E,M,DF,1612
2022,E,M,ES,570
2022,E,M,GO,958
2022,E,M,MA,320
2022,E,M,MG,3121
2022,E,M,MS,310
2022,E,M,MT,364
2022,E,M,PA,492
2022,E,M,PB,571
2022,E,M,PE,1271
2022,E,M,PI,326
2022,E,M,PR,2046
2022,E,M,RJ,3032
2022,E,M,RN,492
2022,E,M,RO,157
2022,E,M,RR,62
2022,E,M,RS,1546
2022,E,M,SC,1008
2022,E,M,SE,255
2022,E,M,SP,9122
2022,E,M,TO,150
2023,A,F,AC,10444
2023,A,F,AL,36805
2023,A,F,AM,38914
2023,A,F,AP,12171
2023,A,F,BA,147286
2023,A,F,CE,99282
2023,A,F,DF,17010
2023,A,F,ES,20691
2023,A,F,GO,47327
