NU_ANO,Q024,TP_SEXO,SG_UF_PROVA,QTD
2019,A,F,AC,16377
2019,A,F,AL,34715
2019,A,F,AM,46430
2019,A,F,AP,18165
2019,A,F,BA,148775
2019,A,F,CE,110325
2019,A,F,DF,20546
2019,A,F,ES,24704
2019,A,F,GO,48869
2019,A,F,MA,97896
2019,A,F,MG,125014
2019,A,F,MS,20606
2019,A,F,MT,25235
2019,A,F,PA,123386
2019,A,F,PB,50299
2019,A,F,PE,96231
2019,A,F,PI,49737
2019,A,F,PR,42699
2019,A,F,RJ,80734
2019,A,F,RN,37902
2019,A,F,RO,19866
2019,A,F,RR,4404
2019,A,F,RS,47022
2019,A,F,SC,20841
2019,A,F,SE,30817
2019,A,F,SP,164549
2019,A,F,TO,17073
2019,A,M,AC,9764
2019,A,M,AL,18528
2019,A,M,AM,29116
2019,A,M,AP,11176
2019,A,M,BA,68011
2019,A,M,CE,78010
2019,A,M,DF,10103
2019,A,M,ES,13097
2019,A,M,GO,25271
2019,A,M,MA,57027
2019,A,M,MG,59214
2019,A,M,MS,11220
2019,A,M,MT,13739
2019,A,M,PA,70634
2019,A,M,PB,29574
2019,A,M,PE,52901
2019,A,M,PI,28981
2019,A,M,PR,22181
2019,A,M,RJ,38132
2019,A,M,RN,22140
2019,A,M,RO,10412
2019,A,M,RR,2342
2019,A,M,RS,22548
2019,A,M,SC,10447
2019,A,M,SE,16079
2019,A,M,SP,82051
2019,A,M,TO,9508
2019,B,F,AC,5744
2019,B,F,AL,16761
2019,B,F,AM,19097
2019,B,F,AP,5839
2019,B,F,BA,88952
2019,B,F,CE,45779
2019,B,F,DF,26349
2019,B,F,ES,29739
2019,B,F,GO,44814
2019,B,F,MA,29073
2019,B,F,MG,164576
2019,B,F,MS,17141
2019,B,F,MT,23061
2019,B,F,PA,39542
2019,B,F,PB,29413
2019,B,F,PE,56343
2019,B,F,PI,19828
2019,B,F,PR,62840
2019,B,F,RJ,97057
2019,B,F,RN,25884
2019,B,F,RO,13973
2019,B,F,RR,2688
2019,B,F,RS,67498
2019,B,F,SC,35012
2019,B,F,SE,14166
2019,B,F,SP,247494
2019,B,F,TO,9413
2019,B,M,AC,5169
2019,B,M,AL,14565
2019,B,M,AM,17057
