NU_ANO,TP_ESTADO_CIVIL,Q006,SG_UF_PROVA,QTD
2019,1,D,BA,21214
2019,1,D,CE,13846
2019,1,D,DF,7547
2019,1,D,ES,9759
2019,1,D,GO,16216
2019,1,D,MA,10274
2019,1,D,MG,52651
2019,1,D,MS,6318
2019,1,D,MT,8437
2019,1,D,PA,13990
2019,1,D,PB,7344
2019,1,D,PE,14551
2019,1,D,PI,5316
2019,1,D,PR,23868
2019,1,D,RJ,29627
2019,1,D,RN,6778
2019,1,D,RO,4545
2019,1,D,RR,873
2019,1,D,RS,22687
2019,1,D,SC,12757
2019,1,D,SE,3641
2019,1,D,SP,93828
2019,1,D,TO,3099
2019,1,D,AC,689
2019,1,D,AL,2007
2019,1,D,AM,2151
2019,1,D,AP,749
2019,1,D,BA,8804
2019,1,D,CE,5323
2019,1,D,DF,3292
2019,1,D,ES,4482
2019,1,D,GO,7465
2019,1,D,MA,3866
2019,1,D,MG,25333
2019,1,D,MS,2870
2019,1,D,MT,3816
2019,1,D,PA,5916
2019,1,D,PB,3283
2019,1,D,PE,6123
2019,1,D,PI,2620
2019,1,D,PR,13372
2019,1,D,RJ,14935
2019,1,D,RN,3173
2019,1,D,RO,1941
2019,1,D,RR,378
2019,1,D,RS,12675
2019,1,D,SC,7866
2019,1,D,SE,1724
2019,1,D,SP,47842
2019,1,D,TO,1422
2019,1,E,AC,981
2019,1,E,AL,2346
2019,1,E,AM,3140
2019,1,E,AP,1107
2019,1,E,BA,11499
2019,1,E,CE,6960
2019,1,E,DF,4543
2019,1,E,ES,6216
2019,1,E,GO,9266
2019,1,E,MA,4960
2019,1,E,MG,34944
2019,1,E,MS,3656
2019,1,E,MT,5071
2019,1,E,PA,7362
2019,1,E,PB,4206
2019,1,E,PE,8014
2019,1,E,PI,3179
2019,1,E,PR,17631
2019,1,E,RJ,19138
2019,1,E,RN,4066
2019,1,E,RO,2534
2019,1,E,RR,513
2019,1,E,RS,16887
2019,1,E,SC,11313
2019,1,E,SE,2213
2019,1,E,SP,69642
2019,1,E,TO,1863
2019,1,F,AC,629
2019,1,F,AL,1759
2019,1,F,AM,1878
2019,1,F,AP,720
2019,1,F,BA,7392
2019,1,F,CE,4232
2019,1,F,DF,3428
2019,1,F,ES,3587
2019,1,F,GO,6083
2019,1,F,MA,3199
2019,1,F,MG,21305
2019,1,F,MS,2437
2019,1,F,MT,3262
2019,1,F,PA,4636
2019,1,F,PB,2584
2019,1,F,PE,5297
2019,1,F,PI,2164
2019,1,F,PR,11593
2019,1,F,RJ,13568
2019,1,F,RN,2740
2019,1,F,RO,1471
2019,1,F,RR,363
2019,1,F,RS,10815
2019,1,F,SC,7425
2019,1,F,SE,1559
2019,1,F,SP,44692
2019,1,F,TO,1240
2019,1,G,AC,466
2019,1,G,AL,1249
2019,1,G,AM,1356
2019,1,G,AP,600
2019,1,G,BA,5362
2019,1,G,CE,3342
2019,1,G,DF,2971
2019,1,G,ES,2743
2019,1,G,GO,4646
2019,1,G,MA,2379
2019,1,G,MG,15848
2019,1,G,MS,1844
2019,1,G,MT,2689
2019,1,G,PA,3613
2019,1,G,PB,1944
2019,1,G,PE,4011
2019,1,G,PI,1416
2019,1,G,PR,8577
2019,1,G,RJ,10320
2019,1,G,RN,2049
2019,1,G,RO,1150
2019,1,G,RR,308
2019,1,G,RS,7868
2019,1,G,SC,5606
2019,1,G,SE,1217
2019,1,G,SP,33948
2019,1,G,TO,936
2019,1,G,AC,294
2019,1,G,AL,734
2019,1,G,AM,788
2019,1,G,AP,358
2019,1,G,BA,3105
2019,1,G,CE,1934
2019,1,G,DF,1999
2019,1,G,ES,1503
2019,1,G,GO,2620
2019,1,G,MA,1281
2019,1,G,MG,8573
2019,1,G,MS,1077
2019,1,G,MT,1480
2019,1,G,PA,2029
2019,1,G,PB,1086
2019,1,G,PE,2291
2019,1,G,PI,867
2019,1,G,PR,4978
2019,1,G,RJ,6612
2019,1,G,RN,1125
2019,1,G,RO,579
2019,1,G,RR,197
2019,1,G,RS,4244
2019,1,G,SC,2881
2019,1,G,SE,760
2019,1,G,SP,18638
2019,1,G,TO,527
2019,1,G,AC,193
2019,1,G,AL,531
2019,1,G,AM,574
2019,1,G,AP,279
2019,1,G,BA,2146
2019,1,G,CE,1329
2019,1,G,DF,1705
2019,1,G,ES,1099
2019,1,G,GO,1820
2019,1,G,MA,907
2019,1,G,MG,6346
2019,1,G,MS,768
2019,1,G,MT,1016
2019,1,G,PA,1330
2019,1,G,PB,809
2019,1,G,PE,1621
2019,1,G,PI,586
2019,1,G,PR,3424
2019,1,G,RJ,4904
2019,1,G,RN,804
2019,1,G,RO,430
2019,1,G,RR,137
2019,1,G,RS,2971
2019,1,G,SC,2148
2019,1,G,SE,481
2019,1,G,SP,13549
2019,1,G,TO,433
2019,1,G,AC,157
2019,1,G,AL,394
2019,1,G,AM,382
2019,1,G,AP,200
2019,1,G,BA,1612
2019,1,G,CE,1035
2019,1,G,DF,1451
2019,1,G,ES,809
2019,1,G,GO,1425
2019,1,G,MA,618
2019,1,G,MG,4764
2019,1,G,MS,584
2019,1,G,MT,797
2019,1,G,PA,967
2019,1,G,PB,662
2019,1,G,PE,1236
2019,1,G,PI,459
2019,1,G,PR,2580
2019,1,G,RJ,3892
2019,1,G,RN,641
2019,1,G,RO,284
2019,1,G,RR,105
2019,1,G,RS,2321
2019,1,G,SC,1576
2019,1,G,SE,367
2019,1,G,SP,10141
2019,1,G,TO,272
2019,1,G,AC,151
2019,1,G,AL,367
2019,1,G,AM,392
2019,1,G,AP,195
2019,1,G,BA,1557
2019,1,G,CE,1007
2019,1,G,DF,1469
2019,1,G,ES,793
2019,1,G,GO,1362
2019,1,G,MA,608
2019,1,G,MG,4661
2019,1,G,MS,589
2019,1,G,MT,767
2019,1,G,PA,899
2019,1,G,PB,605
2019,1,G,PE,1312
2019,1,G,PI,455
2019,1,G,PR,2556
2019,1,G,RJ,3757
2019,1,G,RN,613
2019,1,G,RO,252
2019,1,G,RR,95
2019,1,G,RS,2124
2019,1,G,SC,1317
2019,1,G,SE,369
2019,1,G,SP,10319
2019,1,G,TO,295
2019,1,G,AC,175
2019,1,G,AL,506
2019,1,G,AM,565
2019,1,G,AP,224
2019,1,G,BA,2268
2019,1,G,CE,1504
2019,1,G,DF,2289
2019,1,G,ES,1088
2019,1,G,GO,1861
2019,1,G,MA,832
2019,1,G,MG,6504
2019,1,G,MS,824
2019,1,G,MT,1091
2019,1,G,PA,1230
2019,1,G,PB,940
2019,1,G,PE,1723
2019,1,G,PI,674
2019,1,G,PR,3526
2019,1,G,RJ,5382
2019,1,G,RN,945
2019,1,G,RO,343
2019,1,G,RR,146
2019,1,G,RS,2998
2019,1,G,SC,1973
2019,1,G,SE,552
2019,1,G,SP,15069
2019,1,G,TO,386
2019,1,G,AC,163
2019,1,G,AL,464
2019,1,G,AM,465
2019,1,G,AP,191
2019,1,G,BA,1729
2019,1,G,CE,1302
2019,1,G,DF,2300
2019,1,G,ES,889
2019,1,G,GO,1483
2019,1,G,MA,656
2019,1,G,MG,5224
2019,1,G,MS,647
2019,1,G,MT,872
2019,1,G,PA,896
2019,1,G,PB,761
2019,1,G,PE,1498
2019,1,G,PI,576
2019,1,G,PR,2777
2019,1,G,RJ,4570
2019,1,G,RN,756
2019,1,G,RO,251
2019,1,G,RR,125
2019,1,G,RS,2295
2019,1,G,SC,1499
2019,1,G,SE,453
2019,1,G,SP,12095
2019,1,G,TO,398
2019,1,G,AC,123
2019,1,G,AL,355
2019,1,G,AM,407
2019,1,G,AP,121
2019,1,G,BA,1581
2019,1,G,CE,1209
2019,1,G,DF,2280
2019,1,G,ES,813
2019,1,G,GO,1305
2019,1,G,MA,498
2019,1,G,MG,4257
2019,1,G,MS,469
2019,1,G,MT,682
2019,1,G,PA,744
2019,1,G,PB,636
2019,1,G,PE,1401
2019,1,G,PI,419
2019,1,G,PR,2218
2019,1,G,RJ,4279
2019,1,G,RN,624
2019,1,G,RO,222
2019,1,G,RR,102
2019,1,G,RS,1877
2019,1,G,SC,1245
2019,1,G,SE,383
2019,1,G,SP,10738
2019,1,G,TO,295
2019,1,G,AC,140
2019,1,G,AL,490
2019,1,G,AM,517
2019,1,G,AP,144
2019,1,G,BA,1975
2019,1,G,CE,1596
2019,1,G,DF,3115
2019,1,G,ES,1041
2019,1,G,GO,1827
2019,1,G,MA,675
2019,1,G,MG,5219
2019,1,G,MS,633
2019,1,G,MT,915
2019,1,G,PA,988
2019,1,G,PB,768
2019,1,G,PE,2099
2019,1,G,PI,554
2019,1,G,PR,2717
2019,1,G,RJ,5772
2019,1,G,RN,774
2019,1,G,RO,230
2019,1,G,RR,122
2019,1,G,RS,2415
2019,1,G,SC,1403
2019,1,G,SE,505
2019,1,G,SP,15546
2019,1,G,TO,330
2019,2,A,AC,415
2019,2,A,AL,653
2019,2,A,AM,657
2019,2,A,AP,179
2019,2,A,BA,2180
2019,2,A,CE,1002
2019,2,A,DF,266
2019,2,A,ES,340
2019,2,A,GO,310
2019,2,A,MA,891
2019,2,A,MG,1096
2019,2,A,MS,185
2019,2,A,MT,170
2019,2,A,PA,1314
2019,2,A,PB,939
2019,2,A,PE,1520
2019,2,A,PI,755
2019,2,A,PR,285
2019,2,A,RJ,1143
2019,2,A,RN,630
2019,2,A,RO,296
2019,2,A,RR,36
2019,2,A,RS,251
2019,2,A,SC,98
2019,2,A,SE,362
2019,2,A,SP,1402
2019,2,A,TO,128
2019,2,B,AC,1732
2019,2,B,AL,3461
2019,2,B,AM,2894
2019,2,B,AP,1109
2019,2,B,BA,10215
2019,2,B,CE,5588
2019,2,B,DF,1152
2019,2,B,ES,1633
2019,2,B,GO,2097
2019,2,B,MA,5085
2019,2,B,MG,6251
2019,2,B,MS,1220
2019,2,B,MT,1044
2019,2,B,PA,7382
2019,2,B,PB,4556
2019,2,B,PE,6477
2019,2,B,PI,3245
2019,2,B,PR,1193
2019,2,B,RJ,4292
2019,2,B,RN,3102
2019,2,B,RO,1750
2019,2,B,RR,243
2019,2,B,RS,1282
2019,2,B,SC,371
2019,2,B,SE,1699
2019,2,B,SP,4700
2019,2,B,TO,922
2019,2,C,AC,1385
2019,2,C,AL,2800
2019,2,C,AM,3307
2019,2,C,AP,871
2019,2,C,BA,9680
2019,2,C,CE,5039
2019,2,C,DF,2412
2019,2,C,ES,3170
2019,2,C,GO,4359
2019,2,C,MA,4805
2019,2,C,MG,11429
2019,2,C,MS,2375
2019,2,C,MT,2388
2019,2,C,PA,7339
2019,2,C,PB,4449
2019,2,C,PE,6176
2019,2,C,PI,2649
2019,2,C,PR,3799
2019,2,C,RJ,8193
2019,2,C,RN,3115
2019,2,C,RO,2769
2019,2,C,RR,294
2019,2,C,RS,3548
2019,2,C,SC,1218
2019,2,C,SE,1521
2019,2,C,SP,12924
2019,2,C,TO,1065
2019,2,C,AC,393
2019,2,C,AL,873
2019,2,C,AM,937
2019,2,C,AP,207
2019,2,C,BA,3143
2019,2,C,CE,1690
2019,2,C,DF,1022
2019,2,C,ES,1507
2019,2,C,GO,2076
2019,2,C,MA,1408
2019,2,C,MG,6019
2019,2,C,MS,1074
2019,2,C,MT,1239
2019,2,C,PA,2343
2019,2,C,PB,1494
2019,2,C,PE,2182
2019,2,C,PI,836
2019,2,C,PR,2684
2019,2,C,RJ,3785
2019,2,C,RN,1218
2019,2,C,RO,1088
2019,2,C,RR,102
2019,2,C,RS,2228
2019,2,C,SC,1064
2019,2,C,SE,557
2019,2,C,SP,8144
2019,2,C,TO,376
2019,2,D,AC,340
2019,2,D,AL,609
2019,2,D,AM,910
2019,2,D,AP,213
2019,2,D,BA,2688
2019,2,D,CE,1455
2019,2,D,DF,920
2019,2,D,ES,1442
2019,2,D,GO,1734
2019,2,D,MA,1235
2019,2,D,MG,5630
2019,2,D,MS,972
2019,2,D,MT,1065
2019,2,D,PA,2029
2019,2,D,PB,1229
2019,2,D,PE,1873
2019,2,D,PI,673
2019,2,D,PR,2389
2019,2,D,RJ,3255
2019,2,D,RN,1110
2019,2,D,RO,934
2019,2,D,RR,81
2019,2,D,RS,2059
2019,2,D,SC,901
2019,2,D,SE,451
2019,2,D,SP,7577
2019,2,D,TO,381
2019,2,D,AC,145
2019,2,D,AL,229
2019,2,D,AM,314
2019,2,D,AP,96
2019,2,D,BA,955
2019,2,D,CE,572
2019,2,D,DF,382
2019,2,D,ES,611
2019,2,D,GO,689
2019,2,D,MA,456
2019,2,D,MG,2479
2019,2,D,MS,365
2019,2,D,MT,446
2019,2,D,PA,782
2019,2,D,PB,505
2019,2,D,PE,753
2019,2,D,PI,270
2019,2,D,PR,1239
2019,2,D,RJ,1542
2019,2,D,RN,498
2019,2,D,RO,405
2019,2,D,RR,34
2019,2,D,RS,1134
2019,2,D,SC,542
2019,2,D,SE,191
2019,2,D,SP,3691
2019,2,D,TO,135
2019,2,E,AC,157
2019,2,E,AL,332
2019,2,E,AM,414
2019,2,E,AP,135
2019,2,E,BA,1222
2019,2,E,CE,843
2019,2,E,DF,476
2019,2,E,ES,736
2019,2,E,GO,743
2019,2,E,MA,606
2019,2,E,MG,2961
2019,2,E,MS,384
2019,2,E,MT,561
2019,2,E,PA,1048
2019,2,E,PB,665
2019,2,E,PE,956
2019,2,E,PI,331
2019,2,E,PR,1425
2019,2,E,RJ,1661
2019,2,E,RN,587
2019,2,E,RO,470
2019,2,E,RR,55
2019,2,E,RS,1227
2019,2,E,SC,618
2019,2,E,SE,188
2019,2,E,SP,4420
2019,2,E,TO,185
2019,2,F,AC,99
