NU_ANO,TP_FAIXA_ETARIA,Q025,SG_UF_PROVA,QTD
2019,2,B,PR,45243
2019,2,B,RJ,43791
2019,2,B,RN,10349
2019,2,B,RO,5068
2019,2,B,RR,1230
2019,2,B,RS,26936
2019,2,B,SC,22721
2019,2,B,SE,7026
2019,2,B,SP,202333
2019,2,B,TO,5101
2019,3,A,AC,2358
2019,3,A,AL,3628
2019,3,A,AM,8260
2019,3,A,AP,2410
2019,3,A,BA,13359
2019,3,A,CE,23429
2019,3,A,DF,1723
2019,3,A,ES,2428
2019,3,A,GO,5560
2019,3,A,MA,17187
2019,3,A,MG,14044
2019,3,A,MS,2112
2019,3,A,MT,3510
2019,3,A,PA,17410
2019,3,A,PB,4888
2019,3,A,PE,9573
2019,3,A,PI,7871
2019,3,A,PR,3672
2019,3,A,RJ,6717
2019,3,A,RN,3300
2019,3,A,RO,2156
2019,3,A,RR,829
2019,3,A,RS,4482
2019,3,A,SC,1744
2019,3,A,SE,3335
2019,3,A,SP,12809
2019,3,A,TO,2729
2019,3,B,AC,2548
2019,3,B,AL,9864
2019,3,B,AM,9801
2019,3,B,AP,2648
2019,3,B,BA,43205
2019,3,B,CE,37690
2019,3,B,DF,14184
2019,3,B,ES,15728
2019,3,B,GO,27080
2019,3,B,MA,16561
2019,3,B,MG,80868
2019,3,B,MS,8769
2019,3,B,MT,11830
2019,3,B,PA,18678
2019,3,B,PB,15169
2019,3,B,PE,37140
2019,3,B,PI,10947
2019,3,B,PR,33423
2019,3,B,RJ,54536
2019,3,B,RN,12713
2019,3,B,RO,6856
2019,3,B,RR,1368
2019,3,B,RS,37427
2019,3,B,SC,26014
2019,3,B,SE,7283
2019,3,B,SP,135245
2019,3,B,TO,5068
2019,4,A,AC,2019
2019,4,A,AL,2921
2019,4,A,AM,5767
2019,4,A,AP,2164
2019,4,A,BA,11813
2019,4,A,CE,12424
2019,4,A,DF,1477
2019,4,A,ES,1752
2019,4,A,GO,3133
2019,4,A,MA,13377
2019,4,A,MG,9418
2019,4,A,MS,1453
2019,4,A,MT,2028
2019,4,A,PA,14902
2019,4,A,PB,3908
2019,4,A,PE,6471
2019,4,A,PI,6545
2019,4,A,PR,2201
2019,4,A,RJ,5466
2019,4,A,RN,3151
2019,4,A,RO,1636
2019,4,A,RR,549
2019,4,A,RS,3067
2019,4,A,SC,873
2019,4,A,SE,3009
2019,4,A,SP,8096
2019,4,A,TO,1935
2019,4,B,AC,2020
2019,4,B,AL,7720
2019,4,B,AM,7141
2019,4,B,AP,2159
2019,4,B,BA,36068
2019,4,B,CE,23953
2019,4,B,DF,9553
2019,4,B,ES,11090
2019,4,B,GO,14598
2019,4,B,MA,13514
2019,4,B,MG,54373
2019,4,B,MS,5398
2019,4,B,MT,6728
2019,4,B,PA,14747
2019,4,B,PB,12011
2019,4,B,PE,25042
2019,4,B,PI,8416
2019,4,B,PR,19057
2019,4,B,RJ,38931
2019,4,B,RN,10856
2019,4,B,RO,4457
2019,4,B,RR,992
2019,4,B,RS,22682
2019,4,B,SC,10902
2019,4,B,SE,6060
2019,4,B,SP,73579
2019,4,B,TO,3553
2019,5,A,AC,1751
2019,5,A,AL,2290
2019,5,A,AM,4515
2019,5,A,AP,1866
2019,5,A,BA,9346
2019,5,A,CE,7524
2019,5,A,DF,1201
2019,5,A,ES,1214
2019,5,A,GO,2268
2019,5,A,MA,9978
2019,5,A,MG,6952
2019,5,A,MS,1131
2019,5,A,MT,1570
2019,5,A,PA,12818
2019,5,A,PB,3094
2019,5,A,PE,4400
2019,5,A,PI,4914
2019,5,A,PR,1582
2019,5,A,RJ,4116
2019,5,A,RN,2626
2019,5,A,RO,1270
2019,5,A,RR,405
2019,5,A,RS,2487
2019,5,A,SC,606
2019,5,A,SE,2435
2019,5,A,SP,6103
2019,5,A,TO,1464
2019,5,B,AC,1595
2019,5,B,AL,5677
2019,5,B,AM,5055
2019,5,B,AP,1652
2019,5,B,BA,28259
2019,5,B,CE,15597
2019,5,B,DF,6747
2019,5,B,ES,7653
2019,5,B,GO,9610
2019,5,B,MA,9976
2019,5,B,MG,37713
2019,5,B,MS,3553
2019,5,B,MT,4477
2019,5,B,PA,11356
2019,5,B,PB,9245
2019,5,B,PE,17747
2019,5,B,PI,5854
2019,5,B,PR,12519
2019,5,B,RJ,26023
2019,5,B,RN,8380
2019,5,B,RO,3210
2019,5,B,RR,660
2019,5,B,RS,16455
2019,5,B,SC,6033
2019,5,B,SE,4739
2019,5,B,SP,47093
2019,5,B,TO,2574
2019,6,A,AC,1452
2019,6,A,AL,1717
2019,6,A,AM,3559
2019,6,A,AP,1471
2019,6,A,BA,6864
2019,6,A,CE,4691
2019,6,A,DF,1002
2019,6,A,ES,895
2019,6,A,GO,1712
2019,6,A,MA,6999
2019,6,A,MG,5124
2019,6,A,MS,899
2019,6,A,MT,1205
2019,6,A,PA,9910
2019,6,A,PB,2357
2019,6,A,PE,3146
2019,6,A,PI,3776
2019,6,A,PR,1221
2019,6,A,RJ,2964
2019,6,A,RN,1977
2019,6,A,RO,1006
2019,6,A,RR,317
2019,6,A,RS,1912
2019,6,A,SC,468
2019,6,A,SE,1877
2019,6,A,SP,4662
2019,6,A,TO,1077
2019,6,B,AC,1203
2019,6,B,AL,4330
2019,6,B,AM,4005
2019,6,B,AP,1248
2019,6,B,BA,19495
2019,6,B,CE,10217
2019,6,B,DF,4890
2019,6,B,ES,5217
2019,6,B,GO,6724
2019,6,B,MA,6889
2019,6,B,MG,26100
2019,6,B,MS,2711
2019,6,B,MT,3201
2019,6,B,PA,8179
2019,6,B,PB,6902
2019,6,B,PE,12284
2019,6,B,PI,4255
2019,6,B,PR,8858
2019,6,B,RJ,16932
2019,6,B,RN,6215
2019,6,B,RO,2456
2019,6,B,RR,457
2019,6,B,RS,11375
2019,6,B,SC,4153
2019,6,B,SE,3323
2019,6,B,SP,32684
2019,6,B,TO,1744
2019,6,A,AC,1280
2019,6,A,AL,1474
2019,6,A,AM,2947
2019,6,A,AP,1259
2019,6,A,BA,5515
2019,6,A,CE,3512
2019,6,A,DF,770
2019,6,A,ES,778
2019,6,A,GO,1508
2019,6,A,MA,5505
2019,6,A,MG,4468
2019,6,A,MS,819
2019,6,A,MT,1015
2019,6,A,PA,8285
2019,6,A,PB,1978
2019,6,A,PE,2498
2019,6,A,PI,2818
2019,6,A,PR,1020
2019,6,A,RJ,2617
2019,6,A,RN,1611
2019,6,A,RO,917
2019,6,A,RR,270
2019,6,A,RS,1594
2019,6,A,SC,409
2019,6,A,SE,1460
2019,6,A,SP,4171
2019,6,A,TO,793
2019,6,B,AC,1020
2019,6,B,AL,3366
2019,6,B,AM,3193
2019,6,B,AP,979
2019,6,B,BA,15688
2019,6,B,CE,8006
2019,6,B,DF,3702
2019,6,B,ES,4008
2019,6,B,GO,5089
2019,6,B,MA,5607
2019,6,B,MG,20708
2019,6,B,MS,2193
2019,6,B,MT,2644
2019,6,B,PA,6556
2019,6,B,PB,5747
2019,6,B,PE,9775
2019,6,B,PI,3279
2019,6,B,PR,7347
2019,6,B,RJ,13556
2019,6,B,RN,5036
2019,6,B,RO,2028
2019,6,B,RR,397
2019,6,B,RS,8979
2019,6,B,SC,3240
2019,6,B,SE,2759
2019,6,B,SP,25406
2019,6,B,TO,1435
2019,6,A,AC,1012
2019,6,A,AL,1204
2019,6,A,AM,2577
2019,6,A,AP,1105
2019,6,A,BA,4403
2019,6,A,CE,2769
2019,6,A,DF,748
2019,6,A,ES,664
2019,6,A,GO,1185
2019,6,A,MA,4391
2019,6,A,MG,3716
2019,6,A,MS,677
2019,6,A,MT,833
2019,6,A,PA,7130
2019,6,A,PB,1511
2019,6,A,PE,2003
2019,6,A,PI,2314
2019,6,A,PR,909
2019,6,A,RJ,2046
2019,6,A,RN,1356
2019,6,A,RO,806
2019,6,A,RR,206
2019,6,A,RS,1451
2019,6,A,SC,381
2019,6,A,SE,1148
2019,6,A,SP,3481
2019,6,A,TO,674
2019,6,B,AC,851
2019,6,B,AL,2750
2019,6,B,AM,2694
2019,6,B,AP,900
2019,6,B,BA,12359
2019,6,B,CE,6330
2019,6,B,DF,2811
2019,6,B,ES,3039
2019,6,B,GO,4200
2019,6,B,MA,4669
2019,6,B,MG,16132
2019,6,B,MS,1808
2019,6,B,MT,2258
2019,6,B,PA,5523
2019,6,B,PB,4702
2019,6,B,PE,7871
2019,6,B,PI,2599
2019,6,B,PR,5786
2019,6,B,RJ,10453
2019,6,B,RN,4045
2019,6,B,RO,1778
2019,6,B,RR,305
2019,6,B,RS,7159
2019,6,B,SC,2585
2019,6,B,SE,2150
2019,6,B,SP,20105
2019,6,B,TO,1117
2019,6,A,AC,936
2019,6,A,AL,1015
2019,6,A,AM,2230
2019,6,A,AP,937
2019,6,A,BA,3648
2019,6,A,CE,2192
2019,6,A,DF,671
2019,6,A,ES,538
2019,6,A,GO,1035
2019,6,A,MA,3601
2019,6,A,MG,3120
2019,6,A,MS,568
2019,6,A,MT,768
2019,6,A,PA,5782
2019,6,A,PB,1323
2019,6,A,PE,1611
2019,6,A,PI,1781
2019,6,A,PR,816
2019,6,A,RJ,1787
2019,6,A,RN,1272
2019,6,A,RO,712
2019,6,A,RR,201
2019,6,A,RS,1252
2019,6,A,SC,343
2019,6,A,SE,911
2019,6,A,SP,2905
2019,6,A,TO,570
2019,6,B,AC,706
2019,6,B,AL,2402
2019,6,B,AM,2175
2019,6,B,AP,708
2019,6,B,BA,10205
2019,6,B,CE,5196
2019,6,B,DF,2434
2019,6,B,ES,2674
2019,6,B,GO,3593
2019,6,B,MA,3743
2019,6,B,MG,13248
2019,6,B,MS,1617
2019,6,B,MT,1872
2019,6,B,PA,4586
2019,6,B,PB,4125
2019,6,B,PE,6727
2019,6,B,PI,2163
2019,6,B,PR,4883
2019,6,B,RJ,8361
2019,6,B,RN,3622
2019,6,B,RO,1445
2019,6,B,RR,251
2019,6,B,RS,5863
2019,6,B,SC,2365
2019,6,B,SE,1885
2019,6,B,SP,15992
2019,6,B,TO,893
2019,6,A,AC,763
2019,6,A,AL,801
2019,6,A,AM,1860
2019,6,A,AP,811
2019,6,A,BA,2941
2019,6,A,CE,1731
2019,6,A,DF,581
2019,6,A,ES,426
2019,6,A,GO,909
2019,6,A,MA,2766
2019,6,A,MG,2583
2019,6,A,MS,530
2019,6,A,MT,641
2019,6,A,PA,5039
2019,6,A,PB,1095
2019,6,A,PE,1299
2019,6,A,PI,1359
2019,6,A,PR,733
2019,6,A,RJ,1404
2019,6,A,RN,993
2019,6,A,RO,618
2019,6,A,RR,164
2019,6,A,RS,1151
2019,6,A,SC,274
2019,6,A,SE,789
2019,6,A,SP,2454
2019,6,A,TO,450
2019,6,B,AC,618
2019,6,B,AL,1988
2019,6,B,AM,1939
2019,6,B,AP,680
2019,6,B,BA,8386
2019,6,B,CE,4158
2019,6,B,DF,1966
2019,6,B,ES,2178
2019,6,B,GO,2815
2019,6,B,MA,3031
2019,6,B,MG,10709
2019,6,B,MS,1351
2019,6,B,MT,1565
2019,6,B,PA,3999
2019,6,B,PB,3249
2019,6,B,PE,5274
2019,6,B,PI,1710
2019,6,B,PR,3968
2019,6,B,RJ,6866
2019,6,B,RN,2975
2019,6,B,RO,1390
2019,6,B,RR,211
2019,6,B,RS,4943
2019,6,B,SC,1845
2019,6,B,SE,1596
2019,6,B,SP,12694
2019,6,B,TO,769
2019,6,A,AC,2455
2019,6,A,AL,2430
2019,6,A,AM,6281
2019,6,A,AP,2770
2019,6,A,BA,8618
2019,6,A,CE,5533
2019,6,A,DF,1900
2019,6,A,ES,1478
2019,6,A,GO,2856
2019,6,A,MA,8126
2019,6,A,MG,8147
2019,6,A,MS,1881
2019,6,A,MT,2188
2019,6,A,PA,16063
2019,6,A,PB,3499
2019,6,A,PE,4260
2019,6,A,PI,4332
2019,6,A,PR,2316
2019,6,A,RJ,4541
2019,6,A,RN,3020
2019,6,A,RO,2151
2019,6,A,RR,478
2019,6,A,RS,3522
2019,6,A,SC,939
2019,6,A,SE,2284
2019,6,A,SP,7950
2019,6,A,TO,1256
2019,6,B,AC,2186
2019,6,B,AL,6154
2019,6,B,AM,6299
2019,6,B,AP,2251
2019,6,B,BA,25577
2019,6,B,CE,13430
2019,6,B,DF,6352
2019,6,B,ES,7068
2019,6,B,GO,8697
2019,6,B,MA,10081
2019,6,B,MG,33301
2019,6,B,MS,4622
2019,6,B,MT,5201
2019,6,B,PA,13248
2019,6,B,PB,11265
2019,6,B,PE,16922
2019,6,B,PI,5607
2019,6,B,PR,12439
2019,6,B,RJ,20941
2019,6,B,RN,9716
2019,6,B,RO,4499
2019,6,B,RR,665
2019,6,B,RS,14609
2019,6,B,SC,5706
2019,6,B,SE,4937
2019,6,B,SP,38580
2019,6,B,TO,2149
2019,6,A,AC,1415
2019,6,A,AL,1353
2019,6,A,AM,3873
2019,6,A,AP,1668
2019,6,A,BA,4953
2019,6,A,CE,3349
2019,6,A,DF,1152
2019,6,A,ES,826
2019,6,A,GO,1633
2019,6,A,MA,4777
2019,6,A,MG,4458
2019,6,A,MS,1215
2019,6,A,MT,1304
2019,6,A,PA,9634
2019,6,A,PB,1938
2019,6,A,PE,2376
2019,6,A,PI,2530
2019,6,A,PR,1231
2019,6,A,RJ,2725
2019,6,A,RN,1693
2019,6,A,RO,1311
2019,6,A,RR,291
2019,6,A,RS,2090
2019,6,A,SC,516
2019,6,A,SE,1287
2019,6,A,SP,4750
2019,6,A,TO,623
2019,6,B,AC,1414
2019,6,B,AL,3586
2019,6,B,AM,3935
2019,6,B,AP,1537
2019,6,B,BA,16163
2019,6,B,CE,7954
2019,6,B,DF,3802
2019,6,B,ES,4110
2019,6,B,GO,4903
2019,6,B,MA,6155
2019,6,B,MG,17949
2019,6,B,MS,2833
2019,6,B,MT,3186
2019,6,B,PA,8453
2019,6,B,PB,6756
2019,6,B,PE,9766
2019,6,B,PI,3490
2019,6,B,PR,6391
2019,6,B,RJ,11570
2019,6,B,RN,5970
2019,6,B,RO,2808
2019,6,B,RR,379
2019,6,B,RS,8325
2019,6,B,SC,3036
2019,6,B,SE,2892
2019,6,B,SP,21603
2019,6,B,TO,1107
2019,6,A,AC,857
2019,6,A,AL,865
2019,6,A,AM,2712
2019,6,A,AP,1160
2019,6,A,BA,3253
2019,6,A,CE,2049
2019,6,A,DF,741
2019,6,A,ES,579
2019,6,A,GO,1028
2019,6,A,MA,2778
2019,6,A,MG,3116
2019,6,A,MS,759
2019,6,A,MT,896
2019,6,A,PA,6481
2019,6,A,PB,1183
2019,6,A,PE,1542
2019,6,A,PI,1468
2019,6,A,PR,794
2019,6,A,RJ,2026
2019,6,A,RN,1072
2019,6,A,RO,862
2019,6,A,RR,201
2019,6,A,RS,1419
2019,6,A,SC,305
2019,6,A,SE,755
2019,6,A,SP,3208
2019,6,A,TO,400
2019,6,B,AC,947
2019,6,B,AL,2198
2019,6,B,AM,2890
2019,6,B,AP,1202
2019,6,B,BA,11163
2019,6,B,CE,4919
2019,6,B,DF,2976
2019,6,B,ES,2824
2019,6,B,GO,3270
2019,6,B,MA,3887
2019,6,B,MG,12513
2019,6,B,MS,2092
2019,6,B,MT,2302
2019,6,B,PA,6210
2019,6,B,PB,4361
2019,6,B,PE,6569
2019,6,B,PI,2154
2019,6,B,PR,4207
2019,6,B,RJ,8491
2019,6,B,RN,3707
2019,6,B,RO,1962
2019,6,B,RR,250
2019,6,B,RS,5774
2019,6,B,SC,1981
2019,6,B,SE,1708
2019,6,B,SP,15125
2019,6,B,TO,753
2019,6,A,AC,382
2019,6,A,AL,393
2019,6,A,AM,1374
2019,6,A,AP,632
2019,6,A,BA,1679
2019,6,A,CE,1122
2019,6,A,DF,447
2019,6,A,ES,299
2019,6,A,GO,538
2019,6,A,MA,1371
2019,6,A,MG,1669
2019,6,A,MS,374
2019,6,A,MT,477
2019,6,A,PA,3570
2019,6,A,PB,581
2019,6,A,PE,893
2019,6,A,PI,781
2019,6,A,PR,408
2019,6,A,RJ,1379
2019,6,A,RN,559
2019,6,A,RO,442
2019,6,A,RR,88
2019,6,A,RS,814
2019,6,A,SC,162
2019,6,A,SE,388
2019,6,A,SP,1921
2019,6,A,TO,191
2019,6,B,AC,523
2019,6,B,AL,1317
2019,6,B,AM,1740
2019,6,B,AP,688
2019,6,B,BA,6385
2019,6,B,CE,2775
2019,6,B,DF,1997
2019,6,B,ES,1832
2019,6,B,GO,2052
2019,6,B,MA,2174
2019,6,B,MG,7637
2019,6,B,MS,1198
2019,6,B,MT,1433
2019,6,B,PA,4021
2019,6,B,PB,2322
2019,6,B,PE,4031
2019,6,B,PI,1309
2019,6,B,PR,2560
2019,6,B,RJ,5658
2019,6,B,RN,2136
2019,6,B,RO,1089
2019,6,B,RR,161
2019,6,B,RS,3398
2019,6,B,SC,1046
2019,6,B,SE,1021
2019,6,B,SP,9491
2019,6,B,TO,400
2019,6,A,AC,149
2019,6,A,AL,180
2019,6,A,AM,729
2019,6,A,AP,281
2019,6,A,BA,904
2019,6,A,CE,615
2019,6,A,DF,269
2019,6,A,ES,188
2019,6,A,GO,285
2019,6,A,MA,675
2019,6,A,MG,1009
2019,6,A,MS,206
2019,6,A,MT,256
2019,6,A,PA,1857
2019,6,A,PB,305
2019,6,A,PE,579
2019,6,A,PI,394
2019,6,A,PR,198
2019,6,A,RJ,889
2019,6,A,RN,293
2019,6,A,RO,189
2019,6,A,RR,44
2019,6,A,RS,483
2019,6,A,SC,87
2019,6,A,SE,211
2019,6,A,SP,1088
2019,6,A,TO,91
2019,6,B,AC,263
2019,6,B,AL,797
2019,6,B,AM,1088
2019,6,B,AP,355
2019,6,B,BA,3832
2019,6,B,CE,1659
2019,6,B,DF,1360
2019,6,B,ES,1091
2019,6,B,GO,1163
2019,6,B,MA,1226
2019,6,B,MG,4956
2019,6,B,MS,676
2019,6,B,MT,865
2019,6,B,PA,2241
2019,6,B,PB,1320
2019,6,B,PE,2515
2019,6,B,PI,818
2019,6,B,PR,1399
2019,6,B,RJ,4151
2019,6,B,RN,1290
2019,6,B,RO,540
2019,6,B,RR,93
2019,6,B,RS,2168
2019,6,B,SC,604
2019,6,B,SE,628
2019,6,B,SP,6169
2019,6,B,TO,209
2019,6,A,AC,56
2019,6,A,AL,103
2019,6,A,AM,313
2019,6,A,AP,144
2019,6,A,BA,487
2019,6,A,CE,366
2019,6,A,DF,126
2019,6,A,ES,109
2019,6,A,GO,158
2019,6,A,MA,335
2019,6,A,MG,560
2019,6,A,MS,102
2019,6,A,MT,107
2019,6,A,PA,868
2019,6,A,PB,158
2019,6,A,PE,319
2019,6,A,PI,246
2019,6,A,PR,129
2019,6,A,RJ,618
2019,6,A,RN,128
2019,6,A,RO,96
2019,6,A,RR,11
2019,6,A,RS,331
2019,6,A,SC,45
2019,6,A,SE,118
2019,6,A,SP,618
2019,6,A,TO,38
2019,6,B,AC,109
2019,6,B,AL,359
2019,6,B,AM,448
2019,6,B,AP,187
2019,6,B,BA,2061
2019,6,B,CE,1033
2019,6,B,DF,768
2019,6,B,ES,604
2019,6,B,GO,580
2019,6,B,MA,619
2019,6,B,MG,3035
2019,6,B,MS,339
2019,6,B,MT,435
2019,6,B,PA,1164
2019,6,B,PB,757
2019,6,B,PE,1334
2019,6,B,PI,463
2019,6,B,PR,720
2019,6,B,RJ,2906
2019,6,B,RN,697
2019,6,B,RO,231
2019,6,B,RR,31
2019,6,B,RS,1377
2019,6,B,SC,295
2019,6,B,SE,312
2019,6,B,SP,3550
2019,6,B,TO,83
2019,6,A,AC,11
2019,6,A,AL,53
2019,6,A,AM,121
2019,6,A,AP,67
2019,6,A,BA,239
2019,6,A,CE,176
2019,6,A,DF,59
2019,6,A,ES,59
2019,6,A,GO,65
2019,6,A,MA,144
2019,6,A,MG,306
2019,6,A,MS,35
2019,6,A,MT,71
2019,6,A,PA,367
2019,6,A,PB,87
2019,6,A,PE,161
2019,6,A,PI,104
2019,6,A,PR,37
2019,6,A,RJ,347
2019,6,A,RN,64
2019,6,A,RO,46
2019,6,A,RR,9
2019,6,A,RS,170
2019,6,A,SC,26
2019,6,A,SE,38
2019,6,A,SP,337
2019,6,A,TO,20
2019,6,B,AC,34
2019,6,B,AL,158
2019,6,B,AM,214
2019,6,B,AP,70
2019,6,B,BA,944
2019,6,B,CE,438
2019,6,B,DF,334
2019,6,B,ES,277
2019,6,B,GO,240
2019,6,B,MA,247
2019,6,B,MG,1486
2019,6,B,MS,143
2019,6,B,MT,180
2019,6,B,PA,449
2019,6,B,PB,284
2019,6,B,PE,616
2019,6,B,PI,206
2019,6,B,PR,324
2019,6,B,RJ,1719
2019,6,B,RN,328
2019,6,B,RO,92
2019,6,B,RR,19
2019,6,B,RS,726
2019,6,B,SC,168
2019,6,B,SE,128
2019,6,B,SP,1660
2019,6,B,TO,40
2019,6,A,AC,7
2019,6,A,AL,15
2019,6,A,AM,37
2019,6,A,AP,23
2019,6,A,BA,115
2019,6,A,CE,64
2019,6,A,DF,25
2019,6,A,ES,19
2019,6,A,GO,21
2019,6,A,MA,49
2019,6,A,MG,129
2019,6,A,MS,23
2019,6,A,MT,25
2019,6,A,PA,137
2019,6,A,PB,36
2019,6,A,PE,47
2019,6,A,PI,34
2019,6,A,PR,18
2019,6,A,RJ,186
2019,6,A,RN,18
2019,6,A,RO,13
2019,6,A,RR,1
2019,6,A,RS,67
2019,6,A,SC,15
2019,6,A,SE,10
2019,6,A,SP,137
2019,6,A,TO,8
2019,6,B,AC,9
2019,6,B,AL,31
2019,6,B,AM,67
2019,6,B,AP,25
2019,6,B,BA,358
2019,6,B,CE,135
2019,6,B,DF,111
2019,6,B,ES,98
2019,6,B,GO,104
2019,6,B,MA,75
2019,6,B,MG,568
2019,6,B,MS,49
2019,6,B,MT,73
2019,6,B,PA,155
2019,6,B,PB,101
2019,6,B,PE,243
2019,6,B,PI,85
2019,6,B,PR,124
2019,6,B,RJ,732
2019,6,B,RN,105
2019,6,B,RO,24
2019,6,B,RR,4
2019,6,B,RS,294
2019,6,B,SC,45
2019,6,B,SE,53
2019,6,B,SP,664
2019,6,B,TO,12
2019,6,A,AC,3
2019,6,A,AL,3
2019,6,A,AM,10
2019,6,A,AP,6
2019,6,A,BA,41
2019,6,A,CE,27
2019,6,A,DF,10
2019,6,A,ES,7
2019,6,A,GO,12
2019,6,A,MA,20
2019,6,A,MG,40
2019,6,A,MS,10
2019,6,A,MT,6
2019,6,A,PA,46
2019,6,A,PB,10
2019,6,A,PE,19
2019,6,A,PI,12
2019,6,A,PR,15
2019,6,A,RJ,76
2019,6,A,RN,7
2019,6,A,RO,3
2019,6,A,RR,4
2019,6,A,RS,24
2019,6,A,SC,2
2019,6,A,SE,8
2019,6,A,SP,62
2019,6,A,TO,1
2019,6,B,AC,4
2019,6,B,AL,10
2019,6,B,AM,19
2019,6,B,AP,7
2019,6,B,BA,105
2019,6,B,CE,53
2019,6,B,DF,42
2019,6,B,ES,41
2019,6,B,GO,33
2019,6,B,MA,27
2019,6,B,MG,197
2019,6,B,MS,21
2019,6,B,MT,15
2019,6,B,PA,50
2019,6,B,PB,40
2019,6,B,PE,86
2019,6,B,PI,17
2019,6,B,PR,40
2019,6,B,RJ,241
2019,6,B,RN,26
2019,6,B,RO,10
2019,6,B,RR,1
2019,6,B,RS,84
2019,6,B,SC,24
2019,6,B,SE,17
2019,6,B,SP,223
2019,6,B,TO,2
2019,6,A,AC,1
2019,6,A,AL,2
2019,6,A,AM,1
2019,6,A,AP,2
2019,6,A,BA,13
2019,6,A,CE,10
2019,6,A,DF,5
2019,6,A,ES,4
2019,6,A,GO,2
2019,6,A,MA,4
2019,6,A,MG,20
2019,6,A,MS,3
2019,6,A,MT,3
2019,6,A,PA,11
2019,6,A,PB,3
2019,6,A,PE,12
2019,6,A,PI,4
2019,6,A,PR,3
2019,6,A,RJ,35
2019,6,A,RN,5
2019,6,A,RO,1
2019,6,A,RS,11
2019,6,A,SC,1
2019,6,A,SE,2
2019,6,A,SP,32
2019,6,A,TO,2
2019,6,B,AC,1
2019,6,B,AL,3
2019,6,B,AM,6
2019,6,B,AP,3
2019,6,B,BA,49
2019,6,B,CE,23
2019,6,B,DF,23
2019,6,B,ES,11
2019,6,B,GO,8
2019,6,B,MA,8
2019,6,B,MG,65
2019,6,B,MS,5
2019,6,B,MT,8
2019,6,B,PA,19
2019,6,B,PB,8
2019,6,B,PE,21
2019,6,B,PI,6
2019,6,B,PR,14
2019,6,B,RJ,100
2019,6,B,RN,7
2019,6,B,RO,6
2019,6,B,RS,38
2019,6,B,SC,7
2019,6,B,SE,9
2019,6,B,SP,76
2019,6,B,TO,1
2020,1,A,AC,294
2020,1,A,AL,395
2020,1,A,AM,1433
2020,1,A,AP,389
2020,1,A,BA,2839
2020,1,A,CE,4465
2020,1,A,DF,192
2020,1,A,ES,164
2020,1,A,GO,1078
2020,1,A,MA,4294
2020,1,A,MG,2114
2020,1,A,MS,369
2020,1,A,MT,490
2020,1,A,PA,4404
2020,1,A,PB,1187
2020,1,A,PE,2445
2020,1,A,PI,2067
2020,1,A,PR,494
2020,1,A,RJ,489
2020,1,A,RN,393
2020,1,A,RO,258
2020,1,A,RR,175
2020,1,A,RS,313
