NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,SG_UF_PROVA,QTD
2023,6,M,AC,22
2023,6,M,AL,99
2023,6,M,AM,106
2023,6,M,AP,32
2023,6,M,BA,445
2023,6,M,CE,266
2023,6,M,DF,150
2023,6,M,ES,130
2023,6,M,GO,103
2023,6,M,MA,110
2023,6,M,MG,621
2023,6,M,MS,48
2023,6,M,MT,80
2023,6,M,PA,329
2023,6,M,PB,179
2023,6,M,PE,345
2023,6,M,PI,111
2023,6,M,PR,132
2023,6,M,RJ,773
2023,6,M,RN,207
2023,6,M,RO,42
2023,6,M,RR,12
2023,6,M,RS,254
2023,6,M,SC,78
2023,6,M,SE,100
2023,6,M,SP,663
2023,6,M,TO,13
2023,6,F,AC,7
2023,6,F,AL,57
2023,6,F,AM,45
2023,6,F,AP,16
2023,6,F,BA,260
2023,6,F,CE,123
2023,6,F,DF,79
2023,6,F,ES,59
2023,6,F,GO,62
2023,6,F,MA,54
2023,6,F,MG,313
2023,6,F,MS,27
2023,6,F,MT,30
2023,6,F,PA,168
2023,6,F,PB,67
2023,6,F,PE,157
2023,6,F,PI,40
2023,6,F,PR,73
2023,6,F,RJ,569
2023,6,F,RN,75
2023,6,F,RO,19
2023,6,F,RR,6
2023,6,F,RS,167
2023,6,F,SC,23
2023,6,F,SE,42
2023,6,F,SP,392
2023,6,F,TO,11
2023,6,M,AC,4
2023,6,M,AL,48
2023,6,M,AM,50
2023,6,M,AP,8
2023,6,M,BA,189
2023,6,M,CE,125
2023,6,M,DF,72
2023,6,M,ES,61
2023,6,M,GO,47
2023,6,M,MA,61
2023,6,M,MG,256
2023,6,M,MS,25
2023,6,M,MT,53
2023,6,M,PA,121
2023,6,M,PB,64
2023,6,M,PE,165
2023,6,M,PI,44
2023,6,M,PR,63
2023,6,M,RJ,397
2023,6,M,RN,100
2023,6,M,RO,28
2023,6,M,RR,4
2023,6,M,RS,137
2023,6,M,SC,27
2023,6,M,SE,43
2023,6,M,SP,359
2023,6,M,TO,11
2023,6,F,AC,1
2023,6,F,AL,17
2023,6,F,AM,15
2023,6,F,AP,9
2023,6,F,BA,94
2023,6,F,CE,48
2023,6,F,DF,35
2023,6,F,ES,22
2023,6,F,GO,17
2023,6,F,MA,20
2023,6,F,MG,147
2023,6,F,MS,12
2023,6,F,MT,12
2023,6,F,PA,71
2023,6,F,PB,19
2023,6,F,PE,61
2023,6,F,PI,12
2023,6,F,PR,18
2023,6,F,RJ,217
2023,6,F,RN,17
2023,6,F,RO,7
2023,6,F,RS,52
2023,6,F,SC,10
2023,6,F,SE,5
2023,6,F,SP,133
2023,6,F,TO,1
2023,6,M,AC,4
2023,6,M,AL,19
2023,6,M,AM,14
2023,6,M,AP,8
2023,6,M,BA,97
2023,6,M,CE,51
2023,6,M,DF,30
2023,6,M,ES,24
2023,6,M,GO,26
2023,6,M,MA,20
2023,6,M,MG,99
2023,6,M,MS,12
2023,6,M,MT,7
2023,6,M,PA,63
2023,6,M,PB,29
2023,6,M,PE,59
2023,6,M,PI,14
2023,6,M,PR,26
2023,6,M,RJ,215
2023,6,M,RN,42
2023,6,M,RO,4
2023,6,M,RR,1
2023,6,M,RS,44
2023,6,M,SC,16
2023,6,M,SE,12
2023,6,M,SP,149
2023,6,M,TO,4
2023,6,F,AC,1
2023,6,F,AL,4
2023,6,F,AM,3
2023,6,F,AP,3
2023,6,F,BA,26
2023,6,F,CE,18
2023,6,F,DF,13
2023,6,F,ES,8
2023,6,F,GO,10
2023,6,F,MA,5
2023,6,F,MG,55
2023,6,F,MT,2
2023,6,F,PA,16
2023,6,F,PB,4
2023,6,F,PE,15
2023,6,F,PI,8
2023,6,F,PR,5
2023,6,F,RJ,82
2023,6,F,RN,6
2023,6,F,RS,19
2023,6,F,SC,1
2023,6,F,SE,6
2023,6,F,SP,44
2023,6,F,TO,1
2023,6,M,AC,3
2023,6,M,AL,5
2023,6,M,AM,8
2023,6,M,AP,4
2023,6,M,BA,43
2023,6,M,CE,20
2023,6,M,DF,16
2023,6,M,ES,12
2023,6,M,GO,9
2023,6,M,MA,10
2023,6,M,MG,69
2023,6,M,MS,3
2023,6,M,MT,10
2023,6,M,PA,28
2023,6,M,PB,12
2023,6,M,PE,19
2023,6,M,PI,13
2023,6,M,PR,13
2023,6,M,RJ,91
2023,6,M,RN,14
2023,6,M,RR,2
2023,6,M,RS,16
2023,6,M,SC,5
2023,6,M,SE,12
2023,6,M,SP,75
