NU_ANO,Q022,TP_COR_RACA,SG_UF_PROVA,QTD
2019,A,0,AC,41
2019,A,0,AL,64
2019,A,0,AM,102
2019,A,0,AP,26
2019,A,0,BA,307
2019,A,0,CE,730
2019,A,0,DF,59
2019,A,0,ES,26
2019,A,0,GO,108
2019,A,0,MA,223
2019,A,0,MG,171
2019,A,0,MS,37
2019,A,0,MT,50
2019,A,0,PA,172
2019,A,0,PB,78
2019,A,0,PE,237
2019,A,0,PI,54
2019,A,0,PR,80
2019,A,0,RJ,195
2019,A,0,RN,39
2019,A,0,RO,28
2019,A,0,RR,4
2019,A,0,RS,98
2019,A,0,SC,44
2019,A,0,SE,35
2019,A,0,SP,281
2019,A,0,TO,26
2019,A,1,AC,195
2019,A,1,AL,420
2019,A,1,AM,478
2019,A,1,AP,209
2019,A,1,BA,1377
2019,A,1,CE,1545
2019,A,1,DF,495
2019,A,1,ES,483
2019,A,1,GO,859
2019,A,1,MA,1201
2019,A,1,MG,2196
2019,A,1,MS,538
2019,A,1,MT,500
2019,A,1,PA,1105
2019,A,1,PB,652
2019,A,1,PE,1446
2019,A,1,PI,391
2019,A,1,PR,1440
2019,A,1,RJ,2219
2019,A,1,RN,567
2019,A,1,RO,249
2019,A,1,RR,58
2019,A,1,RS,2136
2019,A,1,SC,853
2019,A,1,SE,219
2019,A,1,SP,5310
2019,A,1,TO,201
2019,A,2,AC,173
2019,A,2,AL,286
2019,A,2,AM,216
2019,A,2,AP,259
2019,A,2,BA,2980
2019,A,2,CE,933
2019,A,2,DF,304
2019,A,2,ES,245
2019,A,2,GO,392
2019,A,2,MA,1357
2019,A,2,MG,1123
2019,A,2,MS,116
2019,A,2,MT,254
2019,A,2,PA,1255
2019,A,2,PB,316
2019,A,2,PE,815
2019,A,2,PI,572
2019,A,2,PR,156
2019,A,2,RJ,1262
2019,A,2,RN,252
2019,A,2,RO,150
2019,A,2,RR,26
2019,A,2,RS,308
2019,A,2,SC,93
2019,A,2,SE,255
2019,A,2,SP,1514
2019,A,2,TO,209
2019,A,3,AC,836
2019,A,3,AL,1290
2019,A,3,AM,2859
2019,A,3,AP,980
2019,A,3,BA,4988
2019,A,3,CE,8975
2019,A,3,DF,900
2019,A,3,ES,712
2019,A,3,GO,1425
2019,A,3,MA,5670
2019,A,3,MG,3142
2019,A,3,MS,640
2019,A,3,MT,935
2019,A,3,PA,6602
2019,A,3,PB,1520
2019,A,3,PE,3343
2019,A,3,PI,1984
2019,A,3,PR,723
2019,A,3,RJ,2275
2019,A,3,RN,1017
2019,A,3,RO,754
2019,A,3,RR,231
2019,A,3,RS,489
2019,A,3,SC,306
2019,A,3,SE,834
2019,A,3,SP,3918
2019,A,3,TO,661
2019,A,4,AC,55
2019,A,4,AL,99
2019,A,4,AM,82
2019,A,4,AP,19
2019,A,4,BA,313
2019,A,4,CE,262
2019,A,4,DF,63
2019,A,4,ES,40
2019,A,4,GO,138
2019,A,4,MA,139
2019,A,4,MG,195
2019,A,4,MS,43
2019,A,4,MT,55
2019,A,4,PA,167
2019,A,4,PB,90
2019,A,4,PE,197
2019,A,4,PI,87
2019,A,4,PR,75
2019,A,4,RJ,132
2019,A,4,RN,66
2019,A,4,RO,46
2019,A,4,RR,11
2019,A,4,RS,29
2019,A,4,SC,15
2019,A,4,SE,49
2019,A,4,SP,374
2019,A,4,TO,43
2019,A,5,AC,19
2019,A,5,AL,18
2019,A,5,AM,584
2019,A,5,AP,32
2019,A,5,BA,130
2019,A,5,CE,104
2019,A,5,DF,18
2019,A,5,ES,10
2019,A,5,GO,41
2019,A,5,MA,64
2019,A,5,MG,62
2019,A,5,MS,132
2019,A,5,MT,48
2019,A,5,PA,96
2019,A,5,PB,63
2019,A,5,PE,184
2019,A,5,PI,14
2019,A,5,PR,29
2019,A,5,RJ,31
2019,A,5,RN,12
2019,A,5,RO,76
2019,A,5,RR,31
2019,A,5,RS,19
2019,A,5,SC,6
2019,A,5,SE,13
2019,A,5,SP,88
2019,A,5,TO,44
2019,B,0,AC,200
2019,B,0,AL,557
2019,B,0,AM,685
2019,B,0,AP,188
2019,B,0,BA,2458
2019,B,0,CE,2881
2019,B,0,DF,434
2019,B,0,ES,282
2019,B,0,GO,839
2019,B,0,MA,1178
2019,B,0,MG,1749
2019,B,0,MS,279
2019,B,0,MT,368
2019,B,0,PA,1351
2019,B,0,PB,678
2019,B,0,PE,1490
2019,B,0,PI,603
2019,B,0,PR,620
2019,B,0,RJ,1481
2019,B,0,RN,490
2019,B,0,RO,257
2019,B,0,RR,38
2019,B,0,RS,897
2019,B,0,SC,442
2019,B,0,SE,456
2019,B,0,SP,2020
2019,B,0,TO,194
2019,B,1,AC,1433
2019,B,1,AL,4273
2019,B,1,AM,3439
2019,B,1,AP,1659
2019,B,1,BA,12242
2019,B,1,CE,14009
2019,B,1,DF,3908
2019,B,1,ES,4625
2019,B,1,GO,7334
2019,B,1,MA,10196
2019,B,1,MG,25208
2019,B,1,MS,5148
2019,B,1,MT,4292
2019,B,1,PA,10220
2019,B,1,PB,8997
2019,B,1,PE,15002
2019,B,1,PI,4901
2019,B,1,PR,18279
2019,B,1,RJ,19965
2019,B,1,RN,8047
2019,B,1,RO,2943
2019,B,1,RR,352
2019,B,1,RS,27932
2019,B,1,SC,10933
2019,B,1,SE,2528
2019,B,1,SP,50920
2019,B,1,TO,1589
2019,B,2,AC,1434
2019,B,2,AL,2943
2019,B,2,AM,1740
2019,B,2,AP,1717
2019,B,2,BA,31986
2019,B,2,CE,7550
2019,B,2,DF,2812
2019,B,2,ES,2809
2019,B,2,GO,4087
2019,B,2,MA,10546
2019,B,2,MG,14087
2019,B,2,MS,1383
2019,B,2,MT,2775
2019,B,2,PA,11379
2019,B,2,PB,3909
2019,B,2,PE,7890
2019,B,2,PI,5698
2019,B,2,PR,2051
2019,B,2,RJ,13680
2019,B,2,RN,2855
2019,B,2,RO,1783
2019,B,2,RR,216
2019,B,2,RS,3548
2019,B,2,SC,1221
2019,B,2,SE,3444
2019,B,2,SP,15564
2019,B,2,TO,1887
2019,B,3,AC,8229
2019,B,3,AL,15100
2019,B,3,AM,25090
2019,B,3,AP,8945
2019,B,3,BA,53782
2019,B,3,CE,65109
2019,B,3,DF,8685
2019,B,3,ES,8204
2019,B,3,GO,15413
2019,B,3,MA,45780
2019,B,3,MG,39662
2019,B,3,MS,7100
2019,B,3,MT,9783
2019,B,3,PA,64676
2019,B,3,PB,22424
2019,B,3,PE,34905
2019,B,3,PI,22838
2019,B,3,PR,9645
2019,B,3,RJ,24927
2019,B,3,RN,13841
2019,B,3,RO,9145
2019,B,3,RR,2077
2019,B,3,RS,5640
2019,B,3,SC,3885
2019,B,3,SE,12944
2019,B,3,SP,40504
2019,B,3,TO,6526
2019,B,4,AC,372
2019,B,4,AL,956
2019,B,4,AM,538
2019,B,4,AP,163
2019,B,4,BA,2665
2019,B,4,CE,1753
2019,B,4,DF,511
2019,B,4,ES,325
2019,B,4,GO,1321
2019,B,4,MA,1178
2019,B,4,MG,2189
2019,B,4,MS,297
2019,B,4,MT,472
2019,B,4,PA,1645
2019,B,4,PB,1188
2019,B,4,PE,1786
2019,B,4,PI,1018
2019,B,4,PR,609
2019,B,4,RJ,1197
2019,B,4,RN,693
2019,B,4,RO,431
2019,B,4,RR,31
2019,B,4,RS,251
2019,B,4,SC,264
2019,B,4,SE,608
2019,B,4,SP,2470
2019,B,4,TO,362
2019,B,5,AC,137
2019,B,5,AL,280
2019,B,5,AM,1527
2019,B,5,AP,75
2019,B,5,BA,919
2019,B,5,CE,612
2019,B,5,DF,117
2019,B,5,ES,116
2019,B,5,GO,183
2019,B,5,MA,369
2019,B,5,MG,538
2019,B,5,MS,839
2019,B,5,MT,192
2019,B,5,PA,605
2019,B,5,PB,622
2019,B,5,PE,1301
2019,B,5,PI,178
2019,B,5,PR,133
2019,B,5,RJ,295
2019,B,5,RN,148
2019,B,5,RO,179
2019,B,5,RR,205
2019,B,5,RS,138
2019,B,5,SC,95
2019,B,5,SE,168
2019,B,5,SP,688
2019,B,5,TO,104
2019,C,0,AC,230
2019,C,0,AL,651
2019,C,0,AM,777
2019,C,0,AP,268
2019,C,0,BA,3007
2019,C,0,CE,2338
2019,C,0,DF,698
2019,C,0,ES,477
2019,C,0,GO,1473
2019,C,0,MA,1151
2019,C,0,MG,3143
2019,C,0,MS,403
2019,C,0,MT,532
2019,C,0,PA,1335
2019,C,0,PB,988
2019,C,0,PE,2187
2019,C,0,PI,709
2019,C,0,PR,1059
2019,C,0,RJ,2334
2019,C,0,RN,717
2019,C,0,RO,386
2019,C,0,RR,66
2019,C,0,RS,1394
2019,C,0,SC,646
2019,C,0,SE,544
2019,C,0,SP,3196
2019,C,0,TO,240
2019,C,1,AC,1972
2019,C,1,AL,6229
2019,C,1,AM,5326
2019,C,1,AP,2214
2019,C,1,BA,18192
2019,C,1,CE,18391
2019,C,1,DF,7147
2019,C,1,ES,9686
2019,C,1,GO,14996
2019,C,1,MA,12818
2019,C,1,MG,55477
2019,C,1,MS,8933
2019,C,1,MT,7256
2019,C,1,PA,13330
2019,C,1,PB,13977
2019,C,1,PE,24424
2019,C,1,PI,6730
2019,C,1,PR,37284
2019,C,1,RJ,37938
2019,C,1,RN,14210
2019,C,1,RO,4509
2019,C,1,RR,642
2019,C,1,RS,53771
2019,C,1,SC,21758
2019,C,1,SE,3861
2019,C,1,SP,108348
2019,C,1,TO,2514
2019,C,2,AC,1448
2019,C,2,AL,3710
2019,C,2,AM,2213
2019,C,2,AP,1958
2019,C,2,BA,40127
2019,C,2,CE,8519
2019,C,2,DF,4100
2019,C,2,ES,5057
2019,C,2,GO,6326
2019,C,2,MA,11142
2019,C,2,MG,24717
2019,C,2,MS,1931
2019,C,2,MT,3919
2019,C,2,PA,11773
2019,C,2,PB,5167
2019,C,2,PE,11781
2019,C,2,PI,6562
2019,C,2,PR,3309
2019,C,2,RJ,19616
2019,C,2,RN,4193
2019,C,2,RO,2320
2019,C,2,RR,316
2019,C,2,RS,5444
2019,C,2,SC,1628
2019,C,2,SE,4749
2019,C,2,SP,24185
2019,C,2,TO,2499
2019,C,3,AC,9378
2019,C,3,AL,19398
2019,C,3,AM,30194
2019,C,3,AP,9954
2019,C,3,BA,71033
2019,C,3,CE,64423
2019,C,3,DF,13540
2019,C,3,ES,15609
2019,C,3,GO,26583
2019,C,3,MA,47413
2019,C,3,MG,73493
2019,C,3,MS,10602
2019,C,3,MT,14835
2019,C,3,PA,65240
2019,C,3,PB,30772
2019,C,3,PE,50814
2019,C,3,PI,26310
2019,C,3,PR,17348
2019,C,3,RJ,38822
2019,C,3,RN,21672
2019,C,3,RO,12739
2019,C,3,RR,2874
2019,C,3,RS,9862
2019,C,3,SC,6178
2019,C,3,SE,18070
2019,C,3,SP,70688
2019,C,3,TO,9358
2019,C,4,AC,428
2019,C,4,AL,1295
2019,C,4,AM,732
2019,C,4,AP,212
2019,C,4,BA,3428
2019,C,4,CE,2254
2019,C,4,DF,763
2019,C,4,ES,578
2019,C,4,GO,2264
2019,C,4,MA,1311
2019,C,4,MG,3821
2019,C,4,MS,505
2019,C,4,MT,639
2019,C,4,PA,1943
2019,C,4,PB,1700
2019,C,4,PE,2827
2019,C,4,PI,1200
2019,C,4,PR,1163
2019,C,4,RJ,1741
2019,C,4,RN,960
2019,C,4,RO,582
2019,C,4,RR,41
2019,C,4,RS,351
2019,C,4,SC,378
2019,C,4,SE,838
2019,C,4,SP,4306
2019,C,4,TO,514
2019,C,5,AC,78
2019,C,5,AL,214
2019,C,5,AM,839
2019,C,5,AP,64
2019,C,5,BA,947
