NU_ANO,Q022,Q025,SG_UF_PROVA,QTD
2019,A,A,AC,947
2019,A,A,AL,1178
2019,A,A,AM,2999
2019,A,A,AP,1201
2019,A,A,BA,5650
2019,A,A,CE,9626
2019,A,A,DF,606
2019,A,A,ES,472
2019,A,A,GO,1191
2019,A,A,MA,7050
2019,A,A,MG,2949
2019,A,A,MS,696
2019,A,A,MT,835
2019,A,A,PA,7548
2019,A,A,PB,1562
2019,A,A,PE,3182
2019,A,A,PI,2503
2019,A,A,PR,702
2019,A,A,RJ,2061
2019,A,A,RN,942
2019,A,A,RO,667
2019,A,A,RR,194
2019,A,A,RS,913
2019,A,A,SC,338
2019,A,A,SE,782
2019,A,A,SP,3210
2019,A,A,TO,752
2019,A,B,AC,372
2019,A,B,AL,999
2019,A,B,AM,1322
2019,A,B,AP,324
2019,A,B,BA,4445
2019,A,B,CE,2923
2019,A,B,DF,1233
2019,A,B,ES,1044
2019,A,B,GO,1772
2019,A,B,MA,1604
2019,A,B,MG,3940
2019,A,B,MS,810
2019,A,B,MT,1007
2019,A,B,PA,1849
2019,A,B,PB,1157
2019,A,B,PE,3040
2019,A,B,PI,599
2019,A,B,PR,1801
2019,A,B,RJ,4053
2019,A,B,RN,1011
2019,A,B,RO,636
2019,A,B,RR,167
2019,A,B,RS,2166
2019,A,B,SC,979
2019,A,B,SE,623
2019,A,B,SP,8275
2019,A,B,TO,432
2019,B,A,AC,8282
2019,B,A,AL,12353
2019,B,A,AM,22326
2019,B,A,AP,9189
2019,B,A,BA,46088
2019,B,A,CE,51768
2019,B,A,DF,5566
2019,B,A,ES,5203
2019,B,A,GO,11215
2019,B,A,MA,48695
2019,B,A,MG,30864
2019,B,A,MS,6410
2019,B,A,MT,7649
2019,B,A,PA,64780
2019,B,A,PB,17523
2019,B,A,PE,26422
2019,B,A,PI,23699
2019,B,A,PR,8338
2019,B,A,RJ,18005
2019,B,A,RN,11620
2019,B,A,RO,6660
2019,B,A,RR,1675
2019,B,A,RS,11292
2019,B,A,SC,3478
2019,B,A,SE,11220
2019,B,A,SP,29227
2019,B,A,TO,6055
2019,B,B,AC,3523
2019,B,B,AL,11756
2019,B,B,AM,10693
2019,B,B,AP,3558
2019,B,B,BA,57964
2019,B,B,CE,40146
2019,B,B,DF,10901
2019,B,B,ES,11158
2019,B,B,GO,17962
2019,B,B,MA,20552
2019,B,B,MG,52569
2019,B,B,MS,8636
2019,B,B,MT,10233
2019,B,B,PA,25096
2019,B,B,PB,20295
2019,B,B,PE,35952
2019,B,B,PI,11537
2019,B,B,PR,22999
2019,B,B,RJ,43540
2019,B,B,RN,14454
2019,B,B,RO,8078
2019,B,B,RR,1244
2019,B,B,RS,27114
2019,B,B,SC,13362
2019,B,B,SE,8928
2019,B,B,SP,82939
2019,B,B,TO,4607
2019,C,A,AC,6661
2019,C,A,AL,7681
2019,C,A,AM,18753
2019,C,A,AP,7293
2019,C,A,BA,29576
2019,C,A,CE,26989
2019,C,A,DF,4960
2019,C,A,ES,5166
2019,C,A,GO,11109
2019,C,A,MA,33299
2019,C,A,MG,30263
2019,C,A,MS,5276
2019,C,A,MT,7541
2019,C,A,PA,45729
2019,C,A,PB,10903
2019,C,A,PE,16881
2019,C,A,PI,17343
2019,C,A,PR,8206
2019,C,A,RJ,15264
2019,C,A,RN,9248
2019,C,A,RO,5699
2019,C,A,RR,1740
2019,C,A,RS,11043
2019,C,A,SC,2957
2019,C,A,SE,8634
2019,C,A,SP,29328
2019,C,A,TO,5598
2019,C,B,AC,6873
2019,C,B,AL,23816
2019,C,B,AM,21328
2019,C,B,AP,7377
2019,C,B,BA,107158
2019,C,B,CE,69504
2019,C,B,DF,21421
2019,C,B,ES,26429
2019,C,B,GO,40736
2019,C,B,MA,40769
2019,C,B,MG,131050
2019,C,B,MS,17471
2019,C,B,MT,19800
2019,C,B,PA,48471
2019,C,B,PB,42185
2019,C,B,PE,76314
2019,C,B,PI,24392
2019,C,B,PR,52074
2019,C,B,RJ,85542
2019,C,B,RN,32681
2019,C,B,RO,14992
2019,C,B,RR,2359
2019,C,B,RS,59887
2019,C,B,SC,27736
2019,C,B,SE,19625
2019,C,B,SP,182273
2019,C,B,TO,9601
2019,D,A,AC,2425
2019,D,A,AL,1948
2019,D,A,AM,7610
2019,D,A,AP,2685
2019,D,A,BA,9278
2019,D,A,CE,6612
2019,D,A,DF,2173
2019,D,A,ES,2547
2019,D,A,GO,5131
2019,D,A,MA,11256
2019,D,A,MG,14487
2019,D,A,MS,2068
2019,D,A,MT,3396
2019,D,A,PA,16008
2019,D,A,PB,2721
2019,D,A,PE,4967
2019,D,A,PI,5944
2019,D,A,PR,3910
2019,D,A,RJ,6867
2019,D,A,RN,3253
2019,D,A,RO,2146
2019,D,A,RR,816
2019,D,A,RS,4633
2019,D,A,SC,1309
2019,D,A,SE,2699
2019,D,A,SP,16168
2019,D,A,TO,2461
2019,D,B,AC,5616
2019,D,B,AL,18045
2019,D,B,AM,17814
2019,D,B,AP,6132
2019,D,B,BA,86631
2019,D,B,CE,51840
2019,D,B,DF,24096
2019,D,B,ES,29322
2019,D,B,GO,45829
2019,D,B,MA,32374
2019,D,B,MG,151571
2019,D,B,MS,17146
2019,D,B,MT,21785
2019,D,B,PA,38961
2019,D,B,PB,30715
2019,D,B,PE,64683
2019,D,B,PI,20504
2019,D,B,PR,64829
2019,D,B,RJ,94449
2019,D,B,RN,27696
2019,D,B,RO,11892
2019,D,B,RR,2367
2019,D,B,RS,63918
2019,D,B,SC,36068
2019,D,B,SE,15729
2019,D,B,SP,251354
2019,D,B,TO,9338
2019,E,A,AC,720
2019,E,A,AL,493
2019,E,A,AM,2652
2019,E,A,AP,761
2019,E,A,BA,2247
2019,E,A,CE,1738
2019,E,A,DF,827
2019,E,A,ES,840
2019,E,A,GO,1580
2019,E,A,MA,2994
2019,E,A,MG,5012
