NU_ANO,TP_SEXO,Q022,SG_UF_PROVA,QTD
2019,F,A,AC,775
2019,F,A,AL,1336
2019,F,A,AM,2416
2019,F,A,AP,902
2019,F,A,BA,6717
2019,F,A,CE,6807
2019,F,A,DF,1100
2019,F,A,ES,871
2019,F,A,GO,1725
2019,F,A,MA,5442
2019,F,A,MG,4138
2019,F,A,MS,885
2019,F,A,MT,1068
2019,F,A,PA,5786
2019,F,A,PB,1611
2019,F,A,PE,3826
2019,F,A,PI,1933
2019,F,A,PR,1457
2019,F,A,RJ,3813
2019,F,A,RN,1148
2019,F,A,RO,829
2019,F,A,RR,212
2019,F,A,RS,1832
2019,F,A,SC,772
2019,F,A,SE,882
2019,F,A,SP,6814
2019,F,A,TO,689
2019,F,B,AC,7360
2019,F,B,AL,15591
2019,F,B,AM,19799
2019,F,B,AP,7801
2019,F,B,BA,69760
2019,F,B,CE,53365
2019,F,B,DF,10037
2019,F,B,ES,9945
2019,F,B,GO,17925
2019,F,B,MA,44021
2019,F,B,MG,52098
2019,F,B,MS,9097
2019,F,B,MT,11016
2019,F,B,PA,57168
2019,F,B,PB,23433
2019,F,B,PE,39375
2019,F,B,PI,22375
2019,F,B,PR,18443
2019,F,B,RJ,38376
2019,F,B,RN,16057
2019,F,B,RO,9300
2019,F,B,RR,1817
2019,F,B,RS,23502
2019,F,B,SC,9861
2019,F,B,SE,13119
2019,F,B,SP,67534
2019,F,B,TO,6720
2019,F,C,AC,8084
2019,F,C,AL,19215
2019,F,C,AM,23677
2019,F,C,AP,8739
2019,F,C,BA,87265
2019,F,C,CE,54657
2019,F,C,DF,16129
2019,F,C,ES,19330
2019,F,C,GO,32296
2019,F,C,MA,44513
2019,F,C,MG,100468
2019,F,C,MS,13663
2019,F,C,MT,16881
2019,F,C,PA,57383
2019,F,C,PB,30973
2019,F,C,PE,55827
2019,F,C,PI,25037
2019,F,C,PR,35990
2019,F,C,RJ,62112
2019,F,C,RN,24361
2019,F,C,RO,12855
2019,F,C,RR,2537
2019,F,C,RS,43814
2019,F,C,SC,19032
2019,F,C,SE,17385
2019,F,C,SP,128996
2019,F,C,TO,9491
2019,F,D,AC,4518
2019,F,D,AL,11385
2019,F,D,AM,14508
2019,F,D,AP,4964
2019,F,D,BA,57724
2019,F,D,CE,31433
2019,F,D,DF,15549
2019,F,D,ES,18636
2019,F,D,GO,30237
2019,F,D,MA,24813
2019,F,D,MG,100069
2019,F,D,MS,11106
2019,F,D,MT,14704
2019,F,D,PA,31525
2019,F,D,PB,18314
2019,F,D,PE,39747
2019,F,D,PI,14912
2019,F,D,PR,40483
2019,F,D,RJ,59948
2019,F,D,RN,17237
2019,F,D,RO,8358
2019,F,D,RR,1872
2019,F,D,RS,40966
2019,F,D,SC,22529
2019,F,D,SE,10541
2019,F,D,SP,158554
2019,F,D,TO,6912
2019,F,E,AC,2090
2019,F,E,AL,6535
2019,F,E,AM,8113
2019,F,E,AP,2566
2019,F,E,BA,27387
2019,F,E,CE,17936
2019,F,E,DF,13773
2019,F,E,ES,11571
2019,F,E,GO,19649
2019,F,E,MA,11978
2019,F,E,MG,66837
2019,F,E,MS,6504
2019,F,E,MT,8776
2019,F,E,PA,16814
2019,F,E,PB,10310
2019,F,E,PE,23476
2019,F,E,PI,8424
2019,F,E,PR,27132
2019,F,E,RJ,38910
2019,F,E,RN,9648
2019,F,E,RO,4404
2019,F,E,RR,1317
2019,F,E,RS,21336
2019,F,E,SC,14099
2019,F,E,SE,5370
2019,F,E,SP,119709
2019,F,E,TO,4161
2019,M,A,AC,544
2019,M,A,AL,841
2019,M,A,AM,1905
2019,M,A,AP,623
2019,M,A,BA,3378
2019,M,A,CE,5742
2019,M,A,DF,739
2019,M,A,ES,645
2019,M,A,GO,1238
2019,M,A,MA,3212
2019,M,A,MG,2751
2019,M,A,MS,621
2019,M,A,MT,774
2019,M,A,PA,3611
2019,M,A,PB,1108
2019,M,A,PE,2396
2019,M,A,PI,1169
2019,M,A,PR,1046
2019,M,A,RJ,2301
2019,M,A,RN,805
2019,M,A,RO,474
2019,M,A,RR,149
2019,M,A,RS,1247
2019,M,A,SC,545
2019,M,A,SE,523
2019,M,A,SP,4671
2019,M,A,TO,495
2019,M,B,AC,4445
2019,M,B,AL,8518
2019,M,B,AM,13220
2019,M,B,AP,4946
2019,M,B,BA,34292
2019,M,B,CE,38549
2019,M,B,DF,6430
2019,M,B,ES,6416
2019,M,B,GO,11252
2019,M,B,MA,25226
2019,M,B,MG,31335
2019,M,B,MS,5949
2019,M,B,MT,6866
2019,M,B,PA,32708
2019,M,B,PB,14385
2019,M,B,PE,22999
2019,M,B,PI,12861
2019,M,B,PR,12894
2019,M,B,RJ,23169
2019,M,B,RN,10017
2019,M,B,RO,5438
2019,M,B,RR,1102
2019,M,B,RS,14904
2019,M,B,SC,6979
2019,M,B,SE,7029
2019,M,B,SP,44632
2019,M,B,TO,3942
2019,M,C,AC,5450
2019,M,C,AL,12282
2019,M,C,AM,16404
2019,M,C,AP,5931
2019,M,C,BA,49469
2019,M,C,CE,41836
2019,M,C,DF,10252
2019,M,C,ES,12265
2019,M,C,GO,19549
2019,M,C,MA,29555
2019,M,C,MG,60845
2019,M,C,MS,9084
2019,M,C,MT,10460
2019,M,C,PA,36817
2019,M,C,PB,22115
2019,M,C,PE,37368
2019,M,C,PI,16698
2019,M,C,PR,24290
2019,M,C,RJ,38694
2019,M,C,RN,17568
2019,M,C,RO,7836
2019,M,C,RR,1562
2019,M,C,RS,27116
2019,M,C,SC,11661
2019,M,C,SE,10874
2019,M,C,SP,82605
2019,M,C,TO,5708
2019,M,D,AC,3523
2019,M,D,AL,8608
2019,M,D,AM,10916
2019,M,D,AP,3853
2019,M,D,BA,38185
2019,M,D,CE,27019
2019,M,D,DF,10720
2019,M,D,ES,13233
2019,M,D,GO,20723
2019,M,D,MA,18817
2019,M,D,MG,65989
2019,M,D,MS,8108
2019,M,D,MT,10477
2019,M,D,PA,23444
2019,M,D,PB,15122
2019,M,D,PE,29903
2019,M,D,PI,11536
2019,M,D,PR,28256
2019,M,D,RJ,41368
2019,M,D,RN,13712
2019,M,D,RO,5680
2019,M,D,RR,1311
2019,M,D,RS,27585
2019,M,D,SC,14848
2019,M,D,SE,7887
2019,M,D,SP,108968
2019,M,D,TO,4887
2019,M,E,AC,1856
2019,M,E,AL,5513
2019,M,E,AM,7186
2019,M,E,AP,2278
2019,M,E,BA,21250
