NU_ANO,TP_SEXO,TP_ESTADO_CIVIL,SG_UF_PROVA,QTD
2023,F,0,DF,1701
2023,F,0,ES,1686
2023,F,0,GO,4453
2023,F,0,MA,4969
2023,F,0,MG,7537
2023,F,0,MS,1374
2023,F,0,MT,2018
2023,F,0,PA,7619
2023,F,0,PB,3077
2023,F,0,PE,5084
2023,F,0,PI,3234
2023,F,0,PR,4602
2023,F,0,RJ,5238
2023,F,0,RN,2594
2023,F,0,RO,1155
2023,F,0,RR,269
2023,F,0,RS,4907
2023,F,0,SC,2777
2023,F,0,SE,1756
2023,F,0,SP,12103
2023,F,0,TO,981
2023,F,1,AC,12303
2023,F,1,AL,43064
2023,F,1,AM,48270
2023,F,1,AP,14843
2023,F,1,BA,184501
2023,F,1,CE,121794
2023,F,1,DF,38804
2023,F,1,ES,39120
2023,F,1,GO,79191
2023,F,1,MA,92081
2023,F,1,MG,200597
2023,F,1,MS,25241
2023,F,1,MT,34418
2023,F,1,PA,123523
2023,F,1,PB,63605
2023,F,1,PE,117785
2023,F,1,PI,53510
2023,F,1,PR,91725
2023,F,1,RJ,155257
2023,F,1,RN,51173
2023,F,1,RO,18700
2023,F,1,RR,5410
2023,F,1,RS,89589
2023,F,1,SC,51412
2023,F,1,SE,36197
2023,F,1,SP,328370
2023,F,1,TO,18193
2023,F,2,AC,1223
2023,F,2,AL,3983
2023,F,2,AM,2795
2023,F,2,AP,970
2023,F,2,BA,12731
2023,F,2,CE,5496
2023,F,2,DF,2551
2023,F,2,ES,3231
2023,F,2,GO,4208
2023,F,2,MA,4612
2023,F,2,MG,11646
2023,F,2,MS,1690
2023,F,2,MT,2257
2023,F,2,PA,9449
2023,F,2,PB,5204
2023,F,2,PE,7359
2023,F,2,PI,3039
2023,F,2,PR,3794
2023,F,2,RJ,10788
2023,F,2,RN,4212
2023,F,2,RO,1942
2023,F,2,RR,277
2023,F,2,RS,3843
2023,F,2,SC,1745
2023,F,2,SE,1812
2023,F,2,SP,13171
2023,F,2,TO,949
2023,F,3,AC,354
2023,F,3,AL,1172
2023,F,3,AM,916
2023,F,3,AP,207
2023,F,3,BA,3446
2023,F,3,CE,1680
2023,F,3,DF,1056
2023,F,3,ES,1012
2023,F,3,GO,1555
2023,F,3,MA,1391
2023,F,3,MG,4138
2023,F,3,MS,682
2023,F,3,MT,765
2023,F,3,PA,2211
2023,F,3,PB,1518
2023,F,3,PE,2370
2023,F,3,PI,890
2023,F,3,PR,1427
2023,F,3,RJ,3711
2023,F,3,RN,1236
2023,F,3,RO,602
2023,F,3,RR,116
2023,F,3,RS,1732
2023,F,3,SC,718
2023,F,3,SE,701
2023,F,3,SP,5694
2023,F,3,TO,314
2023,F,4,AC,20
2023,F,4,AL,122
2023,F,4,AM,101
2023,F,4,AP,22
2023,F,4,BA,333
2023,F,4,CE,184
2023,F,4,DF,81
2023,F,4,ES,115
2023,F,4,GO,113
2023,F,4,MA,118
2023,F,4,MG,382
2023,F,4,MS,41
2023,F,4,MT,64
2023,F,4,PA,218
2023,F,4,PB,139
2023,F,4,PE,213
2023,F,4,PI,82
2023,F,4,PR,117
2023,F,4,RJ,478
2023,F,4,RN,119
2023,F,4,RO,38
2023,F,4,RR,5
2023,F,4,RS,156
2023,F,4,SC,41
2023,F,4,SE,62
2023,F,4,SP,437
2023,F,4,TO,27
2023,M,0,AC,567
2023,M,0,AL,1442
2023,M,0,AM,2006
2023,M,0,AP,783
2023,M,0,BA,5264
2023,M,0,CE,5259
2023,M,0,DF,1267
2023,M,0,ES,1175
2023,M,0,GO,3263
2023,M,0,MA,3101
2023,M,0,MG,4992
2023,M,0,MS,960
2023,M,0,MT,1283
2023,M,0,PA,4527
2023,M,0,PB,2245
2023,M,0,PE,3494
2023,M,0,PI,1991
2023,M,0,PR,3191
2023,M,0,RJ,3690
2023,M,0,RN,1948
2023,M,0,RO,798
2023,M,0,RR,205
2023,M,0,RS,3195
2023,M,0,SC,1931
2023,M,0,SE,1190
2023,M,0,SP,9526
2023,M,0,TO,517
2023,M,1,AC,8045
2023,M,1,AL,28085
2023,M,1,AM,33803
2023,M,1,AP,10124
2023,M,1,BA,100099
2023,M,1,CE,95600
2023,M,1,DF,25096
2023,M,1,ES,25050
2023,M,1,GO,53048
2023,M,1,MA,55825
2023,M,1,MG,120291
2023,M,1,MS,16112
2023,M,1,MT,21310
2023,M,1,PA,75447
2023,M,1,PB,44417
2023,M,1,PE,75980
2023,M,1,PI,34594
2023,M,1,PR,58163
2023,M,1,RJ,95433
2023,M,1,RN,35568
2023,M,1,RO,11527
2023,M,1,RR,3101
2023,M,1,RS,53085
2023,M,1,SC,30819
2023,M,1,SE,22200
2023,M,1,SP,209364
2023,M,1,TO,10995
2023,M,2,AC,700
2023,M,2,AL,2230
2023,M,2,AM,1875
2023,M,2,AP,757
2023,M,2,BA,6258
2023,M,2,CE,4025
2023,M,2,DF,1808
2023,M,2,ES,1788
2023,M,2,GO,2231
2023,M,2,MA,2833
2023,M,2,MG,6779
2023,M,2,MS,1024
2023,M,2,MT,1325
2023,M,2,PA,5063
2023,M,2,PB,3461
2023,M,2,PE,5189
2023,M,2,PI,1742
2023,M,2,PR,2482
2023,M,2,RJ,5774
2023,M,2,RN,3176
2023,M,2,RO,985
2023,M,2,RR,169
2023,M,2,RS,2443
2023,M,2,SC,1280
2023,M,2,SE,1223
2023,M,2,SP,8419
2023,M,2,TO,440
2023,M,3,AC,209
2023,M,3,AL,538
2023,M,3,AM,572
2023,M,3,AP,143
2023,M,3,BA,1621
2023,M,3,CE,1281
2023,M,3,DF,597
2023,M,3,ES,529
2023,M,3,GO,1009
2023,M,3,MA,802
2023,M,3,MG,2152
2023,M,3,MS,313
2023,M,3,MT,443
2023,M,3,PA,1049
2023,M,3,PB,806
2023,M,3,PE,1337
2023,M,3,PI,539
2023,M,3,PR,958
2023,M,3,RJ,1826
2023,M,3,RN,657
2023,M,3,RO,276
2023,M,3,RR,85
2023,M,3,RS,926
2023,M,3,SC,523
2023,M,3,SE,381
2023,M,3,SP,3551
2023,M,3,TO,196
2023,M,4,AC,7
2023,M,4,AL,31
2023,M,4,AM,26
2023,M,4,AP,7
2023,M,4,BA,68
2023,M,4,CE,74
2023,M,4,DF,14
2023,M,4,ES,18
2023,M,4,GO,39
2023,M,4,MA,24
2023,M,4,MG,61
2023,M,4,MS,18
2023,M,4,MT,29
2023,M,4,PA,56
2023,M,4,PB,39
2023,M,4,PE,48
2023,M,4,PI,18
2023,M,4,PR,47
2023,M,4,RJ,101
2023,M,4,RN,23
2023,M,4,RO,15
2023,M,4,RR,2
2023,M,4,RS,43
2023,M,4,SC,17
2023,M,4,SE,18
2023,M,4,SP,132
2023,M,4,TO,6
