NU_ANO,TP_COR_RACA,TP_SEXO,SG_UF_PROVA,QTD
2022,5,F,CE,601
2022,5,F,DF,130
2022,5,F,ES,175
2022,5,F,GO,310
2022,5,F,MA,268
2022,5,F,MG,519
2022,5,F,MS,752
2022,5,F,MT,171
2022,5,F,PA,580
2022,5,F,PB,585
2022,5,F,PE,1519
2022,5,F,PI,242
2022,5,F,PR,143
2022,5,F,RJ,337
2022,5,F,RN,163
2022,5,F,RO,170
2022,5,F,RR,322
2022,5,F,RS,136
2022,5,F,SC,114
2022,5,F,SE,180
2022,5,F,SP,822
2022,5,F,TO,115
2022,5,M,AC,92
2022,5,M,AL,166
2022,5,M,AM,1383
2022,5,M,AP,83
2022,5,M,BA,632
2022,5,M,CE,507
2022,5,M,DF,88
2022,5,M,ES,108
2022,5,M,GO,300
2022,5,M,MA,230
2022,5,M,MG,288
2022,5,M,MS,545
2022,5,M,MT,164
2022,5,M,PA,395
2022,5,M,PB,375
2022,5,M,PE,927
2022,5,M,PI,125
2022,5,M,PR,139
2022,5,M,RJ,310
2022,5,M,RN,110
2022,5,M,RO,141
2022,5,M,RR,164
2022,5,M,RS,100
2022,5,M,SC,93
2022,5,M,SE,119
2022,5,M,SP,663
2022,5,M,TO,100
2023,0,F,AC,210
2023,0,F,AL,727
2023,0,F,AM,873
2023,0,F,AP,195
2023,0,F,BA,2781
2023,0,F,CE,2738
2023,0,F,DF,656
2023,0,F,ES,373
2023,0,F,GO,1519
2023,0,F,MA,1016
2023,0,F,MG,2855
2023,0,F,MS,372
2023,0,F,MT,504
2023,0,F,PA,2033
2023,0,F,PB,903
2023,0,F,PE,1709
2023,0,F,PI,876
2023,0,F,PR,1193
2023,0,F,RJ,2220
2023,0,F,RN,706
2023,0,F,RO,258
2023,0,F,RR,93
2023,0,F,RS,1235
2023,0,F,SC,604
2023,0,F,SE,688
2023,0,F,SP,3167
2023,0,F,TO,213
2023,0,M,AC,166
2023,0,M,AL,428
2023,0,M,AM,675
2023,0,M,AP,151
2023,0,M,BA,1544
2023,0,M,CE,2460
2023,0,M,DF,515
2023,0,M,ES,302
2023,0,M,GO,1271
2023,0,M,MA,667
2023,0,M,MG,1873
2023,0,M,MS,209
2023,0,M,MT,340
2023,0,M,PA,1282
2023,0,M,PB,762
2023,0,M,PE,1138
2023,0,M,PI,603
2023,0,M,PR,916
2023,0,M,RJ,1554
2023,0,M,RN,531
2023,0,M,RO,211
2023,0,M,RR,42
2023,0,M,RS,852
2023,0,M,SC,477
2023,0,M,SE,419
2023,0,M,SP,2333
2023,0,M,TO,137
2023,1,F,AC,3177
2023,1,F,AL,13216
2023,1,F,AM,9787
2023,1,F,AP,3681
2023,1,F,BA,40452
2023,1,F,CE,39456
2023,1,F,DF,17708
2023,1,F,ES,17924
2023,1,F,GO,33767
2023,1,F,MA,20951
2023,1,F,MG,97978
2023,1,F,MS,13533
2023,1,F,MT,13797
2023,1,F,PA,28955
2023,1,F,PB,24524
2023,1,F,PE,44311
2023,1,F,PI,13499
2023,1,F,PR,67898
2023,1,F,RJ,77295
2023,1,F,RN,23808
2023,1,F,RO,6584
2023,1,F,RR,1490
2023,1,F,RS,77656
2023,1,F,SC,42105
2023,1,F,SE,10192
2023,1,F,SP,213136
2023,1,F,TO,4893
2023,1,M,AC,2007
2023,1,M,AL,8724
2023,1,M,AM,6842
2023,1,M,AP,2502
2023,1,M,BA,24001
2023,1,M,CE,28938
2023,1,M,DF,11516
2023,1,M,ES,11621
2023,1,M,GO,22197
2023,1,M,MA,13239
2023,1,M,MG,62000
2023,1,M,MS,8762
2023,1,M,MT,8710
2023,1,M,PA,18205
2023,1,M,PB,17042
2023,1,M,PE,28716
2023,1,M,PI,9089
2023,1,M,PR,42377
2023,1,M,RJ,49878
2023,1,M,RN,16741
2023,1,M,RO,3961
2023,1,M,RR,831
2023,1,M,RS,45686
2023,1,M,SC,25050
2023,1,M,SE,6474
2023,1,M,SP,135929
2023,1,M,TO,3037
2023,2,F,AC,1446
2023,2,F,AL,5571
2023,2,F,AM,2761
2023,2,F,AP,2249
2023,2,F,BA,59092
2023,2,F,CE,9338
2023,2,F,DF,5990
2023,2,F,ES,6947
2023,2,F,GO,9849
2023,2,F,MA,14055
2023,2,F,MG,30823
2023,2,F,MS,2114
2023,2,F,MT,4914
2023,2,F,PA,16976
2023,2,F,PB,6544
2023,2,F,PE,16094
2023,2,F,PI,8195
2023,2,F,PR,4929
2023,2,F,RJ,34184
2023,2,F,RN,5410
2023,2,F,RO,2082
2023,2,F,RR,477
2023,2,F,RS,7375
2023,2,F,SC,2758
2023,2,F,SE,5823
2023,2,F,SP,36322
2023,2,F,TO,2974
2023,2,M,AC,1305
2023,2,M,AL,4687
2023,2,M,AM,2690
2023,2,M,AP,1776
2023,2,M,BA,32393
2023,2,M,CE,9512
2023,2,M,DF,4136
2023,2,M,ES,4420
2023,2,M,GO,7619
2023,2,M,MA,9985
2023,2,M,MG,18123
2023,2,M,MS,1515
2023,2,M,MT,3464
2023,2,M,PA,12216
2023,2,M,PB,5505
2023,2,M,PE,12177
2023,2,M,PI,6144
2023,2,M,PR,3745
2023,2,M,RJ,18974
2023,2,M,RN,4571
2023,2,M,RO,1687
2023,2,M,RR,328
2023,2,M,RS,4372
2023,2,M,SC,1990
2023,2,M,SE,4147
2023,2,M,SP,24716
2023,2,M,TO,2022
2023,3,F,AC,9288
2023,3,F,AL,28937
2023,3,F,AM,38233
2023,3,F,AP,10514
2023,3,F,BA,103156
2023,3,F,CE,81598
2023,3,F,DF,18879
2023,3,F,ES,19193
2023,3,F,GO,41385
2023,3,F,MA,65199
2023,3,F,MG,88836
2023,3,F,MS,11623
2023,3,F,MT,19276
2023,3,F,PA,91610
2023,3,F,PB,39168
2023,3,F,PE,66322
2023,3,F,PI,36564
2023,3,F,PR,25462
2023,3,F,RJ,59297
2023,3,F,RN,28167
2023,3,F,RO,12826
2023,3,F,RR,3561
2023,3,F,RS,13450
2023,3,F,SC,10578
2023,3,F,SE,22712
2023,3,F,SP,98939
2023,3,F,TO,11666
2023,3,M,AC,5682
2023,3,M,AL,17574
2023,3,M,AM,26041
2023,3,M,AP,7144
2023,3,M,BA,53061
2023,3,M,CE,63546
2023,3,M,DF,12110
2023,3,M,ES,11838
2023,3,M,GO,26820
2023,3,M,MA,37583
2023,3,M,MG,50505
2023,3,M,MS,7072
2023,3,M,MT,11250
2023,3,M,PA,52801
2023,3,M,PB,26398
2023,3,M,PE,41659
2023,3,M,PI,22240
2023,3,M,PR,16298
2023,3,M,RJ,35216
2023,3,M,RN,18830
2023,3,M,RO,7341
2023,3,M,RR,2111
2023,3,M,RS,8427
2023,3,M,SC,6663
2023,3,M,SE,13420
2023,3,M,SP,62166
2023,3,M,TO,6563
2023,4,F,AC,480
2023,4,F,AL,1540
2023,4,F,AM,891
2023,4,F,AP,251
2023,4,F,BA,4031
2023,4,F,CE,1901
2023,4,F,DF,825
2023,4,F,ES,539
2023,4,F,GO,2638
2023,4,F,MA,1526
2023,4,F,MG,3202
2023,4,F,MS,660
2023,4,F,MT,799
2023,4,F,PA,2727
2023,4,F,PB,1661
2023,4,F,PE,2432
2023,4,F,PI,1323
2023,4,F,PR,1955
2023,4,F,RJ,2084
2023,4,F,RN,1037
2023,4,F,RO,516
2023,4,F,RR,75
2023,4,F,RS,349
2023,4,F,SC,489
2023,4,F,SE,905
2023,4,F,SP,7197
2023,4,F,TO,601
2023,4,M,AC,233
2023,4,M,AL,660
2023,4,M,AM,490
2023,4,M,AP,124
2023,4,M,BA,1480
2023,4,M,CE,1185
2023,4,M,DF,405
2023,4,M,ES,236
2023,4,M,GO,1313
2023,4,M,MA,772
2023,4,M,MG,1401
2023,4,M,MS,351
2023,4,M,MT,399
2023,4,M,PA,1109
2023,4,M,PB,756
2023,4,M,PE,1176
2023,4,M,PI,644
2023,4,M,PR,1316
2023,4,M,RJ,860
2023,4,M,RN,524
2023,4,M,RO,244
2023,4,M,RR,33
2023,4,M,RS,192
2023,4,M,SC,257
2023,4,M,SE,409
2023,4,M,SP,5056
2023,4,M,TO,253
2023,5,F,AC,145
2023,5,F,AL,443
2023,5,F,AM,2089
2023,5,F,AP,103
2023,5,F,BA,1446
2023,5,F,CE,690
2023,5,F,DF,135
2023,5,F,ES,188
2023,5,F,GO,362
2023,5,F,MA,424
2023,5,F,MG,606
2023,5,F,MS,726
2023,5,F,MT,232
2023,5,F,PA,719
2023,5,F,PB,743
2023,5,F,PE,1943
2023,5,F,PI,298
2023,5,F,PR,228
2023,5,F,RJ,392
2023,5,F,RN,206
2023,5,F,RO,171
2023,5,F,RR,381
2023,5,F,RS,162
2023,5,F,SC,159
2023,5,F,SE,208
2023,5,F,SP,1014
2023,5,F,TO,117
2023,5,M,AC,135
2023,5,M,AL,253
2023,5,M,AM,1544
2023,5,M,AP,117
2023,5,M,BA,831
2023,5,M,CE,598
2023,5,M,DF,100
2023,5,M,ES,143
2023,5,M,GO,370
2023,5,M,MA,339
2023,5,M,MG,373
2023,5,M,MS,518
2023,5,M,MT,227
2023,5,M,PA,529
2023,5,M,PB,505
2023,5,M,PE,1182
2023,5,M,PI,164
2023,5,M,PR,189
2023,5,M,RJ,342
2023,5,M,RN,175
2023,5,M,RO,157
2023,5,M,RR,217
2023,5,M,RS,163
2023,5,M,SC,133
2023,5,M,SE,143
2023,5,M,SP,792
2023,5,M,TO,142
