NU_ANO,TP_FAIXA_ETARIA,TP_ESTADO_CIVIL,SG_UF_PROVA,QTD
2020,4,0,PR,599
2020,4,0,RJ,687
2020,4,0,RN,282
2020,4,0,RO,211
2020,4,0,RR,47
2020,4,0,RS,721
2020,4,0,SC,347
2020,4,0,SE,286
2020,4,0,SP,1645
2020,4,0,TO,208
2020,4,1,AC,3930
2020,4,1,AL,10899
2020,4,1,AM,16225
2020,4,1,AP,4277
2020,4,1,BA,47712
2020,4,1,CE,35254
2020,4,1,DF,11519
2020,4,1,ES,11904
2020,4,1,GO,21832
2020,4,1,MA,26064
2020,4,1,MG,61061
2020,4,1,MS,7244
2020,4,1,MT,9471
2020,4,1,PA,31695
2020,4,1,PB,15912
2020,4,1,PE,33271
2020,4,1,PI,14402
2020,4,1,PR,21752
2020,4,1,RJ,42585
2020,4,1,RN,12966
2020,4,1,RO,6502
2020,4,1,RR,1784
2020,4,1,RS,26717
2020,4,1,SC,11253
2020,4,1,SE,8891
2020,4,1,SP,85457
2020,4,1,TO,6488
2020,4,2,AC,61
2020,4,2,AL,158
2020,4,2,AM,102
2020,4,2,AP,32
2020,4,2,BA,405
2020,4,2,CE,261
2020,4,2,DF,71
2020,4,2,ES,105
2020,4,2,GO,314
2020,4,2,MA,227
2020,4,2,MG,385
2020,4,2,MS,116
2020,4,2,MT,136
2020,4,2,PA,267
2020,4,2,PB,224
2020,4,2,PE,336
2020,4,2,PI,141
2020,4,2,PR,247
2020,4,2,RJ,205
2020,4,2,RN,105
2020,4,2,RO,174
2020,4,2,RR,16
2020,4,2,RS,166
2020,4,2,SC,110
2020,4,2,SE,80
2020,4,2,SP,715
2020,4,2,TO,77
2020,4,3,AC,29
2020,4,3,AL,44
2020,4,3,AM,107
2020,4,3,AP,28
2020,4,3,BA,216
2020,4,3,CE,119
2020,4,3,DF,109
2020,4,3,ES,76
2020,4,3,GO,151
2020,4,3,MA,155
2020,4,3,MG,315
2020,4,3,MS,41
2020,4,3,MT,58
2020,4,3,PA,130
2020,4,3,PB,75
2020,4,3,PE,149
2020,4,3,PI,51
2020,4,3,PR,115
2020,4,3,RJ,259
2020,4,3,RN,38
2020,4,3,RO,37
2020,4,3,RR,16
2020,4,3,RS,131
2020,4,3,SC,69
2020,4,3,SE,38
2020,4,3,SP,474
2020,4,3,TO,52
2020,4,4,AL,1
2020,4,4,AM,2
2020,4,4,BA,4
2020,4,4,CE,6
2020,4,4,DF,2
2020,4,4,ES,1
2020,4,4,GO,4
2020,4,4,MA,5
2020,4,4,MG,8
2020,4,4,MS,1
2020,4,4,MT,1
2020,4,4,PA,4
2020,4,4,PB,1
2020,4,4,PE,4
2020,4,4,PI,3
2020,4,4,RJ,3
2020,4,4,RN,3
2020,4,4,RO,1
2020,4,4,RS,4
2020,4,4,SE,2
2020,4,4,SP,16
2020,4,4,TO,3
2020,5,0,AC,138
2020,5,0,AL,169
2020,5,0,AM,416
2020,5,0,AP,116
2020,5,0,BA,965
2020,5,0,CE,829
2020,5,0,DF,199
2020,5,0,ES,185
2020,5,0,GO,459
2020,5,0,MA,516
2020,5,0,MG,828
2020,5,0,MS,225
2020,5,0,MT,251
2020,5,0,PA,765
2020,5,0,PB,326
2020,5,0,PE,521
2020,5,0,PI,368
2020,5,0,PR,520
2020,5,0,RJ,576
2020,5,0,RN,249
2020,5,0,RO,172
2020,5,0,RR,37
2020,5,0,RS,625
2020,5,0,SC,297
2020,5,0,SE,302
2020,5,0,SP,1475
2020,5,0,TO,155
2020,5,1,AC,3110
2020,5,1,AL,8570
2020,5,1,AM,12617
2020,5,1,AP,3584
2020,5,1,BA,38892
2020,5,1,CE,23630
2020,5,1,DF,8786
2020,5,1,ES,8552
2020,5,1,GO,13994
2020,5,1,MA,20740
2020,5,1,MG,46158
2020,5,1,MS,5594
2020,5,1,MT,6720
2020,5,1,PA,25375
2020,5,1,PB,12499
2020,5,1,PE,23525
2020,5,1,PI,11116
2020,5,1,PR,15087
2020,5,1,RJ,32446
2020,5,1,RN,11052
2020,5,1,RO,4747
2020,5,1,RR,1286
2020,5,1,RS,19824
2020,5,1,SC,7416
2020,5,1,SE,7533
2020,5,1,SP,60339
2020,5,1,TO,4629
2020,5,2,AC,108
2020,5,2,AL,213
2020,5,2,AM,145
2020,5,2,AP,36
2020,5,2,BA,601
2020,5,2,CE,332
2020,5,2,DF,138
2020,5,2,ES,194
2020,5,2,GO,379
2020,5,2,MA,319
2020,5,2,MG,625
2020,5,2,MS,170
2020,5,2,MT,212
2020,5,2,PA,385
2020,5,2,PB,292
2020,5,2,PE,423
2020,5,2,PI,227
2020,5,2,PR,378
2020,5,2,RJ,335
2020,5,2,RN,152
2020,5,2,RO,237
2020,5,2,RR,24
2020,5,2,RS,277
2020,5,2,SC,143
2020,5,2,SE,114
2020,5,2,SP,1014
2020,5,2,TO,133
2020,5,3,AC,30
2020,5,3,AL,41
2020,5,3,AM,76
2020,5,3,AP,17
2020,5,3,BA,201
2020,5,3,CE,84
2020,5,3,DF,76
2020,5,3,ES,42
2020,5,3,GO,98
2020,5,3,MA,140
2020,5,3,MG,222
2020,5,3,MS,39
2020,5,3,MT,41
2020,5,3,PA,122
2020,5,3,PB,53
2020,5,3,PE,139
2020,5,3,PI,57
2020,5,3,PR,83
2020,5,3,RJ,193
2020,5,3,RN,52
2020,5,3,RO,50
2020,5,3,RR,11
2020,5,3,RS,106
2020,5,3,SC,55
2020,5,3,SE,34
2020,5,3,SP,330
2020,5,3,TO,33
2020,5,4,AL,4
2020,5,4,AM,6
2020,5,4,BA,7
2020,5,4,CE,6
2020,5,4,ES,1
2020,5,4,GO,2
2020,5,4,MA,3
2020,5,4,MG,8
2020,5,4,MS,3
2020,5,4,MT,3
2020,5,4,PA,3
2020,5,4,PB,3
2020,5,4,PE,2
2020,5,4,PI,4
2020,5,4,PR,4
2020,5,4,RJ,4
2020,5,4,RN,1
2020,5,4,RO,1
2020,5,4,SC,1
2020,5,4,SE,1
2020,5,4,SP,3
2020,6,0,AC,117
2020,6,0,AL,179
2020,6,0,AM,441
2020,6,0,AP,117
2020,6,0,BA,836
2020,6,0,CE,631
2020,6,0,DF,230
2020,6,0,ES,181
2020,6,0,GO,387
2020,6,0,MA,417
2020,6,0,MG,771
2020,6,0,MS,214
2020,6,0,MT,241
2020,6,0,PA,766
2020,6,0,PB,313
2020,6,0,PE,430
2020,6,0,PI,273
2020,6,0,PR,510
2020,6,0,RJ,489
2020,6,0,RN,251
2020,6,0,RO,180
2020,6,0,RR,37
2020,6,0,RS,668
2020,6,0,SC,343
2020,6,0,SE,206
2020,6,0,SP,1499
2020,6,0,TO,155
2020,6,1,AC,2683
2020,6,1,AL,6524
2020,6,1,AM,9530
2020,6,1,AP,2953
2020,6,1,BA,30229
2020,6,1,CE,16296
2020,6,1,DF,6813
2020,6,1,ES,6246
2020,6,1,GO,10238
2020,6,1,MA,15826
2020,6,1,MG,34658
2020,6,1,MS,4066
2020,6,1,MT,4845
2020,6,1,PA,20856
2020,6,1,PB,9923
2020,6,1,PE,17819
2020,6,1,PI,8398
2020,6,1,PR,11288
2020,6,1,RJ,24082
2020,6,1,RN,8559
2020,6,1,RO,3753
2020,6,1,RR,1015
2020,6,1,RS,14939
2020,6,1,SC,5268
2020,6,1,SE,5919
2020,6,1,SP,44339
2020,6,1,TO,3506
2020,6,2,AC,129
2020,6,2,AL,301
2020,6,2,AM,226
2020,6,2,AP,53
2020,6,2,BA,885
2020,6,2,CE,444
2020,6,2,DF,199
2020,6,2,ES,231
2020,6,2,GO,479
2020,6,2,MA,395
2020,6,2,MG,931
2020,6,2,MS,212
2020,6,2,MT,255
2020,6,2,PA,560
2020,6,2,PB,321
2020,6,2,PE,510
2020,6,2,PI,231
2020,6,2,PR,469
2020,6,2,RJ,518
2020,6,2,RN,268
2020,6,2,RO,293
2020,6,2,RR,37
2020,6,2,RS,339
2020,6,2,SC,171
2020,6,2,SE,120
2020,6,2,SP,1404
2020,6,2,TO,174
2020,6,3,AC,26
2020,6,3,AL,47
2020,6,3,AM,55
2020,6,3,AP,15
2020,6,3,BA,170
2020,6,3,CE,76
2020,6,3,DF,50
2020,6,3,ES,32
2020,6,3,GO,90
2020,6,3,MA,95
2020,6,3,MG,227
2020,6,3,MS,28
2020,6,3,MT,31
2020,6,3,PA,92
2020,6,3,PB,53
2020,6,3,PE,108
2020,6,3,PI,47
2020,6,3,PR,78
2020,6,3,RJ,138
2020,6,3,RN,38
2020,6,3,RO,46
2020,6,3,RR,10
2020,6,3,RS,91
2020,6,3,SC,37
2020,6,3,SE,39
2020,6,3,SP,309
2020,6,3,TO,26
2020,6,4,AL,4
2020,6,4,AM,1
2020,6,4,AP,2
2020,6,4,BA,6
2020,6,4,CE,4
2020,6,4,DF,1
2020,6,4,GO,3
2020,6,4,MA,2
2020,6,4,MG,7
2020,6,4,MS,2
2020,6,4,MT,3
2020,6,4,PA,4
2020,6,4,PE,2
2020,6,4,PI,2
2020,6,4,PR,5
2020,6,4,RJ,4
2020,6,4,RN,3
2020,6,4,RO,2
2020,6,4,RS,3
2020,6,4,SE,1
2020,6,4,SP,10
2020,6,4,TO,1
2020,6,0,AC,153
2020,6,0,AL,155
2020,6,0,AM,354
2020,6,0,AP,135
2020,6,0,BA,740
2020,6,0,CE,548
2020,6,0,DF,260
2020,6,0,ES,163
2020,6,0,GO,415
2020,6,0,MA,369
2020,6,0,MG,717
2020,6,0,MS,188
2020,6,0,MT,240
2020,6,0,PA,706
2020,6,0,PB,272
2020,6,0,PE,363
2020,6,0,PI,248
2020,6,0,PR,523
2020,6,0,RJ,506
2020,6,0,RN,237
2020,6,0,RO,177
2020,6,0,RR,47
2020,6,0,RS,645
2020,6,0,SC,306
2020,6,0,SE,173
2020,6,0,SP,1359
2020,6,0,TO,127
2020,6,1,AC,2130
2020,6,1,AL,4936
2020,6,1,AM,7816
2020,6,1,AP,2390
2020,6,1,BA,21866
2020,6,1,CE,11987
2020,6,1,DF,5507
2020,6,1,ES,4705
2020,6,1,GO,7795
2020,6,1,MA,11575
2020,6,1,MG,26100
2020,6,1,MS,3235
2020,6,1,MT,3801
2020,6,1,PA,15883
2020,6,1,PB,7707
2020,6,1,PE,13243
2020,6,1,PI,6492
2020,6,1,PR,8851
2020,6,1,RJ,17361
2020,6,1,RN,6785
2020,6,1,RO,2800
2020,6,1,RR,743
2020,6,1,RS,11261
2020,6,1,SC,4008
2020,6,1,SE,4268
2020,6,1,SP,34019
2020,6,1,TO,2611
2020,6,2,AC,159
2020,6,2,AL,341
2020,6,2,AM,285
2020,6,2,AP,69
2020,6,2,BA,1006
2020,6,2,CE,556
2020,6,2,DF,262
2020,6,2,ES,285
2020,6,2,GO,613
2020,6,2,MA,469
2020,6,2,MG,1095
2020,6,2,MS,257
2020,6,2,MT,348
2020,6,2,PA,654
2020,6,2,PB,437
2020,6,2,PE,691
2020,6,2,PI,279
2020,6,2,PR,575
2020,6,2,RJ,718
2020,6,2,RN,328
2020,6,2,RO,338
2020,6,2,RR,51
2020,6,2,RS,393
2020,6,2,SC,211
2020,6,2,SE,154
2020,6,2,SP,1893
2020,6,2,TO,182
2020,6,3,AC,21
2020,6,3,AL,57
2020,6,3,AM,55
2020,6,3,AP,18
2020,6,3,BA,147
2020,6,3,CE,84
2020,6,3,DF,56
2020,6,3,ES,34
2020,6,3,GO,109
2020,6,3,MA,104
2020,6,3,MG,199
2020,6,3,MS,42
2020,6,3,MT,47
2020,6,3,PA,102
2020,6,3,PB,55
2020,6,3,PE,82
2020,6,3,PI,37
2020,6,3,PR,80
2020,6,3,RJ,118
2020,6,3,RN,40
2020,6,3,RO,53
2020,6,3,RR,6
2020,6,3,RS,85
2020,6,3,SC,34
2020,6,3,SE,27
2020,6,3,SP,281
2020,6,3,TO,31
2020,6,4,AM,1
2020,6,4,BA,2
2020,6,4,CE,4
2020,6,4,DF,1
2020,6,4,ES,2
2020,6,4,GO,2
2020,6,4,MA,1
2020,6,4,MG,5
2020,6,4,MT,1
2020,6,4,PA,6
2020,6,4,PB,4
2020,6,4,PE,8
2020,6,4,PI,1
2020,6,4,PR,3
2020,6,4,RN,3
2020,6,4,RO,1
2020,6,4,RS,2
2020,6,4,SE,2
2020,6,4,SP,6
2020,6,0,AC,124
2020,6,0,AL,171
2020,6,0,AM,349
2020,6,0,AP,108
2020,6,0,BA,732
2020,6,0,CE,512
2020,6,0,DF,211
2020,6,0,ES,173
2020,6,0,GO,366
2020,6,0,MA,340
2020,6,0,MG,767
2020,6,0,MS,207
2020,6,0,MT,256
2020,6,0,PA,771
2020,6,0,PB,264
2020,6,0,PE,405
2020,6,0,PI,233
2020,6,0,PR,546
2020,6,0,RJ,517
2020,6,0,RN,228
2020,6,0,RO,190
2020,6,0,RR,46
2020,6,0,RS,677
2020,6,0,SC,342
2020,6,0,SE,138
2020,6,0,SP,1500
2020,6,0,TO,140
2020,6,1,AC,1874
2020,6,1,AL,4234
2020,6,1,AM,6787
2020,6,1,AP,2141
2020,6,1,BA,18566
2020,6,1,CE,10011
2020,6,1,DF,4408
2020,6,1,ES,3838
2020,6,1,GO,6247
2020,6,1,MA,9653
2020,6,1,MG,22131
2020,6,1,MS,2775
2020,6,1,MT,3372
2020,6,1,PA,13629
2020,6,1,PB,6558
2020,6,1,PE,10846
2020,6,1,PI,5312
2020,6,1,PR,7385
2020,6,1,RJ,15153
2020,6,1,RN,5668
2020,6,1,RO,2443
2020,6,1,RR,640
2020,6,1,RS,9438
2020,6,1,SC,3366
2020,6,1,SE,3596
2020,6,1,SP,28950
2020,6,1,TO,2153
2020,6,2,AC,210
2020,6,2,AL,444
2020,6,2,AM,394
2020,6,2,AP,72
2020,6,2,BA,1229
2020,6,2,CE,657
2020,6,2,DF,317
2020,6,2,ES,403
2020,6,2,GO,700
2020,6,2,MA,631
2020,6,2,MG,1443
2020,6,2,MS,318
2020,6,2,MT,364
2020,6,2,PA,886
2020,6,2,PB,570
2020,6,2,PE,824
2020,6,2,PI,342
2020,6,2,PR,689
2020,6,2,RJ,1001
2020,6,2,RN,397
2020,6,2,RO,372
2020,6,2,RR,54
2020,6,2,RS,493
2020,6,2,SC,305
2020,6,2,SE,191
2020,6,2,SP,2347
2020,6,2,TO,219
2020,6,3,AC,30
2020,6,3,AL,58
2020,6,3,AM,60
2020,6,3,AP,7
2020,6,3,BA,161
2020,6,3,CE,82
2020,6,3,DF,63
2020,6,3,ES,48
2020,6,3,GO,125
2020,6,3,MA,112
2020,6,3,MG,217
2020,6,3,MS,64
2020,6,3,MT,57
2020,6,3,PA,103
2020,6,3,PB,67
2020,6,3,PE,119
2020,6,3,PI,35
2020,6,3,PR,93
2020,6,3,RJ,119
2020,6,3,RN,47
2020,6,3,RO,67
2020,6,3,RR,7
2020,6,3,RS,106
2020,6,3,SC,48
2020,6,3,SE,37
2020,6,3,SP,429
2020,6,3,TO,29
2020,6,4,AC,2
2020,6,4,AL,3
2020,6,4,AM,1
2020,6,4,BA,7
2020,6,4,CE,2
2020,6,4,ES,1
2020,6,4,GO,3
2020,6,4,MA,4
2020,6,4,MG,7
2020,6,4,MS,2
2020,6,4,MT,1
2020,6,4,PA,3
2020,6,4,PB,1
2020,6,4,PI,1
2020,6,4,PR,4
2020,6,4,RJ,1
2020,6,4,RN,4
2020,6,4,RO,2
2020,6,4,RS,5
2020,6,4,SC,1
2020,6,4,SP,7
2020,6,4,TO,1
2020,6,0,AC,118
2020,6,0,AL,145
2020,6,0,AM,379
2020,6,0,AP,120
2020,6,0,BA,732
2020,6,0,CE,520
2020,6,0,DF,219
2020,6,0,ES,163
2020,6,0,GO,366
2020,6,0,MA,325
2020,6,0,MG,797
2020,6,0,MS,228
2020,6,0,MT,269
2020,6,0,PA,755
2020,6,0,PB,241
2020,6,0,PE,364
2020,6,0,PI,234
2020,6,0,PR,601
2020,6,0,RJ,534
2020,6,0,RN,259
2020,6,0,RO,182
2020,6,0,RR,44
2020,6,0,RS,650
2020,6,0,SC,346
2020,6,0,SE,161
2020,6,0,SP,1404
2020,6,0,TO,117
2020,6,1,AC,1481
2020,6,1,AL,3407
2020,6,1,AM,5747
2020,6,1,AP,1885
2020,6,1,BA,14538
2020,6,1,CE,8419
2020,6,1,DF,3733
2020,6,1,ES,2940
2020,6,1,GO,5141
2020,6,1,MA,8064
2020,6,1,MG,17784
2020,6,1,MS,2361
2020,6,1,MT,2877
2020,6,1,PA,11806
2020,6,1,PB,5458
2020,6,1,PE,9073
2020,6,1,PI,4406
2020,6,1,PR,6088
2020,6,1,RJ,11967
2020,6,1,RN,4683
2020,6,1,RO,2093
2020,6,1,RR,494
2020,6,1,RS,7869
2020,6,1,SC,2849
2020,6,1,SE,2960
2020,6,1,SP,23507
2020,6,1,TO,1757
2020,6,2,AC,215
2020,6,2,AL,488
2020,6,2,AM,453
2020,6,2,AP,114
2020,6,2,BA,1445
2020,6,2,CE,814
2020,6,2,DF,410
2020,6,2,ES,417
2020,6,2,GO,759
2020,6,2,MA,685
2020,6,2,MG,1631
2020,6,2,MS,372
2020,6,2,MT,412
2020,6,2,PA,1003
2020,6,2,PB,640
2020,6,2,PE,945
2020,6,2,PI,412
2020,6,2,PR,847
2020,6,2,RJ,1192
2020,6,2,RN,454
2020,6,2,RO,488
2020,6,2,RR,68
2020,6,2,RS,584
2020,6,2,SC,293
2020,6,2,SE,205
2020,6,2,SP,2670
2020,6,2,TO,232
2020,6,3,AC,28
2020,6,3,AL,60
2020,6,3,AM,64
2020,6,3,AP,14
2020,6,3,BA,182
2020,6,3,CE,102
2020,6,3,DF,68
2020,6,3,ES,52
2020,6,3,GO,134
2020,6,3,MA,91
2020,6,3,MG,249
2020,6,3,MS,60
2020,6,3,MT,68
2020,6,3,PA,142
2020,6,3,PB,82
2020,6,3,PE,143
2020,6,3,PI,51
2020,6,3,PR,121
2020,6,3,RJ,147
2020,6,3,RN,59
2020,6,3,RO,95
2020,6,3,RR,9
2020,6,3,RS,101
2020,6,3,SC,48
2020,6,3,SE,44
2020,6,3,SP,434
2020,6,3,TO,29
2020,6,4,AC,2
2020,6,4,AL,3
2020,6,4,AM,1
2020,6,4,AP,1
2020,6,4,BA,10
2020,6,4,CE,4
2020,6,4,ES,2
2020,6,4,GO,4
2020,6,4,MA,3
2020,6,4,MG,15
2020,6,4,MT,4
2020,6,4,PA,7
2020,6,4,PB,1
2020,6,4,PE,11
2020,6,4,PI,3
2020,6,4,PR,6
2020,6,4,RJ,6
2020,6,4,RN,2
2020,6,4,RO,1
2020,6,4,SC,1
2020,6,4,SE,1
2020,6,4,SP,16
2020,6,0,AC,119
2020,6,0,AL,161
2020,6,0,AM,396
2020,6,0,AP,114
2020,6,0,BA,729
2020,6,0,CE,513
2020,6,0,DF,215
2020,6,0,ES,163
2020,6,0,GO,343
2020,6,0,MA,350
2020,6,0,MG,758
2020,6,0,MS,196
2020,6,0,MT,280
2020,6,0,PA,817
2020,6,0,PB,280
2020,6,0,PE,357
2020,6,0,PI,210
2020,6,0,PR,578
2020,6,0,RJ,564
2020,6,0,RN,286
2020,6,0,RO,177
2020,6,0,RR,38
2020,6,0,RS,696
2020,6,0,SC,327
2020,6,0,SE,174
2020,6,0,SP,1387
2020,6,0,TO,112
2020,6,1,AC,1242
2020,6,1,AL,2865
2020,6,1,AM,4704
2020,6,1,AP,1532
2020,6,1,BA,12211
2020,6,1,CE,7173
2020,6,1,DF,3146
2020,6,1,ES,2472
2020,6,1,GO,4254
2020,6,1,MA,6423
2020,6,1,MG,14831
2020,6,1,MS,1956
2020,6,1,MT,2430
2020,6,1,PA,9675
2020,6,1,PB,4647
2020,6,1,PE,7418
2020,6,1,PI,3563
2020,6,1,PR,5077
2020,6,1,RJ,9887
2020,6,1,RN,4236
2020,6,1,RO,1764
2020,6,1,RR,412
2020,6,1,RS,6666
2020,6,1,SC,2473
2020,6,1,SE,2456
2020,6,1,SP,18956
2020,6,1,TO,1376
2020,6,2,AC,242
2020,6,2,AL,557
2020,6,2,AM,500
2020,6,2,AP,113
2020,6,2,BA,1520
2020,6,2,CE,884
2020,6,2,DF,475
2020,6,2,ES,430
2020,6,2,GO,852
2020,6,2,MA,744
2020,6,2,MG,1923
2020,6,2,MS,399
2020,6,2,MT,426
2020,6,2,PA,1108
2020,6,2,PB,744
2020,6,2,PE,1079
2020,6,2,PI,456
2020,6,2,PR,875
2020,6,2,RJ,1355
2020,6,2,RN,517
2020,6,2,RO,455
2020,6,2,RR,70
2020,6,2,RS,644
2020,6,2,SC,353
2020,6,2,SE,243
2020,6,2,SP,2886
2020,6,2,TO,218
2020,6,3,AC,36
2020,6,3,AL,84
2020,6,3,AM,76
2020,6,3,AP,13
2020,6,3,BA,185
2020,6,3,CE,123
2020,6,3,DF,68
2020,6,3,ES,55
2020,6,3,GO,153
2020,6,3,MA,100
2020,6,3,MG,307
2020,6,3,MS,64
2020,6,3,MT,80
2020,6,3,PA,121
2020,6,3,PB,105
2020,6,3,PE,160
2020,6,3,PI,54
2020,6,3,PR,157
2020,6,3,RJ,175
2020,6,3,RN,66
2020,6,3,RO,79
2020,6,3,RR,11
2020,6,3,RS,107
2020,6,3,SC,49
2020,6,3,SE,40
2020,6,3,SP,504
2020,6,3,TO,40
2020,6,4,AL,2
2020,6,4,AM,4
2020,6,4,BA,5
2020,6,4,CE,5
2020,6,4,ES,1
2020,6,4,GO,3
2020,6,4,MG,3
2020,6,4,MT,2
2020,6,4,PA,4
2020,6,4,PB,6
2020,6,4,PE,12
2020,6,4,PI,4
2020,6,4,PR,3
2020,6,4,RJ,5
2020,6,4,RN,1
2020,6,4,RO,3
2020,6,4,RS,4
2020,6,4,SC,1
2020,6,4,SE,1
2020,6,4,SP,9
2020,6,4,TO,1
2020,6,0,AC,524
2020,6,0,AL,676
2020,6,0,AM,1727
2020,6,0,AP,571
2020,6,0,BA,3047
2020,6,0,CE,1955
2020,6,0,DF,863
2020,6,0,ES,645
2020,6,0,GO,1334
2020,6,0,MA,1381
2020,6,0,MG,3302
2020,6,0,MS,930
2020,6,0,MT,1116
2020,6,0,PA,3632
2020,6,0,PB,1158
2020,6,0,PE,1644
2020,6,0,PI,952
2020,6,0,PR,2350
2020,6,0,RJ,2435
2020,6,0,RN,1244
2020,6,0,RO,782
2020,6,0,RR,178
2020,6,0,RS,2860
2020,6,0,SC,1362
2020,6,0,SE,663
2020,6,0,SP,5650
2020,6,0,TO,506
2020,6,1,AC,3588
2020,6,1,AL,7995
2020,6,1,AM,15002
2020,6,1,AP,4930
2020,6,1,BA,34453
2020,6,1,CE,19517
2020,6,1,DF,9011
2020,6,1,ES,6698
2020,6,1,GO,11715
2020,6,1,MA,17644
2020,6,1,MG,41664
2020,6,1,MS,6092
2020,6,1,MT,7269
2020,6,1,PA,30120
2020,6,1,PB,13389
2020,6,1,PE,20884
2020,6,1,PI,10179
2020,6,1,PR,14364
2020,6,1,RJ,27328
2020,6,1,RN,11720
2020,6,1,RO,5308
2020,6,1,RR,1222
2020,6,1,RS,19082
2020,6,1,SC,7088
2020,6,1,SE,7354
2020,6,1,SP,51713
2020,6,1,TO,3699
2020,6,2,AC,1203
2020,6,2,AL,2754
2020,6,2,AM,2676
2020,6,2,AP,696
2020,6,2,BA,7782
2020,6,2,CE,4692
2020,6,2,DF,2317
2020,6,2,ES,2408
2020,6,2,GO,4025
2020,6,2,MA,3846
2020,6,2,MG,10345
2020,6,2,MS,2102
2020,6,2,MT,2187
2020,6,2,PA,6219
2020,6,2,PB,3907
2020,6,2,PE,5727
2020,6,2,PI,2216
2020,6,2,PR,4470
2020,6,2,RJ,7360
2020,6,2,RN,2869
2020,6,2,RO,2354
2020,6,2,RR,328
2020,6,2,RS,3290
2020,6,2,SC,1806
2020,6,2,SE,1362
2020,6,2,SP,14575
2020,6,2,TO,1116
2020,6,3,AC,187
2020,6,3,AL,489
2020,6,3,AM,396
2020,6,3,AP,103
2020,6,3,BA,1084
2020,6,3,CE,728
2020,6,3,DF,404
2020,6,3,ES,418
2020,6,3,GO,812
2020,6,3,MA,584
2020,6,3,MG,1725
2020,6,3,MS,432
2020,6,3,MT,405
2020,6,3,PA,796
2020,6,3,PB,679
2020,6,3,PE,944
2020,6,3,PI,333
2020,6,3,PR,858
2020,6,3,RJ,1043
2020,6,3,RN,419
2020,6,3,RO,489
2020,6,3,RR,76
2020,6,3,RS,696
2020,6,3,SC,343
2020,6,3,SE,227
2020,6,3,SP,2869
2020,6,3,TO,221
2020,6,4,AC,11
2020,6,4,AL,14
2020,6,4,AM,16
2020,6,4,AP,4
2020,6,4,BA,46
2020,6,4,CE,32
2020,6,4,DF,7
2020,6,4,ES,10
2020,6,4,GO,25
2020,6,4,MA,16
2020,6,4,MG,50
2020,6,4,MS,12
2020,6,4,MT,8
2020,6,4,PA,40
2020,6,4,PB,30
2020,6,4,PE,24
2020,6,4,PI,13
2020,6,4,PR,27
2020,6,4,RJ,23
2020,6,4,RN,14
2020,6,4,RO,13
2020,6,4,RR,4
2020,6,4,RS,18
2020,6,4,SC,13
2020,6,4,SE,7
2020,6,4,SP,50
2020,6,4,TO,8
2020,6,0,AC,324
2020,6,0,AL,501
2020,6,0,AM,1380
2020,6,0,AP,563
2020,6,0,BA,2617
2020,6,0,CE,1623
2020,6,0,DF,675
2020,6,0,ES,471
2020,6,0,GO,933
2020,6,0,MA,1241
2020,6,0,MG,2534
2020,6,0,MS,664
2020,6,0,MT,817
2020,6,0,PA,3031
2020,6,0,PB,994
2020,6,0,PE,1326
2020,6,0,PI,792
2020,6,0,PR,1645
2020,6,0,RJ,1780
2020,6,0,RN,1053
2020,6,0,RO,584
2020,6,0,RR,120
2020,6,0,RS,2272
2020,6,0,SC,983
2020,6,0,SE,565
2020,6,0,SP,3993
2020,6,0,TO,340
2020,6,1,AC,1669
2020,6,1,AL,3414
2020,6,1,AM,7304
2020,6,1,AP,2670
2020,6,1,BA,16391
2020,6,1,CE,9182
2020,6,1,DF,4087
2020,6,1,ES,2864
2020,6,1,GO,4926
2020,6,1,MA,8538
2020,6,1,MG,16848
2020,6,1,MS,2842
2020,6,1,MT,3582
2020,6,1,PA,15009
2020,6,1,PB,6047
2020,6,1,PE,9481
2020,6,1,PI,5055
2020,6,1,PR,5719
2020,6,1,RJ,11705
2020,6,1,RN,5530
2020,6,1,RO,2630
2020,6,1,RR,573
2020,6,1,RS,8959
2020,6,1,SC,2980
2020,6,1,SE,3300
2020,6,1,SP,22277
2020,6,1,TO,1381
2020,6,2,AC,1089
2020,6,2,AL,2473
2020,6,2,AM,2753
2020,6,2,AP,721
2020,6,2,BA,7921
2020,6,2,CE,4933
2020,6,2,DF,2113
2020,6,2,ES,2287
2020,6,2,GO,3519
2020,6,2,MA,4233
2020,6,2,MG,10100
2020,6,2,MS,1926
2020,6,2,MT,1947
2020,6,2,PA,6618
2020,6,2,PB,4091
2020,6,2,PE,5811
2020,6,2,PI,2509
2020,6,2,PR,4026
2020,6,2,RJ,6514
2020,6,2,RN,3071
2020,6,2,RO,2055
2020,6,2,RR,286
2020,6,2,RS,3261
2020,6,2,SC,1578
2020,6,2,SE,1425
2020,6,2,SP,13473
2020,6,2,TO,934
2020,6,3,AC,266
2020,6,3,AL,528
2020,6,3,AM,491
2020,6,3,AP,103
2020,6,3,BA,1342
2020,6,3,CE,911
2020,6,3,DF,443
2020,6,3,ES,488
2020,6,3,GO,857
2020,6,3,MA,679
2020,6,3,MG,2018
2020,6,3,MS,473
2020,6,3,MT,467
2020,6,3,PA,959
2020,6,3,PB,861
2020,6,3,PE,1187
2020,6,3,PI,433
2020,6,3,PR,899
2020,6,3,RJ,1227
2020,6,3,RN,536
2020,6,3,RO,458
2020,6,3,RR,64
2020,6,3,RS,800
2020,6,3,SC,370
2020,6,3,SE,297
