NU_ANO,Q025,TP_SEXO,SG_UF_PROVA,QTD
2019,A,F,AC,11910
2019,A,F,AL,15727
2019,A,F,AM,32923
2019,A,F,AP,13010
2019,A,F,BA,64596
2019,A,F,CE,55707
2019,A,F,DF,9440
2019,A,F,ES,9337
2019,A,F,GO,19942
2019,A,F,MA,65783
2019,A,F,MG,56776
2019,A,F,MS,9867
2019,A,F,MT,13410
2019,A,F,PA,88471
2019,A,F,PB,21230
2019,A,F,PE,34253
2019,A,F,PI,32151
2019,A,F,PR,14666
2019,A,F,RJ,30292
2019,A,F,RN,16387
2019,A,F,RO,10386
2019,A,F,RR,3084
2019,A,F,RS,19720
2019,A,F,SC,5542
2019,A,F,SE,16143
2019,A,F,SP,56551
2019,A,F,TO,9983
2019,A,M,AC,7125
2019,A,M,AL,7926
2019,A,M,AM,21417
2019,A,M,AP,8119
2019,A,M,BA,28243
2019,A,M,CE,41026
2019,A,M,DF,4692
2019,A,M,ES,4891
2019,A,M,GO,10284
2019,A,M,MA,37511
2019,A,M,MG,26799
2019,A,M,MS,5229
2019,A,M,MT,7196
2019,A,M,PA,50563
2019,A,M,PB,12181
2019,A,M,PE,18506
2019,A,M,PI,18967
2019,A,M,PR,7745
2019,A,M,RJ,14223
2019,A,M,RN,9555
2019,A,M,RO,5492
2019,A,M,RR,1663
2019,A,M,RS,9447
2019,A,M,SC,2971
2019,A,M,SE,7850
2019,A,M,SP,27886
2019,A,M,TO,5644
2019,B,F,AC,10917
2019,B,F,AL,38335
2019,B,F,AM,35590
2019,B,F,AP,11962
2019,B,F,BA,184257
2019,B,F,CE,108491
2019,B,F,DF,47148
2019,B,F,ES,51016
2019,B,F,GO,81890
2019,B,F,MA,64984
2019,B,F,MG,266834
2019,B,F,MS,31388
2019,B,F,MT,39035
2019,B,F,PA,80205
2019,B,F,PB,63411
2019,B,F,PE,127998
2019,B,F,PI,40530
2019,B,F,PR,108839
2019,B,F,RJ,172867
2019,B,F,RN,52064
2019,B,F,RO,25360
2019,B,F,RR,4671
2019,B,F,RS,111730
2019,B,F,SC,60751
2019,B,F,SE,31154
2019,B,F,SP,425056
2019,B,F,TO,17990
2019,B,M,AC,8693
2019,B,M,AL,27836
2019,B,M,AM,28214
2019,B,M,AP,9512
2019,B,M,BA,118331
2019,B,M,CE,89760
2019,B,M,DF,34569
2019,B,M,ES,37029
2019,B,M,GO,57864
2019,B,M,MA,49796
2019,B,M,MG,184216
2019,B,M,MS,23909
2019,B,M,MT,28480
2019,B,M,PA,60354
2019,B,M,PB,50354
2019,B,M,PE,94560
2019,B,M,PI,30664
2019,B,M,PR,80056
2019,B,M,RJ,122334
2019,B,M,RN,41313
