NU_ANO,TP_SEXO,Q025,SG_UF_PROVA,QTD
2020,F,A,MG,47421
2020,F,A,MS,9590
2020,F,A,MT,12772
2020,F,A,PA,86929
2020,F,A,PB,17875
2020,F,A,PE,29905
2020,F,A,PI,27797
2020,F,A,PR,12882
2020,F,A,RJ,29928
2020,F,A,RN,13372
2020,F,A,RO,9240
2020,F,A,RR,3068
2020,F,A,RS,18521
2020,F,A,SC,5096
2020,F,A,SE,15138
2020,F,A,SP,50225
2020,F,A,TO,10644
2020,F,B,AC,13164
2020,F,B,AL,47511
2020,F,B,AM,54154
2020,F,B,AP,15931
2020,F,B,BA,221879
2020,F,B,CE,131765
2020,F,B,DF,58295
2020,F,B,ES,55166
2020,F,B,GO,104418
2020,F,B,MA,85247
2020,F,B,MG,301333
2020,F,B,MS,39494
2020,F,B,MT,47584
2020,F,B,PA,112585
2020,F,B,PB,76066
2020,F,B,PE,155035
2020,F,B,PI,52256
2020,F,B,PR,126621
2020,F,B,RJ,200666
2020,F,B,RN,61499
2020,F,B,RO,33043
2020,F,B,RR,7085
2020,F,B,RS,131887
2020,F,B,SC,66820
2020,F,B,SE,37499
2020,F,B,SP,476331
2020,F,B,TO,24584
2020,M,A,AC,6514
2020,M,A,AL,6913
2020,M,A,AM,26303
2020,M,A,AP,7079
2020,M,A,BA,25915
2020,M,A,CE,37658
2020,M,A,DF,4898
2020,M,A,ES,3970
2020,M,A,GO,11930
2020,M,A,MA,31668
2020,M,A,MG,22408
2020,M,A,MS,5506
2020,M,A,MT,6539
2020,M,A,PA,49272
2020,M,A,PB,10200
2020,M,A,PE,16963
2020,M,A,PI,15921
2020,M,A,PR,6998
2020,M,A,RJ,14361
2020,M,A,RN,7694
2020,M,A,RO,4799
2020,M,A,RR,1733
2020,M,A,RS,9206
2020,M,A,SC,2882
2020,M,A,SE,7595
2020,M,A,SP,26014
2020,M,A,TO,6044
2020,M,B,AC,10214
2020,M,B,AL,32927
2020,M,B,AM,42607
2020,M,B,AP,12543
2020,M,B,BA,138747
2020,M,B,CE,104903
2020,M,B,DF,40372
2020,M,B,ES,37680
2020,M,B,GO,72441
2020,M,B,MA,61825
2020,M,B,MG,197361
2020,M,B,MS,28034
2020,M,B,MT,32016
2020,M,B,PA,81521
2020,M,B,PB,57345
2020,M,B,PE,110969
2020,M,B,PI,37313
2020,M,B,PR,86710
2020,M,B,RJ,135732
2020,M,B,RN,46536
2020,M,B,RO,21559
2020,M,B,RR,4950
2020,M,B,RS,86260
2020,M,B,SC,43386
2020,M,B,SE,26661
2020,M,B,SP,329312
2020,M,B,TO,16969
2021,F,A,AC,3581
2021,F,A,AL,4241
2021,F,A,AM,16641
2021,F,A,AP,3005
2021,F,A,BA,19802
2021,F,A,CE,22057
2021,F,A,DF,2567
2021,F,A,ES,2322
2021,F,A,GO,7185
2021,F,A,MA,20131
2021,F,A,MG,12943
2021,F,A,MS,2394
2021,F,A,MT,3544
2021,F,A,PA,33618
2021,F,A,PB,6990
2021,F,A,PE,11603
2021,F,A,PI,9615
2021,F,A,PR,3048
2021,F,A,RJ,10445
2021,F,A,RN,4155
2021,F,A,RO,1950
2021,F,A,RR,695
2021,F,A,RS,4648
2021,F,A,SC,1471
2021,F,A,SE,5739
2021,F,A,SP,12033
2021,F,A,TO,3089
2021,F,B,AC,8800
2021,F,B,AL,31054
2021,F,B,AM,35459
2021,F,B,AP,10097
2021,F,B,BA,152195
2021,F,B,CE,102255
2021,F,B,DF,38600
2021,F,B,ES,36904
2021,F,B,GO,76543
2021,F,B,MA,59853
2021,F,B,MG,193801
2021,F,B,MS,24015
2021,F,B,MT,31816
2021,F,B,PA,82549
2021,F,B,PB,53948
2021,F,B,PE,106485
2021,F,B,PI,39849
2021,F,B,PR,86226
2021,F,B,RJ,137188
2021,F,B,RN,43663
2021,F,B,RO,18974
2021,F,B,RR,4393
2021,F,B,RS,90835
2021,F,B,SC,49346
2021,F,B,SE,27892
2021,F,B,SP,301657
2021,F,B,TO,16615
2021,M,A,AC,1846
2021,M,A,AL,1990
2021,M,A,AM,11915
2021,M,A,AP,1677
2021,M,A,BA,7794
2021,M,A,CE,18645
2021,M,A,DF,1164
2021,M,A,ES,1155
2021,M,A,GO,4455
2021,M,A,MA,9431
2021,M,A,MG,5736
2021,M,A,MS,1164
2021,M,A,MT,1543
2021,M,A,PA,16649
2021,M,A,PB,3737
2021,M,A,PE,6390
2021,M,A,PI,4790
2021,M,A,PR,1586
2021,M,A,RJ,4722
2021,M,A,RN,2375
2021,M,A,RO,1051
2021,M,A,RR,317
2021,M,A,RS,2129
2021,M,A,SC,793
2021,M,A,SE,2548
2021,M,A,SP,5780
2021,M,A,TO,1304
2021,M,B,AC,6109
2021,M,B,AL,19299
2021,M,B,AM,25763
2021,M,B,AP,6995
2021,M,B,BA,86403
2021,M,B,CE,77560
2021,M,B,DF,25170
2021,M,B,ES,23800
2021,M,B,GO,48732
2021,M,B,MA,38490
2021,M,B,MG,115349
2021,M,B,MS,14917
2021,M,B,MT,19182
2021,M,B,PA,53162
2021,M,B,PB,37327
2021,M,B,PE,69138
2021,M,B,PI,25715
2021,M,B,PR,53422
2021,M,B,RJ,85992
2021,M,B,RN,30626
2021,M,B,RO,10826
2021,M,B,RR,2651
2021,M,B,RS,52872
2021,M,B,SC,29155
2021,M,B,SE,17617
2021,M,B,SP,190483
2021,M,B,TO,9865
2022,F,A,AC,3666
2022,F,A,AL,4508
2022,F,A,AM,13327
2022,F,A,AP,3034
2022,F,A,BA,19808
2022,F,A,CE,19567
2022,F,A,DF,2172
2022,F,A,ES,2062
2022,F,A,GO,5713
2022,F,A,MA,18361
2022,F,A,MG,10759
2022,F,A,MS,2315
2022,F,A,MT,2987
2022,F,A,PA,33795
2022,F,A,PB,6737
2022,F,A,PE,10469
2022,F,A,PI,9026
2022,F,A,PR,2963
2022,F,A,RJ,11169
2022,F,A,RN,4532
2022,F,A,RO,1579
2022,F,A,RR,534
2022,F,A,RS,4227
2022,F,A,SC,1354
2022,F,A,SE,6018
2022,F,A,SP,11509
2022,F,A,TO,2425
2022,F,B,AC,9888
2022,F,B,AL,34327
2022,F,B,AM,33692
2022,F,B,AP,10536
2022,F,B,BA,151068
2022,F,B,CE,106328
2022,F,B,DF,37293
2022,F,B,ES,36736
2022,F,B,GO,78632
2022,F,B,MA,64017
2022,F,B,MG,182504
2022,F,B,MS,24980
2022,F,B,MT,33621
2022,F,B,PA,91675
2022,F,B,PB,54502
2022,F,B,PE,104253
2022,F,B,PI,42197
2022,F,B,PR,88610
2022,F,B,RJ,143964
2022,F,B,RN,47358
2022,F,B,RO,18440
2022,F,B,RR,4698
2022,F,B,RS,91018
2022,F,B,SC,50440
2022,F,B,SE,29827
2022,F,B,SP,319315
2022,F,B,TO,15984
2022,M,A,AC,1984
2022,M,A,AL,2195
2022,M,A,AM,8949
2022,M,A,AP,1708
2022,M,A,BA,7568
2022,M,A,CE,15979
2022,M,A,DF,1002
2022,M,A,ES,1023
2022,M,A,GO,3274
2022,M,A,MA,8769
2022,M,A,MG,4656
2022,M,A,MS,1067
2022,M,A,MT,1391
2022,M,A,PA,16843
2022,M,A,PB,3546
2022,M,A,PE,5269
2022,M,A,PI,4504
2022,M,A,PR,1502
2022,M,A,RJ,4793
2022,M,A,RN,2414
2022,M,A,RO,847
2022,M,A,RR,292
2022,M,A,RS,1938
2022,M,A,SC,752
2022,M,A,SE,2674
2022,M,A,SP,5593
2022,M,A,TO,1225
2022,M,B,AC,7063
2022,M,B,AL,22915
2022,M,B,AM,25018
2022,M,B,AP,7396
2022,M,B,BA,86722
2022,M,B,CE,84503
2022,M,B,DF,24934
2022,M,B,ES,23879
2022,M,B,GO,54003
2022,M,B,MA,41769
2022,M,B,MG,111862
2022,M,B,MS,16321
2022,M,B,MT,21382
2022,M,B,PA,60308
2022,M,B,PB,38453
2022,M,B,PE,69604
2022,M,B,PI,28673
2022,M,B,PR,57321
2022,M,B,RJ,90964
2022,M,B,RN,33745
2022,M,B,RO,11103
2022,M,B,RR,2910
2022,M,B,RS,55112
2022,M,B,SC,30245
2022,M,B,SE,19793
2022,M,B,SP,208025
2022,M,B,TO,9806
2023,F,A,AC,3575
2023,F,A,AL,6502
2023,F,A,AM,14746
2023,F,A,AP,3593
2023,F,A,BA,26126
2023,F,A,CE,20106
2023,F,A,DF,2821
2023,F,A,ES,2358
2023,F,A,GO,6139
2023,F,A,MA,22548
2023,F,A,MG,13539
2023,F,A,MS,2194
2023,F,A,MT,3228
2023,F,A,PA,35776
2023,F,A,PB,9062
2023,F,A,PE,13039
2023,F,A,PI,10293
2023,F,A,PR,3627
2023,F,A,RJ,14707
2023,F,A,RN,5554
2023,F,A,RO,1839
2023,F,A,RR,658
2023,F,A,RS,4460
2023,F,A,SC,1623
2023,F,A,SE,6670
2023,F,A,SP,14009
2023,F,A,TO,2563
2023,F,B,AC,11171
2023,F,B,AL,43932
2023,F,B,AM,39888
2023,F,B,AP,13400
2023,F,B,BA,184832
2023,F,B,CE,115615
2023,F,B,DF,41372
2023,F,B,ES,42806
2023,F,B,GO,83381
2023,F,B,MA,80623
2023,F,B,MG,210761
2023,F,B,MS,26834
2023,F,B,MT,36294
2023,F,B,PA,107244
2023,F,B,PB,64481
2023,F,B,PE,119772
2023,F,B,PI,50462
2023,F,B,PR,98038
2023,F,B,RJ,160765
2023,F,B,RN,53780
2023,F,B,RO,20598
2023,F,B,RR,5419
2023,F,B,RS,95767
2023,F,B,SC,55070
2023,F,B,SE,33858
2023,F,B,SP,345766
2023,F,B,TO,17901
2023,M,A,AC,1881
2023,M,A,AL,3054
2023,M,A,AM,9238
2023,M,A,AP,2061
2023,M,A,BA,9813
2023,M,A,CE,14582
2023,M,A,DF,1285
2023,M,A,ES,1115
2023,M,A,GO,3197
2023,M,A,MA,10393
2023,M,A,MG,5690
2023,M,A,MS,1082
2023,M,A,MT,1535
2023,M,A,PA,17623
2023,M,A,PB,4851
2023,M,A,PE,6331
2023,M,A,PI,5183
2023,M,A,PR,1776
2023,M,A,RJ,6035
2023,M,A,RN,2774
2023,M,A,RO,878
2023,M,A,RR,302
2023,M,A,RS,1972
2023,M,A,SC,820
2023,M,A,SE,2916
2023,M,A,SP,6560
2023,M,A,TO,1202
2023,M,B,AC,7647
2023,M,B,AL,29272
2023,M,B,AM,29044
2023,M,B,AP,9753
2023,M,B,BA,103497
2023,M,B,CE,91657
2023,M,B,DF,27497
2023,M,B,ES,27445
2023,M,B,GO,56393
2023,M,B,MA,52192
2023,M,B,MG,128585
2023,M,B,MS,17345
2023,M,B,MT,22855
2023,M,B,PA,68519
2023,M,B,PB,46117
2023,M,B,PE,79717
2023,M,B,PI,33701
2023,M,B,PR,63065
2023,M,B,RJ,100789
2023,M,B,RN,38598
2023,M,B,RO,12723
2023,M,B,RR,3260
2023,M,B,RS,57720
2023,M,B,SC,33750
2023,M,B,SE,22096
2023,M,B,SP,224432
2023,M,B,TO,10952
