NU_ANO,TP_FAIXA_ETARIA,Q024,SG_UF_PROVA,QTD
2019,4,B,SE,2534
2019,4,B,SP,43084
2019,4,B,TO,1871
2019,4,C,AC,84
2019,4,C,AL,321
2019,4,C,AM,445
2019,4,C,AP,134
2019,4,C,BA,1725
2019,4,C,CE,1175
2019,4,C,DF,1225
2019,4,C,ES,1013
2019,4,C,GO,1102
2019,4,C,MA,520
2019,4,C,MG,5449
2019,4,C,MS,430
2019,4,C,MT,556
2019,4,C,PA,768
2019,4,C,PB,594
2019,4,C,PE,1266
2019,4,C,PI,476
2019,4,C,PR,2410
2019,4,C,RJ,4246
2019,4,C,RN,657
2019,4,C,RO,343
2019,4,C,RR,96
2019,4,C,RS,2873
2019,4,C,SC,1397
2019,4,C,SE,286
2019,4,C,SP,9085
2019,4,C,TO,204
2019,4,D,AC,27
2019,4,D,AL,97
2019,4,D,AM,109
2019,4,D,AP,35
2019,4,D,BA,440
2019,4,D,CE,312
2019,4,D,DF,482
2019,4,D,ES,250
2019,4,D,GO,275
2019,4,D,MA,137
2019,4,D,MG,1491
2019,4,D,MS,120
2019,4,D,MT,135
2019,4,D,PA,190
2019,4,D,PB,172
2019,4,D,PE,336
2019,4,D,PI,141
2019,4,D,PR,688
2019,4,D,RJ,1334
2019,4,D,RN,188
2019,4,D,RO,49
2019,4,D,RR,34
2019,4,D,RS,804
2019,4,D,SC,424
2019,4,D,SE,90
2019,4,D,SP,2699
2019,4,D,TO,68
2019,4,E,AC,5
2019,4,E,AL,31
2019,4,E,AM,33
2019,4,E,AP,14
2019,4,E,BA,123
2019,4,E,CE,137
2019,4,E,DF,223
2019,4,E,ES,100
2019,4,E,GO,101
2019,4,E,MA,53
2019,4,E,MG,612
2019,4,E,MS,33
2019,4,E,MT,55
2019,4,E,PA,66
2019,4,E,PB,69
2019,4,E,PE,163
2019,4,E,PI,44
2019,4,E,PR,266
2019,4,E,RJ,570
2019,4,E,RN,58
2019,4,E,RO,14
2019,4,E,RR,14
2019,4,E,RS,272
2019,4,E,SC,126
2019,4,E,SE,32
2019,4,E,SP,1239
2019,4,E,TO,20
2019,5,A,AC,2427
2019,5,A,AL,5144
2019,5,A,AM,6532
2019,5,A,AP,2642
2019,5,A,BA,22630
2019,5,A,CE,15091
2019,5,A,DF,2879
2019,5,A,ES,3521
2019,5,A,GO,5455
2019,5,A,MA,15011
2019,5,A,MG,15891
2019,5,A,MS,2322
2019,5,A,MT,2883
2019,5,A,PA,18133
2019,5,A,PB,7521
2019,5,A,PE,12926
2019,5,A,PI,7544
2019,5,A,PR,4520
2019,5,A,RJ,11886
2019,5,A,RN,6175
2019,5,A,RO,2505
2019,5,A,RR,606
2019,5,A,RS,6313
2019,5,A,SC,2095
2019,5,A,SE,4855
2019,5,A,SP,17690
2019,5,A,TO,2459
2019,5,B,AC,822
2019,5,B,AL,2510
2019,5,B,AM,2648
2019,5,B,AP,759
2019,5,B,BA,13449
2019,5,B,CE,6946
2019,5,B,DF,3767
2019,5,B,ES,4495
2019,5,B,GO,5427
2019,5,B,MA,4442
2019,5,B,MG,23747
2019,5,B,MS,1994
2019,5,B,MT,2664
2019,5,B,PA,5329
2019,5,B,PB,4170
2019,5,B,PE,8045
2019,5,B,PI,2827
2019,5,B,PR,7439
2019,5,B,RJ,14696
2019,5,B,RN,4168
2019,5,B,RO,1745
2019,5,B,RR,383
2019,5,B,RS,10006
2019,5,B,SC,3526
2019,5,B,SE,2046
2019,5,B,SP,28200
2019,5,B,TO,1353
2019,5,C,AC,76
2019,5,C,AL,224
2019,5,C,AM,283
2019,5,C,AP,88
2019,5,C,BA,1164
2019,5,C,CE,794
2019,5,C,DF,818
2019,5,C,ES,626
2019,5,C,GO,740
2019,5,C,MA,401
2019,5,C,MG,3719
2019,5,C,MS,268
2019,5,C,MT,375
2019,5,C,PA,544
2019,5,C,PB,472
2019,5,C,PE,842
2019,5,C,PI,302
2019,5,C,PR,1554
2019,5,C,RJ,2537
2019,5,C,RN,487
2019,5,C,RO,179
2019,5,C,RR,57
2019,5,C,RS,1963
2019,5,C,SC,732
2019,5,C,SE,201
2019,5,C,SP,5237
2019,5,C,TO,172
2019,5,D,AC,17
2019,5,D,AL,62
2019,5,D,AM,83
2019,5,D,AP,22
2019,5,D,BA,273
2019,5,D,CE,206
2019,5,D,DF,309
2019,5,D,ES,163
2019,5,D,GO,188
2019,5,D,MA,74
2019,5,D,MG,937
2019,5,D,MS,75
2019,5,D,MT,96
2019,5,D,PA,131
2019,5,D,PB,126
2019,5,D,PE,238
2019,5,D,PI,67
2019,5,D,PR,434
2019,5,D,RJ,717
2019,5,D,RN,128
2019,5,D,RO,45
2019,5,D,RR,12
2019,5,D,RS,479
2019,5,D,SC,212
2019,5,D,SE,51
2019,5,D,SP,1470
2019,5,D,TO,37
2019,5,E,AC,4
2019,5,E,AL,27
2019,5,E,AM,24
2019,5,E,AP,7
2019,5,E,BA,89
2019,5,E,CE,84
2019,5,E,DF,175
2019,5,E,ES,62
2019,5,E,GO,68
2019,5,E,MA,26
2019,5,E,MG,371
2019,5,E,MS,25
2019,5,E,MT,29
2019,5,E,PA,37
2019,5,E,PB,50
2019,5,E,PE,96
2019,5,E,PI,28
2019,5,E,PR,154
2019,5,E,RJ,303
2019,5,E,RN,48
2019,5,E,RO,6
2019,5,E,RR,7
2019,5,E,RS,181
2019,5,E,SC,74
2019,5,E,SE,21
2019,5,E,SP,599
2019,5,E,TO,17
2019,6,A,AC,1951
2019,6,A,AL,3860
2019,6,A,AM,5124
2019,6,A,AP,2003
2019,6,A,BA,15600
2019,6,A,CE,9192
2019,6,A,DF,2167
2019,6,A,ES,2427
2019,6,A,GO,3906
2019,6,A,MA,10297
2019,6,A,MG,11183
2019,6,A,MS,1821
2019,6,A,MT,2165
2019,6,A,PA,13668
2019,6,A,PB,5565
2019,6,A,PE,8793
2019,6,A,PI,5553
2019,6,A,PR,3279
2019,6,A,RJ,7723
2019,6,A,RN,4611
2019,6,A,RO,1942
2019,6,A,RR,441
2019,6,A,RS,4590
2019,6,A,SC,1507
2019,6,A,SE,3431
2019,6,A,SP,12734
2019,6,A,TO,1784
2019,6,B,AC,614
2019,6,B,AL,1962
2019,6,B,AM,2119
2019,6,B,AP,628
2019,6,B,BA,9738
2019,6,B,CE,4918
2019,6,B,DF,2834
2019,6,B,ES,3133
2019,6,B,GO,3890
2019,6,B,MA,3214
2019,6,B,MG,16776
2019,6,B,MS,1538
2019,6,B,MT,1932
2019,6,B,PA,3945
2019,6,B,PB,3217
2019,6,B,PE,5802
2019,6,B,PI,2210
2019,6,B,PR,5356
2019,6,B,RJ,9849
2019,6,B,RN,3119
2019,6,B,RO,1372
2019,6,B,RR,271
2019,6,B,RS,7015
2019,6,B,SC,2454
2019,6,B,SE,1563
2019,6,B,SP,19987
2019,6,B,TO,934
2019,6,C,AC,78
2019,6,C,AL,172
2019,6,C,AM,252
2019,6,C,AP,65
2019,6,C,BA,764
2019,6,C,CE,607
2019,6,C,DF,548
2019,6,C,ES,419
2019,6,C,GO,490
2019,6,C,MA,298
2019,6,C,MG,2388
2019,6,C,MS,185
2019,6,C,MT,226
2019,6,C,PA,373
2019,6,C,PB,342
2019,6,C,PE,603
2019,6,C,PI,189
2019,6,C,PR,1057
2019,6,C,RJ,1670
2019,6,C,RN,330
2019,6,C,RO,119
2019,6,C,RR,47
2019,6,C,RS,1224
2019,6,C,SC,484
2019,6,C,SE,157
2019,6,C,SP,3389
2019,6,C,TO,78
2019,6,D,AC,9
2019,6,D,AL,36
2019,6,D,AM,45
2019,6,D,AP,18
2019,6,D,BA,193
2019,6,D,CE,136
2019,6,D,DF,222
2019,6,D,ES,102
2019,6,D,GO,119
2019,6,D,MA,64
2019,6,D,MG,611
2019,6,D,MS,49
2019,6,D,MT,62
2019,6,D,PA,73
2019,6,D,PB,99
2019,6,D,PE,178
2019,6,D,PI,59
2019,6,D,PR,289
2019,6,D,RJ,430
2019,6,D,RN,97
2019,6,D,RO,23
2019,6,D,RR,12
2019,6,D,RS,325
2019,6,D,SC,141
2019,6,D,SE,36
2019,6,D,SP,917
2019,6,D,TO,19
2019,6,E,AC,3
2019,6,E,AL,17
2019,6,E,AM,24
2019,6,E,AP,5
2019,6,E,BA,64
2019,6,E,CE,55
2019,6,E,DF,121
2019,6,E,ES,31
2019,6,E,GO,31
2019,6,E,MA,15
2019,6,E,MG,266
2019,6,E,MS,17
2019,6,E,MT,21
2019,6,E,PA,30
2019,6,E,PB,36
2019,6,E,PE,54
2019,6,E,PI,20
2019,6,E,PR,98
2019,6,E,RJ,224
2019,6,E,RN,35
2019,6,E,RO,6
2019,6,E,RR,3
2019,6,E,RS,133
2019,6,E,SC,35
2019,6,E,SE,13
2019,6,E,SP,319
2019,6,E,TO,6
2019,6,A,AC,1705
2019,6,A,AL,3146
2019,6,A,AM,4139
2019,6,A,AP,1695
2019,6,A,BA,12234
2019,6,A,CE,6795
2019,6,A,DF,1666
2019,6,A,ES,1964
2019,6,A,GO,3161
2019,6,A,MA,8160
2019,6,A,MG,9348
2019,6,A,MS,1544
2019,6,A,MT,1769
2019,6,A,PA,11145
2019,6,A,PB,4495
2019,6,A,PE,6847
2019,6,A,PI,4131
2019,6,A,PR,2753
2019,6,A,RJ,6438
2019,6,A,RN,3648
2019,6,A,RO,1606
2019,6,A,RR,372
2019,6,A,RS,3804
2019,6,A,SC,1213
2019,6,A,SE,2778
2019,6,A,SP,10482
2019,6,A,TO,1366
2019,6,B,AC,551
2019,6,B,AL,1508
2019,6,B,AM,1766
2019,6,B,AP,481
2019,6,B,BA,8185
2019,6,B,CE,4113
2019,6,B,DF,2139
2019,6,B,ES,2386
2019,6,B,GO,2966
2019,6,B,MA,2684
2019,6,B,MG,13199
2019,6,B,MS,1242
2019,6,B,MT,1631
2019,6,B,PA,3293
2019,6,B,PB,2843
2019,6,B,PE,4763
2019,6,B,PI,1774
2019,6,B,PR,4459
2019,6,B,RJ,7955
2019,6,B,RN,2604
2019,6,B,RO,1213
2019,6,B,RR,243
2019,6,B,RS,5458
2019,6,B,SC,1932
2019,6,B,SE,1274
2019,6,B,SP,15799
2019,6,B,TO,763
2019,6,C,AC,32
2019,6,C,AL,144
2019,6,C,AM,186
2019,6,C,AP,45
2019,6,C,BA,617
2019,6,C,CE,476
2019,6,C,DF,441
2019,6,C,ES,326
2019,6,C,GO,349
2019,6,C,MA,213
2019,6,C,MG,1949
2019,6,C,MS,170
2019,6,C,MT,206
2019,6,C,PA,313
2019,6,C,PB,286
2019,6,C,PE,490
2019,6,C,PI,144
2019,6,C,PR,851
2019,6,C,RJ,1278
2019,6,C,RN,319
2019,6,C,RO,105
2019,6,C,RR,38
2019,6,C,RS,989
2019,6,C,SC,381
2019,6,C,SE,127
2019,6,C,SP,2480
2019,6,C,TO,75
2019,6,D,AC,9
2019,6,D,AL,31
2019,6,D,AM,39
2019,6,D,AP,13
2019,6,D,BA,137
2019,6,D,CE,99
2019,6,D,DF,150
2019,6,D,ES,81
2019,6,D,GO,94
2019,6,D,MA,43
2019,6,D,MG,489
2019,6,D,MS,41
2019,6,D,MT,38
2019,6,D,PA,71
2019,6,D,PB,64
2019,6,D,PE,126
2019,6,D,PI,44
2019,6,D,PR,235
2019,6,D,RJ,356
2019,6,D,RN,55
2019,6,D,RO,16
2019,6,D,RR,10
2019,6,D,RS,243
2019,6,D,SC,96
2019,6,D,SE,31
2019,6,D,SP,603
2019,6,D,TO,17
2019,6,E,AC,3
2019,6,E,AL,11
2019,6,E,AM,10
2019,6,E,AP,4
2019,6,E,BA,30
2019,6,E,CE,35
2019,6,E,DF,76
2019,6,E,ES,29
2019,6,E,GO,27
2019,6,E,MA,12
2019,6,E,MG,191
2019,6,E,MS,15
2019,6,E,MT,15
2019,6,E,PA,19
2019,6,E,PB,37
2019,6,E,PE,47
2019,6,E,PI,4
2019,6,E,PR,69
2019,6,E,RJ,146
2019,6,E,RN,21
2019,6,E,RO,5
2019,6,E,RR,4
2019,6,E,RS,79
2019,6,E,SC,27
2019,6,E,SE,9
2019,6,E,SP,213
2019,6,E,TO,7
2019,6,A,AC,1303
2019,6,A,AL,2486
2019,6,A,AM,3568
2019,6,A,AP,1500
2019,6,A,BA,9793
2019,6,A,CE,5370
2019,6,A,DF,1393
2019,6,A,ES,1516
2019,6,A,GO,2526
2019,6,A,MA,6495
2019,6,A,MG,7262
2019,6,A,MS,1299
2019,6,A,MT,1545
2019,6,A,PA,9524
2019,6,A,PB,3488
2019,6,A,PE,5397
2019,6,A,PI,3313
2019,6,A,PR,2296
2019,6,A,RJ,4932
2019,6,A,RN,3006
2019,6,A,RO,1466
2019,6,A,RR,296
2019,6,A,RS,3118
2019,6,A,SC,1139
2019,6,A,SE,2128
2019,6,A,SP,8756
2019,6,A,TO,1095
2019,6,B,AC,513
2019,6,B,AL,1342
2019,6,B,AM,1505
2019,6,B,AP,452
2019,6,B,BA,6345
2019,6,B,CE,3242
2019,6,B,DF,1686
2019,6,B,ES,1878
2019,6,B,GO,2450
2019,6,B,MA,2344
2019,6,B,MG,10513
2019,6,B,MS,1012
2019,6,B,MT,1356
2019,6,B,PA,2835
2019,6,B,PB,2379
2019,6,B,PE,3924
2019,6,B,PI,1437
2019,6,B,PR,3564
2019,6,B,RJ,6312
2019,6,B,RN,2100
2019,6,B,RO,1009
2019,6,B,RR,189
2019,6,B,RS,4533
2019,6,B,SC,1485
2019,6,B,SE,1049
2019,6,B,SP,12321
2019,6,B,TO,636
2019,6,C,AC,28
2019,6,C,AL,100
2019,6,C,AM,160
2019,6,C,AP,44
2019,6,C,BA,490
2019,6,C,CE,388
2019,6,C,DF,334
2019,6,C,ES,234
2019,6,C,GO,307
2019,6,C,MA,173
2019,6,C,MG,1540
2019,6,C,MS,132
2019,6,C,MT,149
2019,6,C,PA,226
2019,6,C,PB,244
2019,6,C,PE,401
2019,6,C,PI,123
2019,6,C,PR,634
2019,6,C,RJ,907
2019,6,C,RN,213
2019,6,C,RO,91
2019,6,C,RR,16
2019,6,C,RS,737
2019,6,C,SC,252
2019,6,C,SE,98
2019,6,C,SP,1886
2019,6,C,TO,52
2019,6,D,AC,13
2019,6,D,AL,22
2019,6,D,AM,27
2019,6,D,AP,8
2019,6,D,BA,111
2019,6,D,CE,68
2019,6,D,DF,88
2019,6,D,ES,60
2019,6,D,GO,78
2019,6,D,MA,38
2019,6,D,MG,371
2019,6,D,MS,26
2019,6,D,MT,35
2019,6,D,PA,52
2019,6,D,PB,72
2019,6,D,PE,108
2019,6,D,PI,30
2019,6,D,PR,140
2019,6,D,RJ,244
2019,6,D,RN,57
2019,6,D,RO,15
2019,6,D,RR,6
2019,6,D,RS,157
2019,6,D,SC,67
2019,6,D,SE,19
2019,6,D,SP,453
2019,6,D,TO,8
2019,6,E,AC,6
2019,6,E,AL,4
2019,6,E,AM,11
2019,6,E,AP,1
2019,6,E,BA,23
2019,6,E,CE,31
2019,6,E,DF,58
2019,6,E,ES,15
2019,6,E,GO,24
2019,6,E,MA,10
2019,6,E,MG,162
2019,6,E,MS,16
2019,6,E,MT,6
2019,6,E,PA,16
2019,6,E,PB,30
2019,6,E,PE,44
2019,6,E,PI,10
2019,6,E,PR,61
2019,6,E,RJ,104
2019,6,E,RN,25
2019,6,E,RO,3
2019,6,E,RR,4
2019,6,E,RS,65
2019,6,E,SC,23
2019,6,E,SE,4
2019,6,E,SP,170
2019,6,A,AC,1226
2019,6,A,AL,2150
2019,6,A,AM,2955
2019,6,A,AP,1253
2019,6,A,BA,7956
2019,6,A,CE,4371
2019,6,A,DF,1196
2019,6,A,ES,1318
2019,6,A,GO,2185
2019,6,A,MA,5157
2019,6,A,MG,6111
2019,6,A,MS,1147
2019,6,A,MT,1279
2019,6,A,PA,7670
2019,6,A,PB,2997
2019,6,A,PE,4387
2019,6,A,PI,2588
2019,6,A,PR,1979
2019,6,A,RJ,4053
2019,6,A,RN,2630
2019,6,A,RO,1248
2019,6,A,RR,262
2019,6,A,RS,2693
2019,6,A,SC,977
2019,6,A,SE,1683
2019,6,A,SP,7065
2019,6,A,TO,872
2019,6,B,AC,380
2019,6,B,AL,1125
2019,6,B,AM,1288
2019,6,B,AP,355
2019,6,B,BA,5388
