NU_ANO,TP_COR_RACA,Q006,SG_UF_PROVA,QTD
2019,0,D,MA,174
2019,0,D,MG,1133
2019,0,D,MS,144
2019,0,D,MT,195
2019,0,D,PA,290
2019,0,D,PB,181
2019,0,D,PE,406
2019,0,D,PI,98
2019,0,D,PR,502
2019,0,D,RJ,770
2019,0,D,RN,160
2019,0,D,RO,100
2019,0,D,RR,7
2019,0,D,RS,535
2019,0,D,SC,323
2019,0,D,SE,88
2019,0,D,SP,1521
2019,0,D,TO,47
2019,0,D,AC,21
2019,0,D,AL,64
2019,0,D,AM,62
2019,0,D,AP,19
2019,0,D,BA,262
2019,0,D,CE,140
2019,0,D,DF,127
2019,0,D,ES,100
2019,0,D,GO,287
2019,0,D,MA,79
2019,0,D,MG,731
2019,0,D,MS,59
2019,0,D,MT,109
2019,0,D,PA,122
2019,0,D,PB,83
2019,0,D,PE,206
2019,0,D,PI,68
2019,0,D,PR,242
2019,0,D,RJ,412
2019,0,D,RN,89
2019,0,D,RO,50
2019,0,D,RR,2
2019,0,D,RS,294
2019,0,D,SC,174
2019,0,D,SE,48
2019,0,D,SP,761
2019,0,D,TO,29
2019,0,E,AC,30
2019,0,E,AL,81
2019,0,E,AM,75
2019,0,E,AP,32
2019,0,E,BA,316
2019,0,E,CE,208
2019,0,E,DF,147
2019,0,E,ES,121
2019,0,E,GO,362
2019,0,E,MA,98
2019,0,E,MG,921
2019,0,E,MS,79
2019,0,E,MT,118
2019,0,E,PA,156
2019,0,E,PB,119
2019,0,E,PE,254
2019,0,E,PI,68
2019,0,E,PR,324
2019,0,E,RJ,535
2019,0,E,RN,98
2019,0,E,RO,54
2019,0,E,RR,15
2019,0,E,RS,410
2019,0,E,SC,261
2019,0,E,SE,48
2019,0,E,SP,1059
2019,0,E,TO,47
2019,0,F,AC,12
2019,0,F,AL,69
2019,0,F,AM,53
2019,0,F,AP,25
2019,0,F,BA,237
2019,0,F,CE,131
2019,0,F,DF,129
2019,0,F,ES,75
2019,0,F,GO,272
2019,0,F,MA,66
2019,0,F,MG,609
2019,0,F,MS,54
2019,0,F,MT,75
2019,0,F,PA,113
2019,0,F,PB,90
2019,0,F,PE,191
2019,0,F,PI,55
2019,0,F,PR,211
2019,0,F,RJ,371
2019,0,F,RN,63
2019,0,F,RO,39
2019,0,F,RR,4
2019,0,F,RS,219
2019,0,F,SC,128
2019,0,F,SE,53
2019,0,F,SP,733
2019,0,F,TO,29
2019,0,G,AC,13
2019,0,G,AL,44
2019,0,G,AM,38
2019,0,G,AP,13
2019,0,G,BA,208
2019,0,G,CE,107
2019,0,G,DF,128
2019,0,G,ES,59
2019,0,G,GO,189
2019,0,G,MA,59
2019,0,G,MG,476
2019,0,G,MS,46
2019,0,G,MT,56
2019,0,G,PA,95
2019,0,G,PB,62
2019,0,G,PE,133
2019,0,G,PI,41
2019,0,G,PR,156
2019,0,G,RJ,287
2019,0,G,RN,61
2019,0,G,RO,19
2019,0,G,RR,11
2019,0,G,RS,163
2019,0,G,SC,105
2019,0,G,SE,31
2019,0,G,SP,586
2019,0,G,TO,17
2019,0,G,AC,18
2019,0,G,AL,28
2019,0,G,AM,27
2019,0,G,AP,14
2019,0,G,BA,99
2019,0,G,CE,62
2019,0,G,DF,79
2019,0,G,ES,44
2019,0,G,GO,132
2019,0,G,MA,31
2019,0,G,MG,266
2019,0,G,MS,23
2019,0,G,MT,44
2019,0,G,PA,50
2019,0,G,PB,47
2019,0,G,PE,92
2019,0,G,PI,30
2019,0,G,PR,104
2019,0,G,RJ,203
2019,0,G,RN,39
2019,0,G,RO,15
2019,0,G,RR,9
2019,0,G,RS,91
2019,0,G,SC,45
2019,0,G,SE,35
2019,0,G,SP,324
2019,0,G,TO,13
2019,0,G,AC,18
2019,0,G,AL,22
2019,0,G,AM,22
2019,0,G,AP,7
2019,0,G,BA,98
2019,0,G,CE,43
2019,0,G,DF,67
2019,0,G,ES,22
2019,0,G,GO,88
2019,0,G,MA,20
2019,0,G,MG,214
2019,0,G,MS,18
2019,0,G,MT,34
2019,0,G,PA,33
2019,0,G,PB,22
2019,0,G,PE,60
2019,0,G,PI,19
2019,0,G,PR,59
2019,0,G,RJ,145
2019,0,G,RN,33
2019,0,G,RO,14
2019,0,G,RR,2
2019,0,G,RS,76
2019,0,G,SC,32
2019,0,G,SE,24
2019,0,G,SP,231
2019,0,G,TO,11
2019,0,G,AC,6
2019,0,G,AL,17
2019,0,G,AM,18
2019,0,G,AP,4
2019,0,G,BA,51
2019,0,G,CE,37
2019,0,G,DF,57
2019,0,G,ES,19
2019,0,G,GO,50
2019,0,G,MA,13
2019,0,G,MG,135
2019,0,G,MS,10
2019,0,G,MT,19
2019,0,G,PA,29
2019,0,G,PB,23
2019,0,G,PE,47
2019,0,G,PI,19
2019,0,G,PR,45
2019,0,G,RJ,85
2019,0,G,RN,16
2019,0,G,RO,12
2019,0,G,RR,4
2019,0,G,RS,48
2019,0,G,SC,44
2019,0,G,SE,17
2019,0,G,SP,205
2019,0,G,TO,6
2019,0,G,AC,3
2019,0,G,AL,7
2019,0,G,AM,14
2019,0,G,AP,4
2019,0,G,BA,56
2019,0,G,CE,40
2019,0,G,DF,60
2019,0,G,ES,16
2019,0,G,GO,56
2019,0,G,MA,16
2019,0,G,MG,165
2019,0,G,MS,12
2019,0,G,MT,21
2019,0,G,PA,24
2019,0,G,PB,19
2019,0,G,PE,61
2019,0,G,PI,17
2019,0,G,PR,36
2019,0,G,RJ,133
2019,0,G,RN,20
2019,0,G,RO,6
2019,0,G,RR,2
2019,0,G,RS,53
2019,0,G,SC,17
2019,0,G,SE,16
2019,0,G,SP,157
2019,0,G,TO,7
2019,0,G,AC,11
2019,0,G,AL,16
2019,0,G,AM,25
2019,0,G,AP,10
2019,0,G,BA,95
2019,0,G,CE,58
2019,0,G,DF,76
2019,0,G,ES,21
2019,0,G,GO,111
2019,0,G,MA,23
2019,0,G,MG,248
2019,0,G,MS,20
2019,0,G,MT,28
2019,0,G,PA,39
2019,0,G,PB,30
2019,0,G,PE,59
2019,0,G,PI,30
2019,0,G,PR,56
2019,0,G,RJ,154
2019,0,G,RN,28
2019,0,G,RO,6
2019,0,G,RR,3
2019,0,G,RS,54
2019,0,G,SC,39
2019,0,G,SE,22
2019,0,G,SP,277
2019,0,G,TO,7
2019,0,G,AC,5
2019,0,G,AL,13
2019,0,G,AM,22
2019,0,G,AP,14
2019,0,G,BA,63
2019,0,G,CE,37
2019,0,G,DF,89
2019,0,G,ES,19
2019,0,G,GO,98
2019,0,G,MA,21
2019,0,G,MG,187
2019,0,G,MS,16
2019,0,G,MT,24
2019,0,G,PA,30
2019,0,G,PB,26
2019,0,G,PE,46
2019,0,G,PI,25
2019,0,G,PR,46
2019,0,G,RJ,120
2019,0,G,RN,24
2019,0,G,RO,8
2019,0,G,RR,2
2019,0,G,RS,43
2019,0,G,SC,29
2019,0,G,SE,18
2019,0,G,SP,228
2019,0,G,TO,11
2019,0,G,AC,2
2019,0,G,AL,17
2019,0,G,AM,14
2019,0,G,AP,3
2019,0,G,BA,49
2019,0,G,CE,33
2019,0,G,DF,109
2019,0,G,ES,20
2019,0,G,GO,66
2019,0,G,MA,9
2019,0,G,MG,175
2019,0,G,MS,8
2019,0,G,MT,28
2019,0,G,PA,25
2019,0,G,PB,24
2019,0,G,PE,58
2019,0,G,PI,23
2019,0,G,PR,34
2019,0,G,RJ,126
2019,0,G,RN,21
2019,0,G,RO,8
2019,0,G,RR,2
2019,0,G,RS,42
2019,0,G,SC,28
2019,0,G,SE,15
2019,0,G,SP,195
2019,0,G,TO,10
2019,0,G,AC,6
2019,0,G,AL,14
2019,0,G,AM,14
2019,0,G,AP,2
2019,0,G,BA,77
2019,0,G,CE,59
2019,0,G,DF,148
2019,0,G,ES,30
2019,0,G,GO,80
2019,0,G,MA,22
2019,0,G,MG,182
2019,0,G,MS,14
2019,0,G,MT,22
2019,0,G,PA,34
2019,0,G,PB,25
2019,0,G,PE,70
2019,0,G,PI,19
2019,0,G,PR,41
2019,0,G,RJ,142
2019,0,G,RN,25
2019,0,G,RO,5
2019,0,G,RR,3
2019,0,G,RS,38
2019,0,G,SC,26
2019,0,G,SE,17
2019,0,G,SP,266
2019,0,G,TO,14
2019,1,A,AC,371
2019,1,A,AL,1042
2019,1,A,AM,844
2019,1,A,AP,360
2019,1,A,BA,3394
2019,1,A,CE,2736
2019,1,A,DF,515
2019,1,A,ES,652
2019,1,A,GO,810
2019,1,A,MA,2644
2019,1,A,MG,3002
2019,1,A,MS,506
2019,1,A,MT,401
2019,1,A,PA,2127
2019,1,A,PB,2591
2019,1,A,PE,4279
2019,1,A,PI,1607
2019,1,A,PR,1581
2019,1,A,RJ,3208
2019,1,A,RN,2106
2019,1,A,RO,313
2019,1,A,RR,66
2019,1,A,RS,2618
2019,1,A,SC,727
2019,1,A,SE,720
2019,1,A,SP,6622
2019,1,A,TO,276
2019,1,B,AC,1790
2019,1,B,AL,6078
2019,1,B,AM,4136
2019,1,B,AP,2175
2019,1,B,BA,16798
2019,1,B,CE,19121
2019,1,B,DF,2878
2019,1,B,ES,4385
2019,1,B,GO,6878
2019,1,B,MA,12995
2019,1,B,MG,24882
2019,1,B,MS,3867
2019,1,B,MT,2812
2019,1,B,PA,12456
2019,1,B,PB,12784
2019,1,B,PE,23848
2019,1,B,PI,6925
2019,1,B,PR,10156
2019,1,B,RJ,16405
2019,1,B,RN,12320
2019,1,B,RO,2354
2019,1,B,RR,403
2019,1,B,RS,17798
2019,1,B,SC,4470
2019,1,B,SE,3582
2019,1,B,SP,31369
2019,1,B,TO,1800
2019,1,C,AC,1351
2019,1,C,AL,4538
2019,1,C,AM,4451
2019,1,C,AP,1692
2019,1,C,BA,13024
2019,1,C,CE,14555
2019,1,C,DF,5348
2019,1,C,ES,7774
2019,1,C,GO,12667
2019,1,C,MA,10048
2019,1,C,MG,44055
2019,1,C,MS,7285
2019,1,C,MT,5687
2019,1,C,PA,10693
2019,1,C,PB,9689
2019,1,C,PE,18320
2019,1,C,PI,4475
2019,1,C,PR,27294
2019,1,C,RJ,29120
2019,1,C,RN,9941
2019,1,C,RO,3805
2019,1,C,RR,482
2019,1,C,RS,38854
2019,1,C,SC,13969
2019,1,C,SE,2621
2019,1,C,SP,82891
2019,1,C,TO,1974
2019,1,C,AC,458
2019,1,C,AL,1609
2019,1,C,AM,1459
2019,1,C,AP,494
2019,1,C,BA,4763
2019,1,C,CE,4477
2019,1,C,DF,2421
2019,1,C,ES,3775
2019,1,C,GO,6319
2019,1,C,MA,2858
2019,1,C,MG,23090
2019,1,C,MS,3423
2019,1,C,MT,2968
2019,1,C,PA,3548
2019,1,C,PB,3528
2019,1,C,PE,6285
2019,1,C,PI,1643
2019,1,C,PR,17439
2019,1,C,RJ,14719
2019,1,C,RN,3737
2019,1,C,RO,1489
2019,1,C,RR,176
2019,1,C,RS,21949
2019,1,C,SC,9917
2019,1,C,SE,964
2019,1,C,SP,48852
2019,1,C,TO,765
2019,1,D,AC,438
2019,1,D,AL,1282
2019,1,D,AM,1427
2019,1,D,AP,432
2019,1,D,BA,4329
2019,1,D,CE,4329
2019,1,D,DF,2537
2019,1,D,ES,3900
2019,1,D,GO,6126
2019,1,D,MA,2736
2019,1,D,MG,23204
2019,1,D,MS,3461
2019,1,D,MT,2902
2019,1,D,PA,3124
2019,1,D,PB,2987
2019,1,D,PE,5696
2019,1,D,PI,1306
2019,1,D,PR,17717
2019,1,D,RJ,14153
2019,1,D,RN,3300
2019,1,D,RO,1496
2019,1,D,RR,164
2019,1,D,RS,20897
2019,1,D,SC,10878
2019,1,D,SE,846
2019,1,D,SP,56318
2019,1,D,TO,766
2019,1,D,AC,201
2019,1,D,AL,736
2019,1,D,AM,542
2019,1,D,AP,212
2019,1,D,BA,2174
2019,1,D,CE,2089
2019,1,D,DF,1259
2019,1,D,ES,2070
2019,1,D,GO,3241
2019,1,D,MA,1203
2019,1,D,MG,12584
2019,1,D,MS,1635
2019,1,D,MT,1607
2019,1,D,PA,1580
2019,1,D,PB,1516
2019,1,D,PE,2680
2019,1,D,PI,764
2019,1,D,PR,10387
2019,1,D,RJ,8140
2019,1,D,RN,1744
2019,1,D,RO,705
2019,1,D,RR,89
2019,1,D,RS,12016
2019,1,D,SC,6919
2019,1,D,SE,497
2019,1,D,SP,31689
2019,1,D,TO,399
2019,1,E,AC,277
2019,1,E,AL,937
2019,1,E,AM,804
2019,1,E,AP,312
2019,1,E,BA,2997
2019,1,E,CE,2661
2019,1,E,DF,1840
2019,1,E,ES,3006
2019,1,E,GO,4131
2019,1,E,MA,1564
2019,1,E,MG,17475
2019,1,E,MS,2203
2019,1,E,MT,2081
2019,1,E,PA,1970
2019,1,E,PB,1983
2019,1,E,PE,3524
2019,1,E,PI,983
2019,1,E,PR,13846
2019,1,E,RJ,10633
2019,1,E,RN,2177
2019,1,E,RO,942
2019,1,E,RR,139
2019,1,E,RS,15821
2019,1,E,SC,10034
2019,1,E,SE,576
2019,1,E,SP,46401
2019,1,E,TO,531
2019,1,F,AC,211
2019,1,F,AL,738
2019,1,F,AM,648
2019,1,F,AP,242
2019,1,F,BA,2290
2019,1,F,CE,1944
2019,1,F,DF,1627
2019,1,F,ES,1958
2019,1,F,GO,3140
2019,1,F,MA,1224
2019,1,F,MG,12210
2019,1,F,MS,1657
2019,1,F,MT,1612
2019,1,F,PA,1489
2019,1,F,PB,1363
2019,1,F,PE,2835
2019,1,F,PI,758
2019,1,F,PR,9510
2019,1,F,RJ,8561
2019,1,F,RN,1624
2019,1,F,RO,665
2019,1,F,RR,124
2019,1,F,RS,10369
2019,1,F,SC,6674
2019,1,F,SE,550
2019,1,F,SP,32526
2019,1,F,TO,449
2019,1,G,AC,175
2019,1,G,AL,582
2019,1,G,AM,501
2019,1,G,AP,193
2019,1,G,BA,1767
2019,1,G,CE,1603
2019,1,G,DF,1451
2019,1,G,ES,1599
2019,1,G,GO,2471
2019,1,G,MA,897
2019,1,G,MG,9336
2019,1,G,MS,1234
2019,1,G,MT,1379
2019,1,G,PA,1193
2019,1,G,PB,1081
2019,1,G,PE,2112
2019,1,G,PI,518
2019,1,G,PR,7085
2019,1,G,RJ,6753
2019,1,G,RN,1269
2019,1,G,RO,531
2019,1,G,RR,109
2019,1,G,RS,7500
2019,1,G,SC,5147
2019,1,G,SE,398
2019,1,G,SP,25466
2019,1,G,TO,363
2019,1,G,AC,108
2019,1,G,AL,355
2019,1,G,AM,297
2019,1,G,AP,122
2019,1,G,BA,1180
2019,1,G,CE,1022
2019,1,G,DF,1028
2019,1,G,ES,916
2019,1,G,GO,1530
2019,1,G,MA,546
2019,1,G,MG,5416
2019,1,G,MS,754
2019,1,G,MT,808
2019,1,G,PA,730
2019,1,G,PB,587
2019,1,G,PE,1315
2019,1,G,PI,350
2019,1,G,PR,4186
2019,1,G,RJ,4432
2019,1,G,RN,684
2019,1,G,RO,267
2019,1,G,RR,67
2019,1,G,RS,4065
2019,1,G,SC,2698
2019,1,G,SE,323
2019,1,G,SP,14717
2019,1,G,TO,217
2019,1,G,AC,70
2019,1,G,AL,262
2019,1,G,AM,226
2019,1,G,AP,100
2019,1,G,BA,814
2019,1,G,CE,701
2019,1,G,DF,907
2019,1,G,ES,717
2019,1,G,GO,1037
2019,1,G,MA,394
2019,1,G,MG,4081
2019,1,G,MS,524
2019,1,G,MT,562
2019,1,G,PA,529
2019,1,G,PB,498
2019,1,G,PE,928
2019,1,G,PI,254
2019,1,G,PR,2944
2019,1,G,RJ,3395
2019,1,G,RN,535
2019,1,G,RO,208
2019,1,G,RR,45
2019,1,G,RS,2880
2019,1,G,SC,2011
2019,1,G,SE,185
2019,1,G,SP,10780
2019,1,G,TO,165
2019,1,G,AC,69
2019,1,G,AL,217
2019,1,G,AM,170
2019,1,G,AP,87
2019,1,G,BA,653
2019,1,G,CE,608
2019,1,G,DF,822
2019,1,G,ES,494
2019,1,G,GO,927
2019,1,G,MA,324
2019,1,G,MG,3209
2019,1,G,MS,403
2019,1,G,MT,435
2019,1,G,PA,404
2019,1,G,PB,421
2019,1,G,PE,758
2019,1,G,PI,214
2019,1,G,PR,2260
2019,1,G,RJ,2873
2019,1,G,RN,422
2019,1,G,RO,146
2019,1,G,RR,37
2019,1,G,RS,2277
2019,1,G,SC,1455
2019,1,G,SE,156
2019,1,G,SP,8375
2019,1,G,TO,130
2019,1,G,AC,69
2019,1,G,AL,227
2019,1,G,AM,183
2019,1,G,AP,80
2019,1,G,BA,672
2019,1,G,CE,585
2019,1,G,DF,837
2019,1,G,ES,553
2019,1,G,GO,858
2019,1,G,MA,308
2019,1,G,MG,3204
2019,1,G,MS,442
2019,1,G,MT,447
2019,1,G,PA,395
2019,1,G,PB,409
2019,1,G,PE,833
2019,1,G,PI,212
2019,1,G,PR,2294
2019,1,G,RJ,2837
2019,1,G,RN,431
2019,1,G,RO,133
2019,1,G,RR,35
2019,1,G,RS,2066
2019,1,G,SC,1254
2019,1,G,SE,166
2019,1,G,SP,8729
2019,1,G,TO,137
2019,1,G,AC,83
2019,1,G,AL,315
2019,1,G,AM,287
2019,1,G,AP,97
2019,1,G,BA,1079
2019,1,G,CE,955
2019,1,G,DF,1410
2019,1,G,ES,766
2019,1,G,GO,1270
2019,1,G,MA,461
2019,1,G,MG,4720
2019,1,G,MS,653
2019,1,G,MT,745
2019,1,G,PA,586
2019,1,G,PB,608
2019,1,G,PE,1186
2019,1,G,PI,353
2019,1,G,PR,3116
2019,1,G,RJ,4230
2019,1,G,RN,703
2019,1,G,RO,201
2019,1,G,RR,65
2019,1,G,RS,2962
2019,1,G,SC,1885
2019,1,G,SE,232
2019,1,G,SP,12933
2019,1,G,TO,179
2019,1,G,AC,63
2019,1,G,AL,290
2019,1,G,AM,266
2019,1,G,AP,74
2019,1,G,BA,869
2019,1,G,CE,833
2019,1,G,DF,1541
2019,1,G,ES,684
2019,1,G,GO,969
2019,1,G,MA,368
2019,1,G,MG,3966
2019,1,G,MS,534
2019,1,G,MT,549
2019,1,G,PA,425
2019,1,G,PB,525
2019,1,G,PE,1067
2019,1,G,PI,315
2019,1,G,PR,2492
2019,1,G,RJ,3750
2019,1,G,RN,612
2019,1,G,RO,161
2019,1,G,RR,60
2019,1,G,RS,2296
2019,1,G,SC,1459
2019,1,G,SE,227
2019,1,G,SP,10621
2019,1,G,TO,195
2019,1,G,AC,60
2019,1,G,AL,239
2019,1,G,AM,222
2019,1,G,AP,70
2019,1,G,BA,923
2019,1,G,CE,835
2019,1,G,DF,1668
2019,1,G,ES,657
2019,1,G,GO,940
2019,1,G,MA,330
2019,1,G,MG,3363
2019,1,G,MS,390
2019,1,G,MT,455
2019,1,G,PA,401
2019,1,G,PB,453
2019,1,G,PE,1060
2019,1,G,PI,235
2019,1,G,PR,2086
2019,1,G,RJ,3698
2019,1,G,RN,525
2019,1,G,RO,147
2019,1,G,RR,51
2019,1,G,RS,1884
2019,1,G,SC,1200
2019,1,G,SE,226
2019,1,G,SP,9652
2019,1,G,TO,147
2019,1,G,AC,92
2019,1,G,AL,338
2019,1,G,AM,323
2019,1,G,AP,81
2019,1,G,BA,1327
2019,1,G,CE,1150
2019,1,G,DF,2506
2019,1,G,ES,874
2019,1,G,GO,1392
2019,1,G,MA,471
2019,1,G,MG,4430
2019,1,G,MS,536
2019,1,G,MT,704
2019,1,G,PA,618
2019,1,G,PB,577
2019,1,G,PE,1674
2019,1,G,PI,344
2019,1,G,PR,2589
2019,1,G,RJ,5307
2019,1,G,RN,648
2019,1,G,RO,155
2019,1,G,RR,79
2019,1,G,RS,2470
2019,1,G,SC,1399
2019,1,G,SE,328
2019,1,G,SP,14430
2019,1,G,TO,187
2019,2,A,AC,386
2019,2,A,AL,874
2019,2,A,AM,461
2019,2,A,AP,398
2019,2,A,BA,8904
2019,2,A,CE,1519
2019,2,A,DF,479
2019,2,A,ES,557
2019,2,A,GO,584
2019,2,A,MA,2809
2019,2,A,MG,2296
2019,2,A,MS,159
2019,2,A,MT,313
2019,2,A,PA,2473
2019,2,A,PB,1167
2019,2,A,PE,2622
2019,2,A,PI,2097
2019,2,A,PR,245
2019,2,A,RJ,2575
2019,2,A,RN,807
2019,2,A,RO,249
2019,2,A,RR,54
2019,2,A,RS,426
2019,2,A,SC,125
2019,2,A,SE,1028
2019,2,A,SP,2267
2019,2,A,TO,482
2019,2,B,AC,1803
2019,2,B,AL,4322
2019,2,B,AM,2176
2019,2,B,AP,2355
2019,2,B,BA,46727
2019,2,B,CE,11225
2019,2,B,DF,2750
2019,2,B,ES,3523
2019,2,B,GO,4583
2019,2,B,MA,13944
2019,2,B,MG,17916
2019,2,B,MS,1240
2019,2,B,MT,2325
2019,2,B,PA,14069
2019,2,B,PB,5855
2019,2,B,PE,13736
2019,2,B,PI,8321
2019,2,B,PR,1449
2019,2,B,RJ,13994
2019,2,B,RN,4540
2019,2,B,RO,1684
2019,2,B,RR,303
2019,2,B,RS,3035
2019,2,B,SC,690
2019,2,B,SE,5303
2019,2,B,SP,12050
2019,2,B,TO,2649
2019,2,C,AC,1176
2019,2,C,AL,2852
2019,2,C,AM,1967
2019,2,C,AP,1643
2019,2,C,BA,32373
2019,2,C,CE,7158
2019,2,C,DF,4339
2019,2,C,ES,5093
2019,2,C,GO,6630
2019,2,C,MA,8851
2019,2,C,MG,24227
2019,2,C,MS,1874
2019,2,C,MT,3888
2019,2,C,PA,9976
2019,2,C,PB,3961
2019,2,C,PE,9359
2019,2,C,PI,4648
2019,2,C,PR,3209
2019,2,C,RJ,19788
2019,2,C,RN,3295
2019,2,C,RO,2177
2019,2,C,RR,250
2019,2,C,RS,5103
2019,2,C,SC,1546
2019,2,C,SE,3458
2019,2,C,SP,25669
2019,2,C,TO,2119
2019,2,C,AC,259
2019,2,C,AL,719
2019,2,C,AM,441
2019,2,C,AP,342
2019,2,C,BA,7761
2019,2,C,CE,1450
2019,2,C,DF,1546
2019,2,C,ES,1819
2019,2,C,GO,2292
2019,2,C,MA,1965
2019,2,C,MG,8965
2019,2,C,MS,706
2019,2,C,MT,1506
2019,2,C,PA,2431
2019,2,C,PB,937
2019,2,C,PE,2273
2019,2,C,PI,1153
2019,2,C,PR,1567
2019,2,C,RJ,6974
2019,2,C,RN,886
2019,2,C,RO,651
2019,2,C,RR,75
2019,2,C,RS,2082
2019,2,C,SC,775
2019,2,C,SE,905
2019,2,C,SP,11441
2019,2,C,TO,532
2019,2,D,AC,243
2019,2,D,AL,498
2019,2,D,AM,470
2019,2,D,AP,318
2019,2,D,BA,6506
2019,2,D,CE,1257
2019,2,D,DF,1375
2019,2,D,ES,1745
2019,2,D,GO,2037
2019,2,D,MA,1672
2019,2,D,MG,8474
2019,2,D,MS,567
2019,2,D,MT,1358
2019,2,D,PA,1944
2019,2,D,PB,781
2019,2,D,PE,1874
2019,2,D,PI,901
2019,2,D,PR,1446
2019,2,D,RJ,6073
2019,2,D,RN,760
2019,2,D,RO,671
2019,2,D,RR,74
2019,2,D,RS,1839
2019,2,D,SC,654
2019,2,D,SE,661
2019,2,D,SP,11761
2019,2,D,TO,499
2019,2,D,AC,76
2019,2,D,AL,218
2019,2,D,AM,136
2019,2,D,AP,112
2019,2,D,BA,2246
2019,2,D,CE,400
2019,2,D,DF,534
2019,2,D,ES,622
2019,2,D,GO,798
2019,2,D,MA,622
2019,2,D,MG,3248
2019,2,D,MS,261
2019,2,D,MT,544
2019,2,D,PA,705
2019,2,D,PB,276
2019,2,D,PE,673
2019,2,D,PI,338
2019,2,D,PR,637
2019,2,D,RJ,2467
2019,2,D,RN,272
2019,2,D,RO,276
2019,2,D,RR,39
2019,2,D,RS,803
2019,2,D,SC,324
2019,2,D,SE,234
2019,2,D,SP,4699
2019,2,D,TO,210
2019,2,E,AC,91
2019,2,E,AL,250
2019,2,E,AM,225
2019,2,E,AP,171
2019,2,E,BA,2911
2019,2,E,CE,543
2019,2,E,DF,688
2019,2,E,ES,798
2019,2,E,GO,868
2019,2,E,MA,730
2019,2,E,MG,4309
2019,2,E,MS,275
2019,2,E,MT,640
2019,2,E,PA,943
2019,2,E,PB,364
2019,2,E,PE,860
2019,2,E,PI,452
2019,2,E,PR,770
2019,2,E,RJ,3034
2019,2,E,RN,377
2019,2,E,RO,307
2019,2,E,RR,46
2019,2,E,RS,947
2019,2,E,SC,408
2019,2,E,SE,356
2019,2,E,SP,6557
2019,2,E,TO,239
2019,2,F,AC,73
2019,2,F,AL,151
2019,2,F,AM,107
2019,2,F,AP,103
2019,2,F,BA,1616
2019,2,F,CE,278
2019,2,F,DF,471
2019,2,F,ES,360
2019,2,F,GO,475
2019,2,F,MA,447
2019,2,F,MG,2087
2019,2,F,MS,141
2019,2,F,MT,346
2019,2,F,PA,528
2019,2,F,PB,179
2019,2,F,PE,474
2019,2,F,PI,242
2019,2,F,PR,370
2019,2,F,RJ,1676
