NU_ANO,TP_ESTADO_CIVIL,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2020,1,4,AM,16225
2020,1,4,AP,4277
2020,1,4,BA,47712
2020,1,4,CE,35254
2020,1,4,DF,11519
2020,1,4,ES,11904
2020,1,4,GO,21832
2020,1,4,MA,26064
2020,1,4,MG,61061
2020,1,4,MS,7244
2020,1,4,MT,9471
2020,1,4,PA,31695
2020,1,4,PB,15912
2020,1,4,PE,33271
2020,1,4,PI,14402
2020,1,4,PR,21752
2020,1,4,RJ,42585
2020,1,4,RN,12966
2020,1,4,RO,6502
2020,1,4,RR,1784
2020,1,4,RS,26717
2020,1,4,SC,11253
2020,1,4,SE,8891
2020,1,4,SP,85457
2020,1,4,TO,6488
2020,1,5,AC,3110
2020,1,5,AL,8570
2020,1,5,AM,12617
2020,1,5,AP,3584
2020,1,5,BA,38892
2020,1,5,CE,23630
2020,1,5,DF,8786
2020,1,5,ES,8552
2020,1,5,GO,13994
2020,1,5,MA,20740
2020,1,5,MG,46158
2020,1,5,MS,5594
2020,1,5,MT,6720
2020,1,5,PA,25375
2020,1,5,PB,12499
2020,1,5,PE,23525
2020,1,5,PI,11116
2020,1,5,PR,15087
2020,1,5,RJ,32446
2020,1,5,RN,11052
2020,1,5,RO,4747
2020,1,5,RR,1286
2020,1,5,RS,19824
2020,1,5,SC,7416
2020,1,5,SE,7533
2020,1,5,SP,60339
2020,1,5,TO,4629
2020,1,6,AC,2683
2020,1,6,AL,6524
2020,1,6,AM,9530
2020,1,6,AP,2953
2020,1,6,BA,30229
2020,1,6,CE,16296
2020,1,6,DF,6813
2020,1,6,ES,6246
2020,1,6,GO,10238
2020,1,6,MA,15826
2020,1,6,MG,34658
2020,1,6,MS,4066
2020,1,6,MT,4845
2020,1,6,PA,20856
2020,1,6,PB,9923
2020,1,6,PE,17819
2020,1,6,PI,8398
2020,1,6,PR,11288
2020,1,6,RJ,24082
2020,1,6,RN,8559
2020,1,6,RO,3753
2020,1,6,RR,1015
2020,1,6,RS,14939
2020,1,6,SC,5268
2020,1,6,SE,5919
2020,1,6,SP,44339
2020,1,6,TO,3506
2020,1,6,AC,2130
2020,1,6,AL,4936
2020,1,6,AM,7816
2020,1,6,AP,2390
2020,1,6,BA,21866
2020,1,6,CE,11987
2020,1,6,DF,5507
2020,1,6,ES,4705
2020,1,6,GO,7795
2020,1,6,MA,11575
2020,1,6,MG,26100
2020,1,6,MS,3235
2020,1,6,MT,3801
2020,1,6,PA,15883
2020,1,6,PB,7707
2020,1,6,PE,13243
2020,1,6,PI,6492
2020,1,6,PR,8851
2020,1,6,RJ,17361
2020,1,6,RN,6785
2020,1,6,RO,2800
2020,1,6,RR,743
2020,1,6,RS,11261
2020,1,6,SC,4008
2020,1,6,SE,4268
2020,1,6,SP,34019
2020,1,6,TO,2611
2020,1,6,AC,1874
2020,1,6,AL,4234
2020,1,6,AM,6787
2020,1,6,AP,2141
2020,1,6,BA,18566
2020,1,6,CE,10011
2020,1,6,DF,4408
2020,1,6,ES,3838
2020,1,6,GO,6247
2020,1,6,MA,9653
2020,1,6,MG,22131
2020,1,6,MS,2775
2020,1,6,MT,3372
2020,1,6,PA,13629
2020,1,6,PB,6558
2020,1,6,PE,10846
2020,1,6,PI,5312
2020,1,6,PR,7385
2020,1,6,RJ,15153
2020,1,6,RN,5668
2020,1,6,RO,2443
2020,1,6,RR,640
2020,1,6,RS,9438
2020,1,6,SC,3366
2020,1,6,SE,3596
2020,1,6,SP,28950
2020,1,6,TO,2153
2020,1,6,AC,1481
2020,1,6,AL,3407
2020,1,6,AM,5747
2020,1,6,AP,1885
2020,1,6,BA,14538
2020,1,6,CE,8419
2020,1,6,DF,3733
2020,1,6,ES,2940
2020,1,6,GO,5141
2020,1,6,MA,8064
2020,1,6,MG,17784
2020,1,6,MS,2361
2020,1,6,MT,2877
2020,1,6,PA,11806
2020,1,6,PB,5458
2020,1,6,PE,9073
2020,1,6,PI,4406
2020,1,6,PR,6088
2020,1,6,RJ,11967
2020,1,6,RN,4683
2020,1,6,RO,2093
2020,1,6,RR,494
2020,1,6,RS,7869
2020,1,6,SC,2849
2020,1,6,SE,2960
2020,1,6,SP,23507
2020,1,6,TO,1757
2020,1,6,AC,1242
2020,1,6,AL,2865
2020,1,6,AM,4704
2020,1,6,AP,1532
2020,1,6,BA,12211
2020,1,6,CE,7173
2020,1,6,DF,3146
2020,1,6,ES,2472
2020,1,6,GO,4254
2020,1,6,MA,6423
2020,1,6,MG,14831
2020,1,6,MS,1956
2020,1,6,MT,2430
2020,1,6,PA,9675
2020,1,6,PB,4647
2020,1,6,PE,7418
2020,1,6,PI,3563
2020,1,6,PR,5077
2020,1,6,RJ,9887
2020,1,6,RN,4236
2020,1,6,RO,1764
2020,1,6,RR,412
2020,1,6,RS,6666
2020,1,6,SC,2473
2020,1,6,SE,2456
2020,1,6,SP,18956
2020,1,6,TO,1376
2020,1,6,AC,3588
2020,1,6,AL,7995
2020,1,6,AM,15002
2020,1,6,AP,4930
2020,1,6,BA,34453
2020,1,6,CE,19517
2020,1,6,DF,9011
2020,1,6,ES,6698
2020,1,6,GO,11715
2020,1,6,MA,17644
2020,1,6,MG,41664
2020,1,6,MS,6092
2020,1,6,MT,7269
2020,1,6,PA,30120
2020,1,6,PB,13389
2020,1,6,PE,20884
2020,1,6,PI,10179
2020,1,6,PR,14364
2020,1,6,RJ,27328
2020,1,6,RN,11720
2020,1,6,RO,5308
2020,1,6,RR,1222
2020,1,6,RS,19082
2020,1,6,SC,7088
2020,1,6,SE,7354
2020,1,6,SP,51713
2020,1,6,TO,3699
2020,1,6,AC,1669
2020,1,6,AL,3414
2020,1,6,AM,7304
2020,1,6,AP,2670
2020,1,6,BA,16391
2020,1,6,CE,9182
2020,1,6,DF,4087
2020,1,6,ES,2864
2020,1,6,GO,4926
2020,1,6,MA,8538
2020,1,6,MG,16848
2020,1,6,MS,2842
2020,1,6,MT,3582
2020,1,6,PA,15009
2020,1,6,PB,6047
2020,1,6,PE,9481
2020,1,6,PI,5055
2020,1,6,PR,5719
2020,1,6,RJ,11705
2020,1,6,RN,5530
2020,1,6,RO,2630
2020,1,6,RR,573
2020,1,6,RS,8959
2020,1,6,SC,2980
2020,1,6,SE,3300
2020,1,6,SP,22277
2020,1,6,TO,1381
2020,1,6,AC,860
2020,1,6,AL,1745
2020,1,6,AM,4266
2020,1,6,AP,1595
2020,1,6,BA,9498
2020,1,6,CE,4555
2020,1,6,DF,2414
2020,1,6,ES,1447
2020,1,6,GO,2647
2020,1,6,MA,4427
2020,1,6,MG,8497
2020,1,6,MS,1507
2020,1,6,MT,1946
2020,1,6,PA,9059
2020,1,6,PB,2947
2020,1,6,PE,5148
2020,1,6,PI,2400
2020,1,6,PR,2901
2020,1,6,RJ,6767
2020,1,6,RN,2778
2020,1,6,RO,1478
2020,1,6,RR,335
2020,1,6,RS,5206
2020,1,6,SC,1633
2020,1,6,SE,1707
2020,1,6,SP,12084
2020,1,6,TO,677
2020,1,6,AC,377
2020,1,6,AL,812
2020,1,6,AM,2278
2020,1,6,AP,841
2020,1,6,BA,4736
2020,1,6,CE,2080
2020,1,6,DF,1395
2020,1,6,ES,754
2020,1,6,GO,1356
2020,1,6,MA,2123
2020,1,6,MG,4124
2020,1,6,MS,794
2020,1,6,MT,1030
2020,1,6,PA,5081
2020,1,6,PB,1389
2020,1,6,PE,2706
2020,1,6,PI,1283
2020,1,6,PR,1319
2020,1,6,RJ,3946
2020,1,6,RN,1293
2020,1,6,RO,731
2020,1,6,RR,169
2020,1,6,RS,2656
2020,1,6,SC,759
2020,1,6,SE,814
2020,1,6,SP,6415
2020,1,6,TO,344
2020,1,6,AC,177
2020,1,6,AL,374
2020,1,6,AM,1071
2020,1,6,AP,393
2020,1,6,BA,2466
2020,1,6,CE,1138
2020,1,6,DF,735
2020,1,6,ES,373
2020,1,6,GO,656
2020,1,6,MA,957
2020,1,6,MG,2181
2020,1,6,MS,388
2020,1,6,MT,470
2020,1,6,PA,2576
2020,1,6,PB,736
2020,1,6,PE,1440
2020,1,6,PI,564
2020,1,6,PR,698
2020,1,6,RJ,2358
2020,1,6,RN,577
2020,1,6,RO,366
2020,1,6,RR,69
2020,1,6,RS,1435
2020,1,6,SC,362
2020,1,6,SE,427
2020,1,6,SP,3403
2020,1,6,TO,131
2020,1,6,AC,67
2020,1,6,AL,174
2020,1,6,AM,449
2020,1,6,AP,151
2020,1,6,BA,1255
2020,1,6,CE,574
2020,1,6,DF,400
2020,1,6,ES,218
2020,1,6,GO,291
2020,1,6,MA,434
2020,1,6,MG,1203
2020,1,6,MS,185
2020,1,6,MT,226
2020,1,6,PA,1188
2020,1,6,PB,321
2020,1,6,PE,722
2020,1,6,PI,293
2020,1,6,PR,323
2020,1,6,RJ,1429
2020,1,6,RN,298
2020,1,6,RO,145
2020,1,6,RR,34
2020,1,6,RS,701
2020,1,6,SC,153
2020,1,6,SE,200
2020,1,6,SP,1788
2020,1,6,TO,56
2020,1,6,AC,23
2020,1,6,AL,70
2020,1,6,AM,160
2020,1,6,AP,64
2020,1,6,BA,525
2020,1,6,CE,290
2020,1,6,DF,158
2020,1,6,ES,98
2020,1,6,GO,139
2020,1,6,MA,170
2020,1,6,MG,574
2020,1,6,MS,62
2020,1,6,MT,77
2020,1,6,PA,445
2020,1,6,PB,117
2020,1,6,PE,313
2020,1,6,PI,122
2020,1,6,PR,137
2020,1,6,RJ,733
2020,1,6,RN,129
2020,1,6,RO,47
2020,1,6,RR,10
2020,1,6,RS,332
2020,1,6,SC,63
2020,1,6,SE,71
2020,1,6,SP,763
2020,1,6,TO,13
2020,1,6,AC,6
2020,1,6,AL,16
2020,1,6,AM,45
2020,1,6,AP,12
2020,1,6,BA,179
2020,1,6,CE,84
2020,1,6,DF,45
2020,1,6,ES,20
2020,1,6,GO,26
2020,1,6,MA,49
2020,1,6,MG,182
2020,1,6,MS,27
2020,1,6,MT,30
2020,1,6,PA,145
2020,1,6,PB,47
2020,1,6,PE,101
2020,1,6,PI,28
2020,1,6,PR,39
2020,1,6,RJ,304
2020,1,6,RN,59
2020,1,6,RO,14
2020,1,6,RR,1
2020,1,6,RS,107
2020,1,6,SC,13
2020,1,6,SE,14
2020,1,6,SP,264
2020,1,6,TO,5
2020,1,6,AC,2
2020,1,6,AL,4
2020,1,6,AM,9
2020,1,6,AP,3
2020,1,6,BA,64
2020,1,6,CE,31
2020,1,6,DF,10
2020,1,6,ES,6
2020,1,6,GO,15
2020,1,6,MA,11
2020,1,6,MG,64
2020,1,6,MS,3
2020,1,6,MT,6
2020,1,6,PA,39
2020,1,6,PB,10
2020,1,6,PE,27
2020,1,6,PI,12
2020,1,6,PR,13
2020,1,6,RJ,92
2020,1,6,RN,8
2020,1,6,RR,4
2020,1,6,RS,26
2020,1,6,SC,3
2020,1,6,SE,7
2020,1,6,SP,76
2020,1,6,AL,3
2020,1,6,AM,2
2020,1,6,BA,12
2020,1,6,CE,4
2020,1,6,DF,4
2020,1,6,ES,1
2020,1,6,GO,2
2020,1,6,MG,25
2020,1,6,MS,2
2020,1,6,MT,2
2020,1,6,PA,6
2020,1,6,PB,5
2020,1,6,PE,9
2020,1,6,PI,2
2020,1,6,PR,3
2020,1,6,RJ,29
2020,1,6,RN,4
2020,1,6,RO,3
2020,1,6,RS,6
2020,1,6,SC,2
2020,1,6,SE,2
2020,1,6,SP,34
2020,2,1,AC,3
2020,2,1,AL,7
2020,2,1,AM,11
2020,2,1,AP,1
2020,2,1,BA,44
2020,2,1,CE,39
2020,2,1,DF,15
2020,2,1,ES,12
2020,2,1,GO,28
2020,2,1,MA,29
2020,2,1,MG,69
2020,2,1,MS,19
2020,2,1,MT,12
2020,2,1,PA,25
2020,2,1,PB,22
2020,2,1,PE,70
2020,2,1,PI,18
2020,2,1,PR,46
2020,2,1,RJ,28
2020,2,1,RN,10
2020,2,1,RO,3
2020,2,1,RR,2
2020,2,1,RS,12
2020,2,1,SC,18
2020,2,1,SE,18
2020,2,1,SP,138
2020,2,1,TO,10
2020,2,2,AC,26
2020,2,2,AL,42
2020,2,2,AM,54
2020,2,2,AP,4
2020,2,2,BA,134
2020,2,2,CE,148
2020,2,2,DF,32
2020,2,2,ES,44
2020,2,2,GO,158
2020,2,2,MA,100
2020,2,2,MG,214
2020,2,2,MS,51
2020,2,2,MT,50
2020,2,2,PA,65
2020,2,2,PB,89
2020,2,2,PE,174
2020,2,2,PI,64
2020,2,2,PR,246
2020,2,2,RJ,105
2020,2,2,RN,33
2020,2,2,RO,57
2020,2,2,RR,3
2020,2,2,RS,81
2020,2,2,SC,86
2020,2,2,SE,29
2020,2,2,SP,792
2020,2,2,TO,45
2020,2,3,AC,53
2020,2,3,AL,107
2020,2,3,AM,98
2020,2,3,AP,10
2020,2,3,BA,257
2020,2,3,CE,261
2020,2,3,DF,59
2020,2,3,ES,118
2020,2,3,GO,322
2020,2,3,MA,177
2020,2,3,MG,406
2020,2,3,MS,76
2020,2,3,MT,139
2020,2,3,PA,152
2020,2,3,PB,157
2020,2,3,PE,281
2020,2,3,PI,116
2020,2,3,PR,259
2020,2,3,RJ,193
2020,2,3,RN,63
2020,2,3,RO,201
2020,2,3,RR,10
2020,2,3,RS,163
2020,2,3,SC,158
2020,2,3,SE,63
2020,2,3,SP,721
2020,2,3,TO,83
2020,2,4,AC,61
2020,2,4,AL,158
2020,2,4,AM,102
2020,2,4,AP,32
2020,2,4,BA,405
2020,2,4,CE,261
2020,2,4,DF,71
2020,2,4,ES,105
2020,2,4,GO,314
2020,2,4,MA,227
2020,2,4,MG,385
2020,2,4,MS,116
2020,2,4,MT,136
2020,2,4,PA,267
2020,2,4,PB,224
2020,2,4,PE,336
2020,2,4,PI,141
2020,2,4,PR,247
2020,2,4,RJ,205
2020,2,4,RN,105
2020,2,4,RO,174
2020,2,4,RR,16
2020,2,4,RS,166
2020,2,4,SC,110
2020,2,4,SE,80
2020,2,4,SP,715
2020,2,4,TO,77
2020,2,5,AC,108
2020,2,5,AL,213
2020,2,5,AM,145
2020,2,5,AP,36
2020,2,5,BA,601
2020,2,5,CE,332
2020,2,5,DF,138
2020,2,5,ES,194
2020,2,5,GO,379
2020,2,5,MA,319
2020,2,5,MG,625
2020,2,5,MS,170
2020,2,5,MT,212
2020,2,5,PA,385
2020,2,5,PB,292
2020,2,5,PE,423
2020,2,5,PI,227
2020,2,5,PR,378
2020,2,5,RJ,335
2020,2,5,RN,152
2020,2,5,RO,237
2020,2,5,RR,24
2020,2,5,RS,277
2020,2,5,SC,143
2020,2,5,SE,114
2020,2,5,SP,1014
2020,2,5,TO,133
2020,2,6,AC,129
2020,2,6,AL,301
2020,2,6,AM,226
2020,2,6,AP,53
2020,2,6,BA,885
2020,2,6,CE,444
2020,2,6,DF,199
2020,2,6,ES,231
2020,2,6,GO,479
2020,2,6,MA,395
2020,2,6,MG,931
2020,2,6,MS,212
2020,2,6,MT,255
2020,2,6,PA,560
2020,2,6,PB,321
2020,2,6,PE,510
2020,2,6,PI,231
2020,2,6,PR,469
2020,2,6,RJ,518
2020,2,6,RN,268
2020,2,6,RO,293
2020,2,6,RR,37
2020,2,6,RS,339
2020,2,6,SC,171
2020,2,6,SE,120
2020,2,6,SP,1404
2020,2,6,TO,174
2020,2,6,AC,159
2020,2,6,AL,341
2020,2,6,AM,285
2020,2,6,AP,69
2020,2,6,BA,1006
2020,2,6,CE,556
2020,2,6,DF,262
2020,2,6,ES,285
2020,2,6,GO,613
2020,2,6,MA,469
2020,2,6,MG,1095
2020,2,6,MS,257
2020,2,6,MT,348
2020,2,6,PA,654
2020,2,6,PB,437
2020,2,6,PE,691
2020,2,6,PI,279
2020,2,6,PR,575
2020,2,6,RJ,718
2020,2,6,RN,328
2020,2,6,RO,338
2020,2,6,RR,51
2020,2,6,RS,393
2020,2,6,SC,211
2020,2,6,SE,154
2020,2,6,SP,1893
2020,2,6,TO,182
2020,2,6,AC,210
2020,2,6,AL,444
2020,2,6,AM,394
2020,2,6,AP,72
2020,2,6,BA,1229
2020,2,6,CE,657
2020,2,6,DF,317
2020,2,6,ES,403
2020,2,6,GO,700
2020,2,6,MA,631
2020,2,6,MG,1443
2020,2,6,MS,318
2020,2,6,MT,364
2020,2,6,PA,886
2020,2,6,PB,570
2020,2,6,PE,824
2020,2,6,PI,342
2020,2,6,PR,689
2020,2,6,RJ,1001
2020,2,6,RN,397
2020,2,6,RO,372
2020,2,6,RR,54
2020,2,6,RS,493
2020,2,6,SC,305
2020,2,6,SE,191
2020,2,6,SP,2347
2020,2,6,TO,219
2020,2,6,AC,215
2020,2,6,AL,488
2020,2,6,AM,453
2020,2,6,AP,114
2020,2,6,BA,1445
2020,2,6,CE,814
2020,2,6,DF,410
2020,2,6,ES,417
2020,2,6,GO,759
2020,2,6,MA,685
2020,2,6,MG,1631
2020,2,6,MS,372
2020,2,6,MT,412
2020,2,6,PA,1003
2020,2,6,PB,640
2020,2,6,PE,945
2020,2,6,PI,412
2020,2,6,PR,847
2020,2,6,RJ,1192
2020,2,6,RN,454
2020,2,6,RO,488
2020,2,6,RR,68
2020,2,6,RS,584
2020,2,6,SC,293
2020,2,6,SE,205
2020,2,6,SP,2670
2020,2,6,TO,232
2020,2,6,AC,242
2020,2,6,AL,557
2020,2,6,AM,500
2020,2,6,AP,113
2020,2,6,BA,1520
2020,2,6,CE,884
2020,2,6,DF,475
2020,2,6,ES,430
2020,2,6,GO,852
2020,2,6,MA,744
2020,2,6,MG,1923
2020,2,6,MS,399
2020,2,6,MT,426
2020,2,6,PA,1108
2020,2,6,PB,744
2020,2,6,PE,1079
2020,2,6,PI,456
2020,2,6,PR,875
2020,2,6,RJ,1355
2020,2,6,RN,517
2020,2,6,RO,455
2020,2,6,RR,70
2020,2,6,RS,644
2020,2,6,SC,353
2020,2,6,SE,243
2020,2,6,SP,2886
2020,2,6,TO,218
2020,2,6,AC,1203
2020,2,6,AL,2754
2020,2,6,AM,2676
2020,2,6,AP,696
2020,2,6,BA,7782
2020,2,6,CE,4692
2020,2,6,DF,2317
2020,2,6,ES,2408
2020,2,6,GO,4025
2020,2,6,MA,3846
2020,2,6,MG,10345
2020,2,6,MS,2102
2020,2,6,MT,2187
2020,2,6,PA,6219
2020,2,6,PB,3907
2020,2,6,PE,5727
2020,2,6,PI,2216
2020,2,6,PR,4470
2020,2,6,RJ,7360
2020,2,6,RN,2869
2020,2,6,RO,2354
2020,2,6,RR,328
2020,2,6,RS,3290
2020,2,6,SC,1806
2020,2,6,SE,1362
2020,2,6,SP,14575
2020,2,6,TO,1116
2020,2,6,AC,1089
2020,2,6,AL,2473
2020,2,6,AM,2753
2020,2,6,AP,721
2020,2,6,BA,7921
2020,2,6,CE,4933
2020,2,6,DF,2113
2020,2,6,ES,2287
2020,2,6,GO,3519
2020,2,6,MA,4233
2020,2,6,MG,10100
2020,2,6,MS,1926
2020,2,6,MT,1947
2020,2,6,PA,6618
2020,2,6,PB,4091
2020,2,6,PE,5811
2020,2,6,PI,2509
2020,2,6,PR,4026
2020,2,6,RJ,6514
2020,2,6,RN,3071
2020,2,6,RO,2055
2020,2,6,RR,286
2020,2,6,RS,3261
2020,2,6,SC,1578
2020,2,6,SE,1425
2020,2,6,SP,13473
2020,2,6,TO,934
2020,2,6,AC,951
2020,2,6,AL,1899
2020,2,6,AM,2611
2020,2,6,AP,723
2020,2,6,BA,7206
2020,2,6,CE,3725
2020,2,6,DF,1943
2020,2,6,ES,2082
2020,2,6,GO,2929
2020,2,6,MA,3195
2020,2,6,MG,9140
2020,2,6,MS,1765
2020,2,6,MT,1810
2020,2,6,PA,5830
2020,2,6,PB,3257
2020,2,6,PE,4759
2020,2,6,PI,2034
2020,2,6,PR,3313
2020,2,6,RJ,6131
2020,2,6,RN,2583
2020,2,6,RO,1601
2020,2,6,RR,228
2020,2,6,RS,3033
2020,2,6,SC,1303
2020,2,6,SE,1234
2020,2,6,SP,12147
2020,2,6,TO,748
2020,2,6,AC,541
2020,2,6,AL,1169
2020,2,6,AM,1789
2020,2,6,AP,497
2020,2,6,BA,4646
2020,2,6,CE,2462
2020,2,6,DF,1542
2020,2,6,ES,1416
2020,2,6,GO,1969
2020,2,6,MA,1948
2020,2,6,MG,6427
2020,2,6,MS,1180
2020,2,6,MT,1211
2020,2,6,PA,3967
2020,2,6,PB,1973
2020,2,6,PE,3311
2020,2,6,PI,1446
2020,2,6,PR,2262
2020,2,6,RJ,4773
2020,2,6,RN,1616
2020,2,6,RO,1043
2020,2,6,RR,140
2020,2,6,RS,2241
2020,2,6,SC,868
2020,2,6,SE,810
2020,2,6,SP,8660
2020,2,6,TO,430
2020,2,6,AC,256
2020,2,6,AL,666
2020,2,6,AM,1076
2020,2,6,AP,316
2020,2,6,BA,2907
2020,2,6,CE,1549
2020,2,6,DF,1070
2020,2,6,ES,950
2020,2,6,GO,1201
2020,2,6,MA,1040
2020,2,6,MG,4197
2020,2,6,MS,685
2020,2,6,MT,718
2020,2,6,PA,2537
2020,2,6,PB,1122
2020,2,6,PE,2189
2020,2,6,PI,847
2020,2,6,PR,1371
2020,2,6,RJ,3666
2020,2,6,RN,985
2020,2,6,RO,552
2020,2,6,RR,84
2020,2,6,RS,1566
2020,2,6,SC,524
2020,2,6,SE,466
2020,2,6,SP,5750
2020,2,6,TO,204
2020,2,6,AC,87
2020,2,6,AL,346
2020,2,6,AM,520
2020,2,6,AP,153
2020,2,6,BA,1584
2020,2,6,CE,895
2020,2,6,DF,544
2020,2,6,ES,527
2020,2,6,GO,629
2020,2,6,MA,518
2020,2,6,MG,2457
2020,2,6,MS,350
2020,2,6,MT,371
2020,2,6,PA,1268
2020,2,6,PB,628
2020,2,6,PE,1167
2020,2,6,PI,476
2020,2,6,PR,700
2020,2,6,RJ,2474
2020,2,6,RN,547
2020,2,6,RO,257
2020,2,6,RR,31
2020,2,6,RS,965
2020,2,6,SC,270
2020,2,6,SE,262
2020,2,6,SP,3315
2020,2,6,TO,87
2020,2,6,AC,34
2020,2,6,AL,153
2020,2,6,AM,239
2020,2,6,AP,53
2020,2,6,BA,722
2020,2,6,CE,431
2020,2,6,DF,237
2020,2,6,ES,209
2020,2,6,GO,229
2020,2,6,MA,222
2020,2,6,MG,1187
2020,2,6,MS,148
2020,2,6,MT,169
2020,2,6,PA,525
2020,2,6,PB,283
2020,2,6,PE,509
2020,2,6,PI,208
2020,2,6,PR,268
2020,2,6,RJ,1325
2020,2,6,RN,274
2020,2,6,RO,87
2020,2,6,RR,14
2020,2,6,RS,514
2020,2,6,SC,124
2020,2,6,SE,127
2020,2,6,SP,1419
2020,2,6,TO,36
2020,2,6,AC,6
2020,2,6,AL,22
2020,2,6,AM,76
2020,2,6,AP,28
2020,2,6,BA,271
2020,2,6,CE,153
2020,2,6,DF,65
2020,2,6,ES,81
2020,2,6,GO,60
2020,2,6,MA,77
2020,2,6,MG,397
2020,2,6,MS,49
2020,2,6,MT,48
2020,2,6,PA,217
2020,2,6,PB,100
2020,2,6,PE,171
2020,2,6,PI,65
2020,2,6,PR,102
2020,2,6,RJ,543
2020,2,6,RN,93
2020,2,6,RO,23
2020,2,6,RR,5
2020,2,6,RS,175
2020,2,6,SC,43
2020,2,6,SE,38
2020,2,6,SP,542
2020,2,6,TO,15
2020,2,6,AC,6
2020,2,6,AL,16
2020,2,6,AM,17
2020,2,6,AP,7
2020,2,6,BA,99
2020,2,6,CE,49
2020,2,6,DF,32
2020,2,6,ES,35
2020,2,6,GO,33
2020,2,6,MA,26
2020,2,6,MG,147
2020,2,6,MS,14
2020,2,6,MT,24
2020,2,6,PA,57
2020,2,6,PB,26
2020,2,6,PE,56
2020,2,6,PI,30
2020,2,6,PR,38
2020,2,6,RJ,172
2020,2,6,RN,26
2020,2,6,RO,11
2020,2,6,RR,1
2020,2,6,RS,62
2020,2,6,SC,14
2020,2,6,SE,18
2020,2,6,SP,192
2020,2,6,TO,1
2020,2,6,AC,2
2020,2,6,AL,1
2020,2,6,AM,7
2020,2,6,AP,4
2020,2,6,BA,22
2020,2,6,CE,18
2020,2,6,DF,10
2020,2,6,ES,7
2020,2,6,GO,6
2020,2,6,MA,11
2020,2,6,MG,58
2020,2,6,MS,3
2020,2,6,MT,6
2020,2,6,PA,22
2020,2,6,PB,10
2020,2,6,PE,20
2020,2,6,PI,5
2020,2,6,PR,11
2020,2,6,RJ,76
2020,2,6,RN,13
2020,2,6,RO,1
2020,2,6,RS,22
2020,2,6,SC,5
2020,2,6,SE,7
2020,2,6,SP,55
2020,2,6,TO,2
2020,3,1,AC,7
2020,3,1,AL,31
2020,3,1,AM,32
2020,3,1,AP,8
2020,3,1,BA,115
2020,3,1,CE,94
2020,3,1,DF,45
2020,3,1,ES,22
2020,3,1,GO,79
2020,3,1,MA,87
2020,3,1,MG,187
2020,3,1,MS,26
2020,3,1,MT,28
2020,3,1,PA,91
2020,3,1,PB,56
2020,3,1,PE,96
2020,3,1,PI,51
2020,3,1,PR,76
2020,3,1,RJ,63
2020,3,1,RN,21
2020,3,1,RO,10
2020,3,1,RR,6
2020,3,1,RS,41
2020,3,1,SC,29
2020,3,1,SE,29
2020,3,1,SP,271
2020,3,1,TO,33
2020,3,2,AC,25
2020,3,2,AL,42
2020,3,2,AM,104
2020,3,2,AP,19
2020,3,2,BA,193
2020,3,2,CE,179
2020,3,2,DF,100
2020,3,2,ES,61
2020,3,2,GO,173
2020,3,2,MA,153
2020,3,2,MG,355
2020,3,2,MS,71
2020,3,2,MT,75
2020,3,2,PA,116
2020,3,2,PB,67
2020,3,2,PE,203
2020,3,2,PI,55
2020,3,2,PR,224
2020,3,2,RJ,223
2020,3,2,RN,52
2020,3,2,RO,35
2020,3,2,RR,19
2020,3,2,RS,131
2020,3,2,SC,97
2020,3,2,SE,40
2020,3,2,SP,926
2020,3,2,TO,50
2020,3,3,AC,34
2020,3,3,AL,66
2020,3,3,AM,146
2020,3,3,AP,26
2020,3,3,BA,243
2020,3,3,CE,184
2020,3,3,DF,144
2020,3,3,ES,92
2020,3,3,GO,258
2020,3,3,MA,165
2020,3,3,MG,447
2020,3,3,MS,49
2020,3,3,MT,93
2020,3,3,PA,178
2020,3,3,PB,80
2020,3,3,PE,231
2020,3,3,PI,80
2020,3,3,PR,173
2020,3,3,RJ,333
2020,3,3,RN,53
2020,3,3,RO,43
2020,3,3,RR,21
2020,3,3,RS,212
2020,3,3,SC,158
2020,3,3,SE,52
2020,3,3,SP,890
2020,3,3,TO,46
2020,3,4,AC,29
2020,3,4,AL,44
2020,3,4,AM,107
2020,3,4,AP,28
2020,3,4,BA,216
2020,3,4,CE,119
2020,3,4,DF,109
2020,3,4,ES,76
2020,3,4,GO,151
2020,3,4,MA,155
2020,3,4,MG,315
2020,3,4,MS,41
2020,3,4,MT,58
2020,3,4,PA,130
2020,3,4,PB,75
2020,3,4,PE,149
2020,3,4,PI,51
2020,3,4,PR,115
2020,3,4,RJ,259
2020,3,4,RN,38
2020,3,4,RO,37
2020,3,4,RR,16
2020,3,4,RS,131
2020,3,4,SC,69
2020,3,4,SE,38
2020,3,4,SP,474
2020,3,4,TO,52
2020,3,5,AC,30
2020,3,5,AL,41
2020,3,5,AM,76
2020,3,5,AP,17
2020,3,5,BA,201
2020,3,5,CE,84
2020,3,5,DF,76
2020,3,5,ES,42
2020,3,5,GO,98
2020,3,5,MA,140
2020,3,5,MG,222
2020,3,5,MS,39
2020,3,5,MT,41
2020,3,5,PA,122
2020,3,5,PB,53
2020,3,5,PE,139
2020,3,5,PI,57
2020,3,5,PR,83
2020,3,5,RJ,193
2020,3,5,RN,52
2020,3,5,RO,50
2020,3,5,RR,11
2020,3,5,RS,106
2020,3,5,SC,55
2020,3,5,SE,34
2020,3,5,SP,330
