NU_ANO,TP_ESTADO_CIVIL,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2021,1,6,MS,4
2021,1,6,MT,8
2021,1,6,PA,83
2021,1,6,PB,18
2021,1,6,PE,59
2021,1,6,PI,16
2021,1,6,PR,18
2021,1,6,RJ,186
2021,1,6,RN,30
2021,1,6,RO,5
2021,1,6,RR,1
2021,1,6,RS,58
2021,1,6,SC,6
2021,1,6,SE,16
2021,1,6,SP,147
2021,1,6,TO,1
2021,1,6,AC,1
2021,1,6,AM,7
2021,1,6,AP,1
2021,1,6,BA,36
2021,1,6,CE,15
2021,1,6,DF,8
2021,1,6,ES,6
2021,1,6,GO,5
2021,1,6,MA,5
2021,1,6,MG,34
2021,1,6,MS,3
2021,1,6,MT,1
2021,1,6,PA,20
2021,1,6,PB,6
2021,1,6,PE,13
2021,1,6,PI,6
2021,1,6,PR,7
2021,1,6,RJ,49
2021,1,6,RN,4
2021,1,6,RS,15
2021,1,6,SC,2
2021,1,6,SE,3
2021,1,6,SP,37
2021,1,6,AC,1
2021,1,6,AL,2
2021,1,6,AM,1
2021,1,6,AP,1
2021,1,6,BA,15
2021,1,6,CE,11
2021,1,6,DF,4
2021,1,6,GO,2
2021,1,6,MA,2
2021,1,6,MG,10
2021,1,6,MS,3
2021,1,6,PA,6
2021,1,6,PB,2
2021,1,6,PE,5
2021,1,6,PR,4
2021,1,6,RJ,13
2021,1,6,RN,2
2021,1,6,RR,1
2021,1,6,SE,2
2021,1,6,SP,8
2021,2,1,AC,2
2021,2,1,AL,5
2021,2,1,AM,12
2021,2,1,AP,1
2021,2,1,BA,39
2021,2,1,CE,40
2021,2,1,DF,6
2021,2,1,ES,8
2021,2,1,GO,23
2021,2,1,MA,11
2021,2,1,MG,61
2021,2,1,MS,8
2021,2,1,MT,10
2021,2,1,PA,17
2021,2,1,PB,27
2021,2,1,PE,57
2021,2,1,PI,14
2021,2,1,PR,43
2021,2,1,RJ,21
2021,2,1,RN,6
2021,2,1,RO,5
2021,2,1,RR,3
2021,2,1,RS,17
2021,2,1,SC,24
2021,2,1,SE,8
2021,2,1,SP,120
2021,2,1,TO,5
2021,2,2,AC,11
2021,2,2,AL,28
2021,2,2,AM,48
2021,2,2,AP,9
2021,2,2,BA,100
2021,2,2,CE,170
2021,2,2,DF,20
2021,2,2,ES,31
2021,2,2,GO,151
2021,2,2,MA,52
2021,2,2,MG,186
2021,2,2,MS,51
2021,2,2,MT,38
2021,2,2,PA,42
2021,2,2,PB,80
2021,2,2,PE,123
2021,2,2,PI,38
2021,2,2,PR,166
2021,2,2,RJ,84
2021,2,2,RN,21
2021,2,2,RO,36
2021,2,2,RS,73
2021,2,2,SC,67
2021,2,2,SE,18
2021,2,2,SP,436
2021,2,2,TO,22
2021,2,3,AC,24
2021,2,3,AL,56
2021,2,3,AM,77
2021,2,3,AP,10
2021,2,3,BA,204
2021,2,3,CE,256
2021,2,3,DF,46
2021,2,3,ES,88
2021,2,3,GO,297
2021,2,3,MA,107
2021,2,3,MG,224
2021,2,3,MS,41
2021,2,3,MT,61
2021,2,3,PA,85
2021,2,3,PB,120
2021,2,3,PE,164
2021,2,3,PI,75
2021,2,3,PR,155
2021,2,3,RJ,108
2021,2,3,RN,57
2021,2,3,RO,111
2021,2,3,RR,4
2021,2,3,RS,119
2021,2,3,SC,106
2021,2,3,SE,42
2021,2,3,SP,428
2021,2,3,TO,39
2021,2,4,AC,34
2021,2,4,AL,61
2021,2,4,AM,75
2021,2,4,AP,13
2021,2,4,BA,264
2021,2,4,CE,178
2021,2,4,DF,32
2021,2,4,ES,55
2021,2,4,GO,218
2021,2,4,MA,94
2021,2,4,MG,215
2021,2,4,MS,44
2021,2,4,MT,63
2021,2,4,PA,140
2021,2,4,PB,138
2021,2,4,PE,144
2021,2,4,PI,78
2021,2,4,PR,142
2021,2,4,RJ,114
2021,2,4,RN,64
2021,2,4,RO,89
2021,2,4,RR,4
2021,2,4,RS,100
2021,2,4,SC,49
2021,2,4,SE,36
2021,2,4,SP,293
2021,2,4,TO,40
2021,2,5,AC,36
2021,2,5,AL,93
2021,2,5,AM,67
2021,2,5,AP,11
2021,2,5,BA,351
2021,2,5,CE,174
2021,2,5,DF,52
2021,2,5,ES,65
2021,2,5,GO,154
2021,2,5,MA,95
2021,2,5,MG,230
2021,2,5,MS,47
2021,2,5,MT,44
2021,2,5,PA,177
2021,2,5,PB,134
2021,2,5,PE,169
2021,2,5,PI,81
2021,2,5,PR,144
2021,2,5,RJ,146
2021,2,5,RN,77
2021,2,5,RO,89
2021,2,5,RR,8
2021,2,5,RS,109
2021,2,5,SC,44
2021,2,5,SE,51
2021,2,5,SP,329
2021,2,5,TO,51
2021,2,6,AC,50
2021,2,6,AL,114
2021,2,6,AM,71
2021,2,6,AP,12
2021,2,6,BA,349
2021,2,6,CE,184
2021,2,6,DF,77
2021,2,6,ES,94
2021,2,6,GO,175
2021,2,6,MA,117
2021,2,6,MG,346
2021,2,6,MS,81
2021,2,6,MT,79
2021,2,6,PA,187
2021,2,6,PB,171
2021,2,6,PE,222
2021,2,6,PI,98
2021,2,6,PR,153
2021,2,6,RJ,214
2021,2,6,RN,96
2021,2,6,RO,95
2021,2,6,RR,8
2021,2,6,RS,139
2021,2,6,SC,65
2021,2,6,SE,49
2021,2,6,SP,468
2021,2,6,TO,46
2021,2,6,AC,59
2021,2,6,AL,128
2021,2,6,AM,95
2021,2,6,AP,21
2021,2,6,BA,406
2021,2,6,CE,192
2021,2,6,DF,80
2021,2,6,ES,105
2021,2,6,GO,192
2021,2,6,MA,148
2021,2,6,MG,373
2021,2,6,MS,58
2021,2,6,MT,89
2021,2,6,PA,249
2021,2,6,PB,182
2021,2,6,PE,242
2021,2,6,PI,80
2021,2,6,PR,201
2021,2,6,RJ,259
2021,2,6,RN,146
2021,2,6,RO,95
2021,2,6,RR,9
2021,2,6,RS,177
2021,2,6,SC,88
2021,2,6,SE,66
2021,2,6,SP,568
2021,2,6,TO,61
2021,2,6,AC,56
2021,2,6,AL,143
2021,2,6,AM,123
2021,2,6,AP,20
2021,2,6,BA,443
2021,2,6,CE,237
2021,2,6,DF,112
2021,2,6,ES,127
2021,2,6,GO,199
2021,2,6,MA,160
2021,2,6,MG,441
2021,2,6,MS,104
2021,2,6,MT,95
2021,2,6,PA,308
2021,2,6,PB,197
2021,2,6,PE,264
2021,2,6,PI,98
2021,2,6,PR,231
2021,2,6,RJ,338
2021,2,6,RN,156
2021,2,6,RO,92
2021,2,6,RR,19
2021,2,6,RS,163
2021,2,6,SC,90
2021,2,6,SE,76
2021,2,6,SP,674
2021,2,6,TO,60
2021,2,6,AC,66
2021,2,6,AL,167
2021,2,6,AM,150
2021,2,6,AP,36
2021,2,6,BA,488
2021,2,6,CE,277
2021,2,6,DF,139
2021,2,6,ES,159
2021,2,6,GO,246
2021,2,6,MA,191
2021,2,6,MG,521
2021,2,6,MS,76
2021,2,6,MT,117
2021,2,6,PA,403
2021,2,6,PB,243
2021,2,6,PE,319
2021,2,6,PI,121
2021,2,6,PR,261
2021,2,6,RJ,448
2021,2,6,RN,174
2021,2,6,RO,105
2021,2,6,RR,22
2021,2,6,RS,178
2021,2,6,SC,100
2021,2,6,SE,87
2021,2,6,SP,862
2021,2,6,TO,80
2021,2,6,AC,67
2021,2,6,AL,174
2021,2,6,AM,160
2021,2,6,AP,29
2021,2,6,BA,554
2021,2,6,CE,317
2021,2,6,DF,155
2021,2,6,ES,159
2021,2,6,GO,243
2021,2,6,MA,203
2021,2,6,MG,562
2021,2,6,MS,121
2021,2,6,MT,122
2021,2,6,PA,410
2021,2,6,PB,263
2021,2,6,PE,391
2021,2,6,PI,155
2021,2,6,PR,236
2021,2,6,RJ,451
2021,2,6,RN,203
2021,2,6,RO,148
2021,2,6,RR,22
2021,2,6,RS,203
2021,2,6,SC,116
2021,2,6,SE,79
2021,2,6,SP,870
2021,2,6,TO,76
2021,2,6,AC,357
2021,2,6,AL,926
2021,2,6,AM,841
2021,2,6,AP,235
2021,2,6,BA,2765
2021,2,6,CE,1619
2021,2,6,DF,789
2021,2,6,ES,807
2021,2,6,GO,1258
2021,2,6,MA,1235
2021,2,6,MG,3276
2021,2,6,MS,586
2021,2,6,MT,669
2021,2,6,PA,2312
2021,2,6,PB,1540
2021,2,6,PE,2120
2021,2,6,PI,776
2021,2,6,PR,1420
2021,2,6,RJ,2670
2021,2,6,RN,1109
2021,2,6,RO,645
2021,2,6,RR,103
2021,2,6,RS,1108
2021,2,6,SC,595
2021,2,6,SE,473
2021,2,6,SP,4388
2021,2,6,TO,360
2021,2,6,AC,342
2021,2,6,AL,909
2021,2,6,AM,845
2021,2,6,AP,255
2021,2,6,BA,2775
2021,2,6,CE,1855
2021,2,6,DF,783
2021,2,6,ES,856
2021,2,6,GO,1241
2021,2,6,MA,1355
2021,2,6,MG,3430
2021,2,6,MS,545
2021,2,6,MT,719
2021,2,6,PA,2509
2021,2,6,PB,1621
2021,2,6,PE,2188
2021,2,6,PI,858
2021,2,6,PR,1301
2021,2,6,RJ,2523
2021,2,6,RN,1256
2021,2,6,RO,647
2021,2,6,RR,83
2021,2,6,RS,1176
2021,2,6,SC,526
2021,2,6,SE,541
2021,2,6,SP,4157
2021,2,6,TO,309
2021,2,6,AC,315
2021,2,6,AL,777
2021,2,6,AM,738
2021,2,6,AP,252
2021,2,6,BA,2696
2021,2,6,CE,1529
2021,2,6,DF,772
2021,2,6,ES,757
2021,2,6,GO,1152
2021,2,6,MA,1161
2021,2,6,MG,3384
2021,2,6,MS,518
2021,2,6,MT,691
2021,2,6,PA,2393
2021,2,6,PB,1425
2021,2,6,PE,1990
2021,2,6,PI,830
2021,2,6,PR,1126
2021,2,6,RJ,2448
2021,2,6,RN,1228
2021,2,6,RO,523
2021,2,6,RR,76
2021,2,6,RS,1167
2021,2,6,SC,429
2021,2,6,SE,515
2021,2,6,SP,3903
2021,2,6,TO,252
2021,2,6,AC,205
2021,2,6,AL,442
2021,2,6,AM,564
2021,2,6,AP,188
2021,2,6,BA,1962
2021,2,6,CE,1100
2021,2,6,DF,653
2021,2,6,ES,579
2021,2,6,GO,795
2021,2,6,MA,726
2021,2,6,MG,2568
2021,2,6,MS,342
2021,2,6,MT,448
2021,2,6,PA,1685
2021,2,6,PB,898
2021,2,6,PE,1355
2021,2,6,PI,619
2021,2,6,PR,806
2021,2,6,RJ,2109
2021,2,6,RN,805
2021,2,6,RO,312
2021,2,6,RR,51
2021,2,6,RS,921
2021,2,6,SC,306
2021,2,6,SE,356
2021,2,6,SP,2827
2021,2,6,TO,145
2021,2,6,AC,96
2021,2,6,AL,270
2021,2,6,AM,357
2021,2,6,AP,97
2021,2,6,BA,1203
2021,2,6,CE,727
2021,2,6,DF,438
2021,2,6,ES,371
2021,2,6,GO,502
2021,2,6,MA,421
2021,2,6,MG,1651
2021,2,6,MS,193
2021,2,6,MT,282
2021,2,6,PA,1116
2021,2,6,PB,519
2021,2,6,PE,923
2021,2,6,PI,356
2021,2,6,PR,445
2021,2,6,RJ,1678
2021,2,6,RN,464
2021,2,6,RO,163
2021,2,6,RR,26
2021,2,6,RS,628
2021,2,6,SC,226
2021,2,6,SE,237
2021,2,6,SP,1960
2021,2,6,TO,98
2021,2,6,AC,47
2021,2,6,AL,147
2021,2,6,AM,183
2021,2,6,AP,53
2021,2,6,BA,734
2021,2,6,CE,436
2021,2,6,DF,259
2021,2,6,ES,209
2021,2,6,GO,197
2021,2,6,MA,223
2021,2,6,MG,1056
2021,2,6,MS,97
2021,2,6,MT,124
2021,2,6,PA,582
2021,2,6,PB,268
2021,2,6,PE,554
2021,2,6,PI,197
2021,2,6,PR,263
2021,2,6,RJ,1147
2021,2,6,RN,276
2021,2,6,RO,72
2021,2,6,RR,11
2021,2,6,RS,435
2021,2,6,SC,119
2021,2,6,SE,123
2021,2,6,SP,1201
2021,2,6,TO,42
2021,2,6,AC,11
2021,2,6,AL,73
2021,2,6,AM,87
2021,2,6,AP,28
2021,2,6,BA,348
2021,2,6,CE,222
2021,2,6,DF,130
2021,2,6,ES,98
2021,2,6,GO,100
2021,2,6,MA,92
2021,2,6,MG,567
2021,2,6,MS,58
2021,2,6,MT,79
2021,2,6,PA,249
2021,2,6,PB,140
2021,2,6,PE,263
2021,2,6,PI,106
2021,2,6,PR,117
2021,2,6,RJ,716
2021,2,6,RN,147
2021,2,6,RO,43
2021,2,6,RR,6
2021,2,6,RS,219
2021,2,6,SC,52
2021,2,6,SE,58
2021,2,6,SP,581
2021,2,6,TO,16
2021,2,6,AC,2
2021,2,6,AL,10
2021,2,6,AM,15
2021,2,6,AP,12
2021,2,6,BA,129
2021,2,6,CE,59
2021,2,6,DF,39
2021,2,6,ES,38
2021,2,6,GO,37
2021,2,6,MA,33
2021,2,6,MG,173
2021,2,6,MS,16
2021,2,6,MT,30
2021,2,6,PA,113
2021,2,6,PB,51
2021,2,6,PE,112
2021,2,6,PI,44
2021,2,6,PR,26
2021,2,6,RJ,319
2021,2,6,RN,55
2021,2,6,RO,9
2021,2,6,RR,1
2021,2,6,RS,66
2021,2,6,SC,18
2021,2,6,SE,24
2021,2,6,SP,250
2021,2,6,TO,4
2021,2,6,AC,1
2021,2,6,AL,4
2021,2,6,AM,12
2021,2,6,AP,4
2021,2,6,BA,47
2021,2,6,CE,32
2021,2,6,DF,15
2021,2,6,ES,20
2021,2,6,GO,11
2021,2,6,MA,12
2021,2,6,MG,56
2021,2,6,MS,12
2021,2,6,MT,8
2021,2,6,PA,37
2021,2,6,PB,9
2021,2,6,PE,26
2021,2,6,PI,13
2021,2,6,PR,16
2021,2,6,RJ,96
2021,2,6,RN,13
2021,2,6,RO,5
2021,2,6,RS,23
2021,2,6,SC,7
2021,2,6,SE,8
2021,2,6,SP,80
2021,2,6,AL,1
2021,2,6,AM,2
2021,2,6,AP,1
2021,2,6,BA,20
2021,2,6,CE,15
2021,2,6,DF,7
2021,2,6,ES,4
2021,2,6,GO,4
2021,2,6,MA,5
2021,2,6,MG,45
2021,2,6,MS,1
2021,2,6,MT,3
2021,2,6,PA,7
2021,2,6,PB,7
2021,2,6,PE,6
2021,2,6,PI,2
2021,2,6,PR,8
2021,2,6,RJ,41
2021,2,6,RN,8
2021,2,6,RS,13
2021,2,6,SC,5
2021,2,6,SE,7
2021,2,6,SP,29
2021,3,1,AC,10
2021,3,1,AL,23
2021,3,1,AM,18
2021,3,1,AP,9
2021,3,1,BA,83
2021,3,1,CE,58
2021,3,1,DF,21
2021,3,1,ES,20
2021,3,1,GO,73
2021,3,1,MA,61
2021,3,1,MG,148
2021,3,1,MS,29
2021,3,1,MT,26
2021,3,1,PA,47
2021,3,1,PB,56
2021,3,1,PE,85
2021,3,1,PI,33
2021,3,1,PR,59
2021,3,1,RJ,60
2021,3,1,RN,19
2021,3,1,RO,13
2021,3,1,RR,7
2021,3,1,RS,49
2021,3,1,SC,47
2021,3,1,SE,31
2021,3,1,SP,200
2021,3,1,TO,25
2021,3,2,AC,14
2021,3,2,AL,51
2021,3,2,AM,92
2021,3,2,AP,14
2021,3,2,BA,197
2021,3,2,CE,160
2021,3,2,DF,84
2021,3,2,ES,52
2021,3,2,GO,196
2021,3,2,MA,110
2021,3,2,MG,304
2021,3,2,MS,43
2021,3,2,MT,54
2021,3,2,PA,97
2021,3,2,PB,71
2021,3,2,PE,158
2021,3,2,PI,56
2021,3,2,PR,209
2021,3,2,RJ,203
2021,3,2,RN,34
2021,3,2,RO,23
2021,3,2,RR,9
2021,3,2,RS,132
2021,3,2,SC,118
2021,3,2,SE,38
2021,3,2,SP,676
2021,3,2,TO,37
2021,3,3,AC,21
2021,3,3,AL,47
2021,3,3,AM,145
2021,3,3,AP,20
2021,3,3,BA,235
2021,3,3,CE,185
2021,3,3,DF,107
2021,3,3,ES,83
2021,3,3,GO,207
2021,3,3,MA,138
2021,3,3,MG,377
2021,3,3,MS,35
2021,3,3,MT,66
2021,3,3,PA,135
2021,3,3,PB,73
2021,3,3,PE,195
2021,3,3,PI,54
2021,3,3,PR,133
2021,3,3,RJ,289
2021,3,3,RN,49
2021,3,3,RO,50
2021,3,3,RR,19
2021,3,3,RS,176
2021,3,3,SC,140
2021,3,3,SE,43
2021,3,3,SP,661
2021,3,3,TO,47
2021,3,4,AC,16
2021,3,4,AL,34
2021,3,4,AM,72
2021,3,4,AP,17
2021,3,4,BA,165
2021,3,4,CE,103
2021,3,4,DF,49
2021,3,4,ES,47
2021,3,4,GO,92
2021,3,4,MA,105
2021,3,4,MG,211
2021,3,4,MS,25
2021,3,4,MT,35
2021,3,4,PA,89
2021,3,4,PB,42
2021,3,4,PE,93
2021,3,4,PI,42
2021,3,4,PR,72
2021,3,4,RJ,172
2021,3,4,RN,35
2021,3,4,RO,29
2021,3,4,RR,6
2021,3,4,RS,90
2021,3,4,SC,45
2021,3,4,SE,29
2021,3,4,SP,304
2021,3,4,TO,21
2021,3,5,AC,19
2021,3,5,AL,22
2021,3,5,AM,24
2021,3,5,AP,1
2021,3,5,BA,128
2021,3,5,CE,65
2021,3,5,DF,40
2021,3,5,ES,23
2021,3,5,GO,59
2021,3,5,MA,66
2021,3,5,MG,120
2021,3,5,MS,9
2021,3,5,MT,20
2021,3,5,PA,68
2021,3,5,PB,33
2021,3,5,PE,54
2021,3,5,PI,24
2021,3,5,PR,34
2021,3,5,RJ,112
2021,3,5,RN,27
2021,3,5,RO,19
2021,3,5,RR,1
2021,3,5,RS,68
2021,3,5,SC,16
2021,3,5,SE,26
2021,3,5,SP,148
2021,3,5,TO,14
2021,3,6,AC,9
2021,3,6,AL,22
2021,3,6,AM,26
2021,3,6,AP,10
2021,3,6,BA,93
2021,3,6,CE,36
2021,3,6,DF,21
2021,3,6,ES,19
2021,3,6,GO,49
2021,3,6,MA,37
2021,3,6,MG,83
2021,3,6,MS,14
2021,3,6,MT,18
2021,3,6,PA,53
2021,3,6,PB,31
2021,3,6,PE,63
2021,3,6,PI,23
2021,3,6,PR,27
2021,3,6,RJ,65
2021,3,6,RN,20
2021,3,6,RO,16
2021,3,6,RR,5
2021,3,6,RS,41
2021,3,6,SC,21
2021,3,6,SE,19
2021,3,6,SP,101
2021,3,6,TO,10
2021,3,6,AC,9
2021,3,6,AL,17
2021,3,6,AM,19
2021,3,6,AP,3
2021,3,6,BA,85
2021,3,6,CE,37
2021,3,6,DF,14
2021,3,6,ES,11
2021,3,6,GO,34
2021,3,6,MA,29
2021,3,6,MG,96
2021,3,6,MS,7
2021,3,6,MT,13
2021,3,6,PA,46
2021,3,6,PB,24
2021,3,6,PE,45
2021,3,6,PI,17
2021,3,6,PR,27
2021,3,6,RJ,54
2021,3,6,RN,13
2021,3,6,RO,13
2021,3,6,RR,4
2021,3,6,RS,38
2021,3,6,SC,14
2021,3,6,SE,16
2021,3,6,SP,109
2021,3,6,TO,13
2021,3,6,AC,10
2021,3,6,AL,16
2021,3,6,AM,18
2021,3,6,AP,12
2021,3,6,BA,79
2021,3,6,CE,33
2021,3,6,DF,24
2021,3,6,ES,14
2021,3,6,GO,37
2021,3,6,MA,32
2021,3,6,MG,80
2021,3,6,MS,13
2021,3,6,MT,17
2021,3,6,PA,51
2021,3,6,PB,28
2021,3,6,PE,34
2021,3,6,PI,18
2021,3,6,PR,35
2021,3,6,RJ,49
2021,3,6,RN,13
2021,3,6,RO,20
2021,3,6,RR,2
2021,3,6,RS,27
2021,3,6,SC,14
2021,3,6,SE,14
2021,3,6,SP,126
2021,3,6,TO,12
2021,3,6,AC,14
2021,3,6,AL,22
2021,3,6,AM,22
2021,3,6,AP,3
2021,3,6,BA,72
2021,3,6,CE,24
2021,3,6,DF,19
2021,3,6,ES,16
2021,3,6,GO,42
2021,3,6,MA,29
2021,3,6,MG,73
2021,3,6,MS,20
2021,3,6,MT,18
2021,3,6,PA,54
2021,3,6,PB,32
2021,3,6,PE,42
2021,3,6,PI,17
2021,3,6,PR,32
2021,3,6,RJ,55
2021,3,6,RN,21
2021,3,6,RO,26
2021,3,6,RR,1
2021,3,6,RS,32
2021,3,6,SC,13
2021,3,6,SE,12
2021,3,6,SP,132
2021,3,6,TO,14
2021,3,6,AC,10
2021,3,6,AL,27
2021,3,6,AM,18
2021,3,6,AP,9
2021,3,6,BA,75
2021,3,6,CE,40
2021,3,6,DF,24
2021,3,6,ES,18
2021,3,6,GO,58
2021,3,6,MA,46
2021,3,6,MG,105
2021,3,6,MS,20
2021,3,6,MT,26
2021,3,6,PA,31
2021,3,6,PB,38
2021,3,6,PE,56
2021,3,6,PI,15
2021,3,6,PR,55
2021,3,6,RJ,61
2021,3,6,RN,21
2021,3,6,RO,26
2021,3,6,RR,4
2021,3,6,RS,46
2021,3,6,SC,13
2021,3,6,SE,12
2021,3,6,SP,134
2021,3,6,TO,10
2021,3,6,AC,68
2021,3,6,AL,172
2021,3,6,AM,126
2021,3,6,AP,35
2021,3,6,BA,380
2021,3,6,CE,210
2021,3,6,DF,133
2021,3,6,ES,138
2021,3,6,GO,258
2021,3,6,MA,179
2021,3,6,MG,569
2021,3,6,MS,118
2021,3,6,MT,146
2021,3,6,PA,315
2021,3,6,PB,226
2021,3,6,PE,337
2021,3,6,PI,116
2021,3,6,PR,295
2021,3,6,RJ,427
2021,3,6,RN,166
2021,3,6,RO,134
2021,3,6,RR,18
2021,3,6,RS,224
2021,3,6,SC,117
2021,3,6,SE,83
2021,3,6,SP,859
2021,3,6,TO,68
2021,3,6,AC,85
2021,3,6,AL,174
2021,3,6,AM,141
2021,3,6,AP,36
2021,3,6,BA,485
2021,3,6,CE,306
2021,3,6,DF,157
2021,3,6,ES,173
2021,3,6,GO,244
2021,3,6,MA,220
2021,3,6,MG,689
2021,3,6,MS,120
2021,3,6,MT,173
2021,3,6,PA,333
2021,3,6,PB,332
2021,3,6,PE,381
2021,3,6,PI,155
2021,3,6,PR,327
2021,3,6,RJ,438
2021,3,6,RN,208
2021,3,6,RO,135
2021,3,6,RR,22
2021,3,6,RS,270
2021,3,6,SC,121
2021,3,6,SE,108
2021,3,6,SP,1051
2021,3,6,TO,57
2021,3,6,AC,72
2021,3,6,AL,173
2021,3,6,AM,162
2021,3,6,AP,42
2021,3,6,BA,566
2021,3,6,CE,310
2021,3,6,DF,173
2021,3,6,ES,177
2021,3,6,GO,272
2021,3,6,MA,232
2021,3,6,MG,793
2021,3,6,MS,143
2021,3,6,MT,183
2021,3,6,PA,415
2021,3,6,PB,337
2021,3,6,PE,445
2021,3,6,PI,171
2021,3,6,PR,281
2021,3,6,RJ,565
2021,3,6,RN,240
2021,3,6,RO,131
2021,3,6,RR,26
2021,3,6,RS,365
2021,3,6,SC,133
2021,3,6,SE,134
2021,3,6,SP,1081
2021,3,6,TO,64
2021,3,6,AC,60
2021,3,6,AL,117
2021,3,6,AM,129
2021,3,6,AP,31
2021,3,6,BA,476
2021,3,6,CE,229
2021,3,6,DF,175
2021,3,6,ES,132
2021,3,6,GO,209
2021,3,6,MA,163
2021,3,6,MG,710
2021,3,6,MS,94
2021,3,6,MT,125
2021,3,6,PA,338
2021,3,6,PB,235
2021,3,6,PE,377
2021,3,6,PI,134
2021,3,6,PR,249
2021,3,6,RJ,560
2021,3,6,RN,168
2021,3,6,RO,81
2021,3,6,RR,7
2021,3,6,RS,294
2021,3,6,SC,93
2021,3,6,SE,110
2021,3,6,SP,981
2021,3,6,TO,41
2021,3,6,AC,27
2021,3,6,AL,86
2021,3,6,AM,92
2021,3,6,AP,23
2021,3,6,BA,318
2021,3,6,CE,190
2021,3,6,DF,125
2021,3,6,ES,116
2021,3,6,GO,141
2021,3,6,MA,97
2021,3,6,MG,555
2021,3,6,MS,77
2021,3,6,MT,94
2021,3,6,PA,231
2021,3,6,PB,151
2021,3,6,PE,273
2021,3,6,PI,90
2021,3,6,PR,156
2021,3,6,RJ,519
2021,3,6,RN,131
2021,3,6,RO,69
2021,3,6,RR,5
2021,3,6,RS,262
2021,3,6,SC,75
2021,3,6,SE,95
2021,3,6,SP,724
2021,3,6,TO,26
2021,3,6,AC,21
2021,3,6,AL,55
2021,3,6,AM,54
2021,3,6,AP,16
2021,3,6,BA,217
2021,3,6,CE,108
2021,3,6,DF,98
2021,3,6,ES,77
2021,3,6,GO,84
2021,3,6,MA,75
2021,3,6,MG,427
2021,3,6,MS,43
2021,3,6,MT,47
2021,3,6,PA,141
2021,3,6,PB,115
2021,3,6,PE,171
2021,3,6,PI,61
2021,3,6,PR,133
2021,3,6,RJ,426
2021,3,6,RN,98
2021,3,6,RO,21
2021,3,6,RR,4
2021,3,6,RS,207
2021,3,6,SC,52
2021,3,6,SE,50
2021,3,6,SP,506
2021,3,6,TO,17
2021,3,6,AC,5
2021,3,6,AL,22
2021,3,6,AM,39
2021,3,6,AP,7
2021,3,6,BA,155
2021,3,6,CE,85
2021,3,6,DF,57
2021,3,6,ES,48
2021,3,6,GO,39
2021,3,6,MA,33
2021,3,6,MG,214
2021,3,6,MS,25
2021,3,6,MT,28
2021,3,6,PA,77
2021,3,6,PB,49
2021,3,6,PE,99
2021,3,6,PI,34
2021,3,6,PR,51
2021,3,6,RJ,309
2021,3,6,RN,62
2021,3,6,RO,9
2021,3,6,RR,2
2021,3,6,RS,137
2021,3,6,SC,38
2021,3,6,SE,34
2021,3,6,SP,333
2021,3,6,TO,6
2021,3,6,AL,10
2021,3,6,AM,8
2021,3,6,AP,2
2021,3,6,BA,64
2021,3,6,CE,36
2021,3,6,DF,24
2021,3,6,ES,19
2021,3,6,GO,26
2021,3,6,MA,8
2021,3,6,MG,99
2021,3,6,MS,12
2021,3,6,MT,15
2021,3,6,PA,43
2021,3,6,PB,21
2021,3,6,PE,34
2021,3,6,PI,15
2021,3,6,PR,20
2021,3,6,RJ,139
2021,3,6,RN,28
2021,3,6,RO,6
2021,3,6,RR,1
2021,3,6,RS,43
2021,3,6,SC,9
2021,3,6,SE,18
2021,3,6,SP,142
2021,3,6,TO,1
2021,3,6,AL,2
2021,3,6,AM,5
2021,3,6,AP,3
2021,3,6,BA,20
2021,3,6,CE,8
2021,3,6,DF,5
2021,3,6,ES,4
2021,3,6,GO,8
2021,3,6,MA,7
2021,3,6,MG,30
2021,3,6,MS,3
2021,3,6,MT,1
2021,3,6,PA,14
2021,3,6,PB,6
2021,3,6,PE,9
2021,3,6,PI,5
2021,3,6,PR,9
2021,3,6,RJ,55
2021,3,6,RN,7
2021,3,6,RO,5
2021,3,6,RS,19
2021,3,6,SC,12
2021,3,6,SE,9
2021,3,6,SP,32
2021,3,6,TO,2
2021,3,6,AL,1
2021,3,6,AM,2
2021,3,6,AP,2
2021,3,6,BA,10
2021,3,6,CE,4
2021,3,6,DF,3
2021,3,6,ES,2
2021,3,6,GO,2
2021,3,6,MG,15
2021,3,6,MT,1
2021,3,6,PA,6
2021,3,6,PB,1
2021,3,6,PE,3
2021,3,6,PI,1
2021,3,6,PR,2
2021,3,6,RJ,21
2021,3,6,RN,3
2021,3,6,RR,1
2021,3,6,RS,7
2021,3,6,SC,2
2021,3,6,SE,3
2021,3,6,SP,21
2021,4,1,AL,1
2021,4,1,AM,1
2021,4,1,CE,3
2021,4,1,DF,1
2021,4,1,GO,2
2021,4,1,MG,6
2021,4,1,MS,1
2021,4,1,PA,1
2021,4,1,PE,6
2021,4,1,PI,1
2021,4,1,PR,1
2021,4,1,RJ,2
2021,4,1,RO,2
2021,4,1,RS,1
2021,4,1,SC,2
2021,4,1,SE,2
2021,4,1,SP,3
2021,4,2,AC,2
2021,4,2,AM,5
2021,4,2,BA,5
2021,4,2,CE,8
2021,4,2,DF,1
2021,4,2,ES,1
2021,4,2,GO,7
2021,4,2,MA,4
2021,4,2,MG,7
2021,4,2,MS,1
2021,4,2,MT,5
2021,4,2,PA,1
2021,4,2,PB,1
