NU_ANO,TP_LOCALIZACAO_ESC,TP_ESTADO_CIVIL,SG_UF_PROVA,QTD
2022,2.0,2,RR,1
2022,2.0,2,RS,8
2022,2.0,2,SC,2
2022,2.0,2,SE,4
2022,2.0,2,SP,22
2022,2.0,2,TO,4
2022,2.0,3,AL,3
2022,2.0,3,AM,9
2022,2.0,3,AP,3
2022,2.0,3,BA,11
2022,2.0,3,CE,13
2022,2.0,3,DF,4
2022,2.0,3,ES,5
2022,2.0,3,GO,11
2022,2.0,3,MA,12
2022,2.0,3,MG,9
2022,2.0,3,MS,2
2022,2.0,3,MT,7
2022,2.0,3,PA,8
2022,2.0,3,PB,3
2022,2.0,3,PE,4
2022,2.0,3,PI,1
2022,2.0,3,PR,9
2022,2.0,3,RJ,9
2022,2.0,3,RN,3
2022,2.0,3,RO,4
2022,2.0,3,RR,3
2022,2.0,3,RS,11
2022,2.0,3,SC,3
2022,2.0,3,SP,7
2022,2.0,3,TO,2
2022,2.0,4,AL,1
2022,2.0,4,AM,3
2022,2.0,4,BA,1
2022,2.0,4,CE,1
2022,2.0,4,GO,2
2022,2.0,4,MA,1
2022,2.0,4,PA,1
2022,2.0,4,PB,1
2022,2.0,4,PI,1
2022,2.0,4,RO,1
2022,2.0,4,RS,1
2022,2.0,4,TO,1
2023,1.0,0,AC,237
2023,1.0,0,AL,893
2023,1.0,0,AM,1074
2023,1.0,0,AP,219
2023,1.0,0,BA,1833
2023,1.0,0,CE,4961
2023,1.0,0,DF,648
2023,1.0,0,ES,742
2023,1.0,0,GO,2657
2023,1.0,0,MA,1475
2023,1.0,0,MG,2166
2023,1.0,0,MS,487
2023,1.0,0,MT,694
2023,1.0,0,PA,1586
2023,1.0,0,PB,986
2023,1.0,0,PE,1734
2023,1.0,0,PI,968
2023,1.0,0,PR,2188
2023,1.0,0,RJ,1542
2023,1.0,0,RN,587
2023,1.0,0,RO,554
2023,1.0,0,RR,101
2023,1.0,0,RS,1398
2023,1.0,0,SC,1235
2023,1.0,0,SE,455
2023,1.0,0,SP,6147
2023,1.0,0,TO,259
2023,1.0,1,AC,3397
2023,1.0,1,AL,17586
2023,1.0,1,AM,23303
2023,1.0,1,AP,3814
2023,1.0,1,BA,38532
2023,1.0,1,CE,86038
2023,1.0,1,DF,18652
2023,1.0,1,ES,18526
2023,1.0,1,GO,41010
2023,1.0,1,MA,26655
2023,1.0,1,MG,61399
2023,1.0,1,MS,10616
2023,1.0,1,MT,14665
2023,1.0,1,PA,30922
2023,1.0,1,PB,22102
2023,1.0,1,PE,41077
2023,1.0,1,PI,16178
2023,1.0,1,PR,49370
2023,1.0,1,RJ,59655
2023,1.0,1,RN,15680
2023,1.0,1,RO,8898
2023,1.0,1,RR,1924
2023,1.0,1,RS,36533
2023,1.0,1,SC,29302
2023,1.0,1,SE,9575
2023,1.0,1,SP,176116
2023,1.0,1,TO,6279
2023,1.0,2,AC,51
2023,1.0,2,AL,675
2023,1.0,2,AM,305
2023,1.0,2,AP,28
2023,1.0,2,BA,397
2023,1.0,2,CE,898
2023,1.0,2,DF,116
2023,1.0,2,ES,218
2023,1.0,2,GO,753
2023,1.0,2,MA,240
2023,1.0,2,MG,623
2023,1.0,2,MS,92
2023,1.0,2,MT,157
2023,1.0,2,PA,354
2023,1.0,2,PB,390
2023,1.0,2,PE,414
2023,1.0,2,PI,259
2023,1.0,2,PR,487
2023,1.0,2,RJ,613
2023,1.0,2,RN,170
2023,1.0,2,RO,215
2023,1.0,2,RR,5
2023,1.0,2,RS,207
2023,1.0,2,SC,214
2023,1.0,2,SE,81
2023,1.0,2,SP,1094
2023,1.0,2,TO,75
2023,1.0,3,AC,41
2023,1.0,3,AL,242
2023,1.0,3,AM,252
2023,1.0,3,AP,16
2023,1.0,3,BA,317
2023,1.0,3,CE,549
2023,1.0,3,DF,223
2023,1.0,3,ES,184
2023,1.0,3,GO,533
2023,1.0,3,MA,228
2023,1.0,3,MG,614
2023,1.0,3,MS,90
2023,1.0,3,MT,121
2023,1.0,3,PA,232
2023,1.0,3,PB,146
2023,1.0,3,PE,298
2023,1.0,3,PI,140
2023,1.0,3,PR,409
2023,1.0,3,RJ,555
2023,1.0,3,RN,133
2023,1.0,3,RO,89
2023,1.0,3,RR,33
2023,1.0,3,RS,308
2023,1.0,3,SC,242
2023,1.0,3,SE,71
2023,1.0,3,SP,1530
2023,1.0,3,TO,76
2023,1.0,4,AC,1
2023,1.0,4,AL,33
2023,1.0,4,AM,18
2023,1.0,4,BA,13
2023,1.0,4,CE,55
2023,1.0,4,DF,5
2023,1.0,4,ES,8
2023,1.0,4,GO,34
2023,1.0,4,MA,6
2023,1.0,4,MG,27
2023,1.0,4,MS,7
2023,1.0,4,MT,13
2023,1.0,4,PA,15
2023,1.0,4,PB,18
2023,1.0,4,PE,19
2023,1.0,4,PI,11
2023,1.0,4,PR,26
2023,1.0,4,RJ,23
2023,1.0,4,RN,6
2023,1.0,4,RO,9
2023,1.0,4,RS,15
2023,1.0,4,SC,9
2023,1.0,4,SE,4
2023,1.0,4,SP,44
2023,1.0,4,TO,4
2023,2.0,0,AC,25
2023,2.0,0,AL,30
2023,2.0,0,AM,74
2023,2.0,0,AP,8
2023,2.0,0,BA,121
2023,2.0,0,CE,228
2023,2.0,0,DF,9
2023,2.0,0,ES,21
2023,2.0,0,GO,46
2023,2.0,0,MA,182
2023,2.0,0,MG,47
2023,2.0,0,MS,21
2023,2.0,0,MT,76
2023,2.0,0,PA,92
2023,2.0,0,PB,42
2023,2.0,0,PE,80
2023,2.0,0,PI,40
2023,2.0,0,PR,69
2023,2.0,0,RJ,42
2023,2.0,0,RN,17
2023,2.0,0,RO,28
2023,2.0,0,RR,11
2023,2.0,0,RS,52
2023,2.0,0,SC,37
2023,2.0,0,SE,16
2023,2.0,0,SP,93
2023,2.0,0,TO,20
2023,2.0,1,AC,425
2023,2.0,1,AL,942
2023,2.0,1,AM,1456
2023,2.0,1,AP,238
2023,2.0,1,BA,2155
2023,2.0,1,CE,5331
2023,2.0,1,DF,374
2023,2.0,1,ES,830
2023,2.0,1,GO,825
2023,2.0,1,MA,3024
2023,2.0,1,MG,1966
2023,2.0,1,MS,593
2023,2.0,1,MT,1007
2023,2.0,1,PA,1750
2023,2.0,1,PB,747
2023,2.0,1,PE,1906
2023,2.0,1,PI,739
2023,2.0,1,PR,1532
2023,2.0,1,RJ,1346
2023,2.0,1,RN,501
2023,2.0,1,RO,387
2023,2.0,1,RR,205
2023,2.0,1,RS,1122
2023,2.0,1,SC,715
2023,2.0,1,SE,448
2023,2.0,1,SP,2304
2023,2.0,1,TO,495
2023,2.0,2,AC,17
2023,2.0,2,AL,65
2023,2.0,2,AM,27
2023,2.0,2,AP,4
2023,2.0,2,BA,34
2023,2.0,2,CE,49
2023,2.0,2,DF,3
2023,2.0,2,ES,4
2023,2.0,2,GO,23
2023,2.0,2,MA,39
2023,2.0,2,MG,12
2023,2.0,2,MS,12
2023,2.0,2,MT,16
2023,2.0,2,PA,32
2023,2.0,2,PB,27
2023,2.0,2,PE,27
2023,2.0,2,PI,23
2023,2.0,2,PR,23
2023,2.0,2,RJ,28
2023,2.0,2,RN,5
2023,2.0,2,RO,10
2023,2.0,2,RR,1
2023,2.0,2,RS,6
2023,2.0,2,SC,7
2023,2.0,2,SE,5
2023,2.0,2,SP,16
2023,2.0,2,TO,6
2023,2.0,3,AC,3
2023,2.0,3,AL,10
2023,2.0,3,AM,11
2023,2.0,3,AP,2
2023,2.0,3,BA,18
2023,2.0,3,CE,20
2023,2.0,3,DF,3
2023,2.0,3,ES,5
2023,2.0,3,GO,13
2023,2.0,3,MA,10
2023,2.0,3,MG,17
2023,2.0,3,MS,5
2023,2.0,3,MT,8
2023,2.0,3,PA,19
2023,2.0,3,PB,6
2023,2.0,3,PE,6
2023,2.0,3,PI,7
2023,2.0,3,PR,7
2023,2.0,3,RJ,9
2023,2.0,3,RN,2
2023,2.0,3,RO,2
2023,2.0,3,RR,3
2023,2.0,3,RS,13
2023,2.0,3,SC,4
2023,2.0,3,SE,3
2023,2.0,3,SP,14
2023,2.0,3,TO,3
2023,2.0,4,AL,1
2023,2.0,4,AM,1
2023,2.0,4,BA,3
2023,2.0,4,CE,5
2023,2.0,4,GO,1
2023,2.0,4,MA,1
2023,2.0,4,MG,1
2023,2.0,4,MS,1
2023,2.0,4,PI,1
2023,2.0,4,SP,1
