NU_ANO,TP_ESCOLA,TP_ESTADO_CIVIL,SG_UF_PROVA,QTD
2021,3,1,PA,5721
2021,3,1,PB,4514
2021,3,1,PE,8282
2021,3,1,PI,3276
2021,3,1,PR,10054
2021,3,1,RJ,22361
2021,3,1,RN,3521
2021,3,1,RO,476
2021,3,1,RR,157
2021,3,1,RS,7217
2021,3,1,SC,5498
2021,3,1,SE,2900
2021,3,1,SP,49933
2021,3,1,TO,684
2021,3,2,AC,2
2021,3,2,AL,5
2021,3,2,AM,8
2021,3,2,AP,2
2021,3,2,BA,20
2021,3,2,CE,7
2021,3,2,DF,15
2021,3,2,ES,9
2021,3,2,GO,24
2021,3,2,MA,6
2021,3,2,MG,48
2021,3,2,MS,5
2021,3,2,MT,7
2021,3,2,PA,8
2021,3,2,PB,9
2021,3,2,PE,20
2021,3,2,PI,7
2021,3,2,PR,42
2021,3,2,RJ,58
2021,3,2,RN,12
2021,3,2,RO,1
2021,3,2,RS,21
2021,3,2,SC,24
2021,3,2,SE,6
2021,3,2,SP,214
2021,3,3,AC,1
2021,3,3,AL,24
2021,3,3,AM,5
2021,3,3,AP,1
2021,3,3,BA,74
2021,3,3,CE,40
2021,3,3,DF,43
2021,3,3,ES,16
2021,3,3,GO,45
2021,3,3,MA,27
2021,3,3,MG,90
2021,3,3,MS,14
2021,3,3,MT,15
2021,3,3,PA,35
2021,3,3,PB,31
2021,3,3,PE,61
2021,3,3,PI,16
2021,3,3,PR,69
2021,3,3,RJ,127
2021,3,3,RN,13
2021,3,3,RO,5
2021,3,3,RR,4
2021,3,3,RS,53
2021,3,3,SC,58
2021,3,3,SE,13
2021,3,3,SP,288
2021,3,3,TO,3
2021,3,4,BA,3
2021,3,4,DF,1
2021,3,4,ES,1
2021,3,4,MA,2
2021,3,4,MG,5
2021,3,4,MS,1
2021,3,4,MT,1
2021,3,4,PE,2
2021,3,4,PR,2
2021,3,4,RJ,2
2021,3,4,RN,1
2021,3,4,SP,1
2022,1,0,AC,851
2022,1,0,AL,1479
2022,1,0,AM,1949
2022,1,0,AP,942
2022,1,0,BA,7143
2022,1,0,CE,4312
2022,1,0,DF,1564
2022,1,0,ES,1349
2022,1,0,GO,2625
2022,1,0,MA,3242
2022,1,0,MG,6122
2022,1,0,MS,1249
2022,1,0,MT,1797
2022,1,0,PA,7188
2022,1,0,PB,2661
2022,1,0,PE,3882
2022,1,0,PI,2345
2022,1,0,PR,3735
2022,1,0,RJ,5022
2022,1,0,RN,2749
2022,1,0,RO,956
2022,1,0,RR,256
2022,1,0,RS,5392
2022,1,0,SC,2325
2022,1,0,SE,1629
2022,1,0,SP,10512
2022,1,0,TO,689
2022,1,1,AC,13033
2022,1,1,AL,36017
2022,1,1,AM,37418
2022,1,1,AP,13947
2022,1,1,BA,161798
2022,1,1,CE,99135
2022,1,1,DF,34943
2022,1,1,ES,31651
2022,1,1,GO,63249
2022,1,1,MA,80650
2022,1,1,MG,185142
2022,1,1,MS,21941
2022,1,1,MT,30325
2022,1,1,PA,125541
2022,1,1,PB,61144
2022,1,1,PE,107787
2022,1,1,PI,52561
2022,1,1,PR,70730
2022,1,1,RJ,136665
2022,1,1,RN,53336
2022,1,1,RO,15018
2022,1,1,RR,4741
2022,1,1,RS,82153
2022,1,1,SC,36882
2022,1,1,SE,35349
2022,1,1,SP,273037
2022,1,1,TO,15656
2022,1,2,AC,1653
2022,1,2,AL,4049
2022,1,2,AM,3202
2022,1,2,AP,1105
2022,1,2,BA,12590
2022,1,2,CE,7087
2022,1,2,DF,3425
2022,1,2,ES,3723
2022,1,2,GO,4582
2022,1,2,MA,5370
2022,1,2,MG,14083
2022,1,2,MS,2351
2022,1,2,MT,3077
2022,1,2,PA,11207
2022,1,2,PB,6174
2022,1,2,PE,9115
2022,1,2,PI,3768
2022,1,2,PR,5372
2022,1,2,RJ,12451
2022,1,2,RN,5908
2022,1,2,RO,2212
2022,1,2,RR,373
2022,1,2,RS,5554
2022,1,2,SC,2256
2022,1,2,SE,2434
2022,1,2,SP,17447
2022,1,2,TO,1069
2022,1,3,AC,402
2022,1,3,AL,936
2022,1,3,AM,712
2022,1,3,AP,241
2022,1,3,BA,2903
2022,1,3,CE,1674
2022,1,3,DF,997
2022,1,3,ES,881
2022,1,3,GO,1331
2022,1,3,MA,1332
2022,1,3,MG,3951
2022,1,3,MS,648
2022,1,3,MT,882
2022,1,3,PA,2240
2022,1,3,PB,1470
2022,1,3,PE,2248
2022,1,3,PI,890
2022,1,3,PR,1545
2022,1,3,RJ,3410
2022,1,3,RN,1340
2022,1,3,RO,504
2022,1,3,RR,121
2022,1,3,RS,1926
2022,1,3,SC,745
2022,1,3,SE,730
2022,1,3,SP,5643
2022,1,3,TO,294
2022,1,4,AC,29
2022,1,4,AL,74
2022,1,4,AM,74
2022,1,4,AP,24
2022,1,4,BA,237
2022,1,4,CE,130
2022,1,4,DF,51
2022,1,4,ES,52
2022,1,4,GO,95
2022,1,4,MA,86
2022,1,4,MG,278
2022,1,4,MS,51
2022,1,4,MT,62
2022,1,4,PA,224
2022,1,4,PB,106
2022,1,4,PE,187
2022,1,4,PI,68
2022,1,4,PR,123
2022,1,4,RJ,370
2022,1,4,RN,104
2022,1,4,RO,34
2022,1,4,RR,9
2022,1,4,RS,133
2022,1,4,SC,32
2022,1,4,SE,46
2022,1,4,SP,399
2022,1,4,TO,20
2022,2,0,AC,323
2022,2,0,AL,619
2022,2,0,AM,1551
2022,2,0,AP,206
2022,2,0,BA,2496
2022,2,0,CE,5168
2022,2,0,DF,452
2022,2,0,ES,662
2022,2,0,GO,2969
2022,2,0,MA,1632
2022,2,0,MG,2043
2022,2,0,MS,601
2022,2,0,MT,832
2022,2,0,PA,2059
2022,2,0,PB,955
2022,2,0,PE,1938
2022,2,0,PI,850
2022,2,0,PR,2030
2022,2,0,RJ,1462
2022,2,0,RN,610
2022,2,0,RO,586
2022,2,0,RR,89
2022,2,0,RS,1492
2022,2,0,SC,1097
2022,2,0,SE,580
2022,2,0,SP,4885
2022,2,0,TO,426
2022,2,1,AC,5738
2022,2,1,AL,16609
2022,2,1,AM,33462
2022,2,1,AP,5554
2022,2,1,BA,64169
2022,2,1,CE,99243
2022,2,1,DF,17443
2022,2,1,ES,21588
2022,2,1,GO,57230
2022,2,1,MA,36681
2022,2,1,MG,79697
2022,2,1,MS,15271
2022,2,1,MT,19164
2022,2,1,PA,46452
2022,2,1,PB,24894
2022,2,1,PE,54316
2022,2,1,PI,19901
2022,2,1,PR,53947
2022,2,1,RJ,64798
2022,2,1,RN,19342
2022,2,1,RO,11467
2022,2,1,RR,2560
2022,2,1,RS,46301
2022,2,1,SC,32078
2022,2,1,SE,14085
2022,2,1,SP,171777
2022,2,1,TO,10248
2022,2,2,AC,114
2022,2,2,AL,340
2022,2,2,AM,568
2022,2,2,AP,46
2022,2,2,BA,802
2022,2,2,CE,1113
2022,2,2,DF,160
2022,2,2,ES,336
2022,2,2,GO,1446
2022,2,2,MA,288
2022,2,2,MG,779
2022,2,2,MS,207
2022,2,2,MT,293
2022,2,2,PA,712
2022,2,2,PB,516
2022,2,2,PE,666
2022,2,2,PI,287
2022,2,2,PR,635
2022,2,2,RJ,975
2022,2,2,RN,276
2022,2,2,RO,409
2022,2,2,RR,20
2022,2,2,RS,397
2022,2,2,SC,234
2022,2,2,SE,208
2022,2,2,SP,1445
2022,2,2,TO,133
2022,2,3,AC,69
2022,2,3,AL,136
2022,2,3,AM,312
2022,2,3,AP,42
2022,2,3,BA,513
2022,2,3,CE,499
2022,2,3,DF,208
2022,2,3,ES,184
2022,2,3,GO,751
2022,2,3,MA,305
2022,2,3,MG,718
2022,2,3,MS,166
2022,2,3,MT,181
2022,2,3,PA,356
2022,2,3,PB,206
2022,2,3,PE,435
2022,2,3,PI,109
2022,2,3,PR,441
2022,2,3,RJ,608
2022,2,3,RN,144
2022,2,3,RO,151
2022,2,3,RR,28
2022,2,3,RS,369
2022,2,3,SC,267
2022,2,3,SE,132
2022,2,3,SP,1461
2022,2,3,TO,90
2022,2,4,AC,4
2022,2,4,AL,9
2022,2,4,AM,23
2022,2,4,AP,2
2022,2,4,BA,23
2022,2,4,CE,46
2022,2,4,DF,5
2022,2,4,ES,12
2022,2,4,GO,51
2022,2,4,MA,12
2022,2,4,MG,26
2022,2,4,MS,7
2022,2,4,MT,8
2022,2,4,PA,18
2022,2,4,PB,14
2022,2,4,PE,17
2022,2,4,PI,11
2022,2,4,PR,19
2022,2,4,RJ,30
2022,2,4,RN,7
2022,2,4,RO,8
2022,2,4,RR,1
2022,2,4,RS,14
2022,2,4,SC,6
2022,2,4,SE,2
2022,2,4,SP,64
2022,2,4,TO,2
2022,3,0,AC,14
2022,3,0,AL,113
2022,3,0,AM,60
2022,3,0,AP,24
2022,3,0,BA,394
2022,3,0,CE,251
2022,3,0,DF,168
2022,3,0,ES,84
2022,3,0,GO,199
2022,3,0,MA,128
2022,3,0,MG,360
2022,3,0,MS,69
2022,3,0,MT,68
2022,3,0,PA,225
2022,3,0,PB,151
2022,3,0,PE,213
2022,3,0,PI,100
2022,3,0,PR,401
2022,3,0,RJ,600
2022,3,0,RN,96
2022,3,0,RO,16
2022,3,0,RR,5
2022,3,0,RS,245
2022,3,0,SC,239
2022,3,0,SE,98
2022,3,0,SP,1567
2022,3,0,TO,27
2022,3,1,AC,366
2022,3,1,AL,3541
2022,3,1,AM,1636
2022,3,1,AP,537
2022,3,1,BA,11980
2022,3,1,CE,7629
2022,3,1,DF,5911
2022,3,1,ES,3138
2022,3,1,GO,7005
2022,3,1,MA,3150
2022,3,1,MG,16418
2022,3,1,MS,2097
2022,3,1,MT,2667
2022,3,1,PA,6342
2022,3,1,PB,4895
2022,3,1,PE,8717
2022,3,1,PI,3475
2022,3,1,PR,11295
2022,3,1,RJ,24267
2022,3,1,RN,4109
2022,3,1,RO,600
2022,3,1,RR,225
2022,3,1,RS,8221
2022,3,1,SC,6539
2022,3,1,SE,2986
2022,3,1,SP,55556
2022,3,1,TO,783
2022,3,2,AC,2
2022,3,2,AL,8
2022,3,2,AM,5
2022,3,2,AP,1
2022,3,2,BA,34
2022,3,2,CE,23
2022,3,2,DF,12
2022,3,2,ES,13
2022,3,2,GO,23
2022,3,2,MA,11
2022,3,2,MG,53
2022,3,2,MS,7
2022,3,2,MT,6
2022,3,2,PA,19
2022,3,2,PB,19
2022,3,2,PE,18
2022,3,2,PI,6
2022,3,2,PR,51
2022,3,2,RJ,53
2022,3,2,RN,9
2022,3,2,RO,3
2022,3,2,RR,4
2022,3,2,RS,26
2022,3,2,SC,29
2022,3,2,SE,6
2022,3,2,SP,234
2022,3,2,TO,2
2022,3,3,AC,3
2022,3,3,AL,15
2022,3,3,AM,13
2022,3,3,AP,3
2022,3,3,BA,83
2022,3,3,CE,65
2022,3,3,DF,62
2022,3,3,ES,27
2022,3,3,GO,65
2022,3,3,MA,29
2022,3,3,MG,110
2022,3,3,MS,18
2022,3,3,MT,19
2022,3,3,PA,35
2022,3,3,PB,32
2022,3,3,PE,56
2022,3,3,PI,28
2022,3,3,PR,72
2022,3,3,RJ,176
2022,3,3,RN,19
2022,3,3,RO,5
2022,3,3,RR,2
2022,3,3,RS,71
2022,3,3,SC,60
2022,3,3,SE,27
2022,3,3,SP,407
2022,3,3,TO,1
2022,3,4,AM,1
2022,3,4,BA,1
2022,3,4,CE,2
2022,3,4,GO,1
2022,3,4,MG,1
2022,3,4,PA,3
2022,3,4,PB,1
2022,3,4,PI,1
2022,3,4,RJ,3
2022,3,4,RS,1
2022,3,4,SC,2
2022,3,4,SP,8
2023,1,0,AC,963
2023,1,0,AL,2147
2023,1,0,AM,2867
2023,1,0,AP,1347
2023,1,0,BA,10730
2023,1,0,CE,5946
2023,1,0,DF,2087
2023,1,0,ES,1751
2023,1,0,GO,3529
2023,1,0,MA,5170
2023,1,0,MG,8632
2023,1,0,MS,1516
2023,1,0,MT,2086
2023,1,0,PA,9044
2023,1,0,PB,3728
2023,1,0,PE,5502
2023,1,0,PI,3470
2023,1,0,PR,4360
2023,1,0,RJ,6469
2023,1,0,RN,3534
2023,1,0,RO,1127
2023,1,0,RR,335
2023,1,0,RS,5833
2023,1,0,SC,2915
2023,1,0,SE,2083
2023,1,0,SP,12961
2023,1,0,TO,936
2023,1,1,AC,14026
2023,1,1,AL,44501
2023,1,1,AM,47162
2023,1,1,AP,17988
2023,1,1,BA,203774
2023,1,1,CE,116128
2023,1,1,DF,39223
2023,1,1,ES,37465
2023,1,1,GO,68767
2023,1,1,MA,100462
2023,1,1,MG,217411
2023,1,1,MS,24663
2023,1,1,MT,32359
2023,1,1,PA,142899
2023,1,1,PB,75130
2023,1,1,PE,128283
2023,1,1,PI,60864
2023,1,1,PR,75702
2023,1,1,RJ,161952
2023,1,1,RN,62592
2023,1,1,RO,17237
2023,1,1,RR,5503
2023,1,1,RS,87267
2023,1,1,SC,42001
2023,1,1,SE,41192
2023,1,1,SP,296964
2023,1,1,TO,17587
2023,1,2,AC,1805
2023,1,2,AL,5211
2023,1,2,AM,4205
2023,1,2,AP,1659
2023,1,2,BA,18082
2023,1,2,CE,8423
2023,1,2,DF,4175
2023,1,2,ES,4690
2023,1,2,GO,5287
2023,1,2,MA,6972
2023,1,2,MG,17354
2023,1,2,MS,2523
2023,1,2,MT,3299
2023,1,2,PA,13754
2023,1,2,PB,8025
2023,1,2,PE,11834
2023,1,2,PI,4331
2023,1,2,PR,5482
2023,1,2,RJ,15537
2023,1,2,RN,7062
2023,1,2,RO,2563
2023,1,2,RR,430
2023,1,2,RS,5847
2023,1,2,SC,2701
2023,1,2,SE,2871
2023,1,2,SP,19944
2023,1,2,TO,1265
2023,1,3,AC,487
2023,1,3,AL,1367
2023,1,3,AM,1089
2023,1,3,AP,317
2023,1,3,BA,4378
2023,1,3,CE,2311
2023,1,3,DF,1354
2023,1,3,ES,1277
2023,1,3,GO,1752
2023,1,3,MA,1786
2023,1,3,MG,5309
2023,1,3,MS,846
2023,1,3,MT,990
2023,1,3,PA,2848
2023,1,3,PB,2062
2023,1,3,PE,3220
2023,1,3,PI,1195
2023,1,3,PR,1740
2023,1,3,RJ,4683
2023,1,3,RN,1675
2023,1,3,RO,743
2023,1,3,RR,150
2023,1,3,RS,2192
2023,1,3,SC,892
2023,1,3,SE,949
2023,1,3,SP,7111
2023,1,3,TO,381
2023,1,4,AC,26
2023,1,4,AL,110
2023,1,4,AM,103
2023,1,4,AP,28
2023,1,4,BA,379
2023,1,4,CE,194
2023,1,4,DF,87
2023,1,4,ES,117
2023,1,4,GO,107
2023,1,4,MA,123
2023,1,4,MG,399
2023,1,4,MS,50
2023,1,4,MT,77
2023,1,4,PA,245
2023,1,4,PB,154
2023,1,4,PE,235
2023,1,4,PI,83
2023,1,4,PR,125
2023,1,4,RJ,542
2023,1,4,RN,132
2023,1,4,RO,38
2023,1,4,RR,7
2023,1,4,RS,180
2023,1,4,SC,48
2023,1,4,SE,74
2023,1,4,SP,499
2023,1,4,TO,29
2023,2,0,AC,429
2023,2,0,AL,1215
2023,2,0,AM,1611
2023,2,0,AP,342
2023,2,0,BA,3873
2023,2,0,CE,5558
2023,2,0,DF,654
2023,2,0,ES,1010
2023,2,0,GO,3877
2023,2,0,MA,2714
2023,2,0,MG,3359
2023,2,0,MS,735
2023,2,0,MT,1126
2023,2,0,PA,2733
2023,2,0,PB,1391
2023,2,0,PE,2789
2023,2,0,PI,1582
2023,2,0,PR,2988
2023,2,0,RJ,1849
2023,2,0,RN,845
2023,2,0,RO,796
2023,2,0,RR,118
2023,2,0,RS,1950
2023,2,0,SC,1486
2023,2,0,SE,723
2023,2,0,SP,6709
2023,2,0,TO,530
2023,2,1,AC,5919
2023,2,1,AL,22709
2023,2,1,AM,32962
2023,2,1,AP,6381
2023,2,1,BA,67163
2023,2,1,CE,93699
2023,2,1,DF,18243
2023,2,1,ES,23253
2023,2,1,GO,55748
2023,2,1,MA,43845
2023,2,1,MG,85314
2023,2,1,MS,14351
2023,2,1,MT,20386
2023,2,1,PA,48718
2023,2,1,PB,27792
2023,2,1,PE,56567
2023,2,1,PI,23489
2023,2,1,PR,61966
2023,2,1,RJ,62504
2023,2,1,RN,19668
2023,2,1,RO,12262
2023,2,1,RR,2736
2023,2,1,RS,45868
2023,2,1,SC,32363
2023,2,1,SE,14258
2023,2,1,SP,179542
2023,2,1,TO,10701
2023,2,2,AC,117
2023,2,2,AL,992
2023,2,2,AM,457
2023,2,2,AP,66
2023,2,2,BA,863
2023,2,2,CE,1064
2023,2,2,DF,162
2023,2,2,ES,313
2023,2,2,GO,1135
2023,2,2,MA,460
2023,2,2,MG,1020
2023,2,2,MS,184
2023,2,2,MT,274
2023,2,2,PA,735
2023,2,2,PB,618
2023,2,2,PE,690
2023,2,2,PI,437
2023,2,2,PR,751
2023,2,2,RJ,915
2023,2,2,RN,319
2023,2,2,RO,357
2023,2,2,RR,16
2023,2,2,RS,403
2023,2,2,SC,299
2023,2,2,SE,161
2023,2,2,SP,1394
2023,2,2,TO,123
2023,2,3,AC,73
2023,2,3,AL,311
2023,2,3,AM,385
2023,2,3,AP,30
2023,2,3,BA,611
2023,2,3,CE,593
2023,2,3,DF,234
2023,2,3,ES,238
2023,2,3,GO,745
2023,2,3,MA,371
2023,2,3,MG,856
2023,2,3,MS,127
2023,2,3,MT,196
2023,2,3,PA,371
2023,2,3,PB,242
2023,2,3,PE,428
2023,2,3,PI,211
2023,2,3,PR,571
2023,2,3,RJ,675
2023,2,3,RN,189
2023,2,3,RO,131
2023,2,3,RR,49
2023,2,3,RS,379
2023,2,3,SC,279
2023,2,3,SE,118
2023,2,3,SP,1694
2023,2,3,TO,120
2023,2,4,AC,1
2023,2,4,AL,43
2023,2,4,AM,22
2023,2,4,AP,1
2023,2,4,BA,21
2023,2,4,CE,62
2023,2,4,DF,8
2023,2,4,ES,16
2023,2,4,GO,45
2023,2,4,MA,19
2023,2,4,MG,43
2023,2,4,MS,8
2023,2,4,MT,15
2023,2,4,PA,28
2023,2,4,PB,23
2023,2,4,PE,25
2023,2,4,PI,17
2023,2,4,PR,35
2023,2,4,RJ,34
2023,2,4,RN,9
2023,2,4,RO,15
2023,2,4,RS,16
2023,2,4,SC,9
2023,2,4,SE,6
2023,2,4,SP,64
2023,2,4,TO,4
2023,3,0,AC,21
2023,3,0,AL,173
2023,3,0,AM,80
2023,3,0,AP,45
2023,3,0,BA,608
2023,3,0,CE,322
2023,3,0,DF,227
2023,3,0,ES,100
2023,3,0,GO,310
2023,3,0,MA,186
2023,3,0,MG,538
2023,3,0,MS,83
2023,3,0,MT,89
2023,3,0,PA,369
2023,3,0,PB,203
2023,3,0,PE,287
2023,3,0,PI,173
2023,3,0,PR,445
2023,3,0,RJ,610
2023,3,0,RN,163
2023,3,0,RO,30
2023,3,0,RR,21
2023,3,0,RS,319
2023,3,0,SC,307
2023,3,0,SE,140
2023,3,0,SP,1959
2023,3,0,TO,32
2023,3,1,AC,403
2023,3,1,AL,3939
2023,3,1,AM,1949
2023,3,1,AP,598
2023,3,1,BA,13663
2023,3,1,CE,7567
2023,3,1,DF,6434
2023,3,1,ES,3452
2023,3,1,GO,7724
2023,3,1,MA,3599
2023,3,1,MG,18163
2023,3,1,MS,2339
2023,3,1,MT,2983
2023,3,1,PA,7353
2023,3,1,PB,5100
2023,3,1,PE,8915
2023,3,1,PI,3751
2023,3,1,PR,12220
2023,3,1,RJ,26234
2023,3,1,RN,4481
2023,3,1,RO,728
2023,3,1,RR,272
2023,3,1,RS,9539
2023,3,1,SC,7867
2023,3,1,SE,2947
2023,3,1,SP,61228
2023,3,1,TO,900
2023,3,2,AC,1
2023,3,2,AL,10
2023,3,2,AM,8
2023,3,2,AP,2
2023,3,2,BA,44
2023,3,2,CE,34
2023,3,2,DF,22
2023,3,2,ES,16
2023,3,2,GO,17
2023,3,2,MA,13
2023,3,2,MG,51
2023,3,2,MS,7
2023,3,2,MT,9
2023,3,2,PA,23
2023,3,2,PB,22
2023,3,2,PE,24
2023,3,2,PI,13
2023,3,2,PR,43
2023,3,2,RJ,110
2023,3,2,RN,7
2023,3,2,RO,7
2023,3,2,RS,36
2023,3,2,SC,25
2023,3,2,SE,3
2023,3,2,SP,252
2023,3,2,TO,1
2023,3,3,AC,3
2023,3,3,AL,32
2023,3,3,AM,14
2023,3,3,AP,3
2023,3,3,BA,78
2023,3,3,CE,57
2023,3,3,DF,65
2023,3,3,ES,26
2023,3,3,GO,67
2023,3,3,MA,36
2023,3,3,MG,125
2023,3,3,MS,22
2023,3,3,MT,22
2023,3,3,PA,41
2023,3,3,PB,20
2023,3,3,PE,59
2023,3,3,PI,23
2023,3,3,PR,74
2023,3,3,RJ,179
2023,3,3,RN,29
2023,3,3,RO,4
2023,3,3,RR,2
2023,3,3,RS,87
2023,3,3,SC,70
2023,3,3,SE,15
2023,3,3,SP,440
2023,3,3,TO,9
2023,3,4,AM,2
2023,3,4,BA,1
2023,3,4,CE,2
2023,3,4,MG,1
2023,3,4,MS,1
2023,3,4,MT,1
2023,3,4,PA,1
2023,3,4,PB,1
2023,3,4,PE,1
2023,3,4,PR,4
2023,3,4,RJ,3
2023,3,4,RN,1
2023,3,4,RS,3
2023,3,4,SC,1
2023,3,4,SP,6
