NU_ANO,Q025,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2019,A,1.0,AC,2412
2019,A,1.0,AL,4944
2019,A,1.0,AM,11865
2019,A,1.0,AP,2803
2019,A,1.0,BA,17222
2019,A,1.0,CE,48162
2019,A,1.0,DF,2274
2019,A,1.0,ES,3645
2019,A,1.0,GO,6193
2019,A,1.0,MA,22059
2019,A,1.0,MG,16107
2019,A,1.0,MS,2793
2019,A,1.0,MT,3736
2019,A,1.0,PA,23257
2019,A,1.0,PB,7067
2019,A,1.0,PE,13324
2019,A,1.0,PI,10810
2019,A,1.0,PR,5161
2019,A,1.0,RJ,9104
2019,A,1.0,RN,4642
2019,A,1.0,RO,3107
2019,A,1.0,RR,759
2019,A,1.0,RS,5206
2019,A,1.0,SC,2115
2019,A,1.0,SE,4595
2019,A,1.0,SP,20119
2019,A,1.0,TO,3134
2019,A,2.0,AC,298
2019,A,2.0,AL,296
2019,A,2.0,AM,850
2019,A,2.0,AP,318
2019,A,2.0,BA,1524
2019,A,2.0,CE,3506
2019,A,2.0,DF,130
2019,A,2.0,ES,219
2019,A,2.0,GO,190
2019,A,2.0,MA,2469
2019,A,2.0,MG,979
2019,A,2.0,MS,360
2019,A,2.0,MT,443
2019,A,2.0,PA,1254
2019,A,2.0,PB,293
2019,A,2.0,PE,906
2019,A,2.0,PI,621
2019,A,2.0,PR,580
2019,A,2.0,RJ,411
2019,A,2.0,RN,155
2019,A,2.0,RO,170
2019,A,2.0,RR,63
2019,A,2.0,RS,335
2019,A,2.0,SC,99
2019,A,2.0,SE,415
2019,A,2.0,SP,651
2019,A,2.0,TO,279
2019,B,1.0,AC,2645
2019,B,1.0,AL,11445
2019,B,1.0,AM,13001
2019,B,1.0,AP,3069
2019,B,1.0,BA,48914
2019,B,1.0,CE,57971
2019,B,1.0,DF,18045
2019,B,1.0,ES,20790
2019,B,1.0,GO,29081
2019,B,1.0,MA,18079
2019,B,1.0,MG,88400
2019,B,1.0,MS,11908
2019,B,1.0,MT,12950
2019,B,1.0,PA,21364
2019,B,1.0,PB,19004
2019,B,1.0,PE,45976
2019,B,1.0,PI,12267
2019,B,1.0,PR,45439
2019,B,1.0,RJ,62107
2019,B,1.0,RN,15273
2019,B,1.0,RO,8384
2019,B,1.0,RR,1327
2019,B,1.0,RS,39184
2019,B,1.0,SC,31955
2019,B,1.0,SE,8717
2019,B,1.0,SP,196706
2019,B,1.0,TO,5230
2019,B,2.0,AC,77
2019,B,2.0,AL,442
2019,B,2.0,AM,147
2019,B,2.0,AP,74
2019,B,2.0,BA,2392
2019,B,2.0,CE,2210
2019,B,2.0,DF,292
2019,B,2.0,ES,723
2019,B,2.0,GO,638
2019,B,2.0,MA,980
2019,B,2.0,MG,2128
2019,B,2.0,MS,445
2019,B,2.0,MT,879
2019,B,2.0,PA,528
2019,B,2.0,PB,601
2019,B,2.0,PE,1814
2019,B,2.0,PI,316
2019,B,2.0,PR,1364
2019,B,2.0,RJ,1561
2019,B,2.0,RN,555
2019,B,2.0,RO,338
2019,B,2.0,RR,59
2019,B,2.0,RS,1382
2019,B,2.0,SC,865
2019,B,2.0,SE,374
2019,B,2.0,SP,2307
2019,B,2.0,TO,236
2020,A,1.0,AC,1185
2020,A,1.0,AL,2460
2020,A,1.0,AM,12884
2020,A,1.0,AP,1008
2020,A,1.0,BA,7562
2020,A,1.0,CE,40781
2020,A,1.0,DF,1124
2020,A,1.0,ES,1616
2020,A,1.0,GO,6484
2020,A,1.0,MA,9026
2020,A,1.0,MG,5288
2020,A,1.0,MS,1202
2020,A,1.0,MT,1799
2020,A,1.0,PA,11310
2020,A,1.0,PB,3302
2020,A,1.0,PE,8875
2020,A,1.0,PI,4603
2020,A,1.0,PR,1871
2020,A,1.0,RJ,4264
2020,A,1.0,RN,1835
2020,A,1.0,RO,1614
2020,A,1.0,RR,497
2020,A,1.0,RS,2028
2020,A,1.0,SC,814
2020,A,1.0,SE,3347
2020,A,1.0,SP,7468
2020,A,1.0,TO,2219
2020,A,2.0,AC,148
2020,A,2.0,AL,180
2020,A,2.0,AM,1408
2020,A,2.0,AP,141
2020,A,2.0,BA,718
2020,A,2.0,CE,3336
2020,A,2.0,DF,100
2020,A,2.0,ES,73
2020,A,2.0,GO,179
2020,A,2.0,MA,1377
2020,A,2.0,MG,329
2020,A,2.0,MS,147
2020,A,2.0,MT,237
2020,A,2.0,PA,878
2020,A,2.0,PB,145
2020,A,2.0,PE,674
2020,A,2.0,PI,374
2020,A,2.0,PR,217
2020,A,2.0,RJ,154
2020,A,2.0,RN,73
2020,A,2.0,RO,122
2020,A,2.0,RR,72
2020,A,2.0,RS,123
2020,A,2.0,SC,29
2020,A,2.0,SE,292
2020,A,2.0,SP,307
2020,A,2.0,TO,289
2020,B,1.0,AC,2133
2020,B,1.0,AL,10490
2020,B,1.0,AM,14931
2020,B,1.0,AP,2428
2020,B,1.0,BA,37069
2020,B,1.0,CE,57620
2020,B,1.0,DF,17663
2020,B,1.0,ES,15909
2020,B,1.0,GO,32399
2020,B,1.0,MA,14678
2020,B,1.0,MG,63553
2020,B,1.0,MS,9974
2020,B,1.0,MT,11713
2020,B,1.0,PA,20084
2020,B,1.0,PB,15550
2020,B,1.0,PE,36638
2020,B,1.0,PI,10209
2020,B,1.0,PR,39218
2020,B,1.0,RJ,55899
2020,B,1.0,RN,12223
2020,B,1.0,RO,7712
2020,B,1.0,RR,1762
2020,B,1.0,RS,33085
2020,B,1.0,SC,25492
2020,B,1.0,SE,7185
2020,B,1.0,SP,153924
2020,B,1.0,TO,5413
2020,B,2.0,AC,78
2020,B,2.0,AL,420
2020,B,2.0,AM,362
2020,B,2.0,AP,44
2020,B,2.0,BA,1548
2020,B,2.0,CE,2428
2020,B,2.0,DF,294
2020,B,2.0,ES,547
2020,B,2.0,GO,622
2020,B,2.0,MA,1024
2020,B,2.0,MG,1597
2020,B,2.0,MS,378
2020,B,2.0,MT,702
2020,B,2.0,PA,565
2020,B,2.0,PB,398
2020,B,2.0,PE,1399
2020,B,2.0,PI,265
2020,B,2.0,PR,771
2020,B,2.0,RJ,1132
2020,B,2.0,RN,376
2020,B,2.0,RO,334
2020,B,2.0,RR,115
2020,B,2.0,RS,882
2020,B,2.0,SC,561
2020,B,2.0,SE,299
2020,B,2.0,SP,1591
2020,B,2.0,TO,247
2021,A,1.0,AC,614
2021,A,1.0,AL,798
2021,A,1.0,AM,11553
2021,A,1.0,AP,428
2021,A,1.0,BA,3533
2021,A,1.0,CE,24097
2021,A,1.0,DF,444
2021,A,1.0,ES,754
2021,A,1.0,GO,5013
2021,A,1.0,MA,3905
2021,A,1.0,MG,2103
2021,A,1.0,MS,525
2021,A,1.0,MT,747
2021,A,1.0,PA,5382
2021,A,1.0,PB,1669
2021,A,1.0,PE,4594
2021,A,1.0,PI,2034
2021,A,1.0,PR,734
