NU_ANO,Q024,TP_COR_RACA,SG_UF_PROVA,QTD
2019,A,0,AC,461
2019,A,0,AL,1109
2019,A,0,AM,1533
2019,A,0,AP,479
2019,A,0,BA,5116
2019,A,0,CE,5706
2019,A,0,DF,682
2019,A,0,ES,537
2019,A,0,GO,2042
2019,A,0,MA,2535
2019,A,0,MG,2957
2019,A,0,MS,609
2019,A,0,MT,835
2019,A,0,PA,2818
2019,A,0,PB,1451
2019,A,0,PE,3490
2019,A,0,PI,1273
2019,A,0,PR,1197
2019,A,0,RJ,2500
2019,A,0,RN,959
2019,A,0,RO,596
2019,A,0,RR,96
2019,A,0,RS,1544
2019,A,0,SC,776
2019,A,0,SE,963
2019,A,0,SP,3767
2019,A,0,TO,445
2019,A,1,AC,3220
2019,A,1,AL,9179
2019,A,1,AM,8157
2019,A,1,AP,4006
2019,A,1,BA,24816
2019,A,1,CE,28536
2019,A,1,DF,6386
2019,A,1,ES,9108
2019,A,1,GO,18066
2019,A,1,MA,23475
2019,A,1,MG,51310
2019,A,1,MS,10516
2019,A,1,MT,8528
2019,A,1,PA,23699
2019,A,1,PB,18161
2019,A,1,PE,34116
2019,A,1,PI,10873
2019,A,1,PR,35879
2019,A,1,RJ,35588
2019,A,1,RN,17793
2019,A,1,RO,5622
2019,A,1,RR,797
2019,A,1,RS,48265
2019,A,1,SC,19466
2019,A,1,SE,5620
2019,A,1,SP,107234
2019,A,1,TO,3805
2019,A,2,AC,3114
2019,A,2,AL,6654
2019,A,2,AM,4035
2019,A,2,AP,4092
2019,A,2,BA,67402
2019,A,2,CE,16492
2019,A,2,DF,5610
2019,A,2,ES,7327
2019,A,2,GO,10217
2019,A,2,MA,23634
2019,A,2,MG,32985
2019,A,2,MS,2902
2019,A,2,MT,6254
2019,A,2,PA,25071
2019,A,2,PB,8553
2019,A,2,PE,20066
2019,A,2,PI,13022
2019,A,2,PR,4371
2019,A,2,RJ,28143
2019,A,2,RN,6881
2019,A,2,RO,3603
2019,A,2,RR,509
2019,A,2,RS,7511
2019,A,2,SC,2326
2019,A,2,SE,8327
2019,A,2,SP,35007
2019,A,2,TO,4668
2019,A,3,AC,18214
2019,A,3,AL,33533
2019,A,3,AM,57707
2019,A,3,AP,20172
2019,A,3,BA,111717
2019,A,3,CE,132302
2019,A,3,DF,16739
2019,A,3,ES,19739
2019,A,3,GO,39985
2019,A,3,MA,102012
2019,A,3,MG,90979
2019,A,3,MS,15882
2019,A,3,MT,22002
2019,A,3,PA,137269
2019,A,3,PB,47952
2019,A,3,PE,84167
2019,A,3,PI,50710
2019,A,3,PR,22019
2019,A,3,RJ,49622
2019,A,3,RN,32558
2019,A,3,RO,19129
2019,A,3,RR,4921
2019,A,3,RS,11627
2019,A,3,SC,8122
2019,A,3,SE,30186
2019,A,3,SP,94516
2019,A,3,TO,16481
2019,A,4,AC,894
2019,A,4,AL,2262
2019,A,4,AM,1310
2019,A,4,AP,416
2019,A,4,BA,5831
2019,A,4,CE,3972
2019,A,4,DF,1015
2019,A,4,ES,787
2019,A,4,GO,3426
2019,A,4,MA,2590
2019,A,4,MG,4877
2019,A,4,MS,660
2019,A,4,MT,979
2019,A,4,PA,3819
2019,A,4,PB,2648
2019,A,4,PE,4694
2019,A,4,PI,2382
2019,A,4,PR,1183
2019,A,4,RJ,2451
2019,A,4,RN,1535
2019,A,4,RO,947
2019,A,4,RR,77
2019,A,4,RS,407
2019,A,4,SC,433
2019,A,4,SE,1446
2019,A,4,SP,4632
2019,A,4,TO,945
2019,A,5,AC,238
2019,A,5,AL,506
2019,A,5,AM,2804
2019,A,5,AP,176
2019,A,5,BA,1904
2019,A,5,CE,1327
2019,A,5,DF,217
2019,A,5,ES,303
2019,A,5,GO,404
2019,A,5,MA,677
2019,A,5,MG,1120
2019,A,5,MS,1257
2019,A,5,MT,376
2019,A,5,PA,1344
2019,A,5,PB,1108
2019,A,5,PE,2599
2019,A,5,PI,458
2019,A,5,PR,231
2019,A,5,RJ,562
2019,A,5,RN,316
2019,A,5,RO,381
2019,A,5,RR,346
2019,A,5,RS,216
2019,A,5,SC,165
2019,A,5,SE,354
2019,A,5,SP,1444
2019,A,5,TO,237
2019,B,0,AC,197
2019,B,0,AL,791
2019,B,0,AM,748
2019,B,0,AP,193
2019,B,0,BA,3456
2019,B,0,CE,2003
2019,B,0,DF,1204
2019,B,0,ES,806
2019,B,0,GO,2418
2019,B,0,MA,868
2019,B,0,MG,5854
2019,B,0,MS,530
2019,B,0,MT,745
2019,B,0,PA,1199
2019,B,0,PB,1137
2019,B,0,PE,2491
2019,B,0,PI,673
2019,B,0,PR,1874
2019,B,0,RJ,3948
2019,B,0,RN,896
2019,B,0,RO,424
2019,B,0,RR,77
2019,B,0,RS,2280
2019,B,0,SC,1185
2019,B,0,SE,602
2019,B,0,SP,6488
2019,B,0,TO,306
2019,B,1,AC,2128
2019,B,1,AL,8161
2019,B,1,AM,6499
2019,B,1,AP,2152
2019,B,1,BA,26363
2019,B,1,CE,23705
2019,B,1,DF,14248
2019,B,1,ES,18892
2019,B,1,GO,27751
2019,B,1,MA,12731
2019,B,1,MG,111449
2019,B,1,MS,14505
2019,B,1,MT,13462
2019,B,1,PA,14410
2019,B,1,PB,17912
2019,B,1,PE,33628
2019,B,1,PI,7971
2019,B,1,PR,73295
2019,B,1,RJ,73356
2019,B,1,RN,19340
2019,B,1,RO,6518
2019,B,1,RR,949
2019,B,1,RS,91563
2019,B,1,SC,45493
2019,B,1,SE,5131
2019,B,1,SP,243515
2019,B,1,TO,3715
2019,B,2,AC,1048
2019,B,2,AL,3247
2019,B,2,AM,1959
2019,B,2,AP,1405
2019,B,2,BA,41401
2019,B,2,CE,7076
2019,B,2,DF,6716
2019,B,2,ES,6920
2019,B,2,GO,8049
2019,B,2,MA,7520
2019,B,2,MG,37551
2019,B,2,MS,2308
2019,B,2,MT,4902
2019,B,2,PA,8215
2019,B,2,PB,4828
2019,B,2,PE,11482
2019,B,2,PI,5038
2019,B,2,PR,5154
2019,B,2,RJ,28173
2019,B,2,RN,4228
2019,B,2,RO,2611
2019,B,2,RR,359
2019,B,2,RS,6963
2019,B,2,SC,2309
2019,B,2,SE,3914
2019,B,2,SP,41803
2019,B,2,TO,2290
2019,B,3,AC,7154
2019,B,3,AL,17869
2019,B,3,AM,25498
2019,B,3,AP,7163
2019,B,3,BA,80278
2019,B,3,CE,53588
2019,B,3,DF,22403
2019,B,3,ES,24556
2019,B,3,GO,37457
2019,B,3,MA,32840
2019,B,3,MG,121083
2019,B,3,MS,12953
2019,B,3,MT,20477
2019,B,3,PA,47898
2019,B,3,PB,30463
2019,B,3,PE,54252
2019,B,3,PI,22278
2019,B,3,PR,27778
2019,B,3,RJ,61328
2019,B,3,RN,23483
2019,B,3,RO,14207
2019,B,3,RR,3241
2019,B,3,RS,14040
2019,B,3,SC,9606
2019,B,3,SE,16047
2019,B,3,SP,128740
2019,B,3,TO,9700
2019,B,4,AC,321
2019,B,4,AL,1092
2019,B,4,AM,779
2019,B,4,AP,181
2019,B,4,BA,3688
2019,B,4,CE,2268
2019,B,4,DF,1236
2019,B,4,ES,846
2019,B,4,GO,3131
2019,B,4,MA,1017
2019,B,4,MG,5989
2019,B,4,MS,743
2019,B,4,MT,943
2019,B,4,PA,1523
2019,B,4,PB,1705
2019,B,4,PE,2761
2019,B,4,PI,1032
2019,B,4,PR,2298
2019,B,4,RJ,2599
2019,B,4,RN,1044
2019,B,4,RO,630
2019,B,4,RR,59
2019,B,4,RS,538
2019,B,4,SC,564
2019,B,4,SE,793
2019,B,4,SP,9023
2019,B,4,TO,564
2019,B,5,AC,65
2019,B,5,AL,166
2019,B,5,AM,671
2019,B,5,AP,47
2019,B,5,BA,813
2019,B,5,CE,408
2019,B,5,DF,199
2019,B,5,ES,251
2019,B,5,GO,270
2019,B,5,MA,169
2019,B,5,MG,914
2019,B,5,MS,321
2019,B,5,MT,177
2019,B,5,PA,333
2019,B,5,PB,355
2019,B,5,PE,1018
2019,B,5,PI,126
2019,B,5,PR,174
2019,B,5,RJ,514
2019,B,5,RN,154
2019,B,5,RO,130
2019,B,5,RR,185
2019,B,5,RS,147
2019,B,5,SC,151
2019,B,5,SE,154
2019,B,5,SP,1519
2019,B,5,TO,60
2019,C,0,AC,47
2019,C,0,AL,112
2019,C,0,AM,122
2019,C,0,AP,58
2019,C,0,BA,497
2019,C,0,CE,345
2019,C,0,DF,423
2019,C,0,ES,184
2019,C,0,GO,490
2019,C,0,MA,124
2019,C,0,MG,1401
2019,C,0,MS,123
2019,C,0,MT,161
2019,C,0,PA,230
2019,C,0,PB,201
2019,C,0,PE,461
2019,C,0,PI,123
2019,C,0,PR,428
2019,C,0,RJ,925
2019,C,0,RN,189
2019,C,0,RO,63
2019,C,0,RR,12
2019,C,0,RS,480
2019,C,0,SC,287
2019,C,0,SE,111
2019,C,0,SP,1523
2019,C,0,TO,35
2019,C,1,AC,380
2019,C,1,AL,1697
2019,C,1,AM,1414
2019,C,1,AP,425
2019,C,1,BA,5239
2019,C,1,CE,5372
2019,C,1,DF,5663
2019,C,1,ES,4666
2019,C,1,GO,6257
2019,C,1,MA,2239
2019,C,1,MG,26719
2019,C,1,MS,3155
2019,C,1,MT,2934
2019,C,1,PA,2864
2019,C,1,PB,3743
2019,C,1,PE,6867
2019,C,1,PI,1643
2019,C,1,PR,19031
2019,C,1,RJ,21297
2019,C,1,RN,3809
2019,C,1,RO,1155
2019,C,1,RR,283
2019,C,1,RS,20497
2019,C,1,SC,11989
2019,C,1,SE,1229
2019,C,1,SP,66561
2019,C,1,TO,781
2019,C,2,AC,82
2019,C,2,AL,258
2019,C,2,AM,208
2019,C,2,AP,145
2019,C,2,BA,2733
2019,C,2,CE,654
2019,C,2,DF,1058
2019,C,2,ES,728
2019,C,2,GO,726
2019,C,2,MA,599
2019,C,2,MG,3719
2019,C,2,MS,268
2019,C,2,MT,478
2019,C,2,PA,748
2019,C,2,PB,413
2019,C,2,PE,975
2019,C,2,PI,477
2019,C,2,PR,670
2019,C,2,RJ,3189
2019,C,2,RN,425
2019,C,2,RO,194
2019,C,2,RR,54
2019,C,2,RS,803
2019,C,2,SC,353
2019,C,2,SE,339
2019,C,2,SP,4850
2019,C,2,TO,196
2019,C,3,AC,665
2019,C,3,AL,1639
2019,C,3,AM,2828
2019,C,3,AP,879
2019,C,3,BA,7801
2019,C,3,CE,5967
2019,C,3,DF,4526
2019,C,3,ES,3132
2019,C,3,GO,4503
2019,C,3,MA,2972
2019,C,3,MG,15773
2019,C,3,MS,1523
2019,C,3,MT,2464
2019,C,3,PA,4897
2019,C,3,PB,3247
2019,C,3,PE,5668
2019,C,3,PI,2379
2019,C,3,PR,4202
2019,C,3,RJ,8836
2019,C,3,RN,2734
2019,C,3,RO,1498
2019,C,3,RR,531
2019,C,3,RS,2069
2019,C,3,SC,1531
2019,C,3,SE,1753
2019,C,3,SP,17864
2019,C,3,TO,1134
2019,C,4,AC,33
2019,C,4,AL,94
2019,C,4,AM,94
2019,C,4,AP,27
2019,C,4,BA,335
2019,C,4,CE,253
2019,C,4,DF,260
2019,C,4,ES,100
2019,C,4,GO,375
