NU_ANO,Q006,Q024,SG_UF_PROVA,QTD
2019,D,A,SE,1535
2019,D,A,SP,29780
2019,D,A,TO,1505
2019,D,B,AC,1135
2019,D,B,AL,2959
2019,D,B,AM,4073
2019,D,B,AP,1139
2019,D,B,BA,15753
2019,D,B,CE,8889
2019,D,B,DF,5606
2019,D,B,ES,7509
2019,D,B,GO,11074
2019,D,B,MA,6260
2019,D,B,MG,40106
2019,D,B,MS,4547
2019,D,B,MT,5850
2019,D,B,PA,8294
2019,D,B,PB,5547
2019,D,B,PE,10517
2019,D,B,PI,3525
2019,D,B,PR,17160
2019,D,B,RJ,21259
2019,D,B,RN,5105
2019,D,B,RO,3335
2019,D,B,RR,545
2019,D,B,RS,16558
2019,D,B,SC,8958
2019,D,B,SE,2530
2019,D,B,SP,66516
2019,D,B,TO,1942
2019,D,C,AC,110
2019,D,C,AL,326
2019,D,C,AM,465
2019,D,C,AP,134
2019,D,C,BA,1658
2019,D,C,CE,1236
2019,D,C,DF,892
2019,D,C,ES,912
2019,D,C,GO,1267
2019,D,C,MA,561
2019,D,C,MG,5116
2019,D,C,MS,523
2019,D,C,MT,590
2019,D,C,PA,837
2019,D,C,PB,745
2019,D,C,PE,1318
2019,D,C,PI,454
2019,D,C,PR,2486
2019,D,C,RJ,3110
2019,D,C,RN,702
2019,D,C,RO,309
2019,D,C,RR,72
2019,D,C,RS,2473
2019,D,C,SC,1346
2019,D,C,SE,284
2019,D,C,SP,8834
2019,D,C,TO,210
2019,D,D,AC,15
2019,D,D,AL,49
2019,D,D,AM,74
2019,D,D,AP,7
2019,D,D,BA,212
2019,D,D,CE,175
2019,D,D,DF,144
2019,D,D,ES,128
2019,D,D,GO,185
2019,D,D,MA,80
2019,D,D,MG,726
2019,D,D,MS,91
2019,D,D,MT,74
2019,D,D,PA,124
2019,D,D,PB,130
2019,D,D,PE,192
2019,D,D,PI,54
2019,D,D,PR,420
2019,D,D,RJ,451
2019,D,D,RN,95
2019,D,D,RO,37
2019,D,D,RR,17
2019,D,D,RS,339
2019,D,D,SC,223
2019,D,D,SE,54
2019,D,D,SP,1388
2019,D,D,TO,33
2019,D,E,AC,3
2019,D,E,AL,10
2019,D,E,AM,14
2019,D,E,AP,3
2019,D,E,BA,45
2019,D,E,CE,56
2019,D,E,DF,24
2019,D,E,ES,20
2019,D,E,GO,29
2019,D,E,MA,16
2019,D,E,MG,160
2019,D,E,MS,14
2019,D,E,MT,14
2019,D,E,PA,25
2019,D,E,PB,25
2019,D,E,PE,47
2019,D,E,PI,13
2019,D,E,PR,81
2019,D,E,RJ,96
2019,D,E,RN,18
2019,D,E,RO,6
2019,D,E,RR,5
2019,D,E,RS,69
2019,D,E,SC,39
2019,D,E,SE,15
2019,D,E,SP,301
2019,D,A,AC,351
2019,D,A,AL,600
2019,D,A,AM,982
2019,D,A,AP,345
2019,D,A,BA,2615
2019,D,A,CE,1654
2019,D,A,DF,869
2019,D,A,ES,1253
2019,D,A,GO,2450
2019,D,A,MA,1732
2019,D,A,MG,5839
2019,D,A,MS,1007
2019,D,A,MT,1475
2019,D,A,PA,2781
2019,D,A,PB,883
2019,D,A,PE,1766
2019,D,A,PI,900
2019,D,A,PR,3589
2019,D,A,RJ,3983
2019,D,A,RN,950
2019,D,A,RO,832
2019,D,A,RR,135
2019,D,A,RS,3397
2019,D,A,SC,2143
2019,D,A,SE,561
2019,D,A,SP,12221
2019,D,A,TO,533
2019,D,B,AC,488
2019,D,B,AL,1493
2019,D,B,AM,1392
2019,D,B,AP,489
2019,D,B,BA,6606
2019,D,B,CE,3644
2019,D,B,DF,2423
2019,D,B,ES,3353
2019,D,B,GO,5160
2019,D,B,MA,2483
2019,D,B,MG,19178
2019,D,B,MS,2046
2019,D,B,MT,2692
2019,D,B,PA,3804
2019,D,B,PB,2498
2019,D,B,PE,4450
2019,D,B,PI,1757
2019,D,B,PR,9535
2019,D,B,RJ,10713
2019,D,B,RN,2367
2019,D,B,RO,1476
2019,D,B,RR,237
2019,D,B,RS,9316
2019,D,B,SC,5533
2019,D,B,SE,1248
2019,D,B,SP,33922
2019,D,B,TO,939
2019,D,C,AC,53
2019,D,C,AL,249
2019,D,C,AM,250
2019,D,C,AP,85
2019,D,C,BA,997
2019,D,C,CE,777
2019,D,C,DF,511
2019,D,C,ES,628
2019,D,C,GO,806
2019,D,C,MA,350
2019,D,C,MG,3320
2019,D,C,MS,348
2019,D,C,MT,387
2019,D,C,PA,541
2019,D,C,PB,528
2019,D,C,PE,850
2019,D,C,PI,302
2019,D,C,PR,1945
2019,D,C,RJ,2145
2019,D,C,RN,486
2019,D,C,RO,206
2019,D,C,RR,55
2019,D,C,RS,1855
2019,D,C,SC,1087
2019,D,C,SE,204
2019,D,C,SP,6409
2019,D,C,TO,147
2019,D,D,AC,14
2019,D,D,AL,45
2019,D,D,AM,46
2019,D,D,AP,6
2019,D,D,BA,171
2019,D,D,CE,159
2019,D,D,DF,131
2019,D,D,ES,103
2019,D,D,GO,144
2019,D,D,MA,48
2019,D,D,MG,610
2019,D,D,MS,68
2019,D,D,MT,57
2019,D,D,PA,101
2019,D,D,PB,101
2019,D,D,PE,185
2019,D,D,PI,59
2019,D,D,PR,332
2019,D,D,RJ,396
2019,D,D,RN,91
2019,D,D,RO,26
2019,D,D,RR,13
2019,D,D,RS,314
2019,D,D,SC,192
2019,D,D,SE,48
2019,D,D,SP,1146
2019,D,D,TO,21
2019,D,E,AC,6
2019,D,E,AL,8
2019,D,E,AM,10
2019,D,E,AP,4
2019,D,E,BA,30
2019,D,E,CE,36
2019,D,E,DF,28
2019,D,E,ES,27
2019,D,E,GO,25
2019,D,E,MA,15
2019,D,E,MG,131
2019,D,E,MS,11
2019,D,E,MT,15
2019,D,E,PA,21
2019,D,E,PB,22
2019,D,E,PE,34
2019,D,E,PI,11
2019,D,E,PR,79
2019,D,E,RJ,90
2019,D,E,RN,17
2019,D,E,RO,5
2019,D,E,RR,2
2019,D,E,RS,67
2019,D,E,SC,38
2019,D,E,SE,6
2019,D,E,SP,272
2019,D,E,TO,4
2019,E,A,AC,401
2019,E,A,AL,619
2019,E,A,AM,1133
2019,E,A,AP,439
2019,E,A,BA,2743
2019,E,A,CE,1840
2019,E,A,DF,936
2019,E,A,ES,1278
2019,E,A,GO,2344
2019,E,A,MA,1806
2019,E,A,MG,6116
2019,E,A,MS,973
2019,E,A,MT,1510
2019,E,A,PA,2934
2019,E,A,PB,898
2019,E,A,PE,1834
2019,E,A,PI,898
2019,E,A,PR,3772
2019,E,A,RJ,3796
2019,E,A,RN,973
2019,E,A,RO,804
2019,E,A,RR,156
2019,E,A,RS,3481
2019,E,A,SC,2296
2019,E,A,SE,584
2019,E,A,SP,13984
2019,E,A,TO,578
2019,E,B,AC,704
2019,E,B,AL,1766
2019,E,B,AM,2140
2019,E,B,AP,762
2019,E,B,BA,8751
2019,E,B,CE,4905
2019,E,B,DF,3201
2019,E,B,ES,4682
2019,E,B,GO,6584
2019,E,B,MA,3361
2019,E,B,MG,26206
2019,E,B,MS,2693
2019,E,B,MT,3715
2019,E,B,PA,5120
2019,E,B,PB,3290
2019,E,B,PE,5884
2019,E,B,PI,2262
2019,E,B,PR,12400
2019,E,B,RJ,13665
2019,E,B,RN,3110
2019,E,B,RO,2003
2019,E,B,RR,341
2019,E,B,RS,12242
2019,E,B,SC,8019
2019,E,B,SE,1580
2019,E,B,SP,49386
2019,E,B,TO,1293
2019,E,C,AC,105
2019,E,C,AL,380
2019,E,C,AM,451
2019,E,C,AP,136
2019,E,C,BA,1670
2019,E,C,CE,1222
2019,E,C,DF,915
2019,E,C,ES,1040
2019,E,C,GO,1286
2019,E,C,MA,616
2019,E,C,MG,5753
2019,E,C,MS,524
2019,E,C,MT,636
2019,E,C,PA,856
2019,E,C,PB,782
2019,E,C,PE,1390
2019,E,C,PI,440
2019,E,C,PR,3034
2019,E,C,RJ,3401
2019,E,C,RN,735
2019,E,C,RO,346
2019,E,C,RR,87
2019,E,C,RS,2958
2019,E,C,SC,1942
2019,E,C,SE,319
2019,E,C,SP,11145
2019,E,C,TO,208
2019,E,D,AC,16
2019,E,D,AL,79
2019,E,D,AM,80
2019,E,D,AP,20
2019,E,D,BA,311
2019,E,D,CE,249
2019,E,D,DF,210
2019,E,D,ES,207
2019,E,D,GO,234
2019,E,D,MA,102
2019,E,D,MG,1101
2019,E,D,MS,107
2019,E,D,MT,98
2019,E,D,PA,150
2019,E,D,PB,163
2019,E,D,PE,285
2019,E,D,PI,84
2019,E,D,PR,661
2019,E,D,RJ,743
2019,E,D,RN,147
2019,E,D,RO,61
2019,E,D,RR,24
2019,E,D,RS,583
2019,E,D,SC,363
2019,E,D,SE,69
2019,E,D,SP,2157
2019,E,D,TO,37
2019,E,E,AC,5
2019,E,E,AL,19
2019,E,E,AM,18
2019,E,E,AP,4
2019,E,E,BA,65
2019,E,E,CE,63
2019,E,E,DF,52
2019,E,E,ES,47
2019,E,E,GO,67
2019,E,E,MA,19
2019,E,E,MG,265
2019,E,E,MS,22
2019,E,E,MT,28
2019,E,E,PA,32
2019,E,E,PB,45
2019,E,E,PE,68
2019,E,E,PI,23
2019,E,E,PR,142
2019,E,E,RJ,176
2019,E,E,RN,30
2019,E,E,RO,17
2019,E,E,RR,6
2019,E,E,RS,127
2019,E,E,SC,71
2019,E,E,SE,10
2019,E,E,SP,570
2019,E,E,TO,13
2019,F,A,AC,161
2019,F,A,AL,344
2019,F,A,AM,486
2019,F,A,AP,212
2019,F,A,BA,1286
2019,F,A,CE,779
2019,F,A,DF,493
2019,F,A,ES,538
2019,F,A,GO,1156
2019,F,A,MA,947
2019,F,A,MG,2707
2019,F,A,MS,464
2019,F,A,MT,700
2019,F,A,PA,1402
2019,F,A,PB,376
2019,F,A,PE,855
2019,F,A,PI,427
2019,F,A,PR,1655
2019,F,A,RJ,1971
2019,F,A,RN,478
2019,F,A,RO,398
2019,F,A,RR,84
2019,F,A,RS,1648
2019,F,A,SC,1107
2019,F,A,SE,303
2019,F,A,SP,6077
2019,F,A,TO,316
2019,F,B,AC,517
2019,F,B,AL,1245
2019,F,B,AM,1256
2019,F,B,AP,518
2019,F,B,BA,5355
2019,F,B,CE,2794
2019,F,B,DF,2290
2019,F,B,ES,2500
2019,F,B,GO,4144
2019,F,B,MA,2274
2019,F,B,MG,14796
2019,F,B,MS,1684
2019,F,B,MT,2297
2019,F,B,PA,3244
2019,F,B,PB,1814
2019,F,B,PE,3609
2019,F,B,PI,1455
2019,F,B,PR,7539
2019,F,B,RJ,8955
2019,F,B,RN,1966
2019,F,B,RO,1134
2019,F,B,RR,227
2019,F,B,RS,7239
2019,F,B,SC,4796
2019,F,B,SE,1135
2019,F,B,SP,29602
2019,F,B,TO,790
2019,F,C,AC,115
2019,F,C,AL,362
2019,F,C,AM,428
2019,F,C,AP,134
2019,F,C,BA,1557
2019,F,C,CE,997
2019,F,C,DF,861
2019,F,C,ES,812
2019,F,C,GO,1173
2019,F,C,MA,552
2019,F,C,MG,4859
2019,F,C,MS,517
2019,F,C,MT,633
2019,F,C,PA,814
2019,F,C,PB,715
2019,F,C,PE,1346
2019,F,C,PI,468
2019,F,C,PR,2762
2019,F,C,RJ,3281
2019,F,C,RN,667
2019,F,C,RO,266
2019,F,C,RR,90
2019,F,C,RS,2537
2019,F,C,SC,1718
2019,F,C,SE,316
2019,F,C,SP,9869
2019,F,C,TO,226
2019,F,D,AC,10
2019,F,D,AL,97
2019,F,D,AM,102
2019,F,D,AP,42
2019,F,D,BA,357
2019,F,D,CE,284
2019,F,D,DF,271
2019,F,D,ES,214
2019,F,D,GO,271
2019,F,D,MA,105
2019,F,D,MG,1231
2019,F,D,MS,156
2019,F,D,MT,120
2019,F,D,PA,160
2019,F,D,PB,180
2019,F,D,PE,357
2019,F,D,PI,121
2019,F,D,PR,746
2019,F,D,RJ,852
2019,F,D,RN,189
2019,F,D,RO,56
2019,F,D,RR,23
2019,F,D,RS,621
2019,F,D,SC,389
2019,F,D,SE,79
2019,F,D,SP,2529
2019,F,D,TO,52
2019,F,E,AC,3
2019,F,E,AL,24
2019,F,E,AM,22
2019,F,E,AP,6
2019,F,E,BA,98
2019,F,E,CE,83
2019,F,E,DF,96
2019,F,E,ES,70
2019,F,E,GO,65
2019,F,E,MA,26
2019,F,E,MG,358
2019,F,E,MS,33
2019,F,E,MT,35
2019,F,E,PA,53
2019,F,E,PB,52
2019,F,E,PE,89
2019,F,E,PI,24
2019,F,E,PR,217
2019,F,E,RJ,243
2019,F,E,RN,39
2019,F,E,RO,15
2019,F,E,RR,3
2019,F,E,RS,192
2019,F,E,SC,103
2019,F,E,SE,29
2019,F,E,SP,678
2019,F,E,TO,15
2019,G,A,AC,122
2019,G,A,AL,183
2019,G,A,AM,293
2019,G,A,AP,172
2019,G,A,BA,767
2019,G,A,CE,523
2019,G,A,DF,317
2019,G,A,ES,303
2019,G,A,GO,686
2019,G,A,MA,564
2019,G,A,MG,1594
2019,G,A,MS,283
2019,G,A,MT,457
2019,G,A,PA,815
2019,G,A,PB,226
2019,G,A,PE,501
2019,G,A,PI,218
2019,G,A,PR,929
2019,G,A,RJ,1141
2019,G,A,RN,257
2019,G,A,RO,227
2019,G,A,RR,56
2019,G,A,RS,902
2019,G,A,SC,635
2019,G,A,SE,183
2019,G,A,SP,3620
2019,G,A,TO,176
2019,G,B,AC,354
2019,G,B,AL,856
2019,G,B,AM,916
2019,G,B,AP,425
2019,G,B,BA,3624
2019,G,B,CE,2084
2019,G,B,DF,1884
2019,G,B,ES,1831
2019,G,B,GO,3069
2019,G,B,MA,1643
2019,G,B,MG,10369
2019,G,B,MS,1230
2019,G,B,MT,1871
2019,G,B,PA,2396
2019,G,B,PB,1278
2019,G,B,PE,2537
2019,G,B,PI,934
2019,G,B,PR,5155
2019,G,B,RJ,6468
2019,G,B,RN,1393
2019,G,B,RO,843
2019,G,B,RR,207
2019,G,B,RS,4858
