NU_ANO,TP_COR_RACA,Q025,SG_UF_PROVA,QTD
2019,3,A,RJ,19005
2019,3,A,RN,14497
2019,3,A,RO,10213
2019,3,A,RR,3476
2019,3,A,RS,5075
2019,3,A,SC,2493
2019,3,A,SE,15631
2019,3,A,SP,33868
2019,3,A,TO,9688
2019,3,B,AC,12792
2019,3,B,AL,38389
2019,3,B,AM,45236
2019,3,B,AP,13837
2019,3,B,BA,154178
2019,3,B,CE,123307
2019,3,B,DF,38019
2019,3,B,ES,41002
2019,3,B,GO,66375
2019,3,B,MA,69996
2019,3,B,MG,189393
2019,3,B,MS,23072
2019,3,B,MT,33842
2019,3,B,PA,91569
2019,3,B,PB,62280
2019,3,B,PE,115621
2019,3,B,PI,42875
2019,3,B,PR,47376
2019,3,B,RJ,103636
2019,3,B,RN,45090
2019,3,B,RO,24975
2019,3,B,RR,5439
2019,3,B,RS,23221
2019,3,B,SC,17178
2019,3,B,SE,32930
2019,3,B,SP,212280
2019,3,B,TO,17968
2019,4,A,AC,624
2019,4,A,AL,966
2019,4,A,AM,838
2019,4,A,AP,292
2019,4,A,BA,2430
2019,4,A,CE,1728
2019,4,A,DF,447
2019,4,A,ES,320
2019,4,A,GO,1335
2019,4,A,MA,1598
2019,4,A,MG,2254
2019,4,A,MS,299
2019,4,A,MT,521
2019,4,A,PA,2503
2019,4,A,PB,1040
2019,4,A,PE,1548
2019,4,A,PI,1512
2019,4,A,PR,376
2019,4,A,RJ,905
2019,4,A,RN,679
2019,4,A,RO,455
2019,4,A,RR,57
2019,4,A,RS,163
2019,4,A,SC,139
2019,4,A,SE,719
2019,4,A,SP,1576
2019,4,A,TO,575
2019,4,B,AC,628
2019,4,B,AL,2510
2019,4,B,AM,1378
2019,4,B,AP,337
2019,4,B,BA,7523
2019,4,B,CE,4852
2019,4,B,DF,2221
2019,4,B,ES,1444
2019,4,B,GO,5697
2019,4,B,MA,2141
2019,4,B,MG,9534
2019,4,B,MS,1334
2019,4,B,MT,1595
2019,4,B,PA,3116
2019,4,B,PB,3564
2019,4,B,PE,6322
2019,4,B,PI,2073
2019,4,B,PR,4213
2019,4,B,RJ,4610
2019,4,B,RN,2045
2019,4,B,RO,1206
2019,4,B,RR,93
2019,4,B,RS,912
2019,4,B,SC,1012
2019,4,B,SE,1663
2019,4,B,SP,17205
2019,4,B,TO,1030
2019,5,A,AC,200
2019,5,A,AL,280
2019,5,A,AM,2704
2019,5,A,AP,150
2019,5,A,BA,933
2019,5,A,CE,691
2019,5,A,DF,125
2019,5,A,ES,114
2019,5,A,GO,202
2019,5,A,MA,511
2019,5,A,MG,595
2019,5,A,MS,936
2019,5,A,MT,270
2019,5,A,PA,934
2019,5,A,PB,609
2019,5,A,PE,1266
2019,5,A,PI,271
2019,5,A,PR,117
2019,5,A,RJ,220
2019,5,A,RN,156
2019,5,A,RO,269
2019,5,A,RR,296
2019,5,A,RS,131
2019,5,A,SC,58
2019,5,A,SE,182
2019,5,A,SP,570
2019,5,A,TO,165
2019,5,B,AC,108
2019,5,B,AL,404
2019,5,B,AM,839
2019,5,B,AP,80
2019,5,B,BA,1862
2019,5,B,CE,1085
2019,5,B,DF,333
2019,5,B,ES,483
2019,5,B,GO,494
2019,5,B,MA,348
2019,5,B,MG,1544
2019,5,B,MS,664
2019,5,B,MT,316
2019,5,B,PA,782
2019,5,B,PB,894
2019,5,B,PE,2422
2019,5,B,PI,323
2019,5,B,PR,328
2019,5,B,RJ,955
2019,5,B,RN,329
2019,5,B,RO,255
2019,5,B,RR,260
2019,5,B,RS,258
2019,5,B,SC,280
2019,5,B,SE,342
2019,5,B,SP,2676
2019,5,B,TO,137
2020,0,A,AC,264
2020,0,A,AL,473
2020,0,A,AM,1339
2020,0,A,AP,292
2020,0,A,BA,2224
2020,0,A,CE,3011
2020,0,A,DF,302
2020,0,A,ES,190
2020,0,A,GO,1133
2020,0,A,MA,1412
2020,0,A,MG,1270
2020,0,A,MS,240
2020,0,A,MT,353
2020,0,A,PA,1894
2020,0,A,PB,556
2020,0,A,PE,1712
2020,0,A,PI,762
2020,0,A,PR,411
2020,0,A,RJ,924
2020,0,A,RN,382
2020,0,A,RO,254
2020,0,A,RR,68
2020,0,A,RS,595
2020,0,A,SC,186
2020,0,A,SE,862
2020,0,A,SP,1305
2020,0,A,TO,248
2020,0,B,AC,473
2020,0,B,AL,1829
2020,0,B,AM,1939
2020,0,B,AP,540
2020,0,B,BA,8690
2020,0,B,CE,5920
2020,0,B,DF,2421
2020,0,B,ES,1431
2020,0,B,GO,5076
2020,0,B,MA,2219
2020,0,B,MG,10203
2020,0,B,MS,1131
2020,0,B,MT,1632
2020,0,B,PA,3220
2020,0,B,PB,2559
2020,0,B,PE,6444
2020,0,B,PI,1704
2020,0,B,PR,3708
2020,0,B,RJ,7501
2020,0,B,RN,1880
2020,0,B,RO,988
2020,0,B,RR,223
2020,0,B,RS,4061
2020,0,B,SC,2115
2020,0,B,SE,1375
2020,0,B,SP,12249
2020,0,B,TO,741
2020,1,A,AC,2039
2020,1,A,AL,3200
2020,1,A,AM,5674
2020,1,A,AP,2232
2020,1,A,BA,8635
2020,1,A,CE,10330
2020,1,A,DF,2684
2020,1,A,ES,2570
2020,1,A,GO,6339
2020,1,A,MA,11993
2020,1,A,MG,15926
2020,1,A,MS,4125
2020,1,A,MT,3552
2020,1,A,PA,15019
2020,1,A,PB,6062
2020,1,A,PE,10028
2020,1,A,PI,5247
2020,1,A,PR,10267
2020,1,A,RJ,10952
2020,1,A,RN,5807
2020,1,A,RO,2164
2020,1,A,RR,489
2020,1,A,RS,17823
2020,1,A,SC,3820
2020,1,A,SE,2458
2020,1,A,SP,28787
2020,1,A,TO,1954
2020,1,B,AC,4228
2020,1,B,AL,19137
2020,1,B,AM,16272
2020,1,B,AP,5276
2020,1,B,BA,57876
2020,1,B,CE,56580
2020,1,B,DF,32470
2020,1,B,ES,32341
2020,1,B,GO,56498
2020,1,B,MA,29738
2020,1,B,MG,196090
2020,1,B,MS,28952
2020,1,B,MT,24400
2020,1,B,PA,34569
2020,1,B,PB,39462
2020,1,B,PE,78564
2020,1,B,PI,17888
2020,1,B,PR,135848
2020,1,B,RJ,140686
2020,1,B,RN,40714
2020,1,B,RO,13306
2020,1,B,RR,2246
2020,1,B,RS,166591
2020,1,B,SC,79004
2020,1,B,SE,11850
2020,1,B,SP,443766
2020,1,B,TO,8428
2020,2,A,AC,2171
2020,2,A,AL,2585
2020,2,A,AM,3537
2020,2,A,AP,2658
2020,2,A,BA,27199
2020,2,A,CE,6303
2020,2,A,DF,3020
2020,2,A,ES,2576
2020,2,A,GO,5186
2020,2,A,MA,14706
2020,2,A,MG,14381
2020,2,A,MS,1724
2020,2,A,MT,3527
2020,2,A,PA,18991
2020,2,A,PB,3127
2020,2,A,PE,6067
2020,2,A,PI,7690
2020,2,A,PR,1702
2020,2,A,RJ,12288
2020,2,A,RN,2554
2020,2,A,RO,1809
2020,2,A,RR,394
2020,2,A,RS,3923
2020,2,A,SC,985
2020,2,A,SE,4095
2020,2,A,SP,13158
2020,2,A,TO,3435
2020,2,B,AC,2403
2020,2,B,AL,8912
2020,2,B,AM,5614
2020,2,B,AP,3732
2020,2,B,BA,99736
2020,2,B,CE,19287
2020,2,B,DF,14260
2020,2,B,ES,14088
2020,2,B,GO,20073
2020,2,B,MA,20665
2020,2,B,MG,70002
2020,2,B,MS,5378
2020,2,B,MT,10645
2020,2,B,PA,23492
2020,2,B,PB,12480
2020,2,B,PE,31931
2020,2,B,PI,12672
2020,2,B,PR,11230
2020,2,B,RJ,60698
2020,2,B,RN,10108
2020,2,B,RO,5819
2020,2,B,RR,909
2020,2,B,RS,16454
2020,2,B,SC,5782
2020,2,B,SE,10082
2020,2,B,SP,85650
2020,2,B,TO,6269
2020,3,A,AC,12011
2020,3,A,AL,12962
2020,3,A,AM,48859
2020,3,A,AP,12311
2020,3,A,BA,43087
2020,3,A,CE,64237
2020,3,A,DF,7882
2020,3,A,ES,6036
2020,3,A,GO,18271
2020,3,A,MA,59866
2020,3,A,MG,35910
2020,3,A,MS,7702
2020,3,A,MT,11059
2020,3,A,PA,96855
2020,3,A,PB,16856
2020,3,A,PE,26689
2020,3,A,PI,28556
2020,3,A,PR,6993
2020,3,A,RJ,19068
2020,3,A,RN,11644
2020,3,A,RO,9100
2020,3,A,RR,3411
2020,3,A,RS,5099
2020,3,A,SC,2789
2020,3,A,SE,14463
2020,3,A,SP,31114
2020,3,A,TO,10106
2020,3,B,AC,15387
2020,3,B,AL,46846
2020,3,B,AM,69329
2020,3,B,AP,18363
2020,3,B,BA,183370
2020,3,B,CE,148136
2020,3,B,DF,46465
2020,3,B,ES,43087
2020,3,B,GO,87404
2020,3,B,MA,91390
2020,3,B,MG,210220
2020,3,B,MS,29477
2020,3,B,MT,40594
2020,3,B,PA,127630
2020,3,B,PB,73816
2020,3,B,PE,138557
2020,3,B,PI,54388
2020,3,B,PR,57761
2020,3,B,RJ,121329
2020,3,B,RN,52728
2020,3,B,RO,32593
2020,3,B,RR,7998
2020,3,B,RS,29698
2020,3,B,SC,21847
2020,3,B,SE,38572
2020,3,B,SP,243317
2020,3,B,TO,24429
2020,4,A,AC,607
2020,4,A,AL,806
2020,4,A,AM,844
2020,4,A,AP,314
2020,4,A,BA,2101
2020,4,A,CE,1411
2020,4,A,DF,506
2020,4,A,ES,225
2020,4,A,GO,1345
2020,4,A,MA,1434
2020,4,A,MG,1890
2020,4,A,MS,275
2020,4,A,MT,444
2020,4,A,PA,2468
2020,4,A,PB,923
2020,4,A,PE,1386
2020,4,A,PI,1240
2020,4,A,PR,347
2020,4,A,RJ,845
2020,4,A,RN,581
2020,4,A,RO,443
2020,4,A,RR,54
2020,4,A,RS,176
2020,4,A,SC,129
2020,4,A,SE,692
2020,4,A,SP,1373
2020,4,A,TO,639
2020,4,B,AC,746
2020,4,B,AL,3174
2020,4,B,AM,1924
2020,4,B,AP,443
2020,4,B,BA,8757
2020,4,B,CE,5363
2020,4,B,DF,2667
2020,4,B,ES,1446
2020,4,B,GO,7108
2020,4,B,MA,2593
2020,4,B,MG,10478
2020,4,B,MS,1506
2020,4,B,MT,1890
2020,4,B,PA,4050
2020,4,B,PB,4012
2020,4,B,PE,7388
2020,4,B,PI,2525
2020,4,B,PR,4350
2020,4,B,RJ,5139
2020,4,B,RN,2267
2020,4,B,RO,1514
2020,4,B,RR,136
2020,4,B,RS,967
2020,4,B,SC,1136
2020,4,B,SE,1883
2020,4,B,SP,17820
2020,4,B,TO,1458
2020,5,A,AC,201
2020,5,A,AL,253
2020,5,A,AM,3516
2020,5,A,AP,201
2020,5,A,BA,864
2020,5,A,CE,610
2020,5,A,DF,109
2020,5,A,ES,86
2020,5,A,GO,211
2020,5,A,MA,351
2020,5,A,MG,452
2020,5,A,MS,1030
2020,5,A,MT,376
2020,5,A,PA,974
2020,5,A,PB,551
2020,5,A,PE,986
2020,5,A,PI,223
2020,5,A,PR,160
2020,5,A,RJ,212
2020,5,A,RN,98
2020,5,A,RO,269
2020,5,A,RR,385
2020,5,A,RS,111
2020,5,A,SC,69
2020,5,A,SE,163
2020,5,A,SP,502
2020,5,A,TO,306
2020,5,B,AC,141
2020,5,B,AL,540
2020,5,B,AM,1683
2020,5,B,AP,120
2020,5,B,BA,2197
2020,5,B,CE,1382
2020,5,B,DF,384
2020,5,B,ES,453
2020,5,B,GO,700
2020,5,B,MA,467
2020,5,B,MG,1701
2020,5,B,MS,1084
2020,5,B,MT,439
2020,5,B,PA,1145
2020,5,B,PB,1082
2020,5,B,PE,3120
2020,5,B,PI,392
2020,5,B,PR,434
2020,5,B,RJ,1045
2020,5,B,RN,338
2020,5,B,RO,382
2020,5,B,RR,523
2020,5,B,RS,376
2020,5,B,SC,322
2020,5,B,SE,398
2020,5,B,SP,2841
2020,5,B,TO,228
2021,0,A,AC,100
2021,0,A,AL,135
2021,0,A,AM,903
2021,0,A,AP,68
2021,0,A,BA,738
2021,0,A,CE,1755
2021,0,A,DF,80
2021,0,A,ES,50
2021,0,A,GO,740
2021,0,A,MA,606
2021,0,A,MG,378
2021,0,A,MS,65
2021,0,A,MT,123
2021,0,A,PA,860
2021,0,A,PB,207
2021,0,A,PE,947
2021,0,A,PI,322
2021,0,A,PR,127
2021,0,A,RJ,360
2021,0,A,RN,116
2021,0,A,RO,71
2021,0,A,RR,13
2021,0,A,RS,144
2021,0,A,SC,58
2021,0,A,SE,220
2021,0,A,SP,327
2021,0,A,TO,80
2021,0,B,AC,329
2021,0,B,AL,1159
2021,0,B,AM,1360
2021,0,B,AP,308
2021,0,B,BA,5606
2021,0,B,CE,4323
2021,0,B,DF,1638
2021,0,B,ES,930
2021,0,B,GO,4575
2021,0,B,MA,1858
2021,0,B,MG,6277
2021,0,B,MS,695
2021,0,B,MT,1090
2021,0,B,PA,2558
2021,0,B,PB,1796
2021,0,B,PE,4460
2021,0,B,PI,1315
2021,0,B,PR,2456
2021,0,B,RJ,4744
2021,0,B,RN,1258
2021,0,B,RO,627
2021,0,B,RR,159
2021,0,B,RS,2489
2021,0,B,SC,1378
2021,0,B,SE,1042
2021,0,B,SP,6624
2021,0,B,TO,502
2021,1,A,AC,718
2021,1,A,AL,1125
2021,1,A,AM,2355
2021,1,A,AP,630
2021,1,A,BA,3095
2021,1,A,CE,4597
2021,1,A,DF,716
2021,1,A,ES,878
2021,1,A,GO,2315
2021,1,A,MA,4121
2021,1,A,MG,4528
2021,1,A,MS,978
2021,1,A,MT,941
2021,1,A,PA,6016
2021,1,A,PB,2569
2021,1,A,PE,4040
2021,1,A,PI,1922
2021,1,A,PR,2379
2021,1,A,RJ,3877
2021,1,A,RN,1880
2021,1,A,RO,506
2021,1,A,RR,131
2021,1,A,RS,4343
2021,1,A,SC,1026
2021,1,A,SE,1087
2021,1,A,SP,7022
2021,1,A,TO,546
2021,1,B,AC,3377
2021,1,B,AL,14575
2021,1,B,AM,12021
2021,1,B,AP,3847
2021,1,B,BA,48641
2021,1,B,CE,49411
2021,1,B,DF,25381
2021,1,B,ES,24664
2021,1,B,GO,46041
2021,1,B,MA,22540
2021,1,B,MG,141219
2021,1,B,MS,18916
2021,1,B,MT,18184
2021,1,B,PA,29099
2021,1,B,PB,31427
2021,1,B,PE,58610
2021,1,B,PI,15095
2021,1,B,PR,95123
2021,1,B,RJ,107123
2021,1,B,RN,30524
2021,1,B,RO,8608
2021,1,B,RR,1660
2021,1,B,RS,113947
2021,1,B,SC,59917
2021,1,B,SE,11009
2021,1,B,SP,300331
2021,1,B,TO,6625
2021,2,A,AC,625
2021,2,A,AL,847
2021,2,A,AM,1304
2021,2,A,AP,671
2021,2,A,BA,9139
2021,2,A,CE,2364
2021,2,A,DF,816
2021,2,A,ES,721
2021,2,A,GO,1807
2021,2,A,MA,4733
2021,2,A,MG,3834
2021,2,A,MS,382
2021,2,A,MT,947
2021,2,A,PA,7216
2021,2,A,PB,1178
2021,2,A,PE,2234
2021,2,A,PI,2466
2021,2,A,PR,412
2021,2,A,RJ,4365
2021,2,A,RN,783
2021,2,A,RO,409
2021,2,A,RR,97
2021,2,A,RS,959
2021,2,A,SC,283
2021,2,A,SE,1542
2021,2,A,SP,3039
2021,2,A,TO,854
2021,2,B,AC,1589
2021,2,B,AL,5434
2021,2,B,AM,3532
2021,2,B,AP,2237
2021,2,B,BA,63456
2021,2,B,CE,12610
2021,2,B,DF,8310
2021,2,B,ES,8513
2021,2,B,GO,13061
2021,2,B,MA,12942
2021,2,B,MG,38689
2021,2,B,MS,2660
2021,2,B,MT,6267
2021,2,B,PA,16452
2021,2,B,PB,8171
2021,2,B,PE,20463
2021,2,B,PI,8937
2021,2,B,PR,6645
2021,2,B,RJ,37231
2021,2,B,RN,6649
2021,2,B,RO,3146
2021,2,B,RR,555
2021,2,B,RS,9474
2021,2,B,SC,3552
2021,2,B,SE,6885
2021,2,B,SP,46103
2021,2,B,TO,3712
2021,3,A,AC,3725
2021,3,A,AL,3814
2021,3,A,AM,21330
2021,3,A,AP,3148
2021,3,A,BA,13664
2021,3,A,CE,31194
2021,3,A,DF,1962
2021,3,A,ES,1744
2021,3,A,GO,6303
2021,3,A,MA,19486
2021,3,A,MG,9338
2021,3,A,MS,1716
2021,3,A,MT,2854
2021,3,A,PA,34946
2021,3,A,PB,6167
2021,3,A,PE,9888
2021,3,A,PI,9223
2021,3,A,PR,1585
2021,3,A,RJ,6238
2021,3,A,RN,3543
2021,3,A,RO,1831
2021,3,A,RR,661
2021,3,A,RS,1251
2021,3,A,SC,847
2021,3,A,SE,5170
2021,3,A,SP,6995
2021,3,A,TO,2689
2021,3,B,AC,9090
2021,3,B,AL,27297
2021,3,B,AM,42039
2021,3,B,AP,10362
2021,3,B,BA,114213
2021,3,B,CE,109787
2021,3,B,DF,26850
2021,3,B,ES,25552
2021,3,B,GO,56882
2021,3,B,MA,59173
2021,3,B,MG,116956
2021,3,B,MS,15130
2021,3,B,MT,24031
2021,3,B,PA,84219
2021,3,B,PB,46858
2021,3,B,PE,86016
2021,3,B,PI,38340
2021,3,B,PR,32083
2021,3,B,RJ,70764
2021,3,B,RN,34198
2021,3,B,RO,16413
2021,3,B,RR,4312
2021,3,B,RS,17079
2021,3,B,SC,12801
2021,3,B,SE,25134
2021,3,B,SP,125966
2021,3,B,TO,14596
2021,4,A,AC,191
2021,4,A,AL,230
2021,4,A,AM,346
2021,4,A,AP,76
2021,4,A,BA,688
2021,4,A,CE,539
2021,4,A,DF,128
2021,4,A,ES,56
2021,4,A,GO,401
2021,4,A,MA,465
2021,4,A,MG,490
2021,4,A,MS,62
2021,4,A,MT,123
2021,4,A,PA,913
2021,4,A,PB,330
2021,4,A,PE,426
2021,4,A,PI,401
2021,4,A,PR,83
2021,4,A,RJ,250
2021,4,A,RN,168
2021,4,A,RO,70
2021,4,A,RR,16
2021,4,A,RS,41
2021,4,A,SC,33
2021,4,A,SE,218
2021,4,A,SP,303
2021,4,A,TO,151
2021,4,B,AC,437
2021,4,B,AL,1585
2021,4,B,AM,1198
2021,4,B,AP,271
2021,4,B,BA,5345
2021,4,B,CE,2947
2021,4,B,DF,1411
2021,4,B,ES,779
2021,4,B,GO,4304
2021,4,B,MA,1523
2021,4,B,MG,5275
2021,4,B,MS,953
2021,4,B,MT,1169
2021,4,B,PA,2719
2021,4,B,PB,2327
2021,4,B,PE,3970
2021,4,B,PI,1645
2021,4,B,PR,3144
2021,4,B,RJ,2806
2021,4,B,RN,1433
2021,4,B,RO,784
2021,4,B,RR,82
2021,4,B,RS,531
2021,4,B,SC,666
2021,4,B,SE,1221
2021,4,B,SP,11877
2021,4,B,TO,890
2021,5,A,AC,68
2021,5,A,AL,80
2021,5,A,AM,2318
2021,5,A,AP,89
2021,5,A,BA,272
2021,5,A,CE,253
2021,5,A,DF,29
2021,5,A,ES,28
2021,5,A,GO,74
2021,5,A,MA,151
2021,5,A,MG,111
2021,5,A,MS,355
2021,5,A,MT,99
2021,5,A,PA,316
2021,5,A,PB,276
2021,5,A,PE,458
2021,5,A,PI,71
2021,5,A,PR,48
2021,5,A,RJ,77
2021,5,A,RN,39
2021,5,A,RO,114
2021,5,A,RR,94
2021,5,A,RS,39
2021,5,A,SC,17
2021,5,A,SE,50
2021,5,A,SP,127
2021,5,A,TO,73
2021,5,B,AC,87
2021,5,B,AL,303
2021,5,B,AM,1072
2021,5,B,AP,67
2021,5,B,BA,1337
2021,5,B,CE,737
2021,5,B,DF,180
2021,5,B,ES,264
2021,5,B,GO,412
2021,5,B,MA,307
2021,5,B,MG,733
2021,5,B,MS,578
2021,5,B,MT,256
2021,5,B,PA,664
2021,5,B,PB,696
2021,5,B,PE,2104
2021,5,B,PI,232
2021,5,B,PR,197
2021,5,B,RJ,512
2021,5,B,RN,227
2021,5,B,RO,222
2021,5,B,RR,276
2021,5,B,RS,187
2021,5,B,SC,187
2021,5,B,SE,218
2021,5,B,SP,1239
2021,5,B,TO,155
2021,6,A,RN,1
2021,6,B,ES,2
2021,6,B,MG,1
2021,6,B,MT,1
2022,0,A,AC,99
2022,0,A,AL,150
2022,0,A,AM,546
2022,0,A,AP,85
2022,0,A,BA,587
2022,0,A,CE,1541
2022,0,A,DF,113
2022,0,A,ES,59
2022,0,A,GO,400
2022,0,A,MA,512
2022,0,A,MG,277
2022,0,A,MS,66
2022,0,A,MT,100
2022,0,A,PA,1002
2022,0,A,PB,204
2022,0,A,PE,378
2022,0,A,PI,237
2022,0,A,PR,110
2022,0,A,RJ,356
2022,0,A,RN,119
2022,0,A,RO,51
2022,0,A,RR,16
2022,0,A,RS,147
2022,0,A,SC,51
2022,0,A,SE,204
2022,0,A,SP,291
2022,0,A,TO,64
2022,0,B,AC,347
2022,0,B,AL,1273
2022,0,B,AM,1191
2022,0,B,AP,320
2022,0,B,BA,4808
2022,0,B,CE,4729
2022,0,B,DF,1367
2022,0,B,ES,796
2022,0,B,GO,3523
2022,0,B,MA,1442
2022,0,B,MG,5277
2022,0,B,MS,667
2022,0,B,MT,1066
2022,0,B,PA,3015
2022,0,B,PB,1737
2022,0,B,PE,3153
2022,0,B,PI,1391
2022,0,B,PR,2666
2022,0,B,RJ,4481
2022,0,B,RN,1231
2022,0,B,RO,643
2022,0,B,RR,148
2022,0,B,RS,2377
2022,0,B,SC,1337
2022,0,B,SE,1146
2022,0,B,SP,6537
2022,0,B,TO,434
2022,1,A,AC,769
2022,1,A,AL,1173
2022,1,A,AM,2038
2022,1,A,AP,686
2022,1,A,BA,3362
2022,1,A,CE,4684
2022,1,A,DF,679
2022,1,A,ES,770
2022,1,A,GO,1957
2022,1,A,MA,3932
2022,1,A,MG,3785
2022,1,A,MS,868
2022,1,A,MT,836
2022,1,A,PA,6795
2022,1,A,PB,2467
2022,1,A,PE,3761
2022,1,A,PI,1933
2022,1,A,PR,2292
2022,1,A,RJ,4210
2022,1,A,RN,1984
2022,1,A,RO,440
2022,1,A,RR,89
2022,1,A,RS,3965
2022,1,A,SC,973
2022,1,A,SE,1263
2022,1,A,SP,6675
2022,1,A,TO,498
2022,1,B,AC,3997
2022,1,B,AL,16460
2022,1,B,AM,12359
2022,1,B,AP,4154
2022,1,B,BA,51091
2022,1,B,CE,55081
2022,1,B,DF,25459
2022,1,B,ES,25447
2022,1,B,GO,50267
2022,1,B,MA,25023
2022,1,B,MG,138445
2022,1,B,MS,19966
2022,1,B,MT,19945
2022,1,B,PA,34690
2022,1,B,PB,32547
2022,1,B,PE,60234
2022,1,B,PI,17340
2022,1,B,PR,99293
2022,1,B,RJ,112749
2022,1,B,RN,33254
2022,1,B,RO,8718
2022,1,B,RR,1890
2022,1,B,RS,115281
2022,1,B,SC,61522
2022,1,B,SE,12856
2022,1,B,SP,320523
2022,1,B,TO,6606
2022,2,A,AC,669
2022,2,A,AL,842
2022,2,A,AM,1053
2022,2,A,AP,672
2022,2,A,BA,8797
2022,2,A,CE,2333
2022,2,A,DF,639
2022,2,A,ES,662
2022,2,A,GO,1520
2022,2,A,MA,4237
2022,2,A,MG,3024
2022,2,A,MS,340
2022,2,A,MT,798
