NU_ANO,Q006,SG_UF_PROVA,QTD
2021,N,PE,1226
2021,N,PI,428
2021,N,PR,2289
2021,N,RJ,3632
2021,N,RN,696
2021,N,RO,213
2021,N,RR,85
2021,N,RS,2104
2021,N,SC,1332
2021,N,SE,401
2021,N,SP,8657
2021,N,TO,280
2021,O,AC,133
2021,O,AL,444
2021,O,AM,449
2021,O,AP,192
2021,O,BA,1576
2021,O,CE,1128
2021,O,DF,2048
2021,O,ES,814
2021,O,GO,1292
2021,O,MA,568
2021,O,MG,4234
2021,O,MS,577
2021,O,MT,788
2021,O,PA,865
2021,O,PB,705
2021,O,PE,1325
2021,O,PI,437
2021,O,PR,2315
2021,O,RJ,3998
2021,O,RN,756
2021,O,RO,192
2021,O,RR,97
2021,O,RS,2197
2021,O,SC,1429
2021,O,SE,394
2021,O,SP,9882
2021,O,TO,334
2021,P,AC,123
2021,P,AL,410
2021,P,AM,426
2021,P,AP,149
2021,P,BA,1594
2021,P,CE,1192
2021,P,DF,2270
2021,P,ES,746
2021,P,GO,1299
2021,P,MA,536
2021,P,MG,4040
2021,P,MS,512
2021,P,MT,785
2021,P,PA,824
2021,P,PB,654
2021,P,PE,1497
2021,P,PI,434
2021,P,PR,2264
2021,P,RJ,4259
2021,P,RN,709
2021,P,RO,202
2021,P,RR,72
2021,P,RS,2134
2021,P,SC,1368
2021,P,SE,428
2021,P,SP,9867
2021,P,TO,323
2021,Q,AC,129
2021,Q,AL,462
2021,Q,AM,469
2021,Q,AP,137
2021,Q,BA,1932
2021,Q,CE,1409
2021,Q,DF,2987
2021,Q,ES,960
2021,Q,GO,1720
2021,Q,MA,684
2021,Q,MG,4679
2021,Q,MS,606
2021,Q,MT,922
2021,Q,PA,973
2021,Q,PB,785
2021,Q,PE,2031
2021,Q,PI,485
2021,Q,PR,2540
2021,Q,RJ,5348
2021,Q,RN,809
2021,Q,RO,225
2021,Q,RR,94
2021,Q,RS,2518
2021,Q,SC,1579
2021,Q,SE,405
2021,Q,SP,13475
2021,Q,TO,323
2022,A,AC,2067
2022,A,AL,5802
2022,A,AM,8576
2022,A,AP,1810
2022,A,BA,26602
2022,A,CE,18871
2022,A,DF,2190
2022,A,ES,1838
2022,A,GO,4128
2022,A,MA,15563
2022,A,MG,8530
2022,A,MS,1436
2022,A,MT,1503
2022,A,PA,20674
2022,A,PB,10691
2022,A,PE,18144
2022,A,PI,11085
2022,A,PR,2351
2022,A,RJ,10585
2022,A,RN,7019
2022,A,RO,1380
2022,A,RR,427
2022,A,RS,3334
2022,A,SC,1078
2022,A,SE,6018
2022,A,SP,11159
2022,A,TO,1614
2022,B,AC,9407
2022,B,AL,26488
2022,B,AM,35744
2022,B,AP,10183
2022,B,BA,110028
2022,B,CE,115739
2022,B,DF,13461
2022,B,ES,13798
2022,B,GO,33816
2022,B,MA,60391
2022,B,MG,61388
2022,B,MS,9703
2022,B,MT,10766
2022,B,PA,89149
2022,B,PB,44973
2022,B,PE,81587
2022,B,PI,36718
2022,B,PR,17499
2022,B,RJ,59437
2022,B,RN,34558
2022,B,RO,8832
2022,B,RR,2473
2022,B,RS,23726
2022,B,SC,7124
2022,B,SE,25591
2022,B,SP,70958
2022,B,TO,9332
2022,C,AC,3754
2022,C,AL,10828
2022,C,AM,14341
2022,C,AP,3598
2022,C,BA,44093
2022,C,CE,35263
2022,C,DF,10513
2022,C,ES,12128
2022,C,GO,28467
2022,C,MA,21112
2022,C,MG,55003
2022,C,MS,8580
2022,C,MT,10604
2022,C,PA,35104
2022,C,PB,15938
2022,C,PE,30660
2022,C,PI,12450
2022,C,PR,24448
2022,C,RJ,45428
2022,C,RN,14269
2022,C,RO,6173
2022,C,RR,1366
2022,C,RS,27583
2022,C,SC,11500
2022,C,SE,8961
2022,C,SP,87038
2022,C,TO,5076
2022,D,AC,2059
2022,D,AL,6288
2022,D,AM,7260
2022,D,AP,1849
2022,D,BA,26210
2022,D,CE,18212
2022,D,DF,7362
2022,D,ES,9397
2022,D,GO,21218
2022,D,MA,11552
2022,D,MG,45754
2022,D,MS,6495
2022,D,MT,8613
2022,D,PA,18235
2022,D,PB,9747
2022,D,PE,17713
2022,D,PI,7470
2022,D,PR,22166
2022,D,RJ,32549
2022,D,RN,9214
2022,D,RO,4402
2022,D,RR,970
2022,D,RS,22419
2022,D,SC,11355
2022,D,SE,5008
2022,D,SP,77303
2022,D,TO,3446
2022,E,AC,1331
2022,E,AL,3449
2022,E,AM,4018
2022,E,AP,1107
2022,E,BA,14596
2022,E,CE,9525
2022,E,DF,4844
2022,E,ES,6361
2022,E,GO,13976
2022,E,MA,6636
2022,E,MG,31523
2022,E,MS,4327
2022,E,MT,6175
2022,E,PA,10484
2022,E,PB,5238
2022,E,PE,9810
2022,E,PI,4193
2022,E,PR,17911
2022,E,RJ,20964
2022,E,RN,5115
2022,E,RO,2903
2022,E,RR,633
2022,E,RS,16898
2022,E,SC,9674
2022,E,SE,2756
2022,E,SP,59833
2022,E,TO,2424
2022,F,AC,652
2022,F,AL,1834
2022,F,AM,1922
2022,F,AP,573
2022,F,BA,7704
2022,F,CE,4979
2022,F,DF,2510
2022,F,ES,3405
2022,F,GO,7143
2022,F,MA,3276
2022,F,MG,18868
2022,F,MS,2343
2022,F,MT,3501
2022,F,PA,5494
2022,F,PB,2927
2022,F,PE,5182
2022,F,PI,2232
2022,F,PR,11063
2022,F,RJ,11655
2022,F,RN,2913
2022,F,RO,1585
2022,F,RR,370
2022,F,RS,10337
2022,F,SC,6544
2022,F,SE,1519
2022,F,SP,36265
2022,F,TO,1295
2022,G,AC,777
2022,G,AL,2264
2022,G,AM,2221
2022,G,AP,750
2022,G,BA,9254
2022,G,CE,5689
2022,G,DF,3394
2022,G,ES,4307
2022,G,GO,8376
2022,G,MA,3874
2022,G,MG,22658
2022,G,MS,2797
2022,G,MT,4264
2022,G,PA,6091
2022,G,PB,3341
2022,G,PE,6224
2022,G,PI,2692
2022,G,PR,13761
2022,G,RJ,14325
2022,G,RN,3436
2022,G,RO,1908
2022,G,RR,461
2022,G,RS,12602
2022,G,SC,8796
2022,G,SE,1926
2022,G,SP,46642
2022,G,TO,1489
2022,H,AC,851
2022,H,AL,2217
2022,H,AM,2158
2022,H,AP,889
2022,H,BA,8668
2022,H,CE,5431
2022,H,DF,4112
2022,H,ES,3869
2022,H,GO,7752
2022,H,MA,3610
2022,H,MG,20621
2022,H,MS,2799
2022,H,MT,4450
2022,H,PA,6076
2022,H,PB,3184
2022,H,PE,5838
2022,H,PI,2481
2022,H,PR,13348
2022,H,RJ,14830
2022,H,RN,3539
2022,H,RO,1807
2022,H,RR,487
2022,H,RS,11543
2022,H,SC,8836
2022,H,SE,1914
2022,H,SP,45952
2022,H,TO,1489
2022,I,AC,367
2022,I,AL,923
2022,I,AM,895
2022,I,AP,391
2022,I,BA,3425
2022,I,CE,2197
2022,I,DF,2124
2022,I,ES,1600
2022,I,GO,3275
2022,I,MA,1440
2022,I,MG,8717
2022,I,MS,1121
2022,I,MT,1777
2022,I,PA,2408
2022,I,PB,1318
2022,I,PE,2516
2022,I,PI,980
2022,I,PR,5374
2022,I,RJ,6632
2022,I,RN,1496
2022,I,RO,692
2022,I,RR,223
2022,I,RS,4715
2022,I,SC,3730
2022,I,SE,926
2022,I,SP,19108
2022,I,TO,546
2022,J,AC,242
2022,J,AL,578
2022,J,AM,579
2022,J,AP,274
2022,J,BA,2479
2022,J,CE,1497
2022,J,DF,1717
2022,J,ES,1064
2022,J,GO,2111
2022,J,MA,1015
2022,J,MG,5989
2022,J,MS,844
2022,J,MT,1211
2022,J,PA,1577
2022,J,PB,938
2022,J,PE,1723
2022,J,PI,741
2022,J,PR,3652
2022,J,RJ,4881
2022,J,RN,1073
2022,J,RO,446
2022,J,RR,145
2022,J,RS,3299
2022,J,SC,2504
2022,J,SE,578
2022,J,SP,13431
2022,J,TO,396
2022,K,AC,164
2022,K,AL,454
2022,K,AM,440
2022,K,AP,201
2022,K,BA,1661
2022,K,CE,1095
2022,K,DF,1299
2022,K,ES,790
2022,K,GO,1513
2022,K,MA,679
2022,K,MG,4261
2022,K,MS,570
2022,K,MT,854
2022,K,PA,1101
2022,K,PB,672
2022,K,PE,1285
2022,K,PI,473
2022,K,PR,2627
2022,K,RJ,3674
2022,K,RN,780
2022,K,RO,313
2022,K,RR,142
2022,K,RS,2269
2022,K,SC,1739
2022,K,SE,409
2022,K,SP,9218
2022,K,TO,314
2022,L,AC,200
2022,L,AL,537
2022,L,AM,555
2022,L,AP,224
2022,L,BA,2214
2022,L,CE,1481
2022,L,DF,1743
2022,L,ES,982
2022,L,GO,2019
2022,L,MA,847
2022,L,MG,5449
2022,L,MS,784
2022,L,MT,1146
2022,L,PA,1431
2022,L,PB,901
2022,L,PE,1545
2022,L,PI,567
2022,L,PR,3513
2022,L,RJ,4887
2022,L,RN,934
2022,L,RO,352
2022,L,RR,145
2022,L,RS,2836
2022,L,SC,2200
2022,L,SE,556
2022,L,SP,12829
2022,L,TO,418
2022,M,AC,210
2022,M,AL,527
2022,M,AM,547
2022,M,AP,219
2022,M,BA,2030
2022,M,CE,1444
2022,M,DF,1947
2022,M,ES,935
2022,M,GO,1898
2022,M,MA,806
2022,M,MG,5210
2022,M,MS,708
2022,M,MT,1117
2022,M,PA,1284
2022,M,PB,830
2022,M,PE,1581
2022,M,PI,567
2022,M,PR,3169
2022,M,RJ,4699
2022,M,RN,921
2022,M,RO,300
2022,M,RR,174
2022,M,RS,2627
2022,M,SC,1900
2022,M,SE,523
2022,M,SP,11969
2022,M,TO,388
2022,N,AC,138
2022,N,AL,402
2022,N,AM,389
2022,N,AP,159
2022,N,BA,1440
2022,N,CE,1077
2022,N,DF,1532
2022,N,ES,756
2022,N,GO,1220
2022,N,MA,485
2022,N,MG,3662
2022,N,MS,523
2022,N,MT,766
2022,N,PA,827
2022,N,PB,657
2022,N,PE,1183
2022,N,PI,413
2022,N,PR,2168
2022,N,RJ,3540
2022,N,RN,665
2022,N,RO,225
2022,N,RR,116
2022,N,RS,1898
2022,N,SC,1281
2022,N,SE,368
2022,N,SP,8640
2022,N,TO,294
2022,O,AC,146
2022,O,AL,456
2022,O,AM,417
2022,O,AP,188
2022,O,BA,1608
2022,O,CE,1144
2022,O,DF,1970
2022,O,ES,844
2022,O,GO,1435
2022,O,MA,516
2022,O,MG,3996
2022,O,MS,561
2022,O,MT,805
2022,O,PA,880
2022,O,PB,608
2022,O,PE,1309
2022,O,PI,439
2022,O,PR,2405
2022,O,RJ,3900
2022,O,RN,670
2022,O,RO,208
2022,O,RR,107
2022,O,RS,2056
2022,O,SC,1460
2022,O,SE,426
2022,O,SP,10174
2022,O,TO,306
2022,P,AC,119
2022,P,AL,390
2022,P,AM,417
2022,P,AP,128
2022,P,BA,1370
2022,P,CE,1205
2022,P,DF,1990
2022,P,ES,702
2022,P,GO,1333
2022,P,MA,456
2022,P,MG,3526
2022,P,MS,458
2022,P,MT,766
2022,P,PA,813
2022,P,PB,596
2022,P,PE,1295
2022,P,PI,375
2022,P,PR,2153
2022,P,RJ,3810
2022,P,RN,714
2022,P,RO,178
2022,P,RR,94
2022,P,RS,1805
2022,P,SC,1301
2022,P,SE,372
2022,P,SP,9376
2022,P,TO,290
2022,Q,AC,117
2022,Q,AL,508
2022,Q,AM,507
2022,Q,AP,131
2022,Q,BA,1784
2022,Q,CE,1528
2022,Q,DF,2693
2022,Q,ES,924
2022,Q,GO,1942
2022,Q,MA,658
2022,Q,MG,4626
2022,Q,MS,634
2022,Q,MT,1063
2022,Q,PA,993
2022,Q,PB,679
2022,Q,PE,2000
2022,Q,PI,524
2022,Q,PR,2788
2022,Q,RJ,5094
2022,Q,RN,733
2022,Q,RO,265
2022,Q,RR,101
2022,Q,RS,2348
2022,Q,SC,1769
2022,Q,SE,461
2022,Q,SP,14547
2022,Q,TO,323
2023,A,AC,2332
2023,A,AL,8712
2023,A,AM,10137
2023,A,AP,2522
2023,A,BA,37701
2023,A,CE,21324
2023,A,DF,3161
2023,A,ES,2410
2023,A,GO,4885
2023,A,MA,20997
2023,A,MG,11736
2023,A,MS,1702
2023,A,MT,1800
2023,A,PA,25239
2023,A,PB,14775
2023,A,PE,23821
2023,A,PI,14340
2023,A,PR,3242
2023,A,RJ,15772
2023,A,RN,9297
2023,A,RO,1859
2023,A,RR,452
2023,A,RS,4335
2023,A,SC,1446
2023,A,SE,7548
2023,A,SP,14697
2023,A,TO,1811
2023,B,AC,10259
2023,B,AL,37426
2023,B,AM,42947
2023,B,AP,12629
2023,B,BA,143089
2023,B,CE,125018
2023,B,DF,16816
2023,B,ES,16975
2023,B,GO,37667
2023,B,MA,80193
2023,B,MG,78086
2023,B,MS,10548
2023,B,MT,12176
2023,B,PA,105019
2023,B,PB,57591
2023,B,PE,98111
2023,B,PI,46623
2023,B,PR,21724
2023,B,RJ,75923
2023,B,RN,41488
2023,B,RO,10453
2023,B,RR,2963
2023,B,RS,26957
2023,B,SC,9046
2023,B,SE,29884
2023,B,SP,84975
2023,B,TO,10685
2023,C,AC,3927
2023,C,AL,13393
2023,C,AM,15850
2023,C,AP,4720
2023,C,BA,52921
2023,C,CE,36639
2023,C,DF,11438
2023,C,ES,14278
2023,C,GO,29644
2023,C,MA,25508
2023,C,MG,65089
2023,C,MS,8902
2023,C,MT,11309
2023,C,PA,38307
2023,C,PB,18799
2023,C,PE,34215
2023,C,PI,13929
2023,C,PR,27082
2023,C,RJ,49671
2023,C,RN,15899
2023,C,RO,6960
2023,C,RR,1600
2023,C,RS,28448
2023,C,SC,12738
2023,C,SE,9840
2023,C,SP,94094
2023,C,TO,5742
2023,D,AC,2229
2023,D,AL,7259
2023,D,AM,8025
2023,D,AP,2359
2023,D,BA,28746
2023,D,CE,17997
2023,D,DF,7344
2023,D,ES,10436
2023,D,GO,20811
2023,D,MA,12867
2023,D,MG,50968
2023,D,MS,6446
2023,D,MT,8819
2023,D,PA,19179
2023,D,PB,10211
2023,D,PE,18579
2023,D,PI,7651
2023,D,PR,24116
2023,D,RJ,33342
2023,D,RN,9632
2023,D,RO,4611
2023,D,RR,1014
2023,D,RS,22760
2023,D,SC,12470
2023,D,SE,5245
2023,D,SP,80448
2023,D,TO,3802
2023,E,AC,1344
2023,E,AL,3966
2023,E,AM,4031
2023,E,AP,1350
2023,E,BA,15761
2023,E,CE,9795
2023,E,DF,4984
2023,E,ES,7189
2023,E,GO,13951
2023,E,MA,7140
2023,E,MG,35355
2023,E,MS,4461
2023,E,MT,6413
2023,E,PA,11193
2023,E,PB,5520
2023,E,PE,10367
2023,E,PI,4313
2023,E,PR,19277
2023,E,RJ,21955
2023,E,RN,5598
2023,E,RO,3009
2023,E,RR,717
2023,E,RS,17144
2023,E,SC,10355
2023,E,SE,2838
2023,E,SP,63504
2023,E,TO,2464
2023,F,AC,713
2023,F,AL,2068
2023,F,AM,2165
2023,F,AP,787
2023,F,BA,8547
2023,F,CE,5252
2023,F,DF,2830
2023,F,ES,4140
2023,F,GO,7613
2023,F,MA,3658
2023,F,MG,20897
2023,F,MS,2498
2023,F,MT,3989
2023,F,PA,5651
2023,F,PB,3129
2023,F,PE,5720
2023,F,PI,2356
2023,F,PR,12133
2023,F,RJ,12389
2023,F,RN,2962
2023,F,RO,1720
2023,F,RR,385
2023,F,RS,10504
2023,F,SC,7117
2023,F,SE,1536
2023,F,SP,39147
2023,F,TO,1438
2023,G,AC,1037
2023,G,AL,3168
2023,G,AM,3179
2023,G,AP,1308
2023,G,BA,12042
2023,G,CE,7734
2023,G,DF,4754
2023,G,ES,5750
2023,G,GO,10836
2023,G,MA,5313
2023,G,MG,30870
2023,G,MS,3795
2023,G,MT,5715
2023,G,PA,8167
2023,G,PB,4393
2023,G,PE,8173
2023,G,PI,3422
2023,G,PR,19116
2023,G,RJ,19315
2023,G,RN,4621
2023,G,RO,2647
2023,G,RR,693
2023,G,RS,16169
2023,G,SC,11856
2023,G,SE,2468
2023,G,SP,62723
2023,G,TO,2063
2023,H,AC,620
2023,H,AL,1657
2023,H,AM,1610
2023,H,AP,760
2023,H,BA,6209
2023,H,CE,4086
2023,H,DF,3171
2023,H,ES,2972
2023,H,GO,5681
2023,H,MA,2600
2023,H,MG,16022
2023,H,MS,2139
2023,H,MT,3213
2023,H,PA,4134
2023,H,PB,2314
2023,H,PE,4297
2023,H,PI,1773
2023,H,PR,10006
2023,H,RJ,10556
2023,H,RN,2564
2023,H,RO,1331
2023,H,RR,360
2023,H,RS,8466
2023,H,SC,6573
2023,H,SE,1412
2023,H,SP,33686
2023,H,TO,1067
2023,I,AC,339
2023,I,AL,988
2023,I,AM,942
2023,I,AP,502
2023,I,BA,3735
2023,I,CE,2497
2023,I,DF,2249
2023,I,ES,1786
2023,I,GO,3327
2023,I,MA,1586
2023,I,MG,9886
2023,I,MS,1256
2023,I,MT,1956
2023,I,PA,2452
2023,I,PB,1344
2023,I,PE,2724
2023,I,PI,1054
2023,I,PR,5850
2023,I,RJ,7092
2023,I,RN,1630
2023,I,RO,815
2023,I,RR,258
2023,I,RS,5108
2023,I,SC,4094
2023,I,SE,892
2023,I,SP,20960
2023,I,TO,648
2023,J,AC,336
2023,J,AL,833
2023,J,AM,814
2023,J,AP,435
2023,J,BA,3148
2023,J,CE,2153
2023,J,DF,2323
2023,J,ES,1612
2023,J,GO,2940
2023,J,MA,1396
2023,J,MG,8364
2023,J,MS,1153
2023,J,MT,1690
2023,J,PA,2195
2023,J,PB,1248
2023,J,PE,2363
2023,J,PI,814
2023,J,PR,5140
2023,J,RJ,6521
2023,J,RN,1373
2023,J,RO,617
2023,J,RR,243
2023,J,RS,4245
2023,J,SC,3411
2023,J,SE,812
2023,J,SP,18450
2023,J,TO,550
2023,K,AC,260
2023,K,AL,634
2023,K,AM,657
2023,K,AP,360
2023,K,BA,2519
2023,K,CE,1747
2023,K,DF,2009
2023,K,ES,1191
2023,K,GO,2412
2023,K,MA,1077
2023,K,MG,6311
2023,K,MS,878
2023,K,MT,1507
2023,K,PA,1757
2023,K,PB,1052
2023,K,PE,1917
2023,K,PI,680
2023,K,PR,3971
2023,K,RJ,5177
2023,K,RN,1183
2023,K,RO,475
2023,K,RR,193
2023,K,RS,3224
2023,K,SC,2521
2023,K,SE,649
2023,K,SP,14798
2023,K,TO,472
2023,L,AC,158
2023,L,AL,446
2023,L,AM,411
2023,L,AP,218
2023,L,BA,1716
2023,L,CE,1159
2023,L,DF,1437
2023,L,ES,799
2023,L,GO,1594
2023,L,MA,642
2023,L,MG,4263
2023,L,MS,664
2023,L,MT,933
2023,L,PA,1113
2023,L,PB,684
2023,L,PE,1288
2023,L,PI,474
2023,L,PR,2694
2023,L,RJ,3717
2023,L,RN,739
2023,L,RO,305
2023,L,RR,132
2023,L,RS,2196
2023,L,SC,1617
2023,L,SE,393
2023,L,SP,9492
2023,L,TO,312
2023,M,AC,138
2023,M,AL,399
2023,M,AM,386
2023,M,AP,164
2023,M,BA,1361
2023,M,CE,1028
2023,M,DF,1391
2023,M,ES,689
2023,M,GO,1260
2023,M,MA,523
2023,M,MG,3637
2023,M,MS,496
2023,M,MT,743
2023,M,PA,845
2023,M,PB,626
2023,M,PE,1072
2023,M,PI,380
2023,M,PR,2157
2023,M,RJ,3301
2023,M,RN,690
2023,M,RO,222
2023,M,RR,104
2023,M,RS,1849
2023,M,SC,1466
2023,M,SE,361
2023,M,SP,8089
2023,M,TO,249
2023,N,AC,158
2023,N,AL,462
2023,N,AM,456
2023,N,AP,211
2023,N,BA,1703
2023,N,CE,1291
2023,N,DF,1845
2023,N,ES,868
2023,N,GO,1524
2023,N,MA,563
2023,N,MG,4310
2023,N,MS,632
2023,N,MT,864
2023,N,PA,1045
2023,N,PB,783
2023,N,PE,1396
2023,N,PI,474
2023,N,PR,2652
2023,N,RJ,4068
2023,N,RN,769
2023,N,RO,288
2023,N,RR,143
2023,N,RS,2122
2023,N,SC,1665
2023,N,SE,407
2023,N,SP,10532
2023,N,TO,334
2023,O,AC,142
2023,O,AL,443
2023,O,AM,419
2023,O,AP,218
2023,O,BA,1646
2023,O,CE,1294
2023,O,DF,2116
2023,O,ES,786
2023,O,GO,1477
2023,O,MA,531
2023,O,MG,4199
2023,O,MS,587
2023,O,MT,903
2023,O,PA,976
2023,O,PB,654
2023,O,PE,1428
2023,O,PI,469
2023,O,PR,2434
2023,O,RJ,4222
2023,O,RN,733
2023,O,RO,258
2023,O,RR,136
2023,O,RS,2120
2023,O,SC,1604
2023,O,SE,420
2023,O,SP,10647
2023,O,TO,356
2023,P,AC,121
2023,P,AL,395
2023,P,AM,410
2023,P,AP,122
2023,P,BA,1522
2023,P,CE,1258
2023,P,DF,2187
2023,P,ES,803
2023,P,GO,1420
2023,P,MA,492
2023,P,MG,3771
2023,P,MS,549
2023,P,MT,787
2023,P,PA,880
2023,P,PB,635
2023,P,PE,1326
2023,P,PI,364
2023,P,PR,2144
2023,P,RJ,3931
2023,P,RN,764
2023,P,RO,197
2023,P,RR,110
2023,P,RS,1872
2023,P,SC,1392
2023,P,SE,381
2023,P,SP,9980
2023,P,TO,292
2023,Q,AC,161
2023,Q,AL,511
2023,Q,AM,477
2023,Q,AP,142
2023,Q,BA,1902
2023,Q,CE,1688
2023,Q,DF,2920
2023,Q,ES,1040
2023,Q,GO,2068
2023,Q,MA,670
2023,Q,MG,4811
2023,Q,MS,749
2023,Q,MT,1095
2023,Q,PA,1010
2023,Q,PB,753
2023,Q,PE,2062
2023,Q,PI,523
2023,Q,PR,2768
2023,Q,RJ,5344
2023,Q,RN,764
2023,Q,RO,271
2023,Q,RR,136
2023,Q,RS,2400
2023,Q,SC,1892
2023,Q,SE,454
2023,Q,SP,14545
2023,Q,TO,333
