NU_ANO,TP_ESTADO_CIVIL,TP_COR_RACA,SG_UF_PROVA,QTD
2019,3,5,CE,22
2019,3,5,DF,13
2019,3,5,ES,11
2019,3,5,GO,20
2019,3,5,MA,14
2019,3,5,MG,37
2019,3,5,MS,18
2019,3,5,MT,8
2019,3,5,PA,24
2019,3,5,PB,23
2019,3,5,PE,66
2019,3,5,PI,5
2019,3,5,PR,9
2019,3,5,RJ,29
2019,3,5,RN,14
2019,3,5,RO,12
2019,3,5,RR,16
2019,3,5,RS,14
2019,3,5,SC,6
2019,3,5,SE,8
2019,3,5,SP,62
2019,3,5,TO,5
2019,4,0,AL,1
2019,4,0,AM,3
2019,4,0,AP,1
2019,4,0,BA,12
2019,4,0,CE,9
2019,4,0,DF,4
2019,4,0,GO,8
2019,4,0,MA,3
2019,4,0,MG,11
2019,4,0,MS,1
2019,4,0,MT,4
2019,4,0,PA,3
2019,4,0,PB,6
2019,4,0,PE,7
2019,4,0,PI,2
2019,4,0,PR,5
2019,4,0,RJ,7
2019,4,0,RN,2
2019,4,0,RS,3
2019,4,0,SC,2
2019,4,0,SE,1
2019,4,0,SP,9
2019,4,1,AC,5
2019,4,1,AL,28
2019,4,1,AM,18
2019,4,1,AP,6
2019,4,1,BA,61
2019,4,1,CE,53
2019,4,1,DF,34
2019,4,1,ES,51
2019,4,1,GO,47
2019,4,1,MA,35
2019,4,1,MG,249
2019,4,1,MS,38
2019,4,1,MT,37
2019,4,1,PA,48
2019,4,1,PB,46
2019,4,1,PE,84
2019,4,1,PI,26
2019,4,1,PR,124
2019,4,1,RJ,220
2019,4,1,RN,62
2019,4,1,RO,17
2019,4,1,RR,2
2019,4,1,RS,230
2019,4,1,SC,47
2019,4,1,SE,11
2019,4,1,SP,445
2019,4,1,TO,12
2019,4,2,AC,6
2019,4,2,AL,15
2019,4,2,AM,10
2019,4,2,AP,6
2019,4,2,BA,145
2019,4,2,CE,23
2019,4,2,DF,19
2019,4,2,ES,25
2019,4,2,GO,27
2019,4,2,MA,52
2019,4,2,MG,114
2019,4,2,MS,10
2019,4,2,MT,19
2019,4,2,PA,45
2019,4,2,PB,27
2019,4,2,PE,40
2019,4,2,PI,25
2019,4,2,PR,12
2019,4,2,RJ,129
2019,4,2,RN,13
2019,4,2,RO,11
2019,4,2,RS,41
2019,4,2,SC,10
2019,4,2,SE,13
2019,4,2,SP,125
2019,4,2,TO,5
2019,4,3,AC,32
2019,4,3,AL,88
2019,4,3,AM,113
2019,4,3,AP,29
2019,4,3,BA,243
2019,4,3,CE,181
2019,4,3,DF,59
2019,4,3,ES,65
2019,4,3,GO,90
2019,4,3,MA,138
2019,4,3,MG,306
2019,4,3,MS,48
2019,4,3,MT,68
2019,4,3,PA,229
2019,4,3,PB,109
2019,4,3,PE,160
2019,4,3,PI,101
2019,4,3,PR,62
2019,4,3,RJ,228
2019,4,3,RN,75
2019,4,3,RO,61
2019,4,3,RR,13
2019,4,3,RS,43
2019,4,3,SC,19
2019,4,3,SE,64
2019,4,3,SP,298
2019,4,3,TO,19
2019,4,4,AC,1
2019,4,4,AL,5
2019,4,4,AM,1
2019,4,4,BA,13
2019,4,4,CE,4
2019,4,4,DF,4
2019,4,4,ES,5
2019,4,4,GO,10
2019,4,4,MA,5
2019,4,4,MG,22
2019,4,4,MS,3
2019,4,4,MT,2
2019,4,4,PA,9
2019,4,4,PB,5
2019,4,4,PE,11
2019,4,4,PI,4
2019,4,4,PR,4
2019,4,4,RJ,11
2019,4,4,RN,3
2019,4,4,RO,2
2019,4,4,RS,1
2019,4,4,SC,3
2019,4,4,SE,4
2019,4,4,SP,19
2019,4,4,TO,1
2019,4,5,AL,3
2019,4,5,AM,4
2019,4,5,BA,2
2019,4,5,DF,2
2019,4,5,GO,3
2019,4,5,MG,1
2019,4,5,MS,2
2019,4,5,PA,1
2019,4,5,PB,2
2019,4,5,PE,3
2019,4,5,RJ,3
2019,4,5,RR,3
2019,4,5,SE,1
2019,4,5,SP,6
2020,0,0,AC,96
2020,0,0,AL,245
2020,0,0,AM,425
2020,0,0,AP,104
2020,0,0,BA,1354
2020,0,0,CE,1863
2020,0,0,DF,374
2020,0,0,ES,182
2020,0,0,GO,922
2020,0,0,MA,497
2020,0,0,MG,1216
2020,0,0,MS,188
2020,0,0,MT,263
2020,0,0,PA,617
2020,0,0,PB,349
2020,0,0,PE,1044
2020,0,0,PI,315
2020,0,0,PR,586
2020,0,0,RJ,958
2020,0,0,RN,255
2020,0,0,RO,118
2020,0,0,RR,35
2020,0,0,RS,695
2020,0,0,SC,380
2020,0,0,SE,502
2020,0,0,SP,1895
2020,0,0,TO,124
2020,0,1,AC,419
2020,0,1,AL,788
2020,0,1,AM,1305
2020,0,1,AP,483
2020,0,1,BA,2846
2020,0,1,CE,2544
2020,0,1,DF,1560
2020,0,1,ES,1177
2020,0,1,GO,2320
2020,0,1,MA,1800
2020,0,1,MG,6457
2020,0,1,MS,1752
2020,0,1,MT,1554
2020,0,1,PA,2700
2020,0,1,PB,1705
2020,0,1,PE,3106
2020,0,1,PI,1052
2020,0,1,PR,7150
2020,0,1,RJ,5210
2020,0,1,RN,2128
2020,0,1,RO,915
2020,0,1,RR,161
2020,0,1,RS,10708
2020,0,1,SC,4644
2020,0,1,SE,679
2020,0,1,SP,17152
2020,0,1,TO,485
2020,0,2,AC,287
2020,0,2,AL,461
2020,0,2,AM,543
2020,0,2,AP,461
2020,0,2,BA,5694
2020,0,2,CE,1108
2020,0,2,DF,806
2020,0,2,ES,701
2020,0,2,GO,1138
2020,0,2,MA,1583
2020,0,2,MG,3049
2020,0,2,MS,443
2020,0,2,MT,843
2020,0,2,PA,2604
2020,0,2,PB,704
2020,0,2,PE,1459
2020,0,2,PI,968
2020,0,2,PR,801
2020,0,2,RJ,2500
2020,0,2,RN,636
2020,0,2,RO,443
2020,0,2,RR,80
2020,0,2,RS,1474
2020,0,2,SC,562
2020,0,2,SE,682
2020,0,2,SP,4411
2020,0,2,TO,500
2020,0,3,AC,1678
2020,0,3,AL,2258
2020,0,3,AM,6530
2020,0,3,AP,2073
2020,0,3,BA,9916
2020,0,3,CE,8549
2020,0,3,DF,2386
2020,0,3,ES,1865
2020,0,3,GO,4387
2020,0,3,MA,6048
2020,0,3,MG,8451
2020,0,3,MS,2313
2020,0,3,MT,3146
2020,0,3,PA,13298
2020,0,3,PB,3641
2020,0,3,PE,5825
2020,0,3,PI,3673
2020,0,3,PR,3786
2020,0,3,RJ,5354
2020,0,3,RN,3111
2020,0,3,RO,2447
2020,0,3,RR,627
2020,0,3,RS,2511
2020,0,3,SC,1885
2020,0,3,SE,2360
2020,0,3,SP,11982
2020,0,3,TO,1700
2020,0,4,AC,93
2020,0,4,AL,179
2020,0,4,AM,158
2020,0,4,AP,59
2020,0,4,BA,542
2020,0,4,CE,347
2020,0,4,DF,176
2020,0,4,ES,79
2020,0,4,GO,394
2020,0,4,MA,222
2020,0,4,MG,481
2020,0,4,MS,122
2020,0,4,MT,163
2020,0,4,PA,441
2020,0,4,PB,229
2020,0,4,PE,379
2020,0,4,PI,173
2020,0,4,PR,226
2020,0,4,RJ,269
2020,0,4,RN,159
2020,0,4,RO,120
2020,0,4,RR,19
2020,0,4,RS,84
2020,0,4,SC,101
2020,0,4,SE,145
2020,0,4,SP,916
2020,0,4,TO,139
2020,0,5,AC,33
2020,0,5,AL,33
2020,0,5,AM,331
2020,0,5,AP,38
2020,0,5,BA,180
2020,0,5,CE,139
2020,0,5,DF,33
2020,0,5,ES,23
2020,0,5,GO,51
2020,0,5,MA,49
2020,0,5,MG,108
2020,0,5,MS,123
2020,0,5,MT,60
2020,0,5,PA,145
2020,0,5,PB,83
2020,0,5,PE,186
2020,0,5,PI,41
2020,0,5,PR,49
2020,0,5,RJ,81
2020,0,5,RN,35
2020,0,5,RO,51
2020,0,5,RR,80
2020,0,5,RS,33
2020,0,5,SC,24
2020,0,5,SE,28
2020,0,5,SP,204
2020,0,5,TO,49
2020,1,0,AC,550
2020,1,0,AL,1807
2020,1,0,AM,2631
2020,1,0,AP,687
2020,1,0,BA,8764
2020,1,0,CE,6665
2020,1,0,DF,2140
2020,1,0,ES,1279
2020,1,0,GO,4827
2020,1,0,MA,2856
2020,1,0,MG,9221
2020,1,0,MS,1052
2020,1,0,MT,1588
2020,1,0,PA,3985
2020,1,0,PB,2444
2020,1,0,PE,6430
2020,1,0,PI,1917
2020,1,0,PR,3265
2020,1,0,RJ,6745
2020,1,0,RN,1748
2020,1,0,RO,951
2020,1,0,RR,223
2020,1,0,RS,3673
2020,1,0,SC,1792
2020,1,0,SE,1624
2020,1,0,SP,10934
2020,1,0,TO,810
2020,1,1,AC,5149
2020,1,1,AL,18925
2020,1,1,AM,18701
2020,1,1,AP,6506
2020,1,1,BA,58172
2020,1,1,CE,59091
2020,1,1,DF,30498
2020,1,1,ES,30145
2020,1,1,GO,54740
2020,1,1,MA,36191
2020,1,1,MG,187845
2020,1,1,MS,27478
2020,1,1,MT,23734
2020,1,1,PA,41766
2020,1,1,PB,38466
2020,1,1,PE,76729
2020,1,1,PI,20018
2020,1,1,PR,127457
2020,1,1,RJ,133506
2020,1,1,RN,38973
2020,1,1,RO,12032
2020,1,1,RR,2284
2020,1,1,RS,158252
2020,1,1,SC,73566
2020,1,1,SE,12602
2020,1,1,SP,423521
2020,1,1,TO,9048
2020,1,2,AC,3727
2020,1,2,AL,9579
2020,1,2,AM,7652
2020,1,2,AP,5465
2020,1,2,BA,107610
2020,1,2,CE,22225
2020,1,2,DF,14745
2020,1,2,ES,13376
2020,1,2,GO,20937
2020,1,2,MA,30238
2020,1,2,MG,70930
2020,1,2,MS,5533
2020,1,2,MT,11667
2020,1,2,PA,35186
2020,1,2,PB,12888
2020,1,2,PE,32207
2020,1,2,PI,17247
2020,1,2,PR,10510
2020,1,2,RJ,60839
2020,1,2,RN,10439
2020,1,2,RO,5839
2020,1,2,RR,1057
2020,1,2,RS,16753
2020,1,2,SC,5480
2020,1,2,SE,12171
2020,1,2,SP,84801
2020,1,2,TO,8322
2020,1,3,AC,21745
2020,1,3,AL,49278
2020,1,3,AM,100822
2020,1,3,AP,25934
2020,1,3,BA,190767
2020,1,3,CE,186814
2020,1,3,DF,45806
2020,1,3,ES,39723
2020,1,3,GO,88867
2020,1,3,MA,131495
2020,1,3,MG,209176
2020,1,3,MS,29332
2020,1,3,MT,42349
2020,1,3,PA,184156
2020,1,3,PB,75484
2020,1,3,PE,140857
2020,1,3,PI,70613
2020,1,3,PR,54069
2020,1,3,RJ,116658
2020,1,3,RN,53355
2020,1,3,RO,31497
2020,1,3,RR,9543
2020,1,3,RS,28807
2020,1,3,SC,20353
2020,1,3,SE,45719
2020,1,3,SP,236035
2020,1,3,TO,29592
2020,1,4,AC,1094
2020,1,4,AL,3312
2020,1,4,AM,2378
2020,1,4,AP,648
2020,1,4,BA,9317
2020,1,4,CE,5848
2020,1,4,DF,2623
2020,1,4,ES,1341
2020,1,4,GO,7033
2020,1,4,MA,3346
2020,1,4,MG,10451
2020,1,4,MS,1476
2020,1,4,MT,1900
2020,1,4,PA,5377
2020,1,4,PB,4117
2020,1,4,PE,7518
2020,1,4,PI,3250
2020,1,4,PR,4123
2020,1,4,RJ,4936
2020,1,4,RN,2376
2020,1,4,RO,1517
2020,1,4,RR,155
2020,1,4,RS,965
2020,1,4,SC,1055
2020,1,4,SE,2252
2020,1,4,SP,17313
2020,1,4,TO,1788
2020,1,5,AC,271
2020,1,5,AL,665
2020,1,5,AM,4561
2020,1,5,AP,264
2020,1,5,BA,2534
2020,1,5,CE,1711
2020,1,5,DF,411
2020,1,5,ES,445
2020,1,5,GO,770
2020,1,5,MA,701
2020,1,5,MG,1865
2020,1,5,MS,1725
2020,1,5,MT,672
2020,1,5,PA,1764
2020,1,5,PB,1385
2020,1,5,PE,3468
2020,1,5,PI,534
