NU_ANO,Q022,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2019,B,1.0,SP,21656
2019,B,1.0,TO,1734
2019,B,2.0,AC,176
2019,B,2.0,AL,264
2019,B,2.0,AM,548
2019,B,2.0,AP,148
2019,B,2.0,BA,1507
2019,B,2.0,CE,2725
2019,B,2.0,DF,85
2019,B,2.0,ES,197
2019,B,2.0,GO,165
2019,B,2.0,MA,1550
2019,B,2.0,MG,762
2019,B,2.0,MS,266
2019,B,2.0,MT,340
2019,B,2.0,PA,920
2019,B,2.0,PB,325
2019,B,2.0,PE,810
2019,B,2.0,PI,529
2019,B,2.0,PR,548
2019,B,2.0,RJ,364
2019,B,2.0,RN,159
2019,B,2.0,RO,134
2019,B,2.0,RR,32
2019,B,2.0,RS,284
2019,B,2.0,SC,173
2019,B,2.0,SE,285
2019,B,2.0,SP,388
2019,B,2.0,TO,174
2019,C,1.0,AC,1567
2019,C,1.0,AL,5381
2019,C,1.0,AM,7813
2019,C,1.0,AP,1919
2019,C,1.0,BA,21305
2019,C,1.0,CE,30958
2019,C,1.0,DF,4526
2019,C,1.0,ES,6464
2019,C,1.0,GO,9967
2019,C,1.0,MA,12364
2019,C,1.0,MG,28297
2019,C,1.0,MS,4180
2019,C,1.0,MT,4513
2019,C,1.0,PA,14051
2019,C,1.0,PB,8572
2019,C,1.0,PE,18852
2019,C,1.0,PI,7673
2019,C,1.0,PR,12394
2019,C,1.0,RJ,18840
2019,C,1.0,RN,6387
2019,C,1.0,RO,3567
2019,C,1.0,RR,575
2019,C,1.0,RS,12531
2019,C,1.0,SC,8269
2019,C,1.0,SE,4592
2019,C,1.0,SP,48338
2019,C,1.0,TO,2548
2019,C,2.0,AC,107
2019,C,2.0,AL,282
2019,C,2.0,AM,153
2019,C,2.0,AP,90
2019,C,2.0,BA,1197
2019,C,2.0,CE,1397
2019,C,2.0,DF,136
2019,C,2.0,ES,250
2019,C,2.0,GO,223
2019,C,2.0,MA,753
2019,C,2.0,MG,805
2019,C,2.0,MS,236
2019,C,2.0,MT,362
2019,C,2.0,PA,397
2019,C,2.0,PB,290
2019,C,2.0,PE,851
2019,C,2.0,PI,203
2019,C,2.0,PR,566
2019,C,2.0,RJ,586
2019,C,2.0,RN,222
2019,C,2.0,RO,157
2019,C,2.0,RR,44
2019,C,2.0,RS,504
2019,C,2.0,SC,276
2019,C,2.0,SE,263
2019,C,2.0,SP,741
2019,C,2.0,TO,137
2019,D,1.0,AC,1221
2019,D,1.0,AL,3811
2019,D,1.0,AM,5693
2019,D,1.0,AP,1328
2019,D,1.0,BA,17258
2019,D,1.0,CE,17261
2019,D,1.0,DF,6492
2019,D,1.0,ES,8631
2019,D,1.0,GO,11538
2019,D,1.0,MA,7413
2019,D,1.0,MG,35822
2019,D,1.0,MS,4813
2019,D,1.0,MT,5645
2019,D,1.0,PA,9117
2019,D,1.0,PB,5894
2019,D,1.0,PE,14784
2019,D,1.0,PI,4851
2019,D,1.0,PR,18768
2019,D,1.0,RJ,23326
2019,D,1.0,RN,5674
2019,D,1.0,RO,3323
2019,D,1.0,RR,597
2019,D,1.0,RS,16606
2019,D,1.0,SC,13198
2019,D,1.0,SE,3137
2019,D,1.0,SP,77778
2019,D,1.0,TO,2349
2019,D,2.0,AC,41
2019,D,2.0,AL,125
2019,D,2.0,AM,73
2019,D,2.0,AP,39
2019,D,2.0,BA,705
2019,D,2.0,CE,478
2019,D,2.0,DF,115
2019,D,2.0,ES,291
2019,D,2.0,GO,232
2019,D,2.0,MA,353
2019,D,2.0,MG,853
2019,D,2.0,MS,167
2019,D,2.0,MT,370
2019,D,2.0,PA,201
2019,D,2.0,PB,158
2019,D,2.0,PE,547
2019,D,2.0,PI,79
2019,D,2.0,PR,491
2019,D,2.0,RJ,622
2019,D,2.0,RN,194
2019,D,2.0,RO,118
2019,D,2.0,RR,25
2019,D,2.0,RS,613
2019,D,2.0,SC,301
2019,D,2.0,SE,157
2019,D,2.0,SP,1044
2019,D,2.0,TO,104
2019,E,1.0,AC,719
2019,E,1.0,AL,2331
2019,E,1.0,AM,3905
2019,E,1.0,AP,805
2019,E,1.0,BA,9039
2019,E,1.0,CE,10636
2019,E,1.0,DF,6546
2019,E,1.0,ES,5918
2019,E,1.0,GO,8111
2019,E,1.0,MA,3826
2019,E,1.0,MG,26151
2019,E,1.0,MS,3133
2019,E,1.0,MT,3781
2019,E,1.0,PA,5418
2019,E,1.0,PB,3875
2019,E,1.0,PE,9867
2019,E,1.0,PI,2908
2019,E,1.0,PR,13566
2019,E,1.0,RJ,16759
2019,E,1.0,RN,3535
2019,E,1.0,RO,2033
2019,E,1.0,RR,492
2019,E,1.0,RS,9407
2019,E,1.0,SC,8946
2019,E,1.0,SE,1855
2019,E,1.0,SP,65839
2019,E,1.0,TO,1484
2019,E,2.0,AC,21
2019,E,2.0,AL,49
2019,E,2.0,AM,37
2019,E,2.0,AP,27
2019,E,2.0,BA,281
2019,E,2.0,CE,210
2019,E,2.0,DF,71
2019,E,2.0,ES,182
2019,E,2.0,GO,181
2019,E,2.0,MA,158
2019,E,2.0,MG,562
2019,E,2.0,MS,78
2019,E,2.0,MT,178
2019,E,2.0,PA,81
2019,E,2.0,PB,76
2019,E,2.0,PE,297
2019,E,2.0,PI,34
2019,E,2.0,PR,299
2019,E,2.0,RJ,346
2019,E,2.0,RN,121
2019,E,2.0,RO,53
2019,E,2.0,RR,16
2019,E,2.0,RS,291
2019,E,2.0,SC,189
2019,E,2.0,SE,69
2019,E,2.0,SP,738
2019,E,2.0,TO,56
2020,A,1.0,AC,139
2020,A,1.0,AL,392
2020,A,1.0,AM,1650
2020,A,1.0,AP,104
2020,A,1.0,BA,1204
2020,A,1.0,CE,4828
2020,A,1.0,DF,325
2020,A,1.0,ES,261
2020,A,1.0,GO,923
2020,A,1.0,MA,892
2020,A,1.0,MG,773
2020,A,1.0,MS,238
2020,A,1.0,MT,295
2020,A,1.0,PA,1029
2020,A,1.0,PB,363
2020,A,1.0,PE,1266
2020,A,1.0,PI,314
2020,A,1.0,PR,364
2020,A,1.0,RJ,1035
2020,A,1.0,RN,248
2020,A,1.0,RO,206
2020,A,1.0,RR,63
2020,A,1.0,RS,472
2020,A,1.0,SC,258
2020,A,1.0,SE,300
2020,A,1.0,SP,1846
2020,A,1.0,TO,242
2020,A,2.0,AC,20
2020,A,2.0,AL,22
2020,A,2.0,AM,531
2020,A,2.0,AP,10
2020,A,2.0,BA,132
2020,A,2.0,CE,768
2020,A,2.0,DF,9
2020,A,2.0,ES,9
2020,A,2.0,GO,15
2020,A,2.0,MA,277
2020,A,2.0,MG,37
2020,A,2.0,MS,26
2020,A,2.0,MT,41
2020,A,2.0,PA,96
2020,A,2.0,PB,20
2020,A,2.0,PE,114
2020,A,2.0,PI,54
2020,A,2.0,PR,21
2020,A,2.0,RJ,22
2020,A,2.0,RN,7
2020,A,2.0,RO,20
2020,A,2.0,RR,10
2020,A,2.0,RS,8
2020,A,2.0,SC,6
2020,A,2.0,SE,13
2020,A,2.0,SP,29
2020,A,2.0,TO,82
2020,B,1.0,AC,665
2020,B,1.0,AL,2768
2020,B,1.0,AM,7753
2020,B,1.0,AP,757
2020,B,1.0,BA,8927
2020,B,1.0,CE,36007
2020,B,1.0,DF,1479
2020,B,1.0,ES,1774
2020,B,1.0,GO,6190
2020,B,1.0,MA,6784
2020,B,1.0,MG,5966
2020,B,1.0,MS,1236
2020,B,1.0,MT,1510
2020,B,1.0,PA,7959
2020,B,1.0,PB,4098
2020,B,1.0,PE,10064
2020,B,1.0,PI,3595
2020,B,1.0,PR,2759
2020,B,1.0,RJ,6839
2020,B,1.0,RN,2072
2020,B,1.0,RO,1570
2020,B,1.0,RR,313
2020,B,1.0,RS,2930
2020,B,1.0,SC,1668
2020,B,1.0,SE,2428
2020,B,1.0,SP,10973
2020,B,1.0,TO,1507
2020,B,2.0,AC,102
2020,B,2.0,AL,193
2020,B,2.0,AM,721
2020,B,2.0,AP,112
2020,B,2.0,BA,744
2020,B,2.0,CE,2990
2020,B,2.0,DF,77
2020,B,2.0,ES,72
2020,B,2.0,GO,156
2020,B,2.0,MA,990
2020,B,2.0,MG,276
2020,B,2.0,MS,128
2020,B,2.0,MT,201
2020,B,2.0,PA,621
2020,B,2.0,PB,159
2020,B,2.0,PE,731
2020,B,2.0,PI,313
2020,B,2.0,PR,223
2020,B,2.0,RJ,199
2020,B,2.0,RN,68
2020,B,2.0,RO,145
2020,B,2.0,RR,47
2020,B,2.0,RS,111
2020,B,2.0,SC,67
2020,B,2.0,SE,190
2020,B,2.0,SP,193
2020,B,2.0,TO,165
2020,C,1.0,AC,1004
2020,C,1.0,AL,3903
2020,C,1.0,AM,8362
2020,C,1.0,AP,1001
2020,C,1.0,BA,13364
2020,C,1.0,CE,33196
2020,C,1.0,DF,3684
2020,C,1.0,ES,4132
2020,C,1.0,GO,10528
2020,C,1.0,MA,7302
2020,C,1.0,MG,15640
2020,C,1.0,MS,2709
2020,C,1.0,MT,3306
2020,C,1.0,PA,9434
2020,C,1.0,PB,5927
2020,C,1.0,PE,13817
2020,C,1.0,PI,4657
2020,C,1.0,PR,8289
2020,C,1.0,RJ,14180
2020,C,1.0,RN,4042
2020,C,1.0,RO,2775
2020,C,1.0,RR,580
2020,C,1.0,RS,8556
2020,C,1.0,SC,5521
2020,C,1.0,SE,3226
2020,C,1.0,SP,31145
2020,C,1.0,TO,2110
2020,C,2.0,AC,60
2020,C,2.0,AL,198
2020,C,2.0,AM,309
2020,C,2.0,AP,43
2020,C,2.0,BA,687
2020,C,2.0,CE,1530
2020,C,2.0,DF,113
2020,C,2.0,ES,167
2020,C,2.0,GO,228
2020,C,2.0,MA,615
2020,C,2.0,MG,503
2020,C,2.0,MS,140
2020,C,2.0,MT,226
2020,C,2.0,PA,455
2020,C,2.0,PB,182
2020,C,2.0,PE,640
2020,C,2.0,PI,146
2020,C,2.0,PR,264
2020,C,2.0,RJ,384
2020,C,2.0,RN,148
2020,C,2.0,RO,105
2020,C,2.0,RR,59
2020,C,2.0,RS,282
2020,C,2.0,SC,151
2020,C,2.0,SE,219
2020,C,2.0,SP,451
2020,C,2.0,TO,126
2020,D,1.0,AC,907
2020,D,1.0,AL,3526
2020,D,1.0,AM,6023
2020,D,1.0,AP,953
2020,D,1.0,BA,13135
2020,D,1.0,CE,16278
2020,D,1.0,DF,6233
2020,D,1.0,ES,6408
2020,D,1.0,GO,12255
2020,D,1.0,MA,5425
2020,D,1.0,MG,24944
2020,D,1.0,MS,3990
2020,D,1.0,MT,4725
2020,D,1.0,PA,7847
2020,D,1.0,PB,5021
2020,D,1.0,PE,12024
2020,D,1.0,PI,3724
2020,D,1.0,PR,15839
2020,D,1.0,RJ,21094
2020,D,1.0,RN,4581
2020,D,1.0,RO,2962
2020,D,1.0,RR,696
2020,D,1.0,RS,13919
2020,D,1.0,SC,10730
2020,D,1.0,SE,2766
2020,D,1.0,SP,60874
2020,D,1.0,TO,2211
2020,D,2.0,AC,34
2020,D,2.0,AL,131
2020,D,2.0,AM,143
2020,D,2.0,AP,17
2020,D,2.0,BA,476
2020,D,2.0,CE,397
2020,D,2.0,DF,108
2020,D,2.0,ES,252
2020,D,2.0,GO,244
2020,D,2.0,MA,371
2020,D,2.0,MG,638
2020,D,2.0,MS,126
2020,D,2.0,MT,284
2020,D,2.0,PA,186
2020,D,2.0,PB,132
2020,D,2.0,PE,371
2020,D,2.0,PI,74
2020,D,2.0,PR,316
2020,D,2.0,RJ,402
2020,D,2.0,RN,148
2020,D,2.0,RO,131
2020,D,2.0,RR,44
2020,D,2.0,RS,387
2020,D,2.0,SC,220
2020,D,2.0,SE,127
2020,D,2.0,SP,716
2020,D,2.0,TO,97
2020,E,1.0,AC,603
2020,E,1.0,AL,2361
2020,E,1.0,AM,4027
2020,E,1.0,AP,621
2020,E,1.0,BA,8001
2020,E,1.0,CE,8092
2020,E,1.0,DF,7066
2020,E,1.0,ES,4950
2020,E,1.0,GO,8987
2020,E,1.0,MA,3301
2020,E,1.0,MG,21518
2020,E,1.0,MS,3003
2020,E,1.0,MT,3676
2020,E,1.0,PA,5125
2020,E,1.0,PB,3443
2020,E,1.0,PE,8342
2020,E,1.0,PI,2522
2020,E,1.0,PR,13838
2020,E,1.0,RJ,17015
2020,E,1.0,RN,3115
2020,E,1.0,RO,1813
2020,E,1.0,RR,607
2020,E,1.0,RS,9236
2020,E,1.0,SC,8129
2020,E,1.0,SE,1812
2020,E,1.0,SP,56554
2020,E,1.0,TO,1562
2020,E,2.0,AC,10
2020,E,2.0,AL,56
2020,E,2.0,AM,66
2020,E,2.0,AP,3
2020,E,2.0,BA,227
2020,E,2.0,CE,79
2020,E,2.0,DF,87
2020,E,2.0,ES,120
2020,E,2.0,GO,158
2020,E,2.0,MA,148
2020,E,2.0,MG,472
2020,E,2.0,MS,105
2020,E,2.0,MT,187
2020,E,2.0,PA,85
2020,E,2.0,PB,50
2020,E,2.0,PE,217
2020,E,2.0,PI,52
2020,E,2.0,PR,164
2020,E,2.0,RJ,279
2020,E,2.0,RN,78
2020,E,2.0,RO,55
2020,E,2.0,RR,27
2020,E,2.0,RS,217
2020,E,2.0,SC,146
2020,E,2.0,SE,42
2020,E,2.0,SP,509
2020,E,2.0,TO,66
2021,A,1.0,AC,86
2021,A,1.0,AL,259
2021,A,1.0,AM,1797
2021,A,1.0,AP,78
2021,A,1.0,BA,1056
2021,A,1.0,CE,3530
2021,A,1.0,DF,266
2021,A,1.0,ES,212
2021,A,1.0,GO,1130
2021,A,1.0,MA,491
2021,A,1.0,MG,627
2021,A,1.0,MS,234
2021,A,1.0,MT,265
2021,A,1.0,PA,693
2021,A,1.0,PB,285
2021,A,1.0,PE,1003
2021,A,1.0,PI,212
2021,A,1.0,PR,453
2021,A,1.0,RJ,859
2021,A,1.0,RN,187
2021,A,1.0,RO,128
2021,A,1.0,RR,43
2021,A,1.0,RS,508
2021,A,1.0,SC,316
2021,A,1.0,SE,218
2021,A,1.0,SP,1393
2021,A,1.0,TO,152
2021,A,2.0,AC,16
2021,A,2.0,AL,13
2021,A,2.0,AM,500
2021,A,2.0,AP,5
2021,A,2.0,BA,65
2021,A,2.0,CE,647
2021,A,2.0,DF,15
2021,A,2.0,ES,8
2021,A,2.0,GO,31
2021,A,2.0,MA,98
2021,A,2.0,MG,24
2021,A,2.0,MS,26
2021,A,2.0,MT,21
2021,A,2.0,PA,72
2021,A,2.0,PB,12
2021,A,2.0,PE,154
2021,A,2.0,PI,15
2021,A,2.0,PR,16
2021,A,2.0,RJ,10
2021,A,2.0,RN,1
2021,A,2.0,RO,30
2021,A,2.0,RR,7
2021,A,2.0,RS,17
2021,A,2.0,SC,7
2021,A,2.0,SE,5
2021,A,2.0,SP,12
2021,A,2.0,TO,21
2021,B,1.0,AC,448
2021,B,1.0,AL,1448
2021,B,1.0,AM,7717
2021,B,1.0,AP,442
2021,B,1.0,BA,7287
2021,B,1.0,CE,29310
2021,B,1.0,DF,1245
2021,B,1.0,ES,1268
2021,B,1.0,GO,6561
2021,B,1.0,MA,3982
2021,B,1.0,MG,4133
2021,B,1.0,MS,875
2021,B,1.0,MT,1093
2021,B,1.0,PA,4932
2021,B,1.0,PB,2920
2021,B,1.0,PE,6723
2021,B,1.0,PI,2305
2021,B,1.0,PR,2379
2021,B,1.0,RJ,4837
2021,B,1.0,RN,1434
2021,B,1.0,RO,940
2021,B,1.0,RR,167
2021,B,1.0,RS,2617
2021,B,1.0,SC,1539
2021,B,1.0,SE,1463
2021,B,1.0,SP,7687
2021,B,1.0,TO,832
2021,B,2.0,AC,56
2021,B,2.0,AL,82
2021,B,2.0,AM,1047
2021,B,2.0,AP,37
2021,B,2.0,BA,533
2021,B,2.0,CE,2334
2021,B,2.0,DF,67
2021,B,2.0,ES,64
2021,B,2.0,GO,166
2021,B,2.0,MA,535
2021,B,2.0,MG,178
2021,B,2.0,MS,104
2021,B,2.0,MT,116
2021,B,2.0,PA,447
2021,B,2.0,PB,156
2021,B,2.0,PE,375
2021,B,2.0,PI,154
2021,B,2.0,PR,155
2021,B,2.0,RJ,114
2021,B,2.0,RN,56
2021,B,2.0,RO,46
2021,B,2.0,RR,28
2021,B,2.0,RS,122
2021,B,2.0,SC,66
2021,B,2.0,SE,91
2021,B,2.0,SP,141
2021,B,2.0,TO,115
2021,C,1.0,AC,801
2021,C,1.0,AL,2794
2021,C,1.0,AM,8385
2021,C,1.0,AP,752
2021,C,1.0,BA,12815
2021,C,1.0,CE,28321
2021,C,1.0,DF,2953
2021,C,1.0,ES,3660
2021,C,1.0,GO,11351
2021,C,1.0,MA,5731
2021,C,1.0,MG,12632
2021,C,1.0,MS,2234
2021,C,1.0,MT,2526
2021,C,1.0,PA,7279
2021,C,1.0,PB,5059
2021,C,1.0,PE,11059
2021,C,1.0,PI,3742
2021,C,1.0,PR,7689
2021,C,1.0,RJ,11511
2021,C,1.0,RN,3275
2021,C,1.0,RO,1958
2021,C,1.0,RR,393
2021,C,1.0,RS,7960
2021,C,1.0,SC,4954
2021,C,1.0,SE,2372
2021,C,1.0,SP,23944
2021,C,1.0,TO,1472
2021,C,2.0,AC,45
2021,C,2.0,AL,105
2021,C,2.0,AM,413
2021,C,2.0,AP,32
2021,C,2.0,BA,644
2021,C,2.0,CE,1537
2021,C,2.0,DF,93
2021,C,2.0,ES,150
2021,C,2.0,GO,290
2021,C,2.0,MA,437
2021,C,2.0,MG,461
2021,C,2.0,MS,128
2021,C,2.0,MT,199
2021,C,2.0,PA,299
2021,C,2.0,PB,203
2021,C,2.0,PE,496
2021,C,2.0,PI,109
2021,C,2.0,PR,248
2021,C,2.0,RJ,268
2021,C,2.0,RN,114
2021,C,2.0,RO,102
2021,C,2.0,RR,24
2021,C,2.0,RS,322
2021,C,2.0,SC,182
2021,C,2.0,SE,153
2021,C,2.0,SP,294
2021,C,2.0,TO,92
2021,D,1.0,AC,927
2021,D,1.0,AL,3168
2021,D,1.0,AM,7093
2021,D,1.0,AP,805
2021,D,1.0,BA,14665
2021,D,1.0,CE,16423
2021,D,1.0,DF,5418
2021,D,1.0,ES,6400
2021,D,1.0,GO,13233
2021,D,1.0,MA,5386
2021,D,1.0,MG,22891
2021,D,1.0,MS,3786
2021,D,1.0,MT,4355
2021,D,1.0,PA,7196
2021,D,1.0,PB,4763
2021,D,1.0,PE,11344
2021,D,1.0,PI,3776
2021,D,1.0,PR,16010
2021,D,1.0,RJ,19417
2021,D,1.0,RN,4475
2021,D,1.0,RO,2430
2021,D,1.0,RR,538
2021,D,1.0,RS,13794
2021,D,1.0,SC,10803
2021,D,1.0,SE,2499
2021,D,1.0,SP,52477
2021,D,1.0,TO,1934
2021,D,2.0,AC,42
2021,D,2.0,AL,101
2021,D,2.0,AM,226
2021,D,2.0,AP,29
2021,D,2.0,BA,535
2021,D,2.0,CE,581
2021,D,2.0,DF,115
2021,D,2.0,ES,251
2021,D,2.0,GO,283
2021,D,2.0,MA,324
2021,D,2.0,MG,730
2021,D,2.0,MS,167
2021,D,2.0,MT,307
2021,D,2.0,PA,172
2021,D,2.0,PB,138
2021,D,2.0,PE,471
2021,D,2.0,PI,88
2021,D,2.0,PR,387
2021,D,2.0,RJ,370
2021,D,2.0,RN,135
2021,D,2.0,RO,132
2021,D,2.0,RR,36
2021,D,2.0,RS,462
2021,D,2.0,SC,248
2021,D,2.0,SE,95
2021,D,2.0,SP,537
2021,D,2.0,TO,90
2021,E,1.0,AC,656
2021,E,1.0,AL,2458
2021,E,1.0,AM,6043
2021,E,1.0,AP,721
2021,E,1.0,BA,9913
2021,E,1.0,CE,9656
2021,E,1.0,DF,6835
2021,E,1.0,ES,5362
2021,E,1.0,GO,11372
2021,E,1.0,MA,3978
2021,E,1.0,MG,22009
2021,E,1.0,MS,3126
2021,E,1.0,MT,3636
2021,E,1.0,PA,5575
2021,E,1.0,PB,3593
2021,E,1.0,PE,8910
2021,E,1.0,PI,2981
2021,E,1.0,PR,14673
2021,E,1.0,RJ,16873
2021,E,1.0,RN,3410
2021,E,1.0,RO,1804
2021,E,1.0,RR,525
2021,E,1.0,RS,9698
2021,E,1.0,SC,8446
2021,E,1.0,SE,1821
2021,E,1.0,SP,53016
2021,E,1.0,TO,1648
2021,E,2.0,AC,20
2021,E,2.0,AL,45
2021,E,2.0,AM,121
2021,E,2.0,AP,16
2021,E,2.0,BA,307
2021,E,2.0,CE,260
2021,E,2.0,DF,86
2021,E,2.0,ES,189
2021,E,2.0,GO,191
2021,E,2.0,MA,192
2021,E,2.0,MG,542
2021,E,2.0,MS,95
2021,E,2.0,MT,235
2021,E,2.0,PA,100
2021,E,2.0,PB,67
2021,E,2.0,PE,289
2021,E,2.0,PI,45
2021,E,2.0,PR,273
2021,E,2.0,RJ,267
2021,E,2.0,RN,111
2021,E,2.0,RO,85
2021,E,2.0,RR,25
2021,E,2.0,RS,295
2021,E,2.0,SC,180
2021,E,2.0,SE,37
2021,E,2.0,SP,501
2021,E,2.0,TO,76
2022,A,1.0,AC,143
2022,A,1.0,AL,435
2022,A,1.0,AM,1264
2022,A,1.0,AP,123
2022,A,1.0,BA,1173
2022,A,1.0,CE,4036
2022,A,1.0,DF,460
2022,A,1.0,ES,317
2022,A,1.0,GO,1495
2022,A,1.0,MA,873
2022,A,1.0,MG,931
2022,A,1.0,MS,351
2022,A,1.0,MT,476
2022,A,1.0,PA,1082
2022,A,1.0,PB,476
2022,A,1.0,PE,1008
2022,A,1.0,PI,320
2022,A,1.0,PR,753
2022,A,1.0,RJ,1692
2022,A,1.0,RN,312
2022,A,1.0,RO,251
2022,A,1.0,RR,94
2022,A,1.0,RS,860
2022,A,1.0,SC,468
2022,A,1.0,SE,278
2022,A,1.0,SP,2859
2022,A,1.0,TO,224
2022,A,2.0,AC,19
2022,A,2.0,AL,10
2022,A,2.0,AM,249
2022,A,2.0,AP,12
2022,A,2.0,BA,68
2022,A,2.0,CE,391
2022,A,2.0,DF,10
2022,A,2.0,ES,5
2022,A,2.0,GO,23
2022,A,2.0,MA,131
2022,A,2.0,MG,36
2022,A,2.0,MS,42
2022,A,2.0,MT,24
2022,A,2.0,PA,112
2022,A,2.0,PB,20
2022,A,2.0,PE,42
2022,A,2.0,PI,27
2022,A,2.0,PR,29
2022,A,2.0,RJ,35
2022,A,2.0,RN,6
2022,A,2.0,RO,23
2022,A,2.0,RR,13
2022,A,2.0,RS,19
2022,A,2.0,SC,8
2022,A,2.0,SE,6
2022,A,2.0,SP,31
2022,A,2.0,TO,19
2022,B,1.0,AC,649
2022,B,1.0,AL,2429
2022,B,1.0,AM,5887
2022,B,1.0,AP,652
2022,B,1.0,BA,6627
2022,B,1.0,CE,28048
2022,B,1.0,DF,1566
2022,B,1.0,ES,1492
2022,B,1.0,GO,5730
2022,B,1.0,MA,5447
2022,B,1.0,MG,4666
2022,B,1.0,MS,1232
2022,B,1.0,MT,1460
2022,B,1.0,PA,6764
2022,B,1.0,PB,3885
2022,B,1.0,PE,6771
2022,B,1.0,PI,2955
2022,B,1.0,PR,3237
2022,B,1.0,RJ,7683
2022,B,1.0,RN,2116
2022,B,1.0,RO,1104
2022,B,1.0,RR,194
2022,B,1.0,RS,3383
2022,B,1.0,SC,1901
2022,B,1.0,SE,1910
2022,B,1.0,SP,11529
2022,B,1.0,TO,900
2022,B,2.0,AC,110
2022,B,2.0,AL,182
2022,B,2.0,AM,824
2022,B,2.0,AP,95
2022,B,2.0,BA,518
2022,B,2.0,CE,1962
2022,B,2.0,DF,56
2022,B,2.0,ES,51
2022,B,2.0,GO,178
2022,B,2.0,MA,947
2022,B,2.0,MG,181
2022,B,2.0,MS,172
2022,B,2.0,MT,150
2022,B,2.0,PA,674
2022,B,2.0,PB,179
2022,B,2.0,PE,452
2022,B,2.0,PI,207
2022,B,2.0,PR,191
2022,B,2.0,RJ,176
2022,B,2.0,RN,70
2022,B,2.0,RO,68
2022,B,2.0,RR,44
2022,B,2.0,RS,159
2022,B,2.0,SC,68
2022,B,2.0,SE,124
2022,B,2.0,SP,170
2022,B,2.0,TO,148
2022,C,1.0,AC,1092
2022,C,1.0,AL,3921
2022,C,1.0,AM,6695
2022,C,1.0,AP,964
2022,C,1.0,BA,11306
2022,C,1.0,CE,28096
2022,C,1.0,DF,3334
2022,C,1.0,ES,4057
2022,C,1.0,GO,9837
2022,C,1.0,MA,7228
2022,C,1.0,MG,13234
2022,C,1.0,MS,2762
2022,C,1.0,MT,3296
2022,C,1.0,PA,9037
2022,C,1.0,PB,5852
2022,C,1.0,PE,11747
2022,C,1.0,PI,4349
2022,C,1.0,PR,8833
2022,C,1.0,RJ,14728
2022,C,1.0,RN,4365
2022,C,1.0,RO,2228
2022,C,1.0,RR,453
2022,C,1.0,RS,9238
2022,C,1.0,SC,5709
2022,C,1.0,SE,3087
2022,C,1.0,SP,32141
2022,C,1.0,TO,1701
2022,C,2.0,AC,99
2022,C,2.0,AL,219
2022,C,2.0,AM,339
2022,C,2.0,AP,63
2022,C,2.0,BA,645
2022,C,2.0,CE,1662
2022,C,2.0,DF,110
2022,C,2.0,ES,165
2022,C,2.0,GO,217
2022,C,2.0,MA,721
2022,C,2.0,MG,470
2022,C,2.0,MS,140
2022,C,2.0,MT,268
2022,C,2.0,PA,405
2022,C,2.0,PB,192
2022,C,2.0,PE,560
2022,C,2.0,PI,148
2022,C,2.0,PR,380
