NU_ANO,TP_LOCALIZACAO_ESC,Q022,SG_UF_PROVA,QTD
2019,2.0,E,PR,299
2019,2.0,E,RJ,346
2019,2.0,E,RN,121
2019,2.0,E,RO,53
2019,2.0,E,RR,16
2019,2.0,E,RS,291
2019,2.0,E,SC,189
2019,2.0,E,SE,69
2019,2.0,E,SP,738
2019,2.0,E,TO,56
2020,1.0,A,AC,139
2020,1.0,A,AL,392
2020,1.0,A,AM,1650
2020,1.0,A,AP,104
2020,1.0,A,BA,1204
2020,1.0,A,CE,4828
2020,1.0,A,DF,325
2020,1.0,A,ES,261
2020,1.0,A,GO,923
2020,1.0,A,MA,892
2020,1.0,A,MG,773
2020,1.0,A,MS,238
2020,1.0,A,MT,295
2020,1.0,A,PA,1029
2020,1.0,A,PB,363
2020,1.0,A,PE,1266
2020,1.0,A,PI,314
2020,1.0,A,PR,364
2020,1.0,A,RJ,1035
2020,1.0,A,RN,248
2020,1.0,A,RO,206
2020,1.0,A,RR,63
2020,1.0,A,RS,472
2020,1.0,A,SC,258
2020,1.0,A,SE,300
2020,1.0,A,SP,1846
2020,1.0,A,TO,242
2020,1.0,B,AC,665
2020,1.0,B,AL,2768
2020,1.0,B,AM,7753
2020,1.0,B,AP,757
2020,1.0,B,BA,8927
2020,1.0,B,CE,36007
2020,1.0,B,DF,1479
2020,1.0,B,ES,1774
2020,1.0,B,GO,6190
2020,1.0,B,MA,6784
2020,1.0,B,MG,5966
2020,1.0,B,MS,1236
2020,1.0,B,MT,1510
2020,1.0,B,PA,7959
2020,1.0,B,PB,4098
2020,1.0,B,PE,10064
2020,1.0,B,PI,3595
2020,1.0,B,PR,2759
2020,1.0,B,RJ,6839
2020,1.0,B,RN,2072
2020,1.0,B,RO,1570
2020,1.0,B,RR,313
2020,1.0,B,RS,2930
2020,1.0,B,SC,1668
2020,1.0,B,SE,2428
2020,1.0,B,SP,10973
2020,1.0,B,TO,1507
2020,1.0,C,AC,1004
2020,1.0,C,AL,3903
2020,1.0,C,AM,8362
2020,1.0,C,AP,1001
2020,1.0,C,BA,13364
2020,1.0,C,CE,33196
2020,1.0,C,DF,3684
2020,1.0,C,ES,4132
2020,1.0,C,GO,10528
2020,1.0,C,MA,7302
2020,1.0,C,MG,15640
2020,1.0,C,MS,2709
2020,1.0,C,MT,3306
2020,1.0,C,PA,9434
2020,1.0,C,PB,5927
2020,1.0,C,PE,13817
2020,1.0,C,PI,4657
2020,1.0,C,PR,8289
2020,1.0,C,RJ,14180
2020,1.0,C,RN,4042
2020,1.0,C,RO,2775
2020,1.0,C,RR,580
2020,1.0,C,RS,8556
2020,1.0,C,SC,5521
2020,1.0,C,SE,3226
2020,1.0,C,SP,31145
2020,1.0,C,TO,2110
2020,1.0,D,AC,907
2020,1.0,D,AL,3526
2020,1.0,D,AM,6023
2020,1.0,D,AP,953
2020,1.0,D,BA,13135
2020,1.0,D,CE,16278
2020,1.0,D,DF,6233
2020,1.0,D,ES,6408
2020,1.0,D,GO,12255
2020,1.0,D,MA,5425
2020,1.0,D,MG,24944
2020,1.0,D,MS,3990
2020,1.0,D,MT,4725
2020,1.0,D,PA,7847
2020,1.0,D,PB,5021
2020,1.0,D,PE,12024
2020,1.0,D,PI,3724
2020,1.0,D,PR,15839
2020,1.0,D,RJ,21094
2020,1.0,D,RN,4581
2020,1.0,D,RO,2962
2020,1.0,D,RR,696
2020,1.0,D,RS,13919
2020,1.0,D,SC,10730
2020,1.0,D,SE,2766
2020,1.0,D,SP,60874
2020,1.0,D,TO,2211
2020,1.0,E,AC,603
2020,1.0,E,AL,2361
2020,1.0,E,AM,4027
2020,1.0,E,AP,621
2020,1.0,E,BA,8001
2020,1.0,E,CE,8092
2020,1.0,E,DF,7066
2020,1.0,E,ES,4950
2020,1.0,E,GO,8987
2020,1.0,E,MA,3301
2020,1.0,E,MG,21518
2020,1.0,E,MS,3003
2020,1.0,E,MT,3676
2020,1.0,E,PA,5125
2020,1.0,E,PB,3443
2020,1.0,E,PE,8342
2020,1.0,E,PI,2522
2020,1.0,E,PR,13838
2020,1.0,E,RJ,17015
2020,1.0,E,RN,3115
2020,1.0,E,RO,1813
2020,1.0,E,RR,607
2020,1.0,E,RS,9236
2020,1.0,E,SC,8129
2020,1.0,E,SE,1812
2020,1.0,E,SP,56554
2020,1.0,E,TO,1562
2020,2.0,A,AC,20
2020,2.0,A,AL,22
2020,2.0,A,AM,531
2020,2.0,A,AP,10
2020,2.0,A,BA,132
2020,2.0,A,CE,768
2020,2.0,A,DF,9
2020,2.0,A,ES,9
2020,2.0,A,GO,15
2020,2.0,A,MA,277
2020,2.0,A,MG,37
2020,2.0,A,MS,26
2020,2.0,A,MT,41
2020,2.0,A,PA,96
2020,2.0,A,PB,20
2020,2.0,A,PE,114
2020,2.0,A,PI,54
2020,2.0,A,PR,21
2020,2.0,A,RJ,22
2020,2.0,A,RN,7
2020,2.0,A,RO,20
2020,2.0,A,RR,10
2020,2.0,A,RS,8
2020,2.0,A,SC,6
2020,2.0,A,SE,13
2020,2.0,A,SP,29
2020,2.0,A,TO,82
2020,2.0,B,AC,102
2020,2.0,B,AL,193
2020,2.0,B,AM,721
2020,2.0,B,AP,112
2020,2.0,B,BA,744
2020,2.0,B,CE,2990
2020,2.0,B,DF,77
2020,2.0,B,ES,72
2020,2.0,B,GO,156
2020,2.0,B,MA,990
2020,2.0,B,MG,276
2020,2.0,B,MS,128
2020,2.0,B,MT,201
2020,2.0,B,PA,621
2020,2.0,B,PB,159
2020,2.0,B,PE,731
2020,2.0,B,PI,313
2020,2.0,B,PR,223
2020,2.0,B,RJ,199
2020,2.0,B,RN,68
2020,2.0,B,RO,145
2020,2.0,B,RR,47
2020,2.0,B,RS,111
2020,2.0,B,SC,67
2020,2.0,B,SE,190
2020,2.0,B,SP,193
2020,2.0,B,TO,165
2020,2.0,C,AC,60
2020,2.0,C,AL,198
2020,2.0,C,AM,309
2020,2.0,C,AP,43
2020,2.0,C,BA,687
2020,2.0,C,CE,1530
2020,2.0,C,DF,113
2020,2.0,C,ES,167
2020,2.0,C,GO,228
2020,2.0,C,MA,615
2020,2.0,C,MG,503
2020,2.0,C,MS,140
2020,2.0,C,MT,226
2020,2.0,C,PA,455
2020,2.0,C,PB,182
2020,2.0,C,PE,640
2020,2.0,C,PI,146
2020,2.0,C,PR,264
2020,2.0,C,RJ,384
2020,2.0,C,RN,148
2020,2.0,C,RO,105
2020,2.0,C,RR,59
2020,2.0,C,RS,282
2020,2.0,C,SC,151
2020,2.0,C,SE,219
2020,2.0,C,SP,451
2020,2.0,C,TO,126
2020,2.0,D,AC,34
2020,2.0,D,AL,131
2020,2.0,D,AM,143
2020,2.0,D,AP,17
2020,2.0,D,BA,476
2020,2.0,D,CE,397
2020,2.0,D,DF,108
2020,2.0,D,ES,252
2020,2.0,D,GO,244
2020,2.0,D,MA,371
2020,2.0,D,MG,638
2020,2.0,D,MS,126
2020,2.0,D,MT,284
2020,2.0,D,PA,186
2020,2.0,D,PB,132
2020,2.0,D,PE,371
2020,2.0,D,PI,74
2020,2.0,D,PR,316
2020,2.0,D,RJ,402
2020,2.0,D,RN,148
2020,2.0,D,RO,131
2020,2.0,D,RR,44
2020,2.0,D,RS,387
2020,2.0,D,SC,220
2020,2.0,D,SE,127
2020,2.0,D,SP,716
2020,2.0,D,TO,97
2020,2.0,E,AC,10
2020,2.0,E,AL,56
2020,2.0,E,AM,66
2020,2.0,E,AP,3
2020,2.0,E,BA,227
2020,2.0,E,CE,79
2020,2.0,E,DF,87
2020,2.0,E,ES,120
2020,2.0,E,GO,158
2020,2.0,E,MA,148
2020,2.0,E,MG,472
2020,2.0,E,MS,105
2020,2.0,E,MT,187
2020,2.0,E,PA,85
2020,2.0,E,PB,50
2020,2.0,E,PE,217
2020,2.0,E,PI,52
2020,2.0,E,PR,164
2020,2.0,E,RJ,279
2020,2.0,E,RN,78
2020,2.0,E,RO,55
2020,2.0,E,RR,27
2020,2.0,E,RS,217
2020,2.0,E,SC,146
2020,2.0,E,SE,42
2020,2.0,E,SP,509
2020,2.0,E,TO,66
2021,1.0,A,AC,86
2021,1.0,A,AL,259
2021,1.0,A,AM,1797
2021,1.0,A,AP,78
2021,1.0,A,BA,1056
2021,1.0,A,CE,3530
2021,1.0,A,DF,266
2021,1.0,A,ES,212
2021,1.0,A,GO,1130
2021,1.0,A,MA,491
2021,1.0,A,MG,627
2021,1.0,A,MS,234
2021,1.0,A,MT,265
2021,1.0,A,PA,693
2021,1.0,A,PB,285
2021,1.0,A,PE,1003
2021,1.0,A,PI,212
2021,1.0,A,PR,453
2021,1.0,A,RJ,859
2021,1.0,A,RN,187
2021,1.0,A,RO,128
2021,1.0,A,RR,43
2021,1.0,A,RS,508
2021,1.0,A,SC,316
2021,1.0,A,SE,218
2021,1.0,A,SP,1393
2021,1.0,A,TO,152
2021,1.0,B,AC,448
2021,1.0,B,AL,1448
2021,1.0,B,AM,7717
2021,1.0,B,AP,442
2021,1.0,B,BA,7287
2021,1.0,B,CE,29310
2021,1.0,B,DF,1245
2021,1.0,B,ES,1268
2021,1.0,B,GO,6561
2021,1.0,B,MA,3982
2021,1.0,B,MG,4133
2021,1.0,B,MS,875
2021,1.0,B,MT,1093
2021,1.0,B,PA,4932
2021,1.0,B,PB,2920
2021,1.0,B,PE,6723
2021,1.0,B,PI,2305
2021,1.0,B,PR,2379
2021,1.0,B,RJ,4837
2021,1.0,B,RN,1434
2021,1.0,B,RO,940
2021,1.0,B,RR,167
2021,1.0,B,RS,2617
2021,1.0,B,SC,1539
2021,1.0,B,SE,1463
2021,1.0,B,SP,7687
2021,1.0,B,TO,832
2021,1.0,C,AC,801
2021,1.0,C,AL,2794
2021,1.0,C,AM,8385
2021,1.0,C,AP,752
2021,1.0,C,BA,12815
2021,1.0,C,CE,28321
2021,1.0,C,DF,2953
2021,1.0,C,ES,3660
2021,1.0,C,GO,11351
2021,1.0,C,MA,5731
2021,1.0,C,MG,12632
2021,1.0,C,MS,2234
2021,1.0,C,MT,2526
2021,1.0,C,PA,7279
2021,1.0,C,PB,5059
2021,1.0,C,PE,11059
2021,1.0,C,PI,3742
2021,1.0,C,PR,7689
2021,1.0,C,RJ,11511
2021,1.0,C,RN,3275
2021,1.0,C,RO,1958
2021,1.0,C,RR,393
2021,1.0,C,RS,7960
2021,1.0,C,SC,4954
2021,1.0,C,SE,2372
2021,1.0,C,SP,23944
2021,1.0,C,TO,1472
2021,1.0,D,AC,927
2021,1.0,D,AL,3168
2021,1.0,D,AM,7093
2021,1.0,D,AP,805
2021,1.0,D,BA,14665
2021,1.0,D,CE,16423
2021,1.0,D,DF,5418
2021,1.0,D,ES,6400
2021,1.0,D,GO,13233
2021,1.0,D,MA,5386
2021,1.0,D,MG,22891
2021,1.0,D,MS,3786
2021,1.0,D,MT,4355
2021,1.0,D,PA,7196
2021,1.0,D,PB,4763
2021,1.0,D,PE,11344
2021,1.0,D,PI,3776
2021,1.0,D,PR,16010
2021,1.0,D,RJ,19417
2021,1.0,D,RN,4475
2021,1.0,D,RO,2430
2021,1.0,D,RR,538
2021,1.0,D,RS,13794
2021,1.0,D,SC,10803
2021,1.0,D,SE,2499
2021,1.0,D,SP,52477
2021,1.0,D,TO,1934
2021,1.0,E,AC,656
2021,1.0,E,AL,2458
2021,1.0,E,AM,6043
2021,1.0,E,AP,721
2021,1.0,E,BA,9913
2021,1.0,E,CE,9656
2021,1.0,E,DF,6835
2021,1.0,E,ES,5362
2021,1.0,E,GO,11372
2021,1.0,E,MA,3978
2021,1.0,E,MG,22009
2021,1.0,E,MS,3126
2021,1.0,E,MT,3636
2021,1.0,E,PA,5575
2021,1.0,E,PB,3593
2021,1.0,E,PE,8910
2021,1.0,E,PI,2981
2021,1.0,E,PR,14673
2021,1.0,E,RJ,16873
2021,1.0,E,RN,3410
2021,1.0,E,RO,1804
2021,1.0,E,RR,525
2021,1.0,E,RS,9698
2021,1.0,E,SC,8446
2021,1.0,E,SE,1821
2021,1.0,E,SP,53016
2021,1.0,E,TO,1648
2021,2.0,A,AC,16
2021,2.0,A,AL,13
2021,2.0,A,AM,500
2021,2.0,A,AP,5
2021,2.0,A,BA,65
2021,2.0,A,CE,647
2021,2.0,A,DF,15
2021,2.0,A,ES,8
2021,2.0,A,GO,31
2021,2.0,A,MA,98
2021,2.0,A,MG,24
2021,2.0,A,MS,26
2021,2.0,A,MT,21
2021,2.0,A,PA,72
2021,2.0,A,PB,12
2021,2.0,A,PE,154
2021,2.0,A,PI,15
2021,2.0,A,PR,16
2021,2.0,A,RJ,10
2021,2.0,A,RN,1
2021,2.0,A,RO,30
2021,2.0,A,RR,7
2021,2.0,A,RS,17
2021,2.0,A,SC,7
2021,2.0,A,SE,5
2021,2.0,A,SP,12
2021,2.0,A,TO,21
2021,2.0,B,AC,56
2021,2.0,B,AL,82
2021,2.0,B,AM,1047
2021,2.0,B,AP,37
2021,2.0,B,BA,533
2021,2.0,B,CE,2334
2021,2.0,B,DF,67
2021,2.0,B,ES,64
2021,2.0,B,GO,166
2021,2.0,B,MA,535
2021,2.0,B,MG,178
2021,2.0,B,MS,104
2021,2.0,B,MT,116
2021,2.0,B,PA,447
2021,2.0,B,PB,156
2021,2.0,B,PE,375
2021,2.0,B,PI,154
2021,2.0,B,PR,155
2021,2.0,B,RJ,114
2021,2.0,B,RN,56
2021,2.0,B,RO,46
2021,2.0,B,RR,28
2021,2.0,B,RS,122
2021,2.0,B,SC,66
2021,2.0,B,SE,91
2021,2.0,B,SP,141
2021,2.0,B,TO,115
2021,2.0,C,AC,45
2021,2.0,C,AL,105
2021,2.0,C,AM,413
2021,2.0,C,AP,32
2021,2.0,C,BA,644
2021,2.0,C,CE,1537
2021,2.0,C,DF,93
2021,2.0,C,ES,150
2021,2.0,C,GO,290
2021,2.0,C,MA,437
2021,2.0,C,MG,461
2021,2.0,C,MS,128
2021,2.0,C,MT,199
2021,2.0,C,PA,299
2021,2.0,C,PB,203
2021,2.0,C,PE,496
2021,2.0,C,PI,109
2021,2.0,C,PR,248
2021,2.0,C,RJ,268
2021,2.0,C,RN,114
2021,2.0,C,RO,102
2021,2.0,C,RR,24
2021,2.0,C,RS,322
2021,2.0,C,SC,182
2021,2.0,C,SE,153
2021,2.0,C,SP,294
2021,2.0,C,TO,92
2021,2.0,D,AC,42
2021,2.0,D,AL,101
2021,2.0,D,AM,226
2021,2.0,D,AP,29
2021,2.0,D,BA,535
2021,2.0,D,CE,581
2021,2.0,D,DF,115
2021,2.0,D,ES,251
2021,2.0,D,GO,283
2021,2.0,D,MA,324
2021,2.0,D,MG,730
2021,2.0,D,MS,167
2021,2.0,D,MT,307
2021,2.0,D,PA,172
2021,2.0,D,PB,138
2021,2.0,D,PE,471
2021,2.0,D,PI,88
2021,2.0,D,PR,387
2021,2.0,D,RJ,370
2021,2.0,D,RN,135
2021,2.0,D,RO,132
2021,2.0,D,RR,36
2021,2.0,D,RS,462
2021,2.0,D,SC,248
2021,2.0,D,SE,95
2021,2.0,D,SP,537
2021,2.0,D,TO,90
2021,2.0,E,AC,20
2021,2.0,E,AL,45
2021,2.0,E,AM,121
2021,2.0,E,AP,16
2021,2.0,E,BA,307
2021,2.0,E,CE,260
2021,2.0,E,DF,86
2021,2.0,E,ES,189
2021,2.0,E,GO,191
2021,2.0,E,MA,192
2021,2.0,E,MG,542
2021,2.0,E,MS,95
2021,2.0,E,MT,235
2021,2.0,E,PA,100
2021,2.0,E,PB,67
2021,2.0,E,PE,289
2021,2.0,E,PI,45
2021,2.0,E,PR,273
2021,2.0,E,RJ,267
2021,2.0,E,RN,111
2021,2.0,E,RO,85
2021,2.0,E,RR,25
2021,2.0,E,RS,295
2021,2.0,E,SC,180
2021,2.0,E,SE,37
2021,2.0,E,SP,501
2021,2.0,E,TO,76
2022,1.0,A,AC,143
2022,1.0,A,AL,435
2022,1.0,A,AM,1264
2022,1.0,A,AP,123
2022,1.0,A,BA,1173
2022,1.0,A,CE,4036
2022,1.0,A,DF,460
2022,1.0,A,ES,317
2022,1.0,A,GO,1495
2022,1.0,A,MA,873
2022,1.0,A,MG,931
2022,1.0,A,MS,351
2022,1.0,A,MT,476
2022,1.0,A,PA,1082
2022,1.0,A,PB,476
2022,1.0,A,PE,1008
2022,1.0,A,PI,320
2022,1.0,A,PR,753
2022,1.0,A,RJ,1692
2022,1.0,A,RN,312
2022,1.0,A,RO,251
2022,1.0,A,RR,94
2022,1.0,A,RS,860
2022,1.0,A,SC,468
2022,1.0,A,SE,278
2022,1.0,A,SP,2859
2022,1.0,A,TO,224
2022,1.0,B,AC,649
2022,1.0,B,AL,2429
2022,1.0,B,AM,5887
2022,1.0,B,AP,652
2022,1.0,B,BA,6627
2022,1.0,B,CE,28048
2022,1.0,B,DF,1566
2022,1.0,B,ES,1492
2022,1.0,B,GO,5730
2022,1.0,B,MA,5447
2022,1.0,B,MG,4666
2022,1.0,B,MS,1232
2022,1.0,B,MT,1460
2022,1.0,B,PA,6764
2022,1.0,B,PB,3885
2022,1.0,B,PE,6771
2022,1.0,B,PI,2955
2022,1.0,B,PR,3237
2022,1.0,B,RJ,7683
2022,1.0,B,RN,2116
2022,1.0,B,RO,1104
2022,1.0,B,RR,194
2022,1.0,B,RS,3383
2022,1.0,B,SC,1901
2022,1.0,B,SE,1910
2022,1.0,B,SP,11529
2022,1.0,B,TO,900
2022,1.0,C,AC,1092
2022,1.0,C,AL,3921
2022,1.0,C,AM,6695
2022,1.0,C,AP,964
2022,1.0,C,BA,11306
2022,1.0,C,CE,28096
2022,1.0,C,DF,3334
2022,1.0,C,ES,4057
2022,1.0,C,GO,9837
2022,1.0,C,MA,7228
2022,1.0,C,MG,13234
2022,1.0,C,MS,2762
2022,1.0,C,MT,3296
2022,1.0,C,PA,9037
2022,1.0,C,PB,5852
2022,1.0,C,PE,11747
2022,1.0,C,PI,4349
2022,1.0,C,PR,8833
2022,1.0,C,RJ,14728
2022,1.0,C,RN,4365
2022,1.0,C,RO,2228
2022,1.0,C,RR,453
2022,1.0,C,RS,9238
2022,1.0,C,SC,5709
2022,1.0,C,SE,3087
2022,1.0,C,SP,32141
2022,1.0,C,TO,1701
2022,1.0,D,AC,1230
2022,1.0,D,AL,4401
2022,1.0,D,AM,6536
2022,1.0,D,AP,1062
2022,1.0,D,BA,13661
2022,1.0,D,CE,21252
2022,1.0,D,DF,6192
2022,1.0,D,ES,7183
2022,1.0,D,GO,15121
2022,1.0,D,MA,6623
2022,1.0,D,MG,24785
2022,1.0,D,MS,4353
2022,1.0,D,MT,5723
2022,1.0,D,PA,9111
2022,1.0,D,PB,5826
2022,1.0,D,PE,12700
2022,1.0,D,PI,4518
2022,1.0,D,PR,18933
2022,1.0,D,RJ,23352
2022,1.0,D,RN,5670
2022,1.0,D,RO,3124
2022,1.0,D,RR,644
2022,1.0,D,RS,16137
2022,1.0,D,SC,12588
2022,1.0,D,SE,3128
2022,1.0,D,SP,68131
2022,1.0,D,TO,2202
2022,1.0,E,AC,934
2022,1.0,E,AL,3465
2022,1.0,E,AM,5574
2022,1.0,E,AP,889
2022,1.0,E,BA,9441
2022,1.0,E,CE,15420
2022,1.0,E,DF,7390
2022,1.0,E,ES,6090
2022,1.0,E,GO,14474
2022,1.0,E,MA,4893
2022,1.0,E,MG,23047
2022,1.0,E,MS,3765
2022,1.0,E,MT,4880
2022,1.0,E,PA,6978
2022,1.0,E,PB,4407
2022,1.0,E,PE,10048
2022,1.0,E,PI,3550
2022,1.0,E,PR,16876
2022,1.0,E,RJ,19561
2022,1.0,E,RN,4137
2022,1.0,E,RO,2467
2022,1.0,E,RR,648
2022,1.0,E,RS,10883
2022,1.0,E,SC,10070
2022,1.0,E,SE,2279
2022,1.0,E,SP,67761
2022,1.0,E,TO,2035
2022,2.0,A,AC,19
2022,2.0,A,AL,10
2022,2.0,A,AM,249
2022,2.0,A,AP,12
2022,2.0,A,BA,68
2022,2.0,A,CE,391
2022,2.0,A,DF,10
2022,2.0,A,ES,5
2022,2.0,A,GO,23
2022,2.0,A,MA,131
2022,2.0,A,MG,36
2022,2.0,A,MS,42
2022,2.0,A,MT,24
2022,2.0,A,PA,112
2022,2.0,A,PB,20
