2019,1.0,AC,5057
2019,1.0,AL,16389
2019,1.0,AM,24866
2019,1.0,AP,5872
2019,1.0,BA,66136
2019,1.0,CE,106133
2019,1.0,DF,20319
2019,1.0,ES,24435
2019,1.0,GO,35274
2019,1.0,MA,40138
2019,1.0,MG,104507
2019,1.0,MS,14701
2019,1.0,MT,16686
2019,1.0,PA,44621
2019,1.0,PB,26071
2019,1.0,PE,59300
2019,1.0,PI,23077
2019,1.0,PR,50600
2019,1.0,RJ,71211
2019,1.0,RN,19915
2019,1.0,RO,11491
2019,1.0,RR,2086
2019,1.0,RS,44390
2019,1.0,SC,34070
2019,1.0,SE,13312
2019,1.0,SP,216825
2019,1.0,TO,8364
2019,2.0,AC,375
2019,2.0,AL,738
2019,2.0,AM,997
2019,2.0,AP,392
2019,2.0,BA,3916
2019,2.0,CE,5716
2019,2.0,DF,422
2019,2.0,ES,942
2019,2.0,GO,828
2019,2.0,MA,3449
2019,2.0,MG,3107
2019,2.0,MS,805
2019,2.0,MT,1322
2019,2.0,PA,1782
2019,2.0,PB,894
2019,2.0,PE,2720
2019,2.0,PI,937
2019,2.0,PR,1944
2019,2.0,RJ,1972
2019,2.0,RN,710
2019,2.0,RO,508
2019,2.0,RR,122
2019,2.0,RS,1717
2019,2.0,SC,964
2019,2.0,SE,789
2019,2.0,SP,2958
2019,2.0,TO,515
2020,1.0,AC,3403
2020,1.0,AL,13125
2020,1.0,AM,28317
2020,1.0,AP,3479
2020,1.0,BA,44889
2020,1.0,CE,98844
2020,1.0,DF,19272
2020,1.0,ES,17744
2020,1.0,GO,39131
2020,1.0,MA,23838
2020,1.0,MG,69582
2020,1.0,MS,11431
2020,1.0,MT,13778
2020,1.0,PA,31439
2020,1.0,PB,19090
2020,1.0,PE,45820
2020,1.0,PI,14937
2020,1.0,PR,42035
2020,1.0,RJ,61123
2020,1.0,RN,14219
2020,1.0,RO,9426
2020,1.0,RR,2263
2020,1.0,RS,35469
2020,1.0,SC,26920
2020,1.0,SE,10645
2020,1.0,SP,165387
2020,1.0,TO,7742
2020,2.0,AC,231
2020,2.0,AL,604
2020,2.0,AM,1773
2020,2.0,AP,186
2020,2.0,BA,2272
2020,2.0,CE,5767
2020,2.0,DF,404
