ANO,Q006,UF,QTD
2020,G,RJ,4509
2020,G,RN,868
2020,G,RO,332
2020,G,RR,117
2020,G,RS,2627
2020,G,SC,1628
2020,G,SE,477
2020,G,SP,12320
2020,G,TO,368
2020,G,AC,169
2020,G,AL,450
2020,G,AM,529
2020,G,AP,231
2020,G,BA,1843
2020,G,CE,1409
2020,G,DF,2055
2020,G,ES,944
2020,G,GO,1520
2020,G,MA,724
2020,G,MG,5002
2020,G,MS,662
2020,G,MT,870
2020,G,PA,945
2020,G,PB,833
2020,G,PE,1570
2020,G,PI,525
2020,G,PR,2854
2020,G,RJ,4468
2020,G,RN,795
2020,G,RO,289
2020,G,RR,148
2020,G,RS,2475
2020,G,SC,1535
2020,G,SE,491
2020,G,SP,11431
2020,G,TO,339
2020,G,AC,141
2020,G,AL,411
2020,G,AM,489
2020,G,AP,201
2020,G,BA,1659
2020,G,CE,1116
2020,G,DF,2265
2020,G,ES,816
2020,G,GO,1294
2020,G,MA,567
2020,G,MG,4532
2020,G,MS,571
2020,G,MT,799
2020,G,PA,887
2020,G,PB,705
2020,G,PE,1383
2020,G,PI,471
2020,G,PR,2453
2020,G,RJ,4194
2020,G,RN,743
2020,G,RO,217
2020,G,RR,95
2020,G,RS,2250
2020,G,SC,1310
2020,G,SE,456
2020,G,SP,10719
2020,G,TO,323
2020,G,AC,128
2020,G,AL,437
2020,G,AM,445
2020,G,AP,152
2020,G,BA,1571
2020,G,CE,1286
2020,G,DF,2401
2020,G,ES,792
2020,G,GO,1268
2020,G,MA,603
2020,G,MG,4193
2020,G,MS,550
2020,G,MT,736
2020,G,PA,860
2020,G,PB,663
2020,G,PE,1512
2020,G,PI,447
2020,G,PR,2322
2020,G,RJ,4296
2020,G,RN,758
2020,G,RO,227
2020,G,RR,95
2020,G,RS,2036
2020,G,SC,1206
2020,G,SE,378
2020,G,SP,10765
2020,G,TO,318
2020,G,AC,139
2020,G,AL,480
2020,G,AM,562
2020,G,AP,146
2020,G,BA,1902
2020,G,CE,1630
2020,G,DF,3353
2020,G,ES,955
2020,G,GO,1637
2020,G,MA,679
2020,G,MG,4942
2020,G,MS,609
2020,G,MT,925
2020,G,PA,939
2020,G,PB,762
2020,G,PE,2072
2020,G,PI,521
2020,G,PR,2532
2020,G,RJ,5543
2020,G,RN,840
2020,G,RO,185
2020,G,RR,99
2020,G,RS,2441
2020,G,SC,1376
2020,G,SE,499
2020,G,SP,15039
2020,G,TO,288
2021,A,AC,1767
2021,A,AL,4891
2021,A,AM,9926
2021,A,AP,1746
2021,A,BA,25669
2021,A,CE,22151
2021,A,DF,2327
2021,A,ES,2024
2021,A,GO,3986
2021,A,MA,14658
2021,A,MG,9586
2021,A,MS,1222
2021,A,MT,1512
2021,A,PA,16749
2021,A,PB,10621
2021,A,PE,18831
2021,A,PI,10064
2021,A,PR,2448
2021,A,RJ,10216
2021,A,RN,5965
2021,A,RO,1496
2021,A,RR,425
2021,A,RS,3384
2021,A,SC,1102
2021,A,SE,5506
2021,A,SP,11968
2021,A,TO,1874
2021,B,AC,7809
2021,B,AL,21652
2021,B,AM,39029
2021,B,AP,8850
2021,B,BA,104677
2021,B,CE,107960
2021,B,DF,12968
2021,B,ES,13243
2021,B,GO,30562
2021,B,MA,53916
2021,B,MG,62068
2021,B,MS,8303
2021,B,MT,9828
2021,B,PA,76478
2021,B,PB,41349
2021,B,PE,77805
2021,B,PI,32910
2021,B,PR,15163
2021,B,RJ,49641
2021,B,RN,28922
2021,B,RO,8310
2021,B,RR,2315
2021,B,RS,21733
2021,B,SC,6685
2021,B,SE,21368
2021,B,SP,59888
2021,B,TO,9406
2021,C,AC,3549
2021,C,AL,9624
2021,C,AM,16081
2021,C,AP,3808
2021,C,BA,45781
2021,C,CE,34122
2021,C,DF,11155
2021,C,ES,12355
2021,C,GO,28767
2021,C,MA,21471
2021,C,MG,58150
2021,C,MS,7857
2021,C,MT,10277
2021,C,PA,34800
2021,C,PB,16434
2021,C,PE,32846
2021,C,PI,12434
2021,C,PR,22544
2021,C,RJ,43318
2021,C,RN,13423
2021,C,RO,6650
2021,C,RR,1346
2021,C,RS,26423
2021,C,SC,10862
2021,C,SE,8812
2021,C,SP,77586
2021,C,TO,5468
2021,C,AC,2145
2021,C,AL,6207
2021,C,AM,8658
2021,C,AP,1989
2021,C,BA,28745
2021,C,CE,18994
2021,C,DF,8020
2021,C,ES,9639
2021,C,GO,22313
2021,C,MA,12751
2021,C,MG,50772
2021,C,MS,6857
2021,C,MT,8493
2021,C,PA,19582
2021,C,PB,10994
2021,C,PE,20308
2021,C,PI,7793
2021,C,PR,22476
2021,C,RJ,31965
2021,C,RN,9457
2021,C,RO,4949
2021,C,RR,976
2021,C,RS,23122
2021,C,SC,11548
2021,C,SE,5364
2021,C,SP,74445
2021,C,TO,3916
2021,D,AC,910
2021,D,AL,2516
2021,D,AM,3384
2021,D,AP,813
2021,D,BA,11976
2021,D,CE,7434
2021,D,DF,3682
2021,D,ES,5082
2021,D,GO,10524
2021,D,MA,5186
2021,D,MG,26023
2021,D,MS,3192
2021,D,MT,4251
2021,D,PA,7779
2021,D,PB,4340
2021,D,PE,8109
2021,D,PI,3176
2021,D,PR,12915
2021,D,RJ,15736
2021,D,RN,3954
2021,D,RO,2271
2021,D,RR,436
2021,D,RS,12800
2021,D,SC,7220
2021,D,SE,2143
2021,D,SP,42385
2021,D,TO,1706
2021,D,AC,948
2021,D,AL,2712
2021,D,AM,3169
2021,D,AP,943
2021,D,BA,12420
2021,D,CE,7190
2021,D,DF,4147
2021,D,ES,5303
2021,D,GO,10548
2021,D,MA,5325
2021,D,MG,28781
2021,D,MS,3572
2021,D,MT,5021
2021,D,PA,8031
2021,D,PB,4365
2021,D,PE,8343
2021,D,PI,3451
2021,D,PR,15700
2021,D,RJ,17561
2021,D,RN,4307
2021,D,RO,2581
2021,D,RR,498
2021,D,RS,14386
2021,D,SC,9021
2021,D,SE,2299
2021,D,SP,50745
2021,D,TO,1986
2021,E,AC,788
2021,E,AL,2213
2021,E,AM,2436
2021,E,AP,761
2021,E,BA,9735
2021,E,CE,5784
2021,E,DF,3374
2021,E,ES,4270
2021,E,GO,7923
2021,E,MA,3986
2021,E,MG,24466
2021,E,MS,2774
2021,E,MT,3969
2021,E,PA,6268
2021,E,PB,3537
2021,E,PE,6646
2021,E,PI,2730
2021,E,PR,13801
2021,E,RJ,14286
2021,E,RN,3616
2021,E,RO,2002
2021,E,RR,451
2021,E,RS,12571
2021,E,SC,8834
2021,E,SE,1960
2021,E,SP,44901
2021,E,TO,1627
2021,F,AC,605
2021,F,AL,1744
2021,F,AM,1923
2021,F,AP,743
2021,F,BA,7275
2021,F,CE,4276
2021,F,DF,3343
2021,F,ES,3176
2021,F,GO,5905
2021,F,MA,3048
2021,F,MG,17825
2021,F,MS,2158
2021,F,MT,3282
2021,F,PA,4734
2021,F,PB,2559
2021,F,PE,4957
2021,F,PI,1990
2021,F,PR,10215
2021,F,RJ,11938
2021,F,RN,2779
2021,F,RO,1432
2021,F,RR,372
2021,F,RS,9605
2021,F,SC,6890
2021,F,SE,1537
2021,F,SP,35799
2021,F,TO,1274
2021,G,AC,422
2021,G,AL,1105
2021,G,AM,1072
2021,G,AP,476
2021,G,BA,4428
2021,G,CE,2538
2021,G,DF,2410
2021,G,ES,1936
2021,G,GO,3548
2021,G,MA,1763
2021,G,MG,10862
2021,G,MS,1407
2021,G,MT,2023
2021,G,PA,2686
2021,G,PB,1577
2021,G,PE,3115
2021,G,PI,1251
2021,G,PR,6388
2021,G,RJ,7934
2021,G,RN,1773
2021,G,RO,805
2021,G,RR,294
2021,G,RS,5665
2021,G,SC,4344
2021,G,SE,1062
2021,G,SP,22236
2021,G,TO,778
2021,G,AC,253
2021,G,AL,659
2021,G,AM,709
2021,G,AP,282
2021,G,BA,2574
2021,G,CE,1491
2021,G,DF,1741
2021,G,ES,1187
2021,G,GO,2102
2021,G,MA,1032
2021,G,MG,6559
2021,G,MS,846
2021,G,MT,1197
2021,G,PA,1661
2021,G,PB,959
2021,G,PE,1917
2021,G,PI,765
2021,G,PR,3808
2021,G,RJ,5118
2021,G,RN,1105
2021,G,RO,472
2021,G,RR,168
2021,G,RS,3536
2021,G,SC,2566
2021,G,SE,609
2021,G,SP,13742
2021,G,TO,434
2021,G,AC,180
2021,G,AL,535
2021,G,AM,528
2021,G,AP,260
2021,G,BA,2060
2021,G,CE,1148
2021,G,DF,1553
2021,G,ES,877
2021,G,GO,1698
2021,G,MA,769
2021,G,MG,5030
2021,G,MS,705
2021,G,MT,914
2021,G,PA,1224
2021,G,PB,751
2021,G,PE,1511
2021,G,PI,543
2021,G,PR,3080
2021,G,RJ,4138
2021,G,RN,805
2021,G,RO,328
2021,G,RR,133
2021,G,RS,2678
2021,G,SC,1966
2021,G,SE,471
2021,G,SP,10816
2021,G,TO,389
2021,G,AC,179
2021,G,AL,452
2021,G,AM,477
2021,G,AP,217
2021,G,BA,1752
2021,G,CE,1054
2021,G,DF,1483
2021,G,ES,751
2021,G,GO,1451
2021,G,MA,694
2021,G,MG,4544
2021,G,MS,528
2021,G,MT,834
2021,G,PA,1061
2021,G,PB,716
2021,G,PE,1322
2021,G,PI,462
2021,G,PR,2595
2021,G,RJ,3695
2021,G,RN,675
2021,G,RO,280
2021,G,RR,131
2021,G,RS,2350
2021,G,SC,1616
2021,G,SE,406
2021,G,SP,9364
2021,G,TO,299
2021,G,AC,244
2021,G,AL,604
2021,G,AM,619
2021,G,AP,257
2021,G,BA,2431
2021,G,CE,1550
2021,G,DF,2285
2021,G,ES,1090
2021,G,GO,2106
2021,G,MA,971
2021,G,MG,6310
2021,G,MS,861
2021,G,MT,1261
2021,G,PA,1408
2021,G,PB,1029
2021,G,PE,1827
2021,G,PI,616
2021,G,PR,3741
2021,G,RJ,5564
2021,G,RN,1068
2021,G,RO,393
2021,G,RR,163
2021,G,RS,3278
2021,G,SC,2403
2021,G,SE,631
2021,G,SP,14197
2021,G,TO,456
2021,G,AC,152
2021,G,AL,354
2021,G,AM,423
2021,G,AP,151
2021,G,BA,1569
2021,G,CE,1096
2021,G,DF,1708
2021,G,ES,728
2021,G,GO,1171
2021,G,MA,547
2021,G,MG,3900
2021,G,MS,513
2021,G,MT,728
2021,G,PA,855
2021,G,PB,627
2021,G,PE,1226
2021,G,PI,428
2021,G,PR,2289
2021,G,RJ,3632
2021,G,RN,696
2021,G,RO,213
2021,G,RR,85
2021,G,RS,2104
2021,G,SC,1332
2021,G,SE,401
2021,G,SP,8657
2021,G,TO,280
