ANO,TP_FAIXA_ETARIA,UF,QTD
2023,6,MA,6412
2023,6,MG,13216
2023,6,MS,1435
2023,6,MT,1753
2023,6,PA,10131
2023,6,PB,5342
2023,6,PE,7992
2023,6,PI,4033
2023,6,PR,4051
2023,6,RJ,10329
2023,6,RN,4945
2023,6,RO,1119
2023,6,RR,312
2023,6,RS,5688
2023,6,SC,2166
2023,6,SE,2852
2023,6,SP,14949
2023,6,TO,1064
2023,6,AC,884
2023,6,AL,2739
2023,6,AM,3023
2023,6,AP,1155
2023,6,BA,12445
2023,6,CE,5398
2023,6,DF,2023
2023,6,ES,2077
2023,6,GO,2863
2023,6,MA,5308
2023,6,MG,10645
2023,6,MS,1109
2023,6,MT,1383
2023,6,PA,7988
2023,6,PB,4129
2023,6,PE,6277
2023,6,PI,3177
2023,6,PR,3269
2023,6,RJ,8790
2023,6,RN,3965
2023,6,RO,995
2023,6,RR,294
2023,6,RS,4698
2023,6,SC,1857
2023,6,SE,2186
2023,6,SP,12425
2023,6,TO,711
2023,6,AC,826
2023,6,AL,2325
2023,6,AM,2539
2023,6,AP,956
2023,6,BA,9869
2023,6,CE,4371
2023,6,DF,1655
2023,6,ES,1670
2023,6,GO,2294
2023,6,MA,4177
2023,6,MG,8386
2023,6,MS,982
2023,6,MT,1180
2023,6,PA,6750
2023,6,PB,3339
2023,6,PE,5227
2023,6,PI,2383
2023,6,PR,2763
2023,6,RJ,7098
2023,6,RN,3279
2023,6,RO,847
2023,6,RR,226
2023,6,RS,4029
2023,6,SC,1513
2023,6,SE,1819
2023,6,SP,10168
2023,6,TO,688
2023,6,AC,641
2023,6,AL,1897
2023,6,AM,2227
2023,6,AP,811
2023,6,BA,7580
2023,6,CE,3462
2023,6,DF,1437
2023,6,ES,1428
2023,6,GO,1863
2023,6,MA,3163
2023,6,MG,6707
2023,6,MS,806
2023,6,MT,1059
2023,6,PA,5536
2023,6,PB,2766
2023,6,PE,4178
2023,6,PI,1986
2023,6,PR,2185
2023,6,RJ,5372
2023,6,RN,2761
2023,6,RO,723
2023,6,RR,167
2023,6,RS,3109
2023,6,SC,1230
2023,6,SE,1400
2023,6,SP,8135
2023,6,TO,498
2023,6,AC,2130
2023,6,AL,6521
2023,6,AM,8090
2023,6,AP,2904
2023,6,BA,24223
2023,6,CE,12611
2023,6,DF,4776
2023,6,ES,4448
2023,6,GO,6183
2023,6,MA,10338
2023,6,MG,21811
2023,6,MS,2831
2023,6,MT,3611
2023,6,PA,20437
2023,6,PB,9704
2023,6,PE,13932
2023,6,PI,6238
2023,6,PR,7673
2023,6,RJ,18472
2023,6,RN,9449
2023,6,RO,2749
2023,6,RR,604
2023,6,RS,10035
2023,6,SC,4413
2023,6,SE,4612
2023,6,SP,25932
2023,6,TO,1565
2023,6,AC,1154
2023,6,AL,3542
2023,6,AM,4266
2023,6,AP,1815
2023,6,BA,12151
2023,6,CE,6763
2023,6,DF,2821
2023,6,ES,2510
2023,6,GO,3442
2023,6,MA,5548
2023,6,MG,11683
2023,6,MS,1694
2023,6,MT,2205
2023,6,PA,11888
2023,6,PB,5450
2023,6,PE,7625
2023,6,PI,3441
2023,6,PR,4065
2023,6,RJ,9778
2023,6,RN,5188
2023,6,RO,1622
2023,6,RR,368
2023,6,RS,5459
2023,6,SC,2246
2023,6,SE,2452
2023,6,SP,13339
2023,6,TO,866
2023,6,AC,856
2023,6,AL,2614
2023,6,AM,3193
2023,6,AP,1441
2023,6,BA,9575
2023,6,CE,4819
2023,6,DF,2224
2023,6,ES,1945
2023,6,GO,2596
2023,6,MA,3881
2023,6,MG,7910
2023,6,MS,1266
2023,6,MT,1710
2023,6,PA,8591
2023,6,PB,4102
2023,6,PE,5595
2023,6,PI,2547
2023,6,PR,2643
2023,6,RJ,6976
2023,6,RN,3820
2023,6,RO,1190
2023,6,RR,235
2023,6,RS,3923
2023,6,SC,1483
2023,6,SE,1708
2023,6,SP,9549
2023,6,TO,535
2023,6,AC,538
2023,6,AL,1661
2023,6,AM,1929
2023,6,AP,917
2023,6,BA,6592
2023,6,CE,3030
2023,6,DF,1753
2023,6,ES,1408
2023,6,GO,1669
2023,6,MA,2372
2023,6,MG,5744
2023,6,MS,893
2023,6,MT,1218
2023,6,PA,5814
2023,6,PB,2457
2023,6,PE,3935
2023,6,PI,1699
2023,6,PR,1767
2023,6,RJ,5977
2023,6,RN,2520
2023,6,RO,735
2023,6,RR,173
2023,6,RS,2900
2023,6,SC,912
2023,6,SE,1182
2023,6,SP,7029
2023,6,TO,311
2023,6,AC,266
2023,6,AL,912
2023,6,AM,1207
2023,6,AP,431
2023,6,BA,3771
2023,6,CE,1816
2023,6,DF,1181
2023,6,ES,931
2023,6,GO,1050
2023,6,MA,1256
2023,6,MG,3734
2023,6,MS,487
2023,6,MT,703
2023,6,PA,3461
2023,6,PB,1396
2023,6,PE,2436
2023,6,PI,906
2023,6,PR,1074
2023,6,RJ,4307
2023,6,RN,1369
2023,6,RO,395
2023,6,RR,73
2023,6,RS,1807
2023,6,SC,538
2023,6,SE,704
2023,6,SP,4421
2023,6,TO,159
2023,6,AC,105
2023,6,AL,574
2023,6,AM,569
2023,6,AP,240
2023,6,BA,2171
2023,6,CE,1084
2023,6,DF,708
2023,6,ES,566
2023,6,GO,570
2023,6,MA,649
2023,6,MG,2425
2023,6,MS,265
2023,6,MT,395
2023,6,PA,1870
2023,6,PB,780
2023,6,PE,1486
2023,6,PI,525
2023,6,PR,593
2023,6,RJ,3116
2023,6,RN,788
2023,6,RO,192
2023,6,RR,38
2023,6,RS,1171
2023,6,SC,304
2023,6,SE,383
2023,6,SP,2953
2023,6,TO,99
2023,6,AC,41
2023,6,AL,282
2023,6,AM,255
2023,6,AP,81
2023,6,BA,1159
2023,6,CE,615
2023,6,DF,402
2023,6,ES,312
2023,6,GO,273
2023,6,MA,297
2023,6,MG,1447
2023,6,MS,114
2023,6,MT,170
2023,6,PA,856
2023,6,PB,392
2023,6,PE,762
2023,6,PI,272
2023,6,PR,289
2023,6,RJ,2127
2023,6,RN,416
2023,6,RO,95
2023,6,RR,25
2023,6,RS,664
2023,6,SC,167
2023,6,SE,220
2023,6,SP,1670
2023,6,TO,36
2023,6,AC,11
2023,6,AL,105
2023,6,AM,95
2023,6,AP,24
2023,6,BA,449
2023,6,CE,248
2023,6,DF,151
2023,6,ES,120
2023,6,GO,109
2023,6,MA,115
2023,6,MG,569
2023,6,MS,52
2023,6,MT,83
2023,6,PA,289
2023,6,PB,131
2023,6,PE,322
2023,6,PI,84
2023,6,PR,136
2023,6,RJ,966
2023,6,RN,175
2023,6,RO,47
2023,6,RR,10
2023,6,RS,304
2023,6,SC,50
2023,6,SE,85
2023,6,SP,751
2023,6,TO,22
2023,6,AC,5
2023,6,AL,36
2023,6,AM,29
2023,6,AP,17
2023,6,BA,191
2023,6,CE,99
2023,6,DF,65
2023,6,ES,46
2023,6,GO,43
2023,6,MA,40
2023,6,MG,246
2023,6,MS,24
2023,6,MT,19
2023,6,PA,134
2023,6,PB,48
2023,6,PE,120
2023,6,PI,26
2023,6,PR,44
2023,6,RJ,432
2023,6,RN,59
2023,6,RO,11
2023,6,RR,1
2023,6,RS,96
2023,6,SC,26
2023,6,SE,17
2023,6,SP,282
2023,6,TO,5
2023,6,AC,4
2023,6,AL,9
2023,6,AM,11
2023,6,AP,7
2023,6,BA,69
2023,6,CE,38
2023,6,DF,29
2023,6,ES,20
2023,6,GO,19
2023,6,MA,15
2023,6,MG,124
2023,6,MS,3
2023,6,MT,12
2023,6,PA,44
2023,6,PB,16
2023,6,PE,34
2023,6,PI,21
2023,6,PR,18
2023,6,RJ,173
2023,6,RN,20
2023,6,RR,2
2023,6,RS,35
2023,6,SC,6
2023,6,SE,18
2023,6,SP,119
2023,6,TO,1
