2019,A,AC,26141
2019,A,AL,53243
2019,A,AM,75546
2019,A,AP,29341
2019,A,BA,216786
2019,A,CE,188335
2019,A,DF,30649
2019,A,ES,37801
2019,A,GO,74140
2019,A,MA,154923
2019,A,MG,184228
2019,A,MS,31826
2019,A,MT,38974
2019,A,PA,194020
2019,A,PB,79873
2019,A,PE,149132
2019,A,PI,78718
2019,A,PR,64880
2019,A,RJ,118866
2019,A,RN,60042
2019,A,RO,30278
2019,A,RR,6746
2019,A,RS,69570
2019,A,SC,31288
2019,A,SE,46896
2019,A,SP,246600
2019,A,TO,26581
2019,B,AC,10913
2019,B,AL,31326
2019,B,AM,36154
2019,B,AP,11141
2019,B,BA,155999
2019,B,CE,89048
2019,B,DF,46006
2019,B,ES,52271
2019,B,GO,79076
2019,B,MA,55145
2019,B,MG,282840
2019,B,MS,31360
2019,B,MT,40706
2019,B,PA,73578
2019,B,PB,56400
2019,B,PE,105632
2019,B,PI,37118
2019,B,PR,110573
2019,B,RJ,169918
2019,B,RN,49145
2019,B,RO,24520
2019,B,RR,4870
2019,B,RS,115531
2019,B,SC,59308
2019,B,SE,26641
2019,B,SP,431088
2019,B,TO,16635
2019,C,AC,1212
2019,C,AL,3806
2019,C,AM,4724
2019,C,AP,1538
2019,C,BA,16667
2019,C,CE,12623
2019,C,DF,11955
2019,C,ES,8842
2019,C,GO,12368
2019,C,MA,6048
2019,C,MG,48403
2019,C,MS,5245
2019,C,MT,6211
2019,C,PA,8977
2019,C,PB,7828
2019,C,PE,14331
2019,C,PI,4759
2019,C,PR,25058
2019,C,RJ,34650
2019,C,RN,7286
2019,C,RO,2993
2019,C,RR,909
2019,C,RS,23958
2019,C,SC,14280
2019,C,SE,3545
2019,C,SP,94152
2019,C,TO,2228
2019,D,AC,298
2019,D,AL,1059
2019,D,AM,1238
2019,D,AP,442
2019,D,BA,4464
2019,D,CE,3551
2019,D,DF,4747
2019,D,ES,2483
2019,D,GO,3213
2019,D,MA,1476
2019,D,MG,13577
2019,D,MS,1475
2019,D,MT,1666
2019,D,PA,2239
2019,D,PB,2193
2019,D,PE,4401
2019,D,PI,1286
2019,D,PR,7746
2019,D,RJ,11227
2019,D,RN,2040
2019,D,RO,664
2019,D,RR,300
2019,D,RS,6726
2019,D,SC,4235
2019,D,SE,1032
2019,D,SP,30276
2019,D,TO,599
2019,E,AC,81
2019,E,AL,390
2019,E,AM,482
2019,E,AP,141
2019,E,BA,1511
2019,E,CE,1427
2019,E,DF,2492
2019,E,ES,876
2019,E,GO,1183
2019,E,MA,482
2019,E,MG,5577
2019,E,MS,487
2019,E,MT,564
2019,E,PA,779
2019,E,PB,882
2019,E,PE,1821
2019,E,PI,431
2019,E,PR,3049
2019,E,RJ,5055
2019,E,RN,806
2019,E,RO,184
2019,E,RR,131
2019,E,RS,2684
2019,E,SC,1588
2019,E,SE,374
2019,E,SP,13874
2019,E,TO,206
2020,A,AC,27940
2020,A,AL,63290
2020,A,AM,108530
2020,A,AP,32596
2020,A,BA,263498
2020,A,CE,215641
2020,A,DF,41196
2020,A,ES,42902
2020,A,GO,104156
2020,A,MA,171507
2020,A,MG,216086
2020,A,MS,40943
2020,A,MT,48039
2020,A,PA,236576
2020,A,PB,93213
2020,A,PE,183778
2020,A,PI,87980
2020,A,PR,79904
2020,A,RJ,151665
2020,A,RN,68618
2020,A,RO,38169
2020,A,RR,9617
2020,A,RS,90063
2020,A,SC,37741
2020,A,SE,55053
2020,A,SP,300156
2020,A,TO,36125
2020,B,AC,11102
2020,B,AL,31908
2020,B,AM,44315
2020,B,AP,11640
2020,B,BA,157875
2020,B,CE,89108
2020,B,DF,51099
2020,B,ES,49645
2020,B,GO,87883
2020,B,MA,56803
2020,B,MG,283228
2020,B,MS,34060
2020,B,MT,42089
2020,B,PA,80950
2020,B,PB,57352
2020,B,PE,107683
2020,B,PI,38715
2020,B,PR,115899
2020,B,RJ,176888
2020,B,RN,49999
2020,B,RO,26571
2020,B,RR,5773
2020,B,RS,121419
2020,B,SC,59669
2020,B,SE,26829
2020,B,SP,434817
2020,B,TO,18670
2020,C,AC,1227
2020,C,AL,3945
2020,C,AM,5589
2020,C,AP,1623
2020,C,BA,16920
2020,C,CE,12473
2020,C,DF,12537
2020,C,ES,8512
2020,C,GO,12421
2020,C,MA,6406
2020,C,MG,48881
2020,C,MS,5380
2020,C,MT,6353
2020,C,PA,9492
2020,C,PB,7662
2020,C,PE,14502
2020,C,PI,4773
2020,C,PR,25538
2020,C,RJ,34339
2020,C,RN,7422
2020,C,RO,3011
2020,C,RR,1014
2020,C,RS,24022
2020,C,SC,14427
2020,C,SE,3559
2020,C,SP,95164
2020,C,TO,2544
2020,D,AC,314
2020,D,AL,1149
2020,D,AM,1488
2020,D,AP,437
2020,D,BA,4685
2020,D,CE,3816
2020,D,DF,5280
2020,D,ES,2480
2020,D,GO,3508
2020,D,MA,1567
2020,D,MG,14284
2020,D,MS,1643
2020,D,MT,1776
2020,D,PA,2422
2020,D,PB,2319
2020,D,PE,4792
2020,D,PI,1328
2020,D,PR,8190
2020,D,RJ,11955
2020,D,RN,2202
2020,D,RO,678
2020,D,RR,306
2020,D,RS,7298
2020,D,SC,4502
2020,D,SE,1047
2020,D,SP,33781
2020,D,TO,683
2020,E,AC,88
2020,E,AL,425
2020,E,AM,608
2020,E,AP,186
2020,E,BA,1758
2020,E,CE,1532
2020,E,DF,3058
2020,E,ES,990
2020,E,GO,1376
2020,E,MA,551
2020,E,MG,6044
2020,E,MS,598
2020,E,MT,654
2020,E,PA,867
2020,E,PB,940
2020,E,PE,2117
2020,E,PI,491
2020,E,PR,3680
2020,E,RJ,5840
2020,E,RN,860
2020,E,RO,212
2020,E,RR,126
2020,E,RS,3072
2020,E,SC,1845
2020,E,SE,405
2020,E,SP,17964
2020,E,TO,219
2021,A,AC,12144
2021,A,AL,31395
2021,A,AM,58675
2021,A,AP,13291
2021,A,BA,140378
2021,A,CE,144042
2021,A,DF,17301
2021,A,ES,21456
2021,A,GO,59991
2021,A,MA,84170
2021,A,MG,96009
2021,A,MS,16437
2021,A,MT,21548
2021,A,PA,121544
2021,A,PB,53587
2021,A,PE,104951
2021,A,PI,47198
2021,A,PR,36044
2021,A,RJ,74931
2021,A,RN,35905
2021,A,RO,14865
2021,A,RR,3773
2021,A,RS,39497
2021,A,SC,19213
2021,A,SE,30333
2021,A,SP,122099
2021,A,TO,15747
2021,B,AC,6543
2021,B,AL,19661
2021,B,AM,24454
2021,B,AP,6406
2021,B,BA,100505
2021,B,CE,58705
2021,B,DF,29786
2021,B,ES,30931
2021,B,GO,58023
2021,B,MA,35413
2021,B,MG,163634
2021,B,MS,19013
2021,B,MT,25578
2021,B,PA,51860
2021,B,PB,37256
2021,B,PE,67910
2021,B,PI,25625
2021,B,PR,71015
2021,B,RJ,111840
2021,B,RN,34140
2021,B,RO,14273
2021,B,RR,3075
2021,B,RS,76584
2021,B,SC,40523
2021,B,SE,18053
2021,B,SP,248318
2021,B,TO,11523
2021,C,AC,1205
2021,C,AL,3616
2021,C,AM,4568
2021,C,AP,1393
2021,C,BA,17178
2021,C,CE,11414
2021,C,DF,11037
2021,C,ES,7831
2021,C,GO,12780
2021,C,MA,5849
2021,C,MG,44259
2021,C,MS,4683
2021,C,MT,6069
2021,C,PA,8756
2021,C,PB,7335
2021,C,PE,13070
2021,C,PI,4893
2021,C,PR,23496
2021,C,RJ,31749
2021,C,RN,7266
2021,C,RO,2654
2021,C,RR,793
2021,C,RS,22418
2021,C,SC,13634
2021,C,SE,3659
2021,C,SP,82919
2021,C,TO,2481
2021,D,AC,324
2021,D,AL,1331
2021,D,AM,1451
2021,D,AP,465
2021,D,BA,5685
2021,D,CE,4262
2021,D,DF,5645
2021,D,ES,2689
2021,D,GO,4227
2021,D,MA,1801
2021,D,MG,16213
2021,D,MS,1688
2021,D,MT,2023
2021,D,PA,2738
2021,D,PB,2607
2021,D,PE,5013
2021,D,PI,1590
2021,D,PR,9165
2021,D,RJ,12844
2021,D,RN,2393
2021,D,RO,726
2021,D,RR,288
2021,D,RS,8165
2021,D,SC,5141
2021,D,SE,1228
2021,D,SP,35738
2021,D,TO,802
2021,E,AC,120
2021,E,AL,581
2021,E,AM,630
2021,E,AP,219
2021,E,BA,2448
2021,E,CE,2094
2021,E,DF,3732
2021,E,ES,1274
2021,E,GO,1894
2021,E,MA,672
2021,E,MG,7714
2021,E,MS,669
2021,E,MT,867
2021,E,PA,1080
2021,E,PB,1217
2021,E,PE,2672
2021,E,PI,663
2021,E,PR,4562
2021,E,RJ,6983
2021,E,RN,1115
2021,E,RO,283
2021,E,RR,127
2021,E,RS,3820
2021,E,SC,2254
2021,E,SE,523
2021,E,SP,20879
2021,E,TO,320
2022,A,AC,14240
2022,A,AL,38869
2022,A,AM,52454
2022,A,AP,14630
2022,A,BA,153648
2022,A,CE,150660
2022,A,DF,18631
2022,A,ES,22931
2022,A,GO,61144
2022,A,MA,91920
2022,A,MG,102143
2022,A,MS,19870
2022,A,MT,25134
2022,A,PA,139994
2022,A,PB,58924
2022,A,PE,110519
2022,A,PI,53040
2022,A,PR,44781
2022,A,RJ,92768
2022,A,RN,44068
2022,A,RO,15650
2022,A,RR,4035
2022,A,RS,46804
2022,A,SC,22554
2022,A,SE,35737
2022,A,SP,155809
2022,A,TO,15983
2022,B,AC,6582
2022,B,AL,19527
2022,B,AM,22211
2022,B,AP,6063
2022,B,BA,88576
2022,B,CE,57456
2022,B,DF,27592
2022,B,ES,29130
2022,B,GO,59465
2022,B,MA,33125
2022,B,MG,146897
2022,B,MS,18145
2022,B,MT,25342
2022,B,PA,50193
2022,B,PB,33744
2022,B,PE,59411
2022,B,PI,24396
2022,B,PR,69945
2022,B,RJ,109003
2022,B,RN,33738
2022,B,RO,12759
2022,B,RR,3048
2022,B,RS,73813
2022,B,SC,40018
2022,B,SE,17311
2022,B,SP,252093
2022,B,TO,10020
2022,C,AC,1266
2022,C,AL,3734
2022,C,AM,4246
2022,C,AP,1345
2022,C,BA,15722
2022,C,CE,11884
2022,C,DF,10508
2022,C,ES,7755
2022,C,GO,14438
2022,C,MA,5544
2022,C,MG,40074
2022,C,MS,4450
2022,C,MT,6156
2022,C,PA,8682
2022,C,PB,6885
2022,C,PE,12243
2022,C,PI,4828
2022,C,PR,22759
2022,C,RJ,30459
2022,C,RN,6944
2022,C,RO,2560
2022,C,RR,905
2022,C,RS,21110
2022,C,SC,13160
2022,C,SE,3541
2022,C,SP,82907
2022,C,TO,2374
2022,D,AC,389
2022,D,AL,1278
2022,D,AM,1414
2022,D,AP,453
2022,D,BA,5102
2022,D,CE,4342
2022,D,DF,5315
2022,D,ES,2704
2022,D,GO,4632
2022,D,MA,1695
2022,D,MG,14057
2022,D,MS,1563
2022,D,MT,2009
2022,D,PA,2732
2022,D,PB,2582
2022,D,PE,4941
2022,D,PI,1533
2022,D,PR,8575
2022,D,RJ,12371
2022,D,RN,2329
2022,D,RO,702
2022,D,RR,315
2022,D,RS,7232
2022,D,SC,4943
2022,D,SE,1210
2022,D,SP,34219
2022,D,TO,754
2022,E,AC,124
2022,E,AL,537
2022,E,AM,661
2022,E,AP,183
2022,E,BA,2118
2022,E,CE,2035
2022,E,DF,3355
2022,E,ES,1180
2022,E,GO,1943
2022,E,MA,632
2022,E,MG,6610
2022,E,MS,655
2022,E,MT,740
2022,E,PA,1020
2022,E,PB,1103
2022,E,PE,2481
2022,E,PI,603
2022,E,PR,4336
2022,E,RJ,6289
2022,E,RN,970
2022,E,RO,298
2022,E,RR,131
2022,E,RS,3336
2022,E,SC,2116
2022,E,SE,513
2022,E,SP,19414
2022,E,TO,309
2023,A,AC,16274
2023,A,AL,56675
2023,A,AM,63147
2023,A,AP,19372
2023,A,BA,209073
2023,A,CE,169386
2023,A,DF,24557
2023,A,ES,30409
2023,A,GO,72827
2023,A,MA,122449
2023,A,MG,141537
2023,A,MS,23076
2023,A,MT,30043
