NU_ANO,TP_FAIXA_ETARIA,SG_UF_PROVA,INSCRICOES,PARTICIPANTES
2021,13,AC,803,349
2021,13,AL,1852,916
2021,13,AM,2863,948
2021,13,AP,1064,450
2021,13,BA,8175,3619
2021,13,CE,4430,1885
2021,13,DF,2181,1015
2021,13,ES,1701,677
2021,13,GO,2824,1063
2021,13,MA,3488,1585
2021,13,MG,8435,3658
2021,13,MS,1339,493
2021,13,MT,1864,780
2021,13,PA,7819,3622
2021,13,PB,3445,1770
2021,13,PE,5275,2468
2021,13,PI,2237,1023
2021,13,PR,2913,1271
2021,13,RJ,6826,3032
2021,13,RN,3173,1547
2021,13,RO,1274,505
2021,13,RR,251,106
2021,13,RS,4451,1969
2021,13,SC,1467,617
2021,13,SE,1634,813
2021,13,SP,10664,4267
2021,13,TO,625,268
2021,14,AC,461,231
2021,14,AL,999,494
2021,14,AM,1705,544
2021,14,AP,655,273
2021,14,BA,5115,2378
2021,14,CE,2624,1177
2021,14,DF,1526,740
2021,14,ES,1123,512
2021,14,GO,1733,689
2021,14,MA,2000,953
2021,14,MG,5636,2582
2021,14,MS,789,321
2021,14,MT,1093,443
2021,14,PA,4941,2468
2021,14,PB,2007,1025
2021,14,PE,3322,1674
2021,14,PI,1476,773
2021,14,PR,1813,811
2021,14,RJ,4937,2309
2021,14,RN,1926,1002
2021,14,RO,749,315
2021,14,RR,131,60
2021,14,RS,2816,1259
2021,14,SC,878,380
2021,14,SE,965,490
2021,14,SP,6983,2963
2021,14,TO,351,144
2021,15,AC,199,99
2021,15,AL,578,315
2021,15,AM,980,390
2021,15,AP,338,169
2021,15,BA,2893,1427
2021,15,CE,1644,801
2021,15,DF,998,495
2021,15,ES,734,326
2021,15,GO,1014,434
2021,15,MA,1057,529
2021,15,MG,3535,1711
2021,15,MS,455,209
2021,15,MT,655,282
2021,15,PA,3025,1558
2021,15,PB,1105,605
2021,15,PE,2026,1049
2021,15,PI,789,445
2021,15,PR,969,439
2021,15,RJ,3748,1893
2021,15,RN,1033,542
2021,15,RO,406,184
2021,15,RR,57,30
2021,15,RS,1759,860
2021,15,SC,528,239
2021,15,SE,593,332
2021,15,SP,4495,2069
2021,15,TO,195,87
2021,16,AC,103,51
2021,16,AL,297,151
2021,16,AM,494,191
2021,16,AP,158,88
2021,16,BA,1694,859
2021,16,CE,941,443
2021,16,DF,584,334
2021,16,ES,413,223
2021,16,GO,474,208
2021,16,MA,553,291
2021,16,MG,2227,1170
2021,16,MS,223,95
2021,16,MT,279,143
2021,16,PA,1538,823
2021,16,PB,599,348
2021,16,PE,1210,672
2021,16,PI,413,239
2021,16,PR,570,278
2021,16,RJ,2542,1407
2021,16,RN,599,328
2021,16,RO,155,74
2021,16,RR,29,10
2021,16,RS,1088,540
2021,16,SC,265,117
2021,16,SE,307,165
2021,16,SP,2719,1281
2021,16,TO,90,52
2021,17,AC,30,16
2021,17,AL,144,81
2021,17,AM,232,94
2021,17,AP,76,28
2021,17,BA,855,451
2021,17,CE,537,271
2021,17,DF,317,179
2021,17,ES,235,115
2021,17,GO,224,107
2021,17,MA,246,122
2021,17,MG,1210,670
2021,17,MS,117,53
2021,17,MT,151,85
2021,17,PA,655,354
2021,17,PB,289,170
2021,17,PE,637,353
2021,17,PI,219,116
2021,17,PR,265,126
2021,17,RJ,1661,906
2021,17,RN,312,155
2021,17,RO,83,33
2021,17,RR,19,8
2021,17,RS,583,310
2021,17,SC,130,63
2021,17,SE,148,90
2021,17,SP,1397,702
2021,17,TO,32,16
2021,18,AC,5,5
2021,18,AL,32,19
2021,18,AM,59,23
2021,18,AP,27,14
2021,18,BA,333,188
2021,18,CE,161,75
2021,18,DF,110,53
2021,18,ES,90,49
2021,18,GO,102,47
2021,18,MA,78,44
2021,18,MG,427,234
2021,18,MS,37,26
2021,18,MT,65,33
2021,18,PA,276,156
2021,18,PB,107,67
2021,18,PE,226,126
2021,18,PI,87,45
2021,18,PR,73,38
2021,18,RJ,731,401
2021,18,RN,125,77
2021,18,RO,25,14
2021,18,RR,3,2
2021,18,RS,199,99
2021,18,SC,36,21
2021,18,SE,65,35
2021,18,SP,617,323
2021,18,TO,6,2
2021,19,AC,3,3
2021,19,AL,7,3
2021,19,AM,30,12
2021,19,AP,10,3
2021,19,BA,123,69
2021,19,CE,62,33
2021,19,DF,32,19
2021,19,ES,33,19
2021,19,GO,29,16
2021,19,MA,28,15
2021,19,MG,138,81
2021,19,MS,19,9
2021,19,MT,14,4
2021,19,PA,82,43
2021,19,PB,25,15
2021,19,PE,58,31
2021,19,PI,26,14
2021,19,PR,38,22
2021,19,RJ,246,141
2021,19,RN,27,21
2021,19,RO,10,3
2021,19,RS,74,36
2021,19,SC,25,12
2021,19,SE,24,18
2021,19,SP,175,100
2021,19,TO,4,2
2021,20,AC,1,0
2021,20,AL,4,2
2021,20,AM,7,3
2021,20,AP,5,1
2021,20,BA,55,31
2021,20,CE,32,9
2021,20,DF,16,11
2021,20,ES,10,6
2021,20,GO,10,4
2021,20,MA,9,5
2021,20,MG,81,46
2021,20,MS,7,6
2021,20,MT,5,3
2021,20,PA,25,13
2021,20,PB,15,8
2021,20,PE,18,12
2021,20,PI,4,1
2021,20,PR,18,13
2021,20,RJ,100,59
2021,20,RN,15,10
2021,20,RO,1,1
2021,20,RR,2,0
2021,20,RS,26,18
2021,20,SC,7,1
2021,20,SE,13,6
2021,20,SP,74,41
2022,1,AC,1225,954
2022,1,AL,4592,3838
2022,1,AM,4200,2688
2022,1,AP,1407,1130
2022,1,BA,21444,17932
2022,1,CE,19858,16803
2022,1,DF,4684,3630
2022,1,ES,4383,3373
2022,1,GO,16985,13719
2022,1,MA,12861,10569
2022,1,MG,27464,22657
2022,1,MS,5242,4007
2022,1,MT,5813,4434
2022,1,PA,16440,13615
2022,1,PB,10980,9443
2022,1,PE,19356,16049
2022,1,PI,8446,7324
2022,1,PR,16766,13319
2022,1,RJ,16521,13516
2022,1,RN,4756,3961
2022,1,RO,2477,1914
2022,1,RR,726,523
2022,1,RS,9289,7366
2022,1,SC,8340,6601
2022,1,SE,6541,5617
2022,1,SP,49338,39939
2022,1,TO,3471,2828
2022,2,AC,3339,2717
2022,2,AL,10151,8285
2022,2,AM,14274,9327
2022,2,AP,2937,2381
2022,2,BA,42092,35361
2022,2,CE,51400,42283
2022,2,DF,12628,10700
2022,2,ES,11414,9416
2022,2,GO,34797,26297
2022,2,MA,24857,20108
2022,2,MG,61417,50917
2022,2,MS,11719,9241
2022,2,MT,13180,10252
2022,2,PA,27968,23472
2022,2,PB,17609,15052
2022,2,PE,37215,30788
2022,2,PI,14509,12587
2022,2,PR,47231,36513
2022,2,RJ,45740,38195
2022,2,RN,11495,9981
2022,2,RO,5622,4339
2022,2,RR,1381,966
2022,2,RS,26593,21906
2022,2,SC,21197,16829
2022,2,SE,9510,8264
2022,2,SP,144120,114687
2022,2,TO,6883,5289
2022,3,AC,4214,3099
2022,3,AL,13196,9815
2022,3,AM,20051,11550
2022,3,AP,3870,2936
2022,3,BA,51469,40167
2022,3,CE,61138,45104
2022,3,DF,14980,11681
2022,3,ES,17328,13383
2022,3,GO,38816,24920
2022,3,MA,27886,20645
2022,3,MG,70493,53906
2022,3,MS,8763,5865
2022,3,MT,14968,10418
2022,3,PA,34672,26748
2022,3,PB,18221,14203
2022,3,PE,41459,30563
2022,3,PI,15957,12910
2022,3,PR,31702,21410
2022,3,RJ,57398,43772
2022,3,RN,14997,12524
2022,3,RO,8530,5788
2022,3,RR,2090,1353
2022,3,RS,37944,28884
2022,3,SC,25599,18228
2022,3,SE,10492,8517
2022,3,SP,152772,110284
2022,3,TO,6857,4682
2022,4,AC,2842,1893
2022,4,AL,8264,5671
2022,4,AM,9827,4575
2022,4,AP,2844,1898
2022,4,BA,35241,25037
2022,4,CE,27481,17045
2022,4,DF,8128,5394
2022,4,ES,8034,5137
2022,4,GO,15318,8468
2022,4,MA,17263,11565
2022,4,MG,37127,25679
2022,4,MS,4122,2432
2022,4,MT,5944,3475
2022,4,PA,25129,17304
2022,4,PB,12053,8472
2022,4,PE,22639,14963
2022,4,PI,10867,7837
2022,4,PR,14044,8534
2022,4,RJ,33149,22290
2022,4,RN,11124,8500
2022,4,RO,3436,1921
2022,4,RR,1099,615
2022,4,RS,18740,12572
2022,4,SC,7431,4544
2022,4,SE,7244,5219
2022,4,SP,55359,36208
2022,4,TO,3366,2045
2022,5,AC,1895,1149
2022,5,AL,5339,3451
2022,5,AM,5760,2570
2022,5,AP,1903,1139
2022,5,BA,24641,16088
2022,5,CE,15254,8984
2022,5,DF,4686,2906
2022,5,ES,4365,2513
2022,5,GO,8062,4183
2022,5,MA,10489,6515
2022,5,MG,22886,14433
2022,5,MS,2555,1356
2022,5,MT,3409,1786
2022,5,PA,16967,10747
2022,5,PB,8481,5506
2022,5,PE,13687,8628
2022,5,PI,7227,4753
2022,5,PR,7980,4590
2022,5,RJ,19636,11913
2022,5,RN,8065,5701
2022,5,RO,2002,1078
2022,5,RR,621,323
2022,5,RS,12105,7451
2022,5,SC,4004,2199
2022,5,SE,4870,3238
2022,5,SP,28755,17205
2022,5,TO,2035,1103
2022,6,AC,1349,754
2022,6,AL,3685,2246
2022,6,AM,3913,1755
2022,6,AP,1360,740
2022,6,BA,16894,10397
2022,6,CE,9071,5135
2022,6,DF,3161,1867
2022,6,ES,2868,1532
2022,6,GO,4853,2448
2022,6,MA,7119,4155
2022,6,MG,15420,9175
2022,6,MS,1745,850
2022,6,MT,2361,1093
2022,6,PA,12572,7320
2022,6,PB,5924,3648
2022,6,PE,9463,5715
2022,6,PI,5034,3124
2022,6,PR,5082,2773
2022,6,RJ,12811,7264
2022,6,RN,5701,3726
2022,6,RO,1372,706
2022,6,RR,373,196
2022,6,RS,7846,4454
2022,6,SC,2539,1345
2022,6,SE,3403,2191
2022,6,SP,18714,10473
2022,6,TO,1349,710
2022,7,AC,1061,579
2022,7,AL,2724,1595
2022,7,AM,3135,1269
2022,7,AP,1097,571
2022,7,BA,12272,7069
2022,7,CE,6401,3494
2022,7,DF,2243,1249
2022,7,ES,2202,1104
2022,7,GO,3299,1625
2022,7,MA,5321,2983
2022,7,MG,11656,6568
2022,7,MS,1298,616
2022,7,MT,1614,775
2022,7,PA,9193,5223
2022,7,PB,4222,2540
2022,7,PE,6659,3816
2022,7,PI,3637,2124
2022,7,PR,3950,2044
2022,7,RJ,9655,5193
2022,7,RN,4381,2732
2022,7,RO,1049,495
2022,7,RR,316,156
2022,7,RS,5830,3061
2022,7,SC,2020,994
2022,7,SE,2605,1592
2022,7,SP,14522,7594
2022,7,TO,898,454
2022,8,AC,882,447
2022,8,AL,2187,1234
2022,8,AM,2401,997
2022,8,AP,868,446
2022,8,BA,9107,5031
2022,8,CE,4807,2542
2022,8,DF,1799,956
2022,8,ES,1631,772
2022,8,GO,2489,1195
2022,8,MA,4029,2166
2022,8,MG,8851,4762
2022,8,MS,1058,493
2022,8,MT,1320,598
2022,8,PA,7339,3909
2022,8,PB,3256,1875
2022,8,PE,5212,2847
2022,8,PI,2667,1473
2022,8,PR,3163,1585
2022,8,RJ,7249,3711
2022,8,RN,3511,2096
2022,8,RO,777,365
2022,8,RR,240,125
2022,8,RS,4503,2345
2022,8,SC,1564,736
2022,8,SE,1930,1135
2022,8,SP,11285,5643
2022,8,TO,724,348
2022,9,AC,679,335
2022,9,AL,1705,923
2022,9,AM,2092,787
2022,9,AP,664,326
2022,9,BA,6779,3557
2022,9,CE,3644,1840
2022,9,DF,1434,734
2022,9,ES,1305,599
2022,9,GO,2014,878
2022,9,MA,3018,1560
2022,9,MG,6643,3417
2022,9,MS,890,392
2022,9,MT,1055,451
2022,9,PA,5706,2982
2022,9,PB,2590,1453
2022,9,PE,4162,2197
2022,9,PI,2063,1103
2022,9,PR,2484,1213
2022,9,RJ,5405,2715
2022,9,RN,2775,1572
2022,9,RO,672,291
2022,9,RR,214,87
2022,9,RS,3514,1731
2022,9,SC,1215,544
2022,9,SE,1462,836
2022,9,SP,8626,4110
2022,9,TO,528,234
2022,10,AC,608,282
2022,10,AL,1477,795
2022,10,AM,1742,661
2022,10,AP,573,278
2022,10,BA,5530,2825
2022,10,CE,3180,1571
2022,10,DF,1173,617
2022,10,ES,1089,503
2022,10,GO,1560,696
2022,10,MA,2450,1229
2022,10,MG,5564,2831
2022,10,MS,765,302
2022,10,MT,933,400
2022,10,PA,4890,2426
2022,10,PB,2248,1222
2022,10,PE,3422,1739
2022,10,PI,1616,866
2022,10,PR,2106,988
2022,10,RJ,4616,2151
2022,10,RN,2266,1210
2022,10,RO,634,321
2022,10,RR,139,51
2022,10,RS,2903,1393
2022,10,SC,1075,485
2022,10,SE,1222,678
2022,10,SP,7373,3471
2022,10,TO,410,185
2022,11,AC,1871,825
2022,11,AL,4487,2351
2022,11,AM,5582,2033
2022,11,AP,1908,815
2022,11,BA,15845,7796
2022,11,CE,9884,4701
2022,11,DF,3725,1666
2022,11,ES,3374,1419
2022,11,GO,5190,2107
2022,11,MA,7331,3496
2022,11,MG,16746,8032
2022,11,MS,2501,932
2022,11,MT,3267,1272
2022,11,PA,16049,7739
2022,11,PB,7120,3747
2022,11,PE,10532,5170
2022,11,PI,4891,2386
2022,11,PR,6639,2882
2022,11,RJ,13956,6276
2022,11,RN,7637,4046
2022,11,RO,2100,924
2022,11,RR,497,199
2022,11,RS,8910,4171
2022,11,SC,3327,1421
2022,11,SE,3681,1882
2022,11,SP,21327,9316
2022,11,TO,1323,555
2022,12,AC,1062,480
2022,12,AL,2409,1204
2022,12,AM,3100,1071
2022,12,AP,1195,544
2022,12,BA,8333,3988
2022,12,CE,5303,2510
2022,12,DF,2076,887
2022,12,ES,1969,867
2022,12,GO,3029,1174
2022,12,MA,4000,1949
2022,12,MG,8884,3988
2022,12,MS,1452,537
2022,12,MT,1996,789
2022,12,PA,9225,4421
2022,12,PB,4157,2159
2022,12,PE,5609,2645
2022,12,PI,2880,1393
2022,12,PR,3599,1566
2022,12,RJ,7211,3184
2022,12,RN,4296,2220
2022,12,RO,1296,551
2022,12,RR,306,123
2022,12,RS,4832,2164
2022,12,SC,1780,771
2022,12,SE,1949,988
2022,12,SP,11036,4651
2022,12,TO,650,259
2022,13,AC,753,363
2022,13,AL,1665,872
2022,13,AM,2140,821
2022,13,AP,936,465
2022,13,BA,6312,2997
2022,13,CE,3765,1779
2022,13,DF,1639,723
2022,13,ES,1393,629
2022,13,GO,2143,830
2022,13,MA,2855,1367
2022,13,MG,6185,2845
2022,13,MS,1108,448
2022,13,MT,1503,630
2022,13,PA,6731,3280
2022,13,PB,2870,1516
2022,13,PE,4009,1973
2022,13,PI,2017,991
2022,13,PR,2352,1063
2022,13,RJ,5315,2408
2022,13,RN,3021,1548
2022,13,RO,934,380
2022,13,RR,190,70
2022,13,RS,3559,1609
2022,13,SC,1159,478
2022,13,SE,1441,752
2022,13,SP,7736,3336
2022,13,TO,431,166
2022,14,AC,459,209
2022,14,AL,953,506
2022,14,AM,1348,481
2022,14,AP,592,300
2022,14,BA,4169,2096
2022,14,CE,2346,1122
2022,14,DF,1245,597
2022,14,ES,1024,467
2022,14,GO,1456,591
2022,14,MA,1700,888
2022,14,MG,4348,2081
2022,14,MS,689,302
2022,14,MT,990,413
2022,14,PA,4605,2394
2022,14,PB,1704,889
2022,14,PE,2649,1361
2022,14,PI,1256,683
2022,14,PR,1502,700
2022,14,RJ,4327,2065
2022,14,RN,1972,1042
2022,14,RO,544,242
2022,14,RR,101,49
2022,14,RS,2423,1119
2022,14,SC,714,320
2022,14,SE,872,470
2022,14,SP,5502,2460
2022,14,TO,245,101
2022,15,AC,218,112
2022,15,AL,592,335
2022,15,AM,773,342
2022,15,AP,272,148
2022,15,BA,2429,1314
2022,15,CE,1342,660
2022,15,DF,875,473
2022,15,ES,591,284
2022,15,GO,840,367
2022,15,MA,905,463
2022,15,MG,2701,1332
2022,15,MS,379,153
2022,15,MT,533,273
2022,15,PA,2687,1458
2022,15,PB,902,495
2022,15,PE,1737,930
2022,15,PI,685,377
2022,15,PR,871,416
2022,15,RJ,3146,1620
2022,15,RN,1008,559
2022,15,RO,305,159
2022,15,RR,84,31
2022,15,RS,1508,747
2022,15,SC,424,210
2022,15,SE,547,315
2022,15,SP,3577,1715
2022,15,TO,135,51
2022,16,AC,91,51
2022,16,AL,314,186
2022,16,AM,362,145
2022,16,AP,153,80
2022,16,BA,1356,746
2022,16,CE,786,419
2022,16,DF,507,287
2022,16,ES,392,203
2022,16,GO,419,188
2022,16,MA,502,284
2022,16,MG,1703,896
2022,16,MS,231,104
2022,16,MT,286,146
2022,16,PA,1412,798
2022,16,PB,512,293
2022,16,PE,1008,536
2022,16,PI,353,209
2022,16,PR,484,232
2022,16,RJ,2264,1196
2022,16,RN,578,334
2022,16,RO,129,58
2022,16,RR,32,13
2022,16,RS,922,484
2022,16,SC,224,107
2022,16,SE,309,188
2022,16,SP,2271,1082
2022,16,TO,88,44
2022,17,AC,34,20
2022,17,AL,144,81
2022,17,AM,173,83
2022,17,AP,60,34
2022,17,BA,775,433
2022,17,CE,462,256
2022,17,DF,273,130
2022,17,ES,222,105
2022,17,GO,221,101
2022,17,MA,207,122
2022,17,MG,1023,567
2022,17,MS,111,56
2022,17,MT,135,58
2022,17,PA,688,392
2022,17,PB,247,136
2022,17,PE,494,280
2022,17,PI,201,110
2022,17,PR,283,137
2022,17,RJ,1447,798
2022,17,RN,296,160
2022,17,RO,63,35
2022,17,RR,17,7
2022,17,RS,547,256
2022,17,SC,123,55
2022,17,SE,152,100
2022,17,SP,1261,622
2022,17,TO,29,15
2022,18,AC,9,3
2022,18,AL,42,23
2022,18,AM,77,42
2022,18,AP,25,16
2022,18,BA,311,178
2022,18,CE,166,87
2022,18,DF,94,46
2022,18,ES,77,37
2022,18,GO,84,45
2022,18,MA,86,47
2022,18,MG,412,226
2022,18,MS,33,23
2022,18,MT,62,31
2022,18,PA,218,139
2022,18,PB,96,49
2022,18,PE,191,111
2022,18,PI,60,41
2022,18,PR,106,60
2022,18,RJ,651,363
2022,18,RN,114,66
2022,18,RO,21,12
2022,18,RR,4,0
2022,18,RS,217,92
2022,18,SC,42,21
2022,18,SE,48,36
2022,18,SP,561,291
2022,18,TO,10,5
2022,19,AC,8,7
2022,19,AL,12,8
2022,19,AM,27,16
2022,19,AP,6,4
2022,19,BA,129,73
2022,19,CE,59,35
2022,19,DF,29,17
2022,19,ES,29,18
2022,19,GO,34,11
2022,19,MA,28,18
2022,19,MG,175,90
2022,19,MS,20,11
2022,19,MT,7,5
2022,19,PA,94,57
2022,19,PB,36,20
2022,19,PE,67,37
2022,19,PI,24,16
2022,19,PR,35,12
2022,19,RJ,294,174
2022,19,RN,39,27
2022,19,RO,4,3
2022,19,RR,4,3
2022,19,RS,83,50
2022,19,SC,9,6
2022,19,SE,25,14
2022,19,SP,221,118
2022,19,TO,7,2
2022,20,AC,2,1
2022,20,AL,7,6
2022,20,AM,9,6
2022,20,AP,4,1
2022,20,BA,38,25
2022,20,CE,30,17
2022,20,DF,22,12
2022,20,ES,10,6
2022,20,GO,13,9
2022,20,MA,9,4
2022,20,MG,83,41
2022,20,MS,2,1
2022,20,MT,5,0
2022,20,PA,36,21
2022,20,PB,10,6
2022,20,PE,25,13
2022,20,PI,10,3
2022,20,PR,17,9
2022,20,RJ,99,50
2022,20,RN,17,12
2022,20,RO,2,1
2022,20,RS,27,17
2022,20,SC,5,2
2022,20,SE,9,5
2022,20,SP,86,47
2022,20,TO,1,0
2023,1,AC,1409,1129
2023,1,AL,5455,4539
2023,1,AM,4554,2818
2023,1,AP,1721,1406
2023,1,BA,25344,21202
2023,1,CE,23849,20913
2023,1,DF,5511,4409
2023,1,ES,5015,4057
2023,1,GO,18679,15251
2023,1,MA,15711,12900
2023,1,MG,33053,27535
2023,1,MS,5803,4677
2023,1,MT,6162,4915
2023,1,PA,18367,15298
2023,1,PB,12959,11203
2023,1,PE,22875,19238
2023,1,PI,10164,8727
2023,1,PR,19189,15826
2023,1,RJ,18750,15096
2023,1,RN,5395,4698
2023,1,RO,2829,2303
2023,1,RR,1023,766
2023,1,RS,9864,8145
2023,1,SC,8952,7433
2023,1,SE,7035,6058
2023,1,SP,53711,44628
2023,1,TO,4055,3346
2023,2,AC,3262,2649
2023,2,AL,11814,9665
2023,2,AM,14121,9580
2023,2,AP,3480,2971
2023,2,BA,47094,40164
2023,2,CE,52271,44718
2023,2,DF,13132,11303
2023,2,ES,12680,10545
2023,2,GO,36103,27487
2023,2,MA,29571,24147
2023,2,MG,64291,53968
2023,2,MS,11709,9570
2023,2,MT,13520,10670
2023,2,PA,31109,26595
2023,2,PB,19848,17159
2023,2,PE,40439,34211
2023,2,PI,17258,15017
2023,2,PR,52054,41268
2023,2,RJ,48122,39899
2023,2,RN,12185,10801
2023,2,RO,6258,5061
2023,2,RR,1472,1093
2023,2,RS,27416,23134
2023,2,SC,22161,18071
2023,2,SE,10503,9221
2023,2,SP,144489,116041
2023,2,TO,7438,5790
2023,3,AC,4841,3555
2023,3,AL,17492,13026
2023,3,AM,22310,13488
2023,3,AP,4531,3627
2023,3,BA,58859,47020
2023,3,CE,64975,50302
2023,3,DF,16435,13199
2023,3,ES,19167,14906
2023,3,GO,40946,26630
2023,3,MA,35113,26166
2023,3,MG,83349,64507
2023,3,MS,9332,6735
2023,3,MT,16744,12119
2023,3,PA,38670,31084
2023,3,PB,21763,17173
2023,3,PE,46108,35277
2023,3,PI,19640,15899
2023,3,PR,36749,25778
2023,3,RJ,60592,46049
2023,3,RN,17230,14712
2023,3,RO,9434,6744
2023,3,RR,2417,1692
2023,3,RS,39991,31792
2023,3,SC,27873,20371
2023,3,SE,11931,9752
2023,3,SP,170931,125762
2023,3,TO,7624,5461
2023,4,AC,2798,1810
2023,4,AL,10070,6814
2023,4,AM,10206,5151
2023,4,AP,3063,2117
2023,4,BA,39610,28269
2023,4,CE,25819,17073
2023,4,DF,7789,5319
2023,4,ES,8836,5852
2023,4,GO,14040,8085
2023,4,MA,20329,13781
2023,4,MG,40209,28250
2023,4,MS,4251,2629
2023,4,MT,6202,3816
2023,4,PA,25967,18550
2023,4,PB,13549,9609
2023,4,PE,23900,16447
2023,4,PI,12015,8605
2023,4,PR,14411,9105
2023,4,RJ,35045,23191
2023,4,RN,12089,9543
2023,4,RO,3399,2055
2023,4,RR,1089,692
2023,4,RS,19049,13234
2023,4,SC,8282,5138
2023,4,SE,7635,5608
2023,4,SP,58490,39433
2023,4,TO,3450,2154
2023,5,AC,2015,1168
2023,5,AL,6743,4354
2023,5,AM,6176,2895
2023,5,AP,2260,1424
2023,5,BA,27367,17955
2023,5,CE,14477,9030
2023,5,DF,4993,3280
2023,5,ES,4769,2942
2023,5,GO,7840,4382
2023,5,MA,12987,8275
2023,5,MG,25520,16865
2023,5,MS,2530,1458
2023,5,MT,3461,1956
2023,5,PA,18385,11973
2023,5,PB,9427,6246
2023,5,PE,15232,9807
2023,5,PI,7768,5099
2023,5,PR,8048,4932
2023,5,RJ,21650,13159
2023,5,RN,8738,6481
2023,5,RO,1966,1112
2023,5,RR,675,411
2023,5,RS,11647,7538
2023,5,SC,4187,2397
2023,5,SE,5185,3545
2023,5,SP,31201,19473
2023,5,TO,2136,1202
2023,6,AC,1415,784
2023,6,AL,4592,2859
2023,6,AM,4498,2042
2023,6,AP,1584,899
2023,6,BA,20357,12417
2023,6,CE,9475,5743
2023,6,DF,3398,2058
2023,6,ES,3339,1804
2023,6,GO,4931,2666
2023,6,MA,8474,5119
2023,6,MG,17506,10683
2023,6,MS,1869,978
2023,6,MT,2322,1187
2023,6,PA,12875,7780
2023,6,PB,6913,4360
2023,6,PE,10384,6394
2023,6,PI,5456,3303
2023,6,PR,5485,3130
2023,6,RJ,14224,8058
2023,6,RN,6315,4353
2023,6,RO,1432,748
2023,6,RR,435,249
2023,6,RS,8034,4898
2023,6,SC,2897,1597
2023,6,SE,3613,2279
2023,6,SP,20223,11642
2023,6,TO,1355,704
2023,7,AC,1073,549
2023,7,AL,3377,1975
2023,7,AM,3618,1562
2023,7,AP,1369,675
2023,7,BA,15392,8911
2023,7,CE,6740,3918
2023,7,DF,2492,1429
2023,7,ES,2437,1272
2023,7,GO,3597,1853
2023,7,MA,6412,3627
2023,7,MG,13216,7721
2023,7,MS,1435,712
2023,7,MT,1753,839
2023,7,PA,10131,5830
2023,7,PB,5342,3263
2023,7,PE,7992,4722
2023,7,PI,4033,2385
2023,7,PR,4051,2204
2023,7,RJ,10329,5527
2023,7,RN,4945,3255
2023,7,RO,1119,567
2023,7,RR,312,167
2023,7,RS,5688,3312
2023,7,SC,2166,1103
2023,7,SE,2852,1738
2023,7,SP,14949,8155
2023,7,TO,1064,543
2023,8,AC,884,450
2023,8,AL,2739,1519
2023,8,AM,3023,1240
2023,8,AP,1155,561
2023,8,BA,12445,6821
2023,8,CE,5398,2946
2023,8,DF,2023,1087
2023,8,ES,2077,1019
2023,8,GO,2863,1350
2023,8,MA,5308,2860
2023,8,MG,10645,5979
2023,8,MS,1109,514
2023,8,MT,1383,643
2023,8,PA,7988,4354
2023,8,PB,4129,2411
2023,8,PE,6277,3528
2023,8,PI,3177,1780
2023,8,PR,3269,1724
2023,8,RJ,8790,4399
2023,8,RN,3965,2493
2023,8,RO,995,488
2023,8,RR,294,137
2023,8,RS,4698,2509
2023,8,SC,1857,928
2023,8,SE,2186,1251
2023,8,SP,12425,6387
2023,8,TO,711,343
2023,9,AC,826,397
2023,9,AL,2325,1249
2023,9,AM,2539,1002
2023,9,AP,956,470
2023,9,BA,9869,5191
2023,9,CE,4371,2373
2023,9,DF,1655,839
2023,9,ES,1670,786
2023,9,GO,2294,1053
2023,9,MA,4177,2122
2023,9,MG,8386,4455
2023,9,MS,982,453
2023,9,MT,1180,515
2023,9,PA,6750,3473
2023,9,PB,3339,1912
2023,9,PE,5227,2809
2023,9,PI,2383,1239
2023,9,PR,2763,1383
2023,9,RJ,7098,3362
2023,9,RN,3279,1975
2023,9,RO,847,402
2023,9,RR,226,122
2023,9,RS,4029,2057
2023,9,SC,1513,689
2023,9,SE,1819,1050
2023,9,SP,10168,5000
2023,9,TO,688,311
2023,10,AC,641,292
2023,10,AL,1897,1003
2023,10,AM,2227,877
2023,10,AP,811,345
2023,10,BA,7580,3736
2023,10,CE,3462,1762
2023,10,DF,1437,701
2023,10,ES,1428,613
2023,10,GO,1863,829
2023,10,MA,3163,1565
2023,10,MG,6707,3544
2023,10,MS,806,344
2023,10,MT,1059,482
2023,10,PA,5536,2730
2023,10,PB,2766,1525
2023,10,PE,4178,2126
2023,10,PI,1986,1014
2023,10,PR,2185,1086
2023,10,RJ,5372,2534
2023,10,RN,2761,1619
2023,10,RO,723,333
2023,10,RR,167,72
2023,10,RS,3109,1569
2023,10,SC,1230,547
2023,10,SE,1400,782
2023,10,SP,8135,3845
2023,10,TO,498,235
2023,11,AC,2130,934
2023,11,AL,6521,3179
2023,11,AM,8090,2994
2023,11,AP,2904,1240
2023,11,BA,24223,11382
2023,11,CE,12611,6042
2023,11,DF,4776,2204
2023,11,ES,4448,1935
2023,11,GO,6183,2635
2023,11,MA,10338,4960
2023,11,MG,21811,10438
2023,11,MS,2831,1150
2023,11,MT,3611,1505
2023,11,PA,20437,9631
2023,11,PB,9704,5104
2023,11,PE,13932,6799
2023,11,PI,6238,3017
2023,11,PR,7673,3525
2023,11,RJ,18472,7978
2023,11,RN,9449,5055
2023,11,RO,2749,1210
2023,11,RR,604,243
2023,11,RS,10035,4793
2023,11,SC,4413,1949
2023,11,SE,4612,2382
2023,11,SP,25932,11485
2023,11,TO,1565,658
2023,12,AC,1154,522
2023,12,AL,3542,1716
2023,12,AM,4266,1452
2023,12,AP,1815,856
